year,hhtyp,quintil_oecd_hh,hgseval,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1986,Couple with children,4th Quintile,A Bit Too Small,0.10378,57,390,0.07347,0.13408
1986,Couple with children,4th Quintile,Just Right,0.79728,333,390,0.75733,0.83723
1986,Couple with children,5th Quintile,A Bit Too Small,0.11272,40,295,0.07657,0.14887
1986,Couple with children,5th Quintile,Just Right,0.79718,255,295,0.75122,0.84315
1986,Multi-generational household,2nd Quintile,Just Right,0.92028,32,32,0.82492,1.01563
1987,Single-person household,1st Quintile,A Bit Too Small,0.10631,39,252,0.06817,0.14444
1987,Single-person household,1st Quintile,Just Right,0.76450,213,252,0.71201,0.81700
1987,Single-person household,2nd Quintile,Just Right,0.81672,154,154,0.75542,0.87803
1987,Single-person household,3rd Quintile,Just Right,0.84060,172,172,0.78573,0.89546
1987,Single-person household,4th Quintile,A Bit Too Small,0.15881,34,167,0.10320,0.21441
1987,Single-person household,4th Quintile,Just Right,0.69616,133,167,0.62619,0.76612
1987,Single-person household,5th Quintile,Just Right,0.70744,139,139,0.63154,0.78335
1987,Couple without children,1st Quintile,Just Right,0.90410,121,121,0.85141,0.95678
1987,Couple without children,2nd Quintile,Just Right,0.81669,146,146,0.75371,0.87967
1987,Couple without children,3rd Quintile,Just Right,0.78506,156,156,0.72039,0.84973
1987,Couple without children,4th Quintile,Just Right,0.79590,241,241,0.74491,0.84689
1987,Couple without children,5th Quintile,A Bit Too Small,0.10496,39,369,0.07364,0.13627
1987,Couple without children,5th Quintile,Just Right,0.77058,293,369,0.72762,0.81354
1987,Couple without children,5th Quintile,A Bit Too Large,0.11264,37,369,0.08033,0.14494
1987,Single parent,1st Quintile,Just Right,0.72732,67,67,0.61988,0.83476
1987,Single parent,2nd Quintile,Just Right,0.78106,49,49,0.66407,0.89805
1987,Single parent,3rd Quintile,Just Right,0.77402,37,37,0.63740,0.91064
1987,Couple with children,1st Quintile,A Bit Too Small,0.21892,94,341,0.17496,0.26287
1987,Couple with children,1st Quintile,Just Right,0.64843,247,341,0.59768,0.69918
1987,Couple with children,2nd Quintile,A Bit Too Small,0.14704,92,481,0.11535,0.17872
1987,Couple with children,2nd Quintile,Just Right,0.79668,389,481,0.76067,0.83269
1987,Couple with children,3rd Quintile,A Bit Too Small,0.17315,97,487,0.13951,0.20679
1987,Couple with children,3rd Quintile,Just Right,0.74841,390,487,0.70983,0.78699
1987,Couple with children,4th Quintile,A Bit Too Small,0.10554,59,417,0.07602,0.13507
1987,Couple with children,4th Quintile,Just Right,0.80851,358,417,0.77070,0.84632
1987,Couple with children,5th Quintile,Just Right,0.81246,251,251,0.76407,0.86084
1987,Multi-generational household,2nd Quintile,Just Right,0.75930,32,32,0.60880,0.90979
1988,Single-person household,1st Quintile,A Bit Too Small,0.11998,36,246,0.07929,0.16066
1988,Single-person household,1st Quintile,Just Right,0.78157,210,246,0.72983,0.83331
1988,Single-person household,2nd Quintile,Just Right,0.83602,156,156,0.77773,0.89431
1988,Single-person household,3rd Quintile,Just Right,0.78852,151,151,0.72317,0.85387
1988,Single-person household,4th Quintile,Just Right,0.70188,142,142,0.62638,0.77739
1988,Single-person household,5th Quintile,Just Right,0.72144,135,135,0.64554,0.79735
1988,Couple without children,1st Quintile,Just Right,0.89892,127,127,0.84628,0.95155
1988,Couple without children,2nd Quintile,Just Right,0.79936,150,150,0.73505,0.86366
1988,Couple without children,3rd Quintile,Just Right,0.79407,162,162,0.73160,0.85653
1988,Couple without children,4th Quintile,Just Right,0.78069,207,207,0.72419,0.83720
1988,Couple without children,5th Quintile,A Bit Too Small,0.11772,41,329,0.08284,0.15260
1988,Couple without children,5th Quintile,Just Right,0.79411,288,329,0.75035,0.83787
1988,Single parent,1st Quintile,Just Right,0.74572,66,66,0.63986,0.85159
1988,Single parent,2nd Quintile,Just Right,0.83633,43,43,0.72443,0.94822
1988,Single parent,3rd Quintile,Just Right,0.75743,39,39,0.62114,0.89371
1988,Single parent,4th Quintile,Just Right,0.85613,32,32,0.73258,0.97968
1988,Couple with children,1st Quintile,A Bit Too Small,0.19170,87,353,0.15057,0.23282
1988,Couple with children,1st Quintile,Just Right,0.72483,266,353,0.67818,0.77149
1988,Couple with children,2nd Quintile,A Bit Too Small,0.13882,79,449,0.10680,0.17084
1988,Couple with children,2nd Quintile,Just Right,0.78900,370,449,0.75122,0.82678
1988,Couple with children,3rd Quintile,A Bit Too Small,0.16378,86,461,0.12996,0.19760
1988,Couple with children,3rd Quintile,Just Right,0.76251,375,461,0.72362,0.80140
1988,Couple with children,4th Quintile,A Bit Too Small,0.08837,46,398,0.06045,0.11629
1988,Couple with children,4th Quintile,Just Right,0.81661,352,398,0.77854,0.85468
1988,Couple with children,5th Quintile,Just Right,0.78386,222,222,0.72959,0.83813
1989,Single-person household,1st Quintile,A Bit Too Small,0.09675,33,245,0.05966,0.13384
1989,Single-person household,1st Quintile,Just Right,0.81025,212,245,0.76105,0.85945
1989,Single-person household,2nd Quintile,Just Right,0.81049,160,160,0.74957,0.87141
1989,Single-person household,3rd Quintile,Just Right,0.77168,151,151,0.70451,0.83886
1989,Single-person household,4th Quintile,Just Right,0.69557,138,138,0.61852,0.77263
1989,Single-person household,5th Quintile,Just Right,0.74950,134,134,0.67586,0.82314
1989,Couple without children,1st Quintile,Just Right,0.83191,111,111,0.76203,0.90180
1989,Couple without children,2nd Quintile,Just Right,0.82475,142,142,0.76199,0.88750
1989,Couple without children,3rd Quintile,Just Right,0.77876,157,157,0.71363,0.84390
1989,Couple without children,4th Quintile,Just Right,0.80278,243,243,0.75265,0.85292
1989,Couple without children,5th Quintile,A Bit Too Small,0.11916,38,338,0.08457,0.15375
1989,Couple without children,5th Quintile,Just Right,0.77616,268,338,0.73166,0.82066
1989,Couple without children,5th Quintile,A Bit Too Large,0.09084,32,338,0.06016,0.12152
1989,Single parent,1st Quintile,Just Right,0.77171,61,61,0.66550,0.87792
1989,Single parent,2nd Quintile,Just Right,0.79368,46,46,0.67544,0.91191
1989,Single parent,3rd Quintile,Just Right,0.81917,32,32,0.68368,0.95466
1989,Couple with children,1st Quintile,A Bit Too Small,0.16229,81,352,0.12371,0.20086
1989,Couple with children,1st Quintile,Just Right,0.75723,271,352,0.71237,0.80208
1989,Couple with children,2nd Quintile,A Bit Too Small,0.15099,86,453,0.11798,0.18399
1989,Couple with children,2nd Quintile,Just Right,0.76786,367,453,0.72894,0.80678
1989,Couple with children,3rd Quintile,A Bit Too Small,0.12247,71,435,0.09163,0.15331
1989,Couple with children,3rd Quintile,Just Right,0.79852,364,435,0.76079,0.83626
1989,Couple with children,4th Quintile,A Bit Too Small,0.10318,38,345,0.07103,0.13532
1989,Couple with children,4th Quintile,Just Right,0.79348,307,345,0.75071,0.83626
1989,Couple with children,5th Quintile,Just Right,0.78525,208,208,0.72930,0.84119
1990,Single-person household,1st Quintile,A Bit Too Small,0.15573,51,309,0.11523,0.19622
1990,Single-person household,1st Quintile,Just Right,0.72876,258,309,0.67911,0.77842
1990,Single-person household,2nd Quintile,A Bit Too Small,0.11617,40,254,0.07668,0.15565
1990,Single-person household,2nd Quintile,Just Right,0.77537,214,254,0.72394,0.82679
1990,Single-person household,3rd Quintile,Just Right,0.83335,190,190,0.78022,0.88648
1990,Single-person household,4th Quintile,Just Right,0.76378,189,189,0.70306,0.82450
1990,Single-person household,5th Quintile,Just Right,0.73230,158,158,0.66304,0.80156
1990,Couple without children,1st Quintile,A Bit Too Small,0.14933,75,439,0.11595,0.18270
1990,Couple without children,1st Quintile,Just Right,0.75965,364,439,0.71963,0.79967
1990,Couple without children,2nd Quintile,Just Right,0.83177,163,163,0.77416,0.88937
1990,Couple without children,3rd Quintile,Just Right,0.78285,188,188,0.72375,0.84195
1990,Couple without children,4th Quintile,Just Right,0.79402,247,247,0.74348,0.84456
1990,Couple without children,5th Quintile,A Bit Too Small,0.08708,35,424,0.06021,0.11395
1990,Couple without children,5th Quintile,Just Right,0.80995,354,424,0.77256,0.84734
1990,Couple without children,5th Quintile,A Bit Too Large,0.08133,35,424,0.05528,0.10738
1990,Single parent,1st Quintile,A Bit Too Small,0.21931,32,116,0.14368,0.29494
1990,Single parent,1st Quintile,Just Right,0.65263,84,116,0.56560,0.73965
1990,Single parent,2nd Quintile,Just Right,0.76696,66,66,0.66418,0.86974
1990,Single parent,3rd Quintile,Just Right,0.82258,55,55,0.72069,0.92447
1990,Single parent,4th Quintile,Just Right,0.72984,40,40,0.59048,0.86921
1990,Couple with children,1st Quintile,Much Too Small,0.10584,111,1084,0.08752,0.12417
1990,Couple with children,1st Quintile,A Bit Too Small,0.30595,351,1084,0.27851,0.33340
1990,Couple with children,1st Quintile,Just Right,0.55925,622,1084,0.52969,0.58882
1990,Couple with children,2nd Quintile,A Bit Too Small,0.15651,99,490,0.12430,0.18871
1990,Couple with children,2nd Quintile,Just Right,0.75761,391,490,0.71962,0.79559
1990,Couple with children,3rd Quintile,A Bit Too Small,0.12964,87,523,0.10083,0.15846
1990,Couple with children,3rd Quintile,Just Right,0.79814,436,523,0.76370,0.83257
1990,Couple with children,4th Quintile,A Bit Too Small,0.13539,75,477,0.10466,0.16613
1990,Couple with children,4th Quintile,Just Right,0.76688,369,477,0.72890,0.80487
1990,Couple with children,4th Quintile,A Bit Too Large,0.07803,33,477,0.05393,0.10212
1990,Couple with children,5th Quintile,Just Right,0.81853,281,313,0.77577,0.86130
1990,Couple with children,5th Quintile,A Bit Too Large,0.09080,32,313,0.05892,0.12268
1990,Multi-generational household,1st Quintile,Just Right,0.66622,38,38,0.51428,0.81817
1990,Other Combinations,1st Quintile,Just Right,0.62330,38,38,0.46717,0.77944
1991,Single-person household,1st Quintile,A Bit Too Small,0.09507,31,262,0.05948,0.13065
1991,Single-person household,1st Quintile,Just Right,0.74301,231,262,0.68999,0.79602
1991,Single-person household,2nd Quintile,A Bit Too Small,0.12591,40,254,0.08503,0.16679
1991,Single-person household,2nd Quintile,Just Right,0.74481,214,254,0.69108,0.79853
1991,Single-person household,3rd Quintile,Just Right,0.76676,175,175,0.70392,0.82959
1991,Single-person household,4th Quintile,A Bit Too Small,0.11993,33,202,0.07502,0.16485
1991,Single-person household,4th Quintile,Just Right,0.71693,169,202,0.65465,0.77921
1991,Single-person household,5th Quintile,Just Right,0.67850,147,178,0.60969,0.74731
1991,Single-person household,5th Quintile,A Bit Too Large,0.12920,31,178,0.07978,0.17861
1991,Couple without children,1st Quintile,A Bit Too Small,0.11750,53,448,0.08765,0.14735
1991,Couple without children,1st Quintile,Just Right,0.78920,362,448,0.75138,0.82701
1991,Couple without children,1st Quintile,A Bit Too Large,0.06614,33,448,0.04310,0.08918
1991,Couple without children,2nd Quintile,Just Right,0.79019,151,151,0.72503,0.85535
1991,Couple without children,3rd Quintile,Just Right,0.77752,193,193,0.71869,0.83635
1991,Couple without children,4th Quintile,A Bit Too Small,0.11428,41,273,0.07647,0.15210
1991,Couple without children,4th Quintile,Just Right,0.72622,232,273,0.67323,0.77921
1991,Couple without children,5th Quintile,A Bit Too Small,0.14018,64,407,0.10641,0.17395
1991,Couple without children,5th Quintile,Just Right,0.66996,297,407,0.62421,0.71570
1991,Couple without children,5th Quintile,A Bit Too Large,0.13121,46,407,0.09837,0.16405
1991,Single parent,1st Quintile,A Bit Too Small,0.31605,37,104,0.22626,0.40584
1991,Single parent,1st Quintile,Just Right,0.54756,67,104,0.45144,0.64369
1991,Single parent,2nd Quintile,Just Right,0.78970,78,78,0.69867,0.88072
1991,Single parent,3rd Quintile,Just Right,0.75710,49,49,0.63578,0.87842
1991,Single parent,4th Quintile,Just Right,0.78036,44,44,0.65661,0.90410
1991,Couple with children,1st Quintile,Much Too Small,0.06893,70,1045,0.05357,0.08430
1991,Couple with children,1st Quintile,A Bit Too Small,0.26969,285,1045,0.24277,0.29661
1991,Couple with children,1st Quintile,Just Right,0.62640,659,1045,0.59706,0.65575
1991,Couple with children,1st Quintile,A Bit Too Large,0.02873,31,1045,0.01860,0.03886
1991,Couple with children,2nd Quintile,Much Too Small,0.06670,46,476,0.04426,0.08914
1991,Couple with children,2nd Quintile,A Bit Too Small,0.24145,121,476,0.20297,0.27994
1991,Couple with children,2nd Quintile,Just Right,0.65818,309,476,0.61552,0.70084
1991,Couple with children,3rd Quintile,Much Too Small,0.03962,34,544,0.02321,0.05602
1991,Couple with children,3rd Quintile,A Bit Too Small,0.24681,153,544,0.21055,0.28308
1991,Couple with children,3rd Quintile,Just Right,0.65003,357,544,0.60991,0.69015
1991,Couple with children,4th Quintile,A Bit Too Small,0.17959,97,467,0.14474,0.21444
1991,Couple with children,4th Quintile,Just Right,0.72358,370,467,0.68297,0.76418
1991,Couple with children,5th Quintile,A Bit Too Small,0.17086,63,311,0.12896,0.21276
1991,Couple with children,5th Quintile,Just Right,0.67998,248,311,0.62805,0.73191
1991,Multi-generational household,1st Quintile,Just Right,0.62755,31,31,0.45455,0.80055
1991,Other Combinations,1st Quintile,Just Right,0.58021,36,36,0.41671,0.74372
1992,Single-person household,1st Quintile,A Bit Too Small,0.10073,42,401,0.07124,0.13023
1992,Single-person household,1st Quintile,Just Right,0.78736,326,401,0.74726,0.82745
1992,Single-person household,1st Quintile,A Bit Too Large,0.06974,33,401,0.04478,0.09471
1992,Single-person household,2nd Quintile,Just Right,0.72445,161,161,0.65522,0.79368
1992,Single-person household,3rd Quintile,A Bit Too Small,0.12033,34,193,0.07431,0.16635
1992,Single-person household,3rd Quintile,Just Right,0.72517,159,193,0.66203,0.78832
1992,Single-person household,4th Quintile,A Bit Too Small,0.13820,34,196,0.08976,0.18664
1992,Single-person household,4th Quintile,Just Right,0.71870,162,196,0.65559,0.78181
1992,Single-person household,5th Quintile,Just Right,0.72592,148,148,0.65381,0.79802
1992,Couple without children,1st Quintile,Just Right,0.84472,236,236,0.79842,0.89103
1992,Couple without children,2nd Quintile,Just Right,0.78250,222,222,0.72811,0.83690
1992,Couple without children,3rd Quintile,A Bit Too Small,0.11425,39,254,0.07505,0.15345
1992,Couple without children,3rd Quintile,Just Right,0.76734,215,254,0.71527,0.81940
1992,Couple without children,4th Quintile,A Bit Too Small,0.13181,54,368,0.09720,0.16642
1992,Couple without children,4th Quintile,Just Right,0.72575,275,368,0.68010,0.77139
1992,Couple without children,4th Quintile,A Bit Too Large,0.11527,39,368,0.08260,0.14795
1992,Couple without children,5th Quintile,A Bit Too Small,0.13903,63,426,0.10614,0.17193
1992,Couple without children,5th Quintile,Just Right,0.68043,317,426,0.63609,0.72476
1992,Couple without children,5th Quintile,A Bit Too Large,0.12715,46,426,0.09548,0.15883
1992,Single parent,1st Quintile,A Bit Too Small,0.24927,37,138,0.17683,0.32171
1992,Single parent,1st Quintile,Just Right,0.69245,101,138,0.61518,0.76973
1992,Single parent,2nd Quintile,Just Right,0.68523,62,62,0.56869,0.80178
1992,Single parent,3rd Quintile,Just Right,0.70265,38,38,0.55536,0.84994
1992,Single parent,4th Quintile,Just Right,0.79725,43,43,0.67565,0.91884
1992,Couple with children,1st Quintile,Much Too Small,0.06563,35,463,0.04305,0.08821
1992,Couple with children,1st Quintile,A Bit Too Small,0.28361,137,463,0.24251,0.32471
1992,Couple with children,1st Quintile,Just Right,0.60250,291,463,0.55787,0.64712
1992,Couple with children,2nd Quintile,Much Too Small,0.04960,58,763,0.03419,0.06502
1992,Couple with children,2nd Quintile,A Bit Too Small,0.26815,223,763,0.23670,0.29960
1992,Couple with children,2nd Quintile,Just Right,0.63733,482,763,0.60319,0.67146
1992,Couple with children,3rd Quintile,Much Too Small,0.05344,40,677,0.03648,0.07039
1992,Couple with children,3rd Quintile,A Bit Too Small,0.25041,180,677,0.21774,0.28307
1992,Couple with children,3rd Quintile,Just Right,0.63134,425,677,0.59497,0.66771
1992,Couple with children,3rd Quintile,A Bit Too Large,0.04668,32,677,0.03078,0.06258
1992,Couple with children,4th Quintile,A Bit Too Small,0.22008,124,498,0.18365,0.25650
1992,Couple with children,4th Quintile,Just Right,0.67782,374,498,0.63673,0.71890
1992,Couple with children,5th Quintile,A Bit Too Small,0.13806,64,329,0.10072,0.17539
1992,Couple with children,5th Quintile,Just Right,0.73181,265,329,0.68386,0.77975
1992,Other Combinations,3rd Quintile,Just Right,0.77063,33,33,0.62496,0.91630
1993,Single-person household,1st Quintile,A Bit Too Small,0.09684,46,402,0.06789,0.12578
1993,Single-person household,1st Quintile,Just Right,0.76204,313,402,0.72036,0.80372
1993,Single-person household,1st Quintile,A Bit Too Large,0.08707,43,402,0.05948,0.11467
1993,Single-person household,2nd Quintile,Just Right,0.75454,193,193,0.69367,0.81541
1993,Single-person household,3rd Quintile,Just Right,0.74951,181,181,0.68620,0.81281
1993,Single-person household,4th Quintile,A Bit Too Small,0.15129,35,191,0.10034,0.20224
1993,Single-person household,4th Quintile,Just Right,0.68727,156,191,0.62135,0.75319
1993,Single-person household,5th Quintile,Just Right,0.68023,144,144,0.60379,0.75667
1993,Couple without children,1st Quintile,Just Right,0.84446,198,198,0.79385,0.89507
1993,Couple without children,2nd Quintile,A Bit Too Small,0.11343,36,306,0.07784,0.14902
1993,Couple without children,2nd Quintile,Just Right,0.75126,239,306,0.70275,0.79977
1993,Couple without children,2nd Quintile,A Bit Too Large,0.09515,31,306,0.06222,0.12808
1993,Couple without children,3rd Quintile,Just Right,0.77286,223,223,0.71775,0.82798
1993,Couple without children,4th Quintile,A Bit Too Small,0.13915,66,386,0.10458,0.17372
1993,Couple without children,4th Quintile,Just Right,0.72212,284,386,0.67738,0.76687
1993,Couple without children,4th Quintile,A Bit Too Large,0.09215,36,386,0.06326,0.12104
1993,Couple without children,5th Quintile,A Bit Too Small,0.14924,70,439,0.11587,0.18261
1993,Couple without children,5th Quintile,Just Right,0.65510,314,439,0.61059,0.69962
1993,Couple without children,5th Quintile,A Bit Too Large,0.14974,55,439,0.11632,0.18315
1993,Single parent,1st Quintile,A Bit Too Small,0.26621,35,128,0.18934,0.34308
1993,Single parent,1st Quintile,Just Right,0.68088,93,128,0.59980,0.76195
1993,Single parent,2nd Quintile,Just Right,0.57175,56,56,0.44097,0.70253
1993,Single parent,3rd Quintile,Just Right,0.66219,44,44,0.52082,0.80355
1993,Single parent,4th Quintile,Just Right,0.77720,39,39,0.64489,0.90951
1993,Couple with children,1st Quintile,A Bit Too Small,0.32112,138,393,0.27490,0.36734
1993,Couple with children,1st Quintile,Just Right,0.59768,255,393,0.54914,0.64622
1993,Couple with children,2nd Quintile,Much Too Small,0.07081,59,703,0.05184,0.08979
1993,Couple with children,2nd Quintile,A Bit Too Small,0.24371,191,703,0.21195,0.27547
1993,Couple with children,2nd Quintile,Just Right,0.63917,453,703,0.60365,0.67470
1993,Couple with children,3rd Quintile,Much Too Small,0.03860,37,709,0.02441,0.05279
1993,Couple with children,3rd Quintile,A Bit Too Small,0.22341,173,709,0.19273,0.25409
1993,Couple with children,3rd Quintile,Just Right,0.68640,467,709,0.65222,0.72057
1993,Couple with children,3rd Quintile,A Bit Too Large,0.04521,32,709,0.02991,0.06052
1993,Couple with children,4th Quintile,A Bit Too Small,0.18904,110,486,0.15419,0.22389
1993,Couple with children,4th Quintile,Just Right,0.68764,376,486,0.64640,0.72889
1993,Couple with children,5th Quintile,A Bit Too Small,0.18819,74,315,0.14496,0.23142
1993,Couple with children,5th Quintile,Just Right,0.68480,241,315,0.63342,0.73619
1993,Multi-generational household,3rd Quintile,Just Right,0.81889,31,31,0.68108,0.95670
1994,Single-person household,1st Quintile,A Bit Too Small,0.09891,42,393,0.06935,0.12846
1994,Single-person household,1st Quintile,Just Right,0.76689,302,393,0.72503,0.80874
1994,Single-person household,1st Quintile,A Bit Too Large,0.10634,49,393,0.07582,0.13686
1994,Single-person household,2nd Quintile,Just Right,0.73441,182,182,0.67007,0.79875
1994,Single-person household,3rd Quintile,A Bit Too Small,0.12985,35,233,0.08660,0.17311
1994,Single-person household,3rd Quintile,Just Right,0.76297,198,233,0.70825,0.81769
1994,Single-person household,4th Quintile,Just Right,0.70293,156,156,0.63099,0.77487
1994,Single-person household,5th Quintile,Just Right,0.68679,143,176,0.61808,0.75551
1994,Single-person household,5th Quintile,A Bit Too Large,0.15853,33,176,0.10442,0.21265
1994,Couple without children,1st Quintile,Just Right,0.79696,194,194,0.74021,0.85372
1994,Couple without children,2nd Quintile,Just Right,0.83520,254,254,0.78948,0.88092
1994,Couple without children,3rd Quintile,A Bit Too Small,0.12057,43,269,0.08158,0.15955
1994,Couple without children,3rd Quintile,Just Right,0.72230,226,269,0.66868,0.77592
1994,Couple without children,4th Quintile,A Bit Too Small,0.14747,61,378,0.11168,0.18327
1994,Couple without children,4th Quintile,Just Right,0.70787,284,378,0.66197,0.75378
1994,Couple without children,4th Quintile,A Bit Too Large,0.09390,33,378,0.06446,0.12335
1994,Couple without children,5th Quintile,A Bit Too Small,0.14831,75,465,0.11597,0.18065
1994,Couple without children,5th Quintile,Just Right,0.64428,325,465,0.60072,0.68784
1994,Couple without children,5th Quintile,A Bit Too Large,0.16715,65,465,0.13320,0.20109
1994,Single parent,1st Quintile,A Bit Too Small,0.22169,31,117,0.14610,0.29728
