year,quintil_oecd_hh,sampreg,hgseval,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2019,4th Quintile,West,A Bit Too Large,0.18264,374,2347,0.16700,0.19827
2019,4th Quintile,West,Much Too Large,0.02804,54,2347,0.02136,0.03473
2019,4th Quintile,East,A Bit Too Small,0.08166,46,533,0.05839,0.10493
2019,4th Quintile,East,Just Right,0.74678,407,533,0.70982,0.78373
2019,4th Quintile,East,A Bit Too Large,0.15966,80,533,0.12853,0.19078
2019,5th Quintile,West,A Bit Too Small,0.07397,287,3625,0.06545,0.08249
2019,5th Quintile,West,Just Right,0.66719,2447,3625,0.65185,0.68253
2019,5th Quintile,West,A Bit Too Large,0.20900,737,3625,0.19576,0.22223
2019,5th Quintile,West,Much Too Large,0.04721,154,3625,0.04031,0.05412
2019,5th Quintile,East,A Bit Too Small,0.09589,54,676,0.07368,0.11810
2019,5th Quintile,East,Just Right,0.72641,489,676,0.69278,0.76004
2019,5th Quintile,East,A Bit Too Large,0.16851,133,676,0.14027,0.19674
2020,1st Quintile,West,Much Too Small,0.03415,517,4887,0.02906,0.03925
2020,1st Quintile,West,A Bit Too Small,0.16331,1054,4887,0.15295,0.17368
2020,1st Quintile,West,Just Right,0.70938,3130,4887,0.69665,0.72212
2020,1st Quintile,West,A Bit Too Large,0.07597,186,4887,0.06854,0.08340
2020,1st Quintile,East,Much Too Small,0.01654,70,1162,0.00920,0.02387
2020,1st Quintile,East,A Bit Too Small,0.15037,226,1162,0.12981,0.17094
2020,1st Quintile,East,Just Right,0.77098,811,1162,0.74681,0.79515
2020,1st Quintile,East,A Bit Too Large,0.05954,55,1162,0.04593,0.07315
2020,2nd Quintile,West,Much Too Small,0.01526,81,2608,0.01056,0.01997
2020,2nd Quintile,West,A Bit Too Small,0.11954,412,2608,0.10709,0.13200
2020,2nd Quintile,West,Just Right,0.72808,1863,2608,0.71100,0.74516
2020,2nd Quintile,West,A Bit Too Large,0.11188,220,2608,0.09978,0.12398
2020,2nd Quintile,West,Much Too Large,0.02165,32,2608,0.01607,0.02724
2020,2nd Quintile,East,A Bit Too Small,0.11912,121,858,0.09743,0.14081
2020,2nd Quintile,East,Just Right,0.73703,664,858,0.70755,0.76650
2020,2nd Quintile,East,A Bit Too Large,0.10352,73,858,0.08312,0.12392
2020,3rd Quintile,West,A Bit Too Small,0.10543,296,2203,0.09260,0.11826
2020,3rd Quintile,West,Just Right,0.70556,1603,2203,0.68652,0.72459
2020,3rd Quintile,West,A Bit Too Large,0.14685,267,2203,0.13207,0.16164
2020,3rd Quintile,West,Much Too Large,0.02778,37,2203,0.02091,0.03464
2020,3rd Quintile,East,A Bit Too Small,0.14000,92,650,0.11331,0.16670
2020,3rd Quintile,East,Just Right,0.71112,492,650,0.67625,0.74599
2020,3rd Quintile,East,A Bit Too Large,0.12533,66,650,0.09986,0.15080
2020,4th Quintile,West,A Bit Too Small,0.10865,293,2321,0.09599,0.12132
2020,4th Quintile,West,Just Right,0.67510,1605,2321,0.65605,0.69416
2020,4th Quintile,West,A Bit Too Large,0.16791,360,2321,0.15270,0.18312
2020,4th Quintile,West,Much Too Large,0.03350,63,2321,0.02618,0.04083
2020,4th Quintile,East,A Bit Too Small,0.05481,35,502,0.03488,0.07475
2020,4th Quintile,East,Just Right,0.77432,389,502,0.73772,0.81093
2020,4th Quintile,East,A Bit Too Large,0.14233,78,502,0.11174,0.17293
2020,5th Quintile,West,A Bit Too Small,0.08714,287,3137,0.07727,0.09702
2020,5th Quintile,West,Just Right,0.63699,2069,3137,0.62016,0.65382
2020,5th Quintile,West,A Bit Too Large,0.21976,660,3137,0.20527,0.23425
2020,5th Quintile,West,Much Too Large,0.04784,121,3137,0.04037,0.05531
2020,5th Quintile,East,A Bit Too Small,0.08067,39,558,0.05805,0.10329
2020,5th Quintile,East,Just Right,0.75383,406,558,0.71806,0.78961
2020,5th Quintile,East,A Bit Too Large,0.15204,113,558,0.12222,0.18186
2021,1st Quintile,West,Much Too Small,0.02675,218,2531,0.02046,0.03304
2021,1st Quintile,West,A Bit Too Small,0.15740,552,2531,0.14321,0.17159
2021,1st Quintile,West,Just Right,0.71351,1635,2531,0.69589,0.73113
2021,1st Quintile,West,A Bit Too Large,0.08735,126,2531,0.07635,0.09835
2021,1st Quintile,East,Much Too Small,0.03242,52,683,0.01913,0.04572
2021,1st Quintile,East,A Bit Too Small,0.13217,119,683,0.10675,0.15759
2021,1st Quintile,East,Just Right,0.76476,472,683,0.73292,0.79659
2021,1st Quintile,East,A Bit Too Large,0.06371,40,683,0.04538,0.08204
2021,2nd Quintile,West,Much Too Small,0.01656,66,1752,0.01058,0.02253
2021,2nd Quintile,West,A Bit Too Small,0.11524,283,1752,0.10028,0.13019
2021,2nd Quintile,West,Just Right,0.70236,1221,1752,0.68094,0.72377
2021,2nd Quintile,West,A Bit Too Large,0.13167,182,1752,0.11583,0.14751
2021,2nd Quintile,East,A Bit Too Small,0.08919,87,574,0.06585,0.11253
2021,2nd Quintile,East,Just Right,0.74613,428,574,0.71049,0.78177
2021,2nd Quintile,East,A Bit Too Large,0.13960,59,574,0.11122,0.16797
2021,3rd Quintile,West,A Bit Too Small,0.10459,214,1563,0.08942,0.11977
2021,3rd Quintile,West,Just Right,0.71388,1120,1563,0.69147,0.73629
2021,3rd Quintile,West,A Bit Too Large,0.14267,197,1563,0.12533,0.16001
2021,3rd Quintile,West,Much Too Large,0.02740,32,1563,0.01930,0.03549
2021,3rd Quintile,East,A Bit Too Small,0.09566,47,471,0.06907,0.12225
2021,3rd Quintile,East,Just Right,0.75085,362,471,0.71174,0.78995
2021,3rd Quintile,East,A Bit Too Large,0.12265,62,471,0.09299,0.15230
2021,4th Quintile,West,A Bit Too Small,0.09496,183,1685,0.08096,0.10896
2021,4th Quintile,West,Just Right,0.67825,1170,1685,0.65594,0.70056
2021,4th Quintile,West,A Bit Too Large,0.18648,289,1685,0.16788,0.20509
2021,4th Quintile,West,Much Too Large,0.03271,43,1685,0.02422,0.04121
2021,4th Quintile,East,A Bit Too Small,0.06611,32,383,0.04119,0.09103
2021,4th Quintile,East,Just Right,0.73433,295,383,0.69004,0.77863
2021,4th Quintile,East,A Bit Too Large,0.16101,56,383,0.12416,0.19787
2021,5th Quintile,West,A Bit Too Small,0.06796,176,2289,0.05765,0.07827
2021,5th Quintile,West,Just Right,0.65705,1504,2289,0.63760,0.67650
2021,5th Quintile,West,A Bit Too Large,0.22365,505,2289,0.20658,0.24073
2021,5th Quintile,West,Much Too Large,0.04657,104,2289,0.03794,0.05521
2021,5th Quintile,East,A Bit Too Small,0.10242,36,403,0.07278,0.13206
2021,5th Quintile,East,Just Right,0.65942,269,403,0.61310,0.70575
2021,5th Quintile,East,A Bit Too Large,0.21416,98,403,0.17406,0.25427
2022,1st Quintile,West,Much Too Small,0.04110,290,4025,0.03497,0.04723
2022,1st Quintile,West,A Bit Too Small,0.19265,872,4025,0.18046,0.20483
2022,1st Quintile,West,Just Right,0.66109,2562,4025,0.64647,0.67572
2022,1st Quintile,West,A Bit Too Large,0.08961,262,4025,0.08078,0.09844
2022,1st Quintile,West,Much Too Large,0.01327,39,4025,0.00973,0.01680
2022,1st Quintile,East,Much Too Small,0.03282,65,1244,0.02291,0.04272
2022,1st Quintile,East,A Bit Too Small,0.16723,281,1244,0.14648,0.18798
2022,1st Quintile,East,Just Right,0.73696,844,1244,0.71249,0.76144
2022,1st Quintile,East,A Bit Too Large,0.05735,54,1244,0.04443,0.07028
2022,2nd Quintile,West,Much Too Small,0.02276,114,3120,0.01752,0.02799
2022,2nd Quintile,West,A Bit Too Small,0.14708,623,3120,0.13465,0.15951
2022,2nd Quintile,West,Just Right,0.67205,2080,3120,0.65557,0.68852
2022,2nd Quintile,West,A Bit Too Large,0.13614,303,3120,0.12410,0.14817
2022,2nd Quintile,East,A Bit Too Small,0.13379,191,991,0.11259,0.15500
2022,2nd Quintile,East,Just Right,0.70133,707,991,0.67282,0.72984
2022,2nd Quintile,East,A Bit Too Large,0.13416,93,991,0.11293,0.15539
2022,3rd Quintile,West,Much Too Small,0.01413,53,2650,0.00963,0.01862
2022,3rd Quintile,West,A Bit Too Small,0.10819,426,2650,0.09636,0.12002
2022,3rd Quintile,West,Just Right,0.71018,1787,2650,0.69290,0.72746
2022,3rd Quintile,West,A Bit Too Large,0.13861,341,2650,0.12545,0.15177
2022,3rd Quintile,West,Much Too Large,0.02658,43,2650,0.02045,0.03270
2022,3rd Quintile,East,A Bit Too Small,0.11295,126,808,0.09111,0.13479
2022,3rd Quintile,East,Just Right,0.72820,599,808,0.69750,0.75889
2022,3rd Quintile,East,A Bit Too Large,0.12397,83,808,0.10123,0.14671
2022,4th Quintile,West,Much Too Small,0.01117,43,2803,0.00728,0.01506
2022,4th Quintile,West,A Bit Too Small,0.10845,389,2803,0.09693,0.11996
2022,4th Quintile,West,Just Right,0.64927,1876,2803,0.63160,0.66694
2022,4th Quintile,West,A Bit Too Large,0.19667,434,2803,0.18195,0.21138
2022,4th Quintile,West,Much Too Large,0.03301,61,2803,0.02640,0.03963
2022,4th Quintile,East,A Bit Too Small,0.10497,68,621,0.08084,0.12909
2022,4th Quintile,East,Just Right,0.68724,447,621,0.65074,0.72373
2022,4th Quintile,East,A Bit Too Large,0.18034,106,621,0.15008,0.21061
2022,5th Quintile,West,A Bit Too Small,0.08935,329,3230,0.07951,0.09919
2022,5th Quintile,West,Just Right,0.59096,2004,3230,0.57400,0.60792
2022,5th Quintile,West,A Bit Too Large,0.24999,749,3230,0.23506,0.26493
2022,5th Quintile,West,Much Too Large,0.05642,148,3230,0.04846,0.06438
2022,5th Quintile,East,A Bit Too Small,0.08129,52,555,0.05854,0.10405
2022,5th Quintile,East,Just Right,0.69864,386,555,0.66043,0.73685
2022,5th Quintile,East,A Bit Too Large,0.16241,117,555,0.13170,0.19312
