year,quintil_oecd_hh,regtyp,hgseval,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1986,4th Quintile,Urban regions,A Bit Too Large,0.07908,53,796,0.06032,0.09784
1986,4th Quintile,Rural regions,Just Right,0.73955,143,143,0.66736,0.81173
1986,5th Quintile,Urban regions,A Bit Too Small,0.11316,90,757,0.09058,0.13574
1986,5th Quintile,Urban regions,Just Right,0.73641,587,757,0.70500,0.76782
1986,5th Quintile,Urban regions,A Bit Too Large,0.11993,80,757,0.09677,0.14309
1986,5th Quintile,Rural regions,Just Right,0.75912,135,135,0.68672,0.83153
1987,1st Quintile,Urban regions,Much Too Small,0.03910,34,725,0.02498,0.05322
1987,1st Quintile,Urban regions,A Bit Too Small,0.11800,128,725,0.09450,0.14150
1987,1st Quintile,Urban regions,Just Right,0.76869,532,725,0.73797,0.79941
1987,1st Quintile,Urban regions,A Bit Too Large,0.05894,31,725,0.04178,0.07609
1987,1st Quintile,Rural regions,A Bit Too Small,0.15073,40,191,0.09985,0.20160
1987,1st Quintile,Rural regions,Just Right,0.73849,151,191,0.67600,0.80098
1987,2nd Quintile,Urban regions,A Bit Too Small,0.10380,109,755,0.08203,0.12557
1987,2nd Quintile,Urban regions,Just Right,0.80546,606,755,0.77720,0.83371
1987,2nd Quintile,Urban regions,A Bit Too Large,0.06742,40,755,0.04952,0.08531
1987,2nd Quintile,Rural regions,Just Right,0.80422,174,174,0.74509,0.86335
1987,3rd Quintile,Urban regions,A Bit Too Small,0.12201,127,789,0.09915,0.14486
1987,3rd Quintile,Urban regions,Just Right,0.79327,629,789,0.76499,0.82154
1987,3rd Quintile,Urban regions,A Bit Too Large,0.05022,33,789,0.03497,0.06547
1987,3rd Quintile,Rural regions,Just Right,0.79226,169,169,0.73091,0.85361
1987,4th Quintile,Urban regions,A Bit Too Small,0.13069,118,800,0.10732,0.15406
1987,4th Quintile,Urban regions,Just Right,0.76591,629,800,0.73655,0.79527
1987,4th Quintile,Urban regions,A Bit Too Large,0.07609,53,800,0.05770,0.09447
1987,4th Quintile,Rural regions,Just Right,0.79335,158,158,0.73001,0.85669
1987,5th Quintile,Urban regions,A Bit Too Small,0.09667,79,774,0.07584,0.11751
1987,5th Quintile,Urban regions,Just Right,0.76108,617,774,0.73102,0.79114
1987,5th Quintile,Urban regions,A Bit Too Large,0.11960,78,774,0.09672,0.14247
1987,5th Quintile,Rural regions,Just Right,0.76368,119,119,0.68703,0.84034
1988,1st Quintile,Urban regions,Much Too Small,0.03063,32,704,0.01789,0.04337
1988,1st Quintile,Urban regions,A Bit Too Small,0.13005,126,704,0.10519,0.15492
1988,1st Quintile,Urban regions,Just Right,0.77637,546,704,0.74556,0.80717
1988,1st Quintile,Rural regions,A Bit Too Small,0.12428,33,190,0.07724,0.17131
1988,1st Quintile,Rural regions,Just Right,0.80459,157,190,0.74806,0.86112
1988,2nd Quintile,Urban regions,A Bit Too Small,0.10621,107,734,0.08391,0.12852
1988,2nd Quintile,Urban regions,Just Right,0.80914,596,734,0.78069,0.83759
1988,2nd Quintile,Urban regions,A Bit Too Large,0.05310,31,734,0.03687,0.06933
1988,2nd Quintile,Rural regions,Just Right,0.81723,157,157,0.75658,0.87788
1988,3rd Quintile,Urban regions,A Bit Too Small,0.13464,122,762,0.11039,0.15889
1988,3rd Quintile,Urban regions,Just Right,0.78195,605,762,0.75261,0.81128
1988,3rd Quintile,Urban regions,A Bit Too Large,0.05236,35,762,0.03653,0.06818
1988,3rd Quintile,Rural regions,Just Right,0.77803,155,155,0.71240,0.84367
1988,4th Quintile,Urban regions,A Bit Too Small,0.09168,81,753,0.07106,0.11231
1988,4th Quintile,Urban regions,Just Right,0.77127,606,753,0.74125,0.80129
1988,4th Quintile,Urban regions,A Bit Too Large,0.10536,66,753,0.08342,0.12730
1988,4th Quintile,Rural regions,Just Right,0.78939,157,157,0.72540,0.85337
1988,5th Quintile,Urban regions,A Bit Too Small,0.10813,84,731,0.08560,0.13065
1988,5th Quintile,Urban regions,Just Right,0.77910,581,731,0.74901,0.80920
1988,5th Quintile,Urban regions,A Bit Too Large,0.09734,66,731,0.07584,0.11885
1988,5th Quintile,Rural regions,Just Right,0.70752,107,107,0.62092,0.79412
1989,1st Quintile,Urban regions,Much Too Small,0.03204,33,701,0.01899,0.04509
1989,1st Quintile,Urban regions,A Bit Too Small,0.11210,122,701,0.08873,0.13548
1989,1st Quintile,Urban regions,Just Right,0.80301,546,701,0.77355,0.83248
1989,1st Quintile,Rural regions,Just Right,0.77427,136,136,0.70375,0.84479
1989,2nd Quintile,Urban regions,A Bit Too Small,0.13123,120,748,0.10702,0.15544
1989,2nd Quintile,Urban regions,Just Right,0.78610,592,748,0.75670,0.81551
1989,2nd Quintile,Urban regions,A Bit Too Large,0.05934,36,748,0.04240,0.07628
1989,2nd Quintile,Rural regions,Just Right,0.83499,163,163,0.77783,0.89215
1989,3rd Quintile,Urban regions,A Bit Too Small,0.10409,98,735,0.08200,0.12619
1989,3rd Quintile,Urban regions,Just Right,0.79995,595,735,0.77101,0.82889
1989,3rd Quintile,Urban regions,A Bit Too Large,0.06503,42,735,0.04719,0.08287
1989,3rd Quintile,Rural regions,Just Right,0.75577,146,146,0.68584,0.82570
1989,4th Quintile,Urban regions,A Bit Too Small,0.10762,82,732,0.08515,0.13008
1989,4th Quintile,Urban regions,Just Right,0.76540,591,732,0.73468,0.79612
1989,4th Quintile,Urban regions,A Bit Too Large,0.10042,59,732,0.07863,0.12221
1989,4th Quintile,Rural regions,Just Right,0.76847,149,149,0.70051,0.83643
1989,5th Quintile,Urban regions,A Bit Too Small,0.11056,82,697,0.08726,0.13385
1989,5th Quintile,Urban regions,Just Right,0.77201,549,697,0.74085,0.80318
1989,5th Quintile,Urban regions,A Bit Too Large,0.09723,66,697,0.07522,0.11924
1989,5th Quintile,Rural regions,Just Right,0.74438,105,105,0.66054,0.82822
1990,1st Quintile,Urban regions,Much Too Small,0.05195,49,773,0.03629,0.06760
1990,1st Quintile,Urban regions,A Bit Too Small,0.23228,198,773,0.20249,0.26206
1990,1st Quintile,Urban regions,Just Right,0.65205,487,773,0.61844,0.68565
1990,1st Quintile,Urban regions,A Bit Too Large,0.05362,39,773,0.03773,0.06951
1990,1st Quintile,Rural regions,Much Too Small,0.06353,102,1354,0.05053,0.07652
1990,1st Quintile,Rural regions,A Bit Too Small,0.19509,314,1354,0.17398,0.21621
1990,1st Quintile,Rural regions,Just Right,0.68066,890,1354,0.65582,0.70550
1990,1st Quintile,Rural regions,A Bit Too Large,0.04586,48,1354,0.03471,0.05700
1990,2nd Quintile,Urban regions,Much Too Small,0.02305,33,894,0.01320,0.03289
1990,2nd Quintile,Urban regions,A Bit Too Small,0.12246,139,894,0.10096,0.14396
1990,2nd Quintile,Urban regions,Just Right,0.78364,686,894,0.75664,0.81065
1990,2nd Quintile,Urban regions,A Bit Too Large,0.05555,36,894,0.04053,0.07057
1990,2nd Quintile,Rural regions,A Bit Too Small,0.14205,42,231,0.09694,0.18717
1990,2nd Quintile,Rural regions,Just Right,0.77567,189,231,0.72176,0.82958
1990,3rd Quintile,Urban regions,A Bit Too Small,0.10160,119,897,0.08182,0.12139
1990,3rd Quintile,Urban regions,Just Right,0.81384,736,897,0.78836,0.83933
1990,3rd Quintile,Urban regions,A Bit Too Large,0.05469,42,897,0.03981,0.06958
1990,3rd Quintile,Rural regions,Just Right,0.77593,181,181,0.71502,0.83685
1990,4th Quintile,Urban regions,A Bit Too Small,0.12469,123,884,0.10290,0.14648
1990,4th Quintile,Urban regions,Just Right,0.77188,705,884,0.74421,0.79956
1990,4th Quintile,Urban regions,A Bit Too Large,0.07264,56,884,0.05552,0.08976
1990,4th Quintile,Rural regions,Just Right,0.77205,180,180,0.71059,0.83350
1990,5th Quintile,Urban regions,A Bit Too Small,0.09688,84,855,0.07704,0.11671
1990,5th Quintile,Urban regions,Just Right,0.78892,697,855,0.76155,0.81629
1990,5th Quintile,Urban regions,A Bit Too Large,0.08838,74,855,0.06934,0.10741
1990,5th Quintile,Rural regions,Just Right,0.77542,150,150,0.70841,0.84242
1991,1st Quintile,Urban regions,Much Too Small,0.03981,35,697,0.02528,0.05433
1991,1st Quintile,Urban regions,A Bit Too Small,0.19452,156,697,0.16511,0.22393
1991,1st Quintile,Urban regions,Just Right,0.68061,468,697,0.64597,0.71525
1991,1st Quintile,Urban regions,A Bit Too Large,0.05698,38,697,0.03976,0.07420
1991,1st Quintile,Rural regions,Much Too Small,0.04558,62,1274,0.03413,0.05704
1991,1st Quintile,Rural regions,A Bit Too Small,0.17277,260,1274,0.15201,0.19354
1991,1st Quintile,Rural regions,Just Right,0.70480,888,1274,0.67975,0.72986
1991,1st Quintile,Rural regions,A Bit Too Large,0.05809,64,1274,0.04524,0.07094
1991,2nd Quintile,Urban regions,Much Too Small,0.03328,59,844,0.02117,0.04539
1991,2nd Quintile,Urban regions,A Bit Too Small,0.16488,172,844,0.13983,0.18993
1991,2nd Quintile,Urban regions,Just Right,0.73295,613,844,0.70308,0.76281
1991,2nd Quintile,Rural regions,A Bit Too Small,0.11260,37,216,0.07034,0.15485
1991,2nd Quintile,Rural regions,Just Right,0.74129,179,216,0.68275,0.79983
1991,3rd Quintile,Urban regions,Much Too Small,0.02279,41,896,0.01301,0.03257
1991,3rd Quintile,Urban regions,A Bit Too Small,0.15753,181,896,0.13366,0.18139
1991,3rd Quintile,Urban regions,Just Right,0.72305,632,896,0.69373,0.75237
1991,3rd Quintile,Urban regions,A Bit Too Large,0.06311,42,896,0.04718,0.07904
1991,3rd Quintile,Rural regions,A Bit Too Small,0.13715,42,226,0.09220,0.18210
1991,3rd Quintile,Rural regions,Just Right,0.74162,184,226,0.68442,0.79882
1991,4th Quintile,Urban regions,A Bit Too Small,0.13662,149,884,0.11396,0.15927
1991,4th Quintile,Urban regions,Just Right,0.74426,681,884,0.71548,0.77303
1991,4th Quintile,Urban regions,A Bit Too Large,0.07766,54,884,0.06000,0.09531
1991,4th Quintile,Rural regions,A Bit Too Small,0.15993,40,211,0.11035,0.20950
1991,4th Quintile,Rural regions,Just Right,0.65352,171,211,0.58916,0.71788
1991,5th Quintile,Urban regions,A Bit Too Small,0.15285,141,852,0.12867,0.17702
1991,5th Quintile,Urban regions,Just Right,0.68810,626,852,0.65698,0.71923
1991,5th Quintile,Urban regions,A Bit Too Large,0.10131,85,852,0.08104,0.12159
1991,5th Quintile,Rural regions,Just Right,0.61650,107,107,0.52393,0.70907
1992,1st Quintile,Urban regions,Much Too Small,0.03301,37,700,0.01976,0.04625
1992,1st Quintile,Urban regions,A Bit Too Small,0.17585,149,700,0.14762,0.20407
1992,1st Quintile,Urban regions,Just Right,0.70999,481,700,0.67635,0.74363
1992,1st Quintile,Urban regions,A Bit Too Large,0.04492,33,700,0.02957,0.06028
1992,1st Quintile,Rural regions,A Bit Too Small,0.10594,91,633,0.08194,0.12993
1992,1st Quintile,Rural regions,Just Right,0.80482,503,633,0.77392,0.83572
1992,1st Quintile,Rural regions,A Bit Too Large,0.06025,39,633,0.04170,0.07880
1992,2nd Quintile,Urban regions,Much Too Small,0.03001,59,858,0.01859,0.04144
1992,2nd Quintile,Urban regions,A Bit Too Small,0.16400,174,858,0.13921,0.18879
1992,2nd Quintile,Urban regions,Just Right,0.70797,579,858,0.67753,0.73842
1992,2nd Quintile,Urban regions,A Bit Too Large,0.07689,46,858,0.05906,0.09473
1992,2nd Quintile,Rural regions,A Bit Too Small,0.18983,133,558,0.15726,0.22240
1992,2nd Quintile,Rural regions,Just Right,0.68743,388,558,0.64893,0.72592
1992,2nd Quintile,Rural regions,A Bit Too Large,0.07555,37,558,0.05360,0.09749
1992,3rd Quintile,Urban regions,Much Too Small,0.03344,44,899,0.02168,0.04520
1992,3rd Quintile,Urban regions,A Bit Too Small,0.17779,196,899,0.15278,0.20279
1992,3rd Quintile,Urban regions,Just Right,0.70154,610,899,0.67161,0.73147
1992,3rd Quintile,Urban regions,A Bit Too Large,0.06253,49,899,0.04669,0.07836
1992,3rd Quintile,Rural regions,A Bit Too Small,0.15933,84,361,0.12152,0.19714
1992,3rd Quintile,Rural regions,Just Right,0.69520,277,361,0.64765,0.74275
1992,4th Quintile,Urban regions,A Bit Too Small,0.16900,175,898,0.14448,0.19352
1992,4th Quintile,Urban regions,Just Right,0.71462,667,898,0.68507,0.74418
1992,4th Quintile,Urban regions,A Bit Too Large,0.07550,56,898,0.05821,0.09279
1992,4th Quintile,Rural regions,A Bit Too Small,0.14332,49,311,0.10431,0.18232
1992,4th Quintile,Rural regions,Just Right,0.70204,224,311,0.65113,0.75296
1992,4th Quintile,Rural regions,A Bit Too Large,0.12935,38,311,0.09199,0.16671
1992,5th Quintile,Urban regions,A Bit Too Small,0.13355,137,866,0.11088,0.15622
1992,5th Quintile,Urban regions,Just Right,0.70805,647,866,0.67775,0.73835
1992,5th Quintile,Urban regions,A Bit Too Large,0.10414,82,866,0.08378,0.12449
1992,5th Quintile,Rural regions,Just Right,0.72451,126,126,0.64619,0.80283
1993,1st Quintile,Urban regions,Much Too Small,0.03457,42,704,0.02106,0.04807
1993,1st Quintile,Urban regions,A Bit Too Small,0.18087,151,704,0.15242,0.20932
1993,1st Quintile,Urban regions,Just Right,0.70953,475,704,0.67597,0.74309
1993,1st Quintile,Urban regions,A Bit Too Large,0.04626,36,704,0.03073,0.06178
1993,1st Quintile,Rural regions,A Bit Too Small,0.11659,100,564,0.09008,0.14310
1993,1st Quintile,Rural regions,Just Right,0.76446,424,564,0.72941,0.79952
1993,1st Quintile,Rural regions,A Bit Too Large,0.07867,40,564,0.05643,0.10091
1993,2nd Quintile,Urban regions,Much Too Small,0.03683,60,867,0.02428,0.04937
1993,2nd Quintile,Urban regions,A Bit Too Small,0.17463,186,867,0.14934,0.19991
1993,2nd Quintile,Urban regions,Just Right,0.67858,568,867,0.64748,0.70969
1993,2nd Quintile,Urban regions,A Bit Too Large,0.07405,53,867,0.05661,0.09149
1993,2nd Quintile,Rural regions,A Bit Too Small,0.15078,106,563,0.12119,0.18036
1993,2nd Quintile,Rural regions,Just Right,0.72517,420,563,0.68826,0.76208
1993,2nd Quintile,Rural regions,A Bit Too Large,0.06942,37,563,0.04840,0.09043
1993,3rd Quintile,Urban regions,Much Too Small,0.02466,40,904,0.01455,0.03478
1993,3rd Quintile,Urban regions,A Bit Too Small,0.16697,174,904,0.14264,0.19129
1993,3rd Quintile,Urban regions,Just Right,0.71777,627,904,0.68841,0.74713
1993,3rd Quintile,Urban regions,A Bit Too Large,0.07562,63,904,0.05837,0.09286
1993,3rd Quintile,Rural regions,A Bit Too Small,0.14289,77,450,0.11052,0.17526
1993,3rd Quintile,Rural regions,Just Right,0.74708,340,450,0.70687,0.78729
1993,3rd Quintile,Rural regions,A Bit Too Large,0.08346,33,450,0.05787,0.10904
1993,4th Quintile,Urban regions,A Bit Too Small,0.15389,159,884,0.13009,0.17769
1993,4th Quintile,Urban regions,Just Right,0.71994,665,884,0.69032,0.74956
1993,4th Quintile,Urban regions,A Bit Too Large,0.07214,60,884,0.05507,0.08920
1993,4th Quintile,Rural regions,A Bit Too Small,0.16643,65,339,0.12672,0.20614
1993,4th Quintile,Rural regions,Just Right,0.66804,236,339,0.61784,0.71824
1993,4th Quintile,Rural regions,A Bit Too Large,0.13802,38,339,0.10125,0.17479
1993,5th Quintile,Urban regions,A Bit Too Small,0.14393,148,859,0.12044,0.16741
1993,5th Quintile,Urban regions,Just Right,0.69346,628,859,0.66261,0.72431
1993,5th Quintile,Urban regions,A Bit Too Large,0.10756,83,859,0.08683,0.12829
1993,5th Quintile,Rural regions,A Bit Too Small,0.16338,33,157,0.10536,0.22139
1993,5th Quintile,Rural regions,Just Right,0.60323,124,157,0.52645,0.68000
1994,1st Quintile,Urban regions,Much Too Small,0.03324,56,788,0.02072,0.04576
1994,1st Quintile,Urban regions,A Bit Too Small,0.16596,164,788,0.13996,0.19195
1994,1st Quintile,Urban regions,Just Right,0.70417,520,788,0.67228,0.73606
1994,1st Quintile,Urban regions,A Bit Too Large,0.06806,48,788,0.05047,0.08566
1994,1st Quintile,Rural regions,A Bit Too Small,0.10606,74,487,0.07868,0.13343
1994,1st Quintile,Rural regions,Just Right,0.75144,373,487,0.71302,0.78986
1994,1st Quintile,Rural regions,A Bit Too Large,0.09596,40,487,0.06977,0.12214
1994,2nd Quintile,Urban regions,Much Too Small,0.02813,39,811,0.01674,0.03951
1994,2nd Quintile,Urban regions,A Bit Too Small,0.16605,156,811,0.14042,0.19167
1994,2nd Quintile,Urban regions,Just Right,0.70285,576,811,0.67138,0.73432
1994,2nd Quintile,Urban regions,A Bit Too Large,0.05728,40,811,0.04128,0.07328
1994,2nd Quintile,Rural regions,A Bit Too Small,0.14946,107,544,0.11947,0.17945
1994,2nd Quintile,Rural regions,Just Right,0.74929,402,544,0.71284,0.78575
1994,2nd Quintile,Rural regions,A Bit Too Large,0.06379,35,544,0.04323,0.08434
1994,3rd Quintile,Urban regions,Much Too Small,0.02141,35,852,0.01169,0.03114
1994,3rd Quintile,Urban regions,A Bit Too Small,0.16915,169,852,0.14396,0.19433
1994,3rd Quintile,Urban regions,Just Right,0.71792,601,852,0.68768,0.74816
1994,3rd Quintile,Urban regions,A Bit Too Large,0.05731,47,852,0.04169,0.07293
1994,3rd Quintile,Rural regions,A Bit Too Small,0.16443,80,460,0.13052,0.19834
1994,3rd Quintile,Rural regions,Just Right,0.69359,342,460,0.65141,0.73576
1994,3rd Quintile,Rural regions,A Bit Too Large,0.09622,38,460,0.06924,0.12320
1994,4th Quintile,Urban regions,A Bit Too Small,0.15260,156,855,0.12849,0.17672
1994,4th Quintile,Urban regions,Just Right,0.72088,641,855,0.69079,0.75096
1994,4th Quintile,Urban regions,A Bit Too Large,0.07620,58,855,0.05840,0.09399
1994,4th Quintile,Rural regions,A Bit Too Small,0.12986,53,325,0.09325,0.16646
1994,4th Quintile,Rural regions,Just Right,0.66711,235,325,0.61579,0.71842
1994,4th Quintile,Rural regions,A Bit Too Large,0.12617,37,325,0.09001,0.16232
1994,5th Quintile,Urban regions,A Bit Too Small,0.13630,128,845,0.11315,0.15944
1994,5th Quintile,Urban regions,Just Right,0.68112,619,845,0.64968,0.71257
1994,5th Quintile,Urban regions,A Bit Too Large,0.13585,98,845,0.11273,0.15896
1994,5th Quintile,Rural regions,A Bit Too Small,0.11500,34,234,0.07404,0.15596
1994,5th Quintile,Rural regions,Just Right,0.67112,164,234,0.61079,0.73144
1994,5th Quintile,Rural regions,A Bit Too Large,0.17710,36,234,0.12808,0.22612
1995,1st Quintile,Urban regions,Much Too Small,0.04787,58,867,0.03365,0.06208
1995,1st Quintile,Urban regions,A Bit Too Small,0.18695,199,867,0.16099,0.21292
1995,1st Quintile,Urban regions,Just Right,0.66999,562,867,0.63867,0.70131
1995,1st Quintile,Urban regions,A Bit Too Large,0.07728,48,867,0.05949,0.09506
1995,1st Quintile,Rural regions,A Bit Too Small,0.19007,109,459,0.15414,0.22601
1995,1st Quintile,Rural regions,Just Right,0.70944,350,459,0.66786,0.75102
1995,2nd Quintile,Urban regions,Much Too Small,0.02350,39,893,0.01356,0.03345
1995,2nd Quintile,Urban regions,A Bit Too Small,0.17066,182,893,0.14597,0.19535
1995,2nd Quintile,Urban regions,Just Right,0.70810,627,893,0.67826,0.73793
1995,2nd Quintile,Urban regions,A Bit Too Large,0.06686,45,893,0.05047,0.08325
1995,2nd Quintile,Rural regions,A Bit Too Small,0.16136,106,530,0.13001,0.19271
1995,2nd Quintile,Rural regions,Just Right,0.71503,379,530,0.67656,0.75349
1995,2nd Quintile,Rural regions,A Bit Too Large,0.09664,45,530,0.07146,0.12182
1995,3rd Quintile,Urban regions,Much Too Small,0.02447,33,876,0.01423,0.03471
1995,3rd Quintile,Urban regions,A Bit Too Small,0.17258,176,876,0.14754,0.19762
1995,3rd Quintile,Urban regions,Just Right,0.70897,613,876,0.67888,0.73907
1995,3rd Quintile,Urban regions,A Bit Too Large,0.06866,54,876,0.05190,0.08541
1995,3rd Quintile,Rural regions,A Bit Too Small,0.13444,81,495,0.10436,0.16452
1995,3rd Quintile,Rural regions,Just Right,0.71006,361,495,0.67005,0.75007
1995,3rd Quintile,Rural regions,A Bit Too Large,0.13338,53,495,0.10340,0.16336
1995,4th Quintile,Urban regions,A Bit Too Small,0.12665,122,840,0.10414,0.14915
1995,4th Quintile,Urban regions,Just Right,0.74819,654,840,0.71882,0.77756
1995,4th Quintile,Urban regions,A Bit Too Large,0.08945,64,840,0.07014,0.10876
1995,4th Quintile,Rural regions,A Bit Too Small,0.12120,54,388,0.08868,0.15372
1995,4th Quintile,Rural regions,Just Right,0.68799,279,388,0.64183,0.73415
1995,4th Quintile,Rural regions,A Bit Too Large,0.15448,55,388,0.11847,0.19049
1995,5th Quintile,Urban regions,A Bit Too Small,0.13377,126,845,0.11081,0.15674
1995,5th Quintile,Urban regions,Just Right,0.70663,630,845,0.67592,0.73735
1995,5th Quintile,Urban regions,A Bit Too Large,0.11924,89,845,0.09738,0.14111
1995,5th Quintile,Rural regions,Just Right,0.67638,183,226,0.61525,0.73751
1995,5th Quintile,Rural regions,A Bit Too Large,0.19859,43,226,0.14646,0.25072
1996,1st Quintile,Urban regions,Much Too Small,0.04422,66,890,0.03070,0.05773
1996,1st Quintile,Urban regions,A Bit Too Small,0.16637,181,890,0.14189,0.19085
1996,1st Quintile,Urban regions,Just Right,0.68191,591,890,0.65130,0.71253
1996,1st Quintile,Urban regions,A Bit Too Large,0.08521,52,890,0.06686,0.10357
1996,1st Quintile,Rural regions,A Bit Too Small,0.11715,78,449,0.08737,0.14693
1996,1st Quintile,Rural regions,Just Right,0.75884,371,449,0.71922,0.79845
1996,2nd Quintile,Urban regions,A Bit Too Small,0.16471,179,844,0.13967,0.18975
1996,2nd Quintile,Urban regions,Just Right,0.72824,617,844,0.69821,0.75827
1996,2nd Quintile,Urban regions,A Bit Too Large,0.06355,48,844,0.04708,0.08002
1996,2nd Quintile,Rural regions,A Bit Too Small,0.17997,106,480,0.14556,0.21437
1996,2nd Quintile,Rural regions,Just Right,0.66399,331,480,0.62168,0.70629
1996,2nd Quintile,Rural regions,A Bit Too Large,0.10634,43,480,0.07874,0.13395
1996,3rd Quintile,Urban regions,A Bit Too Small,0.18501,161,814,0.15832,0.21171
1996,3rd Quintile,Urban regions,Just Right,0.67345,584,814,0.64121,0.70568
1996,3rd Quintile,Urban regions,A Bit Too Large,0.09967,69,814,0.07907,0.12026
1996,3rd Quintile,Rural regions,A Bit Too Small,0.12950,78,533,0.10097,0.15804
1996,3rd Quintile,Rural regions,Just Right,0.75189,406,533,0.71519,0.78860
1996,3rd Quintile,Rural regions,A Bit Too Large,0.10331,49,533,0.07745,0.12917
1996,4th Quintile,Urban regions,A Bit Too Small,0.16465,152,886,0.14021,0.18908
1996,4th Quintile,Urban regions,Just Right,0.72822,667,886,0.69891,0.75753
1996,4th Quintile,Urban regions,A Bit Too Large,0.09361,67,886,0.07442,0.11281
1996,4th Quintile,Rural regions,A Bit Too Small,0.09834,46,381,0.06840,0.12829
1996,4th Quintile,Rural regions,Just Right,0.69643,286,381,0.65020,0.74266
1996,4th Quintile,Rural regions,A Bit Too Large,0.16862,49,381,0.13098,0.20627
1996,5th Quintile,Urban regions,A Bit Too Small,0.12248,122,818,0.10000,0.14496
1996,5th Quintile,Urban regions,Just Right,0.70788,598,818,0.67669,0.73906
1996,5th Quintile,Urban regions,A Bit Too Large,0.13551,98,818,0.11204,0.15898
1996,5th Quintile,Rural regions,A Bit Too Small,0.12322,34,258,0.08304,0.16341
1996,5th Quintile,Rural regions,Just Right,0.61448,184,258,0.55498,0.67399
1996,5th Quintile,Rural regions,A Bit Too Large,0.21991,40,258,0.16927,0.27055
1997,1st Quintile,Urban regions,Much Too Small,0.02282,39,859,0.01282,0.03281
1997,1st Quintile,Urban regions,A Bit Too Small,0.20351,202,859,0.17657,0.23045
1997,1st Quintile,Urban regions,Just Right,0.66202,571,859,0.63037,0.69367
1997,1st Quintile,Urban regions,A Bit Too Large,0.08548,47,859,0.06677,0.10419
1997,1st Quintile,Rural regions,A Bit Too Small,0.16070,83,423,0.12566,0.19575
1997,1st Quintile,Rural regions,Just Right,0.72209,340,423,0.67935,0.76483
1997,2nd Quintile,Urban regions,A Bit Too Small,0.15955,153,834,0.13468,0.18442
1997,2nd Quintile,Urban regions,Just Right,0.72851,626,834,0.69831,0.75871
