year,hhtyp,hgseval,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1987,Couple with children,Much Too Small,0.02148,68,2169,0.01538,0.02759
1987,Couple with children,A Bit Too Small,0.14240,370,2169,0.12769,0.15711
1987,Couple with children,Just Right,0.77053,1635,2169,0.75283,0.78823
1987,Couple with children,A Bit Too Large,0.05722,96,2169,0.04744,0.06699
1987,Multi-generational household,Just Right,0.74164,85,85,0.64803,0.83525
1987,Other Combinations,Just Right,0.82418,94,94,0.74681,0.90155
1988,Single-person household,A Bit Too Small,0.09256,107,996,0.07455,0.11056
1988,Single-person household,Just Right,0.76945,795,996,0.74328,0.79562
1988,Single-person household,A Bit Too Large,0.09966,94,996,0.08105,0.11827
1988,Couple without children,A Bit Too Small,0.09286,112,1143,0.07603,0.10970
1988,Couple without children,Just Right,0.80613,934,1143,0.78320,0.82906
1988,Couple without children,A Bit Too Large,0.08695,97,1143,0.07061,0.10329
1988,Single parent,A Bit Too Small,0.12521,44,244,0.08359,0.16682
1988,Single parent,Just Right,0.77644,200,244,0.72406,0.82883
1988,Couple with children,Much Too Small,0.01750,58,2068,0.01185,0.02316
1988,Couple with children,A Bit Too Small,0.13260,326,2068,0.11798,0.14722
1988,Couple with children,Just Right,0.77913,1585,2068,0.76124,0.79701
1988,Couple with children,A Bit Too Large,0.06088,99,2068,0.05057,0.07119
1988,Multi-generational household,Just Right,0.76625,75,75,0.66983,0.86268
1988,Other Combinations,Just Right,0.83064,79,79,0.74740,0.91388
1989,Single-person household,A Bit Too Small,0.09417,114,1001,0.07607,0.11227
1989,Single-person household,Just Right,0.77362,796,1001,0.74768,0.79956
1989,Single-person household,A Bit Too Large,0.09668,91,1001,0.07836,0.11499
1989,Couple without children,A Bit Too Small,0.09513,111,1125,0.07798,0.11228
1989,Couple without children,Just Right,0.79783,921,1125,0.77435,0.82131
1989,Couple without children,A Bit Too Large,0.08447,93,1125,0.06821,0.10073
1989,Single parent,A Bit Too Small,0.11052,34,222,0.06918,0.15185
1989,Single parent,Just Right,0.77304,188,222,0.71781,0.82826
1989,Couple with children,Much Too Small,0.01754,54,1979,0.01175,0.02332
1989,Couple with children,A Bit Too Small,0.12560,304,1979,0.11099,0.14020
1989,Couple with children,Just Right,0.78237,1517,1979,0.76418,0.80055
1989,Couple with children,A Bit Too Large,0.06431,104,1979,0.05350,0.07512
1989,Multi-generational household,Just Right,0.73706,77,77,0.63808,0.83603
1989,Other Combinations,Just Right,0.86611,74,74,0.78799,0.94423
1990,Single-person household,A Bit Too Small,0.10915,158,1274,0.09202,0.12628
1990,Single-person household,Just Right,0.76849,1009,1274,0.74531,0.79166
1990,Single-person household,A Bit Too Large,0.08631,107,1274,0.07088,0.10173
1990,Couple without children,Much Too Small,0.01810,37,1645,0.01166,0.02454
1990,Couple without children,A Bit Too Small,0.10330,183,1645,0.08859,0.11801
1990,Couple without children,Just Right,0.79569,1316,1645,0.77620,0.81518
1990,Couple without children,A Bit Too Large,0.07152,109,1645,0.05906,0.08398
1990,Single parent,A Bit Too Small,0.14482,65,339,0.10730,0.18233
1990,Single parent,Just Right,0.73899,274,339,0.69217,0.78581
1990,Couple with children,Much Too Small,0.03853,170,3036,0.03168,0.04538
1990,Couple with children,A Bit Too Small,0.16327,641,3036,0.15012,0.17642
1990,Couple with children,Just Right,0.73623,2099,3036,0.72055,0.75190
1990,Couple with children,A Bit Too Large,0.05450,126,3036,0.04642,0.06258
1990,Multi-generational household,Just Right,0.73645,124,124,0.65859,0.81431
1990,Other Combinations,Just Right,0.74782,106,106,0.66476,0.83088
1991,Single-person household,A Bit Too Small,0.11526,155,1217,0.09732,0.13321
1991,Single-person household,Just Right,0.73185,936,1217,0.70695,0.75675
1991,Single-person household,A Bit Too Large,0.09679,126,1217,0.08017,0.11341
1991,Couple without children,A Bit Too Small,0.11489,202,1581,0.09916,0.13061
1991,Couple without children,Just Right,0.74037,1235,1581,0.71875,0.76199
1991,Couple without children,A Bit Too Large,0.10113,144,1581,0.08626,0.11600
1991,Single parent,A Bit Too Small,0.16392,71,335,0.12422,0.20363
1991,Single parent,Just Right,0.71567,264,335,0.66730,0.76405
1991,Couple with children,Much Too Small,0.04345,173,2936,0.03607,0.05083
1991,Couple with children,A Bit Too Small,0.22293,719,2936,0.20787,0.23799
1991,Couple with children,Just Right,0.66750,1943,2936,0.65046,0.68455
1991,Couple with children,A Bit Too Large,0.04323,101,2936,0.03588,0.05059
1991,Multi-generational household,A Bit Too Small,0.18779,32,137,0.12215,0.25342
1991,Multi-generational household,Just Right,0.73411,105,137,0.65985,0.80836
1991,Other Combinations,A Bit Too Small,0.22730,33,129,0.15470,0.29991
1991,Other Combinations,Just Right,0.65389,96,129,0.57147,0.73630
1992,Single-person household,A Bit Too Small,0.11544,159,1240,0.09764,0.13323
1992,Single-person household,Just Right,0.74171,957,1240,0.71734,0.76608
1992,Single-person household,A Bit Too Large,0.09510,124,1240,0.07877,0.11144
1992,Couple without children,Much Too Small,0.01882,39,1658,0.01227,0.02536
1992,Couple without children,A Bit Too Small,0.11284,203,1658,0.09761,0.12808
1992,Couple without children,Just Right,0.74686,1265,1658,0.72592,0.76779
1992,Couple without children,A Bit Too Large,0.09849,151,1658,0.08415,0.11284
1992,Single parent,A Bit Too Small,0.16801,69,340,0.12821,0.20781
1992,Single parent,Just Right,0.71805,271,340,0.67015,0.76594
1992,Couple with children,Much Too Small,0.04286,165,2850,0.03542,0.05030
1992,Couple with children,A Bit Too Small,0.23185,728,2850,0.21635,0.24735
1992,Couple with children,Just Right,0.65741,1837,2850,0.63998,0.67483
1992,Couple with children,A Bit Too Large,0.05194,120,2850,0.04379,0.06009
1992,Multi-generational household,Just Right,0.68563,92,92,0.59024,0.78102
1992,Other Combinations,A Bit Too Small,0.19025,34,151,0.12744,0.25307
1992,Other Combinations,Just Right,0.71968,117,151,0.64780,0.79156
1993,Single-person household,A Bit Too Small,0.11435,158,1291,0.09699,0.13172
1993,Single-person household,Just Right,0.73155,988,1291,0.70736,0.75573
1993,Single-person household,A Bit Too Large,0.10217,145,1291,0.08564,0.11870
1993,Couple without children,Much Too Small,0.01647,39,1684,0.01039,0.02256
1993,Couple without children,A Bit Too Small,0.12181,218,1684,0.10618,0.13743
1993,Couple without children,Just Right,0.73135,1258,1684,0.71017,0.75252
1993,Couple without children,A Bit Too Large,0.10628,169,1684,0.09156,0.12101
1993,Single parent,A Bit Too Small,0.17849,70,326,0.13686,0.22012
1993,Single parent,Just Right,0.68558,256,326,0.63510,0.73605
1993,Couple with children,Much Too Small,0.03852,148,2744,0.03132,0.04572
1993,Couple with children,A Bit Too Small,0.22671,686,2744,0.21104,0.24238
1993,Couple with children,Just Right,0.66446,1792,2744,0.64679,0.68213
1993,Couple with children,A Bit Too Large,0.05108,118,2744,0.04284,0.05932
1993,Multi-generational household,Just Right,0.76314,106,106,0.68181,0.84446
1993,Other Combinations,A Bit Too Small,0.20843,40,148,0.14277,0.27409
1993,Other Combinations,Just Right,0.67910,108,148,0.60364,0.75457
1994,Single-person household,A Bit Too Small,0.10720,150,1284,0.09027,0.12412
1994,Single-person household,Just Right,0.73524,981,1284,0.71109,0.75938
1994,Single-person household,A Bit Too Large,0.10439,153,1284,0.08766,0.12112
1994,Couple without children,A Bit Too Small,0.12116,230,1682,0.10556,0.13676
1994,Couple without children,Just Right,0.72391,1283,1682,0.70254,0.74529
1994,Couple without children,A Bit Too Large,0.10714,169,1682,0.09235,0.12192
1994,Single parent,A Bit Too Small,0.18049,69,318,0.13815,0.22283
1994,Single parent,Just Right,0.68152,249,318,0.63024,0.73281
1994,Couple with children,Much Too Small,0.04257,158,2642,0.03487,0.05027
1994,Couple with children,A Bit Too Small,0.21590,614,2642,0.20021,0.23159
1994,Couple with children,Just Right,0.66397,1746,2642,0.64595,0.68198
1994,Couple with children,A Bit Too Large,0.05940,124,2642,0.05038,0.06841
1994,Multi-generational household,Just Right,0.78142,100,100,0.70001,0.86283
1994,Other Combinations,A Bit Too Small,0.24963,39,154,0.18105,0.31821
1994,Other Combinations,Just Right,0.66465,115,154,0.58984,0.73946
1995,Single-person household,A Bit Too Small,0.12062,178,1352,0.10325,0.13798
1995,Single-person household,Just Right,0.73574,1029,1352,0.71223,0.75925
1995,Single-person household,A Bit Too Large,0.10489,145,1352,0.08855,0.12122
1995,Couple without children,Much Too Small,0.01244,34,1790,0.00730,0.01757
1995,Couple without children,A Bit Too Small,0.10240,206,1790,0.08835,0.11645
1995,Couple without children,Just Right,0.74090,1356,1790,0.72059,0.76120
1995,Couple without children,A Bit Too Large,0.12180,194,1790,0.10665,0.13696
1995,Single parent,A Bit Too Small,0.20435,77,326,0.16051,0.24819
1995,Single parent,Just Right,0.63922,249,326,0.58701,0.69143
1995,Couple with children,Much Too Small,0.04267,145,2733,0.03509,0.05025
1995,Couple with children,A Bit Too Small,0.21913,644,2733,0.20362,0.23464
1995,Couple with children,Just Right,0.66292,1808,2733,0.64519,0.68064
1995,Couple with children,A Bit Too Large,0.05905,136,2733,0.05021,0.06788
1995,Multi-generational household,A Bit Too Small,0.23905,32,119,0.16209,0.31601
1995,Multi-generational household,Just Right,0.60005,87,119,0.51166,0.68844
1995,Other Combinations,A Bit Too Small,0.24552,40,152,0.17687,0.31416
1995,Other Combinations,Just Right,0.63573,112,152,0.55897,0.71249
1996,Single-person household,A Bit Too Small,0.11415,161,1369,0.09730,0.13100
1996,Single-person household,Just Right,0.72207,1047,1369,0.69833,0.74581
1996,Single-person household,A Bit Too Large,0.12044,161,1369,0.10319,0.13769
1996,Couple without children,A Bit Too Small,0.10994,217,1782,0.09541,0.12447
1996,Couple without children,Just Right,0.73530,1367,1782,0.71481,0.75578
1996,Couple without children,A Bit Too Large,0.12667,198,1782,0.11123,0.14212
1996,Single parent,A Bit Too Small,0.18028,69,366,0.14084,0.21972
1996,Single parent,Just Right,0.66146,262,366,0.61291,0.71001
1996,Single parent,A Bit Too Large,0.11365,35,366,0.08109,0.14621
1996,Couple with children,Much Too Small,0.03359,119,2651,0.02673,0.04044
1996,Couple with children,A Bit Too Small,0.22145,630,2651,0.20564,0.23726
1996,Couple with children,Just Right,0.67052,1772,2651,0.65262,0.68841
1996,Couple with children,A Bit Too Large,0.06352,130,2651,0.05423,0.07280
1996,Multi-generational household,Just Right,0.68376,85,85,0.58431,0.78320
1996,Other Combinations,A Bit Too Small,0.24684,34,141,0.17541,0.31826
1996,Other Combinations,Just Right,0.61333,107,141,0.53266,0.69400
1997,Single-person household,A Bit Too Small,0.12952,188,1345,0.11157,0.14747
1997,Single-person household,Just Right,0.70529,998,1345,0.68091,0.72966
1997,Single-person household,A Bit Too Large,0.12672,159,1345,0.10894,0.14451
1997,Couple without children,A Bit Too Small,0.11002,220,1835,0.09570,0.12434
1997,Couple without children,Just Right,0.74706,1424,1835,0.72716,0.76695
1997,Couple without children,A Bit Too Large,0.11972,191,1835,0.10486,0.13457
1997,Single parent,A Bit Too Small,0.15716,59,345,0.11870,0.19562
1997,Single parent,Just Right,0.70752,286,345,0.65944,0.75559
1997,Couple with children,Much Too Small,0.02555,92,2575,0.01945,0.03164
1997,Couple with children,A Bit Too Small,0.22311,585,2575,0.20703,0.23919
1997,Couple with children,Just Right,0.68004,1770,2575,0.66202,0.69806
1997,Couple with children,A Bit Too Large,0.06546,128,2575,0.05591,0.07502
1997,Multi-generational household,Just Right,0.67783,83,83,0.57668,0.77898
1997,Other Combinations,A Bit Too Small,0.25213,39,142,0.18046,0.32381
1997,Other Combinations,Just Right,0.59624,103,142,0.51525,0.67722
1998,Single-person household,Much Too Small,0.02021,39,1644,0.01340,0.02701
1998,Single-person household,A Bit Too Small,0.11361,205,1644,0.09826,0.12895
1998,Single-person household,Just Right,0.69870,1191,1644,0.67651,0.72088
1998,Single-person household,A Bit Too Large,0.12856,209,1644,0.11238,0.14475
1998,Couple without children,A Bit Too Small,0.09770,224,2095,0.08498,0.11042
1998,Couple without children,Just Right,0.73272,1626,2095,0.71377,0.75168
1998,Couple without children,A Bit Too Large,0.12903,245,2095,0.11467,0.14339
1998,Single parent,A Bit Too Small,0.20983,89,418,0.17075,0.24891
1998,Single parent,Just Right,0.63343,290,418,0.58718,0.67968
1998,Single parent,A Bit Too Large,0.08952,39,418,0.06212,0.11692
1998,Couple with children,Much Too Small,0.03231,102,2748,0.02569,0.03892
1998,Couple with children,A Bit Too Small,0.20341,580,2748,0.18836,0.21846
1998,Couple with children,Just Right,0.68246,1906,2748,0.66505,0.69987
1998,Couple with children,A Bit Too Large,0.06195,160,2748,0.05293,0.07096
1998,Multi-generational household,Just Right,0.59598,67,67,0.47760,0.71437
1998,Other Combinations,Just Right,0.68755,114,114,0.60209,0.77301
1999,Single-person household,A Bit Too Small,0.11153,182,1582,0.09601,0.12705
1999,Single-person household,Just Right,0.73044,1200,1582,0.70857,0.75232
1999,Single-person household,A Bit Too Large,0.12364,200,1582,0.10742,0.13987
1999,Couple without children,A Bit Too Small,0.11156,254,2116,0.09815,0.12498
1999,Couple without children,Just Right,0.75595,1634,2116,0.73765,0.77426
1999,Couple without children,A Bit Too Large,0.11630,228,2116,0.10264,0.12996
1999,Single parent,A Bit Too Small,0.21663,89,438,0.17800,0.25525
1999,Single parent,Just Right,0.69983,317,438,0.65686,0.74280
1999,Single parent,A Bit Too Large,0.07276,32,438,0.04840,0.09711
1999,Couple with children,Much Too Small,0.02494,85,2706,0.01907,0.03082
1999,Couple with children,A Bit Too Small,0.21172,563,2706,0.19632,0.22711
1999,Couple with children,Just Right,0.69968,1925,2706,0.68240,0.71695
1999,Couple with children,A Bit Too Large,0.05613,133,2706,0.04746,0.06481
1999,Multi-generational household,Just Right,0.66060,66,66,0.54549,0.77572
1999,Other Combinations,Just Right,0.78585,54,54,0.67541,0.89630
2000,Single-person household,Much Too Small,0.01652,54,3243,0.01213,0.02091
2000,Single-person household,A Bit Too Small,0.11151,359,3243,0.10068,0.12235
2000,Single-person household,Just Right,0.74205,2409,3243,0.72699,0.75711
2000,Single-person household,A Bit Too Large,0.10562,364,3243,0.09504,0.11620
2000,Single-person household,Much Too Large,0.01693,57,3243,0.01249,0.02137
2000,Couple without children,Much Too Small,0.00839,33,3910,0.00553,0.01124
2000,Couple without children,A Bit Too Small,0.09143,347,3910,0.08240,0.10047
2000,Couple without children,Just Right,0.75972,3034,3910,0.74633,0.77312
2000,Couple without children,A Bit Too Large,0.12611,496,3910,0.11571,0.13652
2000,Single parent,A Bit Too Small,0.18844,142,737,0.16019,0.21670
2000,Single parent,Just Right,0.69065,539,737,0.65725,0.72404
2000,Single parent,A Bit Too Large,0.07549,56,737,0.05641,0.09458
2000,Couple with children,Much Too Small,0.02718,129,4601,0.02248,0.03188
2000,Couple with children,A Bit Too Small,0.20826,917,4601,0.19652,0.21999
2000,Couple with children,Just Right,0.70742,3329,4601,0.69427,0.72056
2000,Couple with children,A Bit Too Large,0.05089,226,4601,0.04454,0.05724
2000,Multi-generational household,Just Right,0.74467,127,127,0.66853,0.82081
2000,Other Combinations,Just Right,0.79173,123,123,0.71968,0.86379
2001,Single-person household,Much Too Small,0.01161,32,2912,0.00772,0.01551
2001,Single-person household,A Bit Too Small,0.11664,333,2912,0.10498,0.12830
2001,Single-person household,Just Right,0.73336,2137,2912,0.71730,0.74943
2001,Single-person household,A Bit Too Large,0.11948,369,2912,0.10769,0.13126
2001,Single-person household,Much Too Large,0.01345,41,2912,0.00927,0.01764
2001,Couple without children,A Bit Too Small,0.09457,343,3545,0.08493,0.10420
2001,Couple without children,Just Right,0.75956,2744,3545,0.74549,0.77363
2001,Couple without children,A Bit Too Large,0.12222,421,3545,0.11143,0.13300
2001,Couple without children,Much Too Large,0.01083,37,3545,0.00742,0.01423
2001,Single parent,A Bit Too Small,0.18701,128,680,0.15768,0.21633
2001,Single parent,Just Right,0.69079,495,680,0.65602,0.72555
2001,Single parent,A Bit Too Large,0.08072,57,680,0.06023,0.10121
2001,Couple with children,Much Too Small,0.03240,125,4148,0.02701,0.03779
2001,Couple with children,A Bit Too Small,0.18841,763,4148,0.17650,0.20031
2001,Couple with children,Just Right,0.72269,3062,4148,0.70906,0.73632
2001,Couple with children,A Bit Too Large,0.05048,198,4148,0.04381,0.05714
2001,Multi-generational household,Just Right,0.81462,123,123,0.74566,0.88358
2001,Other Combinations,Just Right,0.76184,98,98,0.67707,0.84661
2002,Single-person household,Much Too Small,0.01759,53,2927,0.01283,0.02235
2002,Single-person household,A Bit Too Small,0.11241,320,2927,0.10096,0.12386
2002,Single-person household,Just Right,0.71736,2103,2927,0.70104,0.73367
2002,Single-person household,A Bit Too Large,0.12822,380,2927,0.11610,0.14033
2002,Single-person household,Much Too Large,0.02053,71,2927,0.01539,0.02567
2002,Couple without children,Much Too Small,0.00996,39,3893,0.00684,0.01308
2002,Couple without children,A Bit Too Small,0.09451,372,3893,0.08532,0.10370
2002,Couple without children,Just Right,0.73148,2871,3893,0.71755,0.74540
2002,Couple without children,A Bit Too Large,0.14322,540,3893,0.13221,0.15422
2002,Couple without children,Much Too Large,0.01699,71,3893,0.01293,0.02105
2002,Single parent,A Bit Too Small,0.19730,133,682,0.16741,0.22719
2002,Single parent,Just Right,0.66153,476,682,0.62599,0.69707
2002,Single parent,A Bit Too Large,0.09708,73,682,0.07484,0.11931
2002,Couple with children,Much Too Small,0.03218,123,4364,0.02694,0.03741
2002,Couple with children,A Bit Too Small,0.20476,852,4364,0.19278,0.21673
2002,Couple with children,Just Right,0.69995,3125,4364,0.68635,0.71355
2002,Couple with children,A Bit Too Large,0.05753,264,4364,0.05062,0.06444
2002,Multi-generational household,Just Right,0.74542,111,111,0.66401,0.82683
2002,Other Combinations,Just Right,0.80082,103,103,0.72331,0.87833
2003,Single-person household,Much Too Small,0.01683,47,2907,0.01216,0.02151
2003,Single-person household,A Bit Too Small,0.11504,320,2907,0.10344,0.12665
2003,Single-person household,Just Right,0.71003,2070,2907,0.69353,0.72653
2003,Single-person household,A Bit Too Large,0.13452,393,2907,0.12212,0.14693
2003,Single-person household,Much Too Large,0.02075,77,2907,0.01556,0.02593
2003,Couple without children,A Bit Too Small,0.09919,371,3789,0.08967,0.10871
2003,Couple without children,Just Right,0.73993,2819,3789,0.72596,0.75390
2003,Couple without children,A Bit Too Large,0.14074,555,3789,0.12966,0.15181
2003,Couple without children,Much Too Large,0.01152,44,3789,0.00812,0.01492
2003,Single parent,A Bit Too Small,0.21511,136,674,0.18406,0.24615
2003,Single parent,Just Right,0.67557,491,674,0.64020,0.71094
2003,Single parent,A Bit Too Large,0.06727,47,674,0.04834,0.08619
2003,Couple with children,Much Too Small,0.02801,109,4111,0.02297,0.03306
2003,Couple with children,A Bit Too Small,0.21062,793,4111,0.19816,0.22309
2003,Couple with children,Just Right,0.69355,2956,4111,0.67945,0.70764
2003,Couple with children,A Bit Too Large,0.06055,253,4111,0.05326,0.06785
2003,Multi-generational household,Just Right,0.69158,87,87,0.59397,0.78919
2003,Other Combinations,Just Right,0.77002,84,84,0.67948,0.86055
2004,Single-person household,Much Too Small,0.01327,43,2850,0.00907,0.01748
2004,Single-person household,A Bit Too Small,0.10813,286,2850,0.09673,0.11953
2004,Single-person household,Just Right,0.72917,2076,2850,0.71285,0.74549
2004,Single-person household,A Bit Too Large,0.12645,377,2850,0.11424,0.13865
2004,Single-person household,Much Too Large,0.01991,68,2850,0.01478,0.02503
2004,Couple without children,A Bit Too Small,0.08983,356,3782,0.08071,0.09894
2004,Couple without children,Just Right,0.74988,2837,3782,0.73608,0.76369
2004,Couple without children,A Bit Too Large,0.13920,545,3782,0.12817,0.15024
2004,Couple without children,Much Too Large,0.00919,44,3782,0.00614,0.01223
2004,Single parent,A Bit Too Small,0.18642,117,660,0.15669,0.21616
2004,Single parent,Just Right,0.69632,480,660,0.66121,0.73143
2004,Single parent,A Bit Too Large,0.08494,63,660,0.06365,0.10622
2004,Couple with children,Much Too Small,0.02769,93,3926,0.02255,0.03282
2004,Couple with children,A Bit Too Small,0.19523,720,3926,0.18283,0.20763
2004,Couple with children,Just Right,0.69737,2855,3926,0.68300,0.71174
2004,Couple with children,A Bit Too Large,0.06781,258,3926,0.05994,0.07567
2004,Multi-generational household,Just Right,0.67939,77,77,0.57446,0.78432
2004,Other Combinations,Just Right,0.78104,82,82,0.69098,0.87110
2005,Single-person household,Much Too Small,0.01079,36,2902,0.00703,0.01454
2005,Single-person household,A Bit Too Small,0.11851,332,2902,0.10675,0.13027
2005,Single-person household,Just Right,0.71910,2083,2902,0.70275,0.73546
2005,Single-person household,A Bit Too Large,0.13237,392,2902,0.12004,0.14470
2005,Single-person household,Much Too Large,0.01799,59,2902,0.01315,0.02282
2005,Couple without children,A Bit Too Small,0.09937,347,3667,0.08969,0.10906
2005,Couple without children,Just Right,0.74255,2757,3667,0.72840,0.75671
2005,Couple without children,A Bit Too Large,0.13309,497,3667,0.12209,0.14408
2005,Couple without children,Much Too Large,0.01573,66,3667,0.01170,0.01976
2005,Single parent,A Bit Too Small,0.18601,123,673,0.15659,0.21544
2005,Single parent,Just Right,0.69334,487,673,0.65847,0.72820
2005,Single parent,A Bit Too Large,0.08012,63,673,0.05959,0.10065
2005,Couple with children,Much Too Small,0.02087,69,3682,0.01626,0.02549
2005,Couple with children,A Bit Too Small,0.19687,680,3682,0.18403,0.20972
2005,Couple with children,Just Right,0.71959,2713,3682,0.70508,0.73410
2005,Couple with children,A Bit Too Large,0.05607,220,3682,0.04864,0.06351
2005,Multi-generational household,Just Right,0.75530,75,75,0.65734,0.85325
2005,Other Combinations,Just Right,0.78631,78,78,0.69475,0.87787
2006,Single-person household,Much Too Small,0.01498,45,3282,0.01083,0.01914
2006,Single-person household,A Bit Too Small,0.10672,338,3282,0.09616,0.11729
2006,Single-person household,Just Right,0.71193,2342,3282,0.69643,0.72743
2006,Single-person household,A Bit Too Large,0.14039,473,3282,0.12850,0.15228
2006,Single-person household,Much Too Large,0.02337,84,3282,0.01820,0.02854
2006,Couple without children,A Bit Too Small,0.10166,385,4125,0.09244,0.11089
2006,Couple without children,Just Right,0.72779,3032,4125,0.71420,0.74137
2006,Couple without children,A Bit Too Large,0.14445,639,4125,0.13372,0.15518
2006,Couple without children,Much Too Large,0.01483,69,4125,0.01114,0.01852
2006,Single parent,A Bit Too Small,0.17343,128,748,0.14628,0.20058
2006,Single parent,Just Right,0.69504,547,748,0.66202,0.72805
2006,Single parent,A Bit Too Large,0.09584,73,748,0.07473,0.11695
2006,Couple with children,Much Too Small,0.03296,96,3806,0.02728,0.03863
2006,Couple with children,A Bit Too Small,0.19870,693,3806,0.18603,0.21138
2006,Couple with children,Just Right,0.70365,2785,3806,0.68914,0.71816
2006,Couple with children,A Bit Too Large,0.05542,232,3806,0.04815,0.06268
2006,Multi-generational household,Just Right,0.66422,69,69,0.55197,0.77647
2006,Other Combinations,Just Right,0.74980,78,78,0.65306,0.84655
2007,Single-person household,Much Too Small,0.00964,34,3108,0.00620,0.01307
2007,Single-person household,A Bit Too Small,0.11459,353,3108,0.10339,0.12579
2007,Single-person household,Just Right,0.71672,2203,3108,0.70087,0.73256
2007,Single-person household,A Bit Too Large,0.13722,443,3108,0.12513,0.14932
2007,Single-person household,Much Too Large,0.02152,75,3108,0.01642,0.02662
2007,Couple without children,A Bit Too Small,0.09673,362,3848,0.08739,0.10607
2007,Couple without children,Just Right,0.73317,2828,3848,0.71920,0.74715
2007,Couple without children,A Bit Too Large,0.14925,596,3848,0.13799,0.16051
2007,Couple without children,Much Too Large,0.01321,62,3848,0.00960,0.01682
2007,Single parent,A Bit Too Small,0.19594,127,682,0.16613,0.22576
2007,Single parent,Just Right,0.68922,496,682,0.65446,0.72398
2007,Single parent,A Bit Too Large,0.06836,59,682,0.04940,0.08731
2007,Couple with children,Much Too Small,0.02418,64,3555,0.01913,0.02923
