year,bula_h,hhtyp,hgseval,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,Bavaria,Couple without children,A Bit Too Small,0.11954,31,224,0.07695,0.16212
1984,Bavaria,Couple without children,Just Right,0.80537,193,224,0.75341,0.85734
1984,Bavaria,Single parent,Just Right,0.70324,34,34,0.54737,0.85911
1984,Bavaria,Couple with children,A Bit Too Small,0.18544,91,416,0.14804,0.22283
1984,Bavaria,Couple with children,Just Right,0.72345,325,416,0.68041,0.76648
1984,Berlin,Single-person household,Just Right,0.70983,48,48,0.58008,0.83958
1984,Berlin,Couple without children,Just Right,0.67355,35,35,0.51593,0.83117
1984,Berlin,Couple with children,Just Right,0.64158,42,42,0.49479,0.78837
1985,Schleswig-Holstein,Single-person household,Just Right,0.76410,33,33,0.61700,0.91120
1985,Schleswig-Holstein,Couple without children,Just Right,0.87358,36,36,0.76348,0.98368
1985,Schleswig-Holstein,Couple with children,Just Right,0.68430,54,54,0.55916,0.80943
1985,Hamburg,Single-person household,Just Right,0.67267,37,37,0.51939,0.82595
1985,Hamburg,Couple without children,Just Right,0.78624,35,35,0.64844,0.92404
1985,Lower Saxony,Single-person household,Just Right,0.77377,79,79,0.68092,0.86662
1985,Lower Saxony,Couple without children,Just Right,0.83484,111,111,0.76545,0.90424
1985,Lower Saxony,Couple with children,Just Right,0.73992,163,163,0.67236,0.80747
1985,North Rhine-Westphalia,Single-person household,A Bit Too Small,0.10355,40,277,0.06760,0.13949
1985,North Rhine-Westphalia,Single-person household,Just Right,0.73922,237,277,0.68742,0.79102
1985,North Rhine-Westphalia,Couple without children,A Bit Too Small,0.08406,32,280,0.05150,0.11662
1985,North Rhine-Westphalia,Couple without children,Just Right,0.81527,248,280,0.76974,0.86081
1985,North Rhine-Westphalia,Single parent,Just Right,0.67422,47,47,0.53878,0.80966
1985,North Rhine-Westphalia,Couple with children,A Bit Too Small,0.17549,129,597,0.14495,0.20603
1985,North Rhine-Westphalia,Couple with children,Just Right,0.74477,468,597,0.70977,0.77978
1985,North Rhine-Westphalia,Other Combinations,Just Right,0.88610,33,33,0.77603,0.99617
1985,Hesse,Single-person household,Just Right,0.74275,73,73,0.64179,0.84372
1985,Hesse,Couple without children,Just Right,0.81584,111,111,0.74340,0.88828
1985,Hesse,Couple with children,A Bit Too Small,0.18083,55,210,0.12865,0.23301
1985,Hesse,Couple with children,Just Right,0.71669,155,210,0.65560,0.77778
1985,"Rhineland-Palatinate, Saarland",Single-person household,Just Right,0.73621,50,50,0.61282,0.85960
1985,"Rhineland-Palatinate, Saarland",Couple without children,Just Right,0.86089,77,77,0.78309,0.93869
1985,"Rhineland-Palatinate, Saarland",Couple with children,Just Right,0.79804,113,113,0.72368,0.87239
1985,Baden-Wuerttemberg,Single-person household,Just Right,0.82321,142,142,0.76024,0.88618
1985,Baden-Wuerttemberg,Couple without children,Just Right,0.84194,152,152,0.78376,0.90013
1985,Baden-Wuerttemberg,Single parent,Just Right,0.73628,36,36,0.59029,0.88227
1985,Baden-Wuerttemberg,Couple with children,A Bit Too Small,0.13400,88,457,0.10273,0.16526
1985,Baden-Wuerttemberg,Couple with children,Just Right,0.77859,369,457,0.74048,0.81670
1985,Bavaria,Single-person household,Just Right,0.74435,122,122,0.66662,0.82207
1985,Bavaria,Couple without children,Just Right,0.77293,165,165,0.70881,0.83704
1985,Bavaria,Single parent,Just Right,0.72452,33,33,0.56972,0.87931
1985,Bavaria,Couple with children,A Bit Too Small,0.17918,81,379,0.14052,0.21784
1985,Bavaria,Couple with children,Just Right,0.74566,298,379,0.70175,0.78956
1985,Berlin,Single-person household,Just Right,0.76059,53,53,0.64461,0.87658
1985,Berlin,Couple without children,Just Right,0.75328,33,33,0.60392,0.90265
1985,Berlin,Couple with children,Just Right,0.71261,41,41,0.57236,0.85285
1986,Schleswig-Holstein,Couple with children,Just Right,0.73153,54,54,0.61222,0.85084
1986,Hamburg,Single-person household,Just Right,0.74358,41,41,0.60825,0.87890
1986,Lower Saxony,Single-person household,Just Right,0.82015,80,80,0.73546,0.90484
1986,Lower Saxony,Couple without children,Just Right,0.83091,119,119,0.76328,0.89854
1986,Lower Saxony,Couple with children,Just Right,0.74328,157,157,0.67473,0.81183
1986,North Rhine-Westphalia,Single-person household,A Bit Too Small,0.11276,39,255,0.07386,0.15165
1986,North Rhine-Westphalia,Single-person household,Just Right,0.75682,216,255,0.70406,0.80958
1986,North Rhine-Westphalia,Couple without children,A Bit Too Small,0.09810,33,296,0.06415,0.13204
1986,North Rhine-Westphalia,Couple without children,Just Right,0.80979,263,296,0.76500,0.85458
1986,North Rhine-Westphalia,Single parent,Just Right,0.74074,46,46,0.61270,0.86878
1986,North Rhine-Westphalia,Couple with children,A Bit Too Small,0.15684,112,566,0.12686,0.18683
1986,North Rhine-Westphalia,Couple with children,Just Right,0.75884,454,566,0.72356,0.79411
1986,North Rhine-Westphalia,Other Combinations,Just Right,0.87802,33,33,0.76462,0.99141
1986,Hesse,Single-person household,Just Right,0.65012,64,64,0.53235,0.76789
1986,Hesse,Couple without children,Just Right,0.79688,100,100,0.71762,0.87613
1986,Hesse,Couple with children,A Bit Too Small,0.18550,49,197,0.13108,0.23992
1986,Hesse,Couple with children,Just Right,0.73878,148,197,0.67727,0.80028
1986,"Rhineland-Palatinate, Saarland",Single-person household,Just Right,0.74310,47,47,0.61684,0.86937
1986,"Rhineland-Palatinate, Saarland",Couple without children,Just Right,0.79768,79,79,0.70853,0.88684
1986,"Rhineland-Palatinate, Saarland",Couple with children,Just Right,0.82591,117,117,0.75690,0.89491
1986,Baden-Wuerttemberg,Single-person household,Just Right,0.77849,124,124,0.70510,0.85188
1986,Baden-Wuerttemberg,Couple without children,Just Right,0.84148,160,160,0.78471,0.89825
1986,Baden-Wuerttemberg,Single parent,Just Right,0.76468,33,33,0.61770,0.91166
1986,Baden-Wuerttemberg,Couple with children,A Bit Too Small,0.13492,83,435,0.10278,0.16706
1986,Baden-Wuerttemberg,Couple with children,Just Right,0.78879,352,435,0.75039,0.82719
1986,Bavaria,Single-person household,Just Right,0.73705,121,121,0.65828,0.81582
1986,Bavaria,Couple without children,Just Right,0.76407,150,150,0.69589,0.83224
1986,Bavaria,Single parent,Just Right,0.70830,33,33,0.55080,0.86579
1986,Bavaria,Couple with children,A Bit Too Small,0.16446,68,345,0.12528,0.20363
1986,Bavaria,Couple with children,Just Right,0.74906,277,345,0.70324,0.79488
1986,Berlin,Single-person household,Just Right,0.72084,49,49,0.59394,0.84775
1986,Berlin,Couple without children,Just Right,0.87398,35,35,0.76243,0.98554
1986,Berlin,Couple with children,Just Right,0.70859,38,38,0.56217,0.85501
1987,Schleswig-Holstein,Couple without children,Just Right,0.74960,32,32,0.59708,0.90211
1987,Schleswig-Holstein,Couple with children,Just Right,0.79214,55,55,0.68391,0.90037
1987,Hamburg,Single-person household,Just Right,0.77267,38,38,0.63763,0.90772
1987,Lower Saxony,Single-person household,Just Right,0.80342,80,80,0.71578,0.89105
1987,Lower Saxony,Couple without children,Just Right,0.80263,111,111,0.72825,0.87701
1987,Lower Saxony,Couple with children,Just Right,0.73737,158,158,0.66854,0.80621
1987,North Rhine-Westphalia,Single-person household,A Bit Too Small,0.08980,32,261,0.05505,0.12455
1987,North Rhine-Westphalia,Single-person household,Just Right,0.77331,229,261,0.72242,0.82420
1987,North Rhine-Westphalia,Couple without children,A Bit Too Small,0.09765,31,283,0.06300,0.13229
1987,North Rhine-Westphalia,Couple without children,Just Right,0.80626,252,283,0.76013,0.85239
1987,North Rhine-Westphalia,Single parent,Just Right,0.74973,45,45,0.62174,0.87772
1987,North Rhine-Westphalia,Couple with children,A Bit Too Small,0.14114,104,560,0.11228,0.17000
1987,North Rhine-Westphalia,Couple with children,Just Right,0.78661,456,560,0.75265,0.82058
1987,North Rhine-Westphalia,Other Combinations,Just Right,0.87291,38,38,0.76558,0.98023
1987,Hesse,Single-person household,Just Right,0.67466,65,65,0.55988,0.78945
1987,Hesse,Couple without children,Just Right,0.79778,95,95,0.71659,0.87898
1987,Hesse,Couple with children,A Bit Too Small,0.18916,50,203,0.13515,0.24317
1987,Hesse,Couple with children,Just Right,0.72838,153,203,0.66704,0.78972
1987,"Rhineland-Palatinate, Saarland",Single-person household,Just Right,0.72268,47,47,0.59331,0.85205
1987,"Rhineland-Palatinate, Saarland",Couple without children,Just Right,0.84887,79,79,0.76938,0.92835
1987,"Rhineland-Palatinate, Saarland",Couple with children,Just Right,0.81330,112,112,0.74081,0.88579
1987,Baden-Wuerttemberg,Single-person household,Just Right,0.79419,123,123,0.72244,0.86593
1987,Baden-Wuerttemberg,Couple without children,Just Right,0.86272,161,161,0.80939,0.91604
1987,Baden-Wuerttemberg,Single parent,Just Right,0.79115,36,36,0.65648,0.92582
1987,Baden-Wuerttemberg,Couple with children,A Bit Too Small,0.11972,75,429,0.08896,0.15047
1987,Baden-Wuerttemberg,Couple with children,Just Right,0.79777,354,429,0.75972,0.83583
1987,Bavaria,Single-person household,Just Right,0.75799,131,131,0.68436,0.83161
1987,Bavaria,Couple without children,Just Right,0.77291,153,153,0.70631,0.83952
1987,Bavaria,Single parent,Just Right,0.78270,37,37,0.64798,0.91742
1987,Bavaria,Couple with children,A Bit Too Small,0.16393,64,338,0.12440,0.20346
1987,Bavaria,Couple with children,Just Right,0.76086,274,338,0.71531,0.80640
1987,Berlin,Single-person household,Just Right,0.73820,49,49,0.61384,0.86257
1987,Berlin,Couple without children,Just Right,0.75734,35,35,0.61325,0.90144
1987,Berlin,Couple with children,Just Right,0.72200,41,41,0.58316,0.86084
1988,Schleswig-Holstein,Couple without children,Just Right,0.75382,39,39,0.61685,0.89079
1988,Schleswig-Holstein,Couple with children,Just Right,0.73018,51,51,0.60715,0.85321
1988,Hamburg,Single-person household,Just Right,0.81518,37,37,0.68838,0.94197
1988,Lower Saxony,Single-person household,Just Right,0.81268,79,79,0.72609,0.89927
1988,Lower Saxony,Couple without children,Just Right,0.81346,107,107,0.73930,0.88762
1988,Lower Saxony,Couple with children,Just Right,0.72914,145,145,0.65656,0.80173
1988,North Rhine-Westphalia,Single-person household,Just Right,0.77996,215,215,0.72445,0.83546
1988,North Rhine-Westphalia,Couple without children,A Bit Too Small,0.09818,31,281,0.06333,0.13304
1988,North Rhine-Westphalia,Couple without children,Just Right,0.82983,250,281,0.78581,0.87385
1988,North Rhine-Westphalia,Single parent,Just Right,0.68622,41,41,0.54241,0.83002
1988,North Rhine-Westphalia,Couple with children,A Bit Too Small,0.13707,92,541,0.10806,0.16608
1988,North Rhine-Westphalia,Couple with children,Just Right,0.78874,449,541,0.75431,0.82317
1988,Hesse,Single-person household,Just Right,0.69373,61,61,0.57710,0.81037
1988,Hesse,Couple without children,Just Right,0.79347,85,85,0.70690,0.88004
1988,Hesse,Couple with children,A Bit Too Small,0.17100,46,197,0.11829,0.22371
1988,Hesse,Couple with children,Just Right,0.74734,151,197,0.68651,0.80818
1988,"Rhineland-Palatinate, Saarland",Single-person household,Just Right,0.72566,45,45,0.59382,0.85750
1988,"Rhineland-Palatinate, Saarland",Couple without children,Just Right,0.82036,76,76,0.73348,0.90724
1988,"Rhineland-Palatinate, Saarland",Couple with children,Just Right,0.83406,110,110,0.76422,0.90391
1988,Baden-Wuerttemberg,Single-person household,Just Right,0.77848,127,127,0.70597,0.85099
1988,Baden-Wuerttemberg,Couple without children,Just Right,0.84926,164,164,0.79434,0.90419
1988,Baden-Wuerttemberg,Single parent,Just Right,0.82332,36,36,0.69696,0.94967
1988,Baden-Wuerttemberg,Couple with children,A Bit Too Small,0.10801,65,411,0.07796,0.13806
1988,Baden-Wuerttemberg,Couple with children,Just Right,0.82409,346,411,0.78724,0.86095
1988,Bavaria,Single-person household,Just Right,0.74649,134,134,0.67256,0.82042
1988,Bavaria,Couple without children,Just Right,0.77365,142,142,0.70458,0.84272
1988,Bavaria,Single parent,Just Right,0.86899,39,39,0.76171,0.97627
1988,Bavaria,Couple with children,A Bit Too Small,0.15324,60,322,0.11383,0.19264
1988,Bavaria,Couple with children,Just Right,0.76549,262,322,0.71913,0.81184
1988,Berlin,Single-person household,Just Right,0.75356,51,51,0.63411,0.87301
1988,Berlin,Couple without children,Just Right,0.74929,31,31,0.59419,0.90439
1988,Berlin,Couple with children,Just Right,0.75761,40,40,0.62312,0.89210
1989,Schleswig-Holstein,Couple without children,Just Right,0.75640,37,37,0.61618,0.89662
1989,Schleswig-Holstein,Couple with children,Just Right,0.74652,47,47,0.62081,0.87223
1989,Hamburg,Single-person household,Just Right,0.75416,38,38,0.61542,0.89290
1989,Lower Saxony,Single-person household,Just Right,0.80924,87,87,0.72620,0.89228
1989,Lower Saxony,Couple without children,Just Right,0.77782,107,107,0.69868,0.85696
1989,Lower Saxony,Couple with children,Just Right,0.72009,134,134,0.64379,0.79639
1989,North Rhine-Westphalia,Single-person household,Just Right,0.78866,209,209,0.73317,0.84414
1989,North Rhine-Westphalia,Couple without children,Just Right,0.81939,246,246,0.77122,0.86756
1989,North Rhine-Westphalia,Single parent,Just Right,0.72200,45,45,0.58962,0.85438
1989,North Rhine-Westphalia,Couple with children,A Bit Too Small,0.13122,85,521,0.10220,0.16024
1989,North Rhine-Westphalia,Couple with children,Just Right,0.80097,436,521,0.76665,0.83529
1989,Hesse,Single-person household,Just Right,0.68786,62,62,0.57157,0.80414
1989,Hesse,Couple without children,Just Right,0.80668,93,93,0.72599,0.88738
1989,Hesse,Couple with children,A Bit Too Small,0.17778,46,193,0.12370,0.23186
1989,Hesse,Couple with children,Just Right,0.74418,147,193,0.68246,0.80590
1989,"Rhineland-Palatinate, Saarland",Single-person household,Just Right,0.77611,46,46,0.65432,0.89791
1989,"Rhineland-Palatinate, Saarland",Couple without children,Just Right,0.79996,73,73,0.70756,0.89236
1989,"Rhineland-Palatinate, Saarland",Couple with children,Just Right,0.84088,103,103,0.76989,0.91187
1989,Baden-Wuerttemberg,Single-person household,Just Right,0.83820,127,127,0.77389,0.90250
1989,Baden-Wuerttemberg,Couple without children,Just Right,0.85402,155,155,0.79825,0.90979
1989,Baden-Wuerttemberg,Single parent,Just Right,0.93263,32,32,0.84438,1.02087
1989,Baden-Wuerttemberg,Couple with children,A Bit Too Small,0.09936,59,389,0.06959,0.12913
1989,Baden-Wuerttemberg,Couple with children,Just Right,0.82687,330,389,0.78922,0.86452
1989,Bavaria,Single-person household,Just Right,0.73789,132,132,0.66258,0.81320
1989,Bavaria,Couple without children,Just Right,0.75622,142,142,0.68535,0.82709
1989,Bavaria,Single parent,Just Right,0.85261,34,34,0.73165,0.97356
1989,Bavaria,Couple with children,A Bit Too Small,0.14546,57,305,0.10583,0.18509
1989,Bavaria,Couple with children,Just Right,0.75483,248,305,0.70647,0.80319
1989,Berlin,Single-person household,Just Right,0.72004,50,50,0.59432,0.84575
1989,Berlin,Couple without children,Just Right,0.80802,32,32,0.66937,0.94667
1989,Berlin,Couple with children,Just Right,0.74806,39,39,0.61003,0.88609
1990,Schleswig-Holstein,Couple without children,Just Right,0.80491,37,37,0.67547,0.93436
1990,Schleswig-Holstein,Couple with children,Just Right,0.76818,41,41,0.63740,0.89896
1990,Hamburg,Single-person household,Just Right,0.74301,37,37,0.60027,0.88575
1990,Lower Saxony,Single-person household,Just Right,0.80159,83,83,0.71527,0.88791
1990,Lower Saxony,Couple without children,Just Right,0.78806,115,115,0.71304,0.86308
1990,Lower Saxony,Couple with children,Just Right,0.70775,131,131,0.62957,0.78593
1990,North Rhine-Westphalia,Single-person household,Just Right,0.79762,205,205,0.74249,0.85276
1990,North Rhine-Westphalia,Couple without children,Just Right,0.83108,261,261,0.78554,0.87663
1990,North Rhine-Westphalia,Single parent,Just Right,0.73034,45,45,0.59921,0.86147
1990,North Rhine-Westphalia,Couple with children,A Bit Too Small,0.12054,77,501,0.09200,0.14907
1990,North Rhine-Westphalia,Couple with children,Just Right,0.81082,424,501,0.77649,0.84515
1990,Hesse,Single-person household,Just Right,0.72342,61,61,0.61024,0.83660
1990,Hesse,Couple without children,Just Right,0.75549,88,88,0.66518,0.84581
1990,Hesse,Couple with children,A Bit Too Small,0.17992,42,190,0.12516,0.23469
1990,Hesse,Couple with children,Just Right,0.74257,148,190,0.68023,0.80490
1990,"Rhineland-Palatinate, Saarland",Single-person household,Just Right,0.72364,40,40,0.58329,0.86399
1990,"Rhineland-Palatinate, Saarland",Couple without children,Just Right,0.85171,76,76,0.77128,0.93214
1990,"Rhineland-Palatinate, Saarland",Couple with children,Just Right,0.81216,104,104,0.73673,0.88759
1990,Baden-Wuerttemberg,Single-person household,Just Right,0.80589,114,114,0.73297,0.87882
1990,Baden-Wuerttemberg,Couple without children,Just Right,0.86770,164,164,0.81568,0.91971
1990,Baden-Wuerttemberg,Single parent,Just Right,0.87266,39,39,0.76667,0.97865
1990,Baden-Wuerttemberg,Couple with children,A Bit Too Small,0.08678,57,376,0.05829,0.11527
1990,Baden-Wuerttemberg,Couple with children,Just Right,0.83409,319,376,0.79644,0.87175
1990,Bavaria,Single-person household,Just Right,0.75170,139,139,0.67961,0.82378
1990,Bavaria,Couple without children,Just Right,0.76065,151,151,0.69236,0.82893
1990,Bavaria,Single parent,Just Right,0.80419,32,32,0.66450,0.94388
1990,Bavaria,Couple with children,A Bit Too Small,0.13360,51,295,0.09471,0.17249
1990,Bavaria,Couple with children,Just Right,0.76791,244,295,0.71966,0.81617
1990,Berlin,Single-person household,Just Right,0.74194,76,76,0.64291,0.84097
1990,Berlin,Couple without children,Just Right,0.75645,58,58,0.64502,0.86788
1990,Berlin,Couple with children,A Bit Too Small,0.19513,32,115,0.12238,0.26788
1990,Berlin,Couple with children,Just Right,0.68458,83,115,0.59928,0.76988
1990,Brandenburg,Single-person household,Just Right,0.71451,37,37,0.56698,0.86205
1990,Brandenburg,Couple without children,Just Right,0.81973,61,61,0.72246,0.91700
1990,Brandenburg,Couple with children,A Bit Too Small,0.33607,67,168,0.26442,0.40771
1990,Brandenburg,Couple with children,Just Right,0.54280,101,168,0.46724,0.61836
1990,Mecklenburg-Western Pomerania,Couple without children,Just Right,0.77501,40,40,0.64396,0.90607
1990,Mecklenburg-Western Pomerania,Couple with children,A Bit Too Small,0.29456,39,113,0.21013,0.37898
1990,Mecklenburg-Western Pomerania,Couple with children,Just Right,0.54939,74,113,0.45724,0.64154
1990,Saxony,Single-person household,Just Right,0.78547,70,70,0.68861,0.88233
1990,Saxony,Couple without children,A Bit Too Small,0.19957,34,145,0.13429,0.26485
1990,Saxony,Couple without children,Just Right,0.70344,111,145,0.62884,0.77804
1990,Saxony,Couple with children,Much Too Small,0.13067,38,312,0.09321,0.16813
1990,Saxony,Couple with children,A Bit Too Small,0.33748,109,312,0.28493,0.39004
1990,Saxony,Couple with children,Just Right,0.50728,165,312,0.45172,0.56285
1990,Saxony-Anhalt,Single-person household,Just Right,0.82131,53,53,0.71718,0.92543
1990,Saxony-Anhalt,Couple without children,Just Right,0.75000,60,60,0.63951,0.86049
1990,Saxony-Anhalt,Couple with children,A Bit Too Small,0.28242,62,181,0.21665,0.34818
1990,Saxony-Anhalt,Couple with children,Just Right,0.59179,119,181,0.51999,0.66359
1990,Thuringa,Single-person household,Just Right,0.66808,32,32,0.50231,0.83385
1990,Thuringa,Couple without children,Just Right,0.76567,62,62,0.65937,0.87197
1990,Thuringa,Couple with children,A Bit Too Small,0.27624,52,167,0.20822,0.34427
1990,Thuringa,Couple with children,Just Right,0.60596,115,167,0.53163,0.68030
1991,Schleswig-Holstein,Couple without children,Just Right,0.71000,31,31,0.54762,0.87237
1991,Schleswig-Holstein,Couple with children,Just Right,0.69232,39,39,0.54557,0.83906
1991,Hamburg,Single-person household,Just Right,0.81424,39,39,0.69059,0.93790
1991,Lower Saxony,Single-person household,Just Right,0.69323,69,69,0.58362,0.80284
1991,Lower Saxony,Couple without children,Just Right,0.71314,101,101,0.62449,0.80179
1991,Lower Saxony,Couple with children,A Bit Too Small,0.24875,44,158,0.18113,0.31638
1991,Lower Saxony,Couple with children,Just Right,0.62347,114,158,0.54767,0.69926
1991,North Rhine-Westphalia,Single-person household,A Bit Too Small,0.11456,31,229,0.07322,0.15590
1991,North Rhine-Westphalia,Single-person household,Just Right,0.74725,198,229,0.69084,0.80366
1991,North Rhine-Westphalia,Couple without children,A Bit Too Small,0.14319,45,276,0.10179,0.18458
1991,North Rhine-Westphalia,Couple without children,Just Right,0.73198,231,276,0.67963,0.78433
1991,North Rhine-Westphalia,Single parent,Just Right,0.74903,49,49,0.62637,0.87169
1991,North Rhine-Westphalia,Couple with children,A Bit Too Small,0.24402,137,494,0.20610,0.28193
1991,North Rhine-Westphalia,Couple with children,Just Right,0.66447,357,494,0.62279,0.70615
1991,Hesse,Single-person household,Just Right,0.62445,55,55,0.49528,0.75361
1991,Hesse,Couple without children,Just Right,0.74695,92,92,0.65762,0.83628
1991,Hesse,Couple with children,A Bit Too Small,0.21117,50,165,0.14870,0.27363
1991,Hesse,Couple with children,Just Right,0.66579,115,165,0.59359,0.73799
1991,"Rhineland-Palatinate, Saarland",Single-person household,Just Right,0.64624,46,46,0.50654,0.78594
1991,"Rhineland-Palatinate, Saarland",Couple without children,Just Right,0.77736,66,66,0.67622,0.87850
1991,"Rhineland-Palatinate, Saarland",Couple with children,Just Right,0.75043,101,101,0.66560,0.83525
1991,Baden-Wuerttemberg,Single-person household,Just Right,0.77519,105,105,0.69495,0.85542
1991,Baden-Wuerttemberg,Couple without children,Just Right,0.74566,152,152,0.67620,0.81512
1991,Baden-Wuerttemberg,Single parent,Just Right,0.84986,45,45,0.74432,0.95541
1991,Baden-Wuerttemberg,Couple with children,A Bit Too Small,0.20139,81,359,0.15985,0.24293
1991,Baden-Wuerttemberg,Couple with children,Just Right,0.68798,278,359,0.63999,0.73598
1991,Bavaria,Single-person household,Just Right,0.72208,124,124,0.64291,0.80125
1991,Bavaria,Couple without children,Just Right,0.69110,144,144,0.61537,0.76683
1991,Bavaria,Single parent,Just Right,0.65945,31,31,0.48987,0.82903
1991,Bavaria,Couple with children,A Bit Too Small,0.17212,68,302,0.12948,0.21477
1991,Bavaria,Couple with children,Just Right,0.72877,234,302,0.67854,0.77899
1991,Berlin,Single-person household,Just Right,0.73280,63,63,0.62266,0.84295
1991,Berlin,Couple without children,Just Right,0.68872,51,51,0.56037,0.81706
1991,Berlin,Couple with children,Just Right,0.63842,78,78,0.53111,0.74574
1991,Brandenburg,Single-person household,Just Right,0.83334,36,36,0.70987,0.95680
1991,Brandenburg,Couple without children,Just Right,0.77964,54,54,0.66805,0.89123
1991,Brandenburg,Couple with children,A Bit Too Small,0.33007,59,155,0.25580,0.40434
1991,Brandenburg,Couple with children,Just Right,0.56388,96,155,0.48555,0.64220
1991,Mecklenburg-Western Pomerania,Couple without children,Just Right,0.85419,41,41,0.74482,0.96356
1991,Mecklenburg-Western Pomerania,Couple with children,A Bit Too Small,0.27482,34,108,0.19023,0.35941
1991,Mecklenburg-Western Pomerania,Couple with children,Just Right,0.56250,74,108,0.46851,0.65650
1991,Saxony,Single-person household,Just Right,0.72693,62,62,0.61512,0.83874
1991,Saxony,Couple without children,Just Right,0.80266,115,115,0.72960,0.87572
1991,Saxony,Couple with children,A Bit Too Small,0.27597,84,258,0.22132,0.33062
1991,Saxony,Couple with children,Just Right,0.59187,174,258,0.53178,0.65196
1991,Saxony-Anhalt,Single-person household,Just Right,0.80268,40,40,0.67777,0.92758
1991,Saxony-Anhalt,Couple without children,Just Right,0.78879,68,68,0.69105,0.88652
1991,Saxony-Anhalt,Couple with children,A Bit Too Small,0.26251,55,180,0.19806,0.32697
1991,Saxony-Anhalt,Couple with children,Just Right,0.66174,125,180,0.59243,0.73105
1991,Thuringa,Single-person household,Just Right,0.80502,38,38,0.67736,0.93268
1991,Thuringa,Couple without children,Just Right,0.79428,53,53,0.68441,0.90415
1991,Thuringa,Couple with children,A Bit Too Small,0.22805,38,173,0.16534,0.29075
1991,Thuringa,Couple with children,Just Right,0.71532,135,173,0.64788,0.78276
1992,Schleswig-Holstein,Couple with children,Just Right,0.67357,39,39,0.52448,0.82266
1992,Hamburg,Single-person household,Just Right,0.80862,33,33,0.67232,0.94492
1992,Lower Saxony,Single-person household,Just Right,0.68748,74,74,0.58114,0.79381
1992,Lower Saxony,Couple without children,Just Right,0.77750,106,106,0.69795,0.85706
1992,Lower Saxony,Couple with children,A Bit Too Small,0.22603,42,159,0.16081,0.29125
1992,Lower Saxony,Couple with children,Just Right,0.60950,117,159,0.53343,0.68558
1992,North Rhine-Westphalia,Single-person household,Just Right,0.76152,202,202,0.70260,0.82043
1992,North Rhine-Westphalia,Couple without children,A Bit Too Small,0.14584,46,277,0.10420,0.18748
