year,bula_h,hhtyp,hgseval,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,Bavaria,Single-person household,Just Right,0.69211,290,411,0.64743,0.73680
2007,Bavaria,Single-person household,A Bit Too Large,0.13762,62,411,0.10428,0.17097
2007,Bavaria,Couple without children,A Bit Too Small,0.09609,44,515,0.07061,0.12157
2007,Bavaria,Couple without children,Just Right,0.72279,385,515,0.68409,0.76148
2007,Bavaria,Couple without children,A Bit Too Large,0.15339,86,515,0.12223,0.18454
2007,Bavaria,Single parent,Just Right,0.66362,64,64,0.54695,0.78029
2007,Bavaria,Couple with children,A Bit Too Small,0.21082,110,549,0.17667,0.24497
2007,Bavaria,Couple with children,Just Right,0.72356,400,549,0.68612,0.76101
2007,Bavaria,Couple with children,A Bit Too Large,0.04328,39,549,0.02624,0.06031
2007,Berlin,Single-person household,Just Right,0.75166,126,126,0.67592,0.82740
2007,Berlin,Couple without children,Just Right,0.73122,107,107,0.64683,0.81562
2007,Berlin,Couple with children,Just Right,0.69841,71,71,0.59089,0.80592
2007,Brandenburg,Single-person household,Just Right,0.80312,111,111,0.72880,0.87743
2007,Brandenburg,Couple without children,Just Right,0.83103,138,138,0.76828,0.89378
2007,Brandenburg,Couple with children,Just Right,0.77197,100,100,0.68932,0.85461
2007,Mecklenburg-Western Pomerania,Single-person household,Just Right,0.74649,56,56,0.63152,0.86146
2007,Mecklenburg-Western Pomerania,Couple without children,Just Right,0.72350,71,71,0.61872,0.82828
2007,Mecklenburg-Western Pomerania,Couple with children,Just Right,0.77240,60,60,0.66542,0.87939
2007,Saxony,Single-person household,Just Right,0.79515,185,217,0.74132,0.84897
2007,Saxony,Single-person household,A Bit Too Large,0.11922,32,217,0.07600,0.16243
2007,Saxony,Couple without children,A Bit Too Small,0.09995,31,266,0.06384,0.13606
2007,Saxony,Couple without children,Just Right,0.79843,235,266,0.75013,0.84673
2007,Saxony,Single parent,Just Right,0.64767,36,36,0.48941,0.80593
2007,Saxony,Couple with children,A Bit Too Small,0.22601,38,211,0.16945,0.28258
2007,Saxony,Couple with children,Just Right,0.69622,173,211,0.63401,0.75842
2007,Saxony-Anhalt,Single-person household,Just Right,0.70484,86,86,0.60787,0.80180
2007,Saxony-Anhalt,Couple without children,Just Right,0.81833,135,135,0.75304,0.88361
2007,Saxony-Anhalt,Couple with children,Just Right,0.81560,112,112,0.74345,0.88775
2007,Thuringa,Single-person household,Just Right,0.76091,103,103,0.67814,0.84369
2007,Thuringa,Couple without children,Just Right,0.69489,122,122,0.61285,0.77694
2007,Thuringa,Couple with children,Just Right,0.73961,111,111,0.65760,0.82162
2008,Schleswig-Holstein,Single-person household,Just Right,0.74576,69,69,0.64227,0.84926
2008,Schleswig-Holstein,Couple without children,Just Right,0.76663,94,94,0.68067,0.85260
2008,Schleswig-Holstein,Couple with children,Just Right,0.75460,75,75,0.65655,0.85265
2008,Hamburg,Single-person household,Just Right,0.75857,58,58,0.64747,0.86967
2008,Hamburg,Couple without children,Just Right,0.82592,47,47,0.71634,0.93550
2008,Lower Saxony,Single-person household,Just Right,0.60589,155,209,0.53948,0.67230
2008,Lower Saxony,Single-person household,A Bit Too Large,0.23077,54,209,0.17351,0.28803
2008,Lower Saxony,Couple without children,Just Right,0.71437,240,308,0.66384,0.76490
2008,Lower Saxony,Couple without children,A Bit Too Large,0.19512,68,308,0.15079,0.23945
2008,Lower Saxony,Single parent,Just Right,0.67851,42,42,0.53554,0.82147
2008,Lower Saxony,Couple with children,A Bit Too Small,0.15634,44,295,0.11482,0.19785
2008,Lower Saxony,Couple with children,Just Right,0.70813,220,295,0.65616,0.76010
2008,Lower Saxony,Couple with children,A Bit Too Large,0.09169,31,295,0.05870,0.12467
2008,North Rhine-Westphalia,Single-person household,A Bit Too Small,0.06134,44,535,0.04099,0.08169
2008,North Rhine-Westphalia,Single-person household,Just Right,0.74986,408,535,0.71313,0.78660
2008,North Rhine-Westphalia,Single-person household,A Bit Too Large,0.15230,83,535,0.12182,0.18277
2008,North Rhine-Westphalia,Couple without children,A Bit Too Small,0.08570,65,745,0.06559,0.10582
2008,North Rhine-Westphalia,Couple without children,Just Right,0.73088,557,745,0.69901,0.76275
2008,North Rhine-Westphalia,Couple without children,A Bit Too Large,0.14939,123,745,0.12378,0.17501
2008,North Rhine-Westphalia,Single parent,Just Right,0.67719,90,90,0.58005,0.77432
2008,North Rhine-Westphalia,Couple with children,A Bit Too Small,0.18613,108,667,0.15657,0.21570
2008,North Rhine-Westphalia,Couple with children,Just Right,0.72861,528,667,0.69484,0.76238
2008,North Rhine-Westphalia,Couple with children,A Bit Too Large,0.04346,31,667,0.02797,0.05895
2008,Hesse,Single-person household,Just Right,0.67045,118,150,0.59497,0.74592
2008,Hesse,Single-person household,A Bit Too Large,0.13175,32,150,0.07744,0.18605
2008,Hesse,Couple without children,Just Right,0.66600,177,234,0.60544,0.72656
2008,Hesse,Couple without children,A Bit Too Large,0.18699,57,234,0.13693,0.23706
2008,Hesse,Couple with children,A Bit Too Small,0.24080,55,215,0.18351,0.29808
2008,Hesse,Couple with children,Just Right,0.66557,160,215,0.60236,0.72879
2008,"Rhineland-Palatinate, Saarland",Single-person household,Just Right,0.60880,117,159,0.53271,0.68490
2008,"Rhineland-Palatinate, Saarland",Single-person household,A Bit Too Large,0.20324,42,159,0.14049,0.26599
2008,"Rhineland-Palatinate, Saarland",Couple without children,Just Right,0.69856,125,161,0.62746,0.76967
2008,"Rhineland-Palatinate, Saarland",Couple without children,A Bit Too Large,0.19371,36,161,0.13247,0.25495
2008,"Rhineland-Palatinate, Saarland",Single parent,Just Right,0.67719,32,32,0.51260,0.84178
2008,"Rhineland-Palatinate, Saarland",Couple with children,A Bit Too Small,0.18206,36,174,0.12455,0.23956
2008,"Rhineland-Palatinate, Saarland",Couple with children,Just Right,0.75838,138,174,0.69459,0.82217
2008,Baden-Wuerttemberg,Single-person household,A Bit Too Small,0.11109,43,326,0.07693,0.14526
2008,Baden-Wuerttemberg,Single-person household,Just Right,0.68359,230,326,0.63303,0.73416
2008,Baden-Wuerttemberg,Single-person household,A Bit Too Large,0.15391,53,326,0.11467,0.19314
2008,Baden-Wuerttemberg,Couple without children,A Bit Too Small,0.07496,35,409,0.04941,0.10051
2008,Baden-Wuerttemberg,Couple without children,Just Right,0.71800,300,409,0.67433,0.76166
2008,Baden-Wuerttemberg,Couple without children,A Bit Too Large,0.18362,74,409,0.14605,0.22119
2008,Baden-Wuerttemberg,Single parent,Just Right,0.74570,60,60,0.63458,0.85682
2008,Baden-Wuerttemberg,Couple with children,A Bit Too Small,0.19104,72,386,0.15177,0.23031
2008,Baden-Wuerttemberg,Couple with children,Just Right,0.70600,314,386,0.66050,0.75151
2008,Bavaria,Single-person household,A Bit Too Small,0.13355,54,388,0.09966,0.16744
2008,Bavaria,Single-person household,Just Right,0.67596,273,388,0.62933,0.72259
2008,Bavaria,Single-person household,A Bit Too Large,0.15092,61,388,0.11525,0.18658
2008,Bavaria,Couple without children,A Bit Too Small,0.11995,50,489,0.09112,0.14878
2008,Bavaria,Couple without children,Just Right,0.67396,348,489,0.63237,0.71555
2008,Bavaria,Couple without children,A Bit Too Large,0.17126,91,489,0.13784,0.20469
2008,Bavaria,Single parent,Just Right,0.64921,60,60,0.52744,0.77098
2008,Bavaria,Couple with children,A Bit Too Small,0.18784,90,499,0.15353,0.22214
2008,Bavaria,Couple with children,Just Right,0.69347,370,499,0.65298,0.73397
2008,Bavaria,Couple with children,A Bit Too Large,0.07389,39,499,0.05091,0.09687
2008,Berlin,Single-person household,Just Right,0.71312,125,125,0.63351,0.79273
2008,Berlin,Couple without children,Just Right,0.76154,110,110,0.68153,0.84154
2008,Berlin,Couple with children,Just Right,0.74165,64,64,0.63356,0.84975
2008,Brandenburg,Single-person household,Just Right,0.76679,109,109,0.68704,0.84655
2008,Brandenburg,Couple without children,Just Right,0.79030,131,131,0.72032,0.86028
2008,Brandenburg,Couple with children,A Bit Too Small,0.23034,32,116,0.15338,0.30729
2008,Brandenburg,Couple with children,Just Right,0.71363,84,116,0.63100,0.79625
2008,Mecklenburg-Western Pomerania,Single-person household,Just Right,0.75164,57,57,0.63848,0.86480
2008,Mecklenburg-Western Pomerania,Couple without children,Just Right,0.76275,80,80,0.66894,0.85656
2008,Mecklenburg-Western Pomerania,Couple with children,Just Right,0.80223,55,55,0.69600,0.90847
2008,Saxony,Single-person household,Just Right,0.79042,179,179,0.73063,0.85021
2008,Saxony,Couple without children,Just Right,0.83130,238,269,0.78647,0.87614
2008,Saxony,Couple without children,A Bit Too Large,0.06657,31,269,0.03673,0.09642
2008,Saxony,Single parent,Just Right,0.72346,34,34,0.57085,0.87607
2008,Saxony,Couple with children,A Bit Too Small,0.25124,39,204,0.19157,0.31090
2008,Saxony,Couple with children,Just Right,0.66082,165,204,0.59570,0.72595
2008,Saxony-Anhalt,Single-person household,Just Right,0.71255,86,86,0.61633,0.80876
2008,Saxony-Anhalt,Couple without children,Just Right,0.75435,125,125,0.67858,0.83012
2008,Saxony-Anhalt,Couple with children,Just Right,0.68612,90,90,0.58971,0.78254
2008,Thuringa,Single-person household,Just Right,0.73011,93,93,0.63940,0.82082
2008,Thuringa,Couple without children,Just Right,0.77153,130,130,0.69908,0.84398
2008,Thuringa,Couple with children,Just Right,0.77519,98,98,0.69212,0.85827
2009,Schleswig-Holstein,Single-person household,Just Right,0.69345,61,61,0.57679,0.81011
2009,Schleswig-Holstein,Couple without children,Just Right,0.70351,84,84,0.60525,0.80177
2009,Schleswig-Holstein,Couple with children,Just Right,0.69966,58,58,0.58065,0.81867
2009,Hamburg,Single-person household,Just Right,0.73623,57,57,0.62081,0.85165
2009,Hamburg,Couple without children,Just Right,0.79808,43,43,0.67668,0.91949
2009,Lower Saxony,Single-person household,Just Right,0.62100,157,203,0.55409,0.68790
2009,Lower Saxony,Single-person household,A Bit Too Large,0.20273,46,203,0.14729,0.25817
2009,Lower Saxony,Couple without children,Just Right,0.67365,231,300,0.62051,0.72680
2009,Lower Saxony,Couple without children,A Bit Too Large,0.21647,69,300,0.16979,0.26315
2009,Lower Saxony,Couple with children,A Bit Too Small,0.24116,49,247,0.18770,0.29462
2009,Lower Saxony,Couple with children,Just Right,0.62875,198,247,0.56837,0.68912
2009,North Rhine-Westphalia,Single-person household,A Bit Too Small,0.09487,54,522,0.06971,0.12004
2009,North Rhine-Westphalia,Single-person household,Just Right,0.74145,390,522,0.70385,0.77905
2009,North Rhine-Westphalia,Single-person household,A Bit Too Large,0.13572,78,522,0.10631,0.16513
2009,North Rhine-Westphalia,Couple without children,A Bit Too Small,0.08629,53,679,0.06515,0.10743
2009,North Rhine-Westphalia,Couple without children,Just Right,0.72873,513,679,0.69526,0.76220
2009,North Rhine-Westphalia,Couple without children,A Bit Too Large,0.14566,113,679,0.11911,0.17222
2009,North Rhine-Westphalia,Single parent,Just Right,0.69553,78,78,0.59275,0.79832
2009,North Rhine-Westphalia,Couple with children,A Bit Too Small,0.19141,115,620,0.16042,0.22240
2009,North Rhine-Westphalia,Couple with children,Just Right,0.70779,473,620,0.67197,0.74362
2009,North Rhine-Westphalia,Couple with children,A Bit Too Large,0.06242,32,620,0.04336,0.08148
2009,Hesse,Single-person household,Just Right,0.68844,123,123,0.60625,0.77062
2009,Hesse,Couple without children,Just Right,0.59096,156,210,0.52430,0.65762
2009,Hesse,Couple without children,A Bit Too Large,0.20945,54,210,0.15429,0.26462
2009,Hesse,Couple with children,A Bit Too Small,0.26281,49,185,0.19921,0.32641
2009,Hesse,Couple with children,Just Right,0.65158,136,185,0.58273,0.72043
2009,"Rhineland-Palatinate, Saarland",Single-person household,Just Right,0.65204,121,156,0.57705,0.72703
2009,"Rhineland-Palatinate, Saarland",Single-person household,A Bit Too Large,0.17491,35,156,0.11511,0.23472
2009,"Rhineland-Palatinate, Saarland",Couple without children,Just Right,0.75181,121,156,0.68380,0.81981
2009,"Rhineland-Palatinate, Saarland",Couple without children,A Bit Too Large,0.17653,35,156,0.11651,0.23656
2009,"Rhineland-Palatinate, Saarland",Couple with children,Just Right,0.72065,129,129,0.64292,0.79838
2009,Baden-Wuerttemberg,Single-person household,A Bit Too Small,0.12370,35,297,0.08620,0.16121
2009,Baden-Wuerttemberg,Single-person household,Just Right,0.66794,217,297,0.61429,0.72159
2009,Baden-Wuerttemberg,Single-person household,A Bit Too Large,0.16505,45,297,0.12276,0.20734
2009,Baden-Wuerttemberg,Couple without children,A Bit Too Small,0.09304,39,365,0.06320,0.12288
2009,Baden-Wuerttemberg,Couple without children,Just Right,0.65483,252,365,0.60599,0.70367
2009,Baden-Wuerttemberg,Couple without children,A Bit Too Large,0.22771,74,365,0.18463,0.27079
2009,Baden-Wuerttemberg,Single parent,Just Right,0.63763,45,45,0.49559,0.77966
2009,Baden-Wuerttemberg,Couple with children,A Bit Too Small,0.16903,69,369,0.13074,0.20733
2009,Baden-Wuerttemberg,Couple with children,Just Right,0.68312,264,369,0.63558,0.73065
2009,Baden-Wuerttemberg,Couple with children,A Bit Too Large,0.11546,36,369,0.08281,0.14811
2009,Bavaria,Single-person household,A Bit Too Small,0.12229,47,368,0.08877,0.15580
2009,Bavaria,Single-person household,Just Right,0.71073,270,368,0.66434,0.75712
2009,Bavaria,Single-person household,A Bit Too Large,0.12534,51,368,0.09146,0.15921
2009,Bavaria,Couple without children,A Bit Too Small,0.13910,53,475,0.10794,0.17025
2009,Bavaria,Couple without children,Just Right,0.66344,330,475,0.62090,0.70598
2009,Bavaria,Couple without children,A Bit Too Large,0.18805,92,475,0.15287,0.22323
2009,Bavaria,Single parent,Just Right,0.61453,53,53,0.48224,0.74682
2009,Bavaria,Couple with children,A Bit Too Small,0.18854,86,464,0.15291,0.22416
2009,Bavaria,Couple with children,Just Right,0.68813,338,464,0.64593,0.73033
2009,Bavaria,Couple with children,A Bit Too Large,0.07936,40,464,0.05474,0.10398
2009,Berlin,Single-person household,Just Right,0.69804,112,112,0.61263,0.78345
2009,Berlin,Couple without children,Just Right,0.67868,110,110,0.59102,0.76635
2009,Berlin,Couple with children,Just Right,0.67944,49,49,0.54741,0.81147
2009,Brandenburg,Single-person household,Just Right,0.80665,105,105,0.73074,0.88255
2009,Brandenburg,Couple without children,Just Right,0.75846,133,133,0.68544,0.83148
2009,Brandenburg,Couple with children,Just Right,0.67025,81,81,0.56723,0.77327
2009,Mecklenburg-Western Pomerania,Single-person household,Just Right,0.75937,55,55,0.64536,0.87339
2009,Mecklenburg-Western Pomerania,Couple without children,Just Right,0.74808,84,84,0.65469,0.84147
2009,Mecklenburg-Western Pomerania,Couple with children,Just Right,0.80240,46,46,0.68605,0.91874
2009,Saxony,Single-person household,Just Right,0.80826,163,163,0.74763,0.86888
2009,Saxony,Couple without children,Just Right,0.79543,212,247,0.74502,0.84584
2009,Saxony,Couple without children,A Bit Too Large,0.09331,35,247,0.05696,0.12965
2009,Saxony,Couple with children,A Bit Too Small,0.23018,37,196,0.17109,0.28926
2009,Saxony,Couple with children,Just Right,0.68730,159,196,0.62223,0.75237
2009,Saxony-Anhalt,Single-person household,Just Right,0.70714,82,82,0.60803,0.80624
2009,Saxony-Anhalt,Couple without children,Just Right,0.74894,121,121,0.67136,0.82653
2009,Saxony-Anhalt,Couple with children,Just Right,0.67304,91,91,0.57612,0.76996
2009,Thuringa,Single-person household,Just Right,0.76223,87,87,0.67226,0.85221
2009,Thuringa,Couple without children,Just Right,0.72059,122,122,0.64064,0.80054
2009,Thuringa,Couple with children,Just Right,0.65643,91,91,0.55832,0.75455
2010,Schleswig-Holstein,Single-person household,Just Right,0.76615,58,58,0.65626,0.87604
2010,Schleswig-Holstein,Couple without children,Just Right,0.62525,78,78,0.51713,0.73337
2010,Schleswig-Holstein,Single parent,Just Right,0.62429,46,46,0.48279,0.76580
2010,Schleswig-Holstein,Couple with children,A Bit Too Small,0.16843,38,158,0.10989,0.22698
2010,Schleswig-Holstein,Couple with children,Just Right,0.68654,120,158,0.61397,0.75910
2010,Hamburg,Single-person household,Just Right,0.72420,50,50,0.59906,0.84934
2010,Hamburg,Couple without children,Just Right,0.68742,45,45,0.55045,0.82439
2010,Hamburg,Couple with children,A Bit Too Small,0.50923,32,69,0.39041,0.62805
2010,Hamburg,Couple with children,Just Right,0.44970,37,69,0.33146,0.56794
2010,Lower Saxony,Single-person household,Just Right,0.60679,148,191,0.53733,0.67624
2010,Lower Saxony,Single-person household,A Bit Too Large,0.19938,43,191,0.14257,0.25619
2010,Lower Saxony,Couple without children,Just Right,0.70125,225,283,0.64782,0.75467
2010,Lower Saxony,Couple without children,A Bit Too Large,0.19451,58,283,0.14831,0.24071
2010,Lower Saxony,Single parent,Just Right,0.73934,126,126,0.66238,0.81630
2010,Lower Saxony,Couple with children,A Bit Too Small,0.20213,116,492,0.16660,0.23765
2010,Lower Saxony,Couple with children,Just Right,0.68738,336,492,0.64638,0.72839
2010,Lower Saxony,Couple with children,A Bit Too Large,0.07282,40,492,0.04984,0.09581
2010,North Rhine-Westphalia,Single-person household,A Bit Too Small,0.07512,36,465,0.05114,0.09910
2010,North Rhine-Westphalia,Single-person household,Just Right,0.73064,351,465,0.69028,0.77101
2010,North Rhine-Westphalia,Single-person household,A Bit Too Large,0.16147,78,465,0.12799,0.19496
2010,North Rhine-Westphalia,Couple without children,A Bit Too Small,0.09314,52,653,0.07083,0.11545
2010,North Rhine-Westphalia,Couple without children,Just Right,0.72829,483,653,0.69414,0.76243
2010,North Rhine-Westphalia,Couple without children,A Bit Too Large,0.15000,118,653,0.12259,0.17741
2010,North Rhine-Westphalia,Single parent,A Bit Too Small,0.21628,87,314,0.17067,0.26189
2010,North Rhine-Westphalia,Single parent,Just Right,0.66483,227,314,0.61253,0.71712
2010,North Rhine-Westphalia,Couple with children,Much Too Small,0.01851,59,1253,0.01104,0.02598
2010,North Rhine-Westphalia,Couple with children,A Bit Too Small,0.19190,297,1253,0.17009,0.21371
2010,North Rhine-Westphalia,Couple with children,Just Right,0.73495,848,1253,0.71050,0.75940
2010,North Rhine-Westphalia,Couple with children,A Bit Too Large,0.04778,49,1253,0.03597,0.05960
2010,Hesse,Single-person household,Just Right,0.66634,112,112,0.57862,0.75406
2010,Hesse,Couple without children,Just Right,0.70349,167,208,0.64127,0.76571
2010,Hesse,Couple without children,A Bit Too Large,0.17696,41,208,0.12497,0.22895
2010,Hesse,Single parent,A Bit Too Small,0.23070,36,110,0.15161,0.30979
2010,Hesse,Single parent,Just Right,0.64054,74,110,0.55045,0.73062
2010,Hesse,Couple with children,Much Too Small,0.03892,34,401,0.01997,0.05788
2010,Hesse,Couple with children,A Bit Too Small,0.21631,112,401,0.17596,0.25666
2010,Hesse,Couple with children,Just Right,0.67855,255,401,0.63278,0.72432
2010,"Rhineland-Palatinate, Saarland",Single-person household,Just Right,0.64357,113,160,0.56913,0.71802
2010,"Rhineland-Palatinate, Saarland",Single-person household,A Bit Too Large,0.23263,47,160,0.16696,0.29831
2010,"Rhineland-Palatinate, Saarland",Couple without children,Just Right,0.71559,115,115,0.63278,0.79841
2010,"Rhineland-Palatinate, Saarland",Single parent,Just Right,0.71240,60,60,0.59690,0.82790
2010,"Rhineland-Palatinate, Saarland",Couple with children,A Bit Too Small,0.14307,59,292,0.10284,0.18330
2010,"Rhineland-Palatinate, Saarland",Couple with children,Just Right,0.71518,233,292,0.66332,0.76703
2010,Baden-Wuerttemberg,Single-person household,A Bit Too Small,0.11482,34,289,0.07800,0.15164
2010,Baden-Wuerttemberg,Single-person household,Just Right,0.69381,216,289,0.64057,0.74704
2010,Baden-Wuerttemberg,Single-person household,A Bit Too Large,0.13214,39,289,0.09303,0.17125
2010,Baden-Wuerttemberg,Couple without children,A Bit Too Small,0.08253,33,340,0.05324,0.11182
2010,Baden-Wuerttemberg,Couple without children,Just Right,0.65647,236,340,0.60592,0.70702
2010,Baden-Wuerttemberg,Couple without children,A Bit Too Large,0.23002,71,340,0.18522,0.27482
2010,Baden-Wuerttemberg,Single parent,A Bit Too Small,0.20585,39,173,0.14542,0.26628
2010,Baden-Wuerttemberg,Single parent,Just Right,0.59367,134,173,0.52027,0.66707
2010,Baden-Wuerttemberg,Couple with children,Much Too Small,0.02638,41,741,0.01483,0.03792
2010,Baden-Wuerttemberg,Couple with children,A Bit Too Small,0.18104,194,741,0.15330,0.20878
2010,Baden-Wuerttemberg,Couple with children,Just Right,0.69083,463,741,0.65753,0.72413
2010,Baden-Wuerttemberg,Couple with children,A Bit Too Large,0.09540,43,741,0.07423,0.11656
2010,Bavaria,Single-person household,A Bit Too Small,0.12967,42,348,0.09432,0.16501
2010,Bavaria,Single-person household,Just Right,0.68070,241,348,0.63164,0.72975
2010,Bavaria,Single-person household,A Bit Too Large,0.17083,65,348,0.13123,0.21043
2010,Bavaria,Couple without children,A Bit Too Small,0.12383,45,452,0.09343,0.15423
2010,Bavaria,Couple without children,Just Right,0.66785,314,452,0.62438,0.71131
2010,Bavaria,Couple without children,A Bit Too Large,0.17295,93,452,0.13805,0.20786
2010,Bavaria,Single parent,A Bit Too Small,0.21368,55,221,0.15951,0.26784
2010,Bavaria,Single parent,Just Right,0.65996,166,221,0.59736,0.72256
2010,Bavaria,Couple with children,Much Too Small,0.02773,34,906,0.01703,0.03843
2010,Bavaria,Couple with children,A Bit Too Small,0.21568,222,906,0.18888,0.24247
2010,Bavaria,Couple with children,Just Right,0.65940,596,906,0.62852,0.69027
2010,Bavaria,Couple with children,A Bit Too Large,0.07432,54,906,0.05723,0.09141
2010,Berlin,Single-person household,A Bit Too Small,0.18936,31,153,0.12707,0.25164
2010,Berlin,Single-person household,Just Right,0.73665,122,153,0.66663,0.80668
2010,Berlin,Couple without children,Just Right,0.77455,110,110,0.69610,0.85300
2010,Berlin,Single parent,A Bit Too Small,0.30599,33,82,0.20563,0.40634
2010,Berlin,Single parent,Just Right,0.51584,49,82,0.40701,0.62468
2010,Berlin,Couple with children,A Bit Too Small,0.30419,65,161,0.23290,0.37548
2010,Berlin,Couple with children,Just Right,0.62383,96,161,0.54877,0.69890
2010,Brandenburg,Single-person household,Just Right,0.70269,87,87,0.60609,0.79930
2010,Brandenburg,Couple without children,Just Right,0.71442,126,126,0.63524,0.79361
2010,Brandenburg,Single parent,Just Right,0.64491,51,51,0.51227,0.77756
2010,Brandenburg,Couple with children,A Bit Too Small,0.24082,48,172,0.17673,0.30490
2010,Brandenburg,Couple with children,Just Right,0.70630,124,172,0.63804,0.77457
2010,Mecklenburg-Western Pomerania,Single-person household,Just Right,0.78021,58,58,0.67270,0.88771
2010,Mecklenburg-Western Pomerania,Couple without children,Just Right,0.66950,75,75,0.56233,0.77668
2010,Mecklenburg-Western Pomerania,Single parent,Just Right,0.73116,41,41,0.59376,0.86855
2010,Mecklenburg-Western Pomerania,Couple with children,Just Right,0.71567,71,71,0.60999,0.82134
2010,Saxony,Single-person household,Just Right,0.76597,142,142,0.69609,0.83586
2010,Saxony,Couple without children,Just Right,0.73974,195,195,0.67799,0.80148
2010,Saxony,Single parent,Just Right,0.68475,60,60,0.56619,0.80331
2010,Saxony,Couple with children,A Bit Too Small,0.24669,100,347,0.20127,0.29211
2010,Saxony,Couple with children,Just Right,0.65166,247,347,0.60145,0.70186
2010,Saxony-Anhalt,Single-person household,Just Right,0.66630,79,79,0.56166,0.77095
2010,Saxony-Anhalt,Couple without children,Just Right,0.77662,117,117,0.70082,0.85241
2010,Saxony-Anhalt,Single parent,Just Right,0.55556,41,41,0.40157,0.70955
2010,Saxony-Anhalt,Couple with children,A Bit Too Small,0.12114,32,156,0.06977,0.17251
2010,Saxony-Anhalt,Couple with children,Just Right,0.61646,124,156,0.53991,0.69301
2010,Thuringa,Single-person household,Just Right,0.78466,89,89,0.69877,0.87054
2010,Thuringa,Couple without children,Just Right,0.75609,119,119,0.67861,0.83357
2010,Thuringa,Single parent,Just Right,0.69729,42,42,0.55665,0.83792
2010,Thuringa,Couple with children,A Bit Too Small,0.19445,50,179,0.13630,0.25259
2010,Thuringa,Couple with children,Just Right,0.74541,129,179,0.68141,0.80941
2011,Schleswig-Holstein,Single-person household,Just Right,0.79473,94,94,0.71264,0.87682
2011,Schleswig-Holstein,Couple without children,Just Right,0.68773,119,119,0.60412,0.77135
2011,Schleswig-Holstein,Single parent,Just Right,0.71380,65,65,0.60306,0.82453
2011,Schleswig-Holstein,Couple with children,A Bit Too Small,0.19355,47,198,0.13838,0.24872
2011,Schleswig-Holstein,Couple with children,Just Right,0.74396,151,198,0.68301,0.80491
2011,Hamburg,Single-person household,Just Right,0.75677,57,57,0.64440,0.86914
2011,Hamburg,Couple without children,Just Right,0.64448,47,47,0.50615,0.78280
2011,Hamburg,Couple with children,A Bit Too Small,0.46529,38,79,0.35459,0.57598
2011,Hamburg,Couple with children,Just Right,0.45288,41,79,0.34241,0.56335
2011,Lower Saxony,Single-person household,Just Right,0.64878,185,231,0.58708,0.71047
2011,Lower Saxony,Single-person household,A Bit Too Large,0.16616,46,231,0.11805,0.21426
2011,Lower Saxony,Couple without children,Just Right,0.70250,303,394,0.65731,0.74770
2011,Lower Saxony,Couple without children,A Bit Too Large,0.21022,91,394,0.16993,0.25051
2011,Lower Saxony,Single parent,Just Right,0.78074,156,156,0.71560,0.84588
2011,Lower Saxony,Couple with children,A Bit Too Small,0.18038,118,554,0.14833,0.21243
2011,Lower Saxony,Couple with children,Just Right,0.66680,382,554,0.62752,0.70609
2011,Lower Saxony,Couple with children,A Bit Too Large,0.11716,54,554,0.09035,0.14396
2011,North Rhine-Westphalia,Single-person household,A Bit Too Small,0.09100,54,618,0.06831,0.11370
2011,North Rhine-Westphalia,Single-person household,Just Right,0.72285,456,618,0.68754,0.75817
2011,North Rhine-Westphalia,Single-person household,A Bit Too Large,0.16021,108,618,0.13126,0.18915
2011,North Rhine-Westphalia,Couple without children,A Bit Too Small,0.11635,84,829,0.09451,0.13819
2011,North Rhine-Westphalia,Couple without children,Just Right,0.69584,589,829,0.66450,0.72717
2011,North Rhine-Westphalia,Couple without children,A Bit Too Large,0.16301,156,829,0.13785,0.18817
2011,North Rhine-Westphalia,Single parent,A Bit Too Small,0.18643,88,435,0.14979,0.22308
2011,North Rhine-Westphalia,Single parent,Just Right,0.68611,316,435,0.64245,0.72977
2011,North Rhine-Westphalia,Single parent,A Bit Too Large,0.08506,31,435,0.05881,0.11130
2011,North Rhine-Westphalia,Couple with children,Much Too Small,0.02734,54,1299,0.01847,0.03621
2011,North Rhine-Westphalia,Couple with children,A Bit Too Small,0.17622,295,1299,0.15549,0.19694
2011,North Rhine-Westphalia,Couple with children,Just Right,0.71154,875,1299,0.68689,0.73619
2011,North Rhine-Westphalia,Couple with children,A Bit Too Large,0.07649,75,1299,0.06203,0.09094
2011,Hesse,Single-person household,Just Right,0.70381,162,202,0.64069,0.76693
2011,Hesse,Single-person household,A Bit Too Large,0.14377,40,202,0.09526,0.19227
2011,Hesse,Couple without children,Just Right,0.68265,189,244,0.62413,0.74118
2011,Hesse,Couple without children,A Bit Too Large,0.18276,55,244,0.13417,0.23136
2011,Hesse,Single parent,A Bit Too Small,0.20972,43,137,0.14130,0.27815
2011,Hesse,Single parent,Just Right,0.60702,94,137,0.52493,0.68911
2011,Hesse,Couple with children,Much Too Small,0.04432,38,470,0.02570,0.06295
2011,Hesse,Couple with children,A Bit Too Small,0.24760,119,470,0.20854,0.28667
2011,Hesse,Couple with children,Just Right,0.60334,280,470,0.55907,0.64762
2011,Hesse,Couple with children,A Bit Too Large,0.09457,33,470,0.06809,0.12105
2011,"Rhineland-Palatinate, Saarland",Single-person household,Just Right,0.66594,150,195,0.59957,0.73231
2011,"Rhineland-Palatinate, Saarland",Single-person household,A Bit Too Large,0.17304,45,195,0.11981,0.22627
