year,rentown,sampreg,hgseval,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1995,Owner,East,Just Right,0.77279,438,549,0.73771,0.80788
1995,Owner,East,A Bit Too Large,0.13042,62,549,0.10223,0.15862
1995,Tenant,West,Much Too Small,0.03548,155,3002,0.02886,0.04210
1995,Tenant,West,A Bit Too Small,0.20187,684,3002,0.18751,0.21624
1995,Tenant,West,Just Right,0.68680,2017,3002,0.67020,0.70339
1995,Tenant,West,A Bit Too Large,0.05716,146,3002,0.04885,0.06547
1995,Tenant,East,Much Too Small,0.03070,52,1254,0.02114,0.04025
1995,Tenant,East,A Bit Too Small,0.22072,298,1254,0.19775,0.24368
1995,Tenant,East,Just Right,0.66717,819,1254,0.64108,0.69326
1995,Tenant,East,A Bit Too Large,0.07043,85,1254,0.05626,0.08459
1996,Owner,West,A Bit Too Small,0.07867,159,1759,0.06609,0.09126
1996,Owner,West,Just Right,0.71637,1343,1759,0.69530,0.73744
1996,Owner,West,A Bit Too Large,0.17157,257,1759,0.15394,0.18919
1996,Owner,East,A Bit Too Small,0.07242,41,569,0.05111,0.09374
1996,Owner,East,Just Right,0.79857,477,569,0.76558,0.83155
1996,Owner,East,A Bit Too Large,0.10863,51,569,0.08304,0.13422
1996,Tenant,West,Much Too Small,0.02607,131,2933,0.02030,0.03183
1996,Tenant,West,A Bit Too Small,0.19525,637,2933,0.18090,0.20959
1996,Tenant,West,Just Right,0.69749,2013,2933,0.68086,0.71411
1996,Tenant,West,A Bit Too Large,0.06446,152,2933,0.05557,0.07335
1996,Tenant,East,Much Too Small,0.03679,50,1241,0.02631,0.04727
1996,Tenant,East,A Bit Too Small,0.21503,300,1241,0.19217,0.23790
1996,Tenant,East,Just Right,0.66737,807,1241,0.64114,0.69359
1996,Tenant,East,A Bit Too Large,0.07166,84,1241,0.05730,0.08601
1997,Owner,West,A Bit Too Small,0.08438,177,1799,0.07153,0.09722
1997,Owner,West,Just Right,0.72744,1381,1799,0.70686,0.74803
1997,Owner,West,A Bit Too Large,0.16208,241,1799,0.14505,0.17912
1997,Owner,East,A Bit Too Small,0.07713,48,586,0.05551,0.09875
1997,Owner,East,Just Right,0.78769,483,586,0.75455,0.82083
1997,Owner,East,A Bit Too Large,0.11241,55,586,0.08681,0.13800
1997,Tenant,West,Much Too Small,0.02479,102,2846,0.01907,0.03050
1997,Tenant,West,A Bit Too Small,0.20280,626,2846,0.18802,0.21757
1997,Tenant,West,Just Right,0.69231,1978,2846,0.67535,0.70927
1997,Tenant,West,A Bit Too Large,0.06657,140,2846,0.05741,0.07573
1997,Tenant,East,Much Too Small,0.03115,42,1215,0.02138,0.04093
1997,Tenant,East,A Bit Too Small,0.21031,267,1215,0.18738,0.23323
1997,Tenant,East,Just Right,0.67428,822,1215,0.64792,0.70064
1997,Tenant,East,A Bit Too Large,0.07752,84,1215,0.06248,0.09256
1998,Owner,West,A Bit Too Small,0.08370,198,2162,0.07202,0.09537
1998,Owner,West,Just Right,0.71516,1615,2162,0.69613,0.73419
1998,Owner,West,A Bit Too Large,0.15795,311,2162,0.14257,0.17332
1998,Owner,West,Much Too Large,0.02096,38,2162,0.01492,0.02700
1998,Owner,East,A Bit Too Small,0.06184,44,670,0.04358,0.08009
1998,Owner,East,Just Right,0.75944,543,670,0.72705,0.79183
1998,Owner,East,A Bit Too Large,0.14910,83,670,0.12211,0.17609
1998,Tenant,West,Much Too Small,0.03580,134,3129,0.02929,0.04231
1998,Tenant,West,A Bit Too Small,0.18014,639,3129,0.16667,0.19360
1998,Tenant,West,Just Right,0.68647,2187,3129,0.67021,0.70273
1998,Tenant,West,A Bit Too Large,0.06531,169,3129,0.05665,0.07397
1998,Tenant,East,Much Too Small,0.02381,40,1268,0.01542,0.03221
1998,Tenant,East,A Bit Too Small,0.20608,270,1268,0.18380,0.22835
1998,Tenant,East,Just Right,0.67054,849,1268,0.64466,0.69642
1998,Tenant,East,A Bit Too Large,0.09452,109,1268,0.07841,0.11062
1999,Owner,West,A Bit Too Small,0.08869,199,2132,0.07662,0.10076
1999,Owner,West,Just Right,0.73191,1643,2132,0.71311,0.75072
1999,Owner,West,A Bit Too Large,0.15722,290,2132,0.14177,0.17268
1999,Owner,East,A Bit Too Small,0.06331,47,674,0.04491,0.08170
1999,Owner,East,Just Right,0.79403,555,674,0.76347,0.82458
1999,Owner,East,A Bit Too Large,0.12855,72,674,0.10326,0.15384
1999,Tenant,West,Much Too Small,0.02723,106,3008,0.02141,0.03305
1999,Tenant,West,A Bit Too Small,0.18915,624,3008,0.17515,0.20315
1999,Tenant,West,Just Right,0.71530,2115,3008,0.69917,0.73143
1999,Tenant,West,A Bit Too Large,0.06112,163,3008,0.05256,0.06969
1999,Tenant,East,A Bit Too Small,0.18731,247,1212,0.16533,0.20928
1999,Tenant,East,Just Right,0.72757,883,1212,0.70249,0.75265
1999,Tenant,East,A Bit Too Large,0.06464,82,1212,0.05079,0.07849
2000,Owner,West,A Bit Too Small,0.07071,336,4613,0.06331,0.07811
2000,Owner,West,Just Right,0.74837,3557,4613,0.73585,0.76090
2000,Owner,West,A Bit Too Large,0.14727,642,4613,0.13704,0.15750
2000,Owner,West,Much Too Large,0.02213,78,4613,0.01788,0.02638
2000,Owner,East,A Bit Too Small,0.05861,76,1135,0.04493,0.07228
2000,Owner,East,Just Right,0.78466,916,1135,0.76073,0.80858
2000,Owner,East,A Bit Too Large,0.13532,143,1135,0.11541,0.15523
2000,Tenant,West,Much Too Small,0.02793,168,5163,0.02343,0.03242
2000,Tenant,West,A Bit Too Small,0.18964,1047,5163,0.17895,0.20034
2000,Tenant,West,Just Right,0.71835,3690,5163,0.70608,0.73063
2000,Tenant,West,A Bit Too Large,0.05495,258,5163,0.04874,0.06117
2000,Tenant,East,Much Too Small,0.02516,42,1910,0.01814,0.03219
2000,Tenant,East,A Bit Too Small,0.16527,346,1910,0.14860,0.18193
2000,Tenant,East,Just Right,0.73753,1398,1910,0.71779,0.75726
2000,Tenant,East,A Bit Too Large,0.06790,124,1910,0.05661,0.07918
2001,Owner,West,A Bit Too Small,0.07456,328,4118,0.06653,0.08258
2001,Owner,West,Just Right,0.74021,3144,4118,0.72682,0.75361
2001,Owner,West,A Bit Too Large,0.15769,587,4118,0.14656,0.16882
2001,Owner,West,Much Too Large,0.01732,59,4118,0.01334,0.02131
2001,Owner,East,A Bit Too Small,0.06059,71,1081,0.04636,0.07482
2001,Owner,East,Just Right,0.77447,883,1081,0.74954,0.79939
2001,Owner,East,A Bit Too Large,0.14199,127,1081,0.12118,0.16281
2001,Tenant,West,Much Too Small,0.02869,153,4637,0.02388,0.03349
2001,Tenant,West,A Bit Too Small,0.18500,914,4637,0.17382,0.19618
2001,Tenant,West,Just Right,0.72326,3337,4637,0.71038,0.73614
2001,Tenant,West,A Bit Too Large,0.05384,233,4637,0.04734,0.06033
2001,Tenant,East,A Bit Too Small,0.15323,294,1703,0.13611,0.17034
2001,Tenant,East,Just Right,0.75640,1295,1703,0.73600,0.77679
2001,Tenant,East,A Bit Too Large,0.06946,114,1703,0.05739,0.08154
2002,Owner,West,Much Too Small,0.00586,31,4723,0.00368,0.00804
2002,Owner,West,A Bit Too Small,0.08434,435,4723,0.07642,0.09227
2002,Owner,West,Just Right,0.70805,3408,4723,0.69508,0.72101
2002,Owner,West,A Bit Too Large,0.17086,738,4723,0.16012,0.18159
2002,Owner,West,Much Too Large,0.02776,111,4723,0.02307,0.03245
2002,Owner,East,A Bit Too Small,0.07084,81,1083,0.05555,0.08612
2002,Owner,East,Just Right,0.75485,864,1083,0.72921,0.78048
2002,Owner,East,A Bit Too Large,0.14334,138,1083,0.12246,0.16422
2002,Tenant,West,Much Too Small,0.03379,173,4624,0.02858,0.03899
2002,Tenant,West,A Bit Too Small,0.18642,921,4624,0.17519,0.19765
2002,Tenant,West,Just Right,0.69823,3208,4624,0.68500,0.71146
2002,Tenant,West,A Bit Too Large,0.07175,290,4624,0.06431,0.07919
2002,Tenant,West,Much Too Large,0.00617,32,4624,0.00391,0.00843
2002,Tenant,East,Much Too Small,0.01909,34,1726,0.01263,0.02554
2002,Tenant,East,A Bit Too Small,0.14334,274,1726,0.12680,0.15987
2002,Tenant,East,Just Right,0.77096,1309,1726,0.75113,0.79080
2002,Tenant,East,A Bit Too Large,0.06256,109,1726,0.05113,0.07399
2003,Owner,West,A Bit Too Small,0.08804,413,4517,0.07978,0.09631
2003,Owner,West,Just Right,0.70666,3281,4517,0.69339,0.71994
2003,Owner,West,A Bit Too Large,0.17139,719,4517,0.16040,0.18239
2003,Owner,West,Much Too Large,0.02620,104,4517,0.02154,0.03086
2003,Owner,East,A Bit Too Small,0.07690,75,1086,0.06104,0.09275
2003,Owner,East,Just Right,0.75099,860,1086,0.72526,0.77672
2003,Owner,East,A Bit Too Large,0.14882,151,1086,0.12764,0.17000
2003,Tenant,West,Much Too Small,0.03049,143,4409,0.02542,0.03557
2003,Tenant,West,A Bit Too Small,0.19264,897,4409,0.18100,0.20428
2003,Tenant,West,Just Right,0.69603,3083,4409,0.68245,0.70961
2003,Tenant,West,A Bit Too Large,0.07270,286,4409,0.06504,0.08037
2003,Tenant,East,A Bit Too Small,0.14807,272,1666,0.13101,0.16513
2003,Tenant,East,Just Right,0.77147,1283,1666,0.75130,0.79164
2003,Tenant,East,A Bit Too Large,0.06307,111,1666,0.05140,0.07475
2004,Owner,West,A Bit Too Small,0.07874,380,4418,0.07079,0.08668
2004,Owner,West,Just Right,0.71106,3213,4418,0.69770,0.72443
2004,Owner,West,A Bit Too Large,0.17799,728,4418,0.16671,0.18927
2004,Owner,West,Much Too Large,0.02263,97,4418,0.01824,0.02702
2004,Owner,East,A Bit Too Small,0.07344,78,1085,0.05792,0.08897
2004,Owner,East,Just Right,0.77103,858,1085,0.74602,0.79604
2004,Owner,East,A Bit Too Large,0.12970,149,1085,0.10970,0.14970
2004,Tenant,West,Much Too Small,0.02722,127,4288,0.02235,0.03209
2004,Tenant,West,A Bit Too Small,0.17598,803,4288,0.16458,0.18738
2004,Tenant,West,Just Right,0.71887,3084,4288,0.70541,0.73233
2004,Tenant,West,A Bit Too Large,0.06883,274,4288,0.06126,0.07641
2004,Tenant,East,Much Too Small,0.01854,32,1650,0.01203,0.02505
2004,Tenant,East,A Bit Too Small,0.14507,255,1650,0.12807,0.16207
2004,Tenant,East,Just Right,0.76616,1252,1650,0.74573,0.78659
2004,Tenant,East,A Bit Too Large,0.06694,111,1650,0.05487,0.07900
2005,Owner,West,A Bit Too Small,0.08369,370,4260,0.07538,0.09201
2005,Owner,West,Just Right,0.70977,3112,4260,0.69614,0.72340
2005,Owner,West,A Bit Too Large,0.17472,672,4260,0.16332,0.18612
2005,Owner,West,Much Too Large,0.02746,106,4260,0.02255,0.03236
2005,Owner,East,A Bit Too Small,0.07423,84,1079,0.05858,0.08987
2005,Owner,East,Just Right,0.77674,859,1079,0.75188,0.80160
2005,Owner,East,A Bit Too Large,0.11894,136,1079,0.09961,0.13826
2005,Tenant,West,Much Too Small,0.02400,103,4208,0.01937,0.02862
2005,Tenant,West,A Bit Too Small,0.18422,803,4208,0.17251,0.19594
2005,Tenant,West,Just Right,0.71981,3032,4208,0.70624,0.73338
2005,Tenant,West,A Bit Too Large,0.06764,270,4208,0.06006,0.07523
2005,Tenant,East,A Bit Too Small,0.15030,255,1554,0.13252,0.16807
2005,Tenant,East,Just Right,0.76413,1190,1554,0.74302,0.78525
2005,Tenant,East,A Bit Too Large,0.06559,109,1554,0.05327,0.07790
2006,Owner,West,A Bit Too Small,0.07879,380,4766,0.07114,0.08644
2006,Owner,West,Just Right,0.69253,3407,4766,0.67943,0.70563
2006,Owner,West,A Bit Too Large,0.18962,843,4766,0.17849,0.20075
2006,Owner,West,Much Too Large,0.03139,136,4766,0.02644,0.03635
2006,Owner,East,A Bit Too Small,0.07006,87,1175,0.05546,0.08466
2006,Owner,East,Just Right,0.74406,902,1175,0.71909,0.76902
2006,Owner,East,A Bit Too Large,0.15579,186,1175,0.13504,0.17653
2006,Tenant,West,Much Too Small,0.03046,128,4512,0.02545,0.03548
2006,Tenant,West,A Bit Too Small,0.18093,847,4512,0.16970,0.19217
2006,Tenant,West,Just Right,0.70735,3228,4512,0.69407,0.72063
2006,Tenant,West,A Bit Too Large,0.07284,309,4512,0.06526,0.08042
2006,Tenant,East,A Bit Too Small,0.13547,258,1679,0.11910,0.15185
2006,Tenant,East,Just Right,0.78119,1316,1679,0.76141,0.80098
2006,Tenant,East,A Bit Too Large,0.05977,105,1679,0.04843,0.07111
2007,Owner,West,A Bit Too Small,0.07782,356,4453,0.06995,0.08568
2007,Owner,West,Just Right,0.70046,3191,4453,0.68700,0.71391
2007,Owner,West,A Bit Too Large,0.18848,793,4453,0.17699,0.19996
2007,Owner,West,Much Too Large,0.02706,113,4453,0.02230,0.03183
2007,Owner,East,A Bit Too Small,0.07518,79,1106,0.05963,0.09073
2007,Owner,East,Just Right,0.74714,869,1106,0.72151,0.77277
2007,Owner,East,A Bit Too Large,0.14382,158,1106,0.12313,0.16451
2007,Tenant,West,Much Too Small,0.02173,88,4187,0.01732,0.02615
2007,Tenant,West,A Bit Too Small,0.18360,824,4187,0.17187,0.19533
2007,Tenant,West,Just Right,0.71654,2987,4187,0.70288,0.73019
2007,Tenant,West,A Bit Too Large,0.07119,288,4187,0.06340,0.07898
2007,Tenant,East,A Bit Too Small,0.14487,256,1584,0.12753,0.16221
2007,Tenant,East,Just Right,0.77096,1223,1584,0.75026,0.79166
2007,Tenant,East,A Bit Too Large,0.06406,105,1584,0.05200,0.07613
2008,Owner,West,A Bit Too Small,0.07371,323,4248,0.06585,0.08157
2008,Owner,West,Just Right,0.68657,3011,4248,0.67262,0.70052
2008,Owner,West,A Bit Too Large,0.19244,774,4248,0.18058,0.20430
2008,Owner,West,Much Too Large,0.03826,140,4248,0.03249,0.04403
2008,Owner,East,A Bit Too Small,0.07062,80,1075,0.05530,0.08594
2008,Owner,East,Just Right,0.76162,829,1075,0.73614,0.78711
2008,Owner,East,A Bit Too Large,0.13474,166,1075,0.11432,0.15516
2008,Tenant,West,Much Too Small,0.02102,81,3854,0.01649,0.02555
2008,Tenant,West,A Bit Too Small,0.17703,712,3854,0.16498,0.18908
2008,Tenant,West,Just Right,0.71301,2784,3854,0.69873,0.72730
2008,Tenant,West,A Bit Too Large,0.07583,277,3854,0.06747,0.08419
2008,Tenant,East,A Bit Too Small,0.15215,239,1514,0.13405,0.17024
2008,Tenant,East,Just Right,0.75118,1173,1514,0.72940,0.77297
2008,Tenant,East,A Bit Too Large,0.07465,102,1514,0.06141,0.08790
2009,Owner,West,A Bit Too Small,0.08654,321,3962,0.07778,0.09529
2009,Owner,West,Just Right,0.66766,2742,3962,0.65299,0.68233
2009,Owner,West,A Bit Too Large,0.20007,761,3962,0.18762,0.21253
2009,Owner,West,Much Too Large,0.04043,138,3962,0.03430,0.04656
2009,Owner,East,A Bit Too Small,0.08722,78,1048,0.07013,0.10431
2009,Owner,East,Just Right,0.72131,803,1048,0.69415,0.74847
2009,Owner,East,A Bit Too Large,0.15611,167,1048,0.13413,0.17810
2009,Tenant,West,Much Too Small,0.02577,97,3610,0.02060,0.03094
2009,Tenant,West,A Bit Too Small,0.18045,664,3610,0.16790,0.19299
2009,Tenant,West,Just Right,0.70367,2568,3610,0.68877,0.71856
2009,Tenant,West,A Bit Too Large,0.07971,281,3610,0.07088,0.08855
2009,Tenant,East,A Bit Too Small,0.16307,240,1435,0.14395,0.18219
2009,Tenant,East,Just Right,0.74523,1091,1435,0.72268,0.76779
2009,Tenant,East,A Bit Too Large,0.06599,104,1435,0.05314,0.07884
2010,Owner,West,Much Too Small,0.00264,41,5083,0.00123,0.00405
2010,Owner,West,A Bit Too Small,0.08583,545,5083,0.07813,0.09353
2010,Owner,West,Just Right,0.67316,3538,5083,0.66026,0.68605
2010,Owner,West,A Bit Too Large,0.19127,807,5083,0.18045,0.20208
2010,Owner,West,Much Too Large,0.04257,152,5083,0.03702,0.04812
2010,Owner,East,A Bit Too Small,0.07937,103,1202,0.06408,0.09466
2010,Owner,East,Just Right,0.72604,926,1202,0.70082,0.75127
2010,Owner,East,A Bit Too Large,0.15932,173,1202,0.13862,0.18001
2010,Tenant,West,Much Too Small,0.02137,288,5540,0.01756,0.02518
2010,Tenant,West,A Bit Too Small,0.17819,1346,5540,0.16811,0.18827
2010,Tenant,West,Just Right,0.70400,3527,5540,0.69198,0.71602
2010,Tenant,West,A Bit Too Large,0.08482,346,5540,0.07748,0.09216
2010,Tenant,West,Much Too Large,0.00921,33,5540,0.00669,0.01172
2010,Tenant,East,Much Too Small,0.01879,82,1911,0.01270,0.02489
2010,Tenant,East,A Bit Too Small,0.17221,440,1911,0.15527,0.18914
2010,Tenant,East,Just Right,0.72392,1271,1911,0.70387,0.74397
2010,Tenant,East,A Bit Too Large,0.07688,118,1911,0.06493,0.08882
2011,Owner,West,Much Too Small,0.00354,37,6303,0.00207,0.00501
2011,Owner,West,A Bit Too Small,0.08149,667,6303,0.07474,0.08825
2011,Owner,West,Just Right,0.67174,4336,6303,0.66015,0.68333
2011,Owner,West,A Bit Too Large,0.20197,1083,6303,0.19206,0.21188
2011,Owner,West,Much Too Large,0.03997,180,6303,0.03513,0.04480
2011,Owner,East,A Bit Too Small,0.07519,121,1407,0.06141,0.08897
2011,Owner,East,Just Right,0.72936,1045,1407,0.70614,0.75259
2011,Owner,East,A Bit Too Large,0.16681,209,1407,0.14732,0.18630
2011,Owner,East,Much Too Large,0.02547,32,1407,0.01724,0.03371
2011,Tenant,West,Much Too Small,0.02296,295,6550,0.01933,0.02658
2011,Tenant,West,A Bit Too Small,0.17696,1426,6550,0.16771,0.18620
2011,Tenant,West,Just Right,0.70880,4363,6550,0.69779,0.71980
2011,Tenant,West,A Bit Too Large,0.08292,430,6550,0.07624,0.08960
2011,Tenant,West,Much Too Large,0.00825,36,6550,0.00606,0.01044
2011,Tenant,East,Much Too Small,0.01869,78,2321,0.01318,0.02420
2011,Tenant,East,A Bit Too Small,0.16318,489,2321,0.14815,0.17822
2011,Tenant,East,Just Right,0.73927,1619,2321,0.72140,0.75713
2011,Tenant,East,A Bit Too Large,0.07384,135,2321,0.06320,0.08448
2012,Owner,West,Much Too Small,0.00351,35,6214,0.00204,0.00498
2012,Owner,West,A Bit Too Small,0.07027,581,6214,0.06392,0.07663
2012,Owner,West,Just Right,0.68652,4335,6214,0.67499,0.69806
2012,Owner,West,A Bit Too Large,0.19933,1069,6214,0.18939,0.20926
2012,Owner,West,Much Too Large,0.03911,194,6214,0.03429,0.04393
2012,Owner,East,A Bit Too Small,0.06372,97,1341,0.05064,0.07680
2012,Owner,East,Just Right,0.73684,1026,1341,0.71327,0.76042
2012,Owner,East,A Bit Too Large,0.17088,218,1341,0.15073,0.19103
2012,Tenant,West,Much Too Small,0.02678,247,6371,0.02282,0.03075
2012,Tenant,West,A Bit Too Small,0.16673,1338,6371,0.15757,0.17588
