year,bula_h,pgisced97,plb0418,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2016,North Rhine-Westphalia,Primary Level,Next year,0.19552,56,195,0.13971,0.25133
2016,North Rhine-Westphalia,Primary Level,In the next 2 to 5 years,0.20034,58,195,0.14401,0.25666
2016,North Rhine-Westphalia,Lower Secondary Level,As soon as possible,0.34510,76,205,0.27987,0.41034
2016,North Rhine-Westphalia,Lower Secondary Level,Next year,0.27173,67,205,0.21069,0.33278
2016,North Rhine-Westphalia,Lower Secondary Level,In the next 2 to 5 years,0.35295,62,205,0.28737,0.41853
2016,North Rhine-Westphalia,Upper Secondary Level,As soon as possible,0.39940,132,338,0.34710,0.45169
2016,North Rhine-Westphalia,Upper Secondary Level,Next year,0.18522,95,338,0.14375,0.22670
2016,North Rhine-Westphalia,Upper Secondary Level,In the next 2 to 5 years,0.29419,111,338,0.24554,0.34285
2016,North Rhine-Westphalia,Second Stage of Tertiary Education,As soon as possible,0.29486,93,194,0.23053,0.35920
2016,North Rhine-Westphalia,Second Stage of Tertiary Education,Next year,0.33054,62,194,0.26417,0.39691
2016,North Rhine-Westphalia,Second Stage of Tertiary Education,In the next 2 to 5 years,0.31638,39,194,0.25076,0.38199
2016,Hesse,Upper Secondary Level,As soon as possible,0.22841,44,121,0.15329,0.30352
2016,Hesse,Upper Secondary Level,Next year,0.20087,36,121,0.12919,0.27256
2016,Hesse,Upper Secondary Level,In the next 2 to 5 years,0.56520,41,121,0.47650,0.65390
2016,"Rhineland-Palatinate, Saarland",Lower Secondary Level,As soon as possible,0.47646,52,52,0.33939,0.61354
2016,"Rhineland-Palatinate, Saarland",Upper Secondary Level,As soon as possible,0.38763,41,80,0.28019,0.49506
2016,"Rhineland-Palatinate, Saarland",Upper Secondary Level,In the next 2 to 5 years,0.37333,39,80,0.26667,0.47999
2016,Baden-Wuerttemberg,Primary Level,As soon as possible,0.74674,43,43,0.61522,0.87826
2016,Baden-Wuerttemberg,Lower Secondary Level,As soon as possible,0.34773,44,75,0.23922,0.45625
2016,Baden-Wuerttemberg,Lower Secondary Level,Next year,0.21824,31,75,0.12413,0.31235
2016,Baden-Wuerttemberg,Upper Secondary Level,As soon as possible,0.34877,59,169,0.27671,0.42084
2016,Baden-Wuerttemberg,Upper Secondary Level,Next year,0.26475,54,169,0.19803,0.33147
2016,Baden-Wuerttemberg,Upper Secondary Level,In the next 2 to 5 years,0.25498,56,169,0.18907,0.32088
2016,Baden-Wuerttemberg,Second Stage of Tertiary Education,As soon as possible,0.40155,54,123,0.31456,0.48854
2016,Baden-Wuerttemberg,Second Stage of Tertiary Education,Next year,0.17600,37,123,0.10842,0.24357
2016,Baden-Wuerttemberg,Second Stage of Tertiary Education,In the next 2 to 5 years,0.41249,32,123,0.32513,0.49984
2016,Bavaria,Primary Level,As soon as possible,0.60708,58,58,0.48029,0.73387
2016,Bavaria,Lower Secondary Level,As soon as possible,0.21798,43,43,0.09311,0.34284
2016,Bavaria,Upper Secondary Level,As soon as possible,0.38717,77,203,0.32000,0.45435
2016,Bavaria,Upper Secondary Level,Next year,0.31769,54,203,0.25349,0.38190
2016,Bavaria,Upper Secondary Level,In the next 2 to 5 years,0.24565,72,203,0.18629,0.30502
2016,Bavaria,Second Stage of Tertiary Education,As soon as possible,0.31396,50,96,0.22063,0.40729
2016,Bavaria,Second Stage of Tertiary Education,Next year,0.48489,46,96,0.38439,0.58539
2016,Brandenburg,Upper Secondary Level,As soon as possible,0.55896,38,38,0.39897,0.71894
2016,Saxony,Upper Secondary Level,As soon as possible,0.47138,49,84,0.36398,0.57877
2016,Saxony,Upper Secondary Level,Next year,0.27965,35,84,0.18309,0.37621
2016,Saxony-Anhalt,Upper Secondary Level,As soon as possible,0.59912,48,48,0.45901,0.73923
2017,Lower Saxony,Primary Level,As soon as possible,0.39144,57,157,0.31485,0.46803
2017,Lower Saxony,Primary Level,Next year,0.25909,44,157,0.19034,0.32785
2017,Lower Saxony,Primary Level,In the next 2 to 5 years,0.26367,56,157,0.19452,0.33281
2017,Lower Saxony,Lower Secondary Level,As soon as possible,0.38726,66,157,0.31082,0.46370
2017,Lower Saxony,Lower Secondary Level,Next year,0.36197,46,157,0.28656,0.43738
2017,Lower Saxony,Lower Secondary Level,In the next 2 to 5 years,0.18212,45,157,0.12155,0.24268
2017,Lower Saxony,Upper Secondary Level,As soon as possible,0.43697,66,176,0.36348,0.51046
2017,Lower Saxony,Upper Secondary Level,Next year,0.19029,47,176,0.13213,0.24845
2017,Lower Saxony,Upper Secondary Level,In the next 2 to 5 years,0.33828,63,176,0.26819,0.40838
2017,Lower Saxony,Second Stage of Tertiary Education,As soon as possible,0.15547,44,44,0.04717,0.26378
2017,North Rhine-Westphalia,No answer / don't know,As soon as possible,0.28959,39,74,0.18554,0.39364
2017,North Rhine-Westphalia,No answer / don't know,Next year,0.31432,35,74,0.20782,0.42082
2017,North Rhine-Westphalia,Pre-primary Level,In the next 2 to 5 years,0.47219,45,45,0.32468,0.61970
2017,North Rhine-Westphalia,Primary Level,As soon as possible,0.50065,110,238,0.43699,0.56430
2017,North Rhine-Westphalia,Primary Level,Next year,0.23651,52,238,0.18241,0.29061
2017,North Rhine-Westphalia,Primary Level,In the next 2 to 5 years,0.23933,76,238,0.18500,0.29365
2017,North Rhine-Westphalia,Lower Secondary Level,As soon as possible,0.46012,105,272,0.40078,0.51946
2017,North Rhine-Westphalia,Lower Secondary Level,Next year,0.20779,85,272,0.15949,0.25610
2017,North Rhine-Westphalia,Lower Secondary Level,In the next 2 to 5 years,0.29091,82,272,0.23683,0.34498
2017,North Rhine-Westphalia,Upper Secondary Level,As soon as possible,0.37644,144,426,0.33038,0.42250
2017,North Rhine-Westphalia,Upper Secondary Level,Next year,0.27424,123,426,0.23182,0.31666
2017,North Rhine-Westphalia,Upper Secondary Level,In the next 2 to 5 years,0.25327,123,426,0.21192,0.29461
2017,North Rhine-Westphalia,Upper Secondary Level,"In the distant future, in more than five years",0.09605,36,426,0.06804,0.12407
2017,North Rhine-Westphalia,Post-secondary Non-tertiary Level,As soon as possible,0.46948,31,66,0.34815,0.59080
2017,North Rhine-Westphalia,Post-secondary Non-tertiary Level,In the next 2 to 5 years,0.28103,35,66,0.17175,0.39031
2017,North Rhine-Westphalia,Second Stage of Tertiary Education,As soon as possible,0.23471,106,260,0.18309,0.28632
2017,North Rhine-Westphalia,Second Stage of Tertiary Education,Next year,0.46102,87,260,0.40031,0.52172
2017,North Rhine-Westphalia,Second Stage of Tertiary Education,In the next 2 to 5 years,0.27058,67,260,0.21647,0.32468
2017,Hesse,Primary Level,As soon as possible,0.33489,37,74,0.22663,0.44316
2017,Hesse,Primary Level,In the next 2 to 5 years,0.24397,37,74,0.14545,0.34249
2017,Hesse,Lower Secondary Level,As soon as possible,0.40571,36,77,0.29531,0.51611
2017,Hesse,Lower Secondary Level,In the next 2 to 5 years,0.34124,41,77,0.23464,0.44784
2017,Hesse,Upper Secondary Level,As soon as possible,0.23861,49,92,0.15103,0.32618
2017,Hesse,Upper Secondary Level,In the next 2 to 5 years,0.49565,43,92,0.39292,0.59838
2017,Hesse,Second Stage of Tertiary Education,As soon as possible,0.37310,37,37,0.21511,0.53109
2017,"Rhineland-Palatinate, Saarland",Lower Secondary Level,As soon as possible,0.46582,34,34,0.29563,0.63602
2017,Baden-Wuerttemberg,Primary Level,Next year,0.52681,46,85,0.42004,0.63358
2017,Baden-Wuerttemberg,Primary Level,In the next 2 to 5 years,0.26532,39,85,0.17090,0.35974
2017,Baden-Wuerttemberg,Lower Secondary Level,As soon as possible,0.19463,38,71,0.10188,0.28737
2017,Baden-Wuerttemberg,Lower Secondary Level,In the next 2 to 5 years,0.35540,33,71,0.24327,0.46753
2017,Baden-Wuerttemberg,Upper Secondary Level,As soon as possible,0.30466,58,175,0.23627,0.37305
2017,Baden-Wuerttemberg,Upper Secondary Level,Next year,0.31360,46,175,0.24466,0.38254
2017,Baden-Wuerttemberg,Upper Secondary Level,In the next 2 to 5 years,0.28530,71,175,0.21821,0.35240
2017,Baden-Wuerttemberg,Second Stage of Tertiary Education,As soon as possible,0.17423,36,119,0.10579,0.24267
2017,Baden-Wuerttemberg,Second Stage of Tertiary Education,Next year,0.33940,40,119,0.25396,0.42484
2017,Baden-Wuerttemberg,Second Stage of Tertiary Education,In the next 2 to 5 years,0.39840,43,119,0.31007,0.48673
2017,Bavaria,Primary Level,As soon as possible,0.38198,40,76,0.27202,0.49195
2017,Bavaria,Primary Level,Next year,0.19901,36,76,0.10865,0.28937
2017,Bavaria,Lower Secondary Level,Next year,0.40193,34,34,0.23465,0.56921
2017,Bavaria,Upper Secondary Level,As soon as possible,0.28884,61,215,0.22811,0.34956
2017,Bavaria,Upper Secondary Level,Next year,0.34026,79,215,0.27678,0.40374
2017,Bavaria,Upper Secondary Level,In the next 2 to 5 years,0.27772,75,215,0.21772,0.33773
2017,Bavaria,Second Stage of Tertiary Education,As soon as possible,0.26980,43,85,0.17488,0.36472
2017,Bavaria,Second Stage of Tertiary Education,Next year,0.47933,42,85,0.37250,0.58617
2017,Brandenburg,Upper Secondary Level,As soon as possible,0.59698,38,38,0.43893,0.75503
2017,Saxony,Upper Secondary Level,As soon as possible,0.49676,50,86,0.39047,0.60306
2017,Saxony,Upper Secondary Level,Next year,0.25601,36,86,0.16323,0.34879
2017,Saxony-Anhalt,Upper Secondary Level,As soon as possible,0.37492,38,69,0.25986,0.48999
2017,Saxony-Anhalt,Upper Secondary Level,Next year,0.23729,31,69,0.13617,0.33841
2018,Lower Saxony,Primary Level,As soon as possible,0.46036,54,161,0.38313,0.53759
2018,Lower Saxony,Primary Level,Next year,0.24338,41,161,0.17689,0.30987
2018,Lower Saxony,Primary Level,In the next 2 to 5 years,0.29157,66,161,0.22115,0.36199
2018,Lower Saxony,Lower Secondary Level,As soon as possible,0.34948,57,151,0.27318,0.42579
2018,Lower Saxony,Lower Secondary Level,Next year,0.36352,48,151,0.28654,0.44050
2018,Lower Saxony,Lower Secondary Level,In the next 2 to 5 years,0.22784,46,151,0.16072,0.29496
2018,Lower Saxony,Upper Secondary Level,As soon as possible,0.34220,48,147,0.26524,0.41916
2018,Lower Saxony,Upper Secondary Level,Next year,0.23963,38,147,0.17039,0.30887
2018,Lower Saxony,Upper Secondary Level,In the next 2 to 5 years,0.34964,61,147,0.27228,0.42699
2018,North Rhine-Westphalia,No answer / don't know,As soon as possible,0.30537,46,118,0.22191,0.38882
2018,North Rhine-Westphalia,No answer / don't know,Next year,0.29048,39,118,0.20821,0.37274
2018,North Rhine-Westphalia,No answer / don't know,In the next 2 to 5 years,0.32725,33,118,0.24223,0.41227
2018,North Rhine-Westphalia,Pre-primary Level,In the next 2 to 5 years,0.61195,39,39,0.45701,0.76689
2018,North Rhine-Westphalia,Primary Level,As soon as possible,0.48210,87,223,0.41637,0.54783
2018,North Rhine-Westphalia,Primary Level,Next year,0.26828,67,223,0.21000,0.32657
2018,North Rhine-Westphalia,Primary Level,In the next 2 to 5 years,0.20902,69,223,0.15553,0.26250
2018,North Rhine-Westphalia,Lower Secondary Level,As soon as possible,0.33807,86,254,0.27978,0.39637
2018,North Rhine-Westphalia,Lower Secondary Level,Next year,0.35214,82,254,0.29328,0.41099
2018,North Rhine-Westphalia,Lower Secondary Level,In the next 2 to 5 years,0.26899,86,254,0.21434,0.32363
2018,North Rhine-Westphalia,Upper Secondary Level,As soon as possible,0.32069,114,338,0.27085,0.37052
2018,North Rhine-Westphalia,Upper Secondary Level,Next year,0.30952,105,338,0.26016,0.35887
2018,North Rhine-Westphalia,Upper Secondary Level,In the next 2 to 5 years,0.32607,119,338,0.27602,0.37612
2018,North Rhine-Westphalia,Second Stage of Tertiary Education,As soon as possible,0.24560,74,206,0.18668,0.30453
2018,North Rhine-Westphalia,Second Stage of Tertiary Education,Next year,0.42395,84,206,0.35630,0.49160
2018,North Rhine-Westphalia,Second Stage of Tertiary Education,In the next 2 to 5 years,0.29321,48,206,0.23089,0.35552
2018,Hesse,Primary Level,As soon as possible,0.29329,34,120,0.21149,0.37509
2018,Hesse,Primary Level,Next year,0.56894,41,120,0.47996,0.65792
2018,Hesse,Primary Level,In the next 2 to 5 years,0.12842,45,120,0.06831,0.18853
2018,Hesse,Upper Secondary Level,As soon as possible,0.25002,46,122,0.17286,0.32718
2018,Hesse,Upper Secondary Level,Next year,0.22259,32,122,0.14847,0.29671
2018,Hesse,Upper Secondary Level,In the next 2 to 5 years,0.45257,44,122,0.36388,0.54126
2018,Baden-Wuerttemberg,Primary Level,As soon as possible,0.28883,37,70,0.18189,0.39577
2018,Baden-Wuerttemberg,Primary Level,Next year,0.25009,33,70,0.14790,0.35227
2018,Baden-Wuerttemberg,Upper Secondary Level,As soon as possible,0.32905,49,146,0.25257,0.40553
2018,Baden-Wuerttemberg,Upper Secondary Level,Next year,0.26994,40,146,0.19768,0.34220
2018,Baden-Wuerttemberg,Upper Secondary Level,In the next 2 to 5 years,0.31059,57,146,0.23527,0.38591
2018,Baden-Wuerttemberg,Second Stage of Tertiary Education,As soon as possible,0.28498,41,73,0.18071,0.38925
2018,Baden-Wuerttemberg,Second Stage of Tertiary Education,In the next 2 to 5 years,0.33534,32,73,0.22629,0.44439
2018,Bavaria,Primary Level,As soon as possible,0.68181,40,40,0.53563,0.82799
2018,Bavaria,Lower Secondary Level,In the next 2 to 5 years,0.26788,32,32,0.11199,0.42378
2018,Bavaria,Upper Secondary Level,As soon as possible,0.28042,59,191,0.21655,0.34430
2018,Bavaria,Upper Secondary Level,Next year,0.32014,66,191,0.25380,0.38648
2018,Bavaria,Upper Secondary Level,In the next 2 to 5 years,0.32560,66,191,0.25897,0.39223
2018,Bavaria,Second Stage of Tertiary Education,As soon as possible,0.32784,36,87,0.22862,0.42705
2018,Bavaria,Second Stage of Tertiary Education,Next year,0.46057,51,87,0.35522,0.56591
2018,Saxony,Upper Secondary Level,As soon as possible,0.52936,47,81,0.41998,0.63874
2018,Saxony,Upper Secondary Level,Next year,0.28878,34,81,0.18947,0.38809
2018,Saxony-Anhalt,Upper Secondary Level,As soon as possible,0.44071,40,40,0.28489,0.59653
2019,Lower Saxony,Primary Level,As soon as possible,0.45451,50,127,0.36757,0.54146
2019,Lower Saxony,Primary Level,Next year,0.09658,36,127,0.04500,0.14815
2019,Lower Saxony,Primary Level,In the next 2 to 5 years,0.31440,41,127,0.23333,0.39546
2019,Lower Saxony,Lower Secondary Level,As soon as possible,0.36479,36,113,0.27564,0.45394
2019,Lower Saxony,Lower Secondary Level,Next year,0.38094,37,113,0.29101,0.47088
2019,Lower Saxony,Lower Secondary Level,In the next 2 to 5 years,0.18759,40,113,0.11529,0.25989
2019,Lower Saxony,Upper Secondary Level,As soon as possible,0.25327,39,118,0.17446,0.33207
2019,Lower Saxony,Upper Secondary Level,Next year,0.37012,45,118,0.28263,0.45761
2019,Lower Saxony,Upper Secondary Level,In the next 2 to 5 years,0.24578,34,118,0.16777,0.32380
2019,North Rhine-Westphalia,No answer / don't know,As soon as possible,0.19344,42,77,0.10463,0.28224
2019,North Rhine-Westphalia,No answer / don't know,Next year,0.30686,35,77,0.20317,0.41055
2019,North Rhine-Westphalia,Primary Level,As soon as possible,0.48571,92,197,0.41574,0.55568
2019,North Rhine-Westphalia,Primary Level,Next year,0.28627,62,197,0.22299,0.34956
2019,North Rhine-Westphalia,Primary Level,In the next 2 to 5 years,0.09691,43,197,0.05550,0.13833
2019,North Rhine-Westphalia,Lower Secondary Level,As soon as possible,0.43416,78,179,0.36135,0.50697
2019,North Rhine-Westphalia,Lower Secondary Level,Next year,0.26886,47,179,0.20372,0.33399
2019,North Rhine-Westphalia,Lower Secondary Level,In the next 2 to 5 years,0.23992,54,179,0.17718,0.30265
2019,North Rhine-Westphalia,Upper Secondary Level,As soon as possible,0.33316,104,307,0.28035,0.38597
2019,North Rhine-Westphalia,Upper Secondary Level,Next year,0.25424,94,307,0.20545,0.30303
2019,North Rhine-Westphalia,Upper Secondary Level,In the next 2 to 5 years,0.35830,109,307,0.30458,0.41203
2019,North Rhine-Westphalia,Second Stage of Tertiary Education,As soon as possible,0.27262,74,164,0.20426,0.34098
2019,North Rhine-Westphalia,Second Stage of Tertiary Education,Next year,0.50506,53,164,0.42831,0.58182
2019,North Rhine-Westphalia,Second Stage of Tertiary Education,In the next 2 to 5 years,0.18162,37,164,0.12243,0.24081
2019,Hesse,Primary Level,Next year,0.32966,31,31,0.16144,0.49788
2019,Hesse,Upper Secondary Level,Next year,0.17479,32,32,0.04109,0.30848
2019,Baden-Wuerttemberg,Lower Secondary Level,As soon as possible,0.45611,38,38,0.29562,0.61660
2019,Baden-Wuerttemberg,Upper Secondary Level,As soon as possible,0.18355,41,133,0.11751,0.24959
2019,Baden-Wuerttemberg,Upper Secondary Level,Next year,0.28294,33,133,0.20610,0.35978
2019,Baden-Wuerttemberg,Upper Secondary Level,In the next 2 to 5 years,0.52308,59,133,0.43787,0.60828
2019,Baden-Wuerttemberg,Second Stage of Tertiary Education,Next year,0.44893,40,79,0.33854,0.55931
2019,Baden-Wuerttemberg,Second Stage of Tertiary Education,In the next 2 to 5 years,0.41186,39,79,0.30263,0.52108
2019,Bavaria,Primary Level,In the next 2 to 5 years,0.63057,33,33,0.46334,0.79780
2019,Bavaria,Lower Secondary Level,As soon as possible,0.46715,31,31,0.28861,0.64568
2019,Bavaria,Upper Secondary Level,As soon as possible,0.17743,44,156,0.11729,0.23758
2019,Bavaria,Upper Secondary Level,Next year,0.44663,67,156,0.36837,0.52490
2019,Bavaria,Upper Secondary Level,In the next 2 to 5 years,0.31029,45,156,0.23746,0.38312
2019,Bavaria,Second Stage of Tertiary Education,As soon as possible,0.42382,36,68,0.30549,0.54215
2019,Bavaria,Second Stage of Tertiary Education,Next year,0.33870,32,68,0.22538,0.45203
2020,Lower Saxony,Primary Level,As soon as possible,0.48555,68,68,0.36587,0.60523
2020,Lower Saxony,Lower Secondary Level,As soon as possible,0.58266,52,88,0.47903,0.68628
2020,Lower Saxony,Lower Secondary Level,In the next 2 to 5 years,0.20358,36,88,0.11897,0.28819
2020,Lower Saxony,Upper Secondary Level,As soon as possible,0.29109,55,134,0.21389,0.36829
2020,Lower Saxony,Upper Secondary Level,Next year,0.35547,43,134,0.27412,0.43682
2020,Lower Saxony,Upper Secondary Level,In the next 2 to 5 years,0.31769,36,134,0.23856,0.39682
2020,North Rhine-Westphalia,No answer / don't know,As soon as possible,0.19204,52,108,0.11740,0.26668
2020,North Rhine-Westphalia,No answer / don't know,In the next 2 to 5 years,0.40605,56,108,0.31300,0.49911
2020,North Rhine-Westphalia,Primary Level,As soon as possible,0.57952,102,232,0.51586,0.64318
2020,North Rhine-Westphalia,Primary Level,Next year,0.19004,65,232,0.13944,0.24063
2020,North Rhine-Westphalia,Primary Level,In the next 2 to 5 years,0.16466,65,232,0.11684,0.21249
2020,North Rhine-Westphalia,Lower Secondary Level,As soon as possible,0.34597,100,252,0.28712,0.40482
2020,North Rhine-Westphalia,Lower Secondary Level,Next year,0.19131,70,252,0.14265,0.23997
2020,North Rhine-Westphalia,Lower Secondary Level,In the next 2 to 5 years,0.32742,82,252,0.26936,0.38547
2020,North Rhine-Westphalia,Upper Secondary Level,As soon as possible,0.26576,122,339,0.21866,0.31285
2020,North Rhine-Westphalia,Upper Secondary Level,Next year,0.33326,114,339,0.28301,0.38351
2020,North Rhine-Westphalia,Upper Secondary Level,In the next 2 to 5 years,0.32696,103,339,0.27694,0.37697
2020,North Rhine-Westphalia,Second Stage of Tertiary Education,As soon as possible,0.28332,74,165,0.21435,0.35228
2020,North Rhine-Westphalia,Second Stage of Tertiary Education,Next year,0.42860,51,165,0.35286,0.50434
2020,North Rhine-Westphalia,Second Stage of Tertiary Education,In the next 2 to 5 years,0.22566,40,165,0.16168,0.28964
2020,Hesse,Primary Level,As soon as possible,0.36001,36,36,0.20099,0.51904
2020,Hesse,Upper Secondary Level,As soon as possible,0.13381,31,64,0.04974,0.21788
2020,Hesse,Upper Secondary Level,Next year,0.45503,33,64,0.33206,0.57799
2020,Baden-Wuerttemberg,Primary Level,As soon as possible,0.21150,37,37,0.07810,0.34490
2020,Baden-Wuerttemberg,Upper Secondary Level,As soon as possible,0.25231,31,123,0.17524,0.32939
2020,Baden-Wuerttemberg,Upper Secondary Level,Next year,0.31924,49,123,0.23651,0.40196
2020,Baden-Wuerttemberg,Upper Secondary Level,In the next 2 to 5 years,0.36639,43,123,0.28089,0.45189
2020,Baden-Wuerttemberg,Second Stage of Tertiary Education,As soon as possible,0.09967,32,66,0.02685,0.17250
2020,Baden-Wuerttemberg,Second Stage of Tertiary Education,Next year,0.51741,34,66,0.39593,0.63889
2020,Bavaria,Primary Level,As soon as possible,0.31087,34,34,0.15295,0.46880
2020,Bavaria,Upper Secondary Level,As soon as possible,0.44133,63,164,0.36510,0.51756
2020,Bavaria,Upper Secondary Level,Next year,0.21059,44,164,0.14800,0.27318
2020,Bavaria,Upper Secondary Level,In the next 2 to 5 years,0.29094,57,164,0.22121,0.36066
2020,Bavaria,Second Stage of Tertiary Education,As soon as possible,0.33739,32,97,0.24281,0.43197
2020,Bavaria,Second Stage of Tertiary Education,Next year,0.34667,34,97,0.25147,0.44187
2020,Bavaria,Second Stage of Tertiary Education,In the next 2 to 5 years,0.31382,31,97,0.22099,0.40665
2020,Saxony,Upper Secondary Level,As soon as possible,0.56249,35,35,0.39574,0.72924
2021,North Rhine-Westphalia,Primary Level,As soon as possible,0.28156,43,77,0.18044,0.38268
2021,North Rhine-Westphalia,Primary Level,In the next 2 to 5 years,0.40882,34,77,0.29829,0.51935
2021,North Rhine-Westphalia,Lower Secondary Level,As soon as possible,0.39098,39,129,0.30644,0.47551
2021,North Rhine-Westphalia,Lower Secondary Level,Next year,0.36952,47,129,0.28590,0.45314
2021,North Rhine-Westphalia,Lower Secondary Level,In the next 2 to 5 years,0.16460,43,129,0.10036,0.22884
2021,North Rhine-Westphalia,Upper Secondary Level,As soon as possible,0.28370,73,216,0.22345,0.34396
2021,North Rhine-Westphalia,Upper Secondary Level,Next year,0.29411,70,216,0.23321,0.35502
2021,North Rhine-Westphalia,Upper Secondary Level,In the next 2 to 5 years,0.37672,73,216,0.31195,0.44149
2021,North Rhine-Westphalia,Second Stage of Tertiary Education,As soon as possible,0.21717,41,87,0.13002,0.30431
2021,North Rhine-Westphalia,Second Stage of Tertiary Education,Next year,0.52794,46,87,0.42243,0.63345
2021,Baden-Wuerttemberg,Upper Secondary Level,Next year,0.51037,40,40,0.35348,0.66726
2021,Bavaria,Upper Secondary Level,Next year,0.29870,33,75,0.19442,0.40298
2021,Bavaria,Upper Secondary Level,In the next 2 to 5 years,0.44873,42,75,0.33540,0.56205
2021,Bavaria,Second Stage of Tertiary Education,Next year,0.47719,31,31,0.29845,0.65592
2022,Lower Saxony,Upper Secondary Level,Next year,0.35118,34,65,0.23423,0.46813
2022,Lower Saxony,Upper Secondary Level,In the next 2 to 5 years,0.41478,31,65,0.29407,0.53548
2022,North Rhine-Westphalia,No answer / don't know,As soon as possible,0.32037,47,128,0.23921,0.40152
2022,North Rhine-Westphalia,No answer / don't know,Next year,0.32289,45,128,0.24157,0.40421
2022,North Rhine-Westphalia,No answer / don't know,In the next 2 to 5 years,0.30223,36,128,0.22236,0.38209
2022,North Rhine-Westphalia,Primary Level,As soon as possible,0.37606,37,69,0.26093,0.49119
2022,North Rhine-Westphalia,Primary Level,In the next 2 to 5 years,0.12249,32,69,0.04456,0.20041
2022,North Rhine-Westphalia,Lower Secondary Level,Next year,0.37697,35,35,0.21407,0.53987
2022,North Rhine-Westphalia,Upper Secondary Level,As soon as possible,0.26452,68,214,0.20528,0.32375
2022,North Rhine-Westphalia,Upper Secondary Level,Next year,0.37034,78,214,0.30548,0.43519
2022,North Rhine-Westphalia,Upper Secondary Level,In the next 2 to 5 years,0.27920,68,214,0.21895,0.33944
2022,North Rhine-Westphalia,Second Stage of Tertiary Education,As soon as possible,0.23590,55,137,0.16455,0.30726
2022,North Rhine-Westphalia,Second Stage of Tertiary Education,Next year,0.50771,50,137,0.42368,0.59173
2022,North Rhine-Westphalia,Second Stage of Tertiary Education,In the next 2 to 5 years,0.22544,32,137,0.15521,0.29567
2022,Hesse,Upper Secondary Level,Next year,0.40596,35,35,0.24089,0.57102
2022,Baden-Wuerttemberg,Upper Secondary Level,Next year,0.27919,34,78,0.17899,0.37939
2022,Baden-Wuerttemberg,Upper Secondary Level,In the next 2 to 5 years,0.32572,44,78,0.22104,0.43040
2022,Baden-Wuerttemberg,Second Stage of Tertiary Education,Next year,0.45039,39,39,0.29220,0.60858
2022,Bavaria,Upper Secondary Level,As soon as possible,0.16876,35,136,0.10558,0.23194
2022,Bavaria,Upper Secondary Level,Next year,0.47587,60,136,0.39163,0.56012
2022,Bavaria,Upper Secondary Level,In the next 2 to 5 years,0.30524,41,136,0.22755,0.38292
2022,Bavaria,Second Stage of Tertiary Education,Next year,0.41596,42,42,0.26509,0.56684
