year,quintil_oecd,plb0418,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1987,3rd Quintile,Next year,0.22629,65,281,0.17728,0.27530
1987,3rd Quintile,In the next 2 to 5 years,0.31426,95,281,0.25989,0.36864
1987,3rd Quintile,"In the distant future, in more than five years",0.15784,37,281,0.11513,0.20055
1987,4th Quintile,As soon as possible,0.21508,55,228,0.16163,0.26853
1987,4th Quintile,Next year,0.21911,47,228,0.16530,0.27292
1987,4th Quintile,In the next 2 to 5 years,0.40771,85,228,0.34379,0.47164
1987,4th Quintile,"In the distant future, in more than five years",0.15810,41,228,0.11064,0.20556
1987,5th Quintile,As soon as possible,0.19210,36,163,0.13144,0.25277
1987,5th Quintile,Next year,0.21286,33,163,0.14982,0.27589
1987,5th Quintile,In the next 2 to 5 years,0.33729,53,163,0.26449,0.41010
1987,5th Quintile,"In the distant future, in more than five years",0.25775,41,163,0.19039,0.32510
1988,1st Quintile,As soon as possible,0.34669,194,508,0.30526,0.38812
1988,1st Quintile,Next year,0.25075,107,508,0.21302,0.28848
1988,1st Quintile,In the next 2 to 5 years,0.30162,153,508,0.26167,0.34157
1988,1st Quintile,"In the distant future, in more than five years",0.10094,54,508,0.07471,0.12716
1988,2nd Quintile,As soon as possible,0.22658,79,330,0.18134,0.27181
1988,2nd Quintile,Next year,0.24049,81,330,0.19431,0.28667
1988,2nd Quintile,In the next 2 to 5 years,0.34811,116,330,0.29664,0.39959
1988,2nd Quintile,"In the distant future, in more than five years",0.18482,54,330,0.14287,0.22676
1988,3rd Quintile,As soon as possible,0.22620,75,289,0.17788,0.27452
1988,3rd Quintile,Next year,0.27926,79,289,0.22745,0.33108
1988,3rd Quintile,In the next 2 to 5 years,0.33022,91,289,0.27590,0.38453
1988,3rd Quintile,"In the distant future, in more than five years",0.16432,44,289,0.12152,0.20712
1988,4th Quintile,As soon as possible,0.31711,75,237,0.25774,0.37648
1988,4th Quintile,Next year,0.18118,46,237,0.13204,0.23033
1988,4th Quintile,In the next 2 to 5 years,0.33407,75,237,0.27390,0.39425
1988,4th Quintile,"In the distant future, in more than five years",0.16763,41,237,0.11998,0.21529
1988,5th Quintile,Next year,0.23574,31,94,0.14947,0.32200
1988,5th Quintile,In the next 2 to 5 years,0.45333,63,94,0.35215,0.55451
1989,1st Quintile,As soon as possible,0.37929,171,439,0.33385,0.42473
1989,1st Quintile,Next year,0.21926,90,439,0.18051,0.25801
1989,1st Quintile,In the next 2 to 5 years,0.28282,122,439,0.24064,0.32500
1989,1st Quintile,"In the distant future, in more than five years",0.11863,56,439,0.08835,0.14892
1989,2nd Quintile,As soon as possible,0.23108,82,326,0.18525,0.27691
1989,2nd Quintile,Next year,0.19017,59,326,0.14750,0.23284
1989,2nd Quintile,In the next 2 to 5 years,0.39405,134,326,0.34092,0.44718
1989,2nd Quintile,"In the distant future, in more than five years",0.18470,51,326,0.14251,0.22689
1989,3rd Quintile,As soon as possible,0.20846,48,226,0.15538,0.26154
1989,3rd Quintile,Next year,0.18350,44,226,0.13292,0.23408
1989,3rd Quintile,In the next 2 to 5 years,0.44281,99,226,0.37791,0.50771
1989,3rd Quintile,"In the distant future, in more than five years",0.16523,35,226,0.11670,0.21376
1989,4th Quintile,As soon as possible,0.16968,40,198,0.11726,0.22209
1989,4th Quintile,Next year,0.22760,42,198,0.16905,0.28615
1989,4th Quintile,In the next 2 to 5 years,0.38627,77,198,0.31828,0.45426
1989,4th Quintile,"In the distant future, in more than five years",0.21645,39,198,0.15894,0.27396
1989,5th Quintile,In the next 2 to 5 years,0.45143,54,54,0.31745,0.58541
1990,1st Quintile,As soon as possible,0.34532,145,403,0.29884,0.39180
1990,1st Quintile,Next year,0.19894,86,403,0.15991,0.23796
1990,1st Quintile,In the next 2 to 5 years,0.29652,110,403,0.25187,0.34117
1990,1st Quintile,"In the distant future, in more than five years",0.15922,62,403,0.12346,0.19499
1990,2nd Quintile,As soon as possible,0.17826,53,299,0.13481,0.22172
1990,2nd Quintile,Next year,0.19805,67,299,0.15280,0.24330
1990,2nd Quintile,In the next 2 to 5 years,0.41305,122,299,0.35714,0.46895
1990,2nd Quintile,"In the distant future, in more than five years",0.21064,57,299,0.16434,0.25694
1990,3rd Quintile,As soon as possible,0.23328,49,228,0.17826,0.28829
1990,3rd Quintile,Next year,0.24435,56,228,0.18845,0.30025
1990,3rd Quintile,In the next 2 to 5 years,0.30805,75,228,0.24799,0.36811
1990,3rd Quintile,"In the distant future, in more than five years",0.21432,48,228,0.16094,0.26770
1990,4th Quintile,As soon as possible,0.16920,32,139,0.10664,0.23175
1990,4th Quintile,Next year,0.17990,31,139,0.11581,0.24398
1990,4th Quintile,In the next 2 to 5 years,0.50300,76,139,0.41957,0.58642
1990,5th Quintile,Next year,0.29616,35,112,0.21122,0.38109
1990,5th Quintile,In the next 2 to 5 years,0.33173,43,112,0.24414,0.41932
1990,5th Quintile,"In the distant future, in more than five years",0.30022,34,112,0.21495,0.38549
1991,1st Quintile,As soon as possible,0.32922,121,352,0.28005,0.37838
1991,1st Quintile,Next year,0.20162,66,352,0.15965,0.24360
1991,1st Quintile,In the next 2 to 5 years,0.29560,102,352,0.24787,0.34334
1991,1st Quintile,"In the distant future, in more than five years",0.17356,63,352,0.13394,0.21318
1991,2nd Quintile,As soon as possible,0.16576,54,282,0.12228,0.20924
1991,2nd Quintile,Next year,0.24386,65,282,0.19365,0.29407
1991,2nd Quintile,In the next 2 to 5 years,0.37064,105,282,0.31417,0.42712
1991,2nd Quintile,"In the distant future, in more than five years",0.21974,58,282,0.17133,0.26816
1991,3rd Quintile,As soon as possible,0.22132,52,222,0.16658,0.27605
1991,3rd Quintile,Next year,0.21580,46,222,0.16156,0.27004
1991,3rd Quintile,In the next 2 to 5 years,0.39092,89,222,0.32658,0.45525
1991,3rd Quintile,"In the distant future, in more than five years",0.17197,35,222,0.12222,0.22172
1991,4th Quintile,Next year,0.19719,40,110,0.12249,0.27188
1991,4th Quintile,In the next 2 to 5 years,0.46584,70,110,0.37220,0.55949
1991,5th Quintile,In the next 2 to 5 years,0.46379,58,58,0.33433,0.59326
1992,1st Quintile,As soon as possible,0.46320,291,608,0.42353,0.50287
1992,1st Quintile,Next year,0.22975,138,608,0.19628,0.26322
1992,1st Quintile,In the next 2 to 5 years,0.23323,136,608,0.19959,0.26687
1992,1st Quintile,"In the distant future, in more than five years",0.07382,43,608,0.05302,0.09462
1992,2nd Quintile,As soon as possible,0.33254,177,481,0.29040,0.37469
1992,2nd Quintile,Next year,0.23702,104,481,0.19898,0.27507
1992,2nd Quintile,In the next 2 to 5 years,0.29510,143,481,0.25430,0.33590
1992,2nd Quintile,"In the distant future, in more than five years",0.13533,57,481,0.10473,0.16593
1992,3rd Quintile,As soon as possible,0.26037,117,377,0.21602,0.30473
1992,3rd Quintile,Next year,0.26881,92,377,0.22400,0.31363
1992,3rd Quintile,In the next 2 to 5 years,0.35187,125,377,0.30360,0.40014
1992,3rd Quintile,"In the distant future, in more than five years",0.11894,43,377,0.08622,0.15167
1992,4th Quintile,As soon as possible,0.25191,62,270,0.20003,0.30378
1992,4th Quintile,Next year,0.22924,62,270,0.17901,0.27947
1992,4th Quintile,In the next 2 to 5 years,0.37571,105,270,0.31783,0.43359
1992,4th Quintile,"In the distant future, in more than five years",0.14314,41,270,0.10129,0.18500
1992,5th Quintile,As soon as possible,0.17851,36,150,0.11702,0.23999
1992,5th Quintile,Next year,0.24129,41,150,0.17259,0.30999
1992,5th Quintile,In the next 2 to 5 years,0.40045,73,150,0.32177,0.47912
1993,1st Quintile,As soon as possible,0.43299,280,622,0.39402,0.47196
1993,1st Quintile,Next year,0.20010,125,622,0.16863,0.23157
1993,1st Quintile,In the next 2 to 5 years,0.29637,165,622,0.26046,0.33229
1993,1st Quintile,"In the distant future, in more than five years",0.07053,52,622,0.05040,0.09067
1993,2nd Quintile,As soon as possible,0.38265,198,479,0.33908,0.42622
1993,2nd Quintile,Next year,0.20677,96,479,0.17046,0.24307
1993,2nd Quintile,In the next 2 to 5 years,0.29671,132,479,0.25576,0.33767
1993,2nd Quintile,"In the distant future, in more than five years",0.11387,53,479,0.08539,0.14234
1993,3rd Quintile,As soon as possible,0.34539,129,381,0.29759,0.39320
1993,3rd Quintile,Next year,0.20327,86,381,0.16281,0.24374
1993,3rd Quintile,In the next 2 to 5 years,0.32299,116,381,0.27597,0.37000
1993,3rd Quintile,"In the distant future, in more than five years",0.12835,50,381,0.09472,0.16198
1993,4th Quintile,As soon as possible,0.26128,72,261,0.20787,0.31468
1993,4th Quintile,Next year,0.22998,58,261,0.17882,0.28113
1993,4th Quintile,In the next 2 to 5 years,0.39240,98,261,0.33305,0.45176
1993,4th Quintile,"In the distant future, in more than five years",0.11634,33,261,0.07737,0.15532
1993,5th Quintile,As soon as possible,0.19692,40,147,0.13241,0.26142
1993,5th Quintile,Next year,0.23981,42,147,0.17055,0.30907
1993,5th Quintile,In the next 2 to 5 years,0.38103,65,147,0.30226,0.45981
1994,1st Quintile,As soon as possible,0.47963,313,646,0.44107,0.51818
1994,1st Quintile,Next year,0.21767,124,646,0.18582,0.24952
1994,1st Quintile,In the next 2 to 5 years,0.23353,161,646,0.20088,0.26618
1994,1st Quintile,"In the distant future, in more than five years",0.06917,48,646,0.04959,0.08875
1994,2nd Quintile,As soon as possible,0.34648,184,466,0.30322,0.38973
1994,2nd Quintile,Next year,0.21815,100,466,0.18061,0.25568
1994,2nd Quintile,In the next 2 to 5 years,0.31753,130,466,0.27522,0.35984
1994,2nd Quintile,"In the distant future, in more than five years",0.11785,52,466,0.08854,0.14715
1994,3rd Quintile,As soon as possible,0.33349,134,375,0.28571,0.38127
1994,3rd Quintile,Next year,0.23557,85,375,0.19256,0.27858
1994,3rd Quintile,In the next 2 to 5 years,0.32952,113,375,0.28188,0.37716
1994,3rd Quintile,"In the distant future, in more than five years",0.10142,43,375,0.07082,0.13201
1994,4th Quintile,As soon as possible,0.27979,91,304,0.22924,0.33033
1994,4th Quintile,Next year,0.21534,64,304,0.16906,0.26163
1994,4th Quintile,In the next 2 to 5 years,0.35126,107,304,0.29751,0.40501
1994,4th Quintile,"In the distant future, in more than five years",0.15361,42,304,0.11301,0.19421
1994,5th Quintile,As soon as possible,0.26052,66,189,0.19778,0.32326
1994,5th Quintile,Next year,0.26355,57,189,0.20058,0.32653
1994,5th Quintile,In the next 2 to 5 years,0.33791,66,189,0.27030,0.40553
1995,1st Quintile,As soon as possible,0.38843,295,721,0.35283,0.42403
1995,1st Quintile,Next year,0.22579,149,721,0.19525,0.25633
1995,1st Quintile,In the next 2 to 5 years,0.28879,207,721,0.25568,0.32189
1995,1st Quintile,"In the distant future, in more than five years",0.09700,70,721,0.07538,0.11861
1995,2nd Quintile,As soon as possible,0.37122,182,517,0.32953,0.41290
1995,2nd Quintile,Next year,0.20699,110,517,0.17203,0.24195
1995,2nd Quintile,In the next 2 to 5 years,0.32544,168,517,0.28501,0.36586
1995,2nd Quintile,"In the distant future, in more than five years",0.09636,57,517,0.07090,0.12182
1995,3rd Quintile,As soon as possible,0.33746,111,353,0.28806,0.38685
1995,3rd Quintile,Next year,0.20309,77,353,0.16106,0.24511
1995,3rd Quintile,In the next 2 to 5 years,0.35890,126,353,0.30879,0.40901
1995,3rd Quintile,"In the distant future, in more than five years",0.10056,39,353,0.06914,0.13197
1995,4th Quintile,As soon as possible,0.24580,80,294,0.19650,0.29510
1995,4th Quintile,Next year,0.21245,71,294,0.16562,0.25929
1995,4th Quintile,In the next 2 to 5 years,0.36617,98,294,0.31100,0.42133
1995,4th Quintile,"In the distant future, in more than five years",0.17558,45,294,0.13202,0.21915
1995,5th Quintile,As soon as possible,0.19119,60,239,0.14123,0.24114
1995,5th Quintile,Next year,0.22308,56,239,0.17019,0.27597
1995,5th Quintile,In the next 2 to 5 years,0.39153,82,239,0.32952,0.45354
1995,5th Quintile,"In the distant future, in more than five years",0.19421,41,239,0.14395,0.24446
1996,1st Quintile,As soon as possible,0.42522,310,728,0.38929,0.46116
1996,1st Quintile,Next year,0.23018,159,728,0.19958,0.26078
1996,1st Quintile,In the next 2 to 5 years,0.27165,194,728,0.23932,0.30399
1996,1st Quintile,"In the distant future, in more than five years",0.07295,65,728,0.05404,0.09185
1996,2nd Quintile,As soon as possible,0.30392,163,484,0.26290,0.34494
1996,2nd Quintile,Next year,0.23990,115,484,0.20181,0.27798
1996,2nd Quintile,In the next 2 to 5 years,0.33560,146,484,0.29349,0.37772
1996,2nd Quintile,"In the distant future, in more than five years",0.12058,60,484,0.09154,0.14962
1996,3rd Quintile,As soon as possible,0.32343,128,372,0.27583,0.37103
1996,3rd Quintile,Next year,0.25179,93,372,0.20762,0.29596
1996,3rd Quintile,In the next 2 to 5 years,0.33297,117,372,0.28502,0.38093
1996,3rd Quintile,"In the distant future, in more than five years",0.09181,34,372,0.06242,0.12119
1996,4th Quintile,As soon as possible,0.30266,107,304,0.25093,0.35438
1996,4th Quintile,Next year,0.18526,60,304,0.14152,0.22901
1996,4th Quintile,In the next 2 to 5 years,0.32705,94,304,0.27422,0.37987
1996,4th Quintile,"In the distant future, in more than five years",0.18503,43,304,0.14131,0.22876
1996,5th Quintile,As soon as possible,0.21932,58,241,0.16697,0.27167
1996,5th Quintile,Next year,0.21445,56,241,0.16252,0.26638
1996,5th Quintile,In the next 2 to 5 years,0.35267,87,241,0.29222,0.41313
1996,5th Quintile,"In the distant future, in more than five years",0.21355,40,241,0.16170,0.26540
1997,1st Quintile,As soon as possible,0.45088,306,677,0.41337,0.48839
1997,1st Quintile,Next year,0.17945,109,677,0.15053,0.20838
1997,1st Quintile,In the next 2 to 5 years,0.30983,205,677,0.27497,0.34469
1997,1st Quintile,"In the distant future, in more than five years",0.05984,57,677,0.04196,0.07772
1997,2nd Quintile,As soon as possible,0.37215,207,526,0.33081,0.41350
1997,2nd Quintile,Next year,0.22586,111,526,0.19009,0.26162
1997,2nd Quintile,In the next 2 to 5 years,0.29632,161,526,0.25726,0.33538
1997,2nd Quintile,"In the distant future, in more than five years",0.10567,47,526,0.07937,0.13197
1997,3rd Quintile,As soon as possible,0.32829,146,401,0.28227,0.37430
1997,3rd Quintile,Next year,0.24275,85,401,0.20073,0.28477
1997,3rd Quintile,In the next 2 to 5 years,0.31676,122,401,0.27117,0.36236
1997,3rd Quintile,"In the distant future, in more than five years",0.11220,48,401,0.08127,0.14313
1997,4th Quintile,As soon as possible,0.34413,106,300,0.29028,0.39798
1997,4th Quintile,Next year,0.18178,59,300,0.13806,0.22549
1997,4th Quintile,In the next 2 to 5 years,0.30129,90,300,0.24929,0.35330
1997,4th Quintile,"In the distant future, in more than five years",0.17280,45,300,0.12994,0.21565
1997,5th Quintile,As soon as possible,0.24460,58,208,0.18604,0.30316
1997,5th Quintile,Next year,0.19815,43,208,0.14385,0.25245
1997,5th Quintile,In the next 2 to 5 years,0.41224,76,208,0.34518,0.47930
1997,5th Quintile,"In the distant future, in more than five years",0.14502,31,208,0.09705,0.19298
1998,1st Quintile,As soon as possible,0.44707,307,677,0.40959,0.48455
1998,1st Quintile,Next year,0.19850,127,677,0.16843,0.22857
1998,1st Quintile,In the next 2 to 5 years,0.27374,180,677,0.24013,0.30735
1998,1st Quintile,"In the distant future, in more than five years",0.08068,63,677,0.06015,0.10121
1998,2nd Quintile,As soon as possible,0.33616,170,455,0.29270,0.37961
1998,2nd Quintile,Next year,0.25037,99,455,0.21051,0.29022
1998,2nd Quintile,In the next 2 to 5 years,0.30182,134,455,0.25959,0.34405
1998,2nd Quintile,"In the distant future, in more than five years",0.11166,52,455,0.08268,0.14063
1998,3rd Quintile,As soon as possible,0.39960,137,327,0.34643,0.45278
1998,3rd Quintile,Next year,0.24081,88,327,0.19440,0.28723
1998,3rd Quintile,In the next 2 to 5 years,0.29284,102,327,0.24344,0.34224
1998,4th Quintile,As soon as possible,0.34238,97,267,0.28536,0.39941
1998,4th Quintile,Next year,0.20360,59,267,0.15521,0.25199
1998,4th Quintile,In the next 2 to 5 years,0.32196,80,267,0.26581,0.37811
1998,4th Quintile,"In the distant future, in more than five years",0.13206,31,267,0.09137,0.17275
1998,5th Quintile,As soon as possible,0.23877,47,202,0.17983,0.29771
1998,5th Quintile,Next year,0.22234,43,202,0.16485,0.27982
1998,5th Quintile,In the next 2 to 5 years,0.34718,71,202,0.28136,0.41299
1998,5th Quintile,"In the distant future, in more than five years",0.19172,41,202,0.13729,0.24614
1999,1st Quintile,As soon as possible,0.44423,293,674,0.40669,0.48177
1999,1st Quintile,Next year,0.19659,142,674,0.16657,0.22662
1999,1st Quintile,In the next 2 to 5 years,0.28036,183,674,0.24642,0.31429
1999,1st Quintile,"In the distant future, in more than five years",0.07882,56,674,0.05846,0.09918
1999,2nd Quintile,As soon as possible,0.36795,176,465,0.32407,0.41183
1999,2nd Quintile,Next year,0.21616,96,465,0.17871,0.25361
1999,2nd Quintile,In the next 2 to 5 years,0.29921,133,465,0.25754,0.34087
1999,2nd Quintile,"In the distant future, in more than five years",0.11668,60,465,0.08747,0.14589
1999,3rd Quintile,As soon as possible,0.30841,115,357,0.26043,0.35639
1999,3rd Quintile,Next year,0.25558,88,357,0.21027,0.30089
1999,3rd Quintile,In the next 2 to 5 years,0.34424,122,357,0.29488,0.39359
1999,3rd Quintile,"In the distant future, in more than five years",0.09178,32,357,0.06178,0.12177
1999,4th Quintile,As soon as possible,0.29275,74,235,0.23444,0.35105
1999,4th Quintile,Next year,0.22073,50,235,0.16759,0.27387
1999,4th Quintile,In the next 2 to 5 years,0.33524,77,235,0.27475,0.39572
1999,4th Quintile,"In the distant future, in more than five years",0.15128,34,235,0.10537,0.19720
1999,5th Quintile,Next year,0.22970,44,161,0.16452,0.29488
1999,5th Quintile,In the next 2 to 5 years,0.39597,80,161,0.32019,0.47175
1999,5th Quintile,"In the distant future, in more than five years",0.17697,37,161,0.11784,0.23611
2000,1st Quintile,As soon as possible,0.41658,281,661,0.37896,0.45419
2000,1st Quintile,Next year,0.26191,157,661,0.22837,0.29545
2000,1st Quintile,In the next 2 to 5 years,0.26215,175,661,0.22860,0.29571
2000,1st Quintile,"In the distant future, in more than five years",0.05936,48,661,0.04133,0.07739
2000,2nd Quintile,As soon as possible,0.31520,141,456,0.27251,0.35789
2000,2nd Quintile,Next year,0.21603,106,456,0.17821,0.25384
2000,2nd Quintile,In the next 2 to 5 years,0.34110,149,456,0.29754,0.38466
2000,2nd Quintile,"In the distant future, in more than five years",0.12767,60,456,0.09701,0.15834
2000,3rd Quintile,As soon as possible,0.27026,93,348,0.22354,0.31699
2000,3rd Quintile,Next year,0.24721,90,348,0.20182,0.29260
2000,3rd Quintile,In the next 2 to 5 years,0.34489,116,348,0.29487,0.39490
2000,3rd Quintile,"In the distant future, in more than five years",0.13764,49,348,0.10139,0.17389
2000,4th Quintile,As soon as possible,0.22309,54,206,0.16610,0.28008
2000,4th Quintile,Next year,0.25074,58,206,0.19140,0.31007
2000,4th Quintile,In the next 2 to 5 years,0.39938,94,206,0.33233,0.46643
2000,5th Quintile,As soon as possible,0.18131,39,209,0.12895,0.23367
2000,5th Quintile,Next year,0.23887,45,209,0.18092,0.29682
2000,5th Quintile,In the next 2 to 5 years,0.36572,80,209,0.30027,0.43118
2000,5th Quintile,"In the distant future, in more than five years",0.21410,45,209,0.15835,0.26984
2001,1st Quintile,As soon as possible,0.44625,444,992,0.41530,0.47720
2001,1st Quintile,Next year,0.22575,206,992,0.19972,0.25178
2001,1st Quintile,In the next 2 to 5 years,0.24387,259,992,0.21713,0.27060
2001,1st Quintile,"In the distant future, in more than five years",0.08413,83,992,0.06685,0.10141
2001,2nd Quintile,As soon as possible,0.32848,225,686,0.29331,0.36365
2001,2nd Quintile,Next year,0.24673,152,686,0.21444,0.27901
2001,2nd Quintile,In the next 2 to 5 years,0.31182,220,686,0.27713,0.34651
2001,2nd Quintile,"In the distant future, in more than five years",0.11297,89,686,0.08927,0.13668
2001,3rd Quintile,As soon as possible,0.28435,139,521,0.24558,0.32313
2001,3rd Quintile,Next year,0.25428,142,521,0.21686,0.29171
2001,3rd Quintile,In the next 2 to 5 years,0.33924,173,521,0.29855,0.37994
2001,3rd Quintile,"In the distant future, in more than five years",0.12212,67,521,0.09398,0.15026
2001,4th Quintile,As soon as possible,0.27511,118,440,0.23333,0.31688
2001,4th Quintile,Next year,0.20904,87,440,0.17101,0.24708
2001,4th Quintile,In the next 2 to 5 years,0.35078,170,440,0.30614,0.39542
2001,4th Quintile,"In the distant future, in more than five years",0.16507,65,440,0.13034,0.19980
2001,5th Quintile,As soon as possible,0.21731,65,319,0.17198,0.26264
2001,5th Quintile,Next year,0.21665,65,319,0.17137,0.26193
2001,5th Quintile,In the next 2 to 5 years,0.39943,130,319,0.34560,0.45326
2001,5th Quintile,"In the distant future, in more than five years",0.16661,59,319,0.12566,0.20757
2002,1st Quintile,As soon as possible,0.49244,468,946,0.46056,0.52432
2002,1st Quintile,Next year,0.19688,184,946,0.17153,0.22224
2002,1st Quintile,In the next 2 to 5 years,0.25156,240,946,0.22389,0.27923
2002,1st Quintile,"In the distant future, in more than five years",0.05912,54,946,0.04408,0.07415
2002,2nd Quintile,As soon as possible,0.36502,223,607,0.32669,0.40335
2002,2nd Quintile,Next year,0.24514,141,607,0.21089,0.27939
2002,2nd Quintile,In the next 2 to 5 years,0.31337,196,607,0.27644,0.35031
2002,2nd Quintile,"In the distant future, in more than five years",0.07647,47,607,0.05531,0.09763
2002,3rd Quintile,As soon as possible,0.32577,168,529,0.28579,0.36574
2002,3rd Quintile,Next year,0.20166,111,529,0.16743,0.23588
2002,3rd Quintile,In the next 2 to 5 years,0.31680,174,529,0.27712,0.35648
2002,3rd Quintile,"In the distant future, in more than five years",0.15578,76,529,0.12485,0.18671
2002,4th Quintile,As soon as possible,0.33547,131,442,0.29140,0.37954
2002,4th Quintile,Next year,0.23106,100,442,0.19172,0.27040
2002,4th Quintile,In the next 2 to 5 years,0.27419,137,442,0.23255,0.31582
2002,4th Quintile,"In the distant future, in more than five years",0.15928,74,442,0.12513,0.19344
2002,5th Quintile,As soon as possible,0.28224,78,380,0.23693,0.32756
2002,5th Quintile,Next year,0.26469,86,380,0.22027,0.30911
2002,5th Quintile,In the next 2 to 5 years,0.31374,143,380,0.26703,0.36046
2002,5th Quintile,"In the distant future, in more than five years",0.13933,73,380,0.10446,0.17419
2003,1st Quintile,As soon as possible,0.53292,497,953,0.50122,0.56461
2003,1st Quintile,Next year,0.19475,195,953,0.16960,0.21991
2003,1st Quintile,In the next 2 to 5 years,0.22547,213,953,0.19892,0.25202
