year,sampreg,plb0418,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1998,West,In the next 2 to 5 years,0.33023,507,1515,0.30654,0.35392
1998,West,"In the distant future, in more than five years",0.14416,236,1515,0.12647,0.16186
1998,East,As soon as possible,0.59448,402,671,0.55730,0.63165
1998,East,Next year,0.17637,142,671,0.14751,0.20523
1998,East,In the next 2 to 5 years,0.18618,127,671,0.15671,0.21566
1999,West,As soon as possible,0.29407,362,1296,0.26926,0.31889
1999,West,Next year,0.21323,271,1296,0.19092,0.23554
1999,West,In the next 2 to 5 years,0.35956,472,1296,0.33343,0.38570
1999,West,"In the distant future, in more than five years",0.13313,191,1296,0.11463,0.15163
1999,East,As soon as possible,0.54896,326,598,0.50905,0.58888
1999,East,Next year,0.23611,149,598,0.20204,0.27018
1999,East,In the next 2 to 5 years,0.17914,123,598,0.14838,0.20991
2000,West,As soon as possible,0.25830,586,2366,0.24066,0.27594
2000,West,Next year,0.22137,517,2366,0.20464,0.23810
2000,West,In the next 2 to 5 years,0.37340,900,2366,0.35391,0.39290
2000,West,"In the distant future, in more than five years",0.14692,363,2366,0.13266,0.16119
2000,East,As soon as possible,0.55313,512,971,0.52184,0.58442
2000,East,Next year,0.22665,217,971,0.20031,0.25300
2000,East,In the next 2 to 5 years,0.17473,185,971,0.15083,0.19862
2000,East,"In the distant future, in more than five years",0.04549,57,971,0.03238,0.05860
2001,West,As soon as possible,0.27285,510,2063,0.25362,0.29207
2001,West,Next year,0.23866,467,2063,0.22026,0.25706
2001,West,In the next 2 to 5 years,0.34863,772,2063,0.32806,0.36919
2001,West,"In the distant future, in more than five years",0.13987,314,2063,0.12490,0.15484
2001,East,As soon as possible,0.56795,482,896,0.53550,0.60041
2001,East,Next year,0.20980,185,896,0.18313,0.23648
2001,East,In the next 2 to 5 years,0.17617,180,896,0.15121,0.20113
2001,East,"In the distant future, in more than five years",0.04607,49,896,0.03234,0.05981
2002,West,As soon as possible,0.32186,594,2238,0.30250,0.34122
2002,West,Next year,0.23176,507,2238,0.21428,0.24925
2002,West,In the next 2 to 5 years,0.32296,812,2238,0.30358,0.34233
2002,West,"In the distant future, in more than five years",0.12342,325,2238,0.10979,0.13705
2002,East,As soon as possible,0.58044,504,924,0.54860,0.61227
2002,East,Next year,0.17651,166,924,0.15191,0.20110
2002,East,In the next 2 to 5 years,0.19347,191,924,0.16799,0.21896
2002,East,"In the distant future, in more than five years",0.04958,63,924,0.03558,0.06359
2003,West,As soon as possible,0.37476,666,2128,0.35419,0.39534
2003,West,Next year,0.22755,489,2128,0.20974,0.24537
2003,West,In the next 2 to 5 years,0.29884,712,2128,0.27939,0.31830
2003,West,"In the distant future, in more than five years",0.09884,261,2128,0.08616,0.11152
2003,East,As soon as possible,0.59542,530,946,0.56413,0.62672
2003,East,Next year,0.19584,179,946,0.17054,0.22114
2003,East,In the next 2 to 5 years,0.17347,183,946,0.14933,0.19762
2003,East,"In the distant future, in more than five years",0.03526,54,946,0.02350,0.04702
2004,West,As soon as possible,0.39701,754,2225,0.37667,0.41734
2004,West,Next year,0.20477,459,2225,0.18800,0.22155
2004,West,In the next 2 to 5 years,0.30952,743,2225,0.29031,0.32874
2004,West,"In the distant future, in more than five years",0.08869,269,2225,0.07688,0.10051
2004,East,As soon as possible,0.59275,504,942,0.56136,0.62415
2004,East,Next year,0.17380,175,942,0.14959,0.19802
2004,East,In the next 2 to 5 years,0.18725,202,942,0.16233,0.21218
2004,East,"In the distant future, in more than five years",0.04619,61,942,0.03278,0.05960
2005,West,As soon as possible,0.40740,734,2127,0.38652,0.42829
2005,West,Next year,0.19857,432,2127,0.18161,0.21552
2005,West,In the next 2 to 5 years,0.29669,697,2127,0.27728,0.31611
2005,West,"In the distant future, in more than five years",0.09734,264,2127,0.08474,0.10994
2005,East,As soon as possible,0.58229,499,935,0.55066,0.61392
2005,East,Next year,0.17411,180,935,0.14979,0.19843
2005,East,In the next 2 to 5 years,0.18760,185,935,0.16256,0.21263
2005,East,"In the distant future, in more than five years",0.05600,71,935,0.04125,0.07074
2006,West,As soon as possible,0.42492,797,2172,0.40413,0.44572
2006,West,Next year,0.19541,440,2172,0.17873,0.21209
2006,West,In the next 2 to 5 years,0.30086,710,2172,0.28156,0.32015
2006,West,"In the distant future, in more than five years",0.07881,225,2172,0.06747,0.09014
2006,East,As soon as possible,0.58097,480,878,0.54832,0.61363
2006,East,Next year,0.20183,162,878,0.17526,0.22839
2006,East,In the next 2 to 5 years,0.18209,193,878,0.15655,0.20763
2006,East,"In the distant future, in more than five years",0.03511,43,878,0.02293,0.04729
2007,West,As soon as possible,0.39898,611,1820,0.37648,0.42148
2007,West,Next year,0.22407,393,1820,0.20491,0.24323
2007,West,In the next 2 to 5 years,0.29402,628,1820,0.27308,0.31496
2007,West,"In the distant future, in more than five years",0.08293,188,1820,0.07026,0.09560
2007,East,As soon as possible,0.59422,407,736,0.55872,0.62972
2007,East,Next year,0.21204,148,736,0.18249,0.24159
2007,East,In the next 2 to 5 years,0.16951,148,736,0.14238,0.19663
2007,East,"In the distant future, in more than five years",0.02423,33,736,0.01312,0.03535
2008,West,As soon as possible,0.37390,493,1584,0.35006,0.39773
2008,West,Next year,0.22590,364,1584,0.20530,0.24650
2008,West,In the next 2 to 5 years,0.30342,537,1584,0.28077,0.32606
2008,West,"In the distant future, in more than five years",0.09678,190,1584,0.08222,0.11135
2008,East,As soon as possible,0.55813,337,673,0.52059,0.59568
2008,East,Next year,0.19455,148,673,0.16462,0.22448
2008,East,In the next 2 to 5 years,0.19017,143,673,0.16049,0.21984
2008,East,"In the distant future, in more than five years",0.05715,45,673,0.03960,0.07470
2009,West,As soon as possible,0.39323,495,1466,0.36822,0.41824
2009,West,Next year,0.21403,335,1466,0.19303,0.23503
2009,West,In the next 2 to 5 years,0.29623,476,1466,0.27285,0.31961
2009,West,"In the distant future, in more than five years",0.09651,160,1466,0.08139,0.11163
2009,East,As soon as possible,0.56288,307,574,0.52226,0.60349
2009,East,Next year,0.24191,137,574,0.20684,0.27697
2009,East,In the next 2 to 5 years,0.16918,130,574,0.13848,0.19988
2010,West,As soon as possible,0.37709,905,3378,0.36074,0.39344
2010,West,Next year,0.25550,995,3378,0.24079,0.27021
2010,West,In the next 2 to 5 years,0.27796,1125,3378,0.26285,0.29307
2010,West,"In the distant future, in more than five years",0.08944,353,3378,0.07982,0.09907
2010,East,As soon as possible,0.55077,431,978,0.51958,0.58196
2010,East,Next year,0.21739,275,978,0.19152,0.24325
2010,East,In the next 2 to 5 years,0.17499,211,978,0.15117,0.19882
2010,East,"In the distant future, in more than five years",0.05685,61,978,0.04233,0.07137
2011,West,As soon as possible,0.33780,902,3259,0.32156,0.35405
2011,West,Next year,0.22872,841,3259,0.21430,0.24314
2011,West,In the next 2 to 5 years,0.32740,1113,3259,0.31129,0.34352
2011,West,"In the distant future, in more than five years",0.10607,403,3259,0.09550,0.11665
2011,East,As soon as possible,0.53426,484,997,0.50328,0.56524
2011,East,Next year,0.23515,274,997,0.20881,0.26149
2011,East,In the next 2 to 5 years,0.20110,208,997,0.17620,0.22599
2011,East,"In the distant future, in more than five years",0.02949,31,997,0.01898,0.03999
2012,West,As soon as possible,0.32733,841,2962,0.31043,0.34423
2012,West,Next year,0.27256,828,2962,0.25652,0.28860
2012,West,In the next 2 to 5 years,0.30210,939,2962,0.28556,0.31864
2012,West,"In the distant future, in more than five years",0.09801,354,2962,0.08730,0.10872
2012,East,As soon as possible,0.57869,463,927,0.54688,0.61049
2012,East,Next year,0.22291,246,927,0.19610,0.24971
2012,East,In the next 2 to 5 years,0.14921,162,927,0.12626,0.17216
2012,East,"In the distant future, in more than five years",0.04919,56,927,0.03526,0.06312
2013,West,As soon as possible,0.33845,1193,3818,0.32344,0.35346
2013,West,Next year,0.27908,1012,3818,0.26485,0.29331
2013,West,In the next 2 to 5 years,0.29683,1188,3818,0.28233,0.31132
2013,West,"In the distant future, in more than five years",0.08565,425,3818,0.07677,0.09453
2013,East,As soon as possible,0.49940,395,869,0.46613,0.53266
2013,East,Next year,0.30301,233,869,0.27244,0.33358
2013,East,In the next 2 to 5 years,0.15073,186,869,0.12693,0.17453
2013,East,"In the distant future, in more than five years",0.04686,55,869,0.03280,0.06093
2014,West,As soon as possible,0.36111,979,3047,0.34405,0.37817
2014,West,Next year,0.26108,805,3047,0.24548,0.27668
2014,West,In the next 2 to 5 years,0.29990,943,3047,0.28363,0.31617
2014,West,"In the distant future, in more than five years",0.07791,320,3047,0.06839,0.08743
2014,East,As soon as possible,0.49610,347,771,0.46079,0.53142
2014,East,Next year,0.27390,227,771,0.24240,0.30540
2014,East,In the next 2 to 5 years,0.18271,153,771,0.15541,0.21000
2014,East,"In the distant future, in more than five years",0.04729,44,771,0.03230,0.06229
2015,West,As soon as possible,0.35240,950,3201,0.33585,0.36896
2015,West,Next year,0.25368,825,3201,0.23861,0.26876
2015,West,In the next 2 to 5 years,0.32072,1093,3201,0.30454,0.33689
2015,West,"In the distant future, in more than five years",0.07320,333,3201,0.06417,0.08222
2015,East,As soon as possible,0.47769,314,714,0.44102,0.51435
2015,East,Next year,0.26671,196,714,0.23425,0.29917
2015,East,In the next 2 to 5 years,0.21719,164,714,0.18692,0.24746
2015,East,"In the distant future, in more than five years",0.03841,40,714,0.02430,0.05252
2016,West,As soon as possible,0.31175,1613,4512,0.29823,0.32527
2016,West,Next year,0.27939,1204,4512,0.26630,0.29249
2016,West,In the next 2 to 5 years,0.32019,1330,4512,0.30658,0.33381
2016,West,"In the distant future, in more than five years",0.08867,365,4512,0.08037,0.09696
2016,East,As soon as possible,0.41996,443,1029,0.38979,0.45013
2016,East,Next year,0.31037,315,1029,0.28209,0.33865
2016,East,In the next 2 to 5 years,0.23212,221,1029,0.20631,0.25793
2016,East,"In the distant future, in more than five years",0.03754,50,1029,0.02592,0.04917
2017,West,As soon as possible,0.31630,1716,5155,0.30360,0.32899
2017,West,Next year,0.30864,1439,5155,0.29603,0.32126
2017,West,In the next 2 to 5 years,0.29982,1573,5155,0.28731,0.31232
2017,West,"In the distant future, in more than five years",0.07524,427,5155,0.06804,0.08244
2017,East,As soon as possible,0.37752,425,1135,0.34931,0.40574
2017,East,Next year,0.31994,358,1135,0.29279,0.34709
2017,East,In the next 2 to 5 years,0.23411,282,1135,0.20946,0.25875
2017,East,"In the distant future, in more than five years",0.06843,70,1135,0.05373,0.08312
2018,West,As soon as possible,0.29816,1494,4565,0.28489,0.31143
2018,West,Next year,0.32016,1328,4565,0.30662,0.33370
2018,West,In the next 2 to 5 years,0.31021,1404,4565,0.29679,0.32363
2018,West,"In the distant future, in more than five years",0.07147,339,4565,0.06400,0.07895
2018,East,As soon as possible,0.38320,380,1005,0.35312,0.41327
2018,East,Next year,0.35056,330,1005,0.32105,0.38007
2018,East,In the next 2 to 5 years,0.21083,234,1005,0.18560,0.23606
2018,East,"In the distant future, in more than five years",0.05541,61,1005,0.04126,0.06957
2019,West,As soon as possible,0.29084,1283,3824,0.27645,0.30524
2019,West,Next year,0.32524,1151,3824,0.31039,0.34009
2019,West,In the next 2 to 5 years,0.30839,1103,3824,0.29375,0.32303
2019,West,"In the distant future, in more than five years",0.07553,287,3824,0.06715,0.08390
2019,East,As soon as possible,0.34066,272,837,0.30853,0.37279
2019,East,Next year,0.30832,270,837,0.27701,0.33962
2019,East,In the next 2 to 5 years,0.27377,242,837,0.24355,0.30400
2019,East,"In the distant future, in more than five years",0.07725,53,837,0.05915,0.09535
2020,West,As soon as possible,0.29604,1500,4091,0.28205,0.31003
2020,West,Next year,0.33116,1128,4091,0.31674,0.34559
2020,West,In the next 2 to 5 years,0.30191,1176,4091,0.28784,0.31598
2020,West,"In the distant future, in more than five years",0.07088,287,4091,0.06302,0.07875
2020,East,As soon as possible,0.35081,314,868,0.31905,0.38258
2020,East,Next year,0.33301,245,868,0.30164,0.36438
2020,East,In the next 2 to 5 years,0.26209,251,868,0.23282,0.29136
2020,East,"In the distant future, in more than five years",0.05408,58,868,0.03903,0.06914
2021,West,As soon as possible,0.28293,799,2525,0.26536,0.30050
2021,West,Next year,0.37337,786,2525,0.35450,0.39224
2021,West,In the next 2 to 5 years,0.27507,708,2525,0.25765,0.29249
2021,West,"In the distant future, in more than five years",0.06863,232,2525,0.05877,0.07850
2021,East,As soon as possible,0.26271,160,501,0.22413,0.30128
2021,East,Next year,0.38472,167,501,0.34207,0.42737
2021,East,In the next 2 to 5 years,0.27444,131,501,0.23533,0.31356
2021,East,"In the distant future, in more than five years",0.07813,43,501,0.05461,0.10166
2022,West,As soon as possible,0.23988,736,2687,0.22373,0.25602
2022,West,Next year,0.38535,937,2687,0.36695,0.40376
2022,West,In the next 2 to 5 years,0.30705,795,2687,0.28960,0.32449
2022,West,"In the distant future, in more than five years",0.06773,219,2687,0.05823,0.07723
2022,East,As soon as possible,0.20362,192,680,0.17333,0.23391
2022,East,Next year,0.47117,268,680,0.43363,0.50872
2022,East,In the next 2 to 5 years,0.27716,179,680,0.24349,0.31082
2022,East,"In the distant future, in more than five years",0.04805,41,680,0.03196,0.06414
