year,age_gr,bula_h,plb0418,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,30-45 y.,Bavaria,"In the distant future, in more than five years",0.36232,35,78,0.25496,0.46969
1985,17-29 y.,Lower Saxony,As soon as possible,0.29190,39,109,0.20616,0.37765
1985,17-29 y.,Lower Saxony,Next year,0.27587,32,109,0.19157,0.36017
1985,17-29 y.,Lower Saxony,In the next 2 to 5 years,0.28903,38,109,0.20354,0.37453
1985,17-29 y.,North Rhine-Westphalia,As soon as possible,0.21958,67,264,0.16955,0.26961
1985,17-29 y.,North Rhine-Westphalia,Next year,0.28729,67,264,0.23261,0.34198
1985,17-29 y.,North Rhine-Westphalia,In the next 2 to 5 years,0.33681,87,264,0.27969,0.39393
1985,17-29 y.,North Rhine-Westphalia,"In the distant future, in more than five years",0.15632,43,264,0.11243,0.20021
1985,17-29 y.,Hesse,As soon as possible,0.23627,33,68,0.13455,0.33799
1985,17-29 y.,Hesse,In the next 2 to 5 years,0.33453,35,68,0.22155,0.44751
1985,17-29 y.,Baden-Wuerttemberg,As soon as possible,0.17356,39,136,0.10967,0.23745
1985,17-29 y.,Baden-Wuerttemberg,Next year,0.30576,46,136,0.22804,0.38348
1985,17-29 y.,Baden-Wuerttemberg,In the next 2 to 5 years,0.37658,51,136,0.29484,0.45831
1985,17-29 y.,Bavaria,As soon as possible,0.24797,37,118,0.16972,0.32622
1985,17-29 y.,Bavaria,Next year,0.26001,35,118,0.18053,0.33949
1985,17-29 y.,Bavaria,In the next 2 to 5 years,0.33451,46,118,0.24901,0.42000
1985,30-45 y.,North Rhine-Westphalia,As soon as possible,0.35474,47,87,0.25362,0.45586
1985,30-45 y.,North Rhine-Westphalia,In the next 2 to 5 years,0.32335,40,87,0.22449,0.42221
1985,30-45 y.,Baden-Wuerttemberg,As soon as possible,0.28240,34,34,0.12881,0.43600
1985,46-65 y.,North Rhine-Westphalia,As soon as possible,0.61916,41,41,0.46867,0.76965
1986,17-29 y.,Lower Saxony,"In the distant future, in more than five years",0.30882,33,33,0.14874,0.46890
1986,17-29 y.,North Rhine-Westphalia,As soon as possible,0.20349,65,281,0.15633,0.25065
1986,17-29 y.,North Rhine-Westphalia,Next year,0.21568,60,281,0.16751,0.26386
1986,17-29 y.,North Rhine-Westphalia,In the next 2 to 5 years,0.40332,112,281,0.34586,0.46078
1986,17-29 y.,North Rhine-Westphalia,"In the distant future, in more than five years",0.17751,44,281,0.13275,0.22226
1986,17-29 y.,Hesse,In the next 2 to 5 years,0.38651,33,33,0.21779,0.55523
1986,17-29 y.,Baden-Wuerttemberg,As soon as possible,0.21008,34,127,0.13895,0.28121
1986,17-29 y.,Baden-Wuerttemberg,Next year,0.25314,37,127,0.17722,0.32906
1986,17-29 y.,Baden-Wuerttemberg,In the next 2 to 5 years,0.34407,56,127,0.26112,0.42702
1986,17-29 y.,Bavaria,As soon as possible,0.28905,36,109,0.20356,0.37455
1986,17-29 y.,Bavaria,Next year,0.25526,33,109,0.17303,0.33749
1986,17-29 y.,Bavaria,In the next 2 to 5 years,0.29014,40,109,0.20454,0.37573
1986,30-45 y.,North Rhine-Westphalia,As soon as possible,0.41223,57,100,0.31527,0.50920
1986,30-45 y.,North Rhine-Westphalia,In the next 2 to 5 years,0.30653,43,100,0.21571,0.39736
1986,46-65 y.,North Rhine-Westphalia,As soon as possible,0.61747,44,44,0.47220,0.76273
1987,17-29 y.,Lower Saxony,Next year,0.29211,36,69,0.18402,0.40019
1987,17-29 y.,Lower Saxony,In the next 2 to 5 years,0.30433,33,69,0.19497,0.41369
1987,17-29 y.,North Rhine-Westphalia,As soon as possible,0.22730,66,281,0.17821,0.27639
1987,17-29 y.,North Rhine-Westphalia,Next year,0.23972,72,281,0.18972,0.28973
1987,17-29 y.,North Rhine-Westphalia,In the next 2 to 5 years,0.37778,101,281,0.32099,0.43457
1987,17-29 y.,North Rhine-Westphalia,"In the distant future, in more than five years",0.15520,42,281,0.11278,0.19761
1987,17-29 y.,Baden-Wuerttemberg,As soon as possible,0.15906,31,138,0.09781,0.22030
1987,17-29 y.,Baden-Wuerttemberg,Next year,0.28144,38,138,0.20614,0.35675
1987,17-29 y.,Baden-Wuerttemberg,In the next 2 to 5 years,0.45453,69,138,0.37115,0.53791
1987,17-29 y.,Bavaria,Next year,0.22680,36,80,0.13446,0.31915
1987,17-29 y.,Bavaria,In the next 2 to 5 years,0.40948,44,80,0.30105,0.51792
1987,30-45 y.,North Rhine-Westphalia,As soon as possible,0.26325,41,118,0.18345,0.34305
1987,30-45 y.,North Rhine-Westphalia,Next year,0.21301,32,118,0.13882,0.28720
1987,30-45 y.,North Rhine-Westphalia,In the next 2 to 5 years,0.31160,45,118,0.22768,0.39552
1987,46-65 y.,North Rhine-Westphalia,As soon as possible,0.51377,38,38,0.35272,0.67482
1988,17-29 y.,Lower Saxony,In the next 2 to 5 years,0.36970,34,34,0.20499,0.53440
1988,17-29 y.,North Rhine-Westphalia,As soon as possible,0.14476,50,277,0.10325,0.18627
1988,17-29 y.,North Rhine-Westphalia,Next year,0.24659,59,277,0.19574,0.29744
1988,17-29 y.,North Rhine-Westphalia,In the next 2 to 5 years,0.45961,122,277,0.40081,0.51841
1988,17-29 y.,North Rhine-Westphalia,"In the distant future, in more than five years",0.14904,46,277,0.10702,0.19105
1988,17-29 y.,Baden-Wuerttemberg,As soon as possible,0.21046,40,141,0.14294,0.27799
1988,17-29 y.,Baden-Wuerttemberg,Next year,0.24088,37,141,0.17004,0.31171
1988,17-29 y.,Baden-Wuerttemberg,In the next 2 to 5 years,0.40703,64,141,0.32565,0.48841
1988,17-29 y.,Bavaria,Next year,0.29706,32,77,0.19432,0.39980
1988,17-29 y.,Bavaria,In the next 2 to 5 years,0.40495,45,77,0.29458,0.51531
1988,30-45 y.,North Rhine-Westphalia,As soon as possible,0.33473,41,114,0.24772,0.42173
1988,30-45 y.,North Rhine-Westphalia,Next year,0.25240,32,114,0.17230,0.33249
1988,30-45 y.,North Rhine-Westphalia,In the next 2 to 5 years,0.28826,41,114,0.20475,0.37178
1988,46-65 y.,North Rhine-Westphalia,As soon as possible,0.65418,40,40,0.50491,0.80346
1989,17-29 y.,North Rhine-Westphalia,As soon as possible,0.14786,49,245,0.10332,0.19239
1989,17-29 y.,North Rhine-Westphalia,Next year,0.27179,61,245,0.21597,0.32761
1989,17-29 y.,North Rhine-Westphalia,In the next 2 to 5 years,0.39520,92,245,0.33386,0.45655
1989,17-29 y.,North Rhine-Westphalia,"In the distant future, in more than five years",0.18515,43,245,0.13641,0.23389
1989,17-29 y.,"Rhineland-Palatinate, Saarland",In the next 2 to 5 years,0.49873,31,31,0.31981,0.67765
1989,17-29 y.,Baden-Wuerttemberg,In the next 2 to 5 years,0.47927,63,63,0.35492,0.60362
1989,17-29 y.,Bavaria,In the next 2 to 5 years,0.49013,53,53,0.35425,0.62600
1989,30-45 y.,North Rhine-Westphalia,As soon as possible,0.37875,37,77,0.26969,0.48781
1989,30-45 y.,North Rhine-Westphalia,In the next 2 to 5 years,0.31164,40,77,0.20751,0.41577
1990,17-29 y.,North Rhine-Westphalia,As soon as possible,0.13385,37,233,0.09003,0.17766
1990,17-29 y.,North Rhine-Westphalia,Next year,0.23183,54,233,0.17753,0.28613
1990,17-29 y.,North Rhine-Westphalia,In the next 2 to 5 years,0.43737,102,233,0.37354,0.50121
1990,17-29 y.,North Rhine-Westphalia,"In the distant future, in more than five years",0.19695,40,233,0.14578,0.24813
1990,17-29 y.,Hesse,In the next 2 to 5 years,0.44558,31,31,0.26772,0.62344
1990,17-29 y.,Baden-Wuerttemberg,In the next 2 to 5 years,0.45429,52,52,0.31764,0.59094
1990,17-29 y.,Bavaria,In the next 2 to 5 years,0.43733,47,47,0.29398,0.58069
1991,17-29 y.,Lower Saxony,In the next 2 to 5 years,0.47465,31,31,0.29596,0.65335
1991,17-29 y.,North Rhine-Westphalia,As soon as possible,0.16845,42,211,0.11783,0.21907
1991,17-29 y.,North Rhine-Westphalia,Next year,0.21377,50,211,0.15832,0.26922
1991,17-29 y.,North Rhine-Westphalia,In the next 2 to 5 years,0.42902,81,211,0.36208,0.49596
1991,17-29 y.,North Rhine-Westphalia,"In the distant future, in more than five years",0.18876,38,211,0.13584,0.24169
1991,17-29 y.,Baden-Wuerttemberg,In the next 2 to 5 years,0.49345,63,63,0.36901,0.61790
1991,17-29 y.,Bavaria,In the next 2 to 5 years,0.39625,40,40,0.24274,0.54976
1991,30-45 y.,North Rhine-Westphalia,In the next 2 to 5 years,0.32809,39,39,0.17880,0.47737
1991,30-45 y.,Saxony,As soon as possible,0.75238,31,31,0.59793,0.90684
1992,17-29 y.,Lower Saxony,In the next 2 to 5 years,0.49542,40,40,0.33850,0.65234
1992,17-29 y.,North Rhine-Westphalia,As soon as possible,0.18094,42,214,0.12924,0.23264
1992,17-29 y.,North Rhine-Westphalia,Next year,0.23525,46,214,0.17829,0.29221
1992,17-29 y.,North Rhine-Westphalia,In the next 2 to 5 years,0.41333,88,214,0.34720,0.47946
1992,17-29 y.,North Rhine-Westphalia,"In the distant future, in more than five years",0.17048,38,214,0.11997,0.22098
1992,17-29 y.,Hesse,In the next 2 to 5 years,0.50961,37,37,0.34631,0.67291
1992,17-29 y.,"Rhineland-Palatinate, Saarland",In the next 2 to 5 years,0.56823,32,32,0.39386,0.74259
1992,17-29 y.,Baden-Wuerttemberg,In the next 2 to 5 years,0.41934,59,90,0.31682,0.52186
1992,17-29 y.,Baden-Wuerttemberg,"In the distant future, in more than five years",0.22021,31,90,0.13412,0.30631
1992,17-29 y.,Bavaria,In the next 2 to 5 years,0.43706,47,47,0.29371,0.58040
1992,30-45 y.,North Rhine-Westphalia,In the next 2 to 5 years,0.37310,45,45,0.23019,0.51600
1992,30-45 y.,Saxony,As soon as possible,0.72517,47,47,0.59616,0.85418
1992,46-65 y.,Saxony,As soon as possible,0.77626,44,44,0.65170,0.90083
1993,17-29 y.,Lower Saxony,In the next 2 to 5 years,0.51833,44,44,0.36898,0.66767
1993,17-29 y.,North Rhine-Westphalia,As soon as possible,0.17624,50,241,0.12803,0.22444
1993,17-29 y.,North Rhine-Westphalia,Next year,0.22519,49,241,0.17235,0.27804
1993,17-29 y.,North Rhine-Westphalia,In the next 2 to 5 years,0.42950,101,241,0.36687,0.49212
1993,17-29 y.,North Rhine-Westphalia,"In the distant future, in more than five years",0.16907,41,241,0.12165,0.21649
1993,17-29 y.,Hesse,In the next 2 to 5 years,0.42404,33,33,0.25281,0.59527
1993,17-29 y.,Baden-Wuerttemberg,As soon as possible,0.17649,36,95,0.09942,0.25356
1993,17-29 y.,Baden-Wuerttemberg,In the next 2 to 5 years,0.47311,59,95,0.37218,0.57404
1993,17-29 y.,Bavaria,In the next 2 to 5 years,0.46677,51,51,0.32848,0.60506
1993,30-45 y.,North Rhine-Westphalia,In the next 2 to 5 years,0.39815,37,37,0.23824,0.55806
1993,30-45 y.,Saxony,As soon as possible,0.74310,54,54,0.62547,0.86073
1993,30-45 y.,Saxony-Anhalt,As soon as possible,0.87775,38,38,0.77220,0.98330
1993,46-65 y.,Saxony,As soon as possible,0.73759,38,38,0.59583,0.87935
1994,17-29 y.,Lower Saxony,In the next 2 to 5 years,0.45581,36,36,0.29080,0.62081
1994,17-29 y.,North Rhine-Westphalia,As soon as possible,0.19087,59,201,0.13640,0.24533
1994,17-29 y.,North Rhine-Westphalia,Next year,0.26441,63,201,0.20329,0.32553
1994,17-29 y.,North Rhine-Westphalia,In the next 2 to 5 years,0.42018,79,201,0.35177,0.48858
1994,17-29 y.,Baden-Wuerttemberg,As soon as possible,0.19553,37,138,0.12912,0.26194
1994,17-29 y.,Baden-Wuerttemberg,Next year,0.28848,31,138,0.21262,0.36435
1994,17-29 y.,Baden-Wuerttemberg,In the next 2 to 5 years,0.36989,70,138,0.28905,0.45073
1994,17-29 y.,Bavaria,In the next 2 to 5 years,0.40613,44,44,0.25933,0.55292
1994,17-29 y.,Saxony,In the next 2 to 5 years,0.35596,33,33,0.19006,0.52186
1994,30-45 y.,North Rhine-Westphalia,As soon as possible,0.30481,48,94,0.21125,0.39837
1994,30-45 y.,North Rhine-Westphalia,In the next 2 to 5 years,0.29499,46,94,0.20231,0.38768
1994,30-45 y.,Saxony,As soon as possible,0.65113,42,42,0.50524,0.79703
1994,30-45 y.,Saxony-Anhalt,As soon as possible,0.84099,34,34,0.71622,0.96576
1994,30-45 y.,Thuringa,As soon as possible,0.69731,33,33,0.53813,0.85649
1994,46-65 y.,Saxony,As soon as possible,0.82006,45,45,0.70655,0.93356
1995,17-29 y.,Lower Saxony,As soon as possible,0.37477,33,33,0.20705,0.54248
1995,17-29 y.,North Rhine-Westphalia,As soon as possible,0.14290,36,217,0.09623,0.18957
1995,17-29 y.,North Rhine-Westphalia,Next year,0.25181,52,217,0.19392,0.30969
1995,17-29 y.,North Rhine-Westphalia,In the next 2 to 5 years,0.40657,89,217,0.34106,0.47207
1995,17-29 y.,North Rhine-Westphalia,"In the distant future, in more than five years",0.19872,40,217,0.14551,0.25194
1995,17-29 y.,Hesse,In the next 2 to 5 years,0.53490,32,32,0.35932,0.71049
1995,17-29 y.,Baden-Wuerttemberg,Next year,0.19156,31,111,0.11802,0.26510
1995,17-29 y.,Baden-Wuerttemberg,In the next 2 to 5 years,0.47607,80,111,0.38274,0.56940
1995,17-29 y.,Bavaria,Next year,0.28596,36,87,0.19046,0.38147
1995,17-29 y.,Bavaria,In the next 2 to 5 years,0.39235,51,87,0.28915,0.49555
1995,30-45 y.,North Rhine-Westphalia,As soon as possible,0.23972,45,105,0.15767,0.32177
1995,30-45 y.,North Rhine-Westphalia,In the next 2 to 5 years,0.40832,60,105,0.31385,0.50278
1995,30-45 y.,Baden-Wuerttemberg,In the next 2 to 5 years,0.41859,33,33,0.24766,0.58952
1995,30-45 y.,Bavaria,In the next 2 to 5 years,0.44075,33,33,0.26873,0.61277
1995,30-45 y.,Saxony,As soon as possible,0.64658,37,37,0.49043,0.80274
1995,46-65 y.,North Rhine-Westphalia,As soon as possible,0.63510,32,32,0.46563,0.80456
1995,46-65 y.,Saxony,As soon as possible,0.72926,36,36,0.58205,0.87647
1996,17-29 y.,Lower Saxony,In the next 2 to 5 years,0.43040,34,34,0.26147,0.59934
1996,17-29 y.,North Rhine-Westphalia,As soon as possible,0.21827,51,224,0.16406,0.27249
1996,17-29 y.,North Rhine-Westphalia,Next year,0.24546,52,224,0.18897,0.30194
1996,17-29 y.,North Rhine-Westphalia,In the next 2 to 5 years,0.37657,82,224,0.31297,0.44016
1996,17-29 y.,North Rhine-Westphalia,"In the distant future, in more than five years",0.15970,39,224,0.11162,0.20779
1996,17-29 y.,Baden-Wuerttemberg,As soon as possible,0.13938,33,104,0.07249,0.20627
1996,17-29 y.,Baden-Wuerttemberg,In the next 2 to 5 years,0.60633,71,104,0.51198,0.70069
1996,17-29 y.,Bavaria,As soon as possible,0.24701,37,83,0.15366,0.34036
1996,17-29 y.,Bavaria,In the next 2 to 5 years,0.36531,46,83,0.26109,0.46953
1996,17-29 y.,Saxony,Next year,0.44397,32,32,0.26907,0.61888
1996,30-45 y.,North Rhine-Westphalia,As soon as possible,0.29138,40,117,0.20869,0.37407
1996,30-45 y.,North Rhine-Westphalia,Next year,0.21019,34,117,0.13604,0.28434
1996,30-45 y.,North Rhine-Westphalia,In the next 2 to 5 years,0.30969,43,117,0.22555,0.39383
1996,30-45 y.,Baden-Wuerttemberg,In the next 2 to 5 years,0.31602,35,35,0.15974,0.47230
1996,30-45 y.,Saxony,As soon as possible,0.67911,37,37,0.52661,0.83160
1996,46-65 y.,North Rhine-Westphalia,As soon as possible,0.57391,34,34,0.40518,0.74263
1996,46-65 y.,Saxony,As soon as possible,0.67860,33,33,0.51679,0.84041
1997,17-29 y.,North Rhine-Westphalia,As soon as possible,0.22532,54,177,0.16359,0.28704
1997,17-29 y.,North Rhine-Westphalia,Next year,0.23180,45,177,0.16945,0.29414
1997,17-29 y.,North Rhine-Westphalia,In the next 2 to 5 years,0.43004,78,177,0.35689,0.50318
1997,17-29 y.,Baden-Wuerttemberg,In the next 2 to 5 years,0.55287,70,70,0.43555,0.67019
1997,17-29 y.,Bavaria,In the next 2 to 5 years,0.53257,62,62,0.40737,0.65778
1997,17-29 y.,Saxony,In the next 2 to 5 years,0.30604,31,31,0.14113,0.47096
1997,30-45 y.,North Rhine-Westphalia,As soon as possible,0.29381,44,97,0.20269,0.38493
1997,30-45 y.,North Rhine-Westphalia,In the next 2 to 5 years,0.37733,53,97,0.28037,0.47430
1997,30-45 y.,Baden-Wuerttemberg,As soon as possible,0.25784,36,36,0.11291,0.40276
1997,30-45 y.,Bavaria,In the next 2 to 5 years,0.38650,39,39,0.23167,0.54133
1997,30-45 y.,Saxony,As soon as possible,0.69866,36,36,0.54664,0.85067
1997,30-45 y.,Thuringa,As soon as possible,0.69858,32,32,0.53704,0.86011
1997,46-65 y.,North Rhine-Westphalia,As soon as possible,0.64743,34,34,0.48442,0.81045
1997,46-65 y.,Baden-Wuerttemberg,As soon as possible,0.51421,31,31,0.33536,0.69306
1997,46-65 y.,Saxony,As soon as possible,0.74311,34,34,0.59404,0.89218
1998,17-29 y.,Lower Saxony,In the next 2 to 5 years,0.37880,32,32,0.20804,0.54957
1998,17-29 y.,North Rhine-Westphalia,As soon as possible,0.26297,65,229,0.20583,0.32012
1998,17-29 y.,North Rhine-Westphalia,Next year,0.18964,43,229,0.13875,0.24052
1998,17-29 y.,North Rhine-Westphalia,In the next 2 to 5 years,0.36496,79,229,0.30247,0.42745
1998,17-29 y.,North Rhine-Westphalia,"In the distant future, in more than five years",0.18243,42,229,0.13230,0.23256
1998,17-29 y.,Baden-Wuerttemberg,As soon as possible,0.21001,32,91,0.12586,0.29416
1998,17-29 y.,Baden-Wuerttemberg,In the next 2 to 5 years,0.48759,59,91,0.38432,0.59086
1998,17-29 y.,Bavaria,In the next 2 to 5 years,0.44152,60,60,0.31481,0.56823
1998,17-29 y.,Saxony,In the next 2 to 5 years,0.35329,32,32,0.18503,0.52156
1998,30-45 y.,North Rhine-Westphalia,As soon as possible,0.37011,46,116,0.28186,0.45835
1998,30-45 y.,North Rhine-Westphalia,Next year,0.22851,31,116,0.15177,0.30525
1998,30-45 y.,North Rhine-Westphalia,In the next 2 to 5 years,0.24685,39,116,0.16805,0.32566
1998,30-45 y.,Baden-Wuerttemberg,In the next 2 to 5 years,0.35955,37,37,0.20279,0.51631
1998,30-45 y.,Bavaria,Next year,0.27150,31,31,0.11236,0.43065
1998,30-45 y.,Saxony,As soon as possible,0.68283,50,50,0.55252,0.81313
1998,30-45 y.,Thuringa,As soon as possible,0.66811,39,39,0.51838,0.81783
1998,46-65 y.,North Rhine-Westphalia,As soon as possible,0.68885,43,43,0.54884,0.82887
1998,46-65 y.,Saxony,As soon as possible,0.72674,34,34,0.57469,0.87879
1998,46-65 y.,Saxony-Anhalt,As soon as possible,0.86537,34,34,0.74891,0.98183
1999,17-29 y.,North Rhine-Westphalia,As soon as possible,0.19813,42,167,0.13749,0.25876
1999,17-29 y.,North Rhine-Westphalia,Next year,0.23596,46,167,0.17137,0.30056
1999,17-29 y.,North Rhine-Westphalia,In the next 2 to 5 years,0.40621,79,167,0.33149,0.48092
1999,17-29 y.,Baden-Wuerttemberg,In the next 2 to 5 years,0.41942,53,53,0.28529,0.55354
1999,17-29 y.,Bavaria,In the next 2 to 5 years,0.55275,44,44,0.40413,0.70136
1999,30-45 y.,North Rhine-Westphalia,As soon as possible,0.41163,44,75,0.29950,0.52376
1999,30-45 y.,North Rhine-Westphalia,In the next 2 to 5 years,0.27440,31,75,0.17273,0.37607
1999,30-45 y.,Baden-Wuerttemberg,In the next 2 to 5 years,0.40389,41,41,0.25183,0.55595
1999,30-45 y.,Bavaria,In the next 2 to 5 years,0.38548,34,34,0.21942,0.55154
1999,30-45 y.,Saxony,As soon as possible,0.69720,52,52,0.57109,0.82330
1999,46-65 y.,North Rhine-Westphalia,As soon as possible,0.62606,31,31,0.45291,0.79920
1999,46-65 y.,Saxony,As soon as possible,0.62223,34,34,0.45681,0.78765
2000,17-29 y.,Lower Saxony,Next year,0.28345,39,82,0.18530,0.38159
2000,17-29 y.,Lower Saxony,In the next 2 to 5 years,0.33682,43,82,0.23389,0.43974
2000,17-29 y.,North Rhine-Westphalia,As soon as possible,0.20026,58,307,0.15542,0.24510
2000,17-29 y.,North Rhine-Westphalia,Next year,0.20375,62,307,0.15862,0.24888
2000,17-29 y.,North Rhine-Westphalia,In the next 2 to 5 years,0.41191,132,307,0.35676,0.46705
2000,17-29 y.,North Rhine-Westphalia,"In the distant future, in more than five years",0.18408,55,307,0.14066,0.22751
2000,17-29 y.,Hesse,In the next 2 to 5 years,0.43677,47,47,0.29344,0.58010
2000,17-29 y.,"Rhineland-Palatinate, Saarland",In the next 2 to 5 years,0.42003,41,41,0.26707,0.57298
2000,17-29 y.,Baden-Wuerttemberg,Next year,0.18769,34,172,0.12916,0.24621
2000,17-29 y.,Baden-Wuerttemberg,In the next 2 to 5 years,0.51270,105,172,0.43778,0.58762
2000,17-29 y.,Baden-Wuerttemberg,"In the distant future, in more than five years",0.17465,33,172,0.11774,0.23155
2000,17-29 y.,Bavaria,Next year,0.25720,46,137,0.18374,0.33066
2000,17-29 y.,Bavaria,In the next 2 to 5 years,0.52613,91,137,0.44221,0.61005
2000,17-29 y.,Saxony,As soon as possible,0.31160,37,120,0.22839,0.39482
2000,17-29 y.,Saxony,Next year,0.32862,42,120,0.24423,0.41301
2000,17-29 y.,Saxony,In the next 2 to 5 years,0.28623,41,120,0.20501,0.36744
2000,30-45 y.,Lower Saxony,In the next 2 to 5 years,0.38797,41,41,0.23696,0.53899
2000,30-45 y.,North Rhine-Westphalia,As soon as possible,0.24584,69,254,0.19278,0.29889
2000,30-45 y.,North Rhine-Westphalia,Next year,0.23478,59,254,0.18255,0.28701
2000,30-45 y.,North Rhine-Westphalia,In the next 2 to 5 years,0.38183,89,254,0.32196,0.44169
2000,30-45 y.,North Rhine-Westphalia,"In the distant future, in more than five years",0.13756,37,254,0.09512,0.18000
2000,30-45 y.,Hesse,In the next 2 to 5 years,0.33720,41,41,0.19069,0.48370
2000,30-45 y.,"Rhineland-Palatinate, Saarland",In the next 2 to 5 years,0.37988,31,31,0.20620,0.55356
2000,30-45 y.,Baden-Wuerttemberg,As soon as possible,0.19878,39,107,0.12280,0.27475
2000,30-45 y.,Baden-Wuerttemberg,In the next 2 to 5 years,0.48674,68,107,0.39159,0.58189
2000,30-45 y.,Bavaria,Next year,0.19956,32,132,0.13112,0.26800
2000,30-45 y.,Bavaria,In the next 2 to 5 years,0.39658,62,132,0.31281,0.48035
2000,30-45 y.,Bavaria,"In the distant future, in more than five years",0.23293,38,132,0.16055,0.30532
2000,30-45 y.,Brandenburg,As soon as possible,0.71089,39,39,0.56674,0.85503
2000,30-45 y.,Saxony,As soon as possible,0.63818,65,65,0.52045,0.75591
2000,30-45 y.,Saxony-Anhalt,As soon as possible,0.68595,32,32,0.52256,0.84933
2000,30-45 y.,Thuringa,As soon as possible,0.71017,45,45,0.57611,0.84422
2000,46-65 y.,North Rhine-Westphalia,As soon as possible,0.66292,57,57,0.53911,0.78673
2000,46-65 y.,Bavaria,As soon as possible,0.63198,36,36,0.47221,0.79176
2000,46-65 y.,Saxony,As soon as possible,0.87810,69,69,0.80034,0.95586
2000,46-65 y.,Saxony-Anhalt,As soon as possible,0.72869,32,32,0.57217,0.88522
2000,46-65 y.,Thuringa,As soon as possible,0.91107,34,34,0.81395,1.00819
2001,17-29 y.,Lower Saxony,Next year,0.34455,39,83,0.24169,0.44741
2001,17-29 y.,Lower Saxony,In the next 2 to 5 years,0.33479,44,83,0.23264,0.43693
2001,17-29 y.,North Rhine-Westphalia,As soon as possible,0.17310,45,274,0.12822,0.21798
2001,17-29 y.,North Rhine-Westphalia,Next year,0.25538,65,274,0.20365,0.30710
2001,17-29 y.,North Rhine-Westphalia,In the next 2 to 5 years,0.43069,124,274,0.37195,0.48943
2001,17-29 y.,North Rhine-Westphalia,"In the distant future, in more than five years",0.14084,40,274,0.09957,0.18210
2001,17-29 y.,Hesse,In the next 2 to 5 years,0.34597,35,35,0.18608,0.50587
2001,17-29 y.,"Rhineland-Palatinate, Saarland",In the next 2 to 5 years,0.38045,36,36,0.21960,0.54129
2001,17-29 y.,Baden-Wuerttemberg,Next year,0.21201,32,149,0.14615,0.27786
2001,17-29 y.,Baden-Wuerttemberg,In the next 2 to 5 years,0.42523,77,149,0.34558,0.50488
2001,17-29 y.,Baden-Wuerttemberg,"In the distant future, in more than five years",0.24185,40,149,0.17286,0.31084
2001,17-29 y.,Bavaria,Next year,0.27964,45,123,0.19999,0.35928
2001,17-29 y.,Bavaria,In the next 2 to 5 years,0.46084,78,123,0.37239,0.54929
2001,17-29 y.,Saxony,As soon as possible,0.29959,31,72,0.19303,0.40614
2001,17-29 y.,Saxony,In the next 2 to 5 years,0.36991,41,72,0.25761,0.48221
2001,17-29 y.,Thuringa,In the next 2 to 5 years,0.38454,33,33,0.21598,0.55310
2001,30-45 y.,Lower Saxony,In the next 2 to 5 years,0.33509,34,34,0.17404,0.49614
2001,30-45 y.,North Rhine-Westphalia,As soon as possible,0.19928,46,216,0.14588,0.25267
2001,30-45 y.,North Rhine-Westphalia,Next year,0.27253,50,216,0.21301,0.33205
2001,30-45 y.,North Rhine-Westphalia,In the next 2 to 5 years,0.40187,85,216,0.33633,0.46740
