year,bula_h,plb0418,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1994,Saxony-Anhalt,As soon as possible,0.73109,76,76,0.63074,0.83144
1994,Thuringa,As soon as possible,0.67667,76,76,0.57081,0.78253
1995,Lower Saxony,As soon as possible,0.40319,62,149,0.32416,0.48222
1995,Lower Saxony,Next year,0.16179,33,149,0.10246,0.22113
1995,Lower Saxony,In the next 2 to 5 years,0.32201,54,149,0.24673,0.39728
1995,North Rhine-Westphalia,As soon as possible,0.23746,113,422,0.19681,0.27810
1995,North Rhine-Westphalia,Next year,0.22382,89,422,0.18400,0.26363
1995,North Rhine-Westphalia,In the next 2 to 5 years,0.36918,152,422,0.32308,0.41528
1995,North Rhine-Westphalia,"In the distant future, in more than five years",0.16955,68,422,0.13371,0.20540
1995,Hesse,As soon as possible,0.29209,37,93,0.19917,0.38501
1995,Hesse,In the next 2 to 5 years,0.44391,56,93,0.34238,0.54543
1995,"Rhineland-Palatinate, Saarland",In the next 2 to 5 years,0.35816,43,43,0.21316,0.50317
1995,Baden-Wuerttemberg,As soon as possible,0.19734,69,284,0.15097,0.24371
1995,Baden-Wuerttemberg,Next year,0.20347,57,284,0.15656,0.25037
1995,Baden-Wuerttemberg,In the next 2 to 5 years,0.43705,120,284,0.37925,0.49484
1995,Baden-Wuerttemberg,"In the distant future, in more than five years",0.16215,38,284,0.11920,0.20509
1995,Bavaria,As soon as possible,0.27104,65,258,0.21669,0.32538
1995,Bavaria,Next year,0.24017,62,258,0.18794,0.29239
1995,Bavaria,In the next 2 to 5 years,0.34810,89,258,0.28985,0.40634
1995,Bavaria,"In the distant future, in more than five years",0.14070,42,258,0.09819,0.18321
1995,Berlin,Next year,0.32801,31,31,0.16001,0.49602
1995,Brandenburg,As soon as possible,0.57771,45,45,0.43176,0.72366
1995,Mecklenburg-Western Pomerania,As soon as possible,0.60077,37,37,0.44079,0.76075
1995,Saxony,As soon as possible,0.52017,95,176,0.44615,0.59419
1995,Saxony,Next year,0.25674,47,176,0.19202,0.32146
1995,Saxony,In the next 2 to 5 years,0.17779,34,176,0.12114,0.23443
1995,Saxony-Anhalt,As soon as possible,0.52956,59,59,0.40111,0.65802
1995,Thuringa,As soon as possible,0.63214,63,63,0.51210,0.75217
1996,Lower Saxony,As soon as possible,0.30046,46,143,0.22505,0.37586
1996,Lower Saxony,Next year,0.20202,36,143,0.13598,0.26806
1996,Lower Saxony,In the next 2 to 5 years,0.38058,61,143,0.30072,0.46044
1996,North Rhine-Westphalia,As soon as possible,0.30347,125,425,0.25971,0.34724
1996,North Rhine-Westphalia,Next year,0.23455,100,425,0.19422,0.27489
1996,North Rhine-Westphalia,In the next 2 to 5 years,0.30899,134,425,0.26500,0.35297
1996,North Rhine-Westphalia,"In the distant future, in more than five years",0.15298,66,425,0.11872,0.18725
1996,Hesse,As soon as possible,0.26914,36,117,0.18843,0.34985
1996,Hesse,Next year,0.24539,34,117,0.16708,0.32370
1996,Hesse,In the next 2 to 5 years,0.38971,47,117,0.30096,0.47846
1996,"Rhineland-Palatinate, Saarland",As soon as possible,0.33112,40,78,0.22600,0.43623
1996,"Rhineland-Palatinate, Saarland",In the next 2 to 5 years,0.38951,38,78,0.28059,0.49843
1996,Baden-Wuerttemberg,As soon as possible,0.22820,83,279,0.17887,0.27754
1996,Baden-Wuerttemberg,Next year,0.16282,45,279,0.11942,0.20623
1996,Baden-Wuerttemberg,In the next 2 to 5 years,0.44552,108,279,0.38709,0.50395
1996,Baden-Wuerttemberg,"In the distant future, in more than five years",0.16345,43,279,0.11998,0.20692
1996,Bavaria,As soon as possible,0.33645,83,223,0.27429,0.39860
1996,Bavaria,Next year,0.23770,63,223,0.18170,0.29369
1996,Bavaria,In the next 2 to 5 years,0.30687,77,223,0.24620,0.36754
1996,Berlin,As soon as possible,0.32661,32,32,0.16152,0.49170
1996,Brandenburg,As soon as possible,0.45759,50,50,0.31810,0.59709
1996,Mecklenburg-Western Pomerania,As soon as possible,0.68146,49,49,0.54966,0.81327
1996,Saxony,As soon as possible,0.49302,85,138,0.40930,0.57673
1996,Saxony,Next year,0.29410,53,138,0.21780,0.37040
1996,Saxony-Anhalt,As soon as possible,0.53069,62,62,0.40545,0.65593
1996,Thuringa,As soon as possible,0.49734,58,90,0.39346,0.60122
1996,Thuringa,Next year,0.31238,32,90,0.21610,0.40867
1997,Lower Saxony,As soon as possible,0.32980,51,104,0.23900,0.42060
1997,Lower Saxony,In the next 2 to 5 years,0.35030,53,104,0.25817,0.44244
1997,North Rhine-Westphalia,As soon as possible,0.31284,132,398,0.26723,0.35844
1997,North Rhine-Westphalia,Next year,0.21951,82,398,0.17879,0.26023
1997,North Rhine-Westphalia,In the next 2 to 5 years,0.36097,136,398,0.31373,0.40822
1997,North Rhine-Westphalia,"In the distant future, in more than five years",0.10668,48,398,0.07632,0.13705
1997,Hesse,As soon as possible,0.32093,33,83,0.21989,0.42197
1997,Hesse,In the next 2 to 5 years,0.29436,50,83,0.19571,0.39301
1997,"Rhineland-Palatinate, Saarland",As soon as possible,0.39660,44,83,0.29071,0.50248
1997,"Rhineland-Palatinate, Saarland",In the next 2 to 5 years,0.36365,39,83,0.25953,0.46777
1997,Baden-Wuerttemberg,As soon as possible,0.24304,97,297,0.19417,0.29190
1997,Baden-Wuerttemberg,Next year,0.21525,55,297,0.16843,0.26207
1997,Baden-Wuerttemberg,In the next 2 to 5 years,0.41234,105,297,0.35626,0.46842
1997,Baden-Wuerttemberg,"In the distant future, in more than five years",0.12937,40,297,0.09114,0.16760
1997,Bavaria,As soon as possible,0.27886,71,264,0.22466,0.33306
1997,Bavaria,Next year,0.17632,47,264,0.13026,0.22237
1997,Bavaria,In the next 2 to 5 years,0.39306,104,264,0.33403,0.45210
1997,Bavaria,"In the distant future, in more than five years",0.15176,42,264,0.10840,0.19512
1997,Berlin,As soon as possible,0.47433,41,41,0.31958,0.62907
1997,Brandenburg,As soon as possible,0.49581,49,49,0.35437,0.63726
1997,Mecklenburg-Western Pomerania,As soon as possible,0.70813,44,44,0.57225,0.84402
1997,Saxony,As soon as possible,0.53623,95,169,0.46082,0.61164
1997,Saxony,Next year,0.25227,38,169,0.18659,0.31795
1997,Saxony,In the next 2 to 5 years,0.16271,36,169,0.10689,0.21852
1997,Saxony-Anhalt,As soon as possible,0.63809,71,71,0.52551,0.75067
1997,Thuringa,As soon as possible,0.57813,71,71,0.46244,0.69383
1998,Lower Saxony,As soon as possible,0.34931,49,138,0.26948,0.42914
1998,Lower Saxony,Next year,0.22693,35,138,0.15679,0.29706
1998,Lower Saxony,In the next 2 to 5 years,0.31551,54,138,0.23769,0.39332
1998,North Rhine-Westphalia,As soon as possible,0.37983,155,434,0.33411,0.42554
1998,North Rhine-Westphalia,Next year,0.21148,87,434,0.17301,0.24994
1998,North Rhine-Westphalia,In the next 2 to 5 years,0.26530,121,434,0.22372,0.30689
1998,North Rhine-Westphalia,"In the distant future, in more than five years",0.14340,71,434,0.11038,0.17641
1998,Hesse,As soon as possible,0.28342,32,108,0.19803,0.36881
1998,Hesse,Next year,0.26354,32,108,0.18006,0.34702
1998,Hesse,In the next 2 to 5 years,0.32833,44,108,0.23935,0.41731
1998,"Rhineland-Palatinate, Saarland",In the next 2 to 5 years,0.40738,47,47,0.26539,0.54937
1998,Baden-Wuerttemberg,As soon as possible,0.26013,86,276,0.20828,0.31198
1998,Baden-Wuerttemberg,Next year,0.21240,49,276,0.16406,0.26074
1998,Baden-Wuerttemberg,In the next 2 to 5 years,0.38301,99,276,0.32555,0.44046
1998,Baden-Wuerttemberg,"In the distant future, in more than five years",0.14447,42,276,0.10291,0.18602
1998,Bavaria,As soon as possible,0.26142,75,282,0.21005,0.31280
1998,Bavaria,Next year,0.25416,67,282,0.20325,0.30506
1998,Bavaria,In the next 2 to 5 years,0.31933,93,282,0.26481,0.37384
1998,Bavaria,"In the distant future, in more than five years",0.16509,47,282,0.12168,0.20850
1998,Brandenburg,As soon as possible,0.56347,63,63,0.44002,0.68692
1998,Mecklenburg-Western Pomerania,As soon as possible,0.65313,51,51,0.52119,0.78506
1998,Saxony,As soon as possible,0.57443,112,199,0.50556,0.64330
1998,Saxony,Next year,0.21600,46,199,0.15868,0.27332
1998,Saxony,In the next 2 to 5 years,0.18332,41,199,0.12943,0.23722
1998,Saxony-Anhalt,As soon as possible,0.68389,76,76,0.57866,0.78912
1998,Thuringa,As soon as possible,0.58594,83,115,0.49552,0.67636
1998,Thuringa,Next year,0.22374,32,115,0.14723,0.30024
1999,Lower Saxony,As soon as possible,0.29362,36,123,0.21281,0.37444
1999,Lower Saxony,Next year,0.31876,41,123,0.23607,0.40145
1999,Lower Saxony,In the next 2 to 5 years,0.29239,46,123,0.21167,0.37310
1999,North Rhine-Westphalia,As soon as possible,0.34371,118,364,0.29485,0.39257
1999,North Rhine-Westphalia,Next year,0.22917,84,364,0.18593,0.27240
1999,North Rhine-Westphalia,In the next 2 to 5 years,0.31175,116,364,0.26410,0.35941
1999,North Rhine-Westphalia,"In the distant future, in more than five years",0.11537,46,364,0.08250,0.14823
1999,Hesse,In the next 2 to 5 years,0.41762,49,49,0.27810,0.55713
1999,"Rhineland-Palatinate, Saarland",In the next 2 to 5 years,0.37205,35,35,0.20957,0.53452
1999,Baden-Wuerttemberg,As soon as possible,0.27166,69,218,0.21248,0.33085
1999,Baden-Wuerttemberg,Next year,0.25255,54,218,0.19475,0.31036
1999,Baden-Wuerttemberg,In the next 2 to 5 years,0.37028,95,218,0.30603,0.43453
1999,Bavaria,As soon as possible,0.22695,52,204,0.16933,0.28457
1999,Bavaria,Next year,0.17618,37,204,0.12377,0.22859
1999,Bavaria,In the next 2 to 5 years,0.44204,82,204,0.37373,0.51036
1999,Bavaria,"In the distant future, in more than five years",0.15482,33,204,0.10506,0.20458
1999,Brandenburg,As soon as possible,0.57288,47,47,0.42993,0.71583
1999,Saxony,As soon as possible,0.55539,112,204,0.48703,0.62375
1999,Saxony,Next year,0.23597,46,204,0.17756,0.29438
