year,quintil_oecd,regtyp,plb0418,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2020,5th Quintile,Urban regions,In the next 2 to 5 years,0.01168,75,200,-0.00325,0.02661
2021,1st Quintile,Urban regions,As soon as possible,0.06167,406,1157,0.04780,0.07554
2021,1st Quintile,Urban regions,Next year,0.06302,355,1157,0.04901,0.07703
2021,1st Quintile,Urban regions,In the next 2 to 5 years,0.04616,294,1157,0.03406,0.05825
2021,1st Quintile,Urban regions,"In the distant future, in more than five years",0.01254,102,1157,0.00612,0.01895
2021,1st Quintile,Rural regions,As soon as possible,0.04587,141,350,0.02392,0.06782
2021,1st Quintile,Rural regions,Next year,0.04985,109,350,0.02702,0.07269
2021,1st Quintile,Rural regions,In the next 2 to 5 years,0.02777,100,350,0.01053,0.04501
2021,2nd Quintile,Urban regions,As soon as possible,0.02778,113,323,0.00983,0.04573
2021,2nd Quintile,Urban regions,Next year,0.04458,112,323,0.02204,0.06713
2021,2nd Quintile,Urban regions,In the next 2 to 5 years,0.03562,98,323,0.01537,0.05586
2021,2nd Quintile,Rural regions,As soon as possible,0.02035,45,141,-0.00304,0.04373
2021,2nd Quintile,Rural regions,Next year,0.02961,53,141,0.00153,0.05769
2021,2nd Quintile,Rural regions,In the next 2 to 5 years,0.01260,43,141,-0.00588,0.03108
2021,3rd Quintile,Urban regions,As soon as possible,0.01935,47,182,-0.00072,0.03941
2021,3rd Quintile,Urban regions,Next year,0.02403,70,182,0.00172,0.04635
2021,3rd Quintile,Urban regions,In the next 2 to 5 years,0.02740,65,182,0.00362,0.05119
2021,4th Quintile,Urban regions,As soon as possible,0.01243,39,143,-0.00579,0.03066
2021,4th Quintile,Urban regions,Next year,0.01782,62,143,-0.00394,0.03958
2021,4th Quintile,Urban regions,In the next 2 to 5 years,0.00969,42,143,-0.00642,0.02580
2021,5th Quintile,Urban regions,As soon as possible,0.00678,35,151,-0.00635,0.01991
2021,5th Quintile,Urban regions,Next year,0.01644,59,151,-0.00391,0.03679
2021,5th Quintile,Urban regions,In the next 2 to 5 years,0.01475,57,151,-0.00454,0.03404
2022,1st Quintile,Urban regions,As soon as possible,0.04241,304,983,0.02981,0.05502
2022,1st Quintile,Urban regions,Next year,0.06321,318,983,0.04799,0.07843
2022,1st Quintile,Urban regions,In the next 2 to 5 years,0.04489,278,983,0.03194,0.05784
2022,1st Quintile,Urban regions,"In the distant future, in more than five years",0.00790,83,983,0.00237,0.01344
2022,1st Quintile,Rural regions,As soon as possible,0.04440,103,315,0.02162,0.06718
2022,1st Quintile,Rural regions,Next year,0.04618,111,315,0.02296,0.06939
2022,1st Quintile,Rural regions,In the next 2 to 5 years,0.04369,101,315,0.02108,0.06630
2022,2nd Quintile,Urban regions,As soon as possible,0.01989,79,237,0.00208,0.03771
2022,2nd Quintile,Urban regions,Next year,0.02132,82,237,0.00289,0.03975
2022,2nd Quintile,Urban regions,In the next 2 to 5 years,0.02229,76,237,0.00346,0.04113
2022,2nd Quintile,Rural regions,Next year,0.02742,44,81,-0.00836,0.06321
2022,2nd Quintile,Rural regions,In the next 2 to 5 years,0.01190,37,81,-0.01186,0.03566
2022,3rd Quintile,Urban regions,As soon as possible,0.00888,41,125,-0.00763,0.02539
2022,3rd Quintile,Urban regions,Next year,0.01933,49,125,-0.00490,0.04356
2022,3rd Quintile,Urban regions,In the next 2 to 5 years,0.01090,35,125,-0.00738,0.02918
2022,4th Quintile,Urban regions,Next year,0.01447,52,89,-0.01048,0.03942
2022,4th Quintile,Urban regions,In the next 2 to 5 years,0.01126,37,89,-0.01079,0.03331
2022,5th Quintile,Urban regions,Next year,0.02788,61,117,-0.00208,0.05784
2022,5th Quintile,Urban regions,In the next 2 to 5 years,0.01710,56,117,-0.00649,0.04070
