year,age_gr,bula_h,pld0043,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,46-65 y.,North Rhine-Westphalia,Seldom,0.28152,467,1615,0.25958,0.30346
2003,46-65 y.,North Rhine-Westphalia,Never,0.21162,298,1615,0.19169,0.23154
2003,46-65 y.,Hesse,Often,0.11786,67,500,0.08957,0.14615
2003,46-65 y.,Hesse,Sometimes,0.34954,184,500,0.30770,0.39138
2003,46-65 y.,Hesse,Seldom,0.30346,173,500,0.26312,0.34380
2003,46-65 y.,Hesse,Never,0.16630,76,500,0.13363,0.19897
2003,46-65 y.,"Rhineland-Palatinate, Saarland",Often,0.13506,59,403,0.10165,0.16847
2003,46-65 y.,"Rhineland-Palatinate, Saarland",Sometimes,0.32006,135,403,0.27446,0.36567
2003,46-65 y.,"Rhineland-Palatinate, Saarland",Seldom,0.29756,125,403,0.25287,0.34225
2003,46-65 y.,"Rhineland-Palatinate, Saarland",Never,0.21626,84,403,0.17601,0.25650
2003,46-65 y.,Baden-Wuerttemberg,Often,0.11252,98,844,0.09118,0.13385
2003,46-65 y.,Baden-Wuerttemberg,Sometimes,0.32944,308,844,0.29771,0.36117
2003,46-65 y.,Baden-Wuerttemberg,Seldom,0.35544,276,844,0.32313,0.38775
2003,46-65 y.,Baden-Wuerttemberg,Never,0.17320,162,844,0.14765,0.19874
2003,46-65 y.,Bavaria,Often,0.11080,125,1002,0.09135,0.13024
2003,46-65 y.,Bavaria,Sometimes,0.27684,308,1002,0.24912,0.30456
2003,46-65 y.,Bavaria,Seldom,0.33624,362,1002,0.30697,0.36551
2003,46-65 y.,Bavaria,Never,0.24668,207,1002,0.21998,0.27339
2003,46-65 y.,Berlin,Often,0.14805,45,278,0.10623,0.18988
2003,46-65 y.,Berlin,Sometimes,0.37731,114,278,0.32023,0.43439
2003,46-65 y.,Berlin,Seldom,0.27497,86,278,0.22239,0.32755
2003,46-65 y.,Berlin,Never,0.14387,33,278,0.10254,0.18520
2003,46-65 y.,Brandenburg,Sometimes,0.32409,119,300,0.27103,0.37714
2003,46-65 y.,Brandenburg,Seldom,0.28395,109,300,0.23284,0.33506
2003,46-65 y.,Brandenburg,Never,0.23391,72,300,0.18592,0.28189
2003,46-65 y.,Mecklenburg-Western Pomerania,Sometimes,0.32877,62,130,0.24770,0.40983
2003,46-65 y.,Mecklenburg-Western Pomerania,Seldom,0.33830,68,130,0.25666,0.41995
2003,46-65 y.,Saxony,Often,0.10873,54,534,0.08230,0.13516
2003,46-65 y.,Saxony,Sometimes,0.31192,164,534,0.27259,0.35125
2003,46-65 y.,Saxony,Seldom,0.35601,204,534,0.31536,0.39666
2003,46-65 y.,Saxony,Never,0.19246,112,534,0.15899,0.22593
2003,46-65 y.,Saxony-Anhalt,Often,0.15080,47,347,0.11309,0.18851
2003,46-65 y.,Saxony-Anhalt,Sometimes,0.20518,89,347,0.16263,0.24773
2003,46-65 y.,Saxony-Anhalt,Seldom,0.34299,127,347,0.29297,0.39301
2003,46-65 y.,Saxony-Anhalt,Never,0.27982,84,347,0.23252,0.32712
2003,46-65 y.,Thuringa,Sometimes,0.25137,90,301,0.20228,0.30045
2003,46-65 y.,Thuringa,Seldom,0.37979,140,301,0.32487,0.43472
2003,46-65 y.,Thuringa,Never,0.26928,71,301,0.21908,0.31947
2003,66 and older,Schleswig-Holstein,Sometimes,0.19493,31,120,0.12376,0.26611
2003,66 and older,Schleswig-Holstein,Seldom,0.41332,51,120,0.32484,0.50180
2003,66 and older,Schleswig-Holstein,Never,0.33509,38,120,0.25028,0.41990
2003,66 and older,Lower Saxony,Sometimes,0.17801,61,316,0.13577,0.22026
2003,66 and older,Lower Saxony,Seldom,0.36259,127,316,0.30949,0.41568
2003,66 and older,Lower Saxony,Never,0.38444,128,316,0.33072,0.43816
2003,66 and older,North Rhine-Westphalia,Often,0.05171,44,756,0.03591,0.06750
2003,66 and older,North Rhine-Westphalia,Sometimes,0.20622,167,756,0.17736,0.23508
2003,66 and older,North Rhine-Westphalia,Seldom,0.26292,216,756,0.23152,0.29432
2003,66 and older,North Rhine-Westphalia,Never,0.46026,329,756,0.42471,0.49582
2003,66 and older,Hesse,Sometimes,0.20811,52,208,0.15281,0.26341
2003,66 and older,Hesse,Seldom,0.27830,59,208,0.21724,0.33935
2003,66 and older,Hesse,Never,0.43221,97,208,0.36472,0.49969
2003,66 and older,"Rhineland-Palatinate, Saarland",Sometimes,0.12953,38,226,0.08565,0.17341
2003,66 and older,"Rhineland-Palatinate, Saarland",Seldom,0.23956,61,226,0.18379,0.29533
2003,66 and older,"Rhineland-Palatinate, Saarland",Never,0.51303,127,226,0.44772,0.57834
2003,66 and older,Baden-Wuerttemberg,Sometimes,0.25830,97,347,0.21218,0.30442
2003,66 and older,Baden-Wuerttemberg,Seldom,0.32091,124,347,0.27172,0.37010
2003,66 and older,Baden-Wuerttemberg,Never,0.34325,126,347,0.29322,0.39328
2003,66 and older,Bavaria,Sometimes,0.19389,108,471,0.15814,0.22963
2003,66 and older,Bavaria,Seldom,0.31561,160,471,0.27360,0.35763
2003,66 and older,Bavaria,Never,0.41127,203,471,0.36679,0.45576
2003,66 and older,Berlin,Seldom,0.24363,38,79,0.14836,0.33890
2003,66 and older,Berlin,Never,0.41961,41,79,0.31009,0.52913
2003,66 and older,Brandenburg,Sometimes,0.28464,51,166,0.21579,0.35349
2003,66 and older,Brandenburg,Seldom,0.24695,44,166,0.18115,0.31275
2003,66 and older,Brandenburg,Never,0.38136,71,166,0.30724,0.45547
2003,66 and older,Mecklenburg-Western Pomerania,Never,0.46607,34,34,0.29587,0.63627
2003,66 and older,Saxony,Sometimes,0.18019,49,252,0.13264,0.22774
2003,66 and older,Saxony,Seldom,0.30840,90,252,0.25126,0.36553
2003,66 and older,Saxony,Never,0.42929,113,252,0.36805,0.49052
2003,66 and older,Saxony-Anhalt,Seldom,0.24375,41,120,0.16660,0.32089
2003,66 and older,Saxony-Anhalt,Never,0.51397,79,120,0.42416,0.60377
2003,66 and older,Thuringa,Sometimes,0.22745,36,144,0.15875,0.29616
2003,66 and older,Thuringa,Seldom,0.28410,43,144,0.21018,0.35801
2003,66 and older,Thuringa,Never,0.46432,65,144,0.38258,0.54606
2008,17-29 y.,Lower Saxony,Often,0.30959,84,233,0.25010,0.36909
2008,17-29 y.,Lower Saxony,Sometimes,0.33545,103,233,0.27470,0.39621
2008,17-29 y.,Lower Saxony,Seldom,0.13116,46,233,0.08772,0.17460
2008,17-29 y.,North Rhine-Westphalia,Very often,0.05458,42,602,0.03642,0.07274
2008,17-29 y.,North Rhine-Westphalia,Often,0.22183,155,602,0.18861,0.25504
2008,17-29 y.,North Rhine-Westphalia,Sometimes,0.36901,231,602,0.33043,0.40759
2008,17-29 y.,North Rhine-Westphalia,Seldom,0.22592,128,602,0.19248,0.25935
2008,17-29 y.,North Rhine-Westphalia,Never,0.05663,46,602,0.03815,0.07511
2008,17-29 y.,Hesse,Often,0.21488,48,172,0.15332,0.27645
2008,17-29 y.,Hesse,Sometimes,0.47955,92,172,0.40467,0.55442
2008,17-29 y.,Hesse,Seldom,0.12549,32,172,0.07583,0.17514
2008,17-29 y.,"Rhineland-Palatinate, Saarland",Often,0.17795,39,112,0.10680,0.24910
2008,17-29 y.,"Rhineland-Palatinate, Saarland",Sometimes,0.45379,73,112,0.36117,0.54641
2008,17-29 y.,Baden-Wuerttemberg,Often,0.23576,123,398,0.19401,0.27752
2008,17-29 y.,Baden-Wuerttemberg,Sometimes,0.41942,188,398,0.37088,0.46796
2008,17-29 y.,Baden-Wuerttemberg,Seldom,0.16559,87,398,0.12902,0.20216
2008,17-29 y.,Bavaria,Very often,0.06979,34,399,0.04475,0.09482
2008,17-29 y.,Bavaria,Often,0.21047,104,399,0.17042,0.25052
2008,17-29 y.,Bavaria,Sometimes,0.33169,168,399,0.28543,0.37794
2008,17-29 y.,Bavaria,Seldom,0.22747,93,399,0.18628,0.26865
2008,17-29 y.,Berlin,Often,0.29037,45,99,0.20050,0.38025
2008,17-29 y.,Berlin,Sometimes,0.38497,54,99,0.28863,0.48131
2008,17-29 y.,Brandenburg,Often,0.26431,31,80,0.16707,0.36155
2008,17-29 y.,Brandenburg,Sometimes,0.44070,49,80,0.33122,0.55018
2008,17-29 y.,Saxony,Often,0.26468,62,218,0.20598,0.32337
2008,17-29 y.,Saxony,Sometimes,0.40799,103,218,0.34259,0.47338
2008,17-29 y.,Saxony,Seldom,0.20459,53,218,0.15092,0.25827
2008,17-29 y.,Saxony-Anhalt,Often,0.18857,39,96,0.10991,0.26724
2008,17-29 y.,Saxony-Anhalt,Sometimes,0.37168,57,96,0.27450,0.46886
2008,17-29 y.,Thuringa,Often,0.20497,39,141,0.13810,0.27184
2008,17-29 y.,Thuringa,Sometimes,0.44860,70,141,0.36622,0.53099
2008,17-29 y.,Thuringa,Seldom,0.22009,32,141,0.15146,0.28872
2008,30-45 y.,Schleswig-Holstein,Sometimes,0.31183,46,88,0.21449,0.40917
2008,30-45 y.,Schleswig-Holstein,Seldom,0.36732,42,88,0.26602,0.46862
2008,30-45 y.,Lower Saxony,Often,0.19917,95,465,0.16283,0.23551
2008,30-45 y.,Lower Saxony,Sometimes,0.39741,197,465,0.35288,0.44193
2008,30-45 y.,Lower Saxony,Seldom,0.25317,132,465,0.21360,0.29273
2008,30-45 y.,Lower Saxony,Never,0.09392,41,465,0.06738,0.12046
2008,30-45 y.,North Rhine-Westphalia,Very often,0.03929,34,1101,0.02781,0.05078
2008,30-45 y.,North Rhine-Westphalia,Often,0.19587,203,1101,0.17241,0.21932
2008,30-45 y.,North Rhine-Westphalia,Sometimes,0.40136,451,1101,0.37239,0.43033
2008,30-45 y.,North Rhine-Westphalia,Seldom,0.25189,288,1101,0.22624,0.27755
2008,30-45 y.,North Rhine-Westphalia,Never,0.10982,125,1101,0.09134,0.12830
2008,30-45 y.,Hesse,Often,0.18281,68,360,0.14282,0.22279
2008,30-45 y.,Hesse,Sometimes,0.40581,161,360,0.35501,0.45660
2008,30-45 y.,Hesse,Seldom,0.26883,97,360,0.22297,0.31469
2008,30-45 y.,Hesse,Never,0.08521,34,360,0.05633,0.11409
2008,30-45 y.,"Rhineland-Palatinate, Saarland",Often,0.14368,49,230,0.09825,0.18911
2008,30-45 y.,"Rhineland-Palatinate, Saarland",Sometimes,0.38274,102,230,0.31978,0.44569
2008,30-45 y.,"Rhineland-Palatinate, Saarland",Seldom,0.30293,79,230,0.24341,0.36245
2008,30-45 y.,Baden-Wuerttemberg,Often,0.17694,130,634,0.14721,0.20666
2008,30-45 y.,Baden-Wuerttemberg,Sometimes,0.38796,262,634,0.35000,0.42592
2008,30-45 y.,Baden-Wuerttemberg,Seldom,0.29318,188,634,0.25772,0.32864
2008,30-45 y.,Baden-Wuerttemberg,Never,0.10169,54,634,0.07814,0.12523
2008,30-45 y.,Bavaria,Very often,0.05271,34,791,0.03713,0.06829
2008,30-45 y.,Bavaria,Often,0.16458,147,791,0.13872,0.19043
2008,30-45 y.,Bavaria,Sometimes,0.38682,305,791,0.35286,0.42078
2008,30-45 y.,Bavaria,Seldom,0.30644,241,791,0.27429,0.33859
2008,30-45 y.,Bavaria,Never,0.08610,64,791,0.06654,0.10567
2008,30-45 y.,Berlin,Sometimes,0.39389,63,105,0.29998,0.48779
2008,30-45 y.,Berlin,Seldom,0.27637,42,105,0.19042,0.36232
2008,30-45 y.,Brandenburg,Sometimes,0.39197,75,129,0.30739,0.47654
2008,30-45 y.,Brandenburg,Seldom,0.28649,54,129,0.20816,0.36481
2008,30-45 y.,Mecklenburg-Western Pomerania,Sometimes,0.36611,41,86,0.26369,0.46852
2008,30-45 y.,Mecklenburg-Western Pomerania,Seldom,0.40649,45,86,0.30207,0.51091
2008,30-45 y.,Saxony,Often,0.20003,73,320,0.15613,0.24392
2008,30-45 y.,Saxony,Sometimes,0.40306,151,320,0.34923,0.45689
2008,30-45 y.,Saxony,Seldom,0.27347,96,320,0.22456,0.32239
2008,30-45 y.,Saxony-Anhalt,Often,0.16916,33,165,0.11178,0.22654
2008,30-45 y.,Saxony-Anhalt,Sometimes,0.32216,74,165,0.25064,0.39368
2008,30-45 y.,Saxony-Anhalt,Seldom,0.36799,58,165,0.29418,0.44180
2008,30-45 y.,Thuringa,Often,0.17785,35,188,0.12305,0.23266
2008,30-45 y.,Thuringa,Sometimes,0.31467,74,188,0.24811,0.38123
2008,30-45 y.,Thuringa,Seldom,0.41250,79,188,0.34194,0.48306
2008,46-65 y.,Schleswig-Holstein,Sometimes,0.27747,52,159,0.20765,0.34729
2008,46-65 y.,Schleswig-Holstein,Seldom,0.36427,74,159,0.28923,0.43930
2008,46-65 y.,Schleswig-Holstein,Never,0.14636,33,159,0.09125,0.20148
2008,46-65 y.,Hamburg,Sometimes,0.42423,42,42,0.27294,0.57551
2008,46-65 y.,Lower Saxony,Often,0.14306,86,539,0.11347,0.17264
2008,46-65 y.,Lower Saxony,Sometimes,0.32454,199,539,0.28497,0.36410
2008,46-65 y.,Lower Saxony,Seldom,0.30929,157,539,0.27023,0.34834
2008,46-65 y.,Lower Saxony,Never,0.19657,97,539,0.16299,0.23015
2008,46-65 y.,North Rhine-Westphalia,Often,0.15601,210,1296,0.13625,0.17578
2008,46-65 y.,North Rhine-Westphalia,Sometimes,0.29272,432,1296,0.26794,0.31751
2008,46-65 y.,North Rhine-Westphalia,Seldom,0.30893,414,1296,0.28376,0.33410
2008,46-65 y.,North Rhine-Westphalia,Never,0.21484,240,1296,0.19247,0.23721
2008,46-65 y.,Hesse,Often,0.13549,74,466,0.10438,0.16659
2008,46-65 y.,Hesse,Sometimes,0.34789,173,466,0.30460,0.39118
2008,46-65 y.,Hesse,Seldom,0.31543,154,466,0.27319,0.35767
2008,46-65 y.,Hesse,Never,0.16873,65,466,0.13469,0.20277
2008,46-65 y.,"Rhineland-Palatinate, Saarland",Often,0.11478,56,392,0.08319,0.14638
2008,46-65 y.,"Rhineland-Palatinate, Saarland",Sometimes,0.30374,116,392,0.25816,0.34932
2008,46-65 y.,"Rhineland-Palatinate, Saarland",Seldom,0.29927,126,392,0.25388,0.34466
2008,46-65 y.,"Rhineland-Palatinate, Saarland",Never,0.21814,94,392,0.17720,0.25907
2008,46-65 y.,Baden-Wuerttemberg,Often,0.12477,110,746,0.10104,0.14850
2008,46-65 y.,Baden-Wuerttemberg,Sometimes,0.33572,268,746,0.30181,0.36963
2008,46-65 y.,Baden-Wuerttemberg,Seldom,0.35699,267,746,0.32259,0.39140
2008,46-65 y.,Baden-Wuerttemberg,Never,0.15703,101,746,0.13090,0.18315
2008,46-65 y.,Bavaria,Often,0.11025,122,935,0.09016,0.13033
2008,46-65 y.,Bavaria,Sometimes,0.27797,283,935,0.24924,0.30671
2008,46-65 y.,Bavaria,Seldom,0.33577,339,935,0.30548,0.36605
2008,46-65 y.,Bavaria,Never,0.25234,191,935,0.22448,0.28020
2008,46-65 y.,Berlin,Often,0.16023,46,272,0.11656,0.20390
2008,46-65 y.,Berlin,Sometimes,0.32100,95,272,0.26542,0.37659
2008,46-65 y.,Berlin,Seldom,0.26507,79,272,0.21252,0.31762
2008,46-65 y.,Berlin,Never,0.20247,52,272,0.15462,0.25031
2008,46-65 y.,Brandenburg,Often,0.12903,38,272,0.08912,0.16895
2008,46-65 y.,Brandenburg,Sometimes,0.24890,83,272,0.19742,0.30038
2008,46-65 y.,Brandenburg,Seldom,0.36774,91,272,0.31033,0.42515
2008,46-65 y.,Brandenburg,Never,0.21680,60,272,0.16774,0.26586
2008,46-65 y.,Mecklenburg-Western Pomerania,Often,0.17605,32,162,0.11721,0.23488
2008,46-65 y.,Mecklenburg-Western Pomerania,Sometimes,0.31908,65,162,0.24708,0.39108
2008,46-65 y.,Mecklenburg-Western Pomerania,Seldom,0.32962,65,162,0.25701,0.40224
2008,46-65 y.,Saxony,Often,0.11498,54,498,0.08694,0.14303
2008,46-65 y.,Saxony,Sometimes,0.32521,171,498,0.28403,0.36640
2008,46-65 y.,Saxony,Seldom,0.34508,175,498,0.30329,0.38688
2008,46-65 y.,Saxony,Never,0.17714,98,498,0.14358,0.21071
2008,46-65 y.,Saxony-Anhalt,Often,0.14341,41,285,0.10265,0.18418
2008,46-65 y.,Saxony-Anhalt,Sometimes,0.36759,104,285,0.31151,0.42366
2008,46-65 y.,Saxony-Anhalt,Seldom,0.30369,95,285,0.25021,0.35718
2008,46-65 y.,Saxony-Anhalt,Never,0.16335,45,285,0.12036,0.20635
2008,46-65 y.,Thuringa,Sometimes,0.31118,94,255,0.25425,0.36812
2008,46-65 y.,Thuringa,Seldom,0.35019,103,255,0.29152,0.40886
2008,46-65 y.,Thuringa,Never,0.23735,58,255,0.18503,0.28967
2008,66 and older,Schleswig-Holstein,Seldom,0.35516,46,95,0.25842,0.45191
2008,66 and older,Schleswig-Holstein,Never,0.33501,49,95,0.23959,0.43042
2008,66 and older,Hamburg,Never,0.47872,32,32,0.30287,0.65457
2008,66 and older,Lower Saxony,Often,0.06676,33,411,0.04260,0.09092
2008,66 and older,Lower Saxony,Sometimes,0.25373,109,411,0.21161,0.29585
2008,66 and older,Lower Saxony,Seldom,0.35028,137,411,0.30410,0.39646
2008,66 and older,Lower Saxony,Never,0.29718,132,411,0.25294,0.34142
2008,66 and older,North Rhine-Westphalia,Often,0.05601,57,887,0.04087,0.07115
2008,66 and older,North Rhine-Westphalia,Sometimes,0.21662,199,887,0.18950,0.24375
2008,66 and older,North Rhine-Westphalia,Seldom,0.32160,312,887,0.29085,0.35236
2008,66 and older,North Rhine-Westphalia,Never,0.39741,319,887,0.36519,0.42963
2008,66 and older,Hesse,Sometimes,0.14268,45,222,0.09657,0.18879
2008,66 and older,Hesse,Seldom,0.30622,78,222,0.24545,0.36699
2008,66 and older,Hesse,Never,0.42886,99,222,0.36361,0.49411
2008,66 and older,"Rhineland-Palatinate, Saarland",Sometimes,0.20827,58,215,0.15387,0.26268
2008,66 and older,"Rhineland-Palatinate, Saarland",Seldom,0.24072,59,215,0.18344,0.29800
2008,66 and older,"Rhineland-Palatinate, Saarland",Never,0.41921,98,215,0.35310,0.48532
2008,66 and older,Baden-Wuerttemberg,Often,0.07436,39,465,0.05049,0.09824
2008,66 and older,Baden-Wuerttemberg,Sometimes,0.26449,119,465,0.22436,0.30463
2008,66 and older,Baden-Wuerttemberg,Seldom,0.29369,156,465,0.25225,0.33513
2008,66 and older,Baden-Wuerttemberg,Never,0.34064,151,465,0.29752,0.38377
2008,66 and older,Bavaria,Sometimes,0.26195,159,527,0.22437,0.29952
2008,66 and older,Bavaria,Seldom,0.28534,177,527,0.24675,0.32393
2008,66 and older,Bavaria,Never,0.35676,191,527,0.31582,0.39770
2008,66 and older,Berlin,Sometimes,0.27475,39,118,0.19387,0.35564
2008,66 and older,Berlin,Seldom,0.28581,43,118,0.20394,0.36768
2008,66 and older,Berlin,Never,0.27322,36,118,0.19247,0.35396
2008,66 and older,Brandenburg,Sometimes,0.24734,63,196,0.18678,0.30790
