year,age_gr,bula_h,pld0043,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2018,46-65 y.,Brandenburg,Sometimes,0.36894,164,410,0.32218,0.41570
2018,46-65 y.,Brandenburg,Seldom,0.30860,124,410,0.26384,0.35337
2018,46-65 y.,Brandenburg,Never,0.20293,83,410,0.16395,0.24190
2018,46-65 y.,Mecklenburg-Western Pomerania,Sometimes,0.28471,79,187,0.21986,0.34957
2018,46-65 y.,Mecklenburg-Western Pomerania,Seldom,0.25582,60,187,0.19311,0.31852
2018,46-65 y.,Mecklenburg-Western Pomerania,Never,0.31554,48,187,0.24875,0.38232
2018,46-65 y.,Saxony,Often,0.10984,78,581,0.08439,0.13528
2018,46-65 y.,Saxony,Sometimes,0.39853,196,581,0.35869,0.43838
2018,46-65 y.,Saxony,Seldom,0.32169,201,581,0.28367,0.35970
2018,46-65 y.,Saxony,Never,0.14344,106,581,0.11491,0.17197
2018,46-65 y.,Saxony-Anhalt,Often,0.14485,50,352,0.10803,0.18167
2018,46-65 y.,Saxony-Anhalt,Sometimes,0.30430,114,352,0.25616,0.35243
2018,46-65 y.,Saxony-Anhalt,Seldom,0.37464,124,352,0.32400,0.42528
2018,46-65 y.,Saxony-Anhalt,Never,0.15156,64,352,0.11404,0.18907
2018,46-65 y.,Thuringa,Often,0.11996,46,376,0.08708,0.15285
2018,46-65 y.,Thuringa,Sometimes,0.26569,106,376,0.22098,0.31040
2018,46-65 y.,Thuringa,Seldom,0.40726,149,376,0.35753,0.45699
2018,46-65 y.,Thuringa,Never,0.19464,75,376,0.15457,0.23471
2018,66 and older,Schleswig-Holstein,Sometimes,0.30578,52,155,0.23301,0.37855
2018,66 and older,Schleswig-Holstein,Seldom,0.28606,57,155,0.21468,0.35743
2018,66 and older,Schleswig-Holstein,Never,0.27633,46,155,0.20570,0.34696
2018,66 and older,Hamburg,Seldom,0.33897,40,40,0.19040,0.48753
2018,66 and older,Lower Saxony,Often,0.05701,39,456,0.03571,0.07832
2018,66 and older,Lower Saxony,Sometimes,0.22249,128,456,0.18427,0.26070
2018,66 and older,Lower Saxony,Seldom,0.40180,171,456,0.35675,0.44685
2018,66 and older,Lower Saxony,Never,0.28979,118,456,0.24811,0.33148
2018,66 and older,North Rhine-Westphalia,Often,0.11881,113,909,0.09776,0.13985
2018,66 and older,North Rhine-Westphalia,Sometimes,0.28072,276,909,0.25150,0.30995
2018,66 and older,North Rhine-Westphalia,Seldom,0.32523,305,909,0.29476,0.35570
2018,66 and older,North Rhine-Westphalia,Never,0.24864,215,909,0.22053,0.27675
2018,66 and older,Hesse,Often,0.10069,32,264,0.06432,0.13706
2018,66 and older,Hesse,Sometimes,0.30273,88,264,0.24720,0.35826
2018,66 and older,Hesse,Seldom,0.33476,90,264,0.27772,0.39179
2018,66 and older,Hesse,Never,0.23417,54,264,0.18299,0.28535
2018,66 and older,"Rhineland-Palatinate, Saarland",Often,0.12887,38,294,0.09050,0.16723
2018,66 and older,"Rhineland-Palatinate, Saarland",Sometimes,0.30740,99,294,0.25457,0.36023
2018,66 and older,"Rhineland-Palatinate, Saarland",Seldom,0.23243,69,294,0.18406,0.28079
2018,66 and older,"Rhineland-Palatinate, Saarland",Never,0.31118,88,294,0.25817,0.36420
2018,66 and older,Baden-Wuerttemberg,Often,0.10475,68,520,0.07841,0.13110
2018,66 and older,Baden-Wuerttemberg,Sometimes,0.31052,169,520,0.27072,0.35033
2018,66 and older,Baden-Wuerttemberg,Seldom,0.34111,163,520,0.30033,0.38190
2018,66 and older,Baden-Wuerttemberg,Never,0.22068,120,520,0.18500,0.25636
2018,66 and older,Bavaria,Often,0.11634,88,779,0.09381,0.13887
2018,66 and older,Bavaria,Sometimes,0.25738,219,779,0.22666,0.28810
2018,66 and older,Bavaria,Seldom,0.33876,269,779,0.30550,0.37202
2018,66 and older,Bavaria,Never,0.26411,203,779,0.23313,0.29509
2018,66 and older,Berlin,Sometimes,0.22804,59,167,0.16421,0.29186
2018,66 and older,Berlin,Seldom,0.31150,67,167,0.24105,0.38195
2018,66 and older,Berlin,Never,0.27655,41,167,0.20850,0.34459
2018,66 and older,Brandenburg,Sometimes,0.31505,82,225,0.25421,0.37588
2018,66 and older,Brandenburg,Seldom,0.30496,77,225,0.24467,0.36525
2018,66 and older,Brandenburg,Never,0.28405,66,225,0.22499,0.34311
2018,66 and older,Mecklenburg-Western Pomerania,Sometimes,0.32942,41,128,0.24768,0.41116
2018,66 and older,Mecklenburg-Western Pomerania,Seldom,0.32529,51,128,0.24381,0.40677
2018,66 and older,Mecklenburg-Western Pomerania,Never,0.23785,36,128,0.16380,0.31190
2018,66 and older,Saxony,Often,0.11760,35,365,0.08451,0.15070
2018,66 and older,Saxony,Sometimes,0.27435,92,365,0.22851,0.32018
2018,66 and older,Saxony,Seldom,0.32088,131,365,0.27292,0.36884
2018,66 and older,Saxony,Never,0.27522,107,365,0.22933,0.32110
2018,66 and older,Saxony-Anhalt,Sometimes,0.32300,57,174,0.25332,0.39269
2018,66 and older,Saxony-Anhalt,Seldom,0.33364,67,174,0.26337,0.40390
2018,66 and older,Saxony-Anhalt,Never,0.28071,50,174,0.21375,0.34767
2018,66 and older,Thuringa,Sometimes,0.18997,38,185,0.13329,0.24665
2018,66 and older,Thuringa,Seldom,0.31277,57,185,0.24578,0.37976
2018,66 and older,Thuringa,Never,0.42928,90,185,0.35776,0.50080
