year,age_gr,quintil_oecd,pld0043,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2008,17-29 y.,3rd Quintile,Seldom,0.16710,130,609,0.13744,0.19675
2008,17-29 y.,4th Quintile,Very often,0.07805,44,590,0.05638,0.09971
2008,17-29 y.,4th Quintile,Often,0.27030,179,590,0.23443,0.30616
2008,17-29 y.,4th Quintile,Sometimes,0.38992,250,590,0.35053,0.42931
2008,17-29 y.,4th Quintile,Seldom,0.17474,117,590,0.14407,0.20541
2008,17-29 y.,5th Quintile,Very often,0.06753,46,535,0.04625,0.08882
2008,17-29 y.,5th Quintile,Often,0.23937,154,535,0.20318,0.27557
2008,17-29 y.,5th Quintile,Sometimes,0.36864,220,535,0.32772,0.40956
2008,17-29 y.,5th Quintile,Seldom,0.21729,115,535,0.18231,0.25227
2008,30-45 y.,1st Quintile,Very often,0.05482,33,720,0.03818,0.07146
2008,30-45 y.,1st Quintile,Often,0.16080,112,720,0.13395,0.18765
2008,30-45 y.,1st Quintile,Sometimes,0.32265,243,720,0.28847,0.35682
2008,30-45 y.,1st Quintile,Seldom,0.29476,208,720,0.26143,0.32808
2008,30-45 y.,1st Quintile,Never,0.15885,124,720,0.13213,0.18557
2008,30-45 y.,2nd Quintile,Often,0.15399,145,887,0.13022,0.17775
2008,30-45 y.,2nd Quintile,Sometimes,0.37599,351,887,0.34409,0.40788
2008,30-45 y.,2nd Quintile,Seldom,0.29422,269,887,0.26422,0.32423
2008,30-45 y.,2nd Quintile,Never,0.14729,122,887,0.12396,0.17063
2008,30-45 y.,3rd Quintile,Very often,0.04236,38,1088,0.03039,0.05433
2008,30-45 y.,3rd Quintile,Often,0.17094,201,1088,0.14856,0.19332
2008,30-45 y.,3rd Quintile,Sometimes,0.42125,450,1088,0.39189,0.45060
2008,30-45 y.,3rd Quintile,Seldom,0.26998,300,1088,0.24358,0.29637
2008,30-45 y.,3rd Quintile,Never,0.09355,99,1088,0.07624,0.11086
2008,30-45 y.,4th Quintile,Very often,0.04260,44,1133,0.03083,0.05436
2008,30-45 y.,4th Quintile,Often,0.17588,192,1133,0.15370,0.19805
2008,30-45 y.,4th Quintile,Sometimes,0.40116,462,1133,0.37261,0.42971
2008,30-45 y.,4th Quintile,Seldom,0.29136,347,1133,0.26489,0.31784
2008,30-45 y.,4th Quintile,Never,0.08705,88,1133,0.07063,0.10347
2008,30-45 y.,5th Quintile,Very often,0.04342,65,1298,0.03233,0.05451
2008,30-45 y.,5th Quintile,Often,0.21925,286,1298,0.19673,0.24177
2008,30-45 y.,5th Quintile,Sometimes,0.41354,543,1298,0.38673,0.44034
2008,30-45 y.,5th Quintile,Seldom,0.27322,338,1298,0.24897,0.29747
2008,30-45 y.,5th Quintile,Never,0.04765,66,1298,0.03605,0.05924
2008,46-65 y.,1st Quintile,Often,0.09552,75,768,0.07472,0.11633
2008,46-65 y.,1st Quintile,Sometimes,0.22596,189,768,0.19636,0.25555
2008,46-65 y.,1st Quintile,Seldom,0.30460,230,768,0.27203,0.33718
2008,46-65 y.,1st Quintile,Never,0.33687,274,768,0.30342,0.37032
2008,46-65 y.,2nd Quintile,Often,0.11140,94,813,0.08976,0.13304
2008,46-65 y.,2nd Quintile,Sometimes,0.27699,238,813,0.24621,0.30778
2008,46-65 y.,2nd Quintile,Seldom,0.31851,269,813,0.28646,0.35055
2008,46-65 y.,2nd Quintile,Never,0.26602,212,813,0.23563,0.29641
2008,46-65 y.,3rd Quintile,Often,0.11045,124,1080,0.09175,0.12915
2008,46-65 y.,3rd Quintile,Sometimes,0.34751,375,1080,0.31909,0.37592
2008,46-65 y.,3rd Quintile,Seldom,0.31859,362,1080,0.29079,0.34639
2008,46-65 y.,3rd Quintile,Never,0.20518,219,1080,0.18108,0.22928
2008,46-65 y.,4th Quintile,Very often,0.02188,31,1467,0.01439,0.02936
2008,46-65 y.,4th Quintile,Often,0.14183,223,1467,0.12397,0.15969
2008,46-65 y.,4th Quintile,Sometimes,0.34120,529,1467,0.31693,0.36547
2008,46-65 y.,4th Quintile,Seldom,0.33012,483,1467,0.30605,0.35419
2008,46-65 y.,4th Quintile,Never,0.14860,201,1467,0.13039,0.16681
2008,46-65 y.,5th Quintile,Very often,0.02810,64,2462,0.02157,0.03463
2008,46-65 y.,5th Quintile,Often,0.17515,433,2462,0.16013,0.19017
2008,46-65 y.,5th Quintile,Sometimes,0.32663,859,2462,0.30810,0.34516
2008,46-65 y.,5th Quintile,Seldom,0.33862,834,2462,0.31992,0.35732
2008,46-65 y.,5th Quintile,Never,0.12694,272,2462,0.11379,0.14009
2008,66 and older,1st Quintile,Often,0.05498,32,682,0.03786,0.07210
2008,66 and older,1st Quintile,Sometimes,0.17769,114,682,0.14898,0.20640
2008,66 and older,1st Quintile,Seldom,0.26060,194,682,0.22763,0.29357
2008,66 and older,1st Quintile,Never,0.45870,342,682,0.42128,0.49613
2008,66 and older,2nd Quintile,Often,0.06357,56,1018,0.04858,0.07857
2008,66 and older,2nd Quintile,Sometimes,0.23612,244,1018,0.21002,0.26222
2008,66 and older,2nd Quintile,Seldom,0.30213,328,1018,0.27391,0.33035
2008,66 and older,2nd Quintile,Never,0.38069,390,1018,0.35085,0.41054
2008,66 and older,3rd Quintile,Often,0.05471,57,909,0.03992,0.06950
2008,66 and older,3rd Quintile,Sometimes,0.22736,219,909,0.20010,0.25462
2008,66 and older,3rd Quintile,Seldom,0.33086,326,909,0.30025,0.36146
2008,66 and older,3rd Quintile,Never,0.35483,307,909,0.32371,0.38595
2008,66 and older,4th Quintile,Often,0.07747,59,690,0.05751,0.09744
2008,66 and older,4th Quintile,Sometimes,0.25264,171,690,0.22019,0.28509
2008,66 and older,4th Quintile,Seldom,0.32010,238,690,0.28526,0.35493
2008,66 and older,4th Quintile,Never,0.32074,222,690,0.28589,0.35560
2008,66 and older,5th Quintile,Often,0.10764,96,881,0.08717,0.12812
2008,66 and older,5th Quintile,Sometimes,0.29413,293,881,0.26402,0.32423
2008,66 and older,5th Quintile,Seldom,0.35504,301,881,0.32342,0.38666
2008,66 and older,5th Quintile,Never,0.21926,191,881,0.19192,0.24660
2013,17-29 y.,1st Quintile,Very often,0.04096,51,1100,0.02924,0.05268
2013,17-29 y.,1st Quintile,Often,0.22501,259,1100,0.20032,0.24970
2013,17-29 y.,1st Quintile,Sometimes,0.31852,403,1100,0.29098,0.34607
2013,17-29 y.,1st Quintile,Seldom,0.22161,276,1100,0.19706,0.24617
2013,17-29 y.,1st Quintile,Never,0.07462,111,1100,0.05908,0.09015
2013,17-29 y.,2nd Quintile,Very often,0.04876,45,786,0.03369,0.06382
2013,17-29 y.,2nd Quintile,Often,0.21115,192,786,0.18260,0.23970
2013,17-29 y.,2nd Quintile,Sometimes,0.32327,271,786,0.29055,0.35599
2013,17-29 y.,2nd Quintile,Seldom,0.21125,203,786,0.18269,0.23980
2013,17-29 y.,2nd Quintile,Never,0.07464,75,786,0.05625,0.09302
2013,17-29 y.,3rd Quintile,Often,0.21675,152,635,0.18467,0.24882
2013,17-29 y.,3rd Quintile,Sometimes,0.38364,279,635,0.34579,0.42150
2013,17-29 y.,3rd Quintile,Seldom,0.21363,156,635,0.18172,0.24553
2013,17-29 y.,3rd Quintile,Never,0.07377,48,635,0.05342,0.09411
2013,17-29 y.,4th Quintile,Often,0.22081,145,547,0.18602,0.25560
2013,17-29 y.,4th Quintile,Sometimes,0.37284,228,547,0.33228,0.41340
2013,17-29 y.,4th Quintile,Seldom,0.23991,137,547,0.20409,0.27573
2013,17-29 y.,4th Quintile,Never,0.05251,37,547,0.03380,0.07121
2013,17-29 y.,5th Quintile,Often,0.25426,123,393,0.21115,0.29736
2013,17-29 y.,5th Quintile,Sometimes,0.36272,173,393,0.31513,0.41032
2013,17-29 y.,5th Quintile,Seldom,0.19054,97,393,0.15167,0.22942
2013,30-45 y.,1st Quintile,Very often,0.03482,63,1766,0.02627,0.04338
2013,30-45 y.,1st Quintile,Often,0.17748,284,1766,0.15966,0.19531
2013,30-45 y.,1st Quintile,Sometimes,0.34209,597,1766,0.31996,0.36422
2013,30-45 y.,1st Quintile,Seldom,0.29117,526,1766,0.26998,0.31237
2013,30-45 y.,1st Quintile,Never,0.13632,296,1766,0.12031,0.15233
2013,30-45 y.,2nd Quintile,Very often,0.02961,47,1777,0.02172,0.03749
2013,30-45 y.,2nd Quintile,Often,0.17027,287,1777,0.15279,0.18775
2013,30-45 y.,2nd Quintile,Sometimes,0.33729,655,1777,0.31530,0.35928
2013,30-45 y.,2nd Quintile,Seldom,0.32037,575,1777,0.29867,0.34208
2013,30-45 y.,2nd Quintile,Never,0.12842,213,1777,0.11286,0.14398
2013,30-45 y.,3rd Quintile,Very often,0.03541,47,1558,0.02623,0.04459
2013,30-45 y.,3rd Quintile,Often,0.17362,308,1558,0.15481,0.19244
2013,30-45 y.,3rd Quintile,Sometimes,0.40130,591,1558,0.37695,0.42565
2013,30-45 y.,3rd Quintile,Seldom,0.29558,486,1558,0.27292,0.31825
2013,30-45 y.,3rd Quintile,Never,0.07909,126,1558,0.06569,0.09250
2013,30-45 y.,4th Quintile,Very often,0.03854,46,1512,0.02883,0.04824
2013,30-45 y.,4th Quintile,Often,0.18077,280,1512,0.16136,0.20017
2013,30-45 y.,4th Quintile,Sometimes,0.43996,643,1512,0.41493,0.46499
2013,30-45 y.,4th Quintile,Seldom,0.28420,452,1512,0.26146,0.30695
2013,30-45 y.,4th Quintile,Never,0.05477,91,1512,0.04329,0.06624
2013,30-45 y.,5th Quintile,Very often,0.04209,61,1372,0.03146,0.05272
2013,30-45 y.,5th Quintile,Often,0.19301,295,1372,0.17212,0.21390
2013,30-45 y.,5th Quintile,Sometimes,0.41177,556,1372,0.38572,0.43782
2013,30-45 y.,5th Quintile,Seldom,0.29668,394,1372,0.27250,0.32086
2013,30-45 y.,5th Quintile,Never,0.04248,66,1372,0.03180,0.05315
2013,46-65 y.,1st Quintile,Very often,0.01830,32,1427,0.01134,0.02526
2013,46-65 y.,1st Quintile,Often,0.10806,180,1427,0.09194,0.12417
2013,46-65 y.,1st Quintile,Sometimes,0.24231,373,1427,0.22007,0.26455
2013,46-65 y.,1st Quintile,Seldom,0.30319,441,1427,0.27933,0.32705
2013,46-65 y.,1st Quintile,Never,0.31238,401,1427,0.28832,0.33643
2013,46-65 y.,2nd Quintile,Often,0.14210,192,1337,0.12337,0.16082
2013,46-65 y.,2nd Quintile,Sometimes,0.32020,459,1337,0.29518,0.34521
2013,46-65 y.,2nd Quintile,Seldom,0.34759,452,1337,0.32206,0.37313
2013,46-65 y.,2nd Quintile,Never,0.16845,234,1337,0.14838,0.18852
2013,46-65 y.,3rd Quintile,Often,0.13001,229,1592,0.11348,0.14653
2013,46-65 y.,3rd Quintile,Sometimes,0.35725,602,1592,0.33370,0.38079
2013,46-65 y.,3rd Quintile,Seldom,0.34454,537,1592,0.32119,0.36789
2013,46-65 y.,3rd Quintile,Never,0.15049,224,1592,0.13292,0.16806
2013,46-65 y.,4th Quintile,Often,0.13078,271,1884,0.11555,0.14601
2013,46-65 y.,4th Quintile,Sometimes,0.35834,722,1884,0.33668,0.38000
2013,46-65 y.,4th Quintile,Seldom,0.37308,676,1884,0.35124,0.39493
2013,46-65 y.,4th Quintile,Never,0.11728,215,1884,0.10275,0.13181
2013,46-65 y.,5th Quintile,Very often,0.01896,61,2641,0.01376,0.02417
2013,46-65 y.,5th Quintile,Often,0.14575,417,2641,0.13229,0.15921
2013,46-65 y.,5th Quintile,Sometimes,0.39893,1040,2641,0.38025,0.41761
2013,46-65 y.,5th Quintile,Seldom,0.34126,899,2641,0.32317,0.35935
2013,46-65 y.,5th Quintile,Never,0.08826,224,2641,0.07744,0.09908
2013,66 and older,1st Quintile,Often,0.06545,52,802,0.04832,0.08257
2013,66 and older,1st Quintile,Sometimes,0.16111,124,802,0.13565,0.18657
2013,66 and older,1st Quintile,Seldom,0.31512,271,802,0.28295,0.34729
2013,66 and older,1st Quintile,Never,0.42510,355,802,0.39086,0.45933
2013,66 and older,2nd Quintile,Often,0.05371,78,1195,0.04092,0.06649
2013,66 and older,2nd Quintile,Sometimes,0.22158,259,1195,0.19803,0.24514
2013,66 and older,2nd Quintile,Seldom,0.32198,405,1195,0.29548,0.34848
2013,66 and older,2nd Quintile,Never,0.37520,453,1195,0.34773,0.40266
2013,66 and older,3rd Quintile,Often,0.06545,76,1024,0.05030,0.08061
2013,66 and older,3rd Quintile,Sometimes,0.22781,242,1024,0.20210,0.25351
2013,66 and older,3rd Quintile,Seldom,0.36119,387,1024,0.33175,0.39062
2013,66 and older,3rd Quintile,Never,0.30998,319,1024,0.28164,0.33832
2013,66 and older,4th Quintile,Often,0.09692,77,854,0.07706,0.11677
2013,66 and older,4th Quintile,Sometimes,0.25566,242,854,0.22639,0.28494
2013,66 and older,4th Quintile,Seldom,0.36289,326,854,0.33062,0.39516
2013,66 and older,4th Quintile,Never,0.26588,209,854,0.23623,0.29553
2013,66 and older,5th Quintile,Often,0.11937,128,964,0.09889,0.13985
2013,66 and older,5th Quintile,Sometimes,0.29635,314,964,0.26750,0.32519
2013,66 and older,5th Quintile,Seldom,0.36588,355,964,0.33546,0.39630
2013,66 and older,5th Quintile,Never,0.19742,167,964,0.17228,0.22256
2018,17-29 y.,1st Quintile,Very often,0.06700,81,1235,0.05305,0.08095
2018,17-29 y.,1st Quintile,Often,0.22739,275,1235,0.20400,0.25077
2018,17-29 y.,1st Quintile,Sometimes,0.27497,437,1235,0.25006,0.29989
2018,17-29 y.,1st Quintile,Seldom,0.21338,298,1235,0.19052,0.23624
2018,17-29 y.,1st Quintile,Never,0.09664,144,1235,0.08016,0.11313
2018,17-29 y.,2nd Quintile,Very often,0.05773,61,928,0.04272,0.07274
2018,17-29 y.,2nd Quintile,Often,0.18337,194,928,0.15846,0.20828
2018,17-29 y.,2nd Quintile,Sometimes,0.31660,324,928,0.28666,0.34655
2018,17-29 y.,2nd Quintile,Seldom,0.25138,249,928,0.22345,0.27930
2018,17-29 y.,2nd Quintile,Never,0.11286,100,928,0.09249,0.13323
2018,17-29 y.,3rd Quintile,Very often,0.05473,52,761,0.03856,0.07090
2018,17-29 y.,3rd Quintile,Often,0.21014,172,761,0.18118,0.23911
2018,17-29 y.,3rd Quintile,Sometimes,0.35849,275,761,0.32440,0.39259
2018,17-29 y.,3rd Quintile,Seldom,0.23745,199,761,0.20720,0.26770
2018,17-29 y.,3rd Quintile,Never,0.06887,63,761,0.05086,0.08687
2018,17-29 y.,4th Quintile,Often,0.25471,155,563,0.21869,0.29073
2018,17-29 y.,4th Quintile,Sometimes,0.42138,270,563,0.38055,0.46220
2018,17-29 y.,4th Quintile,Seldom,0.19369,138,563,0.16102,0.22637
2018,17-29 y.,5th Quintile,Often,0.21641,131,420,0.17698,0.25584
2018,17-29 y.,5th Quintile,Sometimes,0.35774,174,420,0.31185,0.40364
2018,17-29 y.,5th Quintile,Seldom,0.23197,115,420,0.19156,0.27239
2018,30-45 y.,1st Quintile,Very often,0.04408,56,1320,0.03300,0.05516
2018,30-45 y.,1st Quintile,Often,0.18915,224,1320,0.16801,0.21029
2018,30-45 y.,1st Quintile,Sometimes,0.30920,433,1320,0.28426,0.33414
2018,30-45 y.,1st Quintile,Seldom,0.22628,345,1320,0.20370,0.24886
2018,30-45 y.,1st Quintile,Never,0.17325,262,1320,0.15282,0.19367
2018,30-45 y.,2nd Quintile,Very often,0.04378,51,1486,0.03338,0.05419
2018,30-45 y.,2nd Quintile,Often,0.17220,257,1486,0.15300,0.19140
2018,30-45 y.,2nd Quintile,Sometimes,0.34515,518,1486,0.32097,0.36933
2018,30-45 y.,2nd Quintile,Seldom,0.31528,437,1486,0.29165,0.33891
2018,30-45 y.,2nd Quintile,Never,0.11678,223,1486,0.10045,0.13312
2018,30-45 y.,3rd Quintile,Very often,0.03261,44,1292,0.02292,0.04230
2018,30-45 y.,3rd Quintile,Often,0.19927,233,1292,0.17748,0.22106
2018,30-45 y.,3rd Quintile,Sometimes,0.38084,503,1292,0.35435,0.40733
2018,30-45 y.,3rd Quintile,Seldom,0.28516,382,1292,0.26053,0.30978
2018,30-45 y.,3rd Quintile,Never,0.09949,130,1292,0.08316,0.11582
2018,30-45 y.,4th Quintile,Very often,0.04795,53,1194,0.03582,0.06007
2018,30-45 y.,4th Quintile,Often,0.20231,238,1194,0.17951,0.22510
2018,30-45 y.,4th Quintile,Sometimes,0.37673,471,1194,0.34923,0.40422
2018,30-45 y.,4th Quintile,Seldom,0.28894,341,1194,0.26322,0.31466
2018,30-45 y.,4th Quintile,Never,0.08286,91,1194,0.06722,0.09851
2018,30-45 y.,5th Quintile,Very often,0.04704,48,1072,0.03436,0.05972
2018,30-45 y.,5th Quintile,Often,0.18834,219,1072,0.16492,0.21175
2018,30-45 y.,5th Quintile,Sometimes,0.41059,420,1072,0.38113,0.44005
2018,30-45 y.,5th Quintile,Seldom,0.29245,323,1072,0.26520,0.31969
2018,30-45 y.,5th Quintile,Never,0.06084,62,1072,0.04652,0.07516
2018,46-65 y.,1st Quintile,Very often,0.05390,68,1413,0.04212,0.06568
2018,46-65 y.,1st Quintile,Often,0.12550,176,1413,0.10822,0.14278
2018,46-65 y.,1st Quintile,Sometimes,0.29227,439,1413,0.26855,0.31599
2018,46-65 y.,1st Quintile,Seldom,0.24843,368,1413,0.22589,0.27096
2018,46-65 y.,1st Quintile,Never,0.26586,362,1413,0.24282,0.28890
2018,46-65 y.,2nd Quintile,Very often,0.01923,38,1639,0.01258,0.02588
2018,46-65 y.,2nd Quintile,Often,0.12668,223,1639,0.11057,0.14279
2018,46-65 y.,2nd Quintile,Sometimes,0.35421,560,1639,0.33105,0.37737
2018,46-65 y.,2nd Quintile,Seldom,0.29810,488,1639,0.27594,0.32025
2018,46-65 y.,2nd Quintile,Never,0.19815,330,1639,0.17885,0.21745
2018,46-65 y.,3rd Quintile,Very often,0.02441,43,1669,0.01701,0.03182
2018,46-65 y.,3rd Quintile,Often,0.15241,247,1669,0.13516,0.16966
2018,46-65 y.,3rd Quintile,Sometimes,0.35935,604,1669,0.33632,0.38237
2018,46-65 y.,3rd Quintile,Seldom,0.33091,565,1669,0.30833,0.35349
2018,46-65 y.,3rd Quintile,Never,0.12600,210,1669,0.11007,0.14192
2018,46-65 y.,4th Quintile,Very often,0.01820,56,1951,0.01226,0.02413
2018,46-65 y.,4th Quintile,Often,0.15830,304,1951,0.14210,0.17450
2018,46-65 y.,4th Quintile,Sometimes,0.39153,759,1951,0.36986,0.41319
2018,46-65 y.,4th Quintile,Seldom,0.33497,643,1951,0.31402,0.35592
2018,46-65 y.,4th Quintile,Never,0.09370,189,1951,0.08076,0.10663
2018,46-65 y.,5th Quintile,Very often,0.03802,101,2563,0.03062,0.04543
2018,46-65 y.,5th Quintile,Often,0.20460,493,2563,0.18898,0.22023
2018,46-65 y.,5th Quintile,Sometimes,0.37987,1021,2563,0.36108,0.39866
2018,46-65 y.,5th Quintile,Seldom,0.29197,772,2563,0.27436,0.30957
2018,46-65 y.,5th Quintile,Never,0.08320,176,2563,0.07250,0.09389
2018,66 and older,1st Quintile,Often,0.07220,57,669,0.05258,0.09183
2018,66 and older,1st Quintile,Sometimes,0.20609,142,669,0.17542,0.23676
2018,66 and older,1st Quintile,Seldom,0.29706,197,669,0.26241,0.33172
2018,66 and older,1st Quintile,Never,0.38309,273,669,0.34622,0.41996
2018,66 and older,2nd Quintile,Often,0.07535,94,1175,0.06026,0.09045
