year,bula_h,rentown,hgeqpmglass,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2016,Baden-Wuerttemberg,Tenant,Yes,0.87112,677,770,0.84744,0.89480
2016,Baden-Wuerttemberg,Tenant,No,0.12888,93,770,0.10520,0.15256
2016,Bavaria,Owner,Yes,0.94203,1043,1098,0.92820,0.95586
2016,Bavaria,Owner,No,0.05797,55,1098,0.04414,0.07180
2016,Bavaria,Tenant,Yes,0.86999,1053,1198,0.85094,0.88905
2016,Bavaria,Tenant,No,0.13001,145,1198,0.11095,0.14906
2016,Berlin,Owner,Yes,0.94776,102,102,0.90436,0.99115
2016,Berlin,Tenant,Yes,0.83158,406,501,0.79878,0.86438
2016,Berlin,Tenant,No,0.16842,95,501,0.13562,0.20122
2016,Brandenburg,Owner,Yes,0.93249,240,240,0.90068,0.96430
2016,Brandenburg,Tenant,Yes,0.91290,282,282,0.87993,0.94587
2016,Mecklenburg-Western Pomerania,Owner,Yes,0.96215,104,104,0.92529,0.99900
2016,Mecklenburg-Western Pomerania,Tenant,Yes,0.93439,203,203,0.90025,0.96854
2016,Saxony,Owner,Yes,0.95021,284,284,0.92487,0.97555
2016,Saxony,Tenant,Yes,0.89550,501,560,0.87014,0.92086
2016,Saxony,Tenant,No,0.10450,59,560,0.07914,0.12986
2016,Saxony-Anhalt,Owner,Yes,0.97410,203,203,0.95219,0.99600
2016,Saxony-Anhalt,Tenant,Yes,0.90779,277,277,0.87366,0.94192
2016,Thuringa,Owner,Yes,0.96373,233,233,0.93967,0.98779
2016,Thuringa,Tenant,Yes,0.90895,278,278,0.87508,0.94283
2017,Schleswig-Holstein,Owner,Yes,0.99578,278,278,0.98815,1.00341
2017,Schleswig-Holstein,Tenant,Yes,0.93353,259,259,0.90313,0.96393
2017,Hamburg,Owner,Yes,0.90730,78,78,0.84253,0.97208
2017,Hamburg,Tenant,Yes,0.91521,197,197,0.87622,0.95421
2017,Lower Saxony,Owner,Yes,0.97941,801,801,0.96957,0.98925
2017,Lower Saxony,Tenant,Yes,0.92391,686,724,0.90458,0.94324
2017,Lower Saxony,Tenant,No,0.07609,38,724,0.05676,0.09542
2017,Bremen,Owner,Yes,0.98201,43,43,0.94181,1.02221
2017,Bremen,Tenant,Yes,0.93031,77,77,0.87307,0.98756
2017,North Rhine-Westphalia,Owner,Yes,0.98775,1382,1382,0.98194,0.99355
2017,North Rhine-Westphalia,Tenant,Yes,0.92378,1667,1786,0.91147,0.93609
2017,North Rhine-Westphalia,Tenant,No,0.07622,119,1786,0.06391,0.08853
2017,Hesse,Owner,Yes,0.94804,453,453,0.92758,0.96850
2017,Hesse,Tenant,Yes,0.91806,537,586,0.89584,0.94029
2017,Hesse,Tenant,No,0.08194,49,586,0.05971,0.10416
2017,"Rhineland-Palatinate, Saarland",Owner,Yes,0.96791,454,454,0.95168,0.98414
2017,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.92507,390,390,0.89890,0.95123
2017,Baden-Wuerttemberg,Owner,Yes,0.94403,878,923,0.92919,0.95887
2017,Baden-Wuerttemberg,Owner,No,0.05597,45,923,0.04113,0.07081
2017,Baden-Wuerttemberg,Tenant,Yes,0.84413,700,801,0.81900,0.86927
2017,Baden-Wuerttemberg,Tenant,No,0.15587,101,801,0.13073,0.18100
2017,Bavaria,Owner,Yes,0.96743,1150,1196,0.95736,0.97749
2017,Bavaria,Owner,No,0.03257,46,1196,0.02251,0.04264
2017,Bavaria,Tenant,Yes,0.88413,1161,1306,0.86677,0.90150
2017,Bavaria,Tenant,No,0.11587,145,1306,0.09850,0.13323
2017,Berlin,Owner,Yes,0.93989,112,112,0.89567,0.98411
2017,Berlin,Tenant,Yes,0.79962,443,544,0.76595,0.83329
2017,Berlin,Tenant,No,0.20038,101,544,0.16671,0.23405
2017,Brandenburg,Owner,Yes,0.93729,265,265,0.90805,0.96654
2017,Brandenburg,Tenant,Yes,0.92986,316,316,0.90166,0.95806
2017,Mecklenburg-Western Pomerania,Owner,Yes,0.97490,120,120,0.94679,1.00301
2017,Mecklenburg-Western Pomerania,Tenant,Yes,0.86501,217,217,0.81943,0.91058
2017,Saxony,Owner,Yes,0.97349,348,348,0.95659,0.99039
2017,Saxony,Tenant,Yes,0.86651,559,625,0.83983,0.89320
2017,Saxony,Tenant,No,0.13349,66,625,0.10680,0.16017
2017,Saxony-Anhalt,Owner,Yes,0.96501,229,229,0.94115,0.98886
2017,Saxony-Anhalt,Tenant,Yes,0.91668,312,312,0.88596,0.94739
2017,Thuringa,Owner,Yes,0.95292,261,261,0.92718,0.97867
2017,Thuringa,Tenant,Yes,0.94763,304,304,0.92254,0.97271
2018,Schleswig-Holstein,Owner,Yes,0.97693,263,263,0.95876,0.99511
2018,Schleswig-Holstein,Tenant,Yes,0.94643,265,265,0.91927,0.97359
2018,Hamburg,Owner,Yes,0.99200,76,76,0.97184,1.01216
2018,Hamburg,Tenant,Yes,0.93179,233,233,0.89935,0.96423
2018,Lower Saxony,Owner,Yes,0.99121,754,754,0.98454,0.99787
2018,Lower Saxony,Tenant,Yes,0.95134,677,713,0.93553,0.96714
2018,Lower Saxony,Tenant,No,0.04866,36,713,0.03286,0.06447
2018,Bremen,Owner,Yes,0.97818,49,49,0.93684,1.01951
2018,Bremen,Tenant,Yes,0.94637,79,79,0.89637,0.99637
2018,North Rhine-Westphalia,Owner,Yes,0.98244,1318,1318,0.97534,0.98953
2018,North Rhine-Westphalia,Tenant,Yes,0.94573,1720,1840,0.93538,0.95608
2018,North Rhine-Westphalia,Tenant,No,0.05427,120,1840,0.04392,0.06462
2018,Hesse,Owner,Yes,0.92757,431,431,0.90307,0.95207
2018,Hesse,Tenant,Yes,0.93605,527,527,0.91514,0.95696
2018,"Rhineland-Palatinate, Saarland",Owner,Yes,0.97563,437,437,0.96116,0.99010
2018,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.93594,409,409,0.91217,0.95970
2018,Baden-Wuerttemberg,Owner,Yes,0.98430,859,859,0.97598,0.99262
2018,Baden-Wuerttemberg,Tenant,Yes,0.90064,681,748,0.87919,0.92209
2018,Baden-Wuerttemberg,Tenant,No,0.09936,67,748,0.07791,0.12081
2018,Bavaria,Owner,Yes,0.95870,1106,1152,0.94721,0.97020
2018,Bavaria,Owner,No,0.04130,46,1152,0.02980,0.05279
2018,Bavaria,Tenant,Yes,0.89202,1131,1257,0.87486,0.90919
2018,Bavaria,Tenant,No,0.10798,126,1257,0.09081,0.12514
2018,Berlin,Owner,Yes,0.95873,108,108,0.92104,0.99642
2018,Berlin,Tenant,Yes,0.84650,489,579,0.81712,0.87589
2018,Berlin,Tenant,No,0.15350,90,579,0.12411,0.18288
2018,Brandenburg,Owner,Yes,0.92459,254,254,0.89205,0.95712
2018,Brandenburg,Tenant,Yes,0.91220,346,346,0.88233,0.94206
2018,Mecklenburg-Western Pomerania,Owner,Yes,0.94260,119,119,0.90063,0.98457
2018,Mecklenburg-Western Pomerania,Tenant,Yes,0.91923,232,232,0.88409,0.95437
2018,Saxony,Owner,Yes,0.95538,336,336,0.93327,0.97749
2018,Saxony,Tenant,Yes,0.91275,588,632,0.89073,0.93477
2018,Saxony,Tenant,No,0.08725,44,632,0.06523,0.10927
2018,Saxony-Anhalt,Owner,Yes,0.97978,222,222,0.96123,0.99834
2018,Saxony-Anhalt,Tenant,Yes,0.94572,328,328,0.92116,0.97028
2018,Thuringa,Owner,Yes,0.95238,236,236,0.92515,0.97961
2018,Thuringa,Tenant,Yes,0.98353,320,320,0.96957,0.99750
2019,Schleswig-Holstein,Owner,Yes,0.97243,239,239,0.95163,0.99323
2019,Schleswig-Holstein,Tenant,Yes,0.94151,189,189,0.90796,0.97505
2019,Hamburg,Tenant,Yes,0.95171,199,199,0.92185,0.98157
2019,Lower Saxony,Owner,Yes,0.99495,684,684,0.98964,1.00027
2019,Lower Saxony,Tenant,Yes,0.95240,504,504,0.93379,0.97100
2019,Bremen,Owner,Yes,0.99597,40,40,0.97610,1.01585
2019,Bremen,Tenant,Yes,0.93454,67,67,0.87486,0.99421
2019,North Rhine-Westphalia,Owner,Yes,0.98019,1156,1156,0.97215,0.98822
2019,North Rhine-Westphalia,Tenant,Yes,0.95083,1335,1419,0.93958,0.96209
2019,North Rhine-Westphalia,Tenant,No,0.04917,84,1419,0.03791,0.06042
2019,Hesse,Owner,Yes,0.93476,377,377,0.90980,0.95972
2019,Hesse,Tenant,Yes,0.93048,396,396,0.90540,0.95556
2019,"Rhineland-Palatinate, Saarland",Owner,Yes,0.97152,383,383,0.95484,0.98820
2019,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.95321,309,309,0.92962,0.97679
2019,Baden-Wuerttemberg,Owner,Yes,0.98544,732,732,0.97676,0.99412
2019,Baden-Wuerttemberg,Tenant,Yes,0.90428,523,570,0.88010,0.92845
2019,Baden-Wuerttemberg,Tenant,No,0.09572,47,570,0.07155,0.11990
2019,Bavaria,Owner,Yes,0.96442,967,1002,0.95295,0.97590
2019,Bavaria,Owner,No,0.03558,35,1002,0.02410,0.04705
2019,Bavaria,Tenant,Yes,0.88249,853,949,0.86199,0.90299
2019,Bavaria,Tenant,No,0.11751,96,949,0.09701,0.13801
2019,Berlin,Owner,Yes,0.89256,95,95,0.82995,0.95516
2019,Berlin,Tenant,Yes,0.83959,381,455,0.80583,0.87335
2019,Berlin,Tenant,No,0.16041,74,455,0.12665,0.19417
2019,Brandenburg,Owner,Yes,0.91622,245,245,0.88146,0.95098
2019,Brandenburg,Tenant,Yes,0.91470,278,278,0.88180,0.94759
2019,Mecklenburg-Western Pomerania,Owner,Yes,0.93983,106,106,0.89434,0.98532
2019,Mecklenburg-Western Pomerania,Tenant,Yes,0.94285,186,186,0.90940,0.97630
2019,Saxony,Owner,Yes,0.95971,295,295,0.93724,0.98219
2019,Saxony,Tenant,Yes,0.90660,483,519,0.88154,0.93166
2019,Saxony,Tenant,No,0.09340,36,519,0.06834,0.11846
2019,Saxony-Anhalt,Owner,Yes,0.97825,194,194,0.95767,0.99883
2019,Saxony-Anhalt,Tenant,Yes,0.94699,251,251,0.91922,0.97477
2019,Thuringa,Owner,Yes,0.94361,204,204,0.91188,0.97534
2019,Thuringa,Tenant,Yes,0.98590,248,248,0.97120,1.00060
2020,Schleswig-Holstein,Owner,Yes,0.99345,290,290,0.98416,1.00275
2020,Schleswig-Holstein,Tenant,Yes,0.92342,231,231,0.88905,0.95779
2020,Hamburg,Owner,Yes,0.99064,98,98,0.97149,1.00980
2020,Hamburg,Tenant,Yes,0.95851,240,240,0.93322,0.98379
2020,Lower Saxony,Owner,Yes,0.97796,722,722,0.96725,0.98868
2020,Lower Saxony,Tenant,Yes,0.93671,671,747,0.91923,0.95418
2020,Lower Saxony,Tenant,No,0.06329,76,747,0.04582,0.08077
2020,Bremen,Tenant,Yes,0.93812,79,79,0.88465,0.99159
2020,North Rhine-Westphalia,Owner,Yes,0.96879,1330,1330,0.95944,0.97814
2020,North Rhine-Westphalia,Tenant,Yes,0.93325,1790,2035,0.92240,0.94409
2020,North Rhine-Westphalia,Tenant,No,0.06675,245,2035,0.05591,0.07760
2020,Hesse,Owner,Yes,0.94251,462,462,0.92127,0.96376
2020,Hesse,Tenant,Yes,0.91044,570,640,0.88830,0.93258
2020,Hesse,Tenant,No,0.08956,70,640,0.06742,0.11170
2020,"Rhineland-Palatinate, Saarland",Owner,Yes,0.97541,429,429,0.96074,0.99009
2020,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.94349,387,429,0.92161,0.96536
2020,"Rhineland-Palatinate, Saarland",Tenant,No,0.05651,42,429,0.03464,0.07839
2020,Baden-Wuerttemberg,Owner,Yes,0.97001,856,856,0.95858,0.98144
2020,Baden-Wuerttemberg,Tenant,Yes,0.87833,765,865,0.85653,0.90013
2020,Baden-Wuerttemberg,Tenant,No,0.12167,100,865,0.09987,0.14347
2020,Bavaria,Owner,Yes,0.96281,1135,1175,0.95199,0.97364
2020,Bavaria,Owner,No,0.03719,40,1175,0.02636,0.04801
2020,Bavaria,Tenant,Yes,0.87661,1285,1456,0.85971,0.89351
2020,Bavaria,Tenant,No,0.12339,171,1456,0.10649,0.14029
2020,Berlin,Owner,Yes,0.94279,131,131,0.90287,0.98271
2020,Berlin,Tenant,Yes,0.85487,585,721,0.82914,0.88060
2020,Berlin,Tenant,No,0.14513,136,721,0.11940,0.17086
2020,Brandenburg,Owner,Yes,0.97553,316,316,0.95846,0.99259
2020,Brandenburg,Tenant,Yes,0.93133,323,355,0.90499,0.95767
2020,Brandenburg,Tenant,No,0.06867,32,355,0.04233,0.09501
2020,Mecklenburg-Western Pomerania,Owner,Yes,0.89519,118,118,0.83968,0.95069
2020,Mecklenburg-Western Pomerania,Tenant,Yes,0.92933,199,199,0.89363,0.96503
2020,Saxony,Owner,Yes,0.97404,363,363,0.95765,0.99042
2020,Saxony,Tenant,Yes,0.91328,563,609,0.89091,0.93565
2020,Saxony,Tenant,No,0.08672,46,609,0.06435,0.10909
2020,Saxony-Anhalt,Owner,Yes,0.96136,237,237,0.93677,0.98595
2020,Saxony-Anhalt,Tenant,Yes,0.94818,295,295,0.92284,0.97352
2020,Thuringa,Owner,Yes,0.98586,250,250,0.97120,1.00053
2020,Thuringa,Tenant,Yes,0.95870,302,302,0.93621,0.98118
2021,Schleswig-Holstein,Owner,Yes,0.99038,219,219,0.97741,1.00334
2021,Schleswig-Holstein,Tenant,Yes,0.94715,146,146,0.91073,0.98356
2021,Hamburg,Tenant,Yes,0.97595,155,155,0.95176,1.00015
2021,Lower Saxony,Owner,Yes,0.97841,505,505,0.96573,0.99110
2021,Lower Saxony,Tenant,Yes,0.93356,402,438,0.91021,0.95691
2021,Lower Saxony,Tenant,No,0.06644,36,438,0.04309,0.08979
2021,Bremen,Tenant,Yes,0.93758,45,45,0.86610,1.00906
2021,North Rhine-Westphalia,Owner,Yes,0.97958,919,919,0.97043,0.98873
2021,North Rhine-Westphalia,Tenant,Yes,0.93507,1023,1121,0.92064,0.94950
2021,North Rhine-Westphalia,Tenant,No,0.06493,98,1121,0.05050,0.07936
2021,Hesse,Owner,Yes,0.95465,283,283,0.93037,0.97894
2021,Hesse,Tenant,Yes,0.91832,295,295,0.88702,0.94963
2021,"Rhineland-Palatinate, Saarland",Owner,Yes,0.98299,265,265,0.96739,0.99859
2021,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.95920,199,199,0.93165,0.98676
2021,Baden-Wuerttemberg,Owner,Yes,0.97408,567,567,0.96099,0.98717
2021,Baden-Wuerttemberg,Tenant,Yes,0.87153,417,470,0.84125,0.90182
2021,Baden-Wuerttemberg,Tenant,No,0.12847,53,470,0.09818,0.15875
2021,Bavaria,Owner,Yes,0.96088,771,771,0.94719,0.97458
2021,Bavaria,Tenant,Yes,0.86262,696,783,0.83849,0.88674
2021,Bavaria,Tenant,No,0.13738,87,783,0.11326,0.16151
2021,Berlin,Owner,Yes,0.95135,91,91,0.90691,0.99580
2021,Berlin,Tenant,Yes,0.83656,347,419,0.80111,0.87201
2021,Berlin,Tenant,No,0.16344,72,419,0.12799,0.19889
2021,Brandenburg,Owner,Yes,0.96572,196,196,0.94018,0.99126
2021,Brandenburg,Tenant,Yes,0.95323,185,185,0.92272,0.98374
2021,Mecklenburg-Western Pomerania,Owner,Yes,0.98236,91,91,0.95517,1.00956
2021,Mecklenburg-Western Pomerania,Tenant,Yes,0.95439,135,135,0.91907,0.98972
2021,Saxony,Owner,Yes,0.98269,244,244,0.96629,0.99909
2021,Saxony,Tenant,Yes,0.91783,401,401,0.89092,0.94475
2021,Saxony-Anhalt,Owner,Yes,0.98738,136,136,0.96856,1.00621
2021,Saxony-Anhalt,Tenant,Yes,0.92701,176,176,0.88847,0.96555
2021,Thuringa,Tenant,Yes,0.96904,182,182,0.94381,0.99427
2022,Schleswig-Holstein,Owner,Yes,0.99359,315,315,0.98476,1.00242
2022,Schleswig-Holstein,Tenant,Yes,0.92341,300,300,0.89326,0.95355
2022,Hamburg,Owner,Yes,0.98291,100,100,0.95738,1.00844
2022,Hamburg,Tenant,Yes,0.94301,315,315,0.91737,0.96865
2022,Lower Saxony,Owner,Yes,0.98127,831,831,0.97204,0.99049
2022,Lower Saxony,Tenant,Yes,0.90680,720,790,0.88652,0.92709
2022,Lower Saxony,Tenant,No,0.09320,70,790,0.07291,0.11348
2022,Bremen,Owner,Yes,0.98908,40,40,0.95647,1.02170
2022,Bremen,Tenant,Yes,0.91319,86,86,0.85333,0.97305
2022,North Rhine-Westphalia,Owner,Yes,0.98292,1596,1629,0.97663,0.98922
2022,North Rhine-Westphalia,Owner,No,0.01708,33,1629,0.01078,0.02337
2022,North Rhine-Westphalia,Tenant,Yes,0.92744,2074,2285,0.91680,0.93808
2022,North Rhine-Westphalia,Tenant,No,0.07256,211,2285,0.06192,0.08320
2022,Hesse,Owner,Yes,0.95632,463,463,0.93768,0.97495
2022,Hesse,Tenant,Yes,0.94282,712,775,0.92646,0.95918
2022,Hesse,Tenant,No,0.05718,63,775,0.04082,0.07354
2022,"Rhineland-Palatinate, Saarland",Owner,Yes,0.97187,409,409,0.95582,0.98791
2022,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.92943,425,476,0.90640,0.95246
2022,"Rhineland-Palatinate, Saarland",Tenant,No,0.07057,51,476,0.04754,0.09360
2022,Baden-Wuerttemberg,Owner,Yes,0.95281,976,1013,0.93975,0.96588
2022,Baden-Wuerttemberg,Owner,No,0.04719,37,1013,0.03412,0.06025
2022,Baden-Wuerttemberg,Tenant,Yes,0.91043,1121,1273,0.89474,0.92613
2022,Baden-Wuerttemberg,Tenant,No,0.08957,152,1273,0.07387,0.10526
2022,Bavaria,Owner,Yes,0.94797,1271,1322,0.93599,0.95995
2022,Bavaria,Owner,No,0.05203,51,1322,0.04005,0.06401
2022,Bavaria,Tenant,Yes,0.86840,1559,1786,0.85272,0.88409
2022,Bavaria,Tenant,No,0.13160,227,1786,0.11591,0.14728
2022,Berlin,Owner,Yes,0.96748,169,169,0.94066,0.99430
2022,Berlin,Tenant,Yes,0.85183,829,968,0.82943,0.87422
2022,Berlin,Tenant,No,0.14817,139,968,0.12578,0.17057
2022,Brandenburg,Owner,Yes,0.97734,319,319,0.96099,0.99370
2022,Brandenburg,Tenant,Yes,0.92819,374,411,0.90320,0.95318
2022,Brandenburg,Tenant,No,0.07181,37,411,0.04682,0.09680
2022,Mecklenburg-Western Pomerania,Owner,Yes,0.95622,126,126,0.92035,0.99209
2022,Mecklenburg-Western Pomerania,Tenant,Yes,0.95072,268,268,0.92475,0.97668
2022,Saxony,Owner,Yes,0.97262,464,464,0.95775,0.98748
2022,Saxony,Tenant,Yes,0.91061,749,822,0.89109,0.93012
2022,Saxony,Tenant,No,0.08939,73,822,0.06988,0.10891
2022,Saxony-Anhalt,Owner,Yes,0.96413,278,278,0.94223,0.98603
2022,Saxony-Anhalt,Tenant,Yes,0.92857,350,381,0.90268,0.95446
2022,Saxony-Anhalt,Tenant,No,0.07143,31,381,0.04554,0.09732
2022,Thuringa,Owner,Yes,0.97191,249,249,0.95135,0.99248
2022,Thuringa,Tenant,Yes,0.93682,287,287,0.90863,0.96502
