year,bula_h,regtyp,hgeqpmglass,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2018,Bavaria,Urban regions,No,0.07051,85,1170,0.05584,0.08519
2018,Bavaria,Rural regions,Yes,0.92380,1152,1239,0.90902,0.93858
2018,Bavaria,Rural regions,No,0.07620,87,1239,0.06142,0.09098
2018,Berlin,Urban regions,Yes,0.86754,597,692,0.84227,0.89282
2018,Berlin,Urban regions,No,0.13246,95,692,0.10718,0.15773
2018,Brandenburg,Urban regions,Yes,0.88315,49,49,0.79227,0.97403
2018,Brandenburg,Rural regions,Yes,0.92181,551,584,0.90001,0.94360
2018,Brandenburg,Rural regions,No,0.07819,33,584,0.05640,0.09999
2018,Mecklenburg-Western Pomerania,Urban regions,Yes,0.95975,61,61,0.91001,1.00948
2018,Mecklenburg-Western Pomerania,Rural regions,Yes,0.92254,290,290,0.89172,0.95336
2018,Saxony,Urban regions,Yes,0.91364,503,503,0.88906,0.93821
2018,Saxony,Rural regions,Yes,0.94224,421,421,0.91993,0.96455
2018,Saxony-Anhalt,Urban regions,Yes,0.95052,121,121,0.91172,0.98932
2018,Saxony-Anhalt,Rural regions,Yes,0.96218,429,429,0.94410,0.98025
2018,Thuringa,Urban regions,Yes,0.98179,188,188,0.96262,1.00095
2018,Thuringa,Rural regions,Yes,0.96558,368,368,0.94692,0.98423
2019,Schleswig-Holstein,Urban regions,Yes,0.98112,141,141,0.95858,1.00367
2019,Schleswig-Holstein,Rural regions,Yes,0.94899,287,287,0.92349,0.97449
2019,Hamburg,Urban regions,Yes,0.96503,266,266,0.94291,0.98715
2019,Lower Saxony,Urban regions,Yes,0.97993,507,507,0.96772,0.99215
2019,Lower Saxony,Rural regions,Yes,0.97408,681,681,0.96214,0.98603
2019,Bremen,Urban regions,Yes,0.95974,107,107,0.92232,0.99716
2019,North Rhine-Westphalia,Urban regions,Yes,0.96438,2443,2545,0.95718,0.97158
2019,North Rhine-Westphalia,Urban regions,No,0.03562,102,2545,0.02842,0.04282
2019,North Rhine-Westphalia,Rural regions,Yes,0.98399,48,48,0.94811,1.01987
2019,Hesse,Urban regions,Yes,0.91990,626,658,0.89914,0.94066
2019,Hesse,Urban regions,No,0.08010,32,658,0.05934,0.10086
2019,Hesse,Rural regions,Yes,0.98706,147,147,0.96872,1.00539
2019,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.97793,521,521,0.96530,0.99055
2019,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.91845,171,171,0.87731,0.95959
2019,Baden-Wuerttemberg,Urban regions,Yes,0.95059,1118,1174,0.93819,0.96299
2019,Baden-Wuerttemberg,Urban regions,No,0.04941,56,1174,0.03701,0.06181
2019,Baden-Wuerttemberg,Rural regions,Yes,0.95481,137,137,0.91990,0.98972
2019,Bavaria,Urban regions,Yes,0.92806,857,922,0.91138,0.94475
2019,Bavaria,Urban regions,No,0.07194,65,922,0.05525,0.08862
2019,Bavaria,Rural regions,Yes,0.92346,963,1029,0.90721,0.93971
2019,Bavaria,Rural regions,No,0.07654,66,1029,0.06029,0.09279
2019,Berlin,Urban regions,Yes,0.85124,476,557,0.82166,0.88082
2019,Berlin,Urban regions,No,0.14876,81,557,0.11918,0.17834
2019,Brandenburg,Urban regions,Yes,0.85294,40,40,0.74179,0.96410
2019,Brandenburg,Rural regions,Yes,0.92153,483,483,0.89752,0.94554
2019,Mecklenburg-Western Pomerania,Urban regions,Yes,0.94598,51,51,0.88332,1.00864
2019,Mecklenburg-Western Pomerania,Rural regions,Yes,0.94107,241,241,0.91128,0.97087
2019,Saxony,Urban regions,Yes,0.90694,413,413,0.87889,0.93499
2019,Saxony,Rural regions,Yes,0.94579,365,365,0.92252,0.96905
2019,Saxony-Anhalt,Urban regions,Yes,0.97986,105,105,0.95286,1.00686
2019,Saxony-Anhalt,Rural regions,Yes,0.95679,340,340,0.93515,0.97844
2019,Thuringa,Urban regions,Yes,0.97888,141,141,0.95506,1.00270
2019,Thuringa,Rural regions,Yes,0.96290,311,311,0.94185,0.98394
2020,Schleswig-Holstein,Urban regions,Yes,0.95714,178,178,0.92730,0.98698
2020,Schleswig-Holstein,Rural regions,Yes,0.96476,343,343,0.94522,0.98430
2020,Hamburg,Urban regions,Yes,0.96727,338,338,0.94828,0.98627
2020,Lower Saxony,Urban regions,Yes,0.97101,617,660,0.95820,0.98382
2020,Lower Saxony,Urban regions,No,0.02899,43,660,0.01618,0.04180
2020,Lower Saxony,Rural regions,Yes,0.94930,776,822,0.93429,0.96431
2020,Lower Saxony,Rural regions,No,0.05070,46,822,0.03569,0.06571
2020,Bremen,Urban regions,Yes,0.96439,128,128,0.93215,0.99662
2020,North Rhine-Westphalia,Urban regions,Yes,0.94926,3070,3341,0.94182,0.95670
2020,North Rhine-Westphalia,Urban regions,No,0.05074,271,3341,0.04330,0.05818
2020,North Rhine-Westphalia,Rural regions,Yes,0.93246,50,50,0.86220,1.00273
2020,Hesse,Urban regions,Yes,0.91956,845,921,0.90198,0.93713
2020,Hesse,Urban regions,No,0.08044,76,921,0.06287,0.09802
2020,Hesse,Rural regions,Yes,0.95058,187,187,0.91943,0.98173
2020,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.97019,614,651,0.95711,0.98326
2020,"Rhineland-Palatinate, Saarland",Urban regions,No,0.02981,37,651,0.01674,0.04289
2020,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.93532,202,202,0.90131,0.96932
2020,Baden-Wuerttemberg,Urban regions,Yes,0.92802,1446,1558,0.91519,0.94086
2020,Baden-Wuerttemberg,Urban regions,No,0.07198,112,1558,0.05914,0.08481
2020,Baden-Wuerttemberg,Rural regions,Yes,0.94821,175,175,0.91528,0.98114
2020,Bavaria,Urban regions,Yes,0.91566,1215,1319,0.90066,0.93066
2020,Bavaria,Urban regions,No,0.08434,104,1319,0.06934,0.09934
2020,Bavaria,Rural regions,Yes,0.92400,1205,1312,0.90965,0.93834
2020,Bavaria,Rural regions,No,0.07600,107,1312,0.06166,0.09035
2020,Berlin,Urban regions,Yes,0.87326,716,861,0.85103,0.89550
2020,Berlin,Urban regions,No,0.12674,145,861,0.10450,0.14897
2020,Brandenburg,Urban regions,Yes,0.92824,53,53,0.85810,0.99839
2020,Brandenburg,Rural regions,Yes,0.95657,586,621,0.94052,0.97261
2020,Brandenburg,Rural regions,No,0.04343,35,621,0.02739,0.05948
2020,Mecklenburg-Western Pomerania,Urban regions,Yes,0.88931,57,57,0.80713,0.97148
2020,Mecklenburg-Western Pomerania,Rural regions,Yes,0.91970,260,260,0.88660,0.95279
2020,Saxony,Urban regions,Yes,0.92790,502,534,0.90594,0.94985
2020,Saxony,Urban regions,No,0.07210,32,534,0.05015,0.09406
2020,Saxony,Rural regions,Yes,0.94012,424,424,0.91751,0.96273
2020,Saxony-Anhalt,Urban regions,Yes,0.95570,130,130,0.92019,0.99121
2020,Saxony-Anhalt,Rural regions,Yes,0.95358,402,402,0.93299,0.97417
2020,Thuringa,Urban regions,Yes,0.98118,185,185,0.96154,1.00081
2020,Thuringa,Rural regions,Yes,0.96476,367,367,0.94586,0.98365
2021,Schleswig-Holstein,Urban regions,Yes,0.97426,129,129,0.94682,1.00169
2021,Schleswig-Holstein,Rural regions,Yes,0.97168,236,236,0.95046,0.99289
2021,Hamburg,Urban regions,Yes,0.98333,227,227,0.96664,1.00002
2021,Lower Saxony,Urban regions,Yes,0.96196,394,394,0.94305,0.98087
2021,Lower Saxony,Rural regions,Yes,0.95398,513,513,0.93583,0.97213
2021,Bremen,Urban regions,Yes,0.95233,62,62,0.89887,1.00580
2021,North Rhine-Westphalia,Urban regions,Yes,0.95611,1899,2015,0.94716,0.96506
2021,North Rhine-Westphalia,Urban regions,No,0.04389,116,2015,0.03494,0.05284
2021,North Rhine-Westphalia,Rural regions,Yes,0.93828,45,45,0.86718,1.00939
2021,Hesse,Urban regions,Yes,0.94185,471,471,0.92069,0.96300
2021,Hesse,Rural regions,Yes,0.91656,107,107,0.86392,0.96921
2021,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.97982,353,353,0.96513,0.99451
2021,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.95067,111,111,0.91020,0.99114
2021,Baden-Wuerttemberg,Urban regions,Yes,0.91941,880,944,0.90204,0.93678
2021,Baden-Wuerttemberg,Urban regions,No,0.08059,64,944,0.06322,0.09796
2021,Baden-Wuerttemberg,Rural regions,Yes,0.98831,104,104,0.96756,1.00907
2021,Bavaria,Urban regions,Yes,0.89537,721,780,0.87387,0.91686
2021,Bavaria,Urban regions,No,0.10463,59,780,0.08314,0.12613
2021,Bavaria,Rural regions,Yes,0.92981,746,802,0.91212,0.94750
2021,Bavaria,Rural regions,No,0.07019,56,802,0.05250,0.08788
2021,Berlin,Urban regions,Yes,0.85921,438,516,0.82917,0.88925
2021,Berlin,Urban regions,No,0.14079,78,516,0.11075,0.17083
2021,Brandenburg,Urban regions,Yes,0.86941,33,33,0.75267,0.98616
2021,Brandenburg,Rural regions,Yes,0.96948,348,348,0.95139,0.98758
2021,Mecklenburg-Western Pomerania,Urban regions,Yes,0.91353,40,40,0.82532,1.00174
2021,Mecklenburg-Western Pomerania,Rural regions,Yes,0.97230,186,186,0.94866,0.99595
2021,Saxony,Urban regions,Yes,0.94069,342,342,0.91562,0.96576
2021,Saxony,Rural regions,Yes,0.94070,304,304,0.91410,0.96729
2021,Saxony-Anhalt,Urban regions,Yes,0.98609,69,69,0.95825,1.01393
2021,Saxony-Anhalt,Rural regions,Yes,0.94627,243,243,0.91786,0.97468
2021,Thuringa,Urban regions,Yes,0.99845,118,118,0.99132,1.00558
2021,Thuringa,Rural regions,Yes,0.97359,226,226,0.95264,0.99454
2022,Schleswig-Holstein,Urban regions,Yes,0.95731,243,243,0.93183,0.98278
2022,Schleswig-Holstein,Rural regions,Yes,0.96146,372,372,0.94187,0.98105
2022,Hamburg,Urban regions,Yes,0.95374,415,415,0.93350,0.97397
2022,Lower Saxony,Urban regions,Yes,0.93667,693,742,0.91913,0.95421
2022,Lower Saxony,Urban regions,No,0.06333,49,742,0.04579,0.08087
2022,Lower Saxony,Rural regions,Yes,0.95609,859,894,0.94266,0.96953
2022,Lower Saxony,Rural regions,No,0.04391,35,894,0.03047,0.05734
2022,Bremen,Urban regions,Yes,0.94126,126,126,0.90004,0.98248
2022,North Rhine-Westphalia,Urban regions,Yes,0.95183,3592,3833,0.94505,0.95861
2022,North Rhine-Westphalia,Urban regions,No,0.04817,241,3833,0.04139,0.05495
2022,North Rhine-Westphalia,Rural regions,Yes,0.98288,80,80,0.95428,1.01149
2022,Hesse,Urban regions,Yes,0.94760,949,1012,0.93387,0.96134
2022,Hesse,Urban regions,No,0.05240,63,1012,0.03866,0.06613
2022,Hesse,Rural regions,Yes,0.95712,228,228,0.93077,0.98348
2022,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.95062,653,704,0.93460,0.96664
2022,"Rhineland-Palatinate, Saarland",Urban regions,No,0.04938,51,704,0.03336,0.06540
2022,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.96251,181,181,0.93476,0.99026
2022,Baden-Wuerttemberg,Urban regions,Yes,0.92952,1809,1984,0.91825,0.94078
2022,Baden-Wuerttemberg,Urban regions,No,0.07048,175,1984,0.05922,0.08175
2022,Baden-Wuerttemberg,Rural regions,Yes,0.95491,289,289,0.93095,0.97888
2022,Bavaria,Urban regions,Yes,0.91324,1568,1728,0.89997,0.92652
2022,Bavaria,Urban regions,No,0.08676,160,1728,0.07348,0.10003
2022,Bavaria,Rural regions,Yes,0.90261,1264,1384,0.88699,0.91824
2022,Bavaria,Rural regions,No,0.09739,120,1384,0.08176,0.11301
2022,Berlin,Urban regions,Yes,0.87739,998,1144,0.85837,0.89640
2022,Berlin,Urban regions,No,0.12261,146,1144,0.10360,0.14163
2022,Brandenburg,Urban regions,Yes,0.96103,60,60,0.91165,1.01041
2022,Brandenburg,Rural regions,Yes,0.94914,634,677,0.93258,0.96570
2022,Brandenburg,Rural regions,No,0.05086,43,677,0.03430,0.06742
2022,Mecklenburg-Western Pomerania,Urban regions,Yes,0.96562,77,77,0.92466,1.00658
2022,Mecklenburg-Western Pomerania,Rural regions,Yes,0.95059,318,318,0.92673,0.97444
2022,Saxony,Urban regions,Yes,0.92891,589,637,0.90893,0.94888
2022,Saxony,Urban regions,No,0.07109,48,637,0.05112,0.09107
2022,Saxony,Rural regions,Yes,0.93619,624,659,0.91752,0.95487
2022,Saxony,Rural regions,No,0.06381,35,659,0.04513,0.08248
2022,Saxony-Anhalt,Urban regions,Yes,0.91299,139,139,0.86597,0.96002
2022,Saxony-Anhalt,Rural regions,Yes,0.95547,489,526,0.93782,0.97311
2022,Saxony-Anhalt,Rural regions,No,0.04453,37,526,0.02689,0.06218
2022,Thuringa,Urban regions,Yes,0.97232,192,192,0.94905,0.99558
2022,Thuringa,Rural regions,Yes,0.94555,344,344,0.92154,0.96956
