year,migback,regtyp,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
2017,Indirect migration background,Urban regions,747,33.84607,33.11765,34.57449,30.00000,38.50000,40.00000,15.00000,55.00000,38.5,37.50000,39.00000
2017,Indirect migration background,Rural regions,184,35.02273,33.69869,36.34676,35.00000,38.50000,40.00000,27.50000,47.50000,38.5,38.00000,40.00000
2018,No migration background,Urban regions,6262,33.70678,33.46139,33.95217,30.00000,38.50000,40.00000,15.00000,55.00000,38.5,38.50000,39.00000
2018,No migration background,Rural regions,3981,33.93377,33.63321,34.23433,30.00000,38.50000,40.00000,15.00000,55.00000,38.5,38.50000,39.00000
2018,Direct migration background,Urban regions,2430,32.91624,32.49588,33.33661,27.51908,38.50000,40.00000,8.79769,58.72138,38.5,38.00000,39.00000
2018,Direct migration background,Rural regions,872,33.44790,32.78773,34.10807,30.00000,38.00000,40.00000,15.00000,55.00000,38.0,37.00000,39.00000
2018,Indirect migration background,Urban regions,770,33.60833,32.84453,34.37213,32.00000,39.00000,40.00000,20.00000,52.00000,39.0,38.50000,39.00000
2018,Indirect migration background,Rural regions,187,35.72430,34.57958,36.86902,35.00000,38.75609,40.00000,27.50000,47.50000,38.5,38.00000,40.00000
2019,No migration background,Urban regions,5878,34.01859,33.77448,34.26271,30.00000,38.50000,40.00000,15.00000,55.00000,38.5,38.50000,39.00000
2019,No migration background,Rural regions,3689,34.22800,33.92794,34.52806,30.00000,39.00000,40.00000,15.00000,55.00000,39.0,38.50000,39.00000
2019,Direct migration background,Urban regions,2241,33.47406,33.05913,33.88899,30.00000,38.50000,40.00000,15.00000,55.00000,38.5,38.00000,39.00000
2019,Direct migration background,Rural regions,847,33.03411,32.36729,33.70094,25.00000,38.00000,40.00000,2.50000,60.0,38.0,35.00000,39.00000
2019,Indirect migration background,Urban regions,695,34.87738,34.19320,35.56156,35.00000,39.00000,40.00000,27.50000,47.50000,39.0,38.48750,40.00000
2019,Indirect migration background,Rural regions,166,35.91960,34.79350,37.04570,35.00000,38.50000,40.00000,27.50000,47.50000,38.5,38.00000,39.00000
2020,No migration background,Urban regions,5756,33.85933,33.61510,34.10356,30.00000,38.50000,40.00000,15.00000,55.00000,38.5,38.50000,39.00000
2020,No migration background,Rural regions,3559,34.26656,33.96235,34.57077,30.00000,38.50000,40.00000,15.00000,55.00000,38.5,38.50000,39.00000
2020,Direct migration background,Urban regions,3284,33.72206,33.37876,34.06536,30.00000,38.50000,40.00000,15.00000,55.00000,38.5,38.00000,39.00000
2020,Direct migration background,Rural regions,1111,34.06407,33.50166,34.62648,30.00000,38.50000,40.00000,15.00000,55.00000,38.5,38.00000,39.50000
2020,Indirect migration background,Urban regions,724,34.26477,33.56238,34.96715,32.39353,38.50000,40.00000,20.98383,51.40970,38.5,38.00000,39.50000
2020,Indirect migration background,Rural regions,179,33.81464,32.27588,35.35340,30.00000,38.50000,40.00000,15.00000,55.00000,38.5,36.00000,40.00000
2021,No migration background,Urban regions,4201,33.46100,33.15403,33.76797,30.00000,38.50000,40.00000,15.00000,55.00000,38.5,38.50000,39.00000
2021,No migration background,Rural regions,2493,33.91216,33.54212,34.28221,30.00000,38.50000,40.00000,15.00000,55.00000,38.5,38.00000,39.00000
2021,Direct migration background,Urban regions,2044,32.58143,32.10963,33.05324,28.00000,38.50000,40.00000,10.00000,58.00000,38.5,38.00000,39.00000
2021,Direct migration background,Rural regions,602,34.10885,33.35710,34.86060,28.00000,38.00000,40.00000,10.00000,58.00000,38.0,37.50000,40.00000
2021,Indirect migration background,Urban regions,449,33.71563,32.80514,34.62611,30.00000,38.50000,40.00000,15.00000,55.00000,38.5,38.00000,39.50250
2021,Indirect migration background,Rural regions,112,35.05113,33.47180,36.63045,35.00000,38.50000,40.00000,27.50000,47.50000,38.5,37.00000,40.00000
2022,No migration background,Urban regions,6389,32.91786,32.66538,33.17035,29.00000,38.50000,40.00000,12.50000,56.50000,38.5,38.00000,38.50000
2022,No migration background,Rural regions,3955,33.22466,32.92150,33.52782,30.00000,38.00000,40.00000,15.00000,55.00000,38.0,37.69500,38.50000
2022,Direct migration background,Urban regions,4229,33.45581,33.13704,33.77458,30.00000,39.00000,40.00000,15.00000,55.00000,39.0,38.50000,39.50000
2022,Direct migration background,Rural regions,824,32.88420,32.13500,33.63340,28.00000,38.00000,40.00000,10.00000,58.00000,38.0,36.70000,38.51250
2022,Indirect migration background,Urban regions,686,33.78921,33.07933,34.49910,30.00000,38.50000,40.00000,15.00000,48.0,38.5,38.00000,39.00000
2022,Indirect migration background,Rural regions,219,34.19251,33.05056,35.33446,30.00000,38.50000,40.00000,15.00000,50.0,38.5,37.00000,39.00000
