year,migback,plb0419_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1993,No migration background,Almost impossible,0.05159,668,2096,0.04211,0.06106
1993,Direct migration background,Easy,0.01949,55,651,0.00886,0.03012
1993,Direct migration background,Difficult,0.11251,309,651,0.08822,0.13681
1993,Direct migration background,Almost impossible,0.08964,287,651,0.06768,0.11160
1993,Indirect migration background,Easy,0.02887,39,178,0.00420,0.05354
1993,Indirect migration background,Difficult,0.06517,93,178,0.02881,0.10154
1993,Indirect migration background,Almost impossible,0.02624,46,178,0.00269,0.04979
1994,No migration background,Easy,0.02346,309,2108,0.01700,0.02993
1994,No migration background,Difficult,0.08059,1116,2108,0.06897,0.09222
1994,No migration background,Almost impossible,0.05551,683,2108,0.04574,0.06529
1994,Direct migration background,Easy,0.01735,51,651,0.00731,0.02738
1994,Direct migration background,Difficult,0.10836,295,651,0.08446,0.13225
1994,Direct migration background,Almost impossible,0.11440,305,651,0.08993,0.13887
1994,Indirect migration background,Difficult,0.07666,117,157,0.03491,0.11841
1994,Indirect migration background,Almost impossible,0.02739,40,157,0.00178,0.05300
1995,No migration background,Easy,0.02105,281,2064,0.01485,0.02724
1995,No migration background,Difficult,0.08514,1160,2064,0.07310,0.09718
1995,No migration background,Almost impossible,0.05206,623,2064,0.04247,0.06164
1995,Direct migration background,Easy,0.02773,72,804,0.01638,0.03909
1995,Direct migration background,Difficult,0.12006,381,804,0.09758,0.14254
1995,Direct migration background,Almost impossible,0.10366,351,804,0.08258,0.12475
1995,Indirect migration background,Easy,0.03212,42,155,0.00427,0.05997
1995,Indirect migration background,Difficult,0.07612,113,155,0.03423,0.11800
1996,No migration background,Easy,0.02244,302,2050,0.01603,0.02885
1996,No migration background,Difficult,0.08280,1124,2050,0.07087,0.09473
1996,No migration background,Almost impossible,0.05147,624,2050,0.04190,0.06103
1996,Direct migration background,Easy,0.02410,51,749,0.01311,0.03509
1996,Direct migration background,Difficult,0.12511,376,749,0.10140,0.14882
1996,Direct migration background,Almost impossible,0.10149,322,749,0.07985,0.12313
1996,Indirect migration background,Easy,0.02770,39,215,0.00571,0.04969
1996,Indirect migration background,Difficult,0.07941,129,215,0.04318,0.11563
1996,Indirect migration background,Almost impossible,0.02560,47,215,0.00444,0.04676
1997,No migration background,Easy,0.01873,251,2027,0.01282,0.02463
1997,No migration background,Difficult,0.08783,1155,2027,0.07550,0.10015
1997,No migration background,Almost impossible,0.05247,621,2027,0.04276,0.06218
1997,Direct migration background,Easy,0.01607,39,731,0.00695,0.02519
1997,Direct migration background,Difficult,0.11406,349,731,0.09100,0.13712
1997,Direct migration background,Almost impossible,0.11540,343,731,0.09222,0.13857
1997,Indirect migration background,Difficult,0.08324,138,191,0.04396,0.12252
1997,Indirect migration background,Almost impossible,0.04085,53,191,0.01270,0.06899
1998,No migration background,Easy,0.01762,276,2235,0.01216,0.02307
1998,No migration background,Difficult,0.08473,1281,2235,0.07318,0.09628
1998,No migration background,Almost impossible,0.04774,678,2235,0.03890,0.05658
1998,Direct migration background,Easy,0.01699,50,679,0.00726,0.02671
1998,Direct migration background,Difficult,0.11737,315,679,0.09315,0.14160
1998,Direct migration background,Almost impossible,0.10460,314,679,0.08156,0.12763
1998,Indirect migration background,Difficult,0.09647,135,191,0.05449,0.13845
1998,Indirect migration background,Almost impossible,0.03022,56,191,0.00588,0.05456
1999,No migration background,Easy,0.01846,246,1987,0.01254,0.02439
1999,No migration background,Difficult,0.07510,1134,1987,0.06351,0.08669
1999,No migration background,Almost impossible,0.04571,607,1987,0.03652,0.05489
1999,Direct migration background,Easy,0.02094,45,578,0.00926,0.03262
1999,Direct migration background,Difficult,0.10321,275,578,0.07838,0.12803
1999,Direct migration background,Almost impossible,0.08990,258,578,0.06656,0.11324
1999,Indirect migration background,Easy,0.02944,45,211,0.00658,0.05230
1999,Indirect migration background,Difficult,0.08187,124,211,0.04479,0.11895
1999,Indirect migration background,Almost impossible,0.03377,42,211,0.00934,0.05820
2000,No migration background,Easy,0.02226,569,3566,0.01742,0.02710
2000,No migration background,Difficult,0.06749,1846,3566,0.05925,0.07572
2000,No migration background,Almost impossible,0.04343,1151,3566,0.03674,0.05012
2000,Direct migration background,Easy,0.02020,70,898,0.01099,0.02940
2000,Direct migration background,Difficult,0.10814,425,898,0.08781,0.12846
2000,Direct migration background,Almost impossible,0.09316,403,898,0.07414,0.11218
2000,Indirect migration background,Easy,0.02728,61,297,0.00872,0.04584
2000,Indirect migration background,Difficult,0.08157,172,297,0.05039,0.11275
2000,Indirect migration background,Almost impossible,0.03061,64,297,0.01099,0.05024
2001,No migration background,Easy,0.02230,543,3135,0.01713,0.02747
2001,No migration background,Difficult,0.06495,1610,3135,0.05632,0.07358
2001,No migration background,Almost impossible,0.04177,982,3135,0.03477,0.04877
2001,Direct migration background,Easy,0.02882,76,736,0.01672,0.04091
2001,Direct migration background,Difficult,0.11075,347,736,0.08807,0.13344
2001,Direct migration background,Almost impossible,0.09186,313,736,0.07098,0.11274
2001,Indirect migration background,Easy,0.03191,74,269,0.01087,0.05296
2001,Indirect migration background,Difficult,0.06588,143,269,0.03618,0.09558
2001,Indirect migration background,Almost impossible,0.02087,52,269,0.00376,0.03799
2002,No migration background,Easy,0.02227,570,3307,0.01724,0.02730
2002,No migration background,Difficult,0.07117,1740,3307,0.06241,0.07994
2002,No migration background,Almost impossible,0.04255,997,3307,0.03567,0.04943
2002,Direct migration background,Easy,0.02431,63,700,0.01290,0.03573
2002,Direct migration background,Difficult,0.12092,346,700,0.09675,0.14509
2002,Direct migration background,Almost impossible,0.09086,291,700,0.06955,0.11217
2002,Indirect migration background,Easy,0.03242,63,265,0.01105,0.05378
2002,Indirect migration background,Difficult,0.06831,146,265,0.03788,0.09875
2002,Indirect migration background,Almost impossible,0.02385,56,265,0.00545,0.04226
2003,No migration background,Easy,0.01383,350,2432,0.00919,0.01847
2003,No migration background,Difficult,0.06493,1542,2432,0.05514,0.07473
2003,No migration background,Almost impossible,0.02216,540,2432,0.01631,0.02801
2003,Direct migration background,Easy,0.01756,47,418,0.00495,0.03017
2003,Direct migration background,Difficult,0.11210,268,418,0.08182,0.14238
2003,Direct migration background,Almost impossible,0.03719,103,418,0.01903,0.05536
2003,Indirect migration background,Easy,0.02034,48,224,0.00181,0.03887
2003,Indirect migration background,Difficult,0.06544,132,224,0.03298,0.09790
2003,Indirect migration background,Almost impossible,0.01718,44,224,0.00013,0.03424
2004,No migration background,Easy,0.01312,339,2454,0.00862,0.01762
2004,No migration background,Difficult,0.06621,1522,2454,0.05637,0.07605
2004,No migration background,Almost impossible,0.02711,593,2454,0.02069,0.03354
2004,Direct migration background,Easy,0.01563,44,452,0.00418,0.02708
2004,Direct migration background,Difficult,0.11900,303,452,0.08912,0.14888
2004,Direct migration background,Almost impossible,0.04868,105,452,0.02882,0.06855
2004,Indirect migration background,Easy,0.02274,44,257,0.00448,0.04100
2004,Indirect migration background,Difficult,0.08298,167,257,0.04919,0.11677
2004,Indirect migration background,Almost impossible,0.01889,46,257,0.00221,0.03557
2005,No migration background,Easy,0.00964,247,2397,0.00573,0.01355
2005,No migration background,Difficult,0.07283,1512,2397,0.06243,0.08324
2005,No migration background,Almost impossible,0.02890,638,2397,0.02219,0.03561
2005,Direct migration background,Difficult,0.11619,249,368,0.08340,0.14898
2005,Direct migration background,Almost impossible,0.04516,119,368,0.02392,0.06641
2005,Indirect migration background,Easy,0.02223,53,267,0.00451,0.03994
2005,Indirect migration background,Difficult,0.09238,171,267,0.05758,0.12718
2005,Indirect migration background,Almost impossible,0.02410,43,267,0.00567,0.04253
2006,No migration background,Easy,0.01198,311,2394,0.00762,0.01634
2006,No migration background,Difficult,0.06514,1470,2394,0.05525,0.07502
2006,No migration background,Almost impossible,0.02710,613,2394,0.02060,0.03361
2006,Direct migration background,Easy,0.01730,34,410,0.00466,0.02994
2006,Direct migration background,Difficult,0.11996,263,410,0.08847,0.15145
2006,Direct migration background,Almost impossible,0.05028,113,410,0.02910,0.07146
2006,Indirect migration background,Easy,0.02070,48,251,0.00305,0.03835
2006,Indirect migration background,Difficult,0.08604,156,251,0.05128,0.12080
2006,Indirect migration background,Almost impossible,0.02583,47,251,0.00617,0.04550
2007,No migration background,Easy,0.01263,318,2022,0.00776,0.01750
2007,No migration background,Difficult,0.05607,1197,2022,0.04604,0.06610
2007,No migration background,Almost impossible,0.02418,507,2022,0.01748,0.03088
2007,Direct migration background,Easy,0.01419,35,329,0.00139,0.02699
2007,Direct migration background,Difficult,0.10813,196,329,0.07452,0.14174
2007,Direct migration background,Almost impossible,0.05313,98,329,0.02886,0.07741
2007,Indirect migration background,Easy,0.02612,42,207,0.00434,0.04790
2007,Indirect migration background,Difficult,0.07946,133,207,0.04252,0.11639
2007,Indirect migration background,Almost impossible,0.01734,32,207,-0.00049,0.03516
2008,No migration background,Easy,0.01525,330,1820,0.00962,0.02089
2008,No migration background,Difficult,0.05068,1049,1820,0.04060,0.06076
2008,No migration background,Almost impossible,0.02121,441,1820,0.01459,0.02783
2008,Direct migration background,Difficult,0.09799,168,224,0.05896,0.13701
2008,Direct migration background,Almost impossible,0.03187,56,224,0.00881,0.05492
2008,Indirect migration background,Easy,0.01587,35,200,-0.00149,0.03323
2008,Indirect migration background,Difficult,0.07885,127,200,0.04140,0.11629
2008,Indirect migration background,Almost impossible,0.02103,38,200,0.00109,0.04096
2009,No migration background,Easy,0.01689,309,1642,0.01066,0.02313
2009,No migration background,Difficult,0.05006,936,1642,0.03951,0.06061
2009,No migration background,Almost impossible,0.02043,397,1642,0.01358,0.02727
2009,Direct migration background,Difficult,0.09012,137,203,0.05063,0.12961
2009,Direct migration background,Almost impossible,0.03968,66,203,0.01276,0.06659
2009,Indirect migration background,Easy,0.02939,47,162,0.00330,0.05548
2009,Indirect migration background,Difficult,0.07224,115,162,0.03225,0.11222
2010,No migration background,Easy,0.01675,692,3159,0.01228,0.02123
2010,No migration background,Difficult,0.05279,1809,3159,0.04499,0.06059
2010,No migration background,Almost impossible,0.02031,658,3159,0.01539,0.02523
2010,Direct migration background,Easy,0.02465,106,829,0.01409,0.03521
2010,Direct migration background,Difficult,0.10736,510,829,0.08628,0.12845
2010,Direct migration background,Almost impossible,0.04129,213,829,0.02774,0.05485
2010,Indirect migration background,Easy,0.02267,84,365,0.00738,0.03796
2010,Indirect migration background,Difficult,0.07930,214,365,0.05154,0.10706
2010,Indirect migration background,Almost impossible,0.01995,67,365,0.00559,0.03432
2011,No migration background,Easy,0.01855,701,3168,0.01385,0.02325
2011,No migration background,Difficult,0.04523,1750,3168,0.03799,0.05246
2011,No migration background,Almost impossible,0.01740,717,3168,0.01285,0.02196
2011,Direct migration background,Easy,0.02784,111,721,0.01583,0.03986
2011,Direct migration background,Difficult,0.09460,447,721,0.07323,0.11598
2011,Direct migration background,Almost impossible,0.03685,163,721,0.02309,0.05061
2011,Indirect migration background,Easy,0.03008,81,354,0.01226,0.04790
2011,Indirect migration background,Difficult,0.05770,216,354,0.03338,0.08203
2011,Indirect migration background,Almost impossible,0.01539,57,354,0.00255,0.02824
2012,No migration background,Easy,0.02126,683,2953,0.01605,0.02646
2012,No migration background,Difficult,0.04815,1621,2953,0.04043,0.05588
2012,No migration background,Almost impossible,0.01745,649,2953,0.01272,0.02217
2012,Direct migration background,Easy,0.01969,96,614,0.00869,0.03069
2012,Direct migration background,Difficult,0.09512,356,614,0.07190,0.11835
2012,Direct migration background,Almost impossible,0.03117,162,614,0.01741,0.04492
2012,Indirect migration background,Easy,0.02420,85,312,0.00712,0.04129
2012,Indirect migration background,Difficult,0.07147,177,312,0.04284,0.10010
2012,Indirect migration background,Almost impossible,0.01351,50,312,0.00068,0.02635
2013,No migration background,Easy,0.02061,629,2594,0.01515,0.02608
2013,No migration background,Difficult,0.04411,1384,2594,0.03621,0.05202
2013,No migration background,Almost impossible,0.01717,581,2594,0.01217,0.02217
2013,Direct migration background,Easy,0.02747,284,1419,0.01896,0.03598
2013,Direct migration background,Difficult,0.09334,819,1419,0.07819,0.10848
2013,Direct migration background,Almost impossible,0.03871,316,1419,0.02867,0.04875
2013,Indirect migration background,Easy,0.03561,178,592,0.02067,0.05055
2013,Indirect migration background,Difficult,0.06990,313,592,0.04934,0.09046
2013,Indirect migration background,Almost impossible,0.02195,101,592,0.01014,0.03376
2014,No migration background,Easy,0.01705,513,2255,0.01171,0.02240
2014,No migration background,Difficult,0.04586,1254,2255,0.03723,0.05450
2014,No migration background,Almost impossible,0.01711,488,2255,0.01176,0.02246
2014,Direct migration background,Easy,0.02695,198,1099,0.01737,0.03653
2014,Direct migration background,Difficult,0.10044,626,1099,0.08266,0.11822
2014,Direct migration background,Almost impossible,0.04382,275,1099,0.03171,0.05593
2014,Indirect migration background,Easy,0.04199,143,475,0.02393,0.06005
2014,Indirect migration background,Difficult,0.06461,234,475,0.04248,0.08674
2014,Indirect migration background,Almost impossible,0.02204,98,475,0.00882,0.03525
2015,No migration background,Easy,0.01959,528,2103,0.01367,0.02552
2015,No migration background,Difficult,0.04420,1129,2103,0.03541,0.05298
2015,No migration background,Almost impossible,0.01478,446,2103,0.00962,0.01994
2015,Direct migration background,Easy,0.02417,215,1340,0.01594,0.03239
2015,Direct migration background,Difficult,0.09378,804,1340,0.07817,0.10940
2015,Direct migration background,Almost impossible,0.03935,321,1340,0.02894,0.04977
2015,Indirect migration background,Easy,0.02998,112,456,0.01431,0.04565
2015,Indirect migration background,Difficult,0.07038,237,456,0.04688,0.09388
2015,Indirect migration background,Almost impossible,0.02734,107,456,0.01236,0.04232
2016,No migration background,Easy,0.02238,486,1826,0.01559,0.02917
2016,No migration background,Difficult,0.04065,933,1826,0.03159,0.04971
2016,No migration background,Almost impossible,0.01488,407,1826,0.00932,0.02043
2016,Direct migration background,Easy,0.02143,176,1011,0.01250,0.03036
2016,Direct migration background,Difficult,0.08165,562,1011,0.06476,0.09854
2016,Direct migration background,Almost impossible,0.03998,273,1011,0.02790,0.05207
2016,Indirect migration background,Easy,0.04225,117,396,0.02241,0.06209
2016,Indirect migration background,Difficult,0.07316,206,396,0.04748,0.09885
2016,Indirect migration background,Almost impossible,0.01767,73,396,0.00468,0.03066
2017,No migration background,Easy,0.02267,599,2005,0.01615,0.02918
2017,No migration background,Difficult,0.03771,966,2005,0.02937,0.04605
2017,No migration background,Almost impossible,0.01551,440,2005,0.01010,0.02092
2017,Direct migration background,Easy,0.02405,379,2439,0.01797,0.03013
2017,Direct migration background,Difficult,0.09479,1597,2439,0.08316,0.10642
2017,Direct migration background,Almost impossible,0.04039,463,2439,0.03258,0.04821
2017,Indirect migration background,Easy,0.04363,140,423,0.02414,0.06312
2017,Indirect migration background,Difficult,0.05759,199,423,0.03536,0.07982
2017,Indirect migration background,Almost impossible,0.01762,84,423,0.00506,0.03017
2018,No migration background,Easy,0.02311,627,1913,0.01638,0.02985
2018,No migration background,Difficult,0.03305,891,1913,0.02504,0.04107
2018,No migration background,Almost impossible,0.01458,395,1913,0.00921,0.01995
2018,Direct migration background,Easy,0.03236,499,2999,0.02602,0.03869
2018,Direct migration background,Difficult,0.09281,1962,2999,0.08242,0.10320
2018,Direct migration background,Almost impossible,0.03681,538,2999,0.03007,0.04355
2018,Indirect migration background,Easy,0.03206,116,392,0.01460,0.04952
2018,Indirect migration background,Difficult,0.05831,206,392,0.03508,0.08154
2018,Indirect migration background,Almost impossible,0.01747,70,392,0.00449,0.03046
2019,No migration background,Easy,0.02441,616,1738,0.01716,0.03167
2019,No migration background,Difficult,0.03188,793,1738,0.02362,0.04015
2019,No migration background,Almost impossible,0.01146,329,1738,0.00645,0.01646
2019,Direct migration background,Easy,0.02977,431,2478,0.02307,0.03646
2019,Direct migration background,Difficult,0.08360,1697,2478,0.07270,0.09450
2019,Direct migration background,Almost impossible,0.03846,350,2478,0.03089,0.04604
2019,Indirect migration background,Easy,0.03757,125,333,0.01712,0.05803
2019,Indirect migration background,Difficult,0.05409,151,333,0.02976,0.07842
2019,Indirect migration background,Almost impossible,0.01505,57,333,0.00196,0.02815
2020,No migration background,Easy,0.02318,560,1681,0.01598,0.03037
2020,No migration background,Difficult,0.03424,804,1681,0.02554,0.04293
2020,No migration background,Almost impossible,0.01322,317,1681,0.00776,0.01868
2020,Direct migration background,Easy,0.03004,405,2446,0.02327,0.03680
2020,Direct migration background,Difficult,0.08824,1664,2446,0.07700,0.09949
2020,Direct migration background,Almost impossible,0.03154,377,2446,0.02461,0.03846
2020,Indirect migration background,Easy,0.04167,108,328,0.02001,0.06333
2020,Indirect migration background,Difficult,0.04697,166,328,0.02404,0.06990
2020,Indirect migration background,Almost impossible,0.01354,54,328,0.00102,0.02607
2021,Direct migration background,Easy,0.00637,240,999,0.00144,0.01131
2021,Direct migration background,Difficult,0.01322,631,999,0.00613,0.02030
2021,Direct migration background,Almost impossible,0.00370,128,999,-0.00007,0.00746
