year,age_gr,sampreg,plb0419_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2004,17-29 y.,West,Easy,0.07356,229,1082,0.05799,0.08912
2004,17-29 y.,West,Difficult,0.21969,657,1082,0.19501,0.24437
2004,17-29 y.,West,Almost impossible,0.05713,196,1082,0.04329,0.07096
2004,17-29 y.,East,Easy,0.03686,46,435,0.01913,0.05459
2004,17-29 y.,East,Difficult,0.27429,300,435,0.23231,0.31626
2004,17-29 y.,East,Almost impossible,0.08365,89,435,0.05760,0.10970
2004,30-45 y.,West,Easy,0.01829,110,750,0.00869,0.02789
2004,30-45 y.,West,Difficult,0.10161,509,750,0.07997,0.12325
2004,30-45 y.,West,Almost impossible,0.03302,131,750,0.02022,0.04582
2004,30-45 y.,East,Difficult,0.14890,176,257,0.10529,0.19251
2004,30-45 y.,East,Almost impossible,0.07249,81,257,0.04073,0.10426
2004,46-65 y.,West,Difficult,0.04645,218,359,0.02465,0.06825
2004,46-65 y.,West,Almost impossible,0.03174,141,359,0.01358,0.04990
2004,46-65 y.,East,Difficult,0.07460,127,230,0.04057,0.10863
2004,46-65 y.,East,Almost impossible,0.07035,103,230,0.03723,0.10348
2005,17-29 y.,West,Easy,0.05361,198,1082,0.04019,0.06704
2005,17-29 y.,West,Difficult,0.22728,659,1082,0.20230,0.25226
2005,17-29 y.,West,Almost impossible,0.07024,225,1082,0.05501,0.08548
2005,17-29 y.,East,Easy,0.03284,40,448,0.01632,0.04936
2005,17-29 y.,East,Difficult,0.35367,325,448,0.30935,0.39799
2005,17-29 y.,East,Almost impossible,0.07272,83,448,0.04865,0.09679
2005,30-45 y.,West,Easy,0.01270,66,685,0.00431,0.02109
2005,30-45 y.,West,Difficult,0.10730,479,685,0.08410,0.13049
2005,30-45 y.,West,Almost impossible,0.03015,140,685,0.01733,0.04296
2005,30-45 y.,East,Difficult,0.12343,155,251,0.08266,0.16421
2005,30-45 y.,East,Almost impossible,0.08520,96,251,0.05059,0.11981
2005,46-65 y.,West,Difficult,0.04415,189,340,0.02228,0.06602
2005,46-65 y.,West,Almost impossible,0.03119,151,340,0.01269,0.04970
2005,46-65 y.,East,Difficult,0.08206,118,222,0.04587,0.11824
2005,46-65 y.,East,Almost impossible,0.06718,104,222,0.03417,0.10018
2006,17-29 y.,West,Easy,0.05381,198,998,0.03980,0.06782
2006,17-29 y.,West,Difficult,0.20711,611,998,0.18195,0.23226
2006,17-29 y.,West,Almost impossible,0.05610,189,998,0.04181,0.07038
2006,17-29 y.,East,Easy,0.03690,46,383,0.01800,0.05581
2006,17-29 y.,East,Difficult,0.24741,268,383,0.20413,0.29068
2006,17-29 y.,East,Almost impossible,0.07352,69,383,0.04734,0.09969
2006,30-45 y.,West,Easy,0.02129,113,768,0.01108,0.03151
2006,30-45 y.,West,Difficult,0.10640,505,768,0.08458,0.12822
2006,30-45 y.,West,Almost impossible,0.03298,150,768,0.02034,0.04562
2006,30-45 y.,East,Difficult,0.13781,170,245,0.09456,0.18106
2006,30-45 y.,East,Almost impossible,0.06702,75,245,0.03564,0.09839
2006,46-65 y.,West,Difficult,0.04205,210,368,0.02151,0.06258
2006,46-65 y.,West,Almost impossible,0.03320,158,368,0.01487,0.05153
2006,46-65 y.,East,Difficult,0.07823,114,235,0.04382,0.11263
2006,46-65 y.,East,Almost impossible,0.07697,121,235,0.04281,0.11112
2007,17-29 y.,West,Easy,0.06302,220,888,0.04703,0.07902
2007,17-29 y.,West,Difficult,0.18776,512,888,0.16206,0.21346
2007,17-29 y.,West,Almost impossible,0.05015,156,888,0.03578,0.06451
2007,17-29 y.,East,Easy,0.05514,56,345,0.03102,0.07926
2007,17-29 y.,East,Difficult,0.22059,233,345,0.17677,0.26441
2007,17-29 y.,East,Almost impossible,0.06237,56,345,0.03682,0.08793
2007,30-45 y.,West,Easy,0.01582,82,587,0.00572,0.02593
2007,30-45 y.,West,Difficult,0.08642,381,587,0.06367,0.10917
2007,30-45 y.,West,Almost impossible,0.03158,124,587,0.01742,0.04573
2007,30-45 y.,East,Difficult,0.10319,112,166,0.05677,0.14961
2007,30-45 y.,East,Almost impossible,0.05336,54,166,0.01906,0.08765
2007,46-65 y.,West,Difficult,0.04096,184,306,0.01872,0.06320
2007,46-65 y.,West,Almost impossible,0.02953,122,306,0.01053,0.04852
2007,46-65 y.,East,Difficult,0.06891,94,211,0.03465,0.10317
2007,46-65 y.,East,Almost impossible,0.07621,117,211,0.04032,0.11209
2008,17-29 y.,West,Easy,0.06276,195,784,0.04577,0.07975
2008,17-29 y.,West,Difficult,0.16738,464,784,0.14124,0.19353
2008,17-29 y.,West,Almost impossible,0.03817,125,784,0.02475,0.05159
2008,17-29 y.,East,Easy,0.07917,70,327,0.04986,0.10849
2008,17-29 y.,East,Difficult,0.21472,200,327,0.17014,0.25929
2008,17-29 y.,East,Almost impossible,0.06236,57,327,0.03611,0.08861
2008,30-45 y.,West,Easy,0.01933,93,508,0.00734,0.03131
2008,30-45 y.,West,Difficult,0.07455,316,508,0.05169,0.09741
2008,30-45 y.,West,Almost impossible,0.02607,99,508,0.01220,0.03995
2008,30-45 y.,East,Difficult,0.07762,82,137,0.03265,0.12259
2008,30-45 y.,East,Almost impossible,0.04846,55,137,0.01237,0.08455
2008,46-65 y.,West,Difficult,0.04112,166,268,0.01730,0.06494
2008,46-65 y.,West,Almost impossible,0.02454,102,268,0.00598,0.04310
2008,46-65 y.,East,Difficult,0.07709,102,191,0.03916,0.11501
2008,46-65 y.,East,Almost impossible,0.06467,89,191,0.02970,0.09964
2009,17-29 y.,West,Easy,0.08447,208,711,0.06402,0.10493
2009,17-29 y.,West,Difficult,0.14389,386,711,0.11807,0.16971
2009,17-29 y.,West,Almost impossible,0.04736,117,711,0.03173,0.06298
2009,17-29 y.,East,Easy,0.07511,55,271,0.04367,0.10655
2009,17-29 y.,East,Difficult,0.19661,164,271,0.14920,0.24402
2009,17-29 y.,East,Almost impossible,0.06526,52,271,0.03580,0.09472
2009,30-45 y.,West,Easy,0.01907,80,459,0.00654,0.03160
2009,30-45 y.,West,Difficult,0.07844,287,459,0.05382,0.10307
2009,30-45 y.,West,Almost impossible,0.02779,92,459,0.01273,0.04284
2009,30-45 y.,East,Difficult,0.09020,90,126,0.03998,0.14042
2009,30-45 y.,East,Almost impossible,0.03429,36,126,0.00239,0.06619
2009,46-65 y.,West,Difficult,0.04404,156,256,0.01886,0.06923
2009,46-65 y.,West,Almost impossible,0.02412,100,256,0.00529,0.04295
2009,46-65 y.,East,Difficult,0.07709,93,184,0.03844,0.11573
2009,46-65 y.,East,Almost impossible,0.05716,91,184,0.02353,0.09080
2010,17-29 y.,West,Easy,0.08755,318,1224,0.07171,0.10339
2010,17-29 y.,West,Difficult,0.15800,676,1224,0.13756,0.17844
2010,17-29 y.,West,Almost impossible,0.04935,230,1224,0.03721,0.06149
2010,17-29 y.,East,Easy,0.04802,73,411,0.02733,0.06872
2010,17-29 y.,East,Difficult,0.25072,272,411,0.20877,0.29268
2010,17-29 y.,East,Almost impossible,0.04926,66,411,0.02831,0.07020
2010,30-45 y.,West,Easy,0.02508,396,1708,0.01766,0.03250
2010,30-45 y.,West,Difficult,0.08956,998,1708,0.07601,0.10311
2010,30-45 y.,West,Almost impossible,0.02693,314,1708,0.01925,0.03461
2010,30-45 y.,East,Easy,0.01802,58,389,0.00479,0.03126
2010,30-45 y.,East,Difficult,0.08281,232,389,0.05539,0.11024
2010,30-45 y.,East,Almost impossible,0.04247,99,389,0.02241,0.06254
2010,46-65 y.,West,Difficult,0.04987,255,396,0.02840,0.07134
2010,46-65 y.,West,Almost impossible,0.02610,141,396,0.01037,0.04182
2010,46-65 y.,East,Difficult,0.05540,85,171,0.02101,0.08979
2010,46-65 y.,East,Almost impossible,0.05370,86,171,0.01981,0.08758
2011,17-29 y.,West,Easy,0.09952,377,1229,0.08278,0.11626
2011,17-29 y.,West,Difficult,0.13817,644,1229,0.11887,0.15748
2011,17-29 y.,West,Almost impossible,0.03595,208,1229,0.02553,0.04636
2011,17-29 y.,East,Easy,0.05346,73,360,0.03019,0.07673
2011,17-29 y.,East,Difficult,0.19404,217,360,0.15313,0.23495
2011,17-29 y.,East,Almost impossible,0.04484,70,360,0.02343,0.06624
2011,30-45 y.,West,Easy,0.02722,329,1497,0.01898,0.03547
2011,30-45 y.,West,Difficult,0.08291,884,1497,0.06894,0.09688
2011,30-45 y.,West,Almost impossible,0.02414,284,1497,0.01636,0.03191
2011,30-45 y.,East,Easy,0.02220,52,387,0.00750,0.03689
2011,30-45 y.,East,Difficult,0.08159,249,387,0.05428,0.10890
2011,30-45 y.,East,Almost impossible,0.03114,86,387,0.01381,0.04846
2011,46-65 y.,West,Easy,0.00451,45,491,-0.00142,0.01044
2011,46-65 y.,West,Difficult,0.03689,277,491,0.02020,0.05358
2011,46-65 y.,West,Almost impossible,0.02479,169,491,0.01103,0.03856
2011,46-65 y.,East,Difficult,0.06160,128,241,0.03118,0.09202
2011,46-65 y.,East,Almost impossible,0.04708,113,241,0.02028,0.07388
2012,17-29 y.,West,Easy,0.09120,378,1108,0.07424,0.10816
2012,17-29 y.,West,Difficult,0.13879,549,1108,0.11842,0.15915
2012,17-29 y.,West,Almost impossible,0.03535,181,1108,0.02447,0.04623
2012,17-29 y.,East,Easy,0.07531,74,332,0.04688,0.10374
2012,17-29 y.,East,Difficult,0.23487,199,332,0.18920,0.28054
2012,17-29 y.,East,Almost impossible,0.04089,59,332,0.01955,0.06222
2012,30-45 y.,West,Easy,0.03291,295,1226,0.02292,0.04290
2012,30-45 y.,West,Difficult,0.08070,694,1226,0.06545,0.09596
2012,30-45 y.,West,Almost impossible,0.02006,237,1226,0.01221,0.02791
2012,30-45 y.,East,Easy,0.01804,45,326,0.00357,0.03251
2012,30-45 y.,East,Difficult,0.08939,205,326,0.05837,0.12041
2012,30-45 y.,East,Almost impossible,0.03241,76,326,0.01316,0.05166
2012,46-65 y.,West,Easy,0.00628,50,571,-0.00020,0.01277
