year,quintil_oecd,plb0419_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,1st Quintile,Easy,0.03178,105,689,0.01867,0.04489
1990,1st Quintile,Difficult,0.10718,331,689,0.08406,0.13029
1990,1st Quintile,Almost impossible,0.08150,253,689,0.06105,0.10194
1990,2nd Quintile,Easy,0.03627,105,510,0.02003,0.05252
1990,2nd Quintile,Difficult,0.08910,260,510,0.06435,0.11385
1990,2nd Quintile,Almost impossible,0.05298,145,510,0.03352,0.07244
1990,3rd Quintile,Easy,0.03809,91,393,0.01914,0.05704
1990,3rd Quintile,Difficult,0.07297,189,393,0.04722,0.09871
1990,3rd Quintile,Almost impossible,0.04152,113,393,0.02177,0.06126
1990,4th Quintile,Easy,0.02902,70,294,0.00980,0.04824
1990,4th Quintile,Difficult,0.05238,131,294,0.02687,0.07789
1990,4th Quintile,Almost impossible,0.04131,93,294,0.01852,0.06409
1990,5th Quintile,Easy,0.02887,66,242,0.00773,0.05001
1990,5th Quintile,Difficult,0.05671,114,242,0.02751,0.08592
1990,5th Quintile,Almost impossible,0.03315,62,242,0.01054,0.05575
1991,1st Quintile,Easy,0.03819,109,626,0.02316,0.05321
1991,1st Quintile,Difficult,0.08786,274,626,0.06567,0.11006
1991,1st Quintile,Almost impossible,0.07825,243,626,0.05719,0.09930
1991,2nd Quintile,Easy,0.03594,117,464,0.01899,0.05290
1991,2nd Quintile,Difficult,0.08433,221,464,0.05902,0.10964
1991,2nd Quintile,Almost impossible,0.04528,126,464,0.02634,0.06422
1991,3rd Quintile,Easy,0.03602,90,395,0.01762,0.05441
1991,3rd Quintile,Difficult,0.07820,197,395,0.05169,0.10471
1991,3rd Quintile,Almost impossible,0.04173,108,395,0.02199,0.06148
1991,4th Quintile,Easy,0.03373,82,299,0.01323,0.05423
1991,4th Quintile,Difficult,0.05485,137,299,0.02900,0.08070
1991,4th Quintile,Almost impossible,0.03422,80,299,0.01358,0.05487
1991,5th Quintile,Easy,0.02563,64,223,0.00484,0.04642
1991,5th Quintile,Difficult,0.04684,101,223,0.01905,0.07464
1991,5th Quintile,Almost impossible,0.03061,58,223,0.00795,0.05327
1992,1st Quintile,Easy,0.02845,96,817,0.01705,0.03986
1992,1st Quintile,Difficult,0.10003,428,817,0.07945,0.12062
1992,1st Quintile,Almost impossible,0.07469,293,817,0.05665,0.09272
1992,2nd Quintile,Easy,0.03811,147,677,0.02368,0.05254
1992,2nd Quintile,Difficult,0.07440,327,677,0.05461,0.09418
1992,2nd Quintile,Almost impossible,0.04886,203,677,0.03261,0.06511
1992,3rd Quintile,Easy,0.03930,143,556,0.02313,0.05546
1992,3rd Quintile,Difficult,0.07391,266,556,0.05214,0.09567
1992,3rd Quintile,Almost impossible,0.03903,147,556,0.02292,0.05515
1992,4th Quintile,Easy,0.03493,111,424,0.01743,0.05242
1992,4th Quintile,Difficult,0.06356,213,424,0.04031,0.08681
1992,4th Quintile,Almost impossible,0.03138,100,424,0.01476,0.04799
1992,5th Quintile,Easy,0.02981,89,295,0.01037,0.04925
1992,5th Quintile,Difficult,0.05063,138,295,0.02557,0.07569
1992,5th Quintile,Almost impossible,0.02623,68,295,0.00796,0.04449
1993,1st Quintile,Easy,0.02525,82,952,0.01528,0.03522
1993,1st Quintile,Difficult,0.11529,452,952,0.09499,0.13559
1993,1st Quintile,Almost impossible,0.10778,418,952,0.08807,0.12748
1993,2nd Quintile,Easy,0.02798,106,696,0.01572,0.04024
1993,2nd Quintile,Difficult,0.08484,354,696,0.06412,0.10556
1993,2nd Quintile,Almost impossible,0.05764,236,696,0.04032,0.07497
1993,3rd Quintile,Easy,0.02924,99,532,0.01491,0.04357
1993,3rd Quintile,Difficult,0.08024,290,532,0.05714,0.10335
1993,3rd Quintile,Almost impossible,0.03592,143,532,0.02009,0.05175
1993,4th Quintile,Easy,0.02890,91,441,0.01325,0.04455
1993,4th Quintile,Difficult,0.06891,229,441,0.04524,0.09257
1993,4th Quintile,Almost impossible,0.04001,121,441,0.02170,0.05832
1993,5th Quintile,Easy,0.01739,57,303,0.00265,0.03214
1993,5th Quintile,Difficult,0.05942,164,303,0.03275,0.08608
1993,5th Quintile,Almost impossible,0.02861,82,303,0.00981,0.04742
1994,1st Quintile,Easy,0.02476,90,939,0.01481,0.03470
1994,1st Quintile,Difficult,0.11883,463,939,0.09812,0.13954
1994,1st Quintile,Almost impossible,0.10007,386,939,0.08086,0.11927
1994,2nd Quintile,Easy,0.02050,76,685,0.00988,0.03112
1994,2nd Quintile,Difficult,0.09591,381,685,0.07384,0.11798
1994,2nd Quintile,Almost impossible,0.06277,228,685,0.04459,0.08094
1994,3rd Quintile,Easy,0.02717,93,552,0.01360,0.04075
1994,3rd Quintile,Difficult,0.07786,291,552,0.05549,0.10024
1994,3rd Quintile,Almost impossible,0.04949,168,552,0.03138,0.06760
1994,4th Quintile,Easy,0.02697,78,438,0.01178,0.04216
1994,4th Quintile,Difficult,0.06442,227,438,0.04140,0.08744
1994,4th Quintile,Almost impossible,0.04867,133,438,0.02850,0.06885
1994,5th Quintile,Easy,0.01363,50,324,0.00099,0.02628
1994,5th Quintile,Difficult,0.05783,162,324,0.03237,0.08328
1994,5th Quintile,Almost impossible,0.03896,112,324,0.01786,0.06006
1995,1st Quintile,Easy,0.03286,110,1030,0.02197,0.04375
1995,1st Quintile,Difficult,0.13738,539,1030,0.11634,0.15841
1995,1st Quintile,Almost impossible,0.09366,381,1030,0.07586,0.11146
1995,2nd Quintile,Easy,0.02010,81,719,0.00983,0.03036
1995,2nd Quintile,Difficult,0.09633,400,719,0.07475,0.11792
1995,2nd Quintile,Almost impossible,0.06192,238,719,0.04429,0.07955
1995,3rd Quintile,Easy,0.02001,78,512,0.00787,0.03216
1995,3rd Quintile,Difficult,0.07847,275,512,0.05516,0.10179
1995,3rd Quintile,Almost impossible,0.04562,159,512,0.02753,0.06371
1995,4th Quintile,Easy,0.02287,75,428,0.00869,0.03705
1995,4th Quintile,Difficult,0.06406,241,428,0.04084,0.08729
1995,4th Quintile,Almost impossible,0.04061,112,428,0.02189,0.05933
1995,5th Quintile,Easy,0.01609,51,362,0.00311,0.02907
1995,5th Quintile,Difficult,0.06843,198,362,0.04239,0.09448
1995,5th Quintile,Almost impossible,0.04194,113,362,0.02126,0.06261
1996,1st Quintile,Easy,0.02582,95,995,0.01596,0.03568
1996,1st Quintile,Difficult,0.13547,530,995,0.11420,0.15675
1996,1st Quintile,Almost impossible,0.08888,370,995,0.07119,0.10657
1996,2nd Quintile,Easy,0.02234,84,698,0.01137,0.03332
1996,2nd Quintile,Difficult,0.10040,408,698,0.07809,0.12271
1996,2nd Quintile,Almost impossible,0.05311,206,698,0.03646,0.06976
1996,3rd Quintile,Easy,0.02268,78,514,0.00980,0.03556
1996,3rd Quintile,Difficult,0.08356,280,514,0.05961,0.10750
1996,3rd Quintile,Almost impossible,0.04778,156,514,0.02932,0.06623
1996,4th Quintile,Easy,0.02163,77,430,0.00786,0.03539
1996,4th Quintile,Difficult,0.06023,229,430,0.03772,0.08275
1996,4th Quintile,Almost impossible,0.04321,124,430,0.02397,0.06245
1996,5th Quintile,Easy,0.02213,58,375,0.00722,0.03704
1996,5th Quintile,Difficult,0.05938,181,375,0.03543,0.08334
1996,5th Quintile,Almost impossible,0.04801,136,375,0.02635,0.06968
1997,1st Quintile,Easy,0.01412,55,931,0.00654,0.02170
1997,1st Quintile,Difficult,0.14474,515,931,0.12213,0.16735
1997,1st Quintile,Almost impossible,0.09837,361,931,0.07923,0.11752
1997,2nd Quintile,Easy,0.02237,81,725,0.01160,0.03314
1997,2nd Quintile,Difficult,0.09634,406,725,0.07485,0.11783
1997,2nd Quintile,Almost impossible,0.05662,238,725,0.03978,0.07345
1997,3rd Quintile,Easy,0.02316,70,524,0.01027,0.03606
1997,3rd Quintile,Difficult,0.08281,303,524,0.05919,0.10643
1997,3rd Quintile,Almost impossible,0.04963,151,524,0.03101,0.06824
1997,4th Quintile,Easy,0.01718,62,433,0.00493,0.02943
1997,4th Quintile,Difficult,0.07127,243,433,0.04701,0.09554
1997,4th Quintile,Almost impossible,0.04511,128,433,0.02554,0.06469
1997,5th Quintile,Easy,0.01423,44,358,0.00194,0.02651
1997,5th Quintile,Difficult,0.05860,175,358,0.03424,0.08297
1997,5th Quintile,Almost impossible,0.04773,139,358,0.02562,0.06985
1998,1st Quintile,Easy,0.01489,58,913,0.00703,0.02275
1998,1st Quintile,Difficult,0.15137,515,913,0.12811,0.17463
1998,1st Quintile,Almost impossible,0.09690,340,913,0.07770,0.11609
1998,2nd Quintile,Easy,0.01882,73,649,0.00835,0.02928
1998,2nd Quintile,Difficult,0.10018,369,649,0.07706,0.12330
1998,2nd Quintile,Almost impossible,0.04947,207,649,0.03278,0.06617
1998,3rd Quintile,Easy,0.01831,66,471,0.00619,0.03043
1998,3rd Quintile,Difficult,0.07188,268,471,0.04853,0.09524
1998,3rd Quintile,Almost impossible,0.04134,137,471,0.02334,0.05934
1998,4th Quintile,Easy,0.01966,66,400,0.00604,0.03329
1998,4th Quintile,Difficult,0.06675,207,400,0.04226,0.09124
1998,4th Quintile,Almost impossible,0.03864,127,400,0.01973,0.05755
1998,5th Quintile,Easy,0.01327,42,315,0.00061,0.02592
1998,5th Quintile,Difficult,0.05848,165,315,0.03252,0.08443
1998,5th Quintile,Almost impossible,0.04443,108,315,0.02164,0.06722
1999,1st Quintile,Easy,0.02092,77,944,0.01179,0.03006
1999,1st Quintile,Difficult,0.13862,536,944,0.11656,0.16067
1999,1st Quintile,Almost impossible,0.08799,331,944,0.06991,0.10607
1999,2nd Quintile,Easy,0.01983,71,640,0.00902,0.03064
1999,2nd Quintile,Difficult,0.08710,381,640,0.06523,0.10896
1999,2nd Quintile,Almost impossible,0.04878,188,640,0.03208,0.06548
1999,3rd Quintile,Easy,0.02193,81,491,0.00897,0.03490
1999,3rd Quintile,Difficult,0.07131,270,491,0.04852,0.09409
1999,3rd Quintile,Almost impossible,0.03534,140,491,0.01899,0.05168
1999,4th Quintile,Easy,0.01991,64,373,0.00571,0.03410
1999,4th Quintile,Difficult,0.04612,188,373,0.02480,0.06743
1999,4th Quintile,Almost impossible,0.03580,121,373,0.01692,0.05468
1999,5th Quintile,Easy,0.01440,43,328,0.00149,0.02732
1999,5th Quintile,Difficult,0.05052,158,328,0.02678,0.07426
1999,5th Quintile,Almost impossible,0.04251,127,328,0.02064,0.06438
2000,1st Quintile,Easy,0.02889,93,915,0.01803,0.03975
2000,1st Quintile,Difficult,0.12499,487,915,0.10355,0.14643
2000,1st Quintile,Almost impossible,0.08543,335,915,0.06730,0.10355
2000,2nd Quintile,Easy,0.02216,87,626,0.01062,0.03370
2000,2nd Quintile,Difficult,0.08299,339,626,0.06136,0.10462
2000,2nd Quintile,Almost impossible,0.05062,200,626,0.03343,0.06781
2000,3rd Quintile,Easy,0.01760,63,472,0.00573,0.02948
2000,3rd Quintile,Difficult,0.07342,274,472,0.04986,0.09697
2000,3rd Quintile,Almost impossible,0.03494,135,472,0.01835,0.05152
2000,4th Quintile,Easy,0.01730,58,330,0.00321,0.03139
2000,4th Quintile,Difficult,0.04848,175,330,0.02528,0.07169
2000,4th Quintile,Almost impossible,0.02424,97,330,0.00762,0.04086
2000,5th Quintile,Easy,0.02235,63,330,0.00638,0.03833
2000,5th Quintile,Difficult,0.05313,159,330,0.02890,0.07737
2000,5th Quintile,Almost impossible,0.03291,108,330,0.01363,0.05219
2001,1st Quintile,Easy,0.02707,142,1303,0.01826,0.03589
2001,1st Quintile,Difficult,0.11985,687,1303,0.10221,0.13749
2001,1st Quintile,Almost impossible,0.08307,474,1303,0.06808,0.09806
2001,2nd Quintile,Easy,0.02565,148,899,0.01531,0.03600
2001,2nd Quintile,Difficult,0.07743,493,899,0.05995,0.09491
2001,2nd Quintile,Almost impossible,0.03954,258,899,0.02680,0.05229
2001,3rd Quintile,Easy,0.02061,137,753,0.01045,0.03076
2001,3rd Quintile,Difficult,0.06194,381,753,0.04471,0.07917
2001,3rd Quintile,Almost impossible,0.03902,235,753,0.02518,0.05287
2001,4th Quintile,Easy,0.02247,131,623,0.01083,0.03412
2001,4th Quintile,Difficult,0.05233,314,623,0.03483,0.06983
2001,4th Quintile,Almost impossible,0.02990,178,623,0.01651,0.04328
2001,5th Quintile,Easy,0.02228,135,560,0.01004,0.03451
2001,5th Quintile,Difficult,0.03881,224,560,0.02280,0.05482
2001,5th Quintile,Almost impossible,0.03827,201,560,0.02236,0.05417
2002,1st Quintile,Easy,0.02761,115,1221,0.01842,0.03681
2002,1st Quintile,Difficult,0.13483,654,1221,0.11566,0.15400
2002,1st Quintile,Almost impossible,0.09040,452,1221,0.07431,0.10649
2002,2nd Quintile,Easy,0.02365,122,835,0.01334,0.03397
2002,2nd Quintile,Difficult,0.08614,456,835,0.06710,0.10519
2002,2nd Quintile,Almost impossible,0.04617,257,835,0.03193,0.06042
2002,3rd Quintile,Easy,0.02192,117,707,0.01112,0.03272
2002,3rd Quintile,Difficult,0.06685,383,707,0.04843,0.08528
2002,3rd Quintile,Almost impossible,0.03658,207,707,0.02273,0.05043
2002,4th Quintile,Easy,0.02211,126,589,0.01023,0.03400
2002,4th Quintile,Difficult,0.05036,297,589,0.03268,0.06803
2002,4th Quintile,Almost impossible,0.03006,166,589,0.01626,0.04387
2002,5th Quintile,Easy,0.01651,106,581,0.00614,0.02688
2002,5th Quintile,Difficult,0.04294,287,581,0.02644,0.05944
2002,5th Quintile,Almost impossible,0.03259,188,581,0.01814,0.04704
2003,1st Quintile,Easy,0.02086,95,943,0.01174,0.02999
2003,1st Quintile,Difficult,0.13572,581,943,0.11385,0.15759
2003,1st Quintile,Almost impossible,0.05343,267,943,0.03907,0.06779
2003,2nd Quintile,Easy,0.01441,68,622,0.00504,0.02379
2003,2nd Quintile,Difficult,0.07680,435,622,0.05586,0.09775
2003,2nd Quintile,Almost impossible,0.02193,119,622,0.01041,0.03345
2003,3rd Quintile,Easy,0.01185,73,519,0.00253,0.02117
2003,3rd Quintile,Difficult,0.05828,340,519,0.03810,0.07845
2003,3rd Quintile,Almost impossible,0.01513,106,519,0.00462,0.02564
2003,4th Quintile,Easy,0.01377,88,449,0.00298,0.02456
2003,4th Quintile,Difficult,0.04446,283,449,0.02538,0.06355
2003,4th Quintile,Almost impossible,0.01404,78,449,0.00315,0.02494
2003,5th Quintile,Easy,0.01248,121,538,0.00309,0.02187
2003,5th Quintile,Difficult,0.03561,302,538,0.01994,0.05128
2003,5th Quintile,Almost impossible,0.01295,115,538,0.00339,0.02251
2004,1st Quintile,Easy,0.01729,81,996,0.00919,0.02539
2004,1st Quintile,Difficult,0.13945,627,996,0.11792,0.16097
2004,1st Quintile,Almost impossible,0.06811,288,996,0.05246,0.08376
2004,2nd Quintile,Easy,0.01348,72,649,0.00460,0.02235
2004,2nd Quintile,Difficult,0.07865,431,649,0.05793,0.09938
2004,2nd Quintile,Almost impossible,0.02770,146,649,0.01507,0.04034
2004,3rd Quintile,Easy,0.01554,83,533,0.00503,0.02605
2004,3rd Quintile,Difficult,0.06217,329,533,0.04165,0.08269
2004,3rd Quintile,Almost impossible,0.02152,121,533,0.00919,0.03385
2004,4th Quintile,Easy,0.01191,82,453,0.00191,0.02191
2004,4th Quintile,Difficult,0.04828,296,453,0.02852,0.06804
2004,4th Quintile,Almost impossible,0.01522,75,453,0.00393,0.02650
2004,5th Quintile,Easy,0.01205,109,531,0.00276,0.02135
2004,5th Quintile,Difficult,0.03806,308,531,0.02177,0.05435
2004,5th Quintile,Almost impossible,0.01255,114,531,0.00307,0.02202
2005,1st Quintile,Easy,0.01345,68,1019,0.00637,0.02052
2005,1st Quintile,Difficult,0.15595,627,1019,0.13366,0.17824
2005,1st Quintile,Almost impossible,0.07613,324,1019,0.05984,0.09242
2005,2nd Quintile,Easy,0.01080,52,626,0.00269,0.01890
2005,2nd Quintile,Difficult,0.08742,412,626,0.06528,0.10956
2005,2nd Quintile,Almost impossible,0.02940,162,626,0.01616,0.04265
2005,3rd Quintile,Easy,0.01185,56,477,0.00213,0.02157
2005,3rd Quintile,Difficult,0.06303,304,477,0.04120,0.08486
2005,3rd Quintile,Almost impossible,0.02205,117,477,0.00886,0.03525
2005,4th Quintile,Easy,0.00715,48,437,-0.00076,0.01506
2005,4th Quintile,Difficult,0.05413,306,437,0.03289,0.07537
2005,4th Quintile,Almost impossible,0.01186,83,437,0.00170,0.02202
2005,5th Quintile,Easy,0.01066,101,496,0.00161,0.01971
2005,5th Quintile,Difficult,0.03452,282,496,0.01844,0.05060
2005,5th Quintile,Almost impossible,0.01246,113,496,0.00269,0.02223
2006,1st Quintile,Easy,0.02175,83,927,0.01236,0.03115
2006,1st Quintile,Difficult,0.14081,567,927,0.11840,0.16321
2006,1st Quintile,Almost impossible,0.07114,277,927,0.05459,0.08770
2006,2nd Quintile,Easy,0.00853,41,467,0.00018,0.01688
2006,2nd Quintile,Difficult,0.07292,313,467,0.04931,0.09653
2006,2nd Quintile,Almost impossible,0.02499,113,467,0.01081,0.03916
2006,3rd Quintile,Easy,0.00880,58,429,-0.00005,0.01765
2006,3rd Quintile,Difficult,0.05732,269,429,0.03530,0.07935
2006,3rd Quintile,Almost impossible,0.02185,102,429,0.00800,0.03570
2006,4th Quintile,Easy,0.01436,76,401,0.00270,0.02601
2006,4th Quintile,Difficult,0.04772,253,401,0.02683,0.06861
2006,4th Quintile,Almost impossible,0.01437,72,401,0.00271,0.02604
2006,5th Quintile,Easy,0.01016,85,426,0.00062,0.01969
2006,5th Quintile,Difficult,0.03414,242,426,0.01687,0.05140
2006,5th Quintile,Almost impossible,0.01089,99,426,0.00102,0.02076
2007,1st Quintile,Easy,0.02007,84,895,0.01088,0.02927
2007,1st Quintile,Difficult,0.13323,513,895,0.11096,0.15551
2007,1st Quintile,Almost impossible,0.07345,298,895,0.05635,0.09055
2007,2nd Quintile,Easy,0.01635,66,509,0.00532,0.02738
2007,2nd Quintile,Difficult,0.06885,328,509,0.04683,0.09087
2007,2nd Quintile,Almost impossible,0.02295,115,509,0.00993,0.03598
2007,3rd Quintile,Easy,0.01008,65,390,0.00015,0.02001
2007,3rd Quintile,Difficult,0.05045,251,390,0.02870,0.07221
2007,3rd Quintile,Almost impossible,0.01547,74,390,0.00320,0.02773
2007,4th Quintile,Easy,0.01019,73,376,0.00003,0.02036
2007,4th Quintile,Difficult,0.03557,218,376,0.01683,0.05432
2007,4th Quintile,Almost impossible,0.01432,85,376,0.00230,0.02635
2007,5th Quintile,Easy,0.01237,106,385,0.00132,0.02343
2007,5th Quintile,Difficult,0.03021,216,385,0.01309,0.04734
2007,5th Quintile,Almost impossible,0.00795,63,385,-0.00093,0.01683
2008,1st Quintile,Easy,0.02183,82,828,0.01187,0.03178
2008,1st Quintile,Difficult,0.12159,478,828,0.09932,0.14387
2008,1st Quintile,Almost impossible,0.06215,268,828,0.04570,0.07861
2008,2nd Quintile,Easy,0.01149,53,384,0.00082,0.02217
2008,2nd Quintile,Difficult,0.05771,244,384,0.03436,0.08107
2008,2nd Quintile,Almost impossible,0.01981,87,384,0.00586,0.03377
2008,3rd Quintile,Easy,0.01462,78,370,0.00238,0.02687
2008,3rd Quintile,Difficult,0.04191,220,370,0.02146,0.06235
2008,3rd Quintile,Almost impossible,0.01396,72,370,0.00199,0.02593
2008,4th Quintile,Easy,0.01378,81,343,0.00143,0.02614
2008,4th Quintile,Difficult,0.04256,212,343,0.02116,0.06395
2008,4th Quintile,Almost impossible,0.00816,50,343,-0.00137,0.01770
2008,5th Quintile,Easy,0.01355,97,344,0.00131,0.02578
2008,5th Quintile,Difficult,0.02588,189,344,0.00908,0.04269
2008,5th Quintile,Almost impossible,0.00770,58,344,-0.00155,0.01695
2009,1st Quintile,Easy,0.02661,92,728,0.01491,0.03831
2009,1st Quintile,Difficult,0.11338,400,728,0.09033,0.13643
2009,1st Quintile,Almost impossible,0.06201,236,728,0.04448,0.07954
2009,2nd Quintile,Easy,0.01342,55,393,0.00203,0.02481
2009,2nd Quintile,Difficult,0.05760,253,393,0.03453,0.08066
2009,2nd Quintile,Almost impossible,0.02549,85,393,0.00989,0.04110
2009,3rd Quintile,Easy,0.01954,73,335,0.00470,0.03439
2009,3rd Quintile,Difficult,0.04759,204,335,0.02475,0.07042
2009,3rd Quintile,Almost impossible,0.01104,58,335,-0.00016,0.02225
2009,4th Quintile,Easy,0.01473,72,305,0.00119,0.02827
2009,4th Quintile,Difficult,0.03383,169,305,0.01351,0.05416
2009,4th Quintile,Almost impossible,0.00896,64,305,-0.00163,0.01956
2009,5th Quintile,Easy,0.01337,88,298,0.00031,0.02643
2009,5th Quintile,Difficult,0.02704,161,298,0.00859,0.04549
2009,5th Quintile,Almost impossible,0.00690,49,298,-0.00251,0.01632
2010,1st Quintile,Easy,0.02317,70,655,0.01164,0.03470
2010,1st Quintile,Difficult,0.12250,396,655,0.09737,0.14763
2010,1st Quintile,Almost impossible,0.05967,189,655,0.04151,0.07782
2010,2nd Quintile,Easy,0.01875,62,355,0.00462,0.03288
2010,2nd Quintile,Difficult,0.05804,212,355,0.03368,0.08240
2010,2nd Quintile,Almost impossible,0.02213,81,355,0.00680,0.03745
2010,3rd Quintile,Easy,0.01584,60,292,0.00149,0.03019
2010,3rd Quintile,Difficult,0.04035,178,292,0.01774,0.06296
2010,3rd Quintile,Almost impossible,0.01104,54,292,-0.00096,0.02305
2010,4th Quintile,Easy,0.01430,71,297,0.00077,0.02782
2010,4th Quintile,Difficult,0.04373,187,297,0.02043,0.06703
2010,4th Quintile,Almost impossible,0.00783,39,297,-0.00221,0.01787
2010,5th Quintile,Easy,0.00915,71,286,-0.00190,0.02021
2010,5th Quintile,Difficult,0.02402,166,286,0.00624,0.04180
2010,5th Quintile,Almost impossible,0.00905,49,286,-0.00194,0.02005
2011,1st Quintile,Easy,0.02791,194,1431,0.01937,0.03645
2011,1st Quintile,Difficult,0.10935,852,1431,0.09317,0.12552
2011,1st Quintile,Almost impossible,0.05060,385,1431,0.03924,0.06196
2011,2nd Quintile,Easy,0.01445,129,667,0.00539,0.02351
2011,2nd Quintile,Difficult,0.05323,418,667,0.03618,0.07028
2011,2nd Quintile,Almost impossible,0.01714,120,667,0.00728,0.02700
2011,3rd Quintile,Easy,0.01835,115,452,0.00596,0.03074
2011,3rd Quintile,Difficult,0.04208,262,452,0.02355,0.06061
2011,3rd Quintile,Almost impossible,0.01037,75,452,0.00102,0.01972
2011,4th Quintile,Easy,0.01591,114,360,0.00296,0.02885
2011,4th Quintile,Difficult,0.02726,192,360,0.01042,0.04411
2011,4th Quintile,Almost impossible,0.00664,54,360,-0.00176,0.01504
2011,5th Quintile,Easy,0.01271,104,324,0.00049,0.02493
2011,5th Quintile,Difficult,0.01802,166,324,0.00351,0.03252
2011,5th Quintile,Almost impossible,0.00644,54,324,-0.00228,0.01516
2012,1st Quintile,Easy,0.02687,236,1662,0.01910,0.03465
2012,1st Quintile,Difficult,0.12225,952,1662,0.10650,0.13801
2012,1st Quintile,Almost impossible,0.05343,474,1662,0.04262,0.06425
2012,2nd Quintile,Easy,0.01978,158,673,0.00925,0.03031
2012,2nd Quintile,Difficult,0.05784,385,673,0.04019,0.07549
2012,2nd Quintile,Almost impossible,0.01687,130,673,0.00713,0.02661
2012,3rd Quintile,Easy,0.01657,126,512,0.00550,0.02764
2012,3rd Quintile,Difficult,0.04663,309,512,0.02835,0.06491
2012,3rd Quintile,Almost impossible,0.00944,77,512,0.00106,0.01783
2012,4th Quintile,Easy,0.01868,133,369,0.00484,0.03251
2012,4th Quintile,Difficult,0.02441,170,369,0.00864,0.04017
2012,4th Quintile,Almost impossible,0.00722,66,369,-0.00143,0.01586
2012,5th Quintile,Easy,0.01981,141,375,0.00569,0.03393
2012,5th Quintile,Difficult,0.02353,174,375,0.00817,0.03889
2012,5th Quintile,Almost impossible,0.00764,60,375,-0.00119,0.01646
2013,1st Quintile,Easy,0.02888,241,1518,0.02045,0.03731
2013,1st Quintile,Difficult,0.10176,853,1518,0.08655,0.11698
2013,1st Quintile,Almost impossible,0.05485,424,1518,0.04340,0.06631
2013,2nd Quintile,Easy,0.01539,142,642,0.00586,0.02492
2013,2nd Quintile,Difficult,0.05536,365,642,0.03766,0.07307
2013,2nd Quintile,Almost impossible,0.01401,135,642,0.00491,0.02311
2013,3rd Quintile,Easy,0.02196,146,488,0.00894,0.03497
2013,3rd Quintile,Difficult,0.03656,257,488,0.01989,0.05323
2013,3rd Quintile,Almost impossible,0.01217,85,488,0.00243,0.02191
