year,age_gr,quintil_oecd,plb0419_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,46-65 y.,4th Quintile,Difficult,0.04717,36,94,0.00408,0.09025
1990,46-65 y.,4th Quintile,Almost impossible,0.08316,58,94,0.02704,0.13928
1990,46-65 y.,5th Quintile,Difficult,0.05836,39,76,0.00531,0.11142
1990,46-65 y.,5th Quintile,Almost impossible,0.05652,37,76,0.00425,0.10878
1991,17-29 y.,1st Quintile,Easy,0.12682,73,271,0.08713,0.16651
1991,17-29 y.,1st Quintile,Difficult,0.20368,130,271,0.15564,0.25171
1991,17-29 y.,1st Quintile,Almost impossible,0.09787,68,271,0.06243,0.13332
1991,17-29 y.,2nd Quintile,Easy,0.12956,78,171,0.07908,0.18004
1991,17-29 y.,2nd Quintile,Difficult,0.17719,93,171,0.11979,0.23458
1991,17-29 y.,3rd Quintile,Easy,0.10655,59,139,0.05507,0.15803
1991,17-29 y.,3rd Quintile,Difficult,0.13839,80,139,0.08078,0.19601
1991,17-29 y.,4th Quintile,Easy,0.10326,56,115,0.04740,0.15913
1991,17-29 y.,4th Quintile,Difficult,0.11004,59,115,0.05260,0.16749
1991,17-29 y.,5th Quintile,Easy,0.07695,35,71,0.01451,0.13938
1991,17-29 y.,5th Quintile,Difficult,0.09150,36,71,0.02396,0.15905
1991,30-45 y.,1st Quintile,Difficult,0.19684,92,147,0.13234,0.26134
1991,30-45 y.,1st Quintile,Almost impossible,0.12469,55,147,0.07110,0.17828
1991,30-45 y.,2nd Quintile,Difficult,0.15925,93,93,0.08448,0.23402
1991,30-45 y.,3rd Quintile,Difficult,0.13747,74,74,0.05848,0.21646
1991,30-45 y.,4th Quintile,Difficult,0.07002,39,39,-0.01112,0.15115
1991,46-65 y.,1st Quintile,Difficult,0.09052,51,167,0.04687,0.13417
1991,46-65 y.,1st Quintile,Almost impossible,0.20115,116,167,0.14017,0.26213
1991,46-65 y.,2nd Quintile,Difficult,0.08944,35,105,0.03459,0.14429
1991,46-65 y.,2nd Quintile,Almost impossible,0.14033,70,105,0.07358,0.20708
1991,46-65 y.,3rd Quintile,Difficult,0.07284,43,106,0.02313,0.12255
1991,46-65 y.,3rd Quintile,Almost impossible,0.10921,63,106,0.04955,0.16886
1991,46-65 y.,4th Quintile,Difficult,0.04905,39,91,0.00443,0.09367
1991,46-65 y.,4th Quintile,Almost impossible,0.07177,52,91,0.01844,0.12509
1991,46-65 y.,5th Quintile,Difficult,0.05388,37,71,0.00099,0.10677
1991,46-65 y.,5th Quintile,Almost impossible,0.05336,34,71,0.00071,0.10602
1992,17-29 y.,1st Quintile,Easy,0.11110,66,336,0.07745,0.14476
1992,17-29 y.,1st Quintile,Difficult,0.28021,206,336,0.23211,0.32830
1992,17-29 y.,1st Quintile,Almost impossible,0.09080,64,336,0.06003,0.12157
1992,17-29 y.,2nd Quintile,Easy,0.13226,100,298,0.09373,0.17079
1992,17-29 y.,2nd Quintile,Difficult,0.17803,157,298,0.13452,0.22154
1992,17-29 y.,2nd Quintile,Almost impossible,0.03943,41,298,0.01729,0.06156
1992,17-29 y.,3rd Quintile,Easy,0.13564,103,208,0.08900,0.18229
1992,17-29 y.,3rd Quintile,Difficult,0.13673,105,208,0.08993,0.18353
1992,17-29 y.,4th Quintile,Easy,0.10440,67,152,0.05563,0.15317
1992,17-29 y.,4th Quintile,Difficult,0.10415,85,152,0.05543,0.15287
1992,17-29 y.,5th Quintile,Easy,0.09869,51,105,0.04137,0.15601
1992,17-29 y.,5th Quintile,Difficult,0.09351,54,105,0.03756,0.14947
1992,30-45 y.,1st Quintile,Difficult,0.20898,165,239,0.15733,0.26064
1992,30-45 y.,1st Quintile,Almost impossible,0.09404,74,239,0.05696,0.13112
1992,30-45 y.,2nd Quintile,Easy,0.04227,34,206,0.01473,0.06981
1992,30-45 y.,2nd Quintile,Difficult,0.13110,127,206,0.08490,0.17730
1992,30-45 y.,2nd Quintile,Almost impossible,0.05274,45,206,0.02214,0.08334
1992,30-45 y.,3rd Quintile,Easy,0.04792,34,133,0.01148,0.08436
1992,30-45 y.,3rd Quintile,Difficult,0.11926,99,133,0.06397,0.17454
1992,30-45 y.,4th Quintile,Easy,0.04267,36,95,0.00181,0.08352
1992,30-45 y.,4th Quintile,Difficult,0.07732,59,95,0.02332,0.13132
1992,30-45 y.,5th Quintile,Difficult,0.05296,37,37,-0.02020,0.12612
1992,46-65 y.,1st Quintile,Difficult,0.07538,57,208,0.03942,0.11135
1992,46-65 y.,1st Quintile,Almost impossible,0.19384,151,208,0.13999,0.24769
1992,46-65 y.,2nd Quintile,Difficult,0.06210,43,160,0.02459,0.09961
1992,46-65 y.,2nd Quintile,Almost impossible,0.14970,117,160,0.09424,0.20515
1992,46-65 y.,3rd Quintile,Difficult,0.07643,62,152,0.03406,0.11881
1992,46-65 y.,3rd Quintile,Almost impossible,0.10262,90,152,0.05422,0.15102
1992,46-65 y.,4th Quintile,Difficult,0.07872,69,140,0.03395,0.12349
1992,46-65 y.,4th Quintile,Almost impossible,0.07672,71,140,0.03247,0.12097
1992,46-65 y.,5th Quintile,Difficult,0.05596,46,91,0.00847,0.10344
1992,46-65 y.,5th Quintile,Almost impossible,0.04853,45,91,0.00413,0.09292
1993,17-29 y.,1st Quintile,Easy,0.08164,51,372,0.05378,0.10951
1993,17-29 y.,1st Quintile,Difficult,0.30477,232,372,0.25793,0.35161
1993,17-29 y.,1st Quintile,Almost impossible,0.11403,89,372,0.08169,0.14637
1993,17-29 y.,2nd Quintile,Easy,0.08773,72,283,0.05471,0.12075
1993,17-29 y.,2nd Quintile,Difficult,0.19522,154,283,0.14896,0.24149
1993,17-29 y.,2nd Quintile,Almost impossible,0.06752,57,283,0.03823,0.09680
1993,17-29 y.,3rd Quintile,Easy,0.10141,73,237,0.06289,0.13992
1993,17-29 y.,3rd Quintile,Difficult,0.16069,123,237,0.11384,0.20755
1993,17-29 y.,3rd Quintile,Almost impossible,0.03792,41,237,0.01355,0.06229
1993,17-29 y.,4th Quintile,Easy,0.08703,51,148,0.04146,0.13260
1993,17-29 y.,4th Quintile,Difficult,0.14188,97,148,0.08547,0.19828
1993,17-29 y.,5th Quintile,Easy,0.06320,37,98,0.01477,0.11162
1993,17-29 y.,5th Quintile,Difficult,0.12757,61,98,0.06118,0.19396
1993,30-45 y.,1st Quintile,Difficult,0.22455,154,248,0.17251,0.27659
1993,30-45 y.,1st Quintile,Almost impossible,0.12024,94,248,0.07968,0.16080
1993,30-45 y.,2nd Quintile,Difficult,0.15266,141,181,0.10012,0.20521
1993,30-45 y.,2nd Quintile,Almost impossible,0.03903,40,181,0.01074,0.06733
1993,30-45 y.,3rd Quintile,Difficult,0.12589,110,110,0.06362,0.18817
1993,30-45 y.,4th Quintile,Difficult,0.07852,62,62,0.01102,0.14602
1993,30-45 y.,5th Quintile,Difficult,0.05130,44,44,-0.01464,0.11724
1993,46-65 y.,1st Quintile,Difficult,0.09495,65,295,0.06144,0.12845
1993,46-65 y.,1st Quintile,Almost impossible,0.29977,230,295,0.24740,0.35214
1993,46-65 y.,2nd Quintile,Difficult,0.08157,59,197,0.04325,0.11989
1993,46-65 y.,2nd Quintile,Almost impossible,0.19025,138,197,0.13530,0.24520
1993,46-65 y.,3rd Quintile,Difficult,0.08622,57,135,0.03870,0.13375
1993,46-65 y.,3rd Quintile,Almost impossible,0.10392,78,135,0.05225,0.15558
1993,46-65 y.,4th Quintile,Difficult,0.07146,69,155,0.03078,0.11215
1993,46-65 y.,4th Quintile,Almost impossible,0.09750,86,155,0.05065,0.14436
1993,46-65 y.,5th Quintile,Difficult,0.06539,58,113,0.01961,0.11117
1993,46-65 y.,5th Quintile,Almost impossible,0.05110,55,113,0.01031,0.09188
1994,17-29 y.,1st Quintile,Easy,0.09611,60,356,0.06545,0.12677
1994,17-29 y.,1st Quintile,Difficult,0.30426,213,356,0.25640,0.35212
1994,17-29 y.,1st Quintile,Almost impossible,0.10900,83,356,0.07658,0.14142
1994,17-29 y.,2nd Quintile,Easy,0.08724,51,278,0.05401,0.12047
1994,17-29 y.,2nd Quintile,Difficult,0.23503,177,278,0.18509,0.28496
1994,17-29 y.,2nd Quintile,Almost impossible,0.06830,50,278,0.03859,0.09801
1994,17-29 y.,3rd Quintile,Easy,0.08412,59,210,0.04649,0.12176
1994,17-29 y.,3rd Quintile,Difficult,0.20595,151,210,0.15112,0.26077
1994,17-29 y.,4th Quintile,Easy,0.09021,49,193,0.04968,0.13073
1994,17-29 y.,4th Quintile,Difficult,0.14644,109,193,0.09643,0.19644
1994,17-29 y.,4th Quintile,Almost impossible,0.05199,35,193,0.02058,0.08339
1994,17-29 y.,5th Quintile,Difficult,0.14934,71,71,0.06584,0.23284
1994,30-45 y.,1st Quintile,Difficult,0.24999,180,271,0.19834,0.30163
1994,30-45 y.,1st Quintile,Almost impossible,0.12536,91,271,0.08586,0.16486
1994,30-45 y.,2nd Quintile,Difficult,0.17420,145,200,0.12150,0.22689
1994,30-45 y.,2nd Quintile,Almost impossible,0.06174,55,200,0.02830,0.09518
1994,30-45 y.,3rd Quintile,Difficult,0.08778,82,82,0.02616,0.14941
1994,30-45 y.,4th Quintile,Difficult,0.06749,57,57,0.00178,0.13320
1994,30-45 y.,5th Quintile,Difficult,0.06001,46,46,-0.00939,0.12940
1994,46-65 y.,1st Quintile,Difficult,0.10235,70,274,0.06639,0.13830
1994,46-65 y.,1st Quintile,Almost impossible,0.25695,204,274,0.20512,0.30878
1994,46-65 y.,2nd Quintile,Difficult,0.08951,59,177,0.04733,0.13169
1994,46-65 y.,2nd Quintile,Almost impossible,0.18099,118,177,0.12410,0.23787
1994,46-65 y.,3rd Quintile,Difficult,0.08190,58,170,0.04055,0.12324
1994,46-65 y.,3rd Quintile,Almost impossible,0.14313,112,170,0.09033,0.19593
1994,46-65 y.,4th Quintile,Difficult,0.06358,61,131,0.02164,0.10553
1994,46-65 y.,4th Quintile,Almost impossible,0.09727,70,131,0.04633,0.14821
1994,46-65 y.,5th Quintile,Difficult,0.05332,45,131,0.01470,0.09195
1994,46-65 y.,5th Quintile,Almost impossible,0.08511,86,131,0.03714,0.13308
1995,17-29 y.,1st Quintile,Easy,0.11083,69,393,0.07976,0.14191
1995,17-29 y.,1st Quintile,Difficult,0.28501,233,393,0.24032,0.32970
1995,17-29 y.,1st Quintile,Almost impossible,0.11198,91,393,0.08076,0.14320
1995,17-29 y.,2nd Quintile,Easy,0.08374,49,295,0.05207,0.11540
1995,17-29 y.,2nd Quintile,Difficult,0.28514,196,295,0.23354,0.33675
1995,17-29 y.,2nd Quintile,Almost impossible,0.04917,50,295,0.02446,0.07389
1995,17-29 y.,3rd Quintile,Easy,0.07274,49,212,0.03769,0.10778
1995,17-29 y.,3rd Quintile,Difficult,0.17735,129,212,0.12581,0.22889
1995,17-29 y.,3rd Quintile,Almost impossible,0.03830,34,212,0.01240,0.06419
1995,17-29 y.,4th Quintile,Easy,0.07074,45,152,0.02985,0.11164
1995,17-29 y.,4th Quintile,Difficult,0.15453,107,152,0.09688,0.21218
1995,17-29 y.,5th Quintile,Difficult,0.18266,85,85,0.10003,0.26530
1995,30-45 y.,1st Quintile,Easy,0.04814,33,351,0.02571,0.07057
1995,30-45 y.,1st Quintile,Difficult,0.25294,213,351,0.20740,0.29849
1995,30-45 y.,1st Quintile,Almost impossible,0.10992,105,351,0.07715,0.14269
1995,30-45 y.,2nd Quintile,Difficult,0.17742,159,209,0.12550,0.22934
1995,30-45 y.,2nd Quintile,Almost impossible,0.05287,50,209,0.02246,0.08328
1995,30-45 y.,3rd Quintile,Difficult,0.12047,90,90,0.05284,0.18809
1995,30-45 y.,4th Quintile,Difficult,0.07346,72,72,0.01277,0.13415
1995,30-45 y.,5th Quintile,Difficult,0.05611,44,44,-0.01268,0.12490
1995,46-65 y.,1st Quintile,Difficult,0.15656,93,269,0.11306,0.20007
1995,46-65 y.,1st Quintile,Almost impossible,0.23697,176,269,0.18606,0.28788
1995,46-65 y.,2nd Quintile,Difficult,0.05607,45,179,0.02228,0.08987
1995,46-65 y.,2nd Quintile,Almost impossible,0.19430,134,179,0.13617,0.25242
1995,46-65 y.,3rd Quintile,Difficult,0.08153,55,150,0.03759,0.12547
1995,46-65 y.,3rd Quintile,Almost impossible,0.14103,95,150,0.08515,0.19692
1995,46-65 y.,4th Quintile,Difficult,0.06388,62,135,0.02247,0.10528
1995,46-65 y.,4th Quintile,Almost impossible,0.08882,73,135,0.04065,0.13699
1995,46-65 y.,5th Quintile,Difficult,0.07275,68,144,0.03018,0.11532
1995,46-65 y.,5th Quintile,Almost impossible,0.07612,76,144,0.03266,0.11959
1996,17-29 y.,1st Quintile,Easy,0.08217,60,391,0.05492,0.10943
1996,17-29 y.,1st Quintile,Difficult,0.30688,237,391,0.26111,0.35265
1996,17-29 y.,1st Quintile,Almost impossible,0.11406,94,391,0.08251,0.14561
1996,17-29 y.,2nd Quintile,Easy,0.07417,48,285,0.04369,0.10464
1996,17-29 y.,2nd Quintile,Difficult,0.27938,185,285,0.22719,0.33157
1996,17-29 y.,2nd Quintile,Almost impossible,0.06199,52,285,0.03394,0.09003
1996,17-29 y.,3rd Quintile,Easy,0.08221,39,208,0.04479,0.11962
1996,17-29 y.,3rd Quintile,Difficult,0.23192,134,208,0.17442,0.28941
1996,17-29 y.,3rd Quintile,Almost impossible,0.04567,35,208,0.01723,0.07411
1996,17-29 y.,4th Quintile,Easy,0.05463,36,124,0.01447,0.09479
1996,17-29 y.,4th Quintile,Difficult,0.11853,88,124,0.06141,0.17566
1996,17-29 y.,5th Quintile,Easy,0.10080,35,122,0.04716,0.15444
1996,17-29 y.,5th Quintile,Difficult,0.20302,87,122,0.13135,0.27470
1996,30-45 y.,1st Quintile,Easy,0.04248,31,343,0.02110,0.06385
1996,30-45 y.,1st Quintile,Difficult,0.25929,215,343,0.21285,0.30574
1996,30-45 y.,1st Quintile,Almost impossible,0.10329,97,343,0.07104,0.13555
1996,30-45 y.,2nd Quintile,Easy,0.04245,34,231,0.01639,0.06850
1996,30-45 y.,2nd Quintile,Difficult,0.15093,154,231,0.10466,0.19719
1996,30-45 y.,2nd Quintile,Almost impossible,0.04317,43,231,0.01691,0.06944
1996,30-45 y.,3rd Quintile,Easy,0.03049,32,110,-0.00179,0.06277
1996,30-45 y.,3rd Quintile,Difficult,0.09440,78,110,0.03951,0.14929
1996,30-45 y.,4th Quintile,Easy,0.03774,33,101,0.00039,0.07509
1996,30-45 y.,4th Quintile,Difficult,0.07022,68,101,0.02014,0.12030
1996,30-45 y.,5th Quintile,Difficult,0.04040,41,41,-0.02062,0.10141
1996,46-65 y.,1st Quintile,Difficult,0.12766,78,254,0.08654,0.16878
1996,46-65 y.,1st Quintile,Almost impossible,0.23453,176,254,0.18232,0.28674
1996,46-65 y.,2nd Quintile,Difficult,0.11132,68,171,0.06404,0.15860
1996,46-65 y.,2nd Quintile,Almost impossible,0.15888,103,171,0.10393,0.21383
1996,46-65 y.,3rd Quintile,Difficult,0.09255,68,161,0.04765,0.13746
1996,46-65 y.,3rd Quintile,Almost impossible,0.12409,93,161,0.07301,0.17518
1996,46-65 y.,4th Quintile,Difficult,0.07851,73,156,0.03616,0.12085
1996,46-65 y.,4th Quintile,Almost impossible,0.10348,83,156,0.05553,0.15143
1996,46-65 y.,5th Quintile,Difficult,0.05672,53,148,0.01933,0.09412
1996,46-65 y.,5th Quintile,Almost impossible,0.08614,95,148,0.04078,0.13149
1997,17-29 y.,1st Quintile,Easy,0.05735,36,359,0.03326,0.08143
1997,17-29 y.,1st Quintile,Difficult,0.34632,231,359,0.29704,0.39561
1997,17-29 y.,1st Quintile,Almost impossible,0.12667,92,359,0.09222,0.16113
1997,17-29 y.,2nd Quintile,Easy,0.06641,41,282,0.03730,0.09552
1997,17-29 y.,2nd Quintile,Difficult,0.25650,188,282,0.20544,0.30756
1997,17-29 y.,2nd Quintile,Almost impossible,0.05950,53,282,0.03184,0.08716
1997,17-29 y.,3rd Quintile,Easy,0.08080,36,172,0.03995,0.12165
1997,17-29 y.,3rd Quintile,Difficult,0.20976,136,172,0.14873,0.27078
1997,17-29 y.,4th Quintile,Easy,0.06396,37,176,0.02771,0.10022
1997,17-29 y.,4th Quintile,Difficult,0.15388,105,176,0.10042,0.20735
1997,17-29 y.,4th Quintile,Almost impossible,0.06140,34,176,0.02583,0.09697
1997,17-29 y.,5th Quintile,Difficult,0.18542,65,65,0.09020,0.28063
1997,30-45 y.,1st Quintile,Difficult,0.28874,216,318,0.23885,0.33862
1997,30-45 y.,1st Quintile,Almost impossible,0.11551,102,318,0.08032,0.15070
1997,30-45 y.,2nd Quintile,Easy,0.04130,35,236,0.01586,0.06674
1997,30-45 y.,2nd Quintile,Difficult,0.16391,150,236,0.11658,0.21124
1997,30-45 y.,2nd Quintile,Almost impossible,0.04786,51,236,0.02056,0.07515
1997,30-45 y.,3rd Quintile,Difficult,0.13221,109,109,0.06833,0.19609
1997,30-45 y.,4th Quintile,Difficult,0.08809,74,74,0.02307,0.15311
1997,30-45 y.,5th Quintile,Difficult,0.04654,48,48,-0.01368,0.10676
1997,46-65 y.,1st Quintile,Difficult,0.12408,68,232,0.08156,0.16659
1997,46-65 y.,1st Quintile,Almost impossible,0.25221,164,232,0.19620,0.30821
1997,46-65 y.,2nd Quintile,Difficult,0.09571,68,194,0.05421,0.13722
1997,46-65 y.,2nd Quintile,Almost impossible,0.16685,126,194,0.11425,0.21945
1997,46-65 y.,3rd Quintile,Difficult,0.07095,58,152,0.03000,0.11190
1997,46-65 y.,3rd Quintile,Almost impossible,0.14508,94,152,0.08891,0.20126
1997,46-65 y.,4th Quintile,Difficult,0.07027,64,137,0.02731,0.11323
1997,46-65 y.,4th Quintile,Almost impossible,0.08708,73,137,0.03970,0.13447
1997,46-65 y.,5th Quintile,Difficult,0.06362,62,159,0.02556,0.10168
1997,46-65 y.,5th Quintile,Almost impossible,0.08916,97,159,0.04472,0.13359
1998,17-29 y.,1st Quintile,Easy,0.04620,35,355,0.02433,0.06807
1998,17-29 y.,1st Quintile,Difficult,0.35302,238,355,0.30324,0.40281
1998,17-29 y.,1st Quintile,Almost impossible,0.09033,82,355,0.06047,0.12020
1998,17-29 y.,2nd Quintile,Easy,0.06431,38,272,0.03510,0.09352
1998,17-29 y.,2nd Quintile,Difficult,0.27101,173,272,0.21809,0.32393
1998,17-29 y.,2nd Quintile,Almost impossible,0.08552,61,272,0.05223,0.11882
1998,17-29 y.,3rd Quintile,Easy,0.07258,34,156,0.03173,0.11342
1998,17-29 y.,3rd Quintile,Difficult,0.20886,122,156,0.14487,0.27286
1998,17-29 y.,4th Quintile,Easy,0.06310,39,123,0.01996,0.10625
1998,17-29 y.,4th Quintile,Difficult,0.15227,84,123,0.08852,0.21603
1998,17-29 y.,5th Quintile,Difficult,0.21422,67,67,0.11524,0.31320
