year,bula_h,pgisced97,pgpsbil,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,Hesse,Upper Secondary Level,Intermediate School Degree,0.27606,133,548,0.23860,0.31352
1984,Hesse,Upper Secondary Level,Upper Secondary Degree,0.07307,39,548,0.05126,0.09488
1984,Hesse,Upper Secondary Level,Other Degree,0.02560,75,548,0.01236,0.03884
1984,Hesse,Second Stage of Tertiary Education,Upper Secondary Degree,0.76184,63,63,0.65581,0.86787
1984,"Rhineland-Palatinate, Saarland",Primary Level,"Dropout, No School Degree",0.79907,50,50,0.68688,0.91127
1984,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Secondary School Degree,0.87558,239,239,0.83365,0.91752
1984,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Secondary School Degree,0.75222,280,348,0.70679,0.79764
1984,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Intermediate School Degree,0.18575,68,348,0.14483,0.22667
1984,Baden-Wuerttemberg,Primary Level,"Dropout, No School Degree",0.74752,217,274,0.69599,0.79906
1984,Baden-Wuerttemberg,Primary Level,No School Attended,0.16868,57,274,0.12426,0.21310
1984,Baden-Wuerttemberg,Lower Secondary Level,Secondary School Degree,0.81588,427,691,0.78696,0.84480
1984,Baden-Wuerttemberg,Lower Secondary Level,Intermediate School Degree,0.13175,77,691,0.10651,0.15699
1984,Baden-Wuerttemberg,Lower Secondary Level,Other Degree,0.05237,187,691,0.03575,0.06900
1984,Baden-Wuerttemberg,Upper Secondary Level,Secondary School Degree,0.69829,576,898,0.66825,0.72833
1984,Baden-Wuerttemberg,Upper Secondary Level,Intermediate School Degree,0.21781,167,898,0.19080,0.24483
1984,Baden-Wuerttemberg,Upper Secondary Level,Upper Secondary Degree,0.04104,32,898,0.02806,0.05402
1984,Baden-Wuerttemberg,Upper Secondary Level,Other Degree,0.02668,123,898,0.01614,0.03723
1984,Baden-Wuerttemberg,First Stage of Tertiary Education,Secondary School Degree,0.45481,53,91,0.35194,0.55769
1984,Baden-Wuerttemberg,First Stage of Tertiary Education,Intermediate School Degree,0.31847,38,91,0.22222,0.41473
1984,Baden-Wuerttemberg,Second Stage of Tertiary Education,Upper Secondary Degree,0.63658,76,76,0.52773,0.74544
1984,Bavaria,Primary Level,"Dropout, No School Degree",0.66612,77,77,0.56010,0.77215
1984,Bavaria,Lower Secondary Level,Secondary School Degree,0.78835,378,584,0.75519,0.82151
1984,Bavaria,Lower Secondary Level,Intermediate School Degree,0.17407,94,584,0.14330,0.20485
1984,Bavaria,Lower Secondary Level,Other Degree,0.03758,112,584,0.02214,0.05301
1984,Bavaria,Upper Secondary Level,Secondary School Degree,0.69820,664,1014,0.66993,0.72647
1984,Bavaria,Upper Secondary Level,Intermediate School Degree,0.23782,233,1014,0.21160,0.26404
1984,Bavaria,Upper Secondary Level,Upper Secondary Degree,0.04012,45,1014,0.02803,0.05220
1984,Bavaria,Upper Secondary Level,Other Degree,0.01528,72,1014,0.00773,0.02284
1984,Bavaria,First Stage of Tertiary Education,Secondary School Degree,0.45792,60,103,0.36123,0.55461
1984,Bavaria,First Stage of Tertiary Education,Intermediate School Degree,0.32776,43,103,0.23667,0.41886
1984,Bavaria,Second Stage of Tertiary Education,Upper Secondary Degree,0.63738,96,96,0.54070,0.73405
1984,Berlin,Lower Secondary Level,Secondary School Degree,0.83675,70,70,0.74954,0.92396
1984,Berlin,Upper Secondary Level,Secondary School Degree,0.58201,92,148,0.50227,0.66174
1984,Berlin,Upper Secondary Level,Intermediate School Degree,0.31471,56,148,0.23964,0.38979
1985,Schleswig-Holstein,Lower Secondary Level,Secondary School Degree,0.79865,60,60,0.69632,0.90097
1985,Schleswig-Holstein,Upper Secondary Level,Secondary School Degree,0.67873,130,180,0.61032,0.74714
1985,Schleswig-Holstein,Upper Secondary Level,Intermediate School Degree,0.26660,50,180,0.20183,0.33138
1985,Hamburg,Lower Secondary Level,Secondary School Degree,0.72923,32,32,0.57280,0.88565
1985,Hamburg,Upper Secondary Level,Secondary School Degree,0.62615,81,119,0.53886,0.71345
1985,Hamburg,Upper Secondary Level,Intermediate School Degree,0.28877,38,119,0.20700,0.37055
1985,Lower Saxony,Primary Level,"Dropout, No School Degree",0.61061,33,33,0.44166,0.77956
1985,Lower Saxony,Lower Secondary Level,Secondary School Degree,0.79075,226,282,0.74319,0.83831
1985,Lower Saxony,Lower Secondary Level,Intermediate School Degree,0.19029,56,282,0.14439,0.23618
1985,Lower Saxony,Upper Secondary Level,Secondary School Degree,0.66593,343,482,0.62378,0.70809
1985,Lower Saxony,Upper Secondary Level,Intermediate School Degree,0.27342,139,482,0.23359,0.31325
1985,Lower Saxony,First Stage of Tertiary Education,Secondary School Degree,0.45534,32,32,0.28003,0.63065
1985,Lower Saxony,Second Stage of Tertiary Education,Upper Secondary Degree,0.67545,51,51,0.54567,0.80523
1985,Bremen,Upper Secondary Level,Secondary School Degree,0.77185,43,43,0.64493,0.89876
1985,North Rhine-Westphalia,Primary Level,"Dropout, No School Degree",0.81570,195,245,0.76705,0.86435
1985,North Rhine-Westphalia,Primary Level,No School Attended,0.14894,50,245,0.10427,0.19362
1985,North Rhine-Westphalia,Lower Secondary Level,Secondary School Degree,0.75515,469,756,0.72447,0.78582
1985,North Rhine-Westphalia,Lower Secondary Level,Intermediate School Degree,0.19799,132,756,0.16956,0.22641
1985,North Rhine-Westphalia,Lower Secondary Level,Other Degree,0.04687,155,756,0.03179,0.06195
1985,North Rhine-Westphalia,Upper Secondary Level,Secondary School Degree,0.69181,862,1344,0.66711,0.71650
1985,North Rhine-Westphalia,Upper Secondary Level,Intermediate School Degree,0.21239,281,1344,0.19051,0.23426
1985,North Rhine-Westphalia,Upper Secondary Level,Upper Secondary Degree,0.05638,83,1344,0.04405,0.06872
1985,North Rhine-Westphalia,Upper Secondary Level,Other Degree,0.02164,118,1344,0.01386,0.02942
1985,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Technical School Degree,0.48237,32,32,0.30647,0.65827
1985,North Rhine-Westphalia,First Stage of Tertiary Education,Secondary School Degree,0.44519,67,108,0.35103,0.53936
1985,North Rhine-Westphalia,First Stage of Tertiary Education,Intermediate School Degree,0.28151,41,108,0.19629,0.36673
1985,North Rhine-Westphalia,Second Stage of Tertiary Education,Upper Secondary Degree,0.70564,152,152,0.63295,0.77834
1985,Hesse,Primary Level,"Dropout, No School Degree",0.58563,65,65,0.46495,0.70632
1985,Hesse,Lower Secondary Level,Secondary School Degree,0.78269,202,326,0.73785,0.82753
1985,Hesse,Lower Secondary Level,Intermediate School Degree,0.16655,42,326,0.12604,0.20706
1985,Hesse,Lower Secondary Level,Other Degree,0.05076,82,326,0.02689,0.07462
1985,Hesse,Upper Secondary Level,Secondary School Degree,0.60286,265,486,0.55932,0.64641
1985,Hesse,Upper Secondary Level,Intermediate School Degree,0.28859,124,486,0.24826,0.32891
1985,Hesse,Upper Secondary Level,Upper Secondary Degree,0.06049,31,486,0.03928,0.08171
1985,Hesse,Upper Secondary Level,Other Degree,0.02502,66,486,0.01112,0.03892
1985,Hesse,Second Stage of Tertiary Education,Upper Secondary Degree,0.80510,64,64,0.70729,0.90292
1985,"Rhineland-Palatinate, Saarland",Primary Level,"Dropout, No School Degree",0.87502,45,45,0.77730,0.97273
1985,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Secondary School Degree,0.86479,210,210,0.81843,0.91115
1985,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Secondary School Degree,0.75125,257,321,0.70389,0.79862
1985,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Intermediate School Degree,0.19894,64,321,0.15520,0.24268
1985,Baden-Wuerttemberg,Primary Level,"Dropout, No School Degree",0.72348,181,236,0.66629,0.78066
1985,Baden-Wuerttemberg,Primary Level,No School Attended,0.17296,55,236,0.12461,0.22132
1985,Baden-Wuerttemberg,Lower Secondary Level,Secondary School Degree,0.78911,370,605,0.75657,0.82164
1985,Baden-Wuerttemberg,Lower Secondary Level,Intermediate School Degree,0.15878,77,605,0.12964,0.18793
1985,Baden-Wuerttemberg,Lower Secondary Level,Other Degree,0.05211,158,605,0.03439,0.06983
1985,Baden-Wuerttemberg,Upper Secondary Level,Secondary School Degree,0.69268,528,798,0.66065,0.72472
1985,Baden-Wuerttemberg,Upper Secondary Level,Intermediate School Degree,0.23043,163,798,0.20119,0.25966
1985,Baden-Wuerttemberg,Upper Secondary Level,Other Degree,0.02683,107,798,0.01561,0.03804
1985,Baden-Wuerttemberg,First Stage of Tertiary Education,Secondary School Degree,0.46810,52,85,0.36139,0.57481
1985,Baden-Wuerttemberg,First Stage of Tertiary Education,Intermediate School Degree,0.30367,33,85,0.20533,0.40201
1985,Baden-Wuerttemberg,Second Stage of Tertiary Education,Upper Secondary Degree,0.61055,67,67,0.49290,0.72819
1985,Bavaria,Primary Level,"Dropout, No School Degree",0.66031,60,60,0.53946,0.78116
1985,Bavaria,Lower Secondary Level,Secondary School Degree,0.78273,347,534,0.74772,0.81774
1985,Bavaria,Lower Secondary Level,Intermediate School Degree,0.17839,90,534,0.14588,0.21089
1985,Bavaria,Lower Secondary Level,Other Degree,0.03889,97,534,0.02247,0.05530
1985,Bavaria,Upper Secondary Level,Secondary School Degree,0.68563,592,919,0.65559,0.71566
1985,Bavaria,Upper Secondary Level,Intermediate School Degree,0.24977,221,919,0.22177,0.27777
1985,Bavaria,Upper Secondary Level,Upper Secondary Degree,0.04037,43,919,0.02764,0.05310
1985,Bavaria,Upper Secondary Level,Other Degree,0.01677,63,919,0.00847,0.02508
1985,Bavaria,First Stage of Tertiary Education,Secondary School Degree,0.44176,54,97,0.34242,0.54110
1985,Bavaria,First Stage of Tertiary Education,Intermediate School Degree,0.35110,43,97,0.25562,0.44659
1985,Bavaria,Second Stage of Tertiary Education,Upper Secondary Degree,0.63329,88,88,0.53203,0.73456
1985,Berlin,Lower Secondary Level,Secondary School Degree,0.78420,56,56,0.67547,0.89292
1985,Berlin,Upper Secondary Level,Secondary School Degree,0.55092,75,126,0.46372,0.63812
1985,Berlin,Upper Secondary Level,Intermediate School Degree,0.32755,51,126,0.24527,0.40982
1986,Schleswig-Holstein,Lower Secondary Level,Secondary School Degree,0.80710,55,55,0.70186,0.91234
1986,Schleswig-Holstein,Upper Secondary Level,Secondary School Degree,0.65934,117,168,0.58746,0.73122
1986,Schleswig-Holstein,Upper Secondary Level,Intermediate School Degree,0.29888,51,168,0.22945,0.36831
1986,Hamburg,Lower Secondary Level,Secondary School Degree,0.76635,34,34,0.62198,0.91073
1986,Hamburg,Upper Secondary Level,Secondary School Degree,0.60996,69,104,0.51576,0.70415
1986,Hamburg,Upper Secondary Level,Intermediate School Degree,0.30236,35,104,0.21367,0.39106
1986,Lower Saxony,Primary Level,"Dropout, No School Degree",0.55677,34,34,0.38728,0.72626
1986,Lower Saxony,Lower Secondary Level,Secondary School Degree,0.75208,221,289,0.70221,0.80195
1986,Lower Saxony,Lower Secondary Level,Intermediate School Degree,0.22860,68,289,0.18010,0.27710
1986,Lower Saxony,Upper Secondary Level,Secondary School Degree,0.65918,331,469,0.61624,0.70212
1986,Lower Saxony,Upper Secondary Level,Intermediate School Degree,0.27378,138,469,0.23338,0.31418
1986,Lower Saxony,First Stage of Tertiary Education,Secondary School Degree,0.46942,31,31,0.29083,0.64801
1986,Lower Saxony,Second Stage of Tertiary Education,Upper Secondary Degree,0.67311,55,55,0.54799,0.79822
1986,Bremen,Upper Secondary Level,Secondary School Degree,0.72044,37,37,0.57384,0.86704
1986,North Rhine-Westphalia,Primary Level,"Dropout, No School Degree",0.81451,186,235,0.76470,0.86431
1986,North Rhine-Westphalia,Primary Level,No School Attended,0.13897,49,235,0.09465,0.18329
1986,North Rhine-Westphalia,Lower Secondary Level,Secondary School Degree,0.74834,428,704,0.71626,0.78042
1986,North Rhine-Westphalia,Lower Secondary Level,Intermediate School Degree,0.20106,124,704,0.17143,0.23069
1986,North Rhine-Westphalia,Lower Secondary Level,Other Degree,0.05060,152,704,0.03440,0.06681
1986,North Rhine-Westphalia,Upper Secondary Level,Secondary School Degree,0.67144,819,1301,0.64590,0.69697
1986,North Rhine-Westphalia,Upper Secondary Level,Intermediate School Degree,0.22610,291,1301,0.20336,0.24884
1986,North Rhine-Westphalia,Upper Secondary Level,Upper Secondary Degree,0.06234,89,1301,0.04920,0.07549
1986,North Rhine-Westphalia,Upper Secondary Level,Other Degree,0.01941,102,1301,0.01191,0.02691
1986,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Technical School Degree,0.48877,33,33,0.31557,0.66196
1986,North Rhine-Westphalia,First Stage of Tertiary Education,Secondary School Degree,0.44858,65,104,0.35253,0.54463
1986,North Rhine-Westphalia,First Stage of Tertiary Education,Intermediate School Degree,0.27388,39,104,0.18775,0.36000
1986,North Rhine-Westphalia,Second Stage of Tertiary Education,Upper Secondary Degree,0.70942,150,150,0.63651,0.78232
1986,Hesse,Primary Level,"Dropout, No School Degree",0.61316,57,57,0.48560,0.74072
1986,Hesse,Lower Secondary Level,Secondary School Degree,0.77167,181,295,0.72369,0.81965
1986,Hesse,Lower Secondary Level,Intermediate School Degree,0.17672,42,295,0.13312,0.22032
1986,Hesse,Lower Secondary Level,Other Degree,0.05161,72,295,0.02632,0.07690
1986,Hesse,Upper Secondary Level,Secondary School Degree,0.57151,233,441,0.52527,0.61775
1986,Hesse,Upper Secondary Level,Intermediate School Degree,0.29881,114,441,0.25604,0.34158
1986,Hesse,Upper Secondary Level,Upper Secondary Degree,0.07690,34,441,0.05200,0.10179
1986,Hesse,Upper Secondary Level,Other Degree,0.02410,60,441,0.00977,0.03844
1986,Hesse,Second Stage of Tertiary Education,Upper Secondary Degree,0.78422,64,64,0.68264,0.88580
1986,"Rhineland-Palatinate, Saarland",Primary Level,"Dropout, No School Degree",0.81568,39,39,0.69240,0.93897
1986,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Secondary School Degree,0.84333,202,234,0.79666,0.89000
1986,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Intermediate School Degree,0.13166,32,234,0.08824,0.17508
1986,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Secondary School Degree,0.72844,261,328,0.68024,0.77665
1986,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Intermediate School Degree,0.21120,67,328,0.16696,0.25544
1986,Baden-Wuerttemberg,Primary Level,"Dropout, No School Degree",0.74341,162,212,0.68448,0.80235
1986,Baden-Wuerttemberg,Primary Level,No School Attended,0.17219,50,212,0.12125,0.22313
1986,Baden-Wuerttemberg,Lower Secondary Level,Secondary School Degree,0.77734,360,597,0.74394,0.81074
1986,Baden-Wuerttemberg,Lower Secondary Level,Intermediate School Degree,0.16800,84,597,0.13798,0.19801
1986,Baden-Wuerttemberg,Lower Secondary Level,Other Degree,0.05466,153,597,0.03641,0.07291
1986,Baden-Wuerttemberg,Upper Secondary Level,Secondary School Degree,0.67491,511,788,0.64218,0.70764
1986,Baden-Wuerttemberg,Upper Secondary Level,Intermediate School Degree,0.24455,170,788,0.21452,0.27458
1986,Baden-Wuerttemberg,Upper Secondary Level,Other Degree,0.02882,107,788,0.01713,0.04051
1986,Baden-Wuerttemberg,First Stage of Tertiary Education,Secondary School Degree,0.51555,52,52,0.37839,0.65271
1986,Baden-Wuerttemberg,Second Stage of Tertiary Education,Upper Secondary Degree,0.67330,72,72,0.56420,0.78239
1986,Bavaria,Primary Level,"Dropout, No School Degree",0.65363,54,54,0.52553,0.78173
1986,Bavaria,Lower Secondary Level,Secondary School Degree,0.78482,316,491,0.74844,0.82121
1986,Bavaria,Lower Secondary Level,Intermediate School Degree,0.16857,78,491,0.13542,0.20172
1986,Bavaria,Lower Secondary Level,Other Degree,0.04661,97,491,0.02794,0.06527
1986,Bavaria,Upper Secondary Level,Secondary School Degree,0.68032,549,863,0.64918,0.71145
1986,Bavaria,Upper Secondary Level,Intermediate School Degree,0.23935,204,863,0.21087,0.26783
1986,Bavaria,Upper Secondary Level,Upper Secondary Degree,0.05376,52,863,0.03870,0.06881
1986,Bavaria,Upper Secondary Level,Other Degree,0.01522,58,863,0.00704,0.02339
1986,Bavaria,First Stage of Tertiary Education,Secondary School Degree,0.41287,46,84,0.30695,0.51879
1986,Bavaria,First Stage of Tertiary Education,Intermediate School Degree,0.34763,38,84,0.24518,0.45008
1986,Bavaria,Second Stage of Tertiary Education,Upper Secondary Degree,0.63258,86,86,0.53008,0.73507
1986,Berlin,Lower Secondary Level,Secondary School Degree,0.79961,53,53,0.69081,0.90841
1986,Berlin,Upper Secondary Level,Secondary School Degree,0.57789,83,130,0.49266,0.66312
1986,Berlin,Upper Secondary Level,Intermediate School Degree,0.31667,47,130,0.23639,0.39694
1987,Schleswig-Holstein,Lower Secondary Level,Secondary School Degree,0.81775,54,54,0.71382,0.92169
1987,Schleswig-Holstein,Upper Secondary Level,Secondary School Degree,0.65214,118,171,0.58054,0.72374
1987,Schleswig-Holstein,Upper Secondary Level,Intermediate School Degree,0.30095,53,171,0.23200,0.36990
1987,Hamburg,Upper Secondary Level,Secondary School Degree,0.60385,61,97,0.50601,0.70169
1987,Hamburg,Upper Secondary Level,Intermediate School Degree,0.32826,36,97,0.23433,0.42220
1987,Lower Saxony,Lower Secondary Level,Secondary School Degree,0.78180,209,270,0.73244,0.83116
1987,Lower Saxony,Lower Secondary Level,Intermediate School Degree,0.19429,61,270,0.14701,0.24157
1987,Lower Saxony,Upper Secondary Level,Secondary School Degree,0.63465,336,521,0.59326,0.67604
1987,Lower Saxony,Upper Secondary Level,Intermediate School Degree,0.28315,147,521,0.24443,0.32188
1987,Lower Saxony,Upper Secondary Level,Upper Secondary Degree,0.06536,38,521,0.04412,0.08660
1987,Lower Saxony,Second Stage of Tertiary Education,Upper Secondary Degree,0.65044,50,50,0.51693,0.78395
1987,Bremen,Upper Secondary Level,Secondary School Degree,0.72296,36,36,0.57470,0.87123
1987,North Rhine-Westphalia,Primary Level,"Dropout, No School Degree",0.79501,175,219,0.74142,0.84860
1987,North Rhine-Westphalia,Primary Level,No School Attended,0.14864,44,219,0.10142,0.19586
1987,North Rhine-Westphalia,Lower Secondary Level,Secondary School Degree,0.77222,429,688,0.74086,0.80358
1987,North Rhine-Westphalia,Lower Secondary Level,Intermediate School Degree,0.17436,112,688,0.14598,0.20273
1987,North Rhine-Westphalia,Lower Secondary Level,Other Degree,0.05342,147,688,0.03660,0.07024
1987,North Rhine-Westphalia,Upper Secondary Level,Secondary School Degree,0.67054,806,1288,0.64486,0.69622
1987,North Rhine-Westphalia,Upper Secondary Level,Intermediate School Degree,0.23062,299,1288,0.20761,0.25364
1987,North Rhine-Westphalia,Upper Secondary Level,Upper Secondary Degree,0.05967,84,1288,0.04673,0.07262
1987,North Rhine-Westphalia,Upper Secondary Level,Other Degree,0.01995,99,1288,0.01231,0.02759
1987,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Technical School Degree,0.49868,33,33,0.32544,0.67192
1987,North Rhine-Westphalia,First Stage of Tertiary Education,Secondary School Degree,0.44311,64,102,0.34623,0.53999
1987,North Rhine-Westphalia,First Stage of Tertiary Education,Intermediate School Degree,0.28066,38,102,0.19303,0.36829
1987,North Rhine-Westphalia,Second Stage of Tertiary Education,Upper Secondary Degree,0.71982,155,155,0.64889,0.79075
1987,Hesse,Primary Level,"Dropout, No School Degree",0.63398,59,59,0.51001,0.75796
1987,Hesse,Lower Secondary Level,Secondary School Degree,0.81104,177,290,0.76590,0.85617
1987,Hesse,Lower Secondary Level,Intermediate School Degree,0.12395,35,290,0.08596,0.16195
1987,Hesse,Lower Secondary Level,Other Degree,0.06501,78,290,0.03658,0.09343
1987,Hesse,Upper Secondary Level,Secondary School Degree,0.57594,246,426,0.52895,0.62292
1987,Hesse,Upper Secondary Level,Intermediate School Degree,0.31084,119,426,0.26683,0.35484
1987,Hesse,Upper Secondary Level,Other Degree,0.02594,61,426,0.01083,0.04106
1987,Hesse,Second Stage of Tertiary Education,Upper Secondary Degree,0.77727,66,66,0.67611,0.87842
1987,"Rhineland-Palatinate, Saarland",Primary Level,"Dropout, No School Degree",0.78260,38,38,0.64969,0.91551
1987,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Secondary School Degree,0.85748,202,202,0.80915,0.90581
1987,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Secondary School Degree,0.72281,262,327,0.67422,0.77140
1987,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Intermediate School Degree,0.20871,65,327,0.16459,0.25282
1987,Baden-Wuerttemberg,Primary Level,"Dropout, No School Degree",0.70287,162,211,0.64106,0.76468
1987,Baden-Wuerttemberg,Primary Level,No School Attended,0.17513,49,211,0.12372,0.22654
1987,Baden-Wuerttemberg,Lower Secondary Level,Secondary School Degree,0.76989,360,600,0.73619,0.80360
1987,Baden-Wuerttemberg,Lower Secondary Level,Intermediate School Degree,0.16946,85,600,0.13941,0.19950
1987,Baden-Wuerttemberg,Lower Secondary Level,Other Degree,0.06065,155,600,0.04154,0.07977
1987,Baden-Wuerttemberg,Upper Secondary Level,Secondary School Degree,0.67096,496,771,0.63778,0.70415
1987,Baden-Wuerttemberg,Upper Secondary Level,Intermediate School Degree,0.24494,166,771,0.21456,0.27532
1987,Baden-Wuerttemberg,Upper Secondary Level,Other Degree,0.03145,109,771,0.01912,0.04378
1987,Baden-Wuerttemberg,First Stage of Tertiary Education,Secondary School Degree,0.50766,54,85,0.40074,0.61457
1987,Baden-Wuerttemberg,First Stage of Tertiary Education,Intermediate School Degree,0.28382,31,85,0.18740,0.38024
1987,Baden-Wuerttemberg,Second Stage of Tertiary Education,Upper Secondary Degree,0.66788,68,68,0.55511,0.78066
1987,Bavaria,Primary Level,"Dropout, No School Degree",0.55158,46,46,0.40627,0.69689
1987,Bavaria,Lower Secondary Level,Secondary School Degree,0.79271,304,466,0.75587,0.82956
1987,Bavaria,Lower Secondary Level,Intermediate School Degree,0.15470,71,466,0.12183,0.18757
1987,Bavaria,Lower Secondary Level,Other Degree,0.05259,91,466,0.03230,0.07287
1987,Bavaria,Upper Secondary Level,Secondary School Degree,0.67749,546,854,0.64612,0.70886
1987,Bavaria,Upper Secondary Level,Intermediate School Degree,0.24984,209,854,0.22079,0.27889
1987,Bavaria,Upper Secondary Level,Upper Secondary Degree,0.04404,44,854,0.03027,0.05781
1987,Bavaria,Upper Secondary Level,Other Degree,0.01724,55,854,0.00851,0.02598
1987,Bavaria,First Stage of Tertiary Education,Secondary School Degree,0.44169,43,76,0.32930,0.55408
1987,Bavaria,First Stage of Tertiary Education,Intermediate School Degree,0.33069,33,76,0.22421,0.43717
1987,Bavaria,Second Stage of Tertiary Education,Upper Secondary Degree,0.64944,86,86,0.54800,0.75088
1987,Berlin,Lower Secondary Level,Secondary School Degree,0.72881,52,52,0.60680,0.85083
1987,Berlin,Upper Secondary Level,Secondary School Degree,0.56520,81,126,0.47829,0.65210
1987,Berlin,Upper Secondary Level,Intermediate School Degree,0.31572,45,126,0.23424,0.39721
1988,Schleswig-Holstein,Lower Secondary Level,Secondary School Degree,0.82548,53,53,0.72232,0.92865
1988,Schleswig-Holstein,Upper Secondary Level,Secondary School Degree,0.66361,117,170,0.59238,0.73485
1988,Schleswig-Holstein,Upper Secondary Level,Intermediate School Degree,0.28576,53,170,0.21765,0.35388
1988,Hamburg,Upper Secondary Level,Secondary School Degree,0.60531,57,57,0.47729,0.73333
1988,Lower Saxony,Primary Level,"Dropout, No School Degree",0.59628,31,31,0.42071,0.77186
1988,Lower Saxony,Lower Secondary Level,Secondary School Degree,0.79997,196,251,0.75038,0.84955
1988,Lower Saxony,Lower Secondary Level,Intermediate School Degree,0.17892,55,251,0.13141,0.22643
1988,Lower Saxony,Upper Secondary Level,Secondary School Degree,0.63560,314,489,0.59290,0.67830
1988,Lower Saxony,Upper Secondary Level,Intermediate School Degree,0.28609,143,489,0.24600,0.32619
1988,Lower Saxony,Upper Secondary Level,Upper Secondary Degree,0.06232,32,489,0.04088,0.08377
1988,Lower Saxony,Second Stage of Tertiary Education,Upper Secondary Degree,0.62679,50,50,0.49137,0.76221
