"pgpsbil","year","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"Realschulabschluss","1987","AkademikerInnen","62","0.0890153131230708","0.068511865772901","0.109518760473241"
"Fachhochschulreife","1987","(noch) kein Abschluss","","","",""
"Fachhochschulreife","1987","Hauptschulabschluss","","","",""
"Fachhochschulreife","1987","Realschulabschluss","","","",""
"Fachhochschulreife","1987","(Fach-)Abitur","174","0.262100645589084","0.231395045256137","0.29280624592203"
"Fachhochschulreife","1987","AkademikerInnen","117","0.171043744170579","0.143931941738106","0.198155546603051"
"Abitur","1987","(noch) kein Abschluss","","","",""
"Abitur","1987","Hauptschulabschluss","","","",""
"Abitur","1987","Realschulabschluss","","","",""
"Abitur","1987","(Fach-)Abitur","444","0.680117637187602","0.6475510575369","0.712684216838305"
"Abitur","1987","AkademikerInnen","497","0.692262807010687","0.659030194742533","0.725495419278841"
"Anderer Abschluss","1987","(noch) kein Abschluss","","","",""
"Anderer Abschluss","1987","Hauptschulabschluss","957","0.0425147915498901","0.0374299401733521","0.0475996429264281"
"Anderer Abschluss","1987","Realschulabschluss","","","",""
"Anderer Abschluss","1987","(Fach-)Abitur","151","0.0533840484270483","0.0376884584664274","0.0690796383876693"
"Anderer Abschluss","1987","AkademikerInnen","46","0.0183122892333957","0.00865851842880591","0.0279660600379855"
"Ohne Abschluss verlassen","1987","(noch) kein Abschluss","650","0.535690267807462","0.504902472069968","0.566478063544956"
"Ohne Abschluss verlassen","1987","Hauptschulabschluss","","","",""
"Ohne Abschluss verlassen","1987","Realschulabschluss","","","",""
"Ohne Abschluss verlassen","1987","(Fach-)Abitur","","","",""
"Ohne Abschluss verlassen","1987","AkademikerInnen","","","",""
"Noch kein Abschluss","1987","(noch) kein Abschluss","198","0.372190545745354","0.342349473830177","0.402031617660532"
"Noch kein Abschluss","1987","Hauptschulabschluss","","","",""
"Noch kein Abschluss","1987","Realschulabschluss","","","",""
"Noch kein Abschluss","1987","(Fach-)Abitur","","","",""
"Noch kein Abschluss","1987","AkademikerInnen","","","",""
"Keine Schule besucht","1987","(noch) kein Abschluss","160","0.0921191864471838","0.0742663473445606","0.109972025549807"
"Keine Schule besucht","1987","Hauptschulabschluss","","","",""
"Keine Schule besucht","1987","Realschulabschluss","","","",""
"Keine Schule besucht","1987","(Fach-)Abitur","","","",""
"Keine Schule besucht","1987","AkademikerInnen","","","",""
"Hauptschulabschluss","1988","(noch) kein Abschluss","","","",""
"Hauptschulabschluss","1988","Hauptschulabschluss","4867","0.960518911428518","0.955496850029882","0.965540972827154"
"Hauptschulabschluss","1988","Realschulabschluss","","","",""
"Hauptschulabschluss","1988","(Fach-)Abitur","","","",""
"Hauptschulabschluss","1988","AkademikerInnen","","","",""
"Realschulabschluss","1988","(noch) kein Abschluss","","","",""
"Realschulabschluss","1988","Hauptschulabschluss","","","",""
"Realschulabschluss","1988","Realschulabschluss","1704","1","1","1"
"Realschulabschluss","1988","(Fach-)Abitur","","","",""
"Realschulabschluss","1988","AkademikerInnen","61","0.0938225527605699","0.0721913520525297","0.11545375346861"
"Fachhochschulreife","1988","(noch) kein Abschluss","","","",""
"Fachhochschulreife","1988","Hauptschulabschluss","","","",""
"Fachhochschulreife","1988","Realschulabschluss","","","",""
"Fachhochschulreife","1988","(Fach-)Abitur","165","0.25538581052549","0.224008900363991","0.286762720686988"
"Fachhochschulreife","1988","AkademikerInnen","113","0.173333454734541","0.14525153734515","0.201415372123932"
"Abitur","1988","(noch) kein Abschluss","","","",""
"Abitur","1988","Hauptschulabschluss","","","",""
"Abitur","1988","Realschulabschluss","","","",""
"Abitur","1988","(Fach-)Abitur","428","0.695317745448848","0.662199953361935","0.728435537535761"
"Abitur","1988","AkademikerInnen","475","0.697960437258879","0.663898629055633","0.732022245462124"
"Anderer Abschluss","1988","(noch) kein Abschluss","","","",""
"Anderer Abschluss","1988","Hauptschulabschluss","909","0.0394810885714819","0.0344590271728455","0.0445031499701183"
"Anderer Abschluss","1988","Realschulabschluss","","","",""
"Anderer Abschluss","1988","(Fach-)Abitur","132","0.0446342181089882","0.0297760610373866","0.0594923751805899"
"Anderer Abschluss","1988","AkademikerInnen","35","0.0145413111056037","0.00566073021891486","0.0234218919922926"
"Ohne Abschluss verlassen","1988","(noch) kein Abschluss","591","0.513585916267272","0.481147451246562","0.546024381287983"
"Ohne Abschluss verlassen","1988","Hauptschulabschluss","","","",""
"Ohne Abschluss verlassen","1988","Realschulabschluss","","","",""
"Ohne Abschluss verlassen","1988","(Fach-)Abitur","","","",""
"Ohne Abschluss verlassen","1988","AkademikerInnen","","","",""
"Noch kein Abschluss","1988","(noch) kein Abschluss","168","0.396793027315176","0.365041409071533","0.428544645558819"
"Noch kein Abschluss","1988","Hauptschulabschluss","","","",""
"Noch kein Abschluss","1988","Realschulabschluss","","","",""
"Noch kein Abschluss","1988","(Fach-)Abitur","","","",""
"Noch kein Abschluss","1988","AkademikerInnen","","","",""
"Keine Schule besucht","1988","(noch) kein Abschluss","153","0.0896210564175514","0.0710828888510823","0.10815922398402"
"Keine Schule besucht","1988","Hauptschulabschluss","","","",""
"Keine Schule besucht","1988","Realschulabschluss","","","",""
"Keine Schule besucht","1988","(Fach-)Abitur","","","",""
"Keine Schule besucht","1988","AkademikerInnen","","","",""
"Hauptschulabschluss","1989","(noch) kein Abschluss","","","",""
"Hauptschulabschluss","1989","Hauptschulabschluss","4651","0.957132423429941","0.951791785558502","0.962473061301379"
"Hauptschulabschluss","1989","Realschulabschluss","","","",""
"Hauptschulabschluss","1989","(Fach-)Abitur","","","",""
"Hauptschulabschluss","1989","AkademikerInnen","","","",""
"Realschulabschluss","1989","(noch) kein Abschluss","","","",""
"Realschulabschluss","1989","Hauptschulabschluss","","","",""
"Realschulabschluss","1989","Realschulabschluss","1654","1","1","1"
"Realschulabschluss","1989","(Fach-)Abitur","","","",""
"Realschulabschluss","1989","AkademikerInnen","56","0.0816553486725629","0.061267253934818","0.102043443410308"
"Fachhochschulreife","1989","(noch) kein Abschluss","","","",""
"Fachhochschulreife","1989","Hauptschulabschluss","","","",""
"Fachhochschulreife","1989","Realschulabschluss","","","",""
"Fachhochschulreife","1989","(Fach-)Abitur","163","0.242967071579101","0.212415662453444","0.273518480704758"
"Fachhochschulreife","1989","AkademikerInnen","116","0.180629674978881","0.151986830856601","0.209272519101161"
"Abitur","1989","(noch) kein Abschluss","","","",""
"Abitur","1989","Hauptschulabschluss","","","",""
"Abitur","1989","Realschulabschluss","","","",""
"Abitur","1989","(Fach-)Abitur","450","0.706895824681602","0.674470161884115","0.739321487479089"
"Abitur","1989","AkademikerInnen","475","0.703029057795929","0.669009779967888","0.73704833562397"
"Anderer Abschluss","1989","(noch) kein Abschluss","","","",""
"Anderer Abschluss","1989","Hauptschulabschluss","875","0.0428675765700593","0.037526938698621","0.0482082144414976"
"Anderer Abschluss","1989","Realschulabschluss","","","",""
"Anderer Abschluss","1989","(Fach-)Abitur","125","0.0450049040871814","0.0302365994529494","0.0597732087214135"
"Anderer Abschluss","1989","AkademikerInnen","34","0.0161173597933794","0.00674173814574135","0.0254929814410174"
"Ohne Abschluss verlassen","1989","(noch) kein Abschluss","565","0.487382064200231","0.454506495187504","0.520257633212957"
"Ohne Abschluss verlassen","1989","Hauptschulabschluss","","","",""
"Ohne Abschluss verlassen","1989","Realschulabschluss","","","",""
"Ohne Abschluss verlassen","1989","(Fach-)Abitur","","","",""
"Ohne Abschluss verlassen","1989","AkademikerInnen","","","",""
"Noch kein Abschluss","1989","(noch) kein Abschluss","178","0.427918134939431","0.395375625117718","0.460460644761145"
"Noch kein Abschluss","1989","Hauptschulabschluss","","","",""
"Noch kein Abschluss","1989","Realschulabschluss","","","",""
"Noch kein Abschluss","1989","(Fach-)Abitur","","","",""
"Noch kein Abschluss","1989","AkademikerInnen","","","",""
"Keine Schule besucht","1989","(noch) kein Abschluss","145","0.0846998008603383","0.0663865864059408","0.103013015314736"
"Keine Schule besucht","1989","Hauptschulabschluss","","","",""
"Keine Schule besucht","1989","Realschulabschluss","","","",""
"Keine Schule besucht","1989","(Fach-)Abitur","","","",""
"Keine Schule besucht","1989","AkademikerInnen","","","",""
"Hauptschulabschluss","1990","(noch) kein Abschluss","","","",""
"Hauptschulabschluss","1990","Hauptschulabschluss","6162","0.955276743425392","0.950460073618363","0.960093413232421"
"Hauptschulabschluss","1990","Realschulabschluss","","","",""
"Hauptschulabschluss","1990","(Fach-)Abitur","","","",""
"Hauptschulabschluss","1990","AkademikerInnen","120","0.0592284419617136","0.0479776386855819","0.0704792452378453"
"Realschulabschluss","1990","(noch) kein Abschluss","","","",""
"Realschulabschluss","1990","Hauptschulabschluss","","","",""
"Realschulabschluss","1990","Realschulabschluss","3197","0.997952949548375","0.996388657213219","0.999517241883531"
"Realschulabschluss","1990","(Fach-)Abitur","","","",""
"Realschulabschluss","1990","AkademikerInnen","531","0.225315949615798","0.205403047346008","0.245228851885588"
"Fachhochschulreife","1990","(noch) kein Abschluss","","","",""
"Fachhochschulreife","1990","Hauptschulabschluss","","","",""
"Fachhochschulreife","1990","Realschulabschluss","","","",""
"Fachhochschulreife","1990","(Fach-)Abitur","161","0.215041238218309","0.187988232342817","0.2420942440938"
"Fachhochschulreife","1990","AkademikerInnen","125","0.115684623465473","0.100439965170493","0.130929281760454"
"Abitur","1990","(noch) kein Abschluss","","","",""
"Abitur","1990","Hauptschulabschluss","","","",""
"Abitur","1990","Realschulabschluss","","","",""
"Abitur","1990","(Fach-)Abitur","583","0.731308496365761","0.702120216181548","0.760496776549974"
"Abitur","1990","AkademikerInnen","877","0.585531795165532","0.562051846738388","0.609011743592676"
"Anderer Abschluss","1990","(noch) kein Abschluss","","","",""
"Anderer Abschluss","1990","Hauptschulabschluss","912","0.0447232565746081","0.0399065867675795","0.0495399263816367"
"Anderer Abschluss","1990","Realschulabschluss","","","",""
"Anderer Abschluss","1990","(Fach-)Abitur","124","0.0484772173732055","0.0343352553319734","0.0626191794144375"
"Anderer Abschluss","1990","AkademikerInnen","37","0.0124869180296086","0.0071942415704006","0.0177795944888165"
"Ohne Abschluss verlassen","1990","(noch) kein Abschluss","551","0.506241282691356","0.47341320851743","0.539069356865282"
"Ohne Abschluss verlassen","1990","Hauptschulabschluss","","","",""
"Ohne Abschluss verlassen","1990","Realschulabschluss","","","",""
"Ohne Abschluss verlassen","1990","(Fach-)Abitur","","","",""
"Ohne Abschluss verlassen","1990","AkademikerInnen","","","",""
"Noch kein Abschluss","1990","(noch) kein Abschluss","201","0.404508398188041","0.372282069609566","0.436734726766516"
"Noch kein Abschluss","1990","Hauptschulabschluss","","","",""
"Noch kein Abschluss","1990","Realschulabschluss","","","",""
"Noch kein Abschluss","1990","(Fach-)Abitur","","","",""
"Noch kein Abschluss","1990","AkademikerInnen","","","",""
"Keine Schule besucht","1990","(noch) kein Abschluss","139","0.0892503191206029","0.0705299830202228","0.107970655220983"
"Keine Schule besucht","1990","Hauptschulabschluss","","","",""
"Keine Schule besucht","1990","Realschulabschluss","","","",""
"Keine Schule besucht","1990","(Fach-)Abitur","","","",""
"Keine Schule besucht","1990","AkademikerInnen","","","",""
"Hauptschulabschluss","1991","(noch) kein Abschluss","","","",""
"Hauptschulabschluss","1991","Hauptschulabschluss","5922","0.952842546727354","0.947808370748653","0.957876722706054"
"Hauptschulabschluss","1991","Realschulabschluss","","","",""
"Hauptschulabschluss","1991","(Fach-)Abitur","","","",""
"Hauptschulabschluss","1991","AkademikerInnen","120","0.0621629796243239","0.050596532899384","0.0737294263492637"
"Realschulabschluss","1991","(noch) kein Abschluss","","","",""
"Realschulabschluss","1991","Hauptschulabschluss","","","",""
"Realschulabschluss","1991","Realschulabschluss","3146","0.997168667348107","0.995315762836908","0.999021571859307"
"Realschulabschluss","1991","(Fach-)Abitur","","","",""
"Realschulabschluss","1991","AkademikerInnen","526","0.221420364914561","0.201530553506521","0.2413101763226"
"Fachhochschulreife","1991","(noch) kein Abschluss","","","",""
"Fachhochschulreife","1991","Hauptschulabschluss","","","",""
"Fachhochschulreife","1991","Realschulabschluss","","","",""
"Fachhochschulreife","1991","(Fach-)Abitur","173","0.221171224575722","0.193995608901595","0.248346840249849"
"Fachhochschulreife","1991","AkademikerInnen","124","0.112294128362589","0.0971695444881214","0.127418712237056"
"Abitur","1991","(noch) kein Abschluss","","","",""
"Abitur","1991","Hauptschulabschluss","","","",""
"Abitur","1991","Realschulabschluss","","","",""
"Abitur","1991","(Fach-)Abitur","584","0.720101427358133","0.690705222588285","0.749497632127982"
"Abitur","1991","AkademikerInnen","868","0.589967462923869","0.56640647185014","0.613528453997598"
"Anderer Abschluss","1991","(noch) kein Abschluss","","","",""
"Anderer Abschluss","1991","Hauptschulabschluss","889","0.0471574532726464","0.0421232772939461","0.0521916292513466"
"Anderer Abschluss","1991","Realschulabschluss","","","",""
"Anderer Abschluss","1991","(Fach-)Abitur","122","0.053634121774011","0.0388823491551668","0.0683858943928552"
"Anderer Abschluss","1991","AkademikerInnen","35","0.0125007244486135","0.00717833869290297","0.0178231102043239"
"Ohne Abschluss verlassen","1991","(noch) kein Abschluss","578","0.562792804211156","0.529755312773005","0.595830295649307"
"Ohne Abschluss verlassen","1991","Hauptschulabschluss","","","",""
"Ohne Abschluss verlassen","1991","Realschulabschluss","","","",""
"Ohne Abschluss verlassen","1991","(Fach-)Abitur","","","",""
"Ohne Abschluss verlassen","1991","AkademikerInnen","","","",""
"Noch kein Abschluss","1991","(noch) kein Abschluss","156","0.341984103812336","0.310389690337428","0.373578517287245"
"Noch kein Abschluss","1991","Hauptschulabschluss","","","",""
"Noch kein Abschluss","1991","Realschulabschluss","","","",""
"Noch kein Abschluss","1991","(Fach-)Abitur","","","",""
"Noch kein Abschluss","1991","AkademikerInnen","","","",""
"Keine Schule besucht","1991","(noch) kein Abschluss","132","0.0952230919765075","0.0756737997494047","0.11477238420361"
"Keine Schule besucht","1991","Hauptschulabschluss","","","",""
"Keine Schule besucht","1991","Realschulabschluss","","","",""
"Keine Schule besucht","1991","(Fach-)Abitur","","","",""
"Keine Schule besucht","1991","AkademikerInnen","","","",""
"Hauptschulabschluss","1992","(noch) kein Abschluss","","","",""
"Hauptschulabschluss","1992","Hauptschulabschluss","5725","0.949140054551889","0.94383377258985","0.954446336513928"
"Hauptschulabschluss","1992","Realschulabschluss","","","",""
"Hauptschulabschluss","1992","(Fach-)Abitur","","","",""
"Hauptschulabschluss","1992","AkademikerInnen","117","0.0613898270554858","0.0498074699121062","0.0729721841988654"
"Realschulabschluss","1992","(noch) kein Abschluss","","","",""
"Realschulabschluss","1992","Hauptschulabschluss","","","",""
"Realschulabschluss","1992","Realschulabschluss","3098","0.996057078672125","0.993856684249208","0.998257473095041"
"Realschulabschluss","1992","(Fach-)Abitur","","","",""
"Realschulabschluss","1992","AkademikerInnen","516","0.22141260854031","0.201378917288072","0.241446299792549"
"Fachhochschulreife","1992","(noch) kein Abschluss","","","",""
"Fachhochschulreife","1992","Hauptschulabschluss","","","",""
"Fachhochschulreife","1992","Realschulabschluss","","","",""
"Fachhochschulreife","1992","(Fach-)Abitur","182","0.223923366951897","0.196763614143006","0.251083119760788"
"Fachhochschulreife","1992","AkademikerInnen","122","0.109136990347227","0.0940918040845658","0.124182176609888"
"Abitur","1992","(noch) kein Abschluss","","","",""
"Abitur","1992","Hauptschulabschluss","","","",""
"Abitur","1992","Realschulabschluss","","","",""
"Abitur","1992","(Fach-)Abitur","582","0.710455654690628","0.680906175358837","0.740005134022419"
"Abitur","1992","AkademikerInnen","861","0.594464839096144","0.57077383529451","0.618155842897778"
"Anderer Abschluss","1992","(noch) kein Abschluss","","","",""
"Anderer Abschluss","1992","Hauptschulabschluss","861","0.0508599454481109","0.0455536634860717","0.0561662274101501"
"Anderer Abschluss","1992","Realschulabschluss","","","",""
"Anderer Abschluss","1992","(Fach-)Abitur","122","0.0600864447157965","0.044603412700884","0.0755694767307091"
"Anderer Abschluss","1992","AkademikerInnen","33","0.0114644532254296","0.00632781549314011","0.0166010909577191"
"Ohne Abschluss verlassen","1992","(noch) kein Abschluss","550","0.553317423434784","0.520187020598352","0.586447826271217"
"Ohne Abschluss verlassen","1992","Hauptschulabschluss","","","",""
"Ohne Abschluss verlassen","1992","Realschulabschluss","","","",""
"Ohne Abschluss verlassen","1992","(Fach-)Abitur","","","",""
"Ohne Abschluss verlassen","1992","AkademikerInnen","","","",""
"Noch kein Abschluss","1992","(noch) kein Abschluss","191","0.352559008828366","0.320720256421486","0.384397761235247"
"Noch kein Abschluss","1992","Hauptschulabschluss","","","",""
"Noch kein Abschluss","1992","Realschulabschluss","","","",""
"Noch kein Abschluss","1992","(Fach-)Abitur","","","",""
"Noch kein Abschluss","1992","AkademikerInnen","","","",""
"Keine Schule besucht","1992","(noch) kein Abschluss","124","0.0941235677368492","0.0746644248031412","0.113582710670557"
"Keine Schule besucht","1992","Hauptschulabschluss","","","",""
"Keine Schule besucht","1992","Realschulabschluss","","","",""
"Keine Schule besucht","1992","(Fach-)Abitur","","","",""
"Keine Schule besucht","1992","AkademikerInnen","","","",""
"Hauptschulabschluss","1993","(noch) kein Abschluss","","","",""
"Hauptschulabschluss","1993","Hauptschulabschluss","5561","0.946661411736062","0.941152297499713","0.95217052597241"
"Hauptschulabschluss","1993","Realschulabschluss","","","",""
"Hauptschulabschluss","1993","(Fach-)Abitur","","","",""
"Hauptschulabschluss","1993","AkademikerInnen","110","0.0594789647892034","0.0479968933137969","0.07096103626461"
"Realschulabschluss","1993","(noch) kein Abschluss","","","",""
"Realschulabschluss","1993","Hauptschulabschluss","","","",""
"Realschulabschluss","1993","Realschulabschluss","3090","0.995389594609293","0.993008733823748","0.997770455394837"
"Realschulabschluss","1993","(Fach-)Abitur","","","",""
"Realschulabschluss","1993","AkademikerInnen","493","0.214321498684415","0.1944005694658","0.234242427903031"
"Fachhochschulreife","1993","(noch) kein Abschluss","","","",""
"Fachhochschulreife","1993","Hauptschulabschluss","","","",""
"Fachhochschulreife","1993","Realschulabschluss","","","",""
"Fachhochschulreife","1993","(Fach-)Abitur","182","0.224330054747215","0.197375237564524","0.251284871929905"
"Fachhochschulreife","1993","AkademikerInnen","125","0.108383958732911","0.0932926907793256","0.123475226686496"
"Abitur","1993","(noch) kein Abschluss","","","",""
"Abitur","1993","Hauptschulabschluss","","","",""
"Abitur","1993","Realschulabschluss","","","",""
