year,bula_h,pgpsbil,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1986,Baden-Wuerttemberg,"Dropout, No School Degree",0.02285,177,1953,0.01622,0.02948
1986,Baden-Wuerttemberg,No School Degree Yet,0.01553,34,1953,0.01004,0.02102
1986,Baden-Wuerttemberg,No School Attended,0.00502,51,1953,0.00188,0.00815
1986,Bavaria,Secondary School Degree,0.60531,915,1720,0.58220,0.62841
1986,Bavaria,Intermediate School Degree,0.20779,333,1720,0.18861,0.22697
1986,Bavaria,Technical School Degree,0.03181,53,1720,0.02351,0.04011
1986,Bavaria,Upper Secondary Degree,0.10007,169,1720,0.08588,0.11425
1986,Bavaria,Other Degree,0.02858,187,1720,0.02070,0.03645
1986,Bavaria,"Dropout, No School Degree",0.01457,63,1720,0.00891,0.02024
1986,Berlin,Secondary School Degree,0.50623,143,292,0.44878,0.56367
1986,Berlin,Intermediate School Degree,0.23189,67,292,0.18340,0.28038
1986,Berlin,Upper Secondary Degree,0.14844,42,292,0.10759,0.18929
1986,Berlin,Other Degree,0.03068,40,292,0.01087,0.05049
1987,Schleswig-Holstein,Secondary School Degree,0.59677,182,259,0.53691,0.65663
1987,Schleswig-Holstein,Intermediate School Degree,0.24857,77,259,0.19584,0.30131
1987,Hamburg,Secondary School Degree,0.54620,95,178,0.47286,0.61955
1987,Hamburg,Intermediate School Degree,0.25950,48,178,0.19492,0.32408
1987,Hamburg,Other Degree,0.03859,35,178,0.01022,0.06697
1987,Lower Saxony,Secondary School Degree,0.58555,575,1029,0.55544,0.61567
1987,Lower Saxony,Intermediate School Degree,0.23159,243,1029,0.20580,0.25738
1987,Lower Saxony,Upper Secondary Degree,0.10320,109,1029,0.08460,0.12180
1987,Lower Saxony,Other Degree,0.02195,67,1029,0.01299,0.03091
1987,Lower Saxony,"Dropout, No School Degree",0.01310,35,1029,0.00615,0.02005
1987,Bremen,Secondary School Degree,0.69710,60,60,0.57984,0.81435
1987,North Rhine-Westphalia,Secondary School Degree,0.57397,1308,2775,0.55557,0.59237
1987,North Rhine-Westphalia,Intermediate School Degree,0.19150,472,2775,0.17686,0.20615
1987,North Rhine-Westphalia,Technical School Degree,0.03567,88,2775,0.02877,0.04257
1987,North Rhine-Westphalia,Upper Secondary Degree,0.11607,289,2775,0.10415,0.12799
1987,North Rhine-Westphalia,Other Degree,0.02940,290,2775,0.02312,0.03569
1987,North Rhine-Westphalia,"Dropout, No School Degree",0.02614,201,2775,0.02020,0.03208
1987,North Rhine-Westphalia,No School Degree Yet,0.02298,82,2775,0.01740,0.02855
1987,North Rhine-Westphalia,No School Attended,0.00426,45,2775,0.00184,0.00669
1987,Hesse,Secondary School Degree,0.53096,449,999,0.50000,0.56192
1987,Hesse,Intermediate School Degree,0.20634,166,999,0.18123,0.23144
1987,Hesse,Technical School Degree,0.03997,34,999,0.02782,0.05213
1987,Hesse,Upper Secondary Degree,0.14915,113,999,0.12705,0.17125
1987,Hesse,Other Degree,0.03897,161,999,0.02696,0.05097
1987,Hesse,"Dropout, No School Degree",0.02180,76,999,0.01274,0.03086
1987,"Rhineland-Palatinate, Saarland",Secondary School Degree,0.69548,481,727,0.66201,0.72896
1987,"Rhineland-Palatinate, Saarland",Intermediate School Degree,0.16708,108,727,0.13995,0.19422
1987,"Rhineland-Palatinate, Saarland",Upper Secondary Degree,0.06567,51,727,0.04765,0.08369
1987,"Rhineland-Palatinate, Saarland",Other Degree,0.02317,44,727,0.01222,0.03411
1987,"Rhineland-Palatinate, Saarland","Dropout, No School Degree",0.02011,43,727,0.00990,0.03033
1987,Baden-Wuerttemberg,Secondary School Degree,0.59428,913,1901,0.57220,0.61636
1987,Baden-Wuerttemberg,Intermediate School Degree,0.19742,291,1901,0.17952,0.21532
1987,Baden-Wuerttemberg,Technical School Degree,0.03789,49,1901,0.02931,0.04648
1987,Baden-Wuerttemberg,Upper Secondary Degree,0.08925,127,1901,0.07643,0.10207
1987,Baden-Wuerttemberg,Other Degree,0.04165,297,1901,0.03267,0.05064
1987,Baden-Wuerttemberg,"Dropout, No School Degree",0.02333,175,1901,0.01654,0.03012
1987,Baden-Wuerttemberg,No School Attended,0.00544,49,1901,0.00214,0.00875
1987,Bavaria,Secondary School Degree,0.60678,898,1662,0.58329,0.63028
1987,Bavaria,Intermediate School Degree,0.20832,325,1662,0.18879,0.22785
1987,Bavaria,Technical School Degree,0.03038,49,1662,0.02213,0.03864
1987,Bavaria,Upper Secondary Degree,0.09943,159,1662,0.08504,0.11382
1987,Bavaria,Other Degree,0.03115,176,1662,0.02279,0.03950
1987,Bavaria,"Dropout, No School Degree",0.01076,55,1662,0.00580,0.01573
1987,Berlin,Secondary School Degree,0.47814,139,303,0.42180,0.53447
1987,Berlin,Intermediate School Degree,0.24633,74,303,0.19773,0.29492
1987,Berlin,Upper Secondary Degree,0.15613,44,303,0.11519,0.19707
1987,Berlin,Other Degree,0.03895,46,303,0.01713,0.06077
1988,Schleswig-Holstein,Secondary School Degree,0.60489,180,258,0.54512,0.66466
1988,Schleswig-Holstein,Intermediate School Degree,0.24494,78,258,0.19236,0.29752
1988,Hamburg,Secondary School Degree,0.53477,88,131,0.44902,0.62051
1988,Hamburg,Intermediate School Degree,0.26460,43,131,0.18877,0.34043
1988,Lower Saxony,Secondary School Degree,0.58258,538,974,0.55160,0.61357
1988,Lower Saxony,Intermediate School Degree,0.23215,235,974,0.20562,0.25868
1988,Lower Saxony,Upper Secondary Degree,0.10290,102,974,0.08381,0.12199
1988,Lower Saxony,Other Degree,0.01899,63,974,0.01041,0.02757
1988,Lower Saxony,"Dropout, No School Degree",0.01362,36,974,0.00634,0.02090
1988,Bremen,Secondary School Degree,0.67712,61,61,0.55881,0.79543
1988,North Rhine-Westphalia,Secondary School Degree,0.56536,1236,2630,0.54641,0.58431
1988,North Rhine-Westphalia,Intermediate School Degree,0.19778,466,2630,0.18255,0.21300
1988,North Rhine-Westphalia,Technical School Degree,0.03728,91,2630,0.03003,0.04452
1988,North Rhine-Westphalia,Upper Secondary Degree,0.12298,288,2630,0.11043,0.13553
1988,North Rhine-Westphalia,Other Degree,0.02708,264,2630,0.02087,0.03328
1988,North Rhine-Westphalia,"Dropout, No School Degree",0.02332,174,2630,0.01755,0.02909
1988,North Rhine-Westphalia,No School Degree Yet,0.02228,70,2630,0.01664,0.02792
1988,North Rhine-Westphalia,No School Attended,0.00393,41,2630,0.00154,0.00632
1988,Hesse,Secondary School Degree,0.55032,435,921,0.51817,0.58246
1988,Hesse,Intermediate School Degree,0.20137,158,921,0.17545,0.22728
1988,Hesse,Upper Secondary Degree,0.14543,103,921,0.12265,0.16821
1988,Hesse,Other Degree,0.03601,152,921,0.02397,0.04805
1988,Hesse,"Dropout, No School Degree",0.02083,73,921,0.01160,0.03006
1988,"Rhineland-Palatinate, Saarland",Secondary School Degree,0.69760,466,698,0.66350,0.73169
1988,"Rhineland-Palatinate, Saarland",Intermediate School Degree,0.16905,100,698,0.14122,0.19687
1988,"Rhineland-Palatinate, Saarland",Upper Secondary Degree,0.06108,49,698,0.04330,0.07886
1988,"Rhineland-Palatinate, Saarland",Other Degree,0.02400,42,698,0.01264,0.03536
1988,"Rhineland-Palatinate, Saarland","Dropout, No School Degree",0.01765,41,698,0.00787,0.02743
1988,Baden-Wuerttemberg,Secondary School Degree,0.59188,880,1825,0.56933,0.61444
1988,Baden-Wuerttemberg,Intermediate School Degree,0.20128,288,1825,0.18288,0.21968
1988,Baden-Wuerttemberg,Technical School Degree,0.03319,42,1825,0.02497,0.04141
1988,Baden-Wuerttemberg,Upper Secondary Degree,0.09589,130,1825,0.08238,0.10941
1988,Baden-Wuerttemberg,Other Degree,0.03643,275,1825,0.02783,0.04503
1988,Baden-Wuerttemberg,"Dropout, No School Degree",0.02154,163,1825,0.01488,0.02820
1988,Baden-Wuerttemberg,No School Attended,0.00485,47,1825,0.00166,0.00804
1988,Bavaria,Secondary School Degree,0.60776,856,1580,0.58368,0.63184
1988,Bavaria,Intermediate School Degree,0.20622,308,1580,0.18627,0.22618
1988,Bavaria,Technical School Degree,0.03087,46,1580,0.02234,0.03940
1988,Bavaria,Upper Secondary Degree,0.10133,144,1580,0.08645,0.11622
1988,Bavaria,Other Degree,0.02960,175,1580,0.02124,0.03797
1988,Bavaria,"Dropout, No School Degree",0.01043,51,1580,0.00542,0.01545
1988,Berlin,Secondary School Degree,0.49482,132,282,0.43636,0.55328
1988,Berlin,Intermediate School Degree,0.24409,68,282,0.19386,0.29431
1988,Berlin,Upper Secondary Degree,0.14407,40,282,0.10301,0.18513
1988,Berlin,Other Degree,0.03880,42,282,0.01622,0.06139
1989,Schleswig-Holstein,Secondary School Degree,0.57835,160,232,0.51466,0.64203
1989,Schleswig-Holstein,Intermediate School Degree,0.23944,72,232,0.18441,0.29447
1989,Hamburg,Secondary School Degree,0.50083,80,123,0.41210,0.58955
1989,Hamburg,Intermediate School Degree,0.27088,43,123,0.19202,0.34974
1989,Lower Saxony,Secondary School Degree,0.58664,518,937,0.55509,0.61819
1989,Lower Saxony,Intermediate School Degree,0.22789,219,937,0.20101,0.25476
1989,Lower Saxony,Upper Secondary Degree,0.11032,103,937,0.09025,0.13039
1989,Lower Saxony,Other Degree,0.02058,60,937,0.01149,0.02968
1989,Lower Saxony,"Dropout, No School Degree",0.01586,37,937,0.00786,0.02387
1989,Bremen,Secondary School Degree,0.61500,59,59,0.48977,0.74023
1989,North Rhine-Westphalia,Secondary School Degree,0.55412,1176,2554,0.53484,0.57340
1989,North Rhine-Westphalia,Intermediate School Degree,0.19749,454,2554,0.18204,0.21293
1989,North Rhine-Westphalia,Technical School Degree,0.03947,92,2554,0.03191,0.04702
1989,North Rhine-Westphalia,Upper Secondary Degree,0.12759,291,2554,0.11465,0.14053
1989,North Rhine-Westphalia,Other Degree,0.02963,261,2554,0.02305,0.03621
1989,North Rhine-Westphalia,"Dropout, No School Degree",0.02267,161,2554,0.01690,0.02845
1989,North Rhine-Westphalia,No School Degree Yet,0.02478,78,2554,0.01875,0.03081
1989,North Rhine-Westphalia,No School Attended,0.00426,41,2554,0.00173,0.00678
1989,Hesse,Secondary School Degree,0.53748,431,944,0.50565,0.56930
1989,Hesse,Intermediate School Degree,0.20663,169,944,0.18078,0.23247
1989,Hesse,Technical School Degree,0.04373,33,944,0.03068,0.05679
1989,Hesse,Upper Secondary Degree,0.14095,100,944,0.11874,0.16316
1989,Hesse,Other Degree,0.03499,138,944,0.02326,0.04672
1989,Hesse,"Dropout, No School Degree",0.02259,73,944,0.01311,0.03208
1989,"Rhineland-Palatinate, Saarland",Secondary School Degree,0.69258,437,658,0.65730,0.72787
1989,"Rhineland-Palatinate, Saarland",Intermediate School Degree,0.17192,95,658,0.14307,0.20077
1989,"Rhineland-Palatinate, Saarland",Upper Secondary Degree,0.07386,54,658,0.05386,0.09386
1989,"Rhineland-Palatinate, Saarland",Other Degree,0.02112,37,658,0.01013,0.03212
1989,"Rhineland-Palatinate, Saarland","Dropout, No School Degree",0.01664,35,658,0.00686,0.02642
1989,Baden-Wuerttemberg,Secondary School Degree,0.58586,841,1753,0.56280,0.60893
1989,Baden-Wuerttemberg,Intermediate School Degree,0.20105,277,1753,0.18229,0.21982
1989,Baden-Wuerttemberg,Technical School Degree,0.03462,44,1753,0.02606,0.04318
1989,Baden-Wuerttemberg,Upper Secondary Degree,0.09460,126,1753,0.08089,0.10830
1989,Baden-Wuerttemberg,Other Degree,0.03955,266,1753,0.03043,0.04868
1989,Baden-Wuerttemberg,"Dropout, No School Degree",0.02337,154,1753,0.01630,0.03045
1989,Baden-Wuerttemberg,No School Attended,0.00494,45,1753,0.00165,0.00822
1989,Bavaria,Secondary School Degree,0.59134,821,1574,0.56705,0.61563
1989,Bavaria,Intermediate School Degree,0.20069,295,1574,0.18090,0.22048
1989,Bavaria,Technical School Degree,0.03464,51,1574,0.02561,0.04368
1989,Bavaria,Upper Secondary Degree,0.10790,149,1574,0.09257,0.12323
1989,Bavaria,Other Degree,0.03207,170,1574,0.02337,0.04078
1989,Bavaria,"Dropout, No School Degree",0.01096,52,1574,0.00582,0.01611
1989,Bavaria,No School Degree Yet,0.02024,36,1574,0.01328,0.02719
1989,Berlin,Secondary School Degree,0.48663,129,276,0.42756,0.54571
1989,Berlin,Intermediate School Degree,0.22931,61,276,0.17962,0.27900
1989,Berlin,Upper Secondary Degree,0.15499,42,276,0.11222,0.19777
1989,Berlin,Other Degree,0.04748,44,276,0.02235,0.07262
1990,Schleswig-Holstein,Secondary School Degree,0.59279,154,220,0.52772,0.65786
1990,Schleswig-Holstein,Intermediate School Degree,0.23521,66,220,0.17904,0.29138
1990,Hamburg,Secondary School Degree,0.53891,74,109,0.44490,0.63293
1990,Hamburg,Intermediate School Degree,0.25754,35,109,0.17507,0.34001
1990,Lower Saxony,Secondary School Degree,0.57343,501,916,0.54139,0.60548
1990,Lower Saxony,Intermediate School Degree,0.23188,217,916,0.20454,0.25923
1990,Lower Saxony,Upper Secondary Degree,0.11232,105,916,0.09186,0.13278
1990,Lower Saxony,Other Degree,0.02292,59,916,0.01322,0.03261
1990,Lower Saxony,"Dropout, No School Degree",0.01645,34,916,0.00821,0.02470
1990,Bremen,Secondary School Degree,0.61893,57,57,0.49173,0.74613
1990,North Rhine-Westphalia,Secondary School Degree,0.54001,1145,2490,0.52043,0.55959
1990,North Rhine-Westphalia,Intermediate School Degree,0.20889,453,2490,0.19292,0.22486
1990,North Rhine-Westphalia,Technical School Degree,0.04104,92,2490,0.03324,0.04883
1990,North Rhine-Westphalia,Upper Secondary Degree,0.12893,281,2490,0.11577,0.14210
1990,North Rhine-Westphalia,Other Degree,0.03197,255,2490,0.02506,0.03888
1990,North Rhine-Westphalia,"Dropout, No School Degree",0.02521,162,2490,0.01906,0.03137
1990,North Rhine-Westphalia,No School Degree Yet,0.01921,63,2490,0.01382,0.02460
1990,North Rhine-Westphalia,No School Attended,0.00474,39,2490,0.00204,0.00744
1990,Hesse,Secondary School Degree,0.52521,416,923,0.49298,0.55745
1990,Hesse,Intermediate School Degree,0.20699,169,923,0.18083,0.23314
1990,Hesse,Technical School Degree,0.04059,33,923,0.02785,0.05333
1990,Hesse,Upper Secondary Degree,0.14852,103,923,0.12557,0.17148
1990,Hesse,Other Degree,0.03797,135,923,0.02563,0.05030
1990,Hesse,"Dropout, No School Degree",0.02337,67,923,0.01362,0.03312
1990,"Rhineland-Palatinate, Saarland",Secondary School Degree,0.67747,413,631,0.64097,0.71397
1990,"Rhineland-Palatinate, Saarland",Intermediate School Degree,0.16048,90,631,0.13182,0.18914
1990,"Rhineland-Palatinate, Saarland",Upper Secondary Degree,0.08183,54,631,0.06043,0.10324
1990,"Rhineland-Palatinate, Saarland",Other Degree,0.02767,42,631,0.01486,0.04048
1990,"Rhineland-Palatinate, Saarland","Dropout, No School Degree",0.01932,32,631,0.00857,0.03007
1990,Baden-Wuerttemberg,Secondary School Degree,0.57591,835,1731,0.55262,0.59920
1990,Baden-Wuerttemberg,Intermediate School Degree,0.19687,267,1731,0.17813,0.21561
1990,Baden-Wuerttemberg,Technical School Degree,0.03229,42,1731,0.02396,0.04062
1990,Baden-Wuerttemberg,Upper Secondary Degree,0.10704,135,1731,0.09247,0.12161
1990,Baden-Wuerttemberg,Other Degree,0.04436,264,1731,0.03465,0.05406
1990,Baden-Wuerttemberg,"Dropout, No School Degree",0.02472,147,1731,0.01741,0.03204
1990,Baden-Wuerttemberg,No School Attended,0.00474,41,1731,0.00150,0.00798
1990,Bavaria,Secondary School Degree,0.58724,809,1525,0.56252,0.61196
1990,Bavaria,Intermediate School Degree,0.20653,298,1525,0.18621,0.22686
1990,Bavaria,Technical School Degree,0.03649,52,1525,0.02708,0.04591
1990,Bavaria,Upper Secondary Degree,0.10677,149,1525,0.09127,0.12228
1990,Bavaria,Other Degree,0.03281,165,1525,0.02387,0.04175
1990,Bavaria,"Dropout, No School Degree",0.01126,52,1525,0.00596,0.01656
1990,Berlin,Secondary School Degree,0.40395,186,560,0.36328,0.44463
1990,Berlin,Intermediate School Degree,0.32393,214,560,0.28514,0.36272
1990,Berlin,Upper Secondary Degree,0.18300,114,560,0.15095,0.21505
1990,Berlin,Other Degree,0.03433,46,560,0.01924,0.04943
1990,Brandenburg,Secondary School Degree,0.41629,274,704,0.37985,0.45273
1990,Brandenburg,Intermediate School Degree,0.44409,342,704,0.40736,0.48082
1990,Brandenburg,Upper Secondary Degree,0.10712,88,704,0.08426,0.12998
1990,Mecklenburg-Western Pomerania,Secondary School Degree,0.40230,181,480,0.35838,0.44621
1990,Mecklenburg-Western Pomerania,Intermediate School Degree,0.44830,243,480,0.40376,0.49284
