year,pgisced97,quintil_oecd,pgpsbil,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,Post-secondary Non-tertiary Level,1st Quintile,Upper Secondary Degree,0.42254,115,271,0.36362,0.48146
2011,Post-secondary Non-tertiary Level,1st Quintile,Other Degree,0.24337,80,271,0.19218,0.29456
2011,Post-secondary Non-tertiary Level,2nd Quintile,Technical School Degree,0.28566,94,300,0.23445,0.33686
2011,Post-secondary Non-tertiary Level,2nd Quintile,Upper Secondary Degree,0.48250,165,300,0.42586,0.53914
2011,Post-secondary Non-tertiary Level,2nd Quintile,Other Degree,0.16575,41,300,0.12360,0.20790
2011,Post-secondary Non-tertiary Level,3rd Quintile,Technical School Degree,0.35131,107,271,0.29437,0.40825
2011,Post-secondary Non-tertiary Level,3rd Quintile,Upper Secondary Degree,0.48469,164,271,0.42507,0.54430
2011,Post-secondary Non-tertiary Level,4th Quintile,Technical School Degree,0.28166,98,308,0.23134,0.33197
2011,Post-secondary Non-tertiary Level,4th Quintile,Upper Secondary Degree,0.60882,210,308,0.55423,0.66341
2011,Post-secondary Non-tertiary Level,5th Quintile,Technical School Degree,0.27259,99,301,0.22220,0.32298
2011,Post-secondary Non-tertiary Level,5th Quintile,Upper Secondary Degree,0.63796,202,301,0.58357,0.69234
2011,First Stage of Tertiary Education,1st Quintile,Secondary School Degree,0.37994,47,118,0.29199,0.46789
2011,First Stage of Tertiary Education,1st Quintile,Intermediate School Degree,0.40534,71,118,0.31638,0.49430
2011,First Stage of Tertiary Education,2nd Quintile,Secondary School Degree,0.32917,81,217,0.26650,0.39183
2011,First Stage of Tertiary Education,2nd Quintile,Intermediate School Degree,0.41615,136,217,0.35041,0.48189
2011,First Stage of Tertiary Education,3rd Quintile,Secondary School Degree,0.29739,94,269,0.24266,0.35212
2011,First Stage of Tertiary Education,3rd Quintile,Intermediate School Degree,0.43274,136,269,0.37342,0.49206
2011,First Stage of Tertiary Education,3rd Quintile,Technical School Degree,0.10348,39,269,0.06701,0.13994
2011,First Stage of Tertiary Education,4th Quintile,Secondary School Degree,0.24680,81,374,0.20305,0.29056
2011,First Stage of Tertiary Education,4th Quintile,Intermediate School Degree,0.43305,179,374,0.38276,0.48333
2011,First Stage of Tertiary Education,4th Quintile,Technical School Degree,0.11928,52,374,0.08639,0.15218
2011,First Stage of Tertiary Education,4th Quintile,Upper Secondary Degree,0.17201,62,374,0.13371,0.21031
2011,First Stage of Tertiary Education,5th Quintile,Secondary School Degree,0.20324,59,341,0.16046,0.24601
2011,First Stage of Tertiary Education,5th Quintile,Intermediate School Degree,0.48683,165,341,0.43370,0.53996
2011,First Stage of Tertiary Education,5th Quintile,Technical School Degree,0.13546,46,341,0.09908,0.17183
2011,First Stage of Tertiary Education,5th Quintile,Upper Secondary Degree,0.15628,71,341,0.11768,0.19487
2011,Second Stage of Tertiary Education,1st Quintile,Intermediate School Degree,0.13246,47,287,0.09318,0.17175
2011,Second Stage of Tertiary Education,1st Quintile,Upper Secondary Degree,0.50341,162,287,0.44547,0.56136
2011,Second Stage of Tertiary Education,1st Quintile,Other Degree,0.21570,78,287,0.16803,0.26337
2011,Second Stage of Tertiary Education,2nd Quintile,Secondary School Degree,0.10743,33,490,0.07998,0.13488
2011,Second Stage of Tertiary Education,2nd Quintile,Intermediate School Degree,0.16765,88,490,0.13454,0.20075
2011,Second Stage of Tertiary Education,2nd Quintile,Technical School Degree,0.12404,57,490,0.09482,0.15325
2011,Second Stage of Tertiary Education,2nd Quintile,Upper Secondary Degree,0.45980,259,490,0.41562,0.50397
2011,Second Stage of Tertiary Education,2nd Quintile,Other Degree,0.13840,53,490,0.10779,0.16900
2011,Second Stage of Tertiary Education,3rd Quintile,Secondary School Degree,0.08843,39,734,0.06788,0.10899
2011,Second Stage of Tertiary Education,3rd Quintile,Intermediate School Degree,0.17001,121,734,0.14282,0.19720
2011,Second Stage of Tertiary Education,3rd Quintile,Technical School Degree,0.15045,80,734,0.12457,0.17634
2011,Second Stage of Tertiary Education,3rd Quintile,Upper Secondary Degree,0.52312,448,734,0.48696,0.55928
2011,Second Stage of Tertiary Education,3rd Quintile,Other Degree,0.06798,46,734,0.04976,0.08621
2011,Second Stage of Tertiary Education,4th Quintile,Intermediate School Degree,0.16054,173,1083,0.13867,0.18241
2011,Second Stage of Tertiary Education,4th Quintile,Technical School Degree,0.12358,102,1083,0.10397,0.14319
2011,Second Stage of Tertiary Education,4th Quintile,Upper Secondary Degree,0.63931,747,1083,0.61070,0.66792
2011,Second Stage of Tertiary Education,4th Quintile,Other Degree,0.05243,61,1083,0.03915,0.06571
2011,Second Stage of Tertiary Education,5th Quintile,Secondary School Degree,0.01549,31,2259,0.01040,0.02058
2011,Second Stage of Tertiary Education,5th Quintile,Intermediate School Degree,0.07693,174,2259,0.06594,0.08792
2011,Second Stage of Tertiary Education,5th Quintile,Technical School Degree,0.11709,223,2259,0.10383,0.13035
2011,Second Stage of Tertiary Education,5th Quintile,Upper Secondary Degree,0.74360,1744,2259,0.72559,0.76161
2011,Second Stage of Tertiary Education,5th Quintile,Other Degree,0.04609,87,2259,0.03744,0.05474
2012,Primary Level,1st Quintile,Other Degree,0.17017,42,240,0.12252,0.21781
2012,Primary Level,1st Quintile,"Dropout, No School Degree",0.81890,198,240,0.77007,0.86772
2012,Primary Level,2nd Quintile,"Dropout, No School Degree",0.89240,46,46,0.80187,0.98294
2012,Lower Secondary Level,1st Quintile,Secondary School Degree,0.62416,696,1128,0.59588,0.65244
2012,Lower Secondary Level,1st Quintile,Intermediate School Degree,0.18455,253,1128,0.16190,0.20720
2012,Lower Secondary Level,1st Quintile,Other Degree,0.19129,179,1128,0.16833,0.21425
2012,Lower Secondary Level,2nd Quintile,Secondary School Degree,0.63778,403,668,0.60130,0.67426
2012,Lower Secondary Level,2nd Quintile,Intermediate School Degree,0.19462,170,668,0.16458,0.22467
2012,Lower Secondary Level,2nd Quintile,Other Degree,0.16760,95,668,0.13925,0.19594
2012,Lower Secondary Level,3rd Quintile,Secondary School Degree,0.62961,270,465,0.58567,0.67355
2012,Lower Secondary Level,3rd Quintile,Intermediate School Degree,0.25990,151,465,0.21999,0.29980
2012,Lower Secondary Level,3rd Quintile,Other Degree,0.11049,44,465,0.08196,0.13902
2012,Lower Secondary Level,4th Quintile,Secondary School Degree,0.53334,149,265,0.47316,0.59352
2012,Lower Secondary Level,4th Quintile,Intermediate School Degree,0.34803,116,265,0.29057,0.40550
2012,Lower Secondary Level,5th Quintile,Secondary School Degree,0.41293,58,114,0.32215,0.50371
2012,Lower Secondary Level,5th Quintile,Intermediate School Degree,0.41579,56,114,0.32492,0.50667
2012,Upper Secondary Level,1st Quintile,Secondary School Degree,0.48393,1229,2802,0.46542,0.50244
2012,Upper Secondary Level,1st Quintile,Intermediate School Degree,0.30316,1063,2802,0.28614,0.32018
2012,Upper Secondary Level,1st Quintile,Technical School Degree,0.00785,37,2802,0.00458,0.01112
2012,Upper Secondary Level,1st Quintile,Upper Secondary Degree,0.10139,204,2802,0.09021,0.11257
2012,Upper Secondary Level,1st Quintile,Other Degree,0.09341,230,2802,0.08263,0.10419
2012,Upper Secondary Level,1st Quintile,"Dropout, No School Degree",0.01026,39,2802,0.00652,0.01399
2012,Upper Secondary Level,2nd Quintile,Secondary School Degree,0.53664,1312,2815,0.51822,0.55507
2012,Upper Secondary Level,2nd Quintile,Intermediate School Degree,0.34670,1251,2815,0.32912,0.36429
2012,Upper Secondary Level,2nd Quintile,Upper Secondary Degree,0.03932,96,2815,0.03213,0.04650
2012,Upper Secondary Level,2nd Quintile,Other Degree,0.05567,156,2815,0.04720,0.06414
2012,Upper Secondary Level,3rd Quintile,Secondary School Degree,0.45008,1027,2496,0.43056,0.46961
2012,Upper Secondary Level,3rd Quintile,Intermediate School Degree,0.43714,1270,2496,0.41767,0.45660
2012,Upper Secondary Level,3rd Quintile,Upper Secondary Degree,0.04154,113,2496,0.03371,0.04937
2012,Upper Secondary Level,3rd Quintile,Other Degree,0.05292,86,2496,0.04414,0.06171
2012,Upper Secondary Level,4th Quintile,Secondary School Degree,0.43888,899,2235,0.41830,0.45946
2012,Upper Secondary Level,4th Quintile,Intermediate School Degree,0.45883,1154,2235,0.43816,0.47949
2012,Upper Secondary Level,4th Quintile,Upper Secondary Degree,0.05495,125,2235,0.04550,0.06440
2012,Upper Secondary Level,4th Quintile,Other Degree,0.03405,57,2235,0.02653,0.04157
2012,Upper Secondary Level,5th Quintile,Secondary School Degree,0.35740,521,1637,0.33418,0.38062
2012,Upper Secondary Level,5th Quintile,Intermediate School Degree,0.51463,933,1637,0.49041,0.53885
2012,Upper Secondary Level,5th Quintile,Upper Secondary Degree,0.08399,147,1637,0.07055,0.09743
2012,Upper Secondary Level,5th Quintile,Other Degree,0.03435,36,1637,0.02553,0.04318
2012,Post-secondary Non-tertiary Level,1st Quintile,Technical School Degree,0.20572,91,318,0.16122,0.25022
2012,Post-secondary Non-tertiary Level,1st Quintile,Upper Secondary Degree,0.51845,141,318,0.46345,0.57346
2012,Post-secondary Non-tertiary Level,1st Quintile,Other Degree,0.25449,86,318,0.20654,0.30244
2012,Post-secondary Non-tertiary Level,2nd Quintile,Technical School Degree,0.29053,108,319,0.24063,0.34043
2012,Post-secondary Non-tertiary Level,2nd Quintile,Upper Secondary Degree,0.45507,161,319,0.40033,0.50980
2012,Post-secondary Non-tertiary Level,2nd Quintile,Other Degree,0.23642,50,319,0.18972,0.28312
2012,Post-secondary Non-tertiary Level,3rd Quintile,Technical School Degree,0.33833,122,385,0.29101,0.38565
2012,Post-secondary Non-tertiary Level,3rd Quintile,Upper Secondary Degree,0.53795,224,385,0.48809,0.58782
2012,Post-secondary Non-tertiary Level,3rd Quintile,Other Degree,0.09320,39,385,0.06412,0.12228
2012,Post-secondary Non-tertiary Level,4th Quintile,Technical School Degree,0.35388,119,368,0.30496,0.40281
2012,Post-secondary Non-tertiary Level,4th Quintile,Upper Secondary Degree,0.53297,249,368,0.48193,0.58402
2012,Post-secondary Non-tertiary Level,5th Quintile,Technical School Degree,0.32643,112,319,0.27489,0.37797
2012,Post-secondary Non-tertiary Level,5th Quintile,Upper Secondary Degree,0.55372,207,319,0.49908,0.60836
2012,First Stage of Tertiary Education,1st Quintile,Secondary School Degree,0.33459,48,125,0.25154,0.41765
2012,First Stage of Tertiary Education,1st Quintile,Intermediate School Degree,0.36408,77,125,0.27938,0.44877
2012,First Stage of Tertiary Education,2nd Quintile,Secondary School Degree,0.35051,89,233,0.28911,0.41191
2012,First Stage of Tertiary Education,2nd Quintile,Intermediate School Degree,0.42587,144,233,0.36224,0.48950
2012,First Stage of Tertiary Education,3rd Quintile,Secondary School Degree,0.29556,108,366,0.24875,0.34237
2012,First Stage of Tertiary Education,3rd Quintile,Intermediate School Degree,0.44614,162,366,0.39515,0.49714
2012,First Stage of Tertiary Education,3rd Quintile,Technical School Degree,0.09941,43,366,0.06872,0.13011
2012,First Stage of Tertiary Education,3rd Quintile,Upper Secondary Degree,0.13402,53,366,0.09907,0.16897
2012,First Stage of Tertiary Education,4th Quintile,Secondary School Degree,0.20987,91,404,0.17011,0.24962
2012,First Stage of Tertiary Education,4th Quintile,Intermediate School Degree,0.45951,190,404,0.41085,0.50817
2012,First Stage of Tertiary Education,4th Quintile,Technical School Degree,0.13987,56,404,0.10601,0.17374
2012,First Stage of Tertiary Education,4th Quintile,Upper Secondary Degree,0.17729,67,404,0.14000,0.21458
2012,First Stage of Tertiary Education,5th Quintile,Secondary School Degree,0.19646,65,387,0.15682,0.23610
2012,First Stage of Tertiary Education,5th Quintile,Intermediate School Degree,0.43261,186,387,0.38318,0.48204
2012,First Stage of Tertiary Education,5th Quintile,Technical School Degree,0.13400,56,387,0.10001,0.16798
2012,First Stage of Tertiary Education,5th Quintile,Upper Secondary Degree,0.21556,80,387,0.17453,0.25658
2012,Second Stage of Tertiary Education,1st Quintile,Intermediate School Degree,0.12621,56,381,0.09282,0.15960
2012,Second Stage of Tertiary Education,1st Quintile,Technical School Degree,0.05358,31,381,0.03094,0.07622
2012,Second Stage of Tertiary Education,1st Quintile,Upper Secondary Degree,0.55997,207,381,0.51006,0.60988
2012,Second Stage of Tertiary Education,1st Quintile,Other Degree,0.23517,87,381,0.19253,0.27781
2012,Second Stage of Tertiary Education,2nd Quintile,Secondary School Degree,0.08306,35,554,0.06006,0.10606
2012,Second Stage of Tertiary Education,2nd Quintile,Intermediate School Degree,0.14404,98,554,0.11478,0.17331
2012,Second Stage of Tertiary Education,2nd Quintile,Technical School Degree,0.14448,73,554,0.11517,0.17378
2012,Second Stage of Tertiary Education,2nd Quintile,Upper Secondary Degree,0.42792,279,554,0.38668,0.46916
2012,Second Stage of Tertiary Education,2nd Quintile,Other Degree,0.20050,69,554,0.16713,0.23387
2012,Second Stage of Tertiary Education,3rd Quintile,Secondary School Degree,0.06083,38,838,0.04464,0.07703
2012,Second Stage of Tertiary Education,3rd Quintile,Intermediate School Degree,0.12882,116,838,0.10612,0.15152
2012,Second Stage of Tertiary Education,3rd Quintile,Technical School Degree,0.13326,90,838,0.11023,0.15628
2012,Second Stage of Tertiary Education,3rd Quintile,Upper Secondary Degree,0.57207,537,838,0.53855,0.60559
2012,Second Stage of Tertiary Education,3rd Quintile,Other Degree,0.10208,57,838,0.08157,0.12259
2012,Second Stage of Tertiary Education,4th Quintile,Secondary School Degree,0.03591,36,1273,0.02569,0.04614
2012,Second Stage of Tertiary Education,4th Quintile,Intermediate School Degree,0.14793,172,1273,0.12842,0.16745
2012,Second Stage of Tertiary Education,4th Quintile,Technical School Degree,0.16782,147,1273,0.14728,0.18836
2012,Second Stage of Tertiary Education,4th Quintile,Upper Secondary Degree,0.58989,852,1273,0.56286,0.61692
2012,Second Stage of Tertiary Education,4th Quintile,Other Degree,0.05844,66,1273,0.04555,0.07133
2012,Second Stage of Tertiary Education,5th Quintile,Secondary School Degree,0.01466,36,2554,0.00999,0.01932
2012,Second Stage of Tertiary Education,5th Quintile,Intermediate School Degree,0.08685,222,2554,0.07592,0.09777
2012,Second Stage of Tertiary Education,5th Quintile,Technical School Degree,0.11569,259,2554,0.10328,0.12809
2012,Second Stage of Tertiary Education,5th Quintile,Upper Secondary Degree,0.73446,1939,2554,0.71733,0.75159
2012,Second Stage of Tertiary Education,5th Quintile,Other Degree,0.04713,98,2554,0.03891,0.05535
2013,Primary Level,1st Quintile,Other Degree,0.17609,39,220,0.12564,0.22654
2013,Primary Level,1st Quintile,"Dropout, No School Degree",0.81595,181,220,0.76462,0.86727
2013,Primary Level,2nd Quintile,"Dropout, No School Degree",0.86306,51,51,0.76776,0.95835
2013,Lower Secondary Level,1st Quintile,Secondary School Degree,0.66848,669,1083,0.64043,0.69653
2013,Lower Secondary Level,1st Quintile,Intermediate School Degree,0.20824,251,1083,0.18405,0.23244
2013,Lower Secondary Level,1st Quintile,Other Degree,0.12327,163,1083,0.10368,0.14286
2013,Lower Secondary Level,2nd Quintile,Secondary School Degree,0.69483,467,752,0.66190,0.72777
2013,Lower Secondary Level,2nd Quintile,Intermediate School Degree,0.18784,198,752,0.15990,0.21577
2013,Lower Secondary Level,2nd Quintile,Other Degree,0.11733,87,752,0.09432,0.14035
2013,Lower Secondary Level,3rd Quintile,Secondary School Degree,0.61993,258,447,0.57488,0.66498
2013,Lower Secondary Level,3rd Quintile,Intermediate School Degree,0.26654,144,447,0.22551,0.30758
2013,Lower Secondary Level,3rd Quintile,Other Degree,0.11352,45,447,0.08408,0.14296
2013,Lower Secondary Level,4th Quintile,Secondary School Degree,0.52741,149,266,0.46730,0.58752
2013,Lower Secondary Level,4th Quintile,Intermediate School Degree,0.38592,117,266,0.32730,0.44453
2013,Lower Secondary Level,5th Quintile,Secondary School Degree,0.39013,52,133,0.30691,0.47334
2013,Lower Secondary Level,5th Quintile,Intermediate School Degree,0.48310,81,133,0.39785,0.56835
2013,Upper Secondary Level,1st Quintile,Secondary School Degree,0.49281,1149,2707,0.47397,0.51165
2013,Upper Secondary Level,1st Quintile,Intermediate School Degree,0.31718,1047,2707,0.29965,0.33472
2013,Upper Secondary Level,1st Quintile,Technical School Degree,0.00876,40,2707,0.00525,0.01227
2013,Upper Secondary Level,1st Quintile,Upper Secondary Degree,0.09854,200,2707,0.08731,0.10977
2013,Upper Secondary Level,1st Quintile,Other Degree,0.06737,234,2707,0.05792,0.07681
2013,Upper Secondary Level,1st Quintile,"Dropout, No School Degree",0.01470,37,2707,0.01017,0.01924
2013,Upper Secondary Level,2nd Quintile,Secondary School Degree,0.51119,1288,2894,0.49297,0.52940
2013,Upper Secondary Level,2nd Quintile,Intermediate School Degree,0.37576,1312,2894,0.35812,0.39341
2013,Upper Secondary Level,2nd Quintile,Upper Secondary Degree,0.04795,135,2894,0.04016,0.05573
2013,Upper Secondary Level,2nd Quintile,Other Degree,0.04466,159,2894,0.03713,0.05219
2013,Upper Secondary Level,3rd Quintile,Secondary School Degree,0.48467,1115,2578,0.46537,0.50396
2013,Upper Secondary Level,3rd Quintile,Intermediate School Degree,0.43137,1260,2578,0.41225,0.45050
2013,Upper Secondary Level,3rd Quintile,Upper Secondary Degree,0.03904,124,2578,0.03156,0.04652
2013,Upper Secondary Level,3rd Quintile,Other Degree,0.02691,79,2578,0.02066,0.03316
2013,Upper Secondary Level,4th Quintile,Secondary School Degree,0.43897,922,2269,0.41854,0.45939
2013,Upper Secondary Level,4th Quintile,Intermediate School Degree,0.46632,1165,2269,0.44578,0.48685
