year,bula_h,regtyp,pgpsbil,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,Bavaria,Urban regions,Secondary School Degree,0.34291,519,1436,0.31835,0.36747
2007,Bavaria,Urban regions,Intermediate School Degree,0.19916,367,1436,0.17850,0.21982
2007,Bavaria,Urban regions,Technical School Degree,0.04101,87,1436,0.03075,0.05127
2007,Bavaria,Urban regions,Upper Secondary Degree,0.15190,327,1436,0.13333,0.17047
2007,Bavaria,Urban regions,Other Degree,0.06774,98,1436,0.05474,0.08074
2007,Bavaria,Urban regions,No School Degree Yet,0.01731,38,1436,0.01056,0.02405
2007,Bavaria,Rural regions,Secondary School Degree,0.43005,708,1484,0.40486,0.45525
2007,Bavaria,Rural regions,Intermediate School Degree,0.18317,373,1484,0.16349,0.20286
2007,Bavaria,Rural regions,Technical School Degree,0.04141,72,1484,0.03127,0.05155
2007,Bavaria,Rural regions,Upper Secondary Degree,0.09397,233,1484,0.07912,0.10882
2007,Bavaria,Rural regions,Other Degree,0.04900,66,1484,0.03801,0.05999
2007,Bavaria,Rural regions,No School Degree Yet,0.01245,32,1484,0.00681,0.01809
2007,Berlin,Urban regions,Secondary School Degree,0.16698,128,711,0.13955,0.19441
2007,Berlin,Urban regions,Intermediate School Degree,0.30096,252,711,0.26722,0.33470
2007,Berlin,Urban regions,Technical School Degree,0.04130,43,711,0.02667,0.05594
2007,Berlin,Urban regions,Upper Secondary Degree,0.24603,251,711,0.21435,0.27771
2007,Berlin,Urban regions,Other Degree,0.05666,37,711,0.03965,0.07366
2007,Brandenburg,Rural regions,Secondary School Degree,0.25191,213,736,0.22053,0.28329
2007,Brandenburg,Rural regions,Intermediate School Degree,0.38220,342,736,0.34707,0.41733
2007,Brandenburg,Rural regions,Technical School Degree,0.03633,32,736,0.02280,0.04986
2007,Brandenburg,Rural regions,Upper Secondary Degree,0.13676,149,736,0.11192,0.16160
2007,Mecklenburg-Western Pomerania,Rural regions,Secondary School Degree,0.27487,114,398,0.23095,0.31878
2007,Mecklenburg-Western Pomerania,Rural regions,Intermediate School Degree,0.43362,212,398,0.38487,0.48237
2007,Mecklenburg-Western Pomerania,Rural regions,Upper Secondary Degree,0.09854,72,398,0.06922,0.12786
2007,Saxony,Urban regions,Secondary School Degree,0.25444,189,716,0.22251,0.28636
2007,Saxony,Urban regions,Intermediate School Degree,0.33854,332,716,0.30386,0.37323
2007,Saxony,Urban regions,Upper Secondary Degree,0.21606,195,716,0.18589,0.24622
2007,Saxony,Rural regions,Secondary School Degree,0.24434,195,711,0.21273,0.27594
2007,Saxony,Rural regions,Intermediate School Degree,0.45520,378,711,0.41857,0.49183
2007,Saxony,Rural regions,Upper Secondary Degree,0.12572,138,711,0.10133,0.15011
2007,Saxony-Anhalt,Urban regions,Secondary School Degree,0.20704,33,149,0.14176,0.27232
2007,Saxony-Anhalt,Urban regions,Intermediate School Degree,0.29744,57,149,0.22379,0.37109
2007,Saxony-Anhalt,Urban regions,Upper Secondary Degree,0.31182,59,149,0.23718,0.38645
2007,Saxony-Anhalt,Rural regions,Secondary School Degree,0.30598,220,677,0.27124,0.34072
2007,Saxony-Anhalt,Rural regions,Intermediate School Degree,0.36123,297,677,0.32501,0.39744
2007,Saxony-Anhalt,Rural regions,Upper Secondary Degree,0.12744,129,677,0.10230,0.15258
2007,Saxony-Anhalt,Rural regions,No School Degree Yet,0.03674,31,677,0.02256,0.05092
2007,Thuringa,Urban regions,Secondary School Degree,0.31700,85,243,0.25838,0.37563
2007,Thuringa,Urban regions,Intermediate School Degree,0.35825,101,243,0.29784,0.41867
2007,Thuringa,Urban regions,Upper Secondary Degree,0.12524,57,243,0.08354,0.16695
2007,Thuringa,Rural regions,Secondary School Degree,0.31439,216,616,0.27769,0.35108
2007,Thuringa,Rural regions,Intermediate School Degree,0.42443,308,616,0.38537,0.46349
2007,Thuringa,Rural regions,Upper Secondary Degree,0.09271,92,616,0.06978,0.11563
2008,Schleswig-Holstein,Urban regions,Secondary School Degree,0.27686,72,190,0.21307,0.34066
2008,Schleswig-Holstein,Urban regions,Intermediate School Degree,0.19640,62,190,0.13976,0.25304
2008,Schleswig-Holstein,Urban regions,Upper Secondary Degree,0.20354,56,190,0.14614,0.26095
2008,Schleswig-Holstein,Rural regions,Secondary School Degree,0.35704,131,285,0.30131,0.41276
2008,Schleswig-Holstein,Rural regions,Intermediate School Degree,0.21665,92,285,0.16874,0.26456
2008,Schleswig-Holstein,Rural regions,Upper Secondary Degree,0.14052,62,285,0.10010,0.18094
2008,Hamburg,Urban regions,Secondary School Degree,0.27528,64,234,0.21793,0.33264
2008,Hamburg,Urban regions,Intermediate School Degree,0.23190,76,234,0.17771,0.28609
2008,Hamburg,Urban regions,Upper Secondary Degree,0.24113,94,234,0.18620,0.29605
2008,Lower Saxony,Urban regions,Secondary School Degree,0.28477,247,788,0.25324,0.31631
2008,Lower Saxony,Urban regions,Intermediate School Degree,0.24495,248,788,0.21491,0.27500
2008,Lower Saxony,Urban regions,Technical School Degree,0.03723,41,788,0.02400,0.05046
2008,Lower Saxony,Urban regions,Upper Secondary Degree,0.20685,221,788,0.17855,0.23515
2008,Lower Saxony,Urban regions,No School Degree Yet,0.02396,31,788,0.01327,0.03464
2008,Lower Saxony,Rural regions,Secondary School Degree,0.35088,371,900,0.31969,0.38208
2008,Lower Saxony,Rural regions,Intermediate School Degree,0.26912,295,900,0.24013,0.29811
2008,Lower Saxony,Rural regions,Technical School Degree,0.03400,47,900,0.02215,0.04585
2008,Lower Saxony,Rural regions,Upper Secondary Degree,0.09386,114,900,0.07479,0.11292
2008,Lower Saxony,Rural regions,Other Degree,0.03903,39,900,0.02637,0.05169
2008,Lower Saxony,Rural regions,No School Degree Yet,0.03138,34,900,0.01998,0.04277
2008,Bremen,Urban regions,Secondary School Degree,0.32299,38,117,0.23789,0.40809
2008,Bremen,Urban regions,Intermediate School Degree,0.26409,45,117,0.18387,0.34432
2008,Bremen,Urban regions,Upper Secondary Degree,0.15379,34,117,0.08814,0.21944
2008,North Rhine-Westphalia,Urban regions,Secondary School Degree,0.32045,1336,3771,0.30555,0.33535
2008,North Rhine-Westphalia,Urban regions,Intermediate School Degree,0.18537,855,3771,0.17297,0.19778
2008,North Rhine-Westphalia,Urban regions,Technical School Degree,0.06139,300,3771,0.05373,0.06905
2008,North Rhine-Westphalia,Urban regions,Upper Secondary Degree,0.15588,869,3771,0.14430,0.16746
2008,North Rhine-Westphalia,Urban regions,Other Degree,0.06405,250,3771,0.05623,0.07187
2008,North Rhine-Westphalia,Urban regions,"Dropout, No School Degree",0.01469,51,3771,0.01085,0.01853
2008,North Rhine-Westphalia,Urban regions,No School Degree Yet,0.02079,110,3771,0.01624,0.02535
2008,North Rhine-Westphalia,Rural regions,Secondary School Degree,0.28603,42,42,0.14770,0.42436
2008,Hesse,Urban regions,Secondary School Degree,0.25647,311,1039,0.22991,0.28304
2008,Hesse,Urban regions,Intermediate School Degree,0.18973,289,1039,0.16588,0.21359
2008,Hesse,Urban regions,Technical School Degree,0.03216,55,1039,0.02143,0.04290
2008,Hesse,Urban regions,Upper Secondary Degree,0.20873,313,1039,0.18400,0.23345
2008,Hesse,Urban regions,Other Degree,0.08140,71,1039,0.06476,0.09803
2008,Hesse,Rural regions,Secondary School Degree,0.33914,87,155,0.26437,0.41391
2008,Hesse,Rural regions,Intermediate School Degree,0.26027,68,155,0.19097,0.32957
2008,"Rhineland-Palatinate, Saarland",Urban regions,Secondary School Degree,0.37707,361,780,0.34304,0.41111
2008,"Rhineland-Palatinate, Saarland",Urban regions,Intermediate School Degree,0.17534,167,780,0.14864,0.20205
2008,"Rhineland-Palatinate, Saarland",Urban regions,Technical School Degree,0.03989,44,780,0.02615,0.05364
2008,"Rhineland-Palatinate, Saarland",Urban regions,Upper Secondary Degree,0.10611,155,780,0.08448,0.12774
2008,"Rhineland-Palatinate, Saarland",Urban regions,Other Degree,0.06285,53,780,0.04581,0.07990
2008,"Rhineland-Palatinate, Saarland",Rural regions,Secondary School Degree,0.50380,144,209,0.43585,0.57175
2008,"Rhineland-Palatinate, Saarland",Rural regions,Intermediate School Degree,0.17352,65,209,0.12205,0.22498
2008,Baden-Wuerttemberg,Urban regions,Secondary School Degree,0.29268,715,2089,0.27316,0.31219
2008,Baden-Wuerttemberg,Urban regions,Intermediate School Degree,0.20058,532,2089,0.18341,0.21776
2008,Baden-Wuerttemberg,Urban regions,Technical School Degree,0.03978,114,2089,0.03140,0.04816
2008,Baden-Wuerttemberg,Urban regions,Upper Secondary Degree,0.15223,432,2089,0.13682,0.16764
2008,Baden-Wuerttemberg,Urban regions,Other Degree,0.08249,188,2089,0.07069,0.09430
2008,Baden-Wuerttemberg,Urban regions,"Dropout, No School Degree",0.01872,35,2089,0.01291,0.02454
2008,Baden-Wuerttemberg,Urban regions,No School Degree Yet,0.02410,73,2089,0.01752,0.03067
2008,Baden-Wuerttemberg,Rural regions,Secondary School Degree,0.28597,72,168,0.21744,0.35451
2008,Baden-Wuerttemberg,Rural regions,Intermediate School Degree,0.22544,58,168,0.16206,0.28882
2008,Baden-Wuerttemberg,Rural regions,Upper Secondary Degree,0.10835,38,168,0.06121,0.15549
2008,Bavaria,Urban regions,Secondary School Degree,0.34317,484,1326,0.31761,0.36874
2008,Bavaria,Urban regions,Intermediate School Degree,0.20188,329,1326,0.18027,0.22349
2008,Bavaria,Urban regions,Technical School Degree,0.04627,84,1326,0.03496,0.05758
2008,Bavaria,Urban regions,Upper Secondary Degree,0.15743,313,1326,0.13782,0.17704
2008,Bavaria,Urban regions,Other Degree,0.06226,79,1326,0.04925,0.07527
2008,Bavaria,Urban regions,No School Degree Yet,0.01224,37,1326,0.00632,0.01816
2008,Bavaria,Rural regions,Secondary School Degree,0.41745,659,1384,0.39146,0.44345
2008,Bavaria,Rural regions,Intermediate School Degree,0.18428,349,1384,0.16384,0.20471
2008,Bavaria,Rural regions,Technical School Degree,0.04685,70,1384,0.03571,0.05798
2008,Bavaria,Rural regions,Upper Secondary Degree,0.09873,216,1384,0.08301,0.11445
2008,Bavaria,Rural regions,Other Degree,0.04605,58,1384,0.03501,0.05710
2008,Bavaria,Rural regions,No School Degree Yet,0.01351,32,1384,0.00742,0.01959
2008,Berlin,Urban regions,Secondary School Degree,0.16835,120,677,0.14014,0.19655
2008,Berlin,Urban regions,Intermediate School Degree,0.30213,240,677,0.26751,0.33674
2008,Berlin,Urban regions,Technical School Degree,0.04446,42,677,0.02893,0.06000
2008,Berlin,Urban regions,Upper Secondary Degree,0.25235,243,677,0.21960,0.28509
2008,Berlin,Urban regions,Other Degree,0.04504,32,677,0.02940,0.06067
2008,Brandenburg,Rural regions,Secondary School Degree,0.25079,209,679,0.21816,0.28342
2008,Brandenburg,Rural regions,Intermediate School Degree,0.39133,332,679,0.35459,0.42807
2008,Brandenburg,Rural regions,Upper Secondary Degree,0.12831,138,679,0.10313,0.15348
2008,Mecklenburg-Western Pomerania,Rural regions,Secondary School Degree,0.25705,107,378,0.21294,0.30116
2008,Mecklenburg-Western Pomerania,Rural regions,Intermediate School Degree,0.43283,200,378,0.38281,0.48284
2008,Mecklenburg-Western Pomerania,Rural regions,Upper Secondary Degree,0.10189,71,378,0.07135,0.13242
2008,Saxony,Urban regions,Secondary School Degree,0.24054,179,685,0.20851,0.27257
2008,Saxony,Urban regions,Intermediate School Degree,0.34903,320,685,0.31331,0.38475
2008,Saxony,Urban regions,Upper Secondary Degree,0.22148,186,685,0.19036,0.25260
2008,Saxony,Rural regions,Secondary School Degree,0.22260,177,657,0.19077,0.25444
2008,Saxony,Rural regions,Intermediate School Degree,0.45280,355,657,0.41471,0.49089
2008,Saxony,Rural regions,Upper Secondary Degree,0.11889,125,657,0.09412,0.14365
2008,Saxony-Anhalt,Urban regions,Secondary School Degree,0.21658,32,152,0.15088,0.28228
2008,Saxony-Anhalt,Urban regions,Intermediate School Degree,0.29427,58,152,0.22158,0.36696
2008,Saxony-Anhalt,Urban regions,Upper Secondary Degree,0.31356,62,152,0.23956,0.38756
2008,Saxony-Anhalt,Rural regions,Secondary School Degree,0.30852,199,593,0.27131,0.34573
2008,Saxony-Anhalt,Rural regions,Intermediate School Degree,0.37906,280,593,0.33997,0.41814
2008,Saxony-Anhalt,Rural regions,Upper Secondary Degree,0.11376,114,593,0.08818,0.13934
2008,Thuringa,Urban regions,Secondary School Degree,0.29861,84,237,0.24022,0.35700
2008,Thuringa,Urban regions,Intermediate School Degree,0.33427,94,237,0.27409,0.39446
2008,Thuringa,Urban regions,Upper Secondary Degree,0.15328,59,237,0.10732,0.19925
2008,Thuringa,Rural regions,Secondary School Degree,0.31257,204,578,0.27474,0.35039
2008,Thuringa,Rural regions,Intermediate School Degree,0.42816,288,578,0.38778,0.46853
2008,Thuringa,Rural regions,Upper Secondary Degree,0.08835,86,578,0.06519,0.11151
2009,Schleswig-Holstein,Urban regions,Secondary School Degree,0.28207,63,163,0.21277,0.35137
2009,Schleswig-Holstein,Urban regions,Intermediate School Degree,0.20626,58,163,0.14396,0.26857
2009,Schleswig-Holstein,Urban regions,Upper Secondary Degree,0.14037,42,163,0.08688,0.19386
2009,Schleswig-Holstein,Rural regions,Secondary School Degree,0.34260,117,268,0.28567,0.39952
2009,Schleswig-Holstein,Rural regions,Intermediate School Degree,0.23489,89,268,0.18404,0.28574
2009,Schleswig-Holstein,Rural regions,Upper Secondary Degree,0.13505,62,268,0.09406,0.17605
2009,Hamburg,Urban regions,Secondary School Degree,0.25267,56,226,0.19589,0.30945
2009,Hamburg,Urban regions,Intermediate School Degree,0.24351,72,226,0.18743,0.29959
2009,Hamburg,Urban regions,Upper Secondary Degree,0.30490,98,226,0.24475,0.36506
2009,Lower Saxony,Urban regions,Secondary School Degree,0.27862,226,704,0.24548,0.31176
2009,Lower Saxony,Urban regions,Intermediate School Degree,0.24989,225,704,0.21789,0.28189
2009,Lower Saxony,Urban regions,Technical School Degree,0.04516,40,704,0.02981,0.06051
2009,Lower Saxony,Urban regions,Upper Secondary Degree,0.20883,213,704,0.17878,0.23887
2009,Lower Saxony,Rural regions,Secondary School Degree,0.33320,343,793,0.30037,0.36603
2009,Lower Saxony,Rural regions,Intermediate School Degree,0.29837,289,793,0.26651,0.33024
2009,Lower Saxony,Rural regions,Technical School Degree,0.03551,47,793,0.02262,0.04840
2009,Lower Saxony,Rural regions,Upper Secondary Degree,0.10291,114,793,0.08175,0.12407
2009,Bremen,Urban regions,Secondary School Degree,0.33692,33,74,0.22849,0.44534
2009,Bremen,Urban regions,Intermediate School Degree,0.27867,41,74,0.17582,0.38152
2009,North Rhine-Westphalia,Urban regions,Secondary School Degree,0.31458,1228,3482,0.29916,0.33001
2009,North Rhine-Westphalia,Urban regions,Intermediate School Degree,0.18300,780,3482,0.17015,0.19584
2009,North Rhine-Westphalia,Urban regions,Technical School Degree,0.06130,273,3482,0.05333,0.06927
2009,North Rhine-Westphalia,Urban regions,Upper Secondary Degree,0.16272,818,3482,0.15045,0.17498
2009,North Rhine-Westphalia,Urban regions,Other Degree,0.06191,218,3482,0.05390,0.06991
2009,North Rhine-Westphalia,Urban regions,"Dropout, No School Degree",0.01319,43,3482,0.00940,0.01698
2009,North Rhine-Westphalia,Urban regions,No School Degree Yet,0.02680,122,3482,0.02143,0.03216
2009,North Rhine-Westphalia,Rural regions,Secondary School Degree,0.30790,42,42,0.16660,0.44920
2009,Hesse,Urban regions,Secondary School Degree,0.23756,263,946,0.21042,0.26469
2009,Hesse,Urban regions,Intermediate School Degree,0.19769,261,946,0.17229,0.22308
2009,Hesse,Urban regions,Technical School Degree,0.03227,55,946,0.02101,0.04354
2009,Hesse,Urban regions,Upper Secondary Degree,0.21884,305,946,0.19248,0.24520
2009,Hesse,Urban regions,Other Degree,0.07679,62,946,0.05982,0.09377
2009,Hesse,Rural regions,Secondary School Degree,0.33201,84,181,0.26321,0.40081
2009,Hesse,Rural regions,Intermediate School Degree,0.26522,65,181,0.20073,0.32971
2009,Hesse,Rural regions,Upper Secondary Degree,0.12064,32,181,0.07305,0.16822
2009,"Rhineland-Palatinate, Saarland",Urban regions,Secondary School Degree,0.38115,345,731,0.34592,0.41638
2009,"Rhineland-Palatinate, Saarland",Urban regions,Intermediate School Degree,0.18167,157,731,0.15370,0.20964
2009,"Rhineland-Palatinate, Saarland",Urban regions,Technical School Degree,0.03780,39,731,0.02396,0.05163
2009,"Rhineland-Palatinate, Saarland",Urban regions,Upper Secondary Degree,0.10826,141,731,0.08572,0.13080
2009,"Rhineland-Palatinate, Saarland",Urban regions,Other Degree,0.05421,49,731,0.03778,0.07063
2009,"Rhineland-Palatinate, Saarland",Rural regions,Secondary School Degree,0.51593,129,188,0.44430,0.58756
2009,"Rhineland-Palatinate, Saarland",Rural regions,Intermediate School Degree,0.17089,59,188,0.11693,0.22484
2009,Baden-Wuerttemberg,Urban regions,Secondary School Degree,0.28625,635,1871,0.26576,0.30673
2009,Baden-Wuerttemberg,Urban regions,Intermediate School Degree,0.20461,488,1871,0.18633,0.22290
2009,Baden-Wuerttemberg,Urban regions,Technical School Degree,0.04233,106,1871,0.03320,0.05145
2009,Baden-Wuerttemberg,Urban regions,Upper Secondary Degree,0.17176,411,1871,0.15467,0.18886
2009,Baden-Wuerttemberg,Urban regions,Other Degree,0.07011,140,1871,0.05853,0.08168
2009,Baden-Wuerttemberg,Urban regions,"Dropout, No School Degree",0.01928,32,1871,0.01304,0.02551
2009,Baden-Wuerttemberg,Urban regions,No School Degree Yet,0.02658,59,1871,0.01929,0.03387
2009,Baden-Wuerttemberg,Rural regions,Secondary School Degree,0.24571,61,152,0.17704,0.31438
2009,Baden-Wuerttemberg,Rural regions,Intermediate School Degree,0.21270,53,152,0.14743,0.27797
2009,Baden-Wuerttemberg,Rural regions,Upper Secondary Degree,0.15060,38,152,0.09355,0.20765
2009,Bavaria,Urban regions,Secondary School Degree,0.33457,441,1246,0.30836,0.36078
2009,Bavaria,Urban regions,Intermediate School Degree,0.20159,329,1246,0.17930,0.22387
2009,Bavaria,Urban regions,Technical School Degree,0.04576,76,1246,0.03416,0.05737
2009,Bavaria,Urban regions,Upper Secondary Degree,0.16244,285,1246,0.14195,0.18293
2009,Bavaria,Urban regions,Other Degree,0.06119,68,1246,0.04787,0.07450
2009,Bavaria,Urban regions,No School Degree Yet,0.02114,47,1246,0.01315,0.02913
2009,Bavaria,Rural regions,Secondary School Degree,0.41477,622,1319,0.38817,0.44137
2009,Bavaria,Rural regions,Intermediate School Degree,0.17915,330,1319,0.15845,0.19985
2009,Bavaria,Rural regions,Technical School Degree,0.05694,73,1319,0.04443,0.06945
2009,Bavaria,Rural regions,Upper Secondary Degree,0.09741,207,1319,0.08140,0.11342
2009,Bavaria,Rural regions,Other Degree,0.04704,54,1319,0.03561,0.05847
2009,Bavaria,Rural regions,No School Degree Yet,0.01346,33,1319,0.00724,0.01968
2009,Berlin,Urban regions,Secondary School Degree,0.16771,116,644,0.13883,0.19659
2009,Berlin,Urban regions,Intermediate School Degree,0.29404,228,644,0.25882,0.32925
2009,Berlin,Urban regions,Technical School Degree,0.05313,43,644,0.03580,0.07047
2009,Berlin,Urban regions,Upper Secondary Degree,0.23864,224,644,0.20570,0.27159
2009,Berlin,Urban regions,Other Degree,0.05131,33,644,0.03426,0.06837
2009,Brandenburg,Rural regions,Secondary School Degree,0.23454,192,654,0.20205,0.26704
2009,Brandenburg,Rural regions,Intermediate School Degree,0.37947,320,654,0.34225,0.41669
2009,Brandenburg,Rural regions,Upper Secondary Degree,0.13779,142,654,0.11136,0.16423
2009,Mecklenburg-Western Pomerania,Rural regions,Secondary School Degree,0.25146,102,372,0.20731,0.29561
2009,Mecklenburg-Western Pomerania,Rural regions,Intermediate School Degree,0.44882,197,372,0.39820,0.49943
2009,Mecklenburg-Western Pomerania,Rural regions,Upper Secondary Degree,0.10966,73,372,0.07786,0.14145
2009,Saxony,Urban regions,Secondary School Degree,0.23361,170,651,0.20109,0.26614
2009,Saxony,Urban regions,Intermediate School Degree,0.36325,307,651,0.32627,0.40022
2009,Saxony,Urban regions,Upper Secondary Degree,0.20327,174,651,0.17233,0.23420
2009,Saxony,Rural regions,Secondary School Degree,0.20407,163,634,0.17268,0.23547
2009,Saxony,Rural regions,Intermediate School Degree,0.45817,342,634,0.41935,0.49698
2009,Saxony,Rural regions,Upper Secondary Degree,0.12946,129,634,0.10330,0.15561
2009,Saxony-Anhalt,Urban regions,Secondary School Degree,0.23540,31,137,0.16410,0.30671
2009,Saxony-Anhalt,Urban regions,Intermediate School Degree,0.24251,47,137,0.17047,0.31454
2009,Saxony-Anhalt,Urban regions,Upper Secondary Degree,0.33973,59,137,0.26013,0.41933
2009,Saxony-Anhalt,Rural regions,Secondary School Degree,0.28821,185,564,0.25079,0.32562
2009,Saxony-Anhalt,Rural regions,Intermediate School Degree,0.38104,268,564,0.34093,0.42116
2009,Saxony-Anhalt,Rural regions,Upper Secondary Degree,0.12781,111,564,0.10023,0.15539
2009,Thuringa,Urban regions,Secondary School Degree,0.28463,82,223,0.22527,0.34399
2009,Thuringa,Urban regions,Intermediate School Degree,0.29629,84,223,0.23622,0.35635
2009,Thuringa,Urban regions,Upper Secondary Degree,0.19232,57,223,0.14048,0.24417
2009,Thuringa,Rural regions,Secondary School Degree,0.28863,191,542,0.25045,0.32681
2009,Thuringa,Rural regions,Intermediate School Degree,0.43242,275,542,0.39068,0.47417
2009,Thuringa,Rural regions,Upper Secondary Degree,0.08014,76,542,0.05726,0.10302
2010,Schleswig-Holstein,Urban regions,Secondary School Degree,0.26208,74,219,0.20370,0.32046
2010,Schleswig-Holstein,Urban regions,Intermediate School Degree,0.21488,78,219,0.16035,0.26940
2010,Schleswig-Holstein,Urban regions,Upper Secondary Degree,0.20788,67,219,0.15401,0.26174
2010,Schleswig-Holstein,Rural regions,Secondary School Degree,0.32770,152,389,0.28099,0.37440
2010,Schleswig-Holstein,Rural regions,Intermediate School Degree,0.24435,151,389,0.20159,0.28710
2010,Schleswig-Holstein,Rural regions,Upper Secondary Degree,0.13664,86,389,0.10246,0.17082
2010,Hamburg,Urban regions,Secondary School Degree,0.19930,65,345,0.15709,0.24152
2010,Hamburg,Urban regions,Intermediate School Degree,0.23257,108,345,0.18792,0.27721
2010,Hamburg,Urban regions,Upper Secondary Degree,0.29467,141,345,0.24649,0.34285
2010,Hamburg,Urban regions,Other Degree,0.05850,31,345,0.03370,0.08330
2010,Lower Saxony,Urban regions,Secondary School Degree,0.26351,249,981,0.23593,0.29109
2010,Lower Saxony,Urban regions,Intermediate School Degree,0.24012,278,981,0.21337,0.26686
2010,Lower Saxony,Urban regions,Technical School Degree,0.04979,64,981,0.03617,0.06341
2010,Lower Saxony,Urban regions,Upper Secondary Degree,0.20472,298,981,0.17946,0.22999
2010,Lower Saxony,Urban regions,Other Degree,0.03779,59,981,0.02585,0.04973
2010,Lower Saxony,Urban regions,No School Degree Yet,0.01439,33,981,0.00694,0.02185
2010,Lower Saxony,Rural regions,Secondary School Degree,0.32178,400,1168,0.29498,0.34859
2010,Lower Saxony,Rural regions,Intermediate School Degree,0.28000,429,1168,0.25424,0.30576
2010,Lower Saxony,Rural regions,Technical School Degree,0.03304,67,1168,0.02279,0.04330
2010,Lower Saxony,Rural regions,Upper Secondary Degree,0.11120,175,1168,0.09316,0.12924
2010,Lower Saxony,Rural regions,Other Degree,0.03941,52,1168,0.02824,0.05057
2010,Lower Saxony,Rural regions,No School Degree Yet,0.02665,45,1168,0.01741,0.03589
2010,Bremen,Urban regions,Secondary School Degree,0.27501,38,140,0.20078,0.34924
2010,Bremen,Urban regions,Intermediate School Degree,0.27635,53,140,0.20201,0.35070
2010,Bremen,Urban regions,Upper Secondary Degree,0.16538,49,140,0.10362,0.22715
2010,North Rhine-Westphalia,Urban regions,Secondary School Degree,0.29818,1437,4829,0.28528,0.31109
2010,North Rhine-Westphalia,Urban regions,Intermediate School Degree,0.18378,1112,4829,0.17286,0.19471
2010,North Rhine-Westphalia,Urban regions,Technical School Degree,0.06517,406,4829,0.05821,0.07214
2010,North Rhine-Westphalia,Urban regions,Upper Secondary Degree,0.15740,1139,4829,0.14712,0.16767
2010,North Rhine-Westphalia,Urban regions,Other Degree,0.07503,450,4829,0.06760,0.08247
2010,North Rhine-Westphalia,Urban regions,"Dropout, No School Degree",0.01419,106,4829,0.01085,0.01752
2010,North Rhine-Westphalia,Urban regions,No School Degree Yet,0.02660,179,4829,0.02206,0.03114
2010,North Rhine-Westphalia,Rural regions,Secondary School Degree,0.32680,44,44,0.18660,0.46699
2010,Hesse,Urban regions,Secondary School Degree,0.23259,306,1306,0.20967,0.25551
2010,Hesse,Urban regions,Intermediate School Degree,0.18151,331,1306,0.16059,0.20242
2010,Hesse,Urban regions,Technical School Degree,0.03246,71,1306,0.02284,0.04207
2010,Hesse,Urban regions,Upper Secondary Degree,0.22654,437,1306,0.20382,0.24925
2010,Hesse,Urban regions,Other Degree,0.08913,121,1306,0.07367,0.10459
2010,Hesse,Urban regions,No School Degree Yet,0.01683,40,1306,0.00985,0.02380
2010,Hesse,Rural regions,Secondary School Degree,0.30417,97,290,0.25113,0.35722
2010,Hesse,Rural regions,Intermediate School Degree,0.24436,100,290,0.19482,0.29391
2010,Hesse,Rural regions,Upper Secondary Degree,0.14790,53,290,0.10697,0.18883
2010,Hesse,Rural regions,Other Degree,0.04008,40,290,0.01747,0.06270
2010,"Rhineland-Palatinate, Saarland",Urban regions,Secondary School Degree,0.37059,385,950,0.33986,0.40132
2010,"Rhineland-Palatinate, Saarland",Urban regions,Intermediate School Degree,0.18743,226,950,0.16260,0.21225
2010,"Rhineland-Palatinate, Saarland",Urban regions,Technical School Degree,0.05210,70,950,0.03796,0.06623
2010,"Rhineland-Palatinate, Saarland",Urban regions,Upper Secondary Degree,0.11407,180,950,0.09385,0.13430
2010,"Rhineland-Palatinate, Saarland",Urban regions,Other Degree,0.06750,89,950,0.05154,0.08346
2010,"Rhineland-Palatinate, Saarland",Rural regions,Secondary School Degree,0.45411,150,284,0.39610,0.51212
2010,"Rhineland-Palatinate, Saarland",Rural regions,Intermediate School Degree,0.17408,88,284,0.12990,0.21825
2010,"Rhineland-Palatinate, Saarland",Rural regions,Upper Secondary Degree,0.09879,46,284,0.06403,0.13356
2010,Baden-Wuerttemberg,Urban regions,Secondary School Degree,0.28072,756,2587,0.26340,0.29804
2010,Baden-Wuerttemberg,Urban regions,Intermediate School Degree,0.21586,728,2587,0.20000,0.23172
2010,Baden-Wuerttemberg,Urban regions,Technical School Degree,0.04432,141,2587,0.03639,0.05225
2010,Baden-Wuerttemberg,Urban regions,Upper Secondary Degree,0.16870,615,2587,0.15427,0.18314
2010,Baden-Wuerttemberg,Urban regions,Other Degree,0.07261,227,2587,0.06261,0.08261
2010,Baden-Wuerttemberg,Urban regions,"Dropout, No School Degree",0.01455,40,2587,0.00993,0.01916
2010,Baden-Wuerttemberg,Urban regions,No School Degree Yet,0.02652,80,2587,0.02033,0.03272
2010,Baden-Wuerttemberg,Rural regions,Secondary School Degree,0.26656,87,230,0.20929,0.32383
2010,Baden-Wuerttemberg,Rural regions,Intermediate School Degree,0.21134,92,230,0.15847,0.26422
2010,Baden-Wuerttemberg,Rural regions,Upper Secondary Degree,0.13200,51,230,0.08816,0.17584
2010,Bavaria,Urban regions,Secondary School Degree,0.31652,486,1572,0.29352,0.33952
2010,Bavaria,Urban regions,Intermediate School Degree,0.20553,420,1572,0.18555,0.22552
2010,Bavaria,Urban regions,Technical School Degree,0.04925,94,1572,0.03855,0.05995
2010,Bavaria,Urban regions,Upper Secondary Degree,0.17329,393,1572,0.15458,0.19201
2010,Bavaria,Urban regions,Other Degree,0.06413,120,1572,0.05202,0.07625
