year,bula_h,regtyp,pgpsbil,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1986,Bavaria,Rural regions,Secondary School Degree,0.54581,493,780,0.51084,0.58077
1986,Bavaria,Rural regions,Intermediate School Degree,0.13730,135,780,0.11313,0.16146
1986,Bavaria,Rural regions,Upper Secondary Degree,0.05075,50,780,0.03534,0.06616
1986,Bavaria,Rural regions,Other Degree,0.01820,68,780,0.00881,0.02758
1986,Bavaria,Rural regions,"Dropout, No School Degree",0.01769,34,780,0.00843,0.02695
1986,Berlin,Urban regions,Secondary School Degree,0.42731,143,292,0.37047,0.48414
1986,Berlin,Urban regions,Intermediate School Degree,0.19574,67,292,0.15015,0.24133
1986,Berlin,Urban regions,Upper Secondary Degree,0.12530,42,292,0.08726,0.16334
1986,Berlin,Urban regions,Other Degree,0.02590,40,292,0.00765,0.04414
1987,Schleswig-Holstein,Urban regions,Secondary School Degree,0.46509,76,111,0.37188,0.55830
1987,Schleswig-Holstein,Urban regions,Intermediate School Degree,0.19774,35,111,0.12331,0.27217
1987,Schleswig-Holstein,Rural regions,Secondary School Degree,0.50139,106,148,0.42057,0.58222
1987,Schleswig-Holstein,Rural regions,Intermediate School Degree,0.20575,42,148,0.14040,0.27110
1987,Hamburg,Urban regions,Secondary School Degree,0.47913,93,176,0.40512,0.55315
1987,Hamburg,Urban regions,Intermediate School Degree,0.23405,48,176,0.17131,0.29678
1987,Hamburg,Urban regions,Other Degree,0.03481,35,176,0.00765,0.06196
1987,Lower Saxony,Urban regions,Secondary School Degree,0.47041,254,466,0.42504,0.51577
1987,Lower Saxony,Urban regions,Intermediate School Degree,0.20302,113,466,0.16646,0.23958
1987,Lower Saxony,Urban regions,Upper Secondary Degree,0.11314,65,466,0.08435,0.14193
1987,Lower Saxony,Urban regions,Other Degree,0.01457,34,466,0.00368,0.02546
1987,Lower Saxony,Rural regions,Secondary School Degree,0.50836,321,528,0.46568,0.55105
1987,Lower Saxony,Rural regions,Intermediate School Degree,0.18711,130,528,0.15381,0.22041
1987,Lower Saxony,Rural regions,Upper Secondary Degree,0.06475,44,528,0.04374,0.08576
1987,Lower Saxony,Rural regions,Other Degree,0.02158,33,528,0.00917,0.03398
1987,Bremen,Urban regions,Secondary School Degree,0.64574,60,60,0.52369,0.76778
1987,North Rhine-Westphalia,Urban regions,Secondary School Degree,0.46909,1266,2705,0.45028,0.48790
1987,North Rhine-Westphalia,Urban regions,Intermediate School Degree,0.15487,453,2705,0.14123,0.16850
1987,North Rhine-Westphalia,Urban regions,Technical School Degree,0.02926,86,2705,0.02290,0.03561
1987,North Rhine-Westphalia,Urban regions,Upper Secondary Degree,0.09627,284,2705,0.08515,0.10739
1987,North Rhine-Westphalia,Urban regions,Other Degree,0.02480,290,2705,0.01894,0.03066
1987,North Rhine-Westphalia,Urban regions,"Dropout, No School Degree",0.02168,200,2705,0.01619,0.02717
1987,North Rhine-Westphalia,Urban regions,No School Degree Yet,0.01918,81,2705,0.01401,0.02435
1987,North Rhine-Westphalia,Urban regions,No School Attended,0.00359,45,2705,0.00134,0.00585
1987,North Rhine-Westphalia,Rural regions,Secondary School Degree,0.49781,42,42,0.34476,0.65086
1987,Hesse,Urban regions,Secondary School Degree,0.44195,380,833,0.40821,0.47570
1987,Hesse,Urban regions,Intermediate School Degree,0.16078,135,833,0.13582,0.18574
1987,Hesse,Urban regions,Upper Secondary Degree,0.13338,103,833,0.11028,0.15648
1987,Hesse,Urban regions,Other Degree,0.03355,146,833,0.02132,0.04579
1987,Hesse,Urban regions,"Dropout, No School Degree",0.01829,69,833,0.00918,0.02739
1987,Hesse,Rural regions,Secondary School Degree,0.46368,69,100,0.36544,0.56191
1987,Hesse,Rural regions,Intermediate School Degree,0.24014,31,100,0.15599,0.32428
1987,"Rhineland-Palatinate, Saarland",Urban regions,Secondary School Degree,0.57748,374,587,0.53748,0.61747
1987,"Rhineland-Palatinate, Saarland",Urban regions,Intermediate School Degree,0.14665,90,587,0.11801,0.17529
1987,"Rhineland-Palatinate, Saarland",Urban regions,Upper Secondary Degree,0.05634,39,587,0.03767,0.07501
1987,"Rhineland-Palatinate, Saarland",Urban regions,Other Degree,0.02200,41,587,0.01013,0.03388
1987,"Rhineland-Palatinate, Saarland",Urban regions,"Dropout, No School Degree",0.02150,43,587,0.00976,0.03325
1987,"Rhineland-Palatinate, Saarland",Rural regions,Secondary School Degree,0.63381,107,107,0.54210,0.72553
1987,Baden-Wuerttemberg,Urban regions,Secondary School Degree,0.47530,761,1618,0.45096,0.49964
1987,Baden-Wuerttemberg,Urban regions,Intermediate School Degree,0.16752,258,1618,0.14931,0.18572
1987,Baden-Wuerttemberg,Urban regions,Technical School Degree,0.03306,44,1618,0.02434,0.04177
1987,Baden-Wuerttemberg,Urban regions,Upper Secondary Degree,0.07218,110,1618,0.05956,0.08479
1987,Baden-Wuerttemberg,Urban regions,Other Degree,0.03156,250,1618,0.02304,0.04008
1987,Baden-Wuerttemberg,Urban regions,"Dropout, No School Degree",0.01980,155,1618,0.01301,0.02659
1987,Baden-Wuerttemberg,Urban regions,No School Attended,0.00441,40,1618,0.00118,0.00764
1987,Baden-Wuerttemberg,Rural regions,Secondary School Degree,0.50621,152,232,0.44174,0.57069
1987,Baden-Wuerttemberg,Rural regions,Intermediate School Degree,0.11735,33,232,0.07585,0.15885
1987,Baden-Wuerttemberg,Rural regions,Other Degree,0.04474,47,232,0.01808,0.07140
1987,Bavaria,Urban regions,Secondary School Degree,0.45342,412,824,0.41941,0.48743
1987,Bavaria,Urban regions,Intermediate School Degree,0.20149,189,824,0.17409,0.22890
1987,Bavaria,Urban regions,Upper Secondary Degree,0.11582,115,824,0.09396,0.13769
1987,Bavaria,Urban regions,Other Degree,0.02958,108,824,0.01800,0.04115
1987,Bavaria,Rural regions,Secondary School Degree,0.54359,486,734,0.50753,0.57965
1987,Bavaria,Rural regions,Intermediate School Degree,0.14048,136,734,0.11532,0.16563
1987,Bavaria,Rural regions,Upper Secondary Degree,0.04726,44,734,0.03190,0.06262
1987,Bavaria,Rural regions,Other Degree,0.02156,68,734,0.01104,0.03207
1987,Berlin,Urban regions,Secondary School Degree,0.40692,139,303,0.35152,0.46233
1987,Berlin,Urban regions,Intermediate School Degree,0.20964,74,303,0.16373,0.25555
1987,Berlin,Urban regions,Upper Secondary Degree,0.13288,44,303,0.09459,0.17116
1987,Berlin,Urban regions,Other Degree,0.03315,46,303,0.01296,0.05334
1988,Schleswig-Holstein,Urban regions,Secondary School Degree,0.46233,74,109,0.36829,0.55636
1988,Schleswig-Holstein,Urban regions,Intermediate School Degree,0.19062,35,109,0.11654,0.26470
1988,Schleswig-Holstein,Rural regions,Secondary School Degree,0.49544,106,149,0.41489,0.57599
1988,Schleswig-Holstein,Rural regions,Intermediate School Degree,0.19827,43,149,0.13403,0.26250
1988,Hamburg,Urban regions,Secondary School Degree,0.47201,86,129,0.38552,0.55849
1988,Hamburg,Urban regions,Intermediate School Degree,0.24255,43,129,0.16830,0.31681
1988,Lower Saxony,Urban regions,Secondary School Degree,0.47319,247,456,0.42731,0.51906
1988,Lower Saxony,Urban regions,Intermediate School Degree,0.20564,112,456,0.16850,0.24278
1988,Lower Saxony,Urban regions,Upper Secondary Degree,0.11322,61,456,0.08410,0.14233
1988,Lower Saxony,Urban regions,Other Degree,0.01371,36,456,0.00302,0.02439
1988,Lower Saxony,Rural regions,Secondary School Degree,0.50404,291,455,0.45805,0.55003
1988,Lower Saxony,Rural regions,Intermediate School Degree,0.18657,123,455,0.15073,0.22240
1988,Lower Saxony,Rural regions,Upper Secondary Degree,0.06424,41,455,0.04168,0.08679
1988,Bremen,Urban regions,Secondary School Degree,0.60780,61,61,0.48426,0.73134
1988,North Rhine-Westphalia,Urban regions,Secondary School Degree,0.46196,1196,2559,0.44264,0.48128
1988,North Rhine-Westphalia,Urban regions,Intermediate School Degree,0.15914,445,2559,0.14497,0.17332
1988,North Rhine-Westphalia,Urban regions,Technical School Degree,0.03060,89,2559,0.02392,0.03727
1988,North Rhine-Westphalia,Urban regions,Upper Secondary Degree,0.10178,282,2559,0.09006,0.11350
1988,North Rhine-Westphalia,Urban regions,Other Degree,0.02283,264,2559,0.01704,0.02861
1988,North Rhine-Westphalia,Urban regions,"Dropout, No School Degree",0.01927,173,2559,0.01394,0.02459
1988,North Rhine-Westphalia,Urban regions,No School Degree Yet,0.01854,69,2559,0.01331,0.02377
1988,North Rhine-Westphalia,Urban regions,No School Attended,0.00331,41,2559,0.00109,0.00554
1988,North Rhine-Westphalia,Rural regions,Secondary School Degree,0.47111,40,40,0.31444,0.62777
1988,Hesse,Urban regions,Secondary School Degree,0.44742,364,791,0.41274,0.48209
1988,Hesse,Urban regions,Intermediate School Degree,0.15441,129,791,0.12922,0.17961
1988,Hesse,Urban regions,Upper Secondary Degree,0.12918,95,791,0.10579,0.15257
1988,Hesse,Urban regions,Other Degree,0.03024,137,791,0.01830,0.04218
1988,Hesse,Urban regions,"Dropout, No School Degree",0.01654,66,791,0.00765,0.02544
1988,Hesse,Rural regions,Secondary School Degree,0.49875,71,71,0.38162,0.61588
1988,"Rhineland-Palatinate, Saarland",Urban regions,Secondary School Degree,0.57190,363,570,0.53125,0.61256
1988,"Rhineland-Palatinate, Saarland",Urban regions,Intermediate School Degree,0.15217,88,570,0.12265,0.18168
1988,"Rhineland-Palatinate, Saarland",Urban regions,Upper Secondary Degree,0.05388,38,570,0.03533,0.07244
1988,"Rhineland-Palatinate, Saarland",Urban regions,Other Degree,0.02328,40,570,0.01089,0.03567
1988,"Rhineland-Palatinate, Saarland",Urban regions,"Dropout, No School Degree",0.01855,41,570,0.00746,0.02963
1988,"Rhineland-Palatinate, Saarland",Rural regions,Secondary School Degree,0.67750,103,103,0.58679,0.76821
1988,Baden-Wuerttemberg,Urban regions,Secondary School Degree,0.47594,754,1581,0.45132,0.50057
1988,Baden-Wuerttemberg,Urban regions,Intermediate School Degree,0.16972,255,1581,0.15121,0.18823
1988,Baden-Wuerttemberg,Urban regions,Technical School Degree,0.02879,38,1581,0.02054,0.03703
1988,Baden-Wuerttemberg,Urban regions,Upper Secondary Degree,0.07821,114,1581,0.06497,0.09145
1988,Baden-Wuerttemberg,Urban regions,Other Degree,0.02738,236,1581,0.01933,0.03543
1988,Baden-Wuerttemberg,Urban regions,"Dropout, No School Degree",0.01815,145,1581,0.01156,0.02473
1988,Baden-Wuerttemberg,Urban regions,No School Attended,0.00394,39,1581,0.00085,0.00703
1988,Baden-Wuerttemberg,Rural regions,Secondary School Degree,0.50546,126,198,0.43564,0.57528
1988,Baden-Wuerttemberg,Rural regions,Intermediate School Degree,0.12732,33,198,0.08078,0.17387
1988,Baden-Wuerttemberg,Rural regions,Other Degree,0.04196,39,198,0.01396,0.06995
1988,Bavaria,Urban regions,Secondary School Degree,0.44400,395,796,0.40946,0.47854
1988,Bavaria,Urban regions,Intermediate School Degree,0.20462,182,796,0.17658,0.23266
1988,Bavaria,Urban regions,Upper Secondary Degree,0.12546,112,796,0.10243,0.14849
1988,Bavaria,Urban regions,Other Degree,0.02853,107,796,0.01695,0.04010
1988,Bavaria,Rural regions,Secondary School Degree,0.55417,461,687,0.51697,0.59137
1988,Bavaria,Rural regions,Intermediate School Degree,0.13267,126,687,0.10729,0.15806
1988,Bavaria,Rural regions,Upper Secondary Degree,0.03963,32,687,0.02503,0.05423
1988,Bavaria,Rural regions,Other Degree,0.01992,68,687,0.00946,0.03037
1988,Berlin,Urban regions,Secondary School Degree,0.41806,132,282,0.36039,0.47573
1988,Berlin,Urban regions,Intermediate School Degree,0.20622,68,282,0.15891,0.25353
1988,Berlin,Urban regions,Upper Secondary Degree,0.12172,40,282,0.08349,0.15995
1988,Berlin,Urban regions,Other Degree,0.03278,42,282,0.01196,0.05360
1989,Schleswig-Holstein,Urban regions,Secondary School Degree,0.40505,70,106,0.31115,0.49894
1989,Schleswig-Holstein,Urban regions,Intermediate School Degree,0.19587,36,106,0.11995,0.27178
1989,Schleswig-Holstein,Rural regions,Secondary School Degree,0.48579,90,126,0.39817,0.57341
1989,Schleswig-Holstein,Rural regions,Intermediate School Degree,0.17859,36,126,0.11145,0.24574
1989,Hamburg,Urban regions,Secondary School Degree,0.44584,80,123,0.35764,0.53405
1989,Hamburg,Urban regions,Intermediate School Degree,0.24114,43,123,0.16523,0.31705
1989,Lower Saxony,Urban regions,Secondary School Degree,0.47224,235,441,0.42559,0.51889
1989,Lower Saxony,Urban regions,Intermediate School Degree,0.20947,108,441,0.17145,0.24749
1989,Lower Saxony,Urban regions,Upper Secondary Degree,0.12298,64,441,0.09229,0.15366
1989,Lower Saxony,Urban regions,Other Degree,0.01516,34,441,0.00374,0.02658
1989,Lower Saxony,Rural regions,Secondary School Degree,0.51583,283,433,0.46871,0.56296
1989,Lower Saxony,Rural regions,Intermediate School Degree,0.17850,111,433,0.14239,0.21461
1989,Lower Saxony,Rural regions,Upper Secondary Degree,0.06827,39,433,0.04448,0.09205
1989,Bremen,Urban regions,Secondary School Degree,0.52525,59,59,0.39673,0.65376
1989,North Rhine-Westphalia,Urban regions,Secondary School Degree,0.45384,1139,2487,0.43427,0.47341
1989,North Rhine-Westphalia,Urban regions,Intermediate School Degree,0.15850,432,2487,0.14415,0.17286
1989,North Rhine-Westphalia,Urban regions,Technical School Degree,0.03243,90,2487,0.02547,0.03940
1989,North Rhine-Westphalia,Urban regions,Upper Secondary Degree,0.10586,286,2487,0.09377,0.11796
1989,North Rhine-Westphalia,Urban regions,Other Degree,0.02502,261,2487,0.01888,0.03116
1989,North Rhine-Westphalia,Urban regions,"Dropout, No School Degree",0.01873,160,2487,0.01340,0.02406
1989,North Rhine-Westphalia,Urban regions,No School Degree Yet,0.02093,78,2487,0.01530,0.02655
1989,North Rhine-Westphalia,Urban regions,No School Attended,0.00359,41,2487,0.00124,0.00595
1989,North Rhine-Westphalia,Rural regions,Secondary School Degree,0.42564,37,37,0.26412,0.58716
1989,Hesse,Urban regions,Secondary School Degree,0.43849,361,788,0.40382,0.47316
1989,Hesse,Urban regions,Intermediate School Degree,0.16125,140,788,0.13556,0.18695
1989,Hesse,Urban regions,Upper Secondary Degree,0.12326,91,788,0.10029,0.14623
1989,Hesse,Urban regions,Other Degree,0.03034,128,788,0.01835,0.04232
1989,Hesse,Urban regions,"Dropout, No School Degree",0.01858,68,788,0.00914,0.02801
1989,Hesse,Rural regions,Secondary School Degree,0.50216,70,70,0.38418,0.62014
1989,"Rhineland-Palatinate, Saarland",Urban regions,Secondary School Degree,0.57042,351,550,0.52901,0.61183
1989,"Rhineland-Palatinate, Saarland",Urban regions,Intermediate School Degree,0.15818,84,550,0.12766,0.18871
1989,"Rhineland-Palatinate, Saarland",Urban regions,Upper Secondary Degree,0.06257,44,550,0.04231,0.08282
1989,"Rhineland-Palatinate, Saarland",Urban regions,Other Degree,0.01988,36,550,0.00820,0.03156
1989,"Rhineland-Palatinate, Saarland",Urban regions,"Dropout, No School Degree",0.01704,35,550,0.00622,0.02787
1989,"Rhineland-Palatinate, Saarland",Rural regions,Secondary School Degree,0.66998,86,86,0.57001,0.76994
1989,Baden-Wuerttemberg,Urban regions,Secondary School Degree,0.46558,716,1522,0.44052,0.49065
1989,Baden-Wuerttemberg,Urban regions,Intermediate School Degree,0.17216,249,1522,0.15319,0.19114
1989,Baden-Wuerttemberg,Urban regions,Technical School Degree,0.02951,39,1522,0.02101,0.03802
1989,Baden-Wuerttemberg,Urban regions,Upper Secondary Degree,0.07973,113,1522,0.06612,0.09334
1989,Baden-Wuerttemberg,Urban regions,Other Degree,0.03110,229,1522,0.02237,0.03982
1989,Baden-Wuerttemberg,Urban regions,"Dropout, No School Degree",0.01934,137,1522,0.01242,0.02626
1989,Baden-Wuerttemberg,Urban regions,No School Attended,0.00421,39,1522,0.00096,0.00746
1989,Baden-Wuerttemberg,Rural regions,Secondary School Degree,0.53359,125,162,0.45653,0.61065
1989,Baden-Wuerttemberg,Rural regions,Other Degree,0.03795,37,162,0.00844,0.06747
1989,Bavaria,Urban regions,Secondary School Degree,0.43575,377,759,0.40045,0.47105
1989,Bavaria,Urban regions,Intermediate School Degree,0.19515,166,759,0.16694,0.22336
1989,Bavaria,Urban regions,Upper Secondary Degree,0.13111,112,759,0.10708,0.15514
1989,Bavaria,Urban regions,Other Degree,0.03182,104,759,0.01933,0.04432
1989,Bavaria,Rural regions,Secondary School Degree,0.53701,444,676,0.49940,0.57463
1989,Bavaria,Rural regions,Intermediate School Degree,0.13558,129,676,0.10975,0.16141
1989,Bavaria,Rural regions,Upper Secondary Degree,0.04703,37,676,0.03106,0.06300
