year,bula_h,quintil_oecd,pgpsbil,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,North Rhine-Westphalia,3rd Quintile,"Dropout, No School Degree",0.01883,42,552,0.00748,0.03018
1984,North Rhine-Westphalia,4th Quintile,Secondary School Degree,0.47592,316,613,0.43635,0.51549
1984,North Rhine-Westphalia,4th Quintile,Intermediate School Degree,0.19334,126,613,0.16205,0.22463
1984,North Rhine-Westphalia,4th Quintile,Upper Secondary Degree,0.10663,66,613,0.08218,0.13109
1984,North Rhine-Westphalia,4th Quintile,Other Degree,0.01708,59,613,0.00682,0.02735
1984,North Rhine-Westphalia,4th Quintile,"Dropout, No School Degree",0.01882,46,613,0.00806,0.02959
1984,North Rhine-Westphalia,5th Quintile,Secondary School Degree,0.39956,253,577,0.35956,0.43956
1984,North Rhine-Westphalia,5th Quintile,Intermediate School Degree,0.23318,156,577,0.19864,0.26771
1984,North Rhine-Westphalia,5th Quintile,Technical School Degree,0.05115,35,577,0.03316,0.06914
1984,North Rhine-Westphalia,5th Quintile,Upper Secondary Degree,0.15988,101,577,0.12995,0.18981
1984,North Rhine-Westphalia,5th Quintile,Other Degree,0.01437,32,577,0.00465,0.02409
1984,Hesse,1st Quintile,Secondary School Degree,0.45653,105,198,0.38697,0.52609
1984,Hesse,1st Quintile,Other Degree,0.04910,61,198,0.01892,0.07927
1984,Hesse,1st Quintile,"Dropout, No School Degree",0.03984,32,198,0.01253,0.06715
1984,Hesse,2nd Quintile,Secondary School Degree,0.55718,112,158,0.47948,0.63488
1984,Hesse,2nd Quintile,Other Degree,0.05133,46,158,0.01681,0.08585
1984,Hesse,3rd Quintile,Secondary School Degree,0.54910,103,103,0.45253,0.64566
1984,Hesse,4th Quintile,Secondary School Degree,0.44788,103,182,0.37543,0.52032
1984,Hesse,4th Quintile,Intermediate School Degree,0.18489,43,182,0.12833,0.24144
1984,Hesse,4th Quintile,Other Degree,0.02529,36,182,0.00241,0.04816
1984,Hesse,5th Quintile,Secondary School Degree,0.40571,121,279,0.34799,0.46344
1984,Hesse,5th Quintile,Intermediate School Degree,0.27687,80,279,0.22427,0.32947
1984,Hesse,5th Quintile,Upper Secondary Degree,0.16569,46,279,0.12198,0.20939
1984,Hesse,5th Quintile,Other Degree,0.01264,32,279,-0.00049,0.02578
1984,"Rhineland-Palatinate, Saarland",1st Quintile,Secondary School Degree,0.63907,123,123,0.55385,0.72429
1984,"Rhineland-Palatinate, Saarland",2nd Quintile,Secondary School Degree,0.67316,140,140,0.59518,0.75114
1984,"Rhineland-Palatinate, Saarland",3rd Quintile,Secondary School Degree,0.61224,120,120,0.52470,0.69978
1984,"Rhineland-Palatinate, Saarland",4th Quintile,Secondary School Degree,0.54668,87,126,0.45940,0.63395
1984,"Rhineland-Palatinate, Saarland",4th Quintile,Intermediate School Degree,0.24700,39,126,0.17139,0.32260
1984,"Rhineland-Palatinate, Saarland",5th Quintile,Secondary School Degree,0.53969,75,75,0.42613,0.65325
1984,Baden-Wuerttemberg,1st Quintile,Secondary School Degree,0.53576,187,322,0.48121,0.59032
1984,Baden-Wuerttemberg,1st Quintile,Other Degree,0.04096,75,322,0.01928,0.06264
1984,Baden-Wuerttemberg,1st Quintile,"Dropout, No School Degree",0.02766,60,322,0.00972,0.04561
1984,Baden-Wuerttemberg,2nd Quintile,Secondary School Degree,0.51237,234,417,0.46434,0.56041
1984,Baden-Wuerttemberg,2nd Quintile,Intermediate School Degree,0.10344,45,417,0.07418,0.13271
1984,Baden-Wuerttemberg,2nd Quintile,Other Degree,0.02880,77,417,0.01273,0.04487
1984,Baden-Wuerttemberg,2nd Quintile,"Dropout, No School Degree",0.02462,61,417,0.00973,0.03951
1984,Baden-Wuerttemberg,3rd Quintile,Secondary School Degree,0.53984,233,418,0.49200,0.58768
1984,Baden-Wuerttemberg,3rd Quintile,Intermediate School Degree,0.13759,61,418,0.10452,0.17065
1984,Baden-Wuerttemberg,3rd Quintile,Other Degree,0.02929,78,418,0.01311,0.04547
1984,Baden-Wuerttemberg,3rd Quintile,"Dropout, No School Degree",0.01417,46,418,0.00282,0.02551
1984,Baden-Wuerttemberg,4th Quintile,Secondary School Degree,0.47348,218,456,0.42760,0.51936
1984,Baden-Wuerttemberg,4th Quintile,Intermediate School Degree,0.19820,86,456,0.16157,0.23483
1984,Baden-Wuerttemberg,4th Quintile,Upper Secondary Degree,0.07336,32,456,0.04940,0.09731
1984,Baden-Wuerttemberg,4th Quintile,Other Degree,0.02256,75,456,0.00892,0.03621
1984,Baden-Wuerttemberg,4th Quintile,"Dropout, No School Degree",0.01691,45,456,0.00506,0.02876
1984,Baden-Wuerttemberg,5th Quintile,Secondary School Degree,0.45418,187,377,0.40385,0.50451
1984,Baden-Wuerttemberg,5th Quintile,Intermediate School Degree,0.20320,85,377,0.16252,0.24387
1984,Baden-Wuerttemberg,5th Quintile,Upper Secondary Degree,0.13876,60,377,0.10382,0.17370
1984,Baden-Wuerttemberg,5th Quintile,Other Degree,0.02307,45,377,0.00789,0.03824
1984,Bavaria,1st Quintile,Secondary School Degree,0.56875,210,309,0.51344,0.62406
1984,Bavaria,1st Quintile,Intermediate School Degree,0.06853,31,309,0.04031,0.09675
1984,Bavaria,1st Quintile,Other Degree,0.03452,68,309,0.01413,0.05491
1984,Bavaria,2nd Quintile,Secondary School Degree,0.56909,263,362,0.51801,0.62017
1984,Bavaria,2nd Quintile,Intermediate School Degree,0.12959,60,362,0.09495,0.16424
1984,Bavaria,2nd Quintile,Other Degree,0.02158,39,362,0.00659,0.03657
1984,Bavaria,3rd Quintile,Secondary School Degree,0.50724,229,368,0.45609,0.55839
1984,Bavaria,3rd Quintile,Intermediate School Degree,0.18157,83,368,0.14213,0.22101
1984,Bavaria,3rd Quintile,Other Degree,0.02318,56,368,0.00779,0.03858
1984,Bavaria,4th Quintile,Secondary School Degree,0.52539,223,378,0.47498,0.57580
1984,Bavaria,4th Quintile,Intermediate School Degree,0.17587,78,378,0.13744,0.21430
1984,Bavaria,4th Quintile,Upper Secondary Degree,0.09504,44,378,0.06544,0.12464
1984,Bavaria,4th Quintile,Other Degree,0.01696,33,378,0.00393,0.03000
1984,Bavaria,5th Quintile,Secondary School Degree,0.39673,180,371,0.34688,0.44658
1984,Bavaria,5th Quintile,Intermediate School Degree,0.27576,129,371,0.23023,0.32130
1984,Bavaria,5th Quintile,Upper Secondary Degree,0.13046,62,371,0.09614,0.16478
1984,Berlin,3rd Quintile,Secondary School Degree,0.42431,51,51,0.28731,0.56130
1984,Berlin,4th Quintile,Secondary School Degree,0.43380,34,34,0.26471,0.60290
1984,Berlin,5th Quintile,Secondary School Degree,0.35759,37,68,0.24282,0.47236
1984,Berlin,5th Quintile,Intermediate School Degree,0.30385,31,68,0.19372,0.41398
1985,Schleswig-Holstein,1st Quintile,Secondary School Degree,0.55277,52,52,0.41631,0.68924
1985,Schleswig-Holstein,2nd Quintile,Secondary School Degree,0.61930,53,53,0.48732,0.75128
1985,Schleswig-Holstein,3rd Quintile,Secondary School Degree,0.57172,36,36,0.40778,0.73565
1985,Schleswig-Holstein,4th Quintile,Secondary School Degree,0.49011,38,38,0.32903,0.65119
1985,Hamburg,5th Quintile,Secondary School Degree,0.51416,33,33,0.34099,0.68733
1985,Lower Saxony,1st Quintile,Secondary School Degree,0.51461,129,129,0.42803,0.60119
1985,Lower Saxony,2nd Quintile,Secondary School Degree,0.55621,119,156,0.47799,0.63442
1985,Lower Saxony,2nd Quintile,Intermediate School Degree,0.16174,37,156,0.10377,0.21971
1985,Lower Saxony,3rd Quintile,Secondary School Degree,0.54623,138,192,0.47562,0.61683
1985,Lower Saxony,3rd Quintile,Intermediate School Degree,0.19107,54,192,0.13532,0.24683
1985,Lower Saxony,4th Quintile,Secondary School Degree,0.54303,111,155,0.46435,0.62171
1985,Lower Saxony,4th Quintile,Intermediate School Degree,0.23057,44,155,0.16405,0.29710
1985,Lower Saxony,5th Quintile,Secondary School Degree,0.37958,105,218,0.31501,0.44415
1985,Lower Saxony,5th Quintile,Intermediate School Degree,0.24327,64,218,0.18619,0.30036
1985,Lower Saxony,5th Quintile,Upper Secondary Degree,0.18177,49,218,0.13045,0.23308
1985,North Rhine-Westphalia,1st Quintile,Secondary School Degree,0.46563,288,604,0.42582,0.50545
1985,North Rhine-Westphalia,1st Quintile,Intermediate School Degree,0.11589,77,604,0.09034,0.14144
1985,North Rhine-Westphalia,1st Quintile,Upper Secondary Degree,0.05556,41,604,0.03727,0.07384
1985,North Rhine-Westphalia,1st Quintile,Other Degree,0.03484,111,604,0.02020,0.04947
1985,North Rhine-Westphalia,1st Quintile,"Dropout, No School Degree",0.03718,87,604,0.02208,0.05228
1985,North Rhine-Westphalia,2nd Quintile,Secondary School Degree,0.52343,329,569,0.48236,0.56451
1985,North Rhine-Westphalia,2nd Quintile,Intermediate School Degree,0.10979,71,569,0.08408,0.13550
1985,North Rhine-Westphalia,2nd Quintile,Upper Secondary Degree,0.05474,37,569,0.03603,0.07344
1985,North Rhine-Westphalia,2nd Quintile,Other Degree,0.02642,80,569,0.01323,0.03961
1985,North Rhine-Westphalia,2nd Quintile,"Dropout, No School Degree",0.02301,52,569,0.01068,0.03535
1985,North Rhine-Westphalia,3rd Quintile,Secondary School Degree,0.50778,264,485,0.46324,0.55232
1985,North Rhine-Westphalia,3rd Quintile,Intermediate School Degree,0.15787,88,485,0.12539,0.19036
1985,North Rhine-Westphalia,3rd Quintile,Upper Secondary Degree,0.07663,45,485,0.05294,0.10033
1985,North Rhine-Westphalia,3rd Quintile,Other Degree,0.02140,51,485,0.00851,0.03429
1985,North Rhine-Westphalia,3rd Quintile,"Dropout, No School Degree",0.01980,37,485,0.00739,0.03222
1985,North Rhine-Westphalia,4th Quintile,Secondary School Degree,0.50701,307,562,0.46564,0.54839
1985,North Rhine-Westphalia,4th Quintile,Intermediate School Degree,0.16060,103,562,0.13022,0.19099
1985,North Rhine-Westphalia,4th Quintile,Upper Secondary Degree,0.11530,75,562,0.08887,0.14173
1985,North Rhine-Westphalia,4th Quintile,Other Degree,0.02120,46,562,0.00928,0.03312
1985,North Rhine-Westphalia,4th Quintile,"Dropout, No School Degree",0.01845,31,562,0.00732,0.02959
1985,North Rhine-Westphalia,5th Quintile,Secondary School Degree,0.39348,220,475,0.34951,0.43746
1985,North Rhine-Westphalia,5th Quintile,Intermediate School Degree,0.23585,137,475,0.19763,0.27407
1985,North Rhine-Westphalia,5th Quintile,Technical School Degree,0.05564,32,475,0.03500,0.07628
1985,North Rhine-Westphalia,5th Quintile,Upper Secondary Degree,0.15492,86,475,0.12235,0.18749
1985,Hesse,1st Quintile,Secondary School Degree,0.42776,94,159,0.35061,0.50491
1985,Hesse,1st Quintile,Other Degree,0.06456,65,159,0.02624,0.10288
1985,Hesse,2nd Quintile,Secondary School Degree,0.57980,114,114,0.48879,0.67081
1985,Hesse,3rd Quintile,Secondary School Degree,0.57117,103,134,0.48706,0.65528
1985,Hesse,3rd Quintile,Other Degree,0.02960,31,134,0.00079,0.05840
1985,Hesse,4th Quintile,Secondary School Degree,0.42296,94,179,0.35039,0.49554
1985,Hesse,4th Quintile,Intermediate School Degree,0.22642,47,179,0.16493,0.28790
1985,Hesse,4th Quintile,Other Degree,0.02744,38,179,0.00344,0.05144
1985,Hesse,5th Quintile,Secondary School Degree,0.39589,92,197,0.32742,0.46435
1985,Hesse,5th Quintile,Intermediate School Degree,0.27506,64,197,0.21255,0.33758
1985,Hesse,5th Quintile,Upper Secondary Degree,0.18390,41,197,0.12966,0.23814
1985,"Rhineland-Palatinate, Saarland",1st Quintile,Secondary School Degree,0.61147,123,123,0.52498,0.69796
1985,"Rhineland-Palatinate, Saarland",2nd Quintile,Secondary School Degree,0.67247,87,87,0.57328,0.77166
1985,"Rhineland-Palatinate, Saarland",3rd Quintile,Secondary School Degree,0.65465,123,123,0.57028,0.73903
1985,"Rhineland-Palatinate, Saarland",4th Quintile,Secondary School Degree,0.50809,84,122,0.41901,0.59717
1985,"Rhineland-Palatinate, Saarland",4th Quintile,Intermediate School Degree,0.25657,38,122,0.17875,0.33438
1985,"Rhineland-Palatinate, Saarland",5th Quintile,Secondary School Degree,0.55136,71,71,0.43485,0.66787
1985,Baden-Wuerttemberg,1st Quintile,Secondary School Degree,0.52880,186,313,0.47342,0.58419
1985,Baden-Wuerttemberg,1st Quintile,Other Degree,0.04069,67,313,0.01877,0.06261
1985,Baden-Wuerttemberg,1st Quintile,"Dropout, No School Degree",0.03445,60,313,0.01421,0.05469
1985,Baden-Wuerttemberg,2nd Quintile,Secondary School Degree,0.52707,199,358,0.47528,0.57886
1985,Baden-Wuerttemberg,2nd Quintile,Intermediate School Degree,0.09487,34,358,0.06448,0.12527
1985,Baden-Wuerttemberg,2nd Quintile,Other Degree,0.04372,82,358,0.02251,0.06493
1985,Baden-Wuerttemberg,2nd Quintile,"Dropout, No School Degree",0.01840,43,358,0.00446,0.03235
1985,Baden-Wuerttemberg,3rd Quintile,Secondary School Degree,0.54907,245,419,0.50137,0.59677
1985,Baden-Wuerttemberg,3rd Quintile,Intermediate School Degree,0.15277,67,419,0.11828,0.18726
1985,Baden-Wuerttemberg,3rd Quintile,Other Degree,0.02239,65,419,0.00821,0.03658
1985,Baden-Wuerttemberg,3rd Quintile,"Dropout, No School Degree",0.01429,42,419,0.00291,0.02566
1985,Baden-Wuerttemberg,4th Quintile,Secondary School Degree,0.45016,183,347,0.39773,0.50258
1985,Baden-Wuerttemberg,4th Quintile,Intermediate School Degree,0.19796,77,347,0.15597,0.23994
1985,Baden-Wuerttemberg,4th Quintile,Other Degree,0.02005,52,347,0.00528,0.03483
1985,Baden-Wuerttemberg,4th Quintile,"Dropout, No School Degree",0.01357,35,347,0.00138,0.02576
1985,Baden-Wuerttemberg,5th Quintile,Secondary School Degree,0.40407,140,304,0.34882,0.45933
1985,Baden-Wuerttemberg,5th Quintile,Intermediate School Degree,0.22817,75,304,0.18091,0.27542
1985,Baden-Wuerttemberg,5th Quintile,Upper Secondary Degree,0.15901,55,304,0.11784,0.20019
1985,Baden-Wuerttemberg,5th Quintile,Other Degree,0.02000,34,304,0.00424,0.03576
1985,Bavaria,1st Quintile,Secondary School Degree,0.56035,165,216,0.49400,0.62670
1985,Bavaria,1st Quintile,Other Degree,0.03672,51,216,0.01158,0.06185
1985,Bavaria,2nd Quintile,Secondary School Degree,0.56725,257,358,0.51585,0.61865
1985,Bavaria,2nd Quintile,Intermediate School Degree,0.11859,53,358,0.08506,0.15213
1985,Bavaria,2nd Quintile,Other Degree,0.02639,48,358,0.00976,0.04301
1985,Bavaria,3rd Quintile,Secondary School Degree,0.54307,206,310,0.48753,0.59862
1985,Bavaria,3rd Quintile,Intermediate School Degree,0.17245,68,310,0.13033,0.21457
1985,Bavaria,3rd Quintile,Other Degree,0.02201,36,310,0.00565,0.03837
1985,Bavaria,4th Quintile,Secondary School Degree,0.52443,203,345,0.47165,0.57720
1985,Bavaria,4th Quintile,Intermediate School Degree,0.17794,71,345,0.13753,0.21836
1985,Bavaria,4th Quintile,Upper Secondary Degree,0.09298,39,345,0.06229,0.12367
1985,Bavaria,4th Quintile,Other Degree,0.01816,32,345,0.00405,0.03227
1985,Bavaria,5th Quintile,Secondary School Degree,0.37690,168,374,0.32772,0.42608
1985,Bavaria,5th Quintile,Intermediate School Degree,0.30877,144,374,0.26188,0.35565
1985,Bavaria,5th Quintile,Upper Secondary Degree,0.12860,62,374,0.09462,0.16257
1985,Berlin,3rd Quintile,Secondary School Degree,0.50770,35,35,0.33965,0.67575
1985,Berlin,5th Quintile,Intermediate School Degree,0.34926,35,35,0.18901,0.50951
1986,Schleswig-Holstein,1st Quintile,Secondary School Degree,0.53588,33,33,0.36309,0.70868
1986,Schleswig-Holstein,2nd Quintile,Secondary School Degree,0.57569,57,57,0.44624,0.70514
1986,Schleswig-Holstein,3rd Quintile,Secondary School Degree,0.56689,36,36,0.40273,0.73105
1986,Schleswig-Holstein,4th Quintile,Secondary School Degree,0.50671,33,33,0.33349,0.67994
1986,Lower Saxony,1st Quintile,Secondary School Degree,0.53087,129,163,0.45402,0.60772
1986,Lower Saxony,1st Quintile,Intermediate School Degree,0.13881,34,163,0.08557,0.19205
1986,Lower Saxony,2nd Quintile,Secondary School Degree,0.55693,127,158,0.47923,0.63464
1986,Lower Saxony,2nd Quintile,Intermediate School Degree,0.12314,31,158,0.07174,0.17454
1986,Lower Saxony,3rd Quintile,Secondary School Degree,0.58270,142,187,0.51184,0.65357
1986,Lower Saxony,3rd Quintile,Intermediate School Degree,0.17511,45,187,0.12049,0.22973
1986,Lower Saxony,4th Quintile,Secondary School Degree,0.46665,105,161,0.38935,0.54396
1986,Lower Saxony,4th Quintile,Intermediate School Degree,0.26611,56,161,0.19763,0.33459
1986,Lower Saxony,5th Quintile,Secondary School Degree,0.33364,81,198,0.26779,0.39948
1986,Lower Saxony,5th Quintile,Intermediate School Degree,0.29740,71,198,0.23357,0.36123
1986,Lower Saxony,5th Quintile,Upper Secondary Degree,0.18884,46,198,0.13419,0.24350
1986,North Rhine-Westphalia,1st Quintile,Secondary School Degree,0.47823,275,551,0.43648,0.51998
1986,North Rhine-Westphalia,1st Quintile,Intermediate School Degree,0.09178,57,551,0.06765,0.11591
1986,North Rhine-Westphalia,1st Quintile,Upper Secondary Degree,0.05496,37,551,0.03591,0.07400
1986,North Rhine-Westphalia,1st Quintile,Other Degree,0.03123,104,551,0.01670,0.04577
1986,North Rhine-Westphalia,1st Quintile,"Dropout, No School Degree",0.03963,78,551,0.02333,0.05593
1986,North Rhine-Westphalia,2nd Quintile,Secondary School Degree,0.51270,271,464,0.46717,0.55823
1986,North Rhine-Westphalia,2nd Quintile,Intermediate School Degree,0.12814,71,464,0.09769,0.15858
1986,North Rhine-Westphalia,2nd Quintile,Other Degree,0.03195,72,464,0.01593,0.04797
1986,North Rhine-Westphalia,2nd Quintile,"Dropout, No School Degree",0.02476,50,464,0.01060,0.03891
1986,North Rhine-Westphalia,3rd Quintile,Secondary School Degree,0.52142,298,517,0.47832,0.56452
1986,North Rhine-Westphalia,3rd Quintile,Intermediate School Degree,0.13665,88,517,0.10701,0.16629
1986,North Rhine-Westphalia,3rd Quintile,Upper Secondary Degree,0.07515,50,517,0.05240,0.09790
1986,North Rhine-Westphalia,3rd Quintile,Other Degree,0.01607,45,517,0.00522,0.02692
1986,North Rhine-Westphalia,3rd Quintile,"Dropout, No School Degree",0.01933,36,517,0.00745,0.03121
1986,North Rhine-Westphalia,4th Quintile,Secondary School Degree,0.47156,284,545,0.42962,0.51351
1986,North Rhine-Westphalia,4th Quintile,Intermediate School Degree,0.21678,126,545,0.18215,0.25141
1986,North Rhine-Westphalia,4th Quintile,Upper Secondary Degree,0.10282,61,545,0.07729,0.12834
1986,North Rhine-Westphalia,4th Quintile,Other Degree,0.01965,40,545,0.00798,0.03131
1986,North Rhine-Westphalia,4th Quintile,"Dropout, No School Degree",0.01917,34,545,0.00765,0.03070
1986,North Rhine-Westphalia,5th Quintile,Secondary School Degree,0.34636,192,509,0.30498,0.38773
1986,North Rhine-Westphalia,5th Quintile,Intermediate School Degree,0.23473,133,509,0.19787,0.27159
1986,North Rhine-Westphalia,5th Quintile,Technical School Degree,0.05997,34,509,0.03932,0.08061
1986,North Rhine-Westphalia,5th Quintile,Upper Secondary Degree,0.20154,114,509,0.16666,0.23642
1986,North Rhine-Westphalia,5th Quintile,Other Degree,0.01688,36,509,0.00568,0.02808
1986,Hesse,1st Quintile,Secondary School Degree,0.45512,96,147,0.37434,0.53590
1986,Hesse,1st Quintile,Other Degree,0.05294,51,147,0.01662,0.08926
1986,Hesse,2nd Quintile,Secondary School Degree,0.46452,92,159,0.38675,0.54229
1986,Hesse,2nd Quintile,Intermediate School Degree,0.19324,31,159,0.13167,0.25481
1986,Hesse,2nd Quintile,Other Degree,0.03999,36,159,0.00944,0.07054
1986,Hesse,3rd Quintile,Secondary School Degree,0.49947,58,58,0.36967,0.62927
1986,Hesse,4th Quintile,Secondary School Degree,0.47792,110,184,0.40555,0.55030
1986,Hesse,4th Quintile,Intermediate School Degree,0.16428,41,184,0.11059,0.21796
1986,Hesse,4th Quintile,Upper Secondary Degree,0.14621,33,184,0.09502,0.19741
1986,Hesse,5th Quintile,Secondary School Degree,0.35557,87,187,0.28678,0.42437
1986,Hesse,5th Quintile,Intermediate School Degree,0.28501,59,187,0.22014,0.34989
1986,Hesse,5th Quintile,Upper Secondary Degree,0.19745,41,187,0.14024,0.25465
1986,"Rhineland-Palatinate, Saarland",1st Quintile,Secondary School Degree,0.63752,113,113,0.54848,0.72655
1986,"Rhineland-Palatinate, Saarland",2nd Quintile,Secondary School Degree,0.62269,118,118,0.53485,0.71052
1986,"Rhineland-Palatinate, Saarland",3rd Quintile,Secondary School Degree,0.54816,88,88,0.44358,0.65274
1986,"Rhineland-Palatinate, Saarland",4th Quintile,Secondary School Degree,0.57108,96,127,0.48466,0.65750
1986,"Rhineland-Palatinate, Saarland",4th Quintile,Intermediate School Degree,0.22312,31,127,0.15043,0.29582
1986,"Rhineland-Palatinate, Saarland",5th Quintile,Secondary School Degree,0.51634,68,68,0.39668,0.63600
1986,Baden-Wuerttemberg,1st Quintile,Secondary School Degree,0.50827,164,259,0.44726,0.56927
1986,Baden-Wuerttemberg,1st Quintile,Other Degree,0.04297,53,259,0.01822,0.06771
1986,Baden-Wuerttemberg,1st Quintile,"Dropout, No School Degree",0.03212,42,259,0.01060,0.05363
1986,Baden-Wuerttemberg,2nd Quintile,Secondary School Degree,0.51389,213,380,0.46357,0.56421
1986,Baden-Wuerttemberg,2nd Quintile,Intermediate School Degree,0.12178,46,380,0.08886,0.15471
1986,Baden-Wuerttemberg,2nd Quintile,Other Degree,0.03648,70,380,0.01761,0.05536
1986,Baden-Wuerttemberg,2nd Quintile,"Dropout, No School Degree",0.02017,51,380,0.00602,0.03433
1986,Baden-Wuerttemberg,3rd Quintile,Secondary School Degree,0.52737,211,375,0.47677,0.57797
1986,Baden-Wuerttemberg,3rd Quintile,Intermediate School Degree,0.15141,58,375,0.11508,0.18774
1986,Baden-Wuerttemberg,3rd Quintile,Other Degree,0.02814,71,375,0.01138,0.04490
1986,Baden-Wuerttemberg,3rd Quintile,"Dropout, No School Degree",0.01654,35,375,0.00361,0.02946
1986,Baden-Wuerttemberg,4th Quintile,Secondary School Degree,0.47144,181,351,0.41914,0.52373
1986,Baden-Wuerttemberg,4th Quintile,Intermediate School Degree,0.21050,75,351,0.16779,0.25321
1986,Baden-Wuerttemberg,4th Quintile,Other Degree,0.02724,60,351,0.01019,0.04429
1986,Baden-Wuerttemberg,4th Quintile,"Dropout, No School Degree",0.01553,35,351,0.00258,0.02849
1986,Baden-Wuerttemberg,5th Quintile,Secondary School Degree,0.42809,157,344,0.37572,0.48045
1986,Baden-Wuerttemberg,5th Quintile,Intermediate School Degree,0.23186,88,344,0.18720,0.27652
1986,Baden-Wuerttemberg,5th Quintile,Upper Secondary Degree,0.15364,60,344,0.11547,0.19180
1986,Baden-Wuerttemberg,5th Quintile,Other Degree,0.01748,39,344,0.00361,0.03136
1986,Bavaria,1st Quintile,Secondary School Degree,0.57173,159,209,0.50448,0.63898
1986,Bavaria,1st Quintile,Other Degree,0.03978,50,209,0.01322,0.06634
1986,Bavaria,2nd Quintile,Secondary School Degree,0.59560,213,290,0.53902,0.65218
1986,Bavaria,2nd Quintile,Intermediate School Degree,0.08917,35,290,0.05631,0.12203
1986,Bavaria,2nd Quintile,Other Degree,0.02584,42,290,0.00755,0.04413
1986,Bavaria,3rd Quintile,Secondary School Degree,0.49151,206,352,0.43920,0.54381
1986,Bavaria,3rd Quintile,Intermediate School Degree,0.16501,67,352,0.12618,0.20385
1986,Bavaria,3rd Quintile,Upper Secondary Degree,0.08163,36,352,0.05299,0.11028
1986,Bavaria,3rd Quintile,Other Degree,0.02589,43,352,0.00928,0.04250
1986,Bavaria,4th Quintile,Secondary School Degree,0.50982,195,350,0.45737,0.56227
1986,Bavaria,4th Quintile,Intermediate School Degree,0.22453,88,350,0.18075,0.26831
1986,Bavaria,4th Quintile,Upper Secondary Degree,0.06563,31,350,0.03965,0.09162
1986,Bavaria,4th Quintile,Other Degree,0.01939,36,350,0.00492,0.03386
1986,Bavaria,5th Quintile,Secondary School Degree,0.36060,142,335,0.30910,0.41210
1986,Bavaria,5th Quintile,Intermediate School Degree,0.28301,119,335,0.23470,0.33132
1986,Bavaria,5th Quintile,Upper Secondary Degree,0.17222,74,335,0.13173,0.21272
