year,bula_h,quintil_oecd,pgpsbil,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2014,Baden-Wuerttemberg,5th Quintile,Upper Secondary Degree,0.33053,335,811,0.29813,0.36292
2014,Baden-Wuerttemberg,5th Quintile,Other Degree,0.04523,53,811,0.03092,0.05954
2014,Bavaria,1st Quintile,Secondary School Degree,0.31902,264,735,0.28530,0.35274
2014,Bavaria,1st Quintile,Intermediate School Degree,0.12280,116,735,0.09906,0.14654
2014,Bavaria,1st Quintile,Upper Secondary Degree,0.09178,61,735,0.07090,0.11267
2014,Bavaria,1st Quintile,Other Degree,0.17103,214,735,0.14379,0.19827
2014,Bavaria,1st Quintile,"Dropout, No School Degree",0.04909,40,735,0.03346,0.06472
2014,Bavaria,1st Quintile,No School Degree Yet,0.02042,40,735,0.01019,0.03066
2014,Bavaria,2nd Quintile,Secondary School Degree,0.41531,357,774,0.38057,0.45004
2014,Bavaria,2nd Quintile,Intermediate School Degree,0.15761,183,774,0.13193,0.18330
2014,Bavaria,2nd Quintile,Upper Secondary Degree,0.07743,73,774,0.05859,0.09627
2014,Bavaria,2nd Quintile,Other Degree,0.09721,161,774,0.07633,0.11810
2014,Bavaria,3rd Quintile,Secondary School Degree,0.37970,315,787,0.34578,0.41363
2014,Bavaria,3rd Quintile,Intermediate School Degree,0.17836,213,787,0.15160,0.20513
2014,Bavaria,3rd Quintile,Technical School Degree,0.06294,48,787,0.04596,0.07992
2014,Bavaria,3rd Quintile,Upper Secondary Degree,0.10531,111,787,0.08385,0.12677
2014,Bavaria,3rd Quintile,Other Degree,0.07677,100,787,0.05816,0.09538
2014,Bavaria,4th Quintile,Secondary School Degree,0.28932,296,893,0.25956,0.31907
2014,Bavaria,4th Quintile,Intermediate School Degree,0.26188,300,893,0.23302,0.29073
2014,Bavaria,4th Quintile,Technical School Degree,0.06673,65,893,0.05036,0.08311
2014,Bavaria,4th Quintile,Upper Secondary Degree,0.13961,165,893,0.11687,0.16236
2014,Bavaria,4th Quintile,Other Degree,0.04170,67,893,0.02858,0.05482
2014,Bavaria,5th Quintile,Secondary School Degree,0.18356,152,990,0.15943,0.20769
2014,Bavaria,5th Quintile,Intermediate School Degree,0.22436,258,990,0.19836,0.25035
2014,Bavaria,5th Quintile,Technical School Degree,0.06512,91,990,0.04974,0.08050
2014,Bavaria,5th Quintile,Upper Secondary Degree,0.33244,392,990,0.30307,0.36180
2014,Bavaria,5th Quintile,Other Degree,0.06140,97,990,0.04643,0.07636
2014,Berlin,1st Quintile,Secondary School Degree,0.21119,55,155,0.14672,0.27565
2014,Berlin,1st Quintile,Intermediate School Degree,0.23720,58,155,0.17002,0.30439
2014,Berlin,1st Quintile,Upper Secondary Degree,0.16142,42,155,0.10331,0.21953
2014,Berlin,2nd Quintile,Secondary School Degree,0.23641,47,163,0.17098,0.30183
2014,Berlin,2nd Quintile,Intermediate School Degree,0.27677,68,163,0.20787,0.34567
2014,Berlin,2nd Quintile,Upper Secondary Degree,0.19649,48,163,0.13530,0.25767
2014,Berlin,3rd Quintile,Intermediate School Degree,0.28122,55,112,0.19758,0.36486
2014,Berlin,3rd Quintile,Upper Secondary Degree,0.22029,57,112,0.14318,0.29739
2014,Berlin,4th Quintile,Intermediate School Degree,0.35961,58,132,0.27743,0.44179
2014,Berlin,4th Quintile,Upper Secondary Degree,0.26333,74,132,0.18790,0.33875
2014,Berlin,5th Quintile,Intermediate School Degree,0.25443,50,166,0.18797,0.32089
2014,Berlin,5th Quintile,Upper Secondary Degree,0.54219,116,166,0.46616,0.61821
2014,Brandenburg,1st Quintile,Secondary School Degree,0.28471,74,226,0.22574,0.34368
2014,Brandenburg,1st Quintile,Intermediate School Degree,0.29562,104,226,0.23599,0.35524
2014,Brandenburg,1st Quintile,Other Degree,0.09984,48,226,0.06067,0.13902
2014,Brandenburg,2nd Quintile,Secondary School Degree,0.33898,69,193,0.27202,0.40593
2014,Brandenburg,2nd Quintile,Intermediate School Degree,0.37279,93,193,0.30439,0.44119
2014,Brandenburg,2nd Quintile,Upper Secondary Degree,0.08026,31,193,0.04183,0.11869
2014,Brandenburg,3rd Quintile,Secondary School Degree,0.34078,62,181,0.27154,0.41003
2014,Brandenburg,3rd Quintile,Intermediate School Degree,0.32442,82,181,0.25603,0.39282
2014,Brandenburg,3rd Quintile,Upper Secondary Degree,0.10128,37,181,0.05720,0.14535
2014,Brandenburg,4th Quintile,Intermediate School Degree,0.52673,90,138,0.44312,0.61034
2014,Brandenburg,4th Quintile,Upper Secondary Degree,0.17077,48,138,0.10776,0.23378
2014,Brandenburg,5th Quintile,Intermediate School Degree,0.43149,53,105,0.33630,0.52668
2014,Brandenburg,5th Quintile,Upper Secondary Degree,0.35673,52,105,0.26466,0.44880
2014,Mecklenburg-Western Pomerania,1st Quintile,Secondary School Degree,0.22469,44,123,0.15062,0.29875
2014,Mecklenburg-Western Pomerania,1st Quintile,Intermediate School Degree,0.38244,79,123,0.29620,0.46868
2014,Mecklenburg-Western Pomerania,2nd Quintile,Secondary School Degree,0.27114,40,116,0.18989,0.35239
2014,Mecklenburg-Western Pomerania,2nd Quintile,Intermediate School Degree,0.45122,76,116,0.36027,0.54217
2014,Mecklenburg-Western Pomerania,3rd Quintile,Intermediate School Degree,0.39724,44,44,0.25099,0.54350
2014,Mecklenburg-Western Pomerania,4th Quintile,Intermediate School Degree,0.48317,40,40,0.32633,0.64001
2014,Mecklenburg-Western Pomerania,5th Quintile,Upper Secondary Degree,0.40241,33,33,0.23250,0.57232
2014,Saxony,1st Quintile,Secondary School Degree,0.25276,96,310,0.20430,0.30122
2014,Saxony,1st Quintile,Intermediate School Degree,0.35838,175,310,0.30491,0.41184
2014,Saxony,1st Quintile,Upper Secondary Degree,0.09666,39,310,0.06371,0.12961
2014,Saxony,2nd Quintile,Secondary School Degree,0.26459,118,374,0.21983,0.30936
2014,Saxony,2nd Quintile,Intermediate School Degree,0.46358,205,374,0.41297,0.51418
2014,Saxony,2nd Quintile,Upper Secondary Degree,0.07599,51,374,0.04910,0.10288
2014,Saxony,3rd Quintile,Secondary School Degree,0.15518,73,366,0.11804,0.19233
2014,Saxony,3rd Quintile,Intermediate School Degree,0.45152,196,366,0.40047,0.50257
2014,Saxony,3rd Quintile,Upper Secondary Degree,0.15663,97,366,0.11934,0.19391
2014,Saxony,4th Quintile,Intermediate School Degree,0.48236,134,216,0.41557,0.54916
2014,Saxony,4th Quintile,Upper Secondary Degree,0.23628,82,216,0.17950,0.29306
2014,Saxony,5th Quintile,Intermediate School Degree,0.42240,74,156,0.34463,0.50016
2014,Saxony,5th Quintile,Upper Secondary Degree,0.29337,82,156,0.22169,0.36505
2014,Saxony-Anhalt,1st Quintile,Secondary School Degree,0.31054,88,180,0.24275,0.37832
2014,Saxony-Anhalt,1st Quintile,Intermediate School Degree,0.24479,92,180,0.18180,0.30777
2014,Saxony-Anhalt,2nd Quintile,Secondary School Degree,0.39799,69,180,0.32628,0.46970
2014,Saxony-Anhalt,2nd Quintile,Intermediate School Degree,0.33949,111,180,0.27012,0.40886
2014,Saxony-Anhalt,3rd Quintile,Secondary School Degree,0.22217,41,172,0.15986,0.28447
2014,Saxony-Anhalt,3rd Quintile,Intermediate School Degree,0.42857,94,172,0.35439,0.50274
2014,Saxony-Anhalt,3rd Quintile,Upper Secondary Degree,0.14515,37,172,0.09235,0.19795
2014,Saxony-Anhalt,4th Quintile,Intermediate School Degree,0.48615,80,123,0.39746,0.57485
2014,Saxony-Anhalt,4th Quintile,Upper Secondary Degree,0.15482,43,123,0.09063,0.21901
2014,Saxony-Anhalt,5th Quintile,Intermediate School Degree,0.38210,39,94,0.28335,0.48086
2014,Saxony-Anhalt,5th Quintile,Upper Secondary Degree,0.37723,55,94,0.27872,0.47574
2014,Thuringa,1st Quintile,Secondary School Degree,0.29258,81,213,0.23134,0.35383
2014,Thuringa,1st Quintile,Intermediate School Degree,0.28240,96,213,0.22180,0.34300
2014,Thuringa,1st Quintile,Upper Secondary Degree,0.10293,36,213,0.06203,0.14384
2014,Thuringa,2nd Quintile,Secondary School Degree,0.38845,86,209,0.32221,0.45469
2014,Thuringa,2nd Quintile,Intermediate School Degree,0.34999,123,209,0.28517,0.41481
2014,Thuringa,3rd Quintile,Secondary School Degree,0.26936,61,203,0.20818,0.33054
2014,Thuringa,3rd Quintile,Intermediate School Degree,0.39777,97,203,0.33027,0.46526
2014,Thuringa,3rd Quintile,Upper Secondary Degree,0.15330,45,203,0.10362,0.20299
2014,Thuringa,4th Quintile,Intermediate School Degree,0.45049,89,126,0.36327,0.53772
2014,Thuringa,4th Quintile,Upper Secondary Degree,0.17534,37,126,0.10867,0.24200
2014,Thuringa,5th Quintile,Intermediate School Degree,0.26734,44,102,0.18102,0.35365
2014,Thuringa,5th Quintile,Upper Secondary Degree,0.45707,58,102,0.35991,0.55422
2015,Schleswig-Holstein,1st Quintile,Secondary School Degree,0.29611,65,147,0.22205,0.37017
2015,Schleswig-Holstein,1st Quintile,Intermediate School Degree,0.14908,45,147,0.09131,0.20686
2015,Schleswig-Holstein,1st Quintile,Other Degree,0.06544,37,147,0.02533,0.10556
2015,Schleswig-Holstein,2nd Quintile,Secondary School Degree,0.25646,55,107,0.17333,0.33960
2015,Schleswig-Holstein,2nd Quintile,Intermediate School Degree,0.24740,52,107,0.16525,0.32954
2015,Schleswig-Holstein,3rd Quintile,Secondary School Degree,0.25804,49,148,0.18730,0.32877
2015,Schleswig-Holstein,3rd Quintile,Intermediate School Degree,0.31366,59,148,0.23865,0.38866
2015,Schleswig-Holstein,3rd Quintile,Upper Secondary Degree,0.15074,40,148,0.09290,0.20858
2015,Schleswig-Holstein,4th Quintile,Secondary School Degree,0.25135,36,152,0.18216,0.32054
2015,Schleswig-Holstein,4th Quintile,Intermediate School Degree,0.33046,61,152,0.25543,0.40549
2015,Schleswig-Holstein,4th Quintile,Upper Secondary Degree,0.21019,55,152,0.14520,0.27518
2015,Schleswig-Holstein,5th Quintile,Intermediate School Degree,0.23403,40,90,0.14607,0.32200
2015,Schleswig-Holstein,5th Quintile,Upper Secondary Degree,0.34191,50,90,0.24336,0.44046
2015,Hamburg,5th Quintile,Upper Secondary Degree,0.51608,70,70,0.39817,0.63400
2015,Lower Saxony,1st Quintile,Secondary School Degree,0.27640,161,468,0.23584,0.31696
2015,Lower Saxony,1st Quintile,Intermediate School Degree,0.15851,120,468,0.12539,0.19164
2015,Lower Saxony,1st Quintile,Upper Secondary Degree,0.06153,41,468,0.03973,0.08332
2015,Lower Saxony,1st Quintile,Other Degree,0.12422,109,468,0.09431,0.15414
2015,Lower Saxony,1st Quintile,"Dropout, No School Degree",0.04841,37,468,0.02894,0.06787
2015,Lower Saxony,2nd Quintile,Secondary School Degree,0.39147,166,403,0.34375,0.43918
2015,Lower Saxony,2nd Quintile,Intermediate School Degree,0.21927,123,403,0.17883,0.25972
2015,Lower Saxony,2nd Quintile,Upper Secondary Degree,0.07389,54,403,0.04832,0.09946
2015,Lower Saxony,2nd Quintile,Other Degree,0.04670,60,403,0.02607,0.06733
2015,Lower Saxony,3rd Quintile,Secondary School Degree,0.25263,125,434,0.21171,0.29356
2015,Lower Saxony,3rd Quintile,Intermediate School Degree,0.28119,149,434,0.23884,0.32353
2015,Lower Saxony,3rd Quintile,Technical School Degree,0.07407,36,434,0.04940,0.09874
2015,Lower Saxony,3rd Quintile,Upper Secondary Degree,0.12694,81,434,0.09558,0.15829
2015,Lower Saxony,3rd Quintile,Other Degree,0.07154,43,434,0.04727,0.09582
2015,Lower Saxony,4th Quintile,Secondary School Degree,0.24686,110,443,0.20666,0.28706
2015,Lower Saxony,4th Quintile,Intermediate School Degree,0.32983,171,443,0.28600,0.37367
2015,Lower Saxony,4th Quintile,Technical School Degree,0.07447,39,443,0.05000,0.09895
2015,Lower Saxony,4th Quintile,Upper Secondary Degree,0.16676,123,443,0.13201,0.20152
2015,Lower Saxony,5th Quintile,Secondary School Degree,0.10715,62,449,0.07851,0.13579
2015,Lower Saxony,5th Quintile,Intermediate School Degree,0.29167,144,449,0.24958,0.33376
2015,Lower Saxony,5th Quintile,Technical School Degree,0.05975,36,449,0.03780,0.08170
2015,Lower Saxony,5th Quintile,Upper Secondary Degree,0.42533,207,449,0.37955,0.47111
2015,North Rhine-Westphalia,1st Quintile,Secondary School Degree,0.30733,392,1175,0.28094,0.33373
2015,North Rhine-Westphalia,1st Quintile,Intermediate School Degree,0.12420,196,1175,0.10534,0.14307
2015,North Rhine-Westphalia,1st Quintile,Technical School Degree,0.03677,58,1175,0.02601,0.04754
2015,North Rhine-Westphalia,1st Quintile,Upper Secondary Degree,0.07910,102,1175,0.06366,0.09454
2015,North Rhine-Westphalia,1st Quintile,Other Degree,0.13671,273,1175,0.11705,0.15636
2015,North Rhine-Westphalia,1st Quintile,"Dropout, No School Degree",0.04749,94,1175,0.03533,0.05966
2015,North Rhine-Westphalia,1st Quintile,No School Degree Yet,0.02709,60,1175,0.01780,0.03637
2015,North Rhine-Westphalia,2nd Quintile,Secondary School Degree,0.30022,311,989,0.27164,0.32880
2015,North Rhine-Westphalia,2nd Quintile,Intermediate School Degree,0.18227,224,989,0.15820,0.20634
2015,North Rhine-Westphalia,2nd Quintile,Technical School Degree,0.05506,77,989,0.04084,0.06928
2015,North Rhine-Westphalia,2nd Quintile,Upper Secondary Degree,0.11735,123,989,0.09729,0.13742
2015,North Rhine-Westphalia,2nd Quintile,Other Degree,0.10162,178,989,0.08278,0.12046
2015,North Rhine-Westphalia,2nd Quintile,"Dropout, No School Degree",0.02388,31,989,0.01436,0.03340
2015,North Rhine-Westphalia,2nd Quintile,No School Degree Yet,0.02213,45,989,0.01296,0.03130
2015,North Rhine-Westphalia,3rd Quintile,Secondary School Degree,0.31326,270,867,0.28237,0.34416
2015,North Rhine-Westphalia,3rd Quintile,Intermediate School Degree,0.20780,220,867,0.18078,0.23482
2015,North Rhine-Westphalia,3rd Quintile,Technical School Degree,0.07317,84,867,0.05582,0.09051
2015,North Rhine-Westphalia,3rd Quintile,Upper Secondary Degree,0.13974,175,867,0.11665,0.16283
2015,North Rhine-Westphalia,3rd Quintile,Other Degree,0.05837,118,867,0.04275,0.07398
2015,North Rhine-Westphalia,4th Quintile,Secondary School Degree,0.24729,232,942,0.21972,0.27485
2015,North Rhine-Westphalia,4th Quintile,Intermediate School Degree,0.22763,244,942,0.20084,0.25442
2015,North Rhine-Westphalia,4th Quintile,Technical School Degree,0.08956,112,942,0.07132,0.10781
2015,North Rhine-Westphalia,4th Quintile,Upper Secondary Degree,0.23303,294,942,0.20602,0.26004
2015,North Rhine-Westphalia,4th Quintile,Other Degree,0.03409,60,942,0.02250,0.04569
2015,North Rhine-Westphalia,5th Quintile,Secondary School Degree,0.11112,123,1027,0.09189,0.13035
2015,North Rhine-Westphalia,5th Quintile,Intermediate School Degree,0.17882,197,1027,0.15537,0.20226
2015,North Rhine-Westphalia,5th Quintile,Technical School Degree,0.12863,130,1027,0.10814,0.14912
2015,North Rhine-Westphalia,5th Quintile,Upper Secondary Degree,0.37093,512,1027,0.34137,0.40049
2015,North Rhine-Westphalia,5th Quintile,Other Degree,0.04520,65,1027,0.03249,0.05791
2015,Hesse,1st Quintile,Secondary School Degree,0.26935,87,263,0.21563,0.32307
2015,Hesse,1st Quintile,Intermediate School Degree,0.12677,62,263,0.08648,0.16706
2015,Hesse,1st Quintile,Upper Secondary Degree,0.08640,36,263,0.05238,0.12042
2015,Hesse,1st Quintile,Other Degree,0.11962,78,263,0.08033,0.15892
2015,Hesse,2nd Quintile,Secondary School Degree,0.35508,86,264,0.29724,0.41291
2015,Hesse,2nd Quintile,Intermediate School Degree,0.16630,70,264,0.12130,0.21130
2015,Hesse,2nd Quintile,Upper Secondary Degree,0.10039,32,264,0.06407,0.13670
2015,Hesse,2nd Quintile,Other Degree,0.16333,76,264,0.11865,0.20801
2015,Hesse,3rd Quintile,Secondary School Degree,0.24817,78,280,0.19748,0.29886
2015,Hesse,3rd Quintile,Intermediate School Degree,0.22213,100,280,0.17335,0.27090
2015,Hesse,3rd Quintile,Upper Secondary Degree,0.13789,71,280,0.09744,0.17835
2015,Hesse,3rd Quintile,Other Degree,0.07300,31,280,0.04248,0.10353
2015,Hesse,4th Quintile,Secondary School Degree,0.24998,78,255,0.19673,0.30323
2015,Hesse,4th Quintile,Intermediate School Degree,0.24944,90,255,0.19623,0.30265
2015,Hesse,4th Quintile,Upper Secondary Degree,0.21102,87,255,0.16084,0.26120
2015,Hesse,5th Quintile,Intermediate School Degree,0.19997,95,394,0.16043,0.23952
2015,Hesse,5th Quintile,Technical School Degree,0.08583,40,394,0.05814,0.11353
2015,Hesse,5th Quintile,Upper Secondary Degree,0.49445,259,394,0.44502,0.54388
2015,"Rhineland-Palatinate, Saarland",1st Quintile,Secondary School Degree,0.32532,110,251,0.26724,0.38339
2015,"Rhineland-Palatinate, Saarland",1st Quintile,Intermediate School Degree,0.12860,60,251,0.08710,0.17009
2015,"Rhineland-Palatinate, Saarland",1st Quintile,Other Degree,0.16334,81,251,0.11751,0.20916
2015,"Rhineland-Palatinate, Saarland",2nd Quintile,Secondary School Degree,0.40306,136,282,0.34571,0.46041
2015,"Rhineland-Palatinate, Saarland",2nd Quintile,Intermediate School Degree,0.16807,51,282,0.12435,0.21179
2015,"Rhineland-Palatinate, Saarland",2nd Quintile,Upper Secondary Degree,0.10454,44,282,0.06877,0.14032
2015,"Rhineland-Palatinate, Saarland",2nd Quintile,Other Degree,0.09934,51,282,0.06437,0.13432
2015,"Rhineland-Palatinate, Saarland",3rd Quintile,Secondary School Degree,0.41657,132,277,0.35841,0.47473
2015,"Rhineland-Palatinate, Saarland",3rd Quintile,Intermediate School Degree,0.16853,72,277,0.12436,0.21269
2015,"Rhineland-Palatinate, Saarland",3rd Quintile,Upper Secondary Degree,0.10734,37,277,0.07082,0.14386
2015,"Rhineland-Palatinate, Saarland",3rd Quintile,Other Degree,0.07812,36,277,0.04646,0.10978
2015,"Rhineland-Palatinate, Saarland",4th Quintile,Secondary School Degree,0.32303,83,211,0.25978,0.38628
2015,"Rhineland-Palatinate, Saarland",4th Quintile,Intermediate School Degree,0.22681,71,211,0.17017,0.28345
2015,"Rhineland-Palatinate, Saarland",4th Quintile,Upper Secondary Degree,0.18984,57,211,0.13680,0.24288
2015,"Rhineland-Palatinate, Saarland",5th Quintile,Secondary School Degree,0.15050,49,229,0.10409,0.19692
2015,"Rhineland-Palatinate, Saarland",5th Quintile,Intermediate School Degree,0.27780,71,229,0.21966,0.33594
2015,"Rhineland-Palatinate, Saarland",5th Quintile,Upper Secondary Degree,0.32498,109,229,0.26419,0.38578
2015,Baden-Wuerttemberg,1st Quintile,Secondary School Degree,0.28640,112,324,0.23710,0.33570
2015,Baden-Wuerttemberg,1st Quintile,Intermediate School Degree,0.14537,76,324,0.10693,0.18381
2015,Baden-Wuerttemberg,1st Quintile,Upper Secondary Degree,0.12610,48,324,0.08990,0.16231
2015,Baden-Wuerttemberg,1st Quintile,Other Degree,0.18869,88,324,0.14602,0.23136
2015,Baden-Wuerttemberg,2nd Quintile,Secondary School Degree,0.28501,158,463,0.24385,0.32617
2015,Baden-Wuerttemberg,2nd Quintile,Intermediate School Degree,0.17538,135,463,0.14070,0.21006
2015,Baden-Wuerttemberg,2nd Quintile,Upper Secondary Degree,0.06201,56,463,0.04002,0.08401
2015,Baden-Wuerttemberg,2nd Quintile,Other Degree,0.17326,114,463,0.13875,0.20777
2015,Baden-Wuerttemberg,3rd Quintile,Secondary School Degree,0.32317,210,582,0.28514,0.36120
2015,Baden-Wuerttemberg,3rd Quintile,Intermediate School Degree,0.18473,165,582,0.15318,0.21629
2015,Baden-Wuerttemberg,3rd Quintile,Upper Secondary Degree,0.13141,116,582,0.10394,0.15888
2015,Baden-Wuerttemberg,3rd Quintile,Other Degree,0.09369,91,582,0.07000,0.11739
2015,Baden-Wuerttemberg,4th Quintile,Secondary School Degree,0.24447,155,629,0.21085,0.27808
2015,Baden-Wuerttemberg,4th Quintile,Intermediate School Degree,0.23247,190,629,0.19943,0.26551
2015,Baden-Wuerttemberg,4th Quintile,Technical School Degree,0.07645,47,629,0.05567,0.09724
2015,Baden-Wuerttemberg,4th Quintile,Upper Secondary Degree,0.21625,176,629,0.18405,0.24845
2015,Baden-Wuerttemberg,4th Quintile,Other Degree,0.06512,61,629,0.04582,0.08441
2015,Baden-Wuerttemberg,5th Quintile,Secondary School Degree,0.15264,113,768,0.12718,0.17809
2015,Baden-Wuerttemberg,5th Quintile,Intermediate School Degree,0.27036,217,768,0.23893,0.30180
2015,Baden-Wuerttemberg,5th Quintile,Technical School Degree,0.07713,68,768,0.05825,0.09601
2015,Baden-Wuerttemberg,5th Quintile,Upper Secondary Degree,0.30824,316,768,0.27556,0.34092
2015,Baden-Wuerttemberg,5th Quintile,Other Degree,0.03987,54,768,0.02603,0.05372
2015,Bavaria,1st Quintile,Secondary School Degree,0.31451,223,533,0.27505,0.35397
2015,Bavaria,1st Quintile,Intermediate School Degree,0.13157,96,533,0.10285,0.16029
2015,Bavaria,1st Quintile,Upper Secondary Degree,0.10292,51,533,0.07710,0.12874
2015,Bavaria,1st Quintile,Other Degree,0.15752,163,533,0.12657,0.18848
2015,Bavaria,2nd Quintile,Secondary School Degree,0.39622,334,750,0.36119,0.43125
2015,Bavaria,2nd Quintile,Intermediate School Degree,0.15479,173,750,0.12889,0.18069
2015,Bavaria,2nd Quintile,Technical School Degree,0.03982,35,750,0.02582,0.05382
2015,Bavaria,2nd Quintile,Upper Secondary Degree,0.07261,74,750,0.05403,0.09119
2015,Bavaria,2nd Quintile,Other Degree,0.10455,134,750,0.08264,0.12646
2015,Bavaria,3rd Quintile,Secondary School Degree,0.40246,296,730,0.36686,0.43806
2015,Bavaria,3rd Quintile,Intermediate School Degree,0.19504,220,730,0.16627,0.22380
2015,Bavaria,3rd Quintile,Technical School Degree,0.03656,37,730,0.02293,0.05018
2015,Bavaria,3rd Quintile,Upper Secondary Degree,0.10555,95,730,0.08324,0.12785
2015,Bavaria,3rd Quintile,Other Degree,0.05391,82,730,0.03752,0.07031
2015,Bavaria,4th Quintile,Secondary School Degree,0.29971,261,821,0.26835,0.33107
2015,Bavaria,4th Quintile,Intermediate School Degree,0.25159,267,821,0.22189,0.28129
2015,Bavaria,4th Quintile,Technical School Degree,0.07166,67,821,0.05401,0.08931
2015,Bavaria,4th Quintile,Upper Secondary Degree,0.14450,176,821,0.12044,0.16857
2015,Bavaria,4th Quintile,Other Degree,0.04151,50,821,0.02785,0.05516
2015,Bavaria,5th Quintile,Secondary School Degree,0.16893,152,981,0.14547,0.19239
2015,Bavaria,5th Quintile,Intermediate School Degree,0.21989,271,981,0.19396,0.24582
2015,Bavaria,5th Quintile,Technical School Degree,0.07265,93,981,0.05640,0.08890
2015,Bavaria,5th Quintile,Upper Secondary Degree,0.33150,372,981,0.30203,0.36097
2015,Bavaria,5th Quintile,Other Degree,0.05796,93,981,0.04333,0.07259
2015,Berlin,1st Quintile,Secondary School Degree,0.19981,51,161,0.13785,0.26177
2015,Berlin,1st Quintile,Intermediate School Degree,0.28573,56,161,0.21573,0.35573
2015,Berlin,1st Quintile,Upper Secondary Degree,0.20102,54,161,0.13892,0.26312
2015,Berlin,2nd Quintile,Secondary School Degree,0.27809,50,162,0.20887,0.34730
2015,Berlin,2nd Quintile,Intermediate School Degree,0.21807,53,162,0.15428,0.28186
2015,Berlin,2nd Quintile,Upper Secondary Degree,0.18827,59,162,0.12789,0.24866
2015,Berlin,3rd Quintile,Intermediate School Degree,0.36332,51,90,0.26340,0.46325
2015,Berlin,3rd Quintile,Upper Secondary Degree,0.17482,39,90,0.09591,0.25373
2015,Berlin,4th Quintile,Intermediate School Degree,0.31032,56,117,0.22613,0.39451
2015,Berlin,4th Quintile,Upper Secondary Degree,0.32410,61,117,0.23892,0.40927
2015,Berlin,5th Quintile,Intermediate School Degree,0.32612,49,157,0.25256,0.39969
2015,Berlin,5th Quintile,Upper Secondary Degree,0.47492,108,157,0.39656,0.55329
2015,Brandenburg,1st Quintile,Secondary School Degree,0.30338,70,221,0.24264,0.36413
2015,Brandenburg,1st Quintile,Intermediate School Degree,0.33206,98,221,0.26983,0.39429
2015,Brandenburg,1st Quintile,Other Degree,0.09124,53,221,0.05319,0.12929
2015,Brandenburg,2nd Quintile,Secondary School Degree,0.38538,77,166,0.31111,0.45964
2015,Brandenburg,2nd Quintile,Intermediate School Degree,0.30589,89,166,0.23558,0.37620
2015,Brandenburg,3rd Quintile,Secondary School Degree,0.28197,47,190,0.21782,0.34612
2015,Brandenburg,3rd Quintile,Intermediate School Degree,0.33746,84,190,0.27005,0.40487
2015,Brandenburg,3rd Quintile,Upper Secondary Degree,0.16331,59,190,0.11061,0.21601
2015,Brandenburg,4th Quintile,Intermediate School Degree,0.60445,86,119,0.51623,0.69268
2015,Brandenburg,4th Quintile,Upper Secondary Degree,0.12825,33,119,0.06792,0.18858
2015,Brandenburg,5th Quintile,Intermediate School Degree,0.36557,51,108,0.27432,0.45682
2015,Brandenburg,5th Quintile,Upper Secondary Degree,0.35151,57,108,0.26105,0.44198
2015,Mecklenburg-Western Pomerania,1st Quintile,Secondary School Degree,0.23709,31,97,0.15201,0.32216
2015,Mecklenburg-Western Pomerania,1st Quintile,Intermediate School Degree,0.42002,66,97,0.32129,0.51875
2015,Mecklenburg-Western Pomerania,2nd Quintile,Secondary School Degree,0.26894,56,145,0.19652,0.34137
2015,Mecklenburg-Western Pomerania,2nd Quintile,Intermediate School Degree,0.42817,89,145,0.34735,0.50899
2015,Mecklenburg-Western Pomerania,3rd Quintile,Intermediate School Degree,0.38383,54,88,0.28164,0.48603
2015,Mecklenburg-Western Pomerania,3rd Quintile,Upper Secondary Degree,0.26152,34,88,0.16917,0.35386
2015,Mecklenburg-Western Pomerania,4th Quintile,Intermediate School Degree,0.40416,32,32,0.23141,0.57691
2015,Saxony,1st Quintile,Secondary School Degree,0.22810,85,273,0.17823,0.27797
2015,Saxony,1st Quintile,Intermediate School Degree,0.32040,145,273,0.26495,0.37586
2015,Saxony,1st Quintile,Upper Secondary Degree,0.12208,43,273,0.08317,0.16099
2015,Saxony,2nd Quintile,Secondary School Degree,0.21775,115,436,0.17897,0.25654
2015,Saxony,2nd Quintile,Intermediate School Degree,0.52435,251,436,0.47742,0.57129
2015,Saxony,2nd Quintile,Upper Secondary Degree,0.07914,70,436,0.05377,0.10451
2015,Saxony,3rd Quintile,Secondary School Degree,0.16134,53,273,0.11762,0.20505
2015,Saxony,3rd Quintile,Intermediate School Degree,0.45559,146,273,0.39640,0.51477
2015,Saxony,3rd Quintile,Upper Secondary Degree,0.11831,74,273,0.07992,0.15669
2015,Saxony,4th Quintile,Intermediate School Degree,0.46940,146,214,0.40238,0.53642
2015,Saxony,4th Quintile,Upper Secondary Degree,0.23543,68,214,0.17845,0.29241
2015,Saxony,5th Quintile,Intermediate School Degree,0.44278,56,137,0.35930,0.52627
2015,Saxony,5th Quintile,Upper Secondary Degree,0.37926,81,137,0.29771,0.46081
2015,Saxony-Anhalt,1st Quintile,Secondary School Degree,0.35903,81,178,0.28836,0.42970
2015,Saxony-Anhalt,1st Quintile,Intermediate School Degree,0.27153,97,178,0.20600,0.33705
2015,Saxony-Anhalt,2nd Quintile,Secondary School Degree,0.32527,73,192,0.25883,0.39171
2015,Saxony-Anhalt,2nd Quintile,Intermediate School Degree,0.37233,119,192,0.30377,0.44089
2015,Saxony-Anhalt,3rd Quintile,Secondary School Degree,0.19016,32,146,0.12629,0.25404
2015,Saxony-Anhalt,3rd Quintile,Intermediate School Degree,0.42707,82,146,0.34656,0.50759
