"pgpsbil","year","alter_gr","sampreg","n","percent","lower_confidence","upper_confidence"
"Noch kein Abschluss","2007","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Noch kein Abschluss","2007","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Noch kein Abschluss","2007","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Noch kein Abschluss","2007","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Keine Schule besucht","2007","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Keine Schule besucht","2007","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Keine Schule besucht","2007","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Keine Schule besucht","2007","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Keine Schule besucht","2007","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Keine Schule besucht","2007","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Hauptschulabschluss","2008","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","584","0.214824888923604","0.200381372965542","0.229268404881666"
"Hauptschulabschluss","2008","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","112","0.115454117475009","0.0963330063435651","0.134575228606453"
"Hauptschulabschluss","2008","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","2798","0.375692953673755","0.365178543143319","0.38620736420419"
"Hauptschulabschluss","2008","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","381","0.166197496644313","0.151619828406473","0.180775164882153"
"Hauptschulabschluss","2008","66 und älter","Westdeutschland, alte Bundeslaender","1855","0.604780676942415","0.587878478621249","0.621682875263582"
"Hauptschulabschluss","2008","66 und älter","Ostdeutschland, neue Bundeslaender","795","0.70020795581839","0.673529744499688","0.726886167137093"
"Realschulabschluss","2008","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","880","0.28605192723729","0.270159028466497","0.301944826008082"
"Realschulabschluss","2008","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","446","0.423336097449931","0.393772841434582","0.45289935346528"
"Realschulabschluss","2008","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","2259","0.267337611677119","0.257729207413925","0.276946015940313"
"Realschulabschluss","2008","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","1514","0.637697190376484","0.618874255976867","0.656520124776101"
"Realschulabschluss","2008","66 und älter","Westdeutschland, alte Bundeslaender","544","0.169169996632174","0.156208865309007","0.18213112795534"
"Realschulabschluss","2008","66 und älter","Ostdeutschland, neue Bundeslaender","156","0.13983095819043","0.119636755691768","0.160025160689092"
"Fachhochschulreife","2008","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","202","0.0653573570619218","0.0566654034055807","0.0740493107182628"
"Fachhochschulreife","2008","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","54","0.0722139460707041","0.0567263972375453","0.0877014949038629"
"Fachhochschulreife","2008","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","547","0.0607185802443787","0.0555338286187477","0.0659033318700096"
"Fachhochschulreife","2008","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","50","0.0181334578419194","0.0129081633711383","0.0233587523127005"
"Fachhochschulreife","2008","66 und älter","Westdeutschland, alte Bundeslaender","145","0.0459225919984723","0.0386860654904483","0.0531591185064963"
"Fachhochschulreife","2008","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Abitur","2008","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","869","0.263519340943612","0.248026384987545","0.27901229689968"
"Abitur","2008","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","321","0.2541452460755","0.22809472850129","0.28019576364971"
"Abitur","2008","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","1841","0.186710043476199","0.178249936955278","0.195170149997119"
"Abitur","2008","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","538","0.167407435501095","0.152787419035934","0.182027451966256"
"Abitur","2008","66 und älter","Westdeutschland, alte Bundeslaender","430","0.101840695754958","0.0913847692901193","0.112296622219797"
"Abitur","2008","66 und älter","Ostdeutschland, neue Bundeslaender","136","0.110950817452678","0.0926630250652175","0.129238609840138"
"Anderer Abschluss","2008","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","98","0.0463401862794597","0.0389471473325867","0.0537332252263327"
"Anderer Abschluss","2008","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Anderer Abschluss","2008","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","609","0.0927851636001498","0.0864862793524336","0.099084047847866"
"Anderer Abschluss","2008","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Anderer Abschluss","2008","66 und älter","Westdeutschland, alte Bundeslaender","190","0.0621394993077209","0.0537935036915039","0.0704854949239379"
"Anderer Abschluss","2008","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Ohne Abschluss verlassen","2008","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Ohne Abschluss verlassen","2008","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Ohne Abschluss verlassen","2008","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","94","0.0166004580197684","0.0138265355222785","0.0193743805172583"
"Ohne Abschluss verlassen","2008","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Ohne Abschluss verlassen","2008","66 und älter","Westdeutschland, alte Bundeslaender","50","0.0161465393642593","0.0117891126518758","0.0205039660766427"
"Ohne Abschluss verlassen","2008","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Noch kein Abschluss","2008","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","445","0.110717418413857","0.0996823448247409","0.121752492002972"
"Noch kein Abschluss","2008","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","115","0.100698784129265","0.0826929629092598","0.11870460534927"
"Noch kein Abschluss","2008","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Noch kein Abschluss","2008","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Noch kein Abschluss","2008","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Noch kein Abschluss","2008","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Keine Schule besucht","2008","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Keine Schule besucht","2008","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Keine Schule besucht","2008","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Keine Schule besucht","2008","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Keine Schule besucht","2008","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Keine Schule besucht","2008","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Hauptschulabschluss","2009","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","499","0.205722120357462","0.190837028002049","0.220607212712874"
"Hauptschulabschluss","2009","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","105","0.108778574000426","0.0890207826981832","0.128536365302669"
"Hauptschulabschluss","2009","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","2544","0.368898094123524","0.357961367606912","0.379834820640136"
"Hauptschulabschluss","2009","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","322","0.142976775546386","0.128919334941722","0.15703421615105"
"Hauptschulabschluss","2009","66 und älter","Westdeutschland, alte Bundeslaender","1741","0.590586145758456","0.573225947979464","0.607946343537448"
"Hauptschulabschluss","2009","66 und älter","Ostdeutschland, neue Bundeslaender","781","0.696086620302982","0.669209769347381","0.722963471258584"
"Realschulabschluss","2009","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","787","0.279357418034963","0.262835332428571","0.295879503641355"
"Realschulabschluss","2009","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","384","0.391306579518561","0.360337251464945","0.422275907572176"
"Realschulabschluss","2009","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","2099","0.267983402230054","0.257944209006919","0.27802259545319"
"Realschulabschluss","2009","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","1466","0.660441674147915","0.641424252348143","0.679459095947688"
"Realschulabschluss","2009","66 und älter","Westdeutschland, alte Bundeslaender","549","0.181371403367625","0.167767622228818","0.194975184506432"
"Realschulabschluss","2009","66 und älter","Ostdeutschland, neue Bundeslaender","169","0.147976030995351","0.127227210032169","0.168724851958533"
"Fachhochschulreife","2009","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","190","0.0693799559334024","0.06002314153844","0.0787367703283648"
"Fachhochschulreife","2009","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","52","0.0805706253046706","0.0632994672657359","0.0978417833436053"
"Fachhochschulreife","2009","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","517","0.0654847066057154","0.0598774871969256","0.0710919260145051"
"Fachhochschulreife","2009","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","49","0.0182880531797634","0.0129071771246988","0.0236689292348281"
"Fachhochschulreife","2009","66 und älter","Westdeutschland, alte Bundeslaender","140","0.0497285330022713","0.0420538854132906","0.057403180591252"
"Fachhochschulreife","2009","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Abitur","2009","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","828","0.281172279013012","0.264617497142706","0.297727060883317"
"Abitur","2009","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","313","0.308675299092146","0.27936192032488","0.337988677859412"
"Abitur","2009","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","1713","0.190691969352084","0.181787510577521","0.199596428126647"
"Abitur","2009","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","520","0.166555464398764","0.151593279853851","0.181517648943677"
"Abitur","2009","66 und älter","Westdeutschland, alte Bundeslaender","436","0.106734120960014","0.0958329340705274","0.1176353078495"
"Abitur","2009","66 und älter","Ostdeutschland, neue Bundeslaender","135","0.110827134210619","0.0924833901610579","0.12917087826018"
"Anderer Abschluss","2009","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","81","0.0381363838936187","0.0310837505233637","0.0451890172638737"
"Anderer Abschluss","2009","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Anderer Abschluss","2009","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","519","0.0902312439642385","0.0837370032506002","0.0967254846778768"
"Anderer Abschluss","2009","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Anderer Abschluss","2009","66 und älter","Westdeutschland, alte Bundeslaender","166","0.0536052028673534","0.0456532935673888","0.061557112167318"
"Anderer Abschluss","2009","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Ohne Abschluss verlassen","2009","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Ohne Abschluss verlassen","2009","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Ohne Abschluss verlassen","2009","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","84","0.0165663749250919","0.0136732267940865","0.0194595230560973"
"Ohne Abschluss verlassen","2009","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Ohne Abschluss verlassen","2009","66 und älter","Westdeutschland, alte Bundeslaender","49","0.0179369532298596","0.0132512390216198","0.0226226674380993"
"Ohne Abschluss verlassen","2009","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Noch kein Abschluss","2009","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","426","0.115091924892143","0.103340343586547","0.126843506197739"
"Noch kein Abschluss","2009","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","82","0.0856177374146318","0.0678627784257114","0.103372696403552"
"Noch kein Abschluss","2009","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Noch kein Abschluss","2009","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Noch kein Abschluss","2009","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Noch kein Abschluss","2009","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Keine Schule besucht","2009","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Keine Schule besucht","2009","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Keine Schule besucht","2009","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Keine Schule besucht","2009","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Keine Schule besucht","2009","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Keine Schule besucht","2009","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Hauptschulabschluss","2010","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","992","0.183114063070865","0.172403454829615","0.193824671312116"
"Hauptschulabschluss","2010","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","183","0.126018549121938","0.109173293153946","0.142863805089929"
"Hauptschulabschluss","2010","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","3054","0.349394710716207","0.340268267777419","0.358521153654994"
"Hauptschulabschluss","2010","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","344","0.130600749496443","0.118255617391071","0.142945881601815"
"Hauptschulabschluss","2010","66 und älter","Westdeutschland, alte Bundeslaender","1644","0.584962750088669","0.567316301233164","0.602609198944175"
"Hauptschulabschluss","2010","66 und älter","Ostdeutschland, neue Bundeslaender","702","0.662479823707181","0.634120317654969","0.690839329759392"
"Realschulabschluss","2010","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1439","0.284296111658668","0.271804320255855","0.296787903061481"
"Realschulabschluss","2010","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","625","0.386657129390779","0.361938525324199","0.411375733457359"
"Realschulabschluss","2010","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","2929","0.263527773063462","0.255094892141785","0.27196065398514"
"Realschulabschluss","2010","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","1767","0.667840334881323","0.65058501376163","0.685095656001016"
"Realschulabschluss","2010","66 und älter","Westdeutschland, alte Bundeslaender","561","0.185779451416764","0.171850464034232","0.199708438799296"
"Realschulabschluss","2010","66 und älter","Ostdeutschland, neue Bundeslaender","185","0.163267031781846","0.141100121995056","0.185433941568635"
"Fachhochschulreife","2010","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","324","0.0716140811690535","0.0644734589060424","0.0787547034320647"
"Fachhochschulreife","2010","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","72","0.0771629588426526","0.0636180460082128","0.0907078716770924"
"Fachhochschulreife","2010","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","757","0.0667343203552792","0.0619572476252966","0.0715113930852619"
"Fachhochschulreife","2010","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","59","0.0215360188143609","0.0162177729763388","0.0268542646523831"
"Fachhochschulreife","2010","66 und älter","Westdeutschland, alte Bundeslaender","138","0.0487933815502374","0.0410778195053572","0.0565089435951176"
