year,pgisced97,pgpsbil,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2010,Second Stage of Tertiary Education,Other Degree,0.07846,366,5320,0.07123,0.08569
2011,Primary Level,Other Degree,0.15985,73,406,0.12416,0.19554
2011,Primary Level,"Dropout, No School Degree",0.83602,333,406,0.79996,0.87208
2011,Lower Secondary Level,Secondary School Degree,0.61526,1827,3052,0.59799,0.63252
2011,Lower Secondary Level,Intermediate School Degree,0.23606,807,3052,0.22099,0.25113
2011,Lower Secondary Level,Other Degree,0.14868,418,3052,0.13606,0.16131
2011,Upper Secondary Level,Secondary School Degree,0.46115,5742,13720,0.45281,0.46949
2011,Upper Secondary Level,Intermediate School Degree,0.40212,6310,13720,0.39392,0.41033
2011,Upper Secondary Level,Technical School Degree,0.01197,150,13720,0.01015,0.01379
2011,Upper Secondary Level,Upper Secondary Degree,0.06488,773,13720,0.06075,0.06900
2011,Upper Secondary Level,Other Degree,0.05297,658,13720,0.04923,0.05672
2011,Upper Secondary Level,"Dropout, No School Degree",0.00688,87,13720,0.00550,0.00826
2011,Post-secondary Non-tertiary Level,Technical School Degree,0.30138,619,1970,0.28111,0.32164
2011,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.53647,1096,1970,0.51445,0.55850
2011,Post-secondary Non-tertiary Level,Other Degree,0.12625,255,1970,0.11158,0.14092
2011,First Stage of Tertiary Education,Secondary School Degree,0.27361,453,1821,0.25313,0.29409
2011,First Stage of Tertiary Education,Intermediate School Degree,0.43130,832,1821,0.40854,0.45405
2011,First Stage of Tertiary Education,Technical School Degree,0.11844,226,1821,0.10360,0.13329
2011,First Stage of Tertiary Education,Upper Secondary Degree,0.13802,258,1821,0.12217,0.15387
2011,First Stage of Tertiary Education,Other Degree,0.03722,52,1821,0.02853,0.04592
2011,Second Stage of Tertiary Education,Secondary School Degree,0.03487,166,6143,0.03028,0.03946
2011,Second Stage of Tertiary Education,Intermediate School Degree,0.11903,740,6143,0.11093,0.12713
2011,Second Stage of Tertiary Education,Technical School Degree,0.12406,637,6143,0.11581,0.13230
2011,Second Stage of Tertiary Education,Upper Secondary Degree,0.64309,4175,6143,0.63111,0.65507
2011,Second Stage of Tertiary Education,Other Degree,0.07820,425,6143,0.07148,0.08491
2012,Primary Level,Other Degree,0.14464,65,385,0.10946,0.17982
2012,Primary Level,"Dropout, No School Degree",0.84971,320,385,0.81397,0.88545
2012,Lower Secondary Level,Secondary School Degree,0.60678,1773,2990,0.58927,0.62429
2012,Lower Secondary Level,Intermediate School Degree,0.23293,816,2990,0.21778,0.24808
2012,Lower Secondary Level,Other Degree,0.16029,401,2990,0.14714,0.17344
2012,Upper Secondary Level,Secondary School Degree,0.45680,5561,13360,0.44835,0.46525
2012,Upper Secondary Level,Intermediate School Degree,0.40496,6167,13360,0.39664,0.41328
2012,Upper Secondary Level,Technical School Degree,0.01006,136,13360,0.00837,0.01175
2012,Upper Secondary Level,Upper Secondary Degree,0.06349,762,13360,0.05936,0.06763
2012,Upper Secondary Level,Other Degree,0.05695,641,13360,0.05302,0.06088
2012,Upper Secondary Level,"Dropout, No School Degree",0.00748,93,13360,0.00602,0.00894
2012,Post-secondary Non-tertiary Level,Technical School Degree,0.31828,611,1940,0.29755,0.33901
2012,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.50980,1056,1940,0.48755,0.53206
2012,Post-secondary Non-tertiary Level,Other Degree,0.14266,273,1940,0.12709,0.15823
2012,First Stage of Tertiary Education,Secondary School Degree,0.25947,443,1776,0.23908,0.27986
2012,First Stage of Tertiary Education,Intermediate School Degree,0.43186,809,1776,0.40882,0.45490
2012,First Stage of Tertiary Education,Technical School Degree,0.11617,214,1776,0.10126,0.13108
2012,First Stage of Tertiary Education,Upper Secondary Degree,0.15638,264,1776,0.13949,0.17328
2012,First Stage of Tertiary Education,Other Degree,0.03470,46,1776,0.02619,0.04321
2012,Second Stage of Tertiary Education,Secondary School Degree,0.03210,169,6070,0.02767,0.03654
2012,Second Stage of Tertiary Education,Intermediate School Degree,0.11077,703,6070,0.10288,0.11867
2012,Second Stage of Tertiary Education,Technical School Degree,0.12449,644,6070,0.11619,0.13280
2012,Second Stage of Tertiary Education,Upper Secondary Degree,0.64033,4125,6070,0.62825,0.65240
2012,Second Stage of Tertiary Education,Other Degree,0.09104,429,6070,0.08380,0.09828
2013,Primary Level,Other Degree,0.12677,69,630,0.10077,0.15278
2013,Primary Level,"Dropout, No School Degree",0.86979,561,630,0.84349,0.89609
2013,Lower Secondary Level,Secondary School Degree,0.58825,1919,3807,0.57262,0.60389
2013,Lower Secondary Level,Intermediate School Degree,0.24375,1012,3807,0.23011,0.25739
2013,Lower Secondary Level,Other Degree,0.16800,876,3807,0.15612,0.17988
2013,Upper Secondary Level,Secondary School Degree,0.44383,5306,13954,0.43559,0.45208
2013,Upper Secondary Level,Intermediate School Degree,0.40868,6062,13954,0.40052,0.41684
2013,Upper Secondary Level,Technical School Degree,0.01164,201,13954,0.00986,0.01342
2013,Upper Secondary Level,Upper Secondary Degree,0.06590,899,13954,0.06179,0.07002
2013,Upper Secondary Level,Other Degree,0.06137,1378,13954,0.05738,0.06535
2013,Upper Secondary Level,"Dropout, No School Degree",0.00808,108,13954,0.00659,0.00956
2013,Post-secondary Non-tertiary Level,Technical School Degree,0.31822,630,2340,0.29934,0.33709
2013,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.49253,1057,2340,0.47227,0.51279
2013,Post-secondary Non-tertiary Level,Other Degree,0.17278,653,2340,0.15746,0.18810
2013,First Stage of Tertiary Education,Secondary School Degree,0.26762,407,1694,0.24653,0.28871
2013,First Stage of Tertiary Education,Intermediate School Degree,0.43434,764,1694,0.41073,0.45795
2013,First Stage of Tertiary Education,Technical School Degree,0.12770,223,1694,0.11180,0.14360
2013,First Stage of Tertiary Education,Upper Secondary Degree,0.14090,247,1694,0.12433,0.15748
2013,First Stage of Tertiary Education,Other Degree,0.02673,53,1694,0.01904,0.03441
2013,Second Stage of Tertiary Education,Secondary School Degree,0.03074,161,6765,0.02663,0.03485
2013,Second Stage of Tertiary Education,Intermediate School Degree,0.11410,690,6765,0.10653,0.12168
2013,Second Stage of Tertiary Education,Technical School Degree,0.11885,645,6765,0.11114,0.12656
2013,Second Stage of Tertiary Education,Upper Secondary Degree,0.63528,4168,6765,0.62381,0.64675
2013,Second Stage of Tertiary Education,Other Degree,0.09986,1101,6765,0.09272,0.10701
2014,Primary Level,Other Degree,0.12886,64,503,0.09955,0.15817
2014,Primary Level,"Dropout, No School Degree",0.86616,439,503,0.83638,0.89595
2014,Lower Secondary Level,Secondary School Degree,0.58104,1669,3233,0.56403,0.59805
2014,Lower Secondary Level,Intermediate School Degree,0.24353,881,3233,0.22874,0.25833
2014,Lower Secondary Level,Other Degree,0.17543,683,3233,0.16232,0.18854
2014,Upper Secondary Level,Secondary School Degree,0.43929,4755,12357,0.43054,0.44804
2014,Upper Secondary Level,Intermediate School Degree,0.40642,5364,12357,0.39776,0.41508
2014,Upper Secondary Level,Technical School Degree,0.01227,180,12357,0.01033,0.01422
2014,Upper Secondary Level,Upper Secondary Degree,0.07009,858,12357,0.06559,0.07459
2014,Upper Secondary Level,Other Degree,0.06309,1102,12357,0.05880,0.06737
2014,Upper Secondary Level,"Dropout, No School Degree",0.00816,98,12357,0.00657,0.00974
2014,Post-secondary Non-tertiary Level,Technical School Degree,0.31942,576,2024,0.29910,0.33973
2014,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.50043,948,2024,0.47864,0.52222
2014,Post-secondary Non-tertiary Level,Other Degree,0.16146,500,2024,0.14543,0.17749
2014,First Stage of Tertiary Education,Secondary School Degree,0.26658,374,1557,0.24461,0.28856
2014,First Stage of Tertiary Education,Intermediate School Degree,0.41623,694,1557,0.39173,0.44072
2014,First Stage of Tertiary Education,Technical School Degree,0.13492,208,1557,0.11795,0.15190
2014,First Stage of Tertiary Education,Upper Secondary Degree,0.14348,227,1557,0.12606,0.16089
2014,First Stage of Tertiary Education,Other Degree,0.03513,54,1557,0.02598,0.04428
2014,Second Stage of Tertiary Education,Secondary School Degree,0.02782,151,6119,0.02370,0.03194
2014,Second Stage of Tertiary Education,Intermediate School Degree,0.11362,658,6119,0.10567,0.12158
2014,Second Stage of Tertiary Education,Technical School Degree,0.12313,608,6119,0.11489,0.13136
2014,Second Stage of Tertiary Education,Upper Secondary Degree,0.63534,3809,6119,0.62327,0.64740
2014,Second Stage of Tertiary Education,Other Degree,0.09960,893,6119,0.09209,0.10710
2015,Primary Level,Other Degree,0.12286,62,533,0.09496,0.15075
2015,Primary Level,"Dropout, No School Degree",0.87714,471,533,0.84925,0.90504
2015,Lower Secondary Level,Secondary School Degree,0.57117,1538,3105,0.55375,0.58858
2015,Lower Secondary Level,Intermediate School Degree,0.25417,845,3105,0.23885,0.26949
2015,Lower Secondary Level,Other Degree,0.17466,722,3105,0.16131,0.18802
2015,Upper Secondary Level,Secondary School Degree,0.42953,4406,11983,0.42066,0.43839
2015,Upper Secondary Level,Intermediate School Degree,0.41340,5114,11983,0.40459,0.42222
2015,Upper Secondary Level,Technical School Degree,0.01442,191,11983,0.01229,0.01656
2015,Upper Secondary Level,Upper Secondary Degree,0.06649,853,11983,0.06203,0.07095
2015,Upper Secondary Level,Other Degree,0.06746,1310,11983,0.06297,0.07195
2015,Upper Secondary Level,"Dropout, No School Degree",0.00859,109,11983,0.00693,0.01024
2015,Post-secondary Non-tertiary Level,Technical School Degree,0.28822,541,2137,0.26901,0.30743
2015,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.49241,897,2137,0.47121,0.51361
2015,Post-secondary Non-tertiary Level,Other Degree,0.20163,699,2137,0.18462,0.21865
2015,First Stage of Tertiary Education,Secondary School Degree,0.24886,348,1488,0.22689,0.27084
2015,First Stage of Tertiary Education,Intermediate School Degree,0.43692,676,1488,0.41171,0.46213
2015,First Stage of Tertiary Education,Technical School Degree,0.14113,204,1488,0.12344,0.15883
2015,First Stage of Tertiary Education,Upper Secondary Degree,0.13961,212,1488,0.12200,0.15723
2015,First Stage of Tertiary Education,Other Degree,0.02991,48,1488,0.02125,0.03857
2015,Second Stage of Tertiary Education,Secondary School Degree,0.02594,137,6310,0.02202,0.02986
2015,Second Stage of Tertiary Education,Intermediate School Degree,0.10849,628,6310,0.10082,0.11616
2015,Second Stage of Tertiary Education,Technical School Degree,0.11814,580,6310,0.11017,0.12610
2015,Second Stage of Tertiary Education,Upper Secondary Degree,0.63756,3720,6310,0.62570,0.64942
2015,Second Stage of Tertiary Education,Other Degree,0.10922,1245,6310,0.10153,0.11692
2016,Primary Level,Other Degree,0.11461,52,1415,0.09801,0.13122
2016,Primary Level,"Dropout, No School Degree",0.86157,1080,1415,0.84357,0.87957
2016,Primary Level,No School Attended,0.02098,283,1415,0.01351,0.02845
2016,Lower Secondary Level,Secondary School Degree,0.55845,1419,3292,0.54148,0.57542
2016,Lower Secondary Level,Intermediate School Degree,0.26322,796,3292,0.24817,0.27826
2016,Lower Secondary Level,Other Degree,0.17833,1077,3292,0.16525,0.19141
2016,Upper Secondary Level,Secondary School Degree,0.42277,4037,11341,0.41368,0.43186
2016,Upper Secondary Level,Intermediate School Degree,0.41596,4707,11341,0.40688,0.42503
2016,Upper Secondary Level,Technical School Degree,0.01489,182,11341,0.01266,0.01712
2016,Upper Secondary Level,Upper Secondary Degree,0.06797,774,11341,0.06334,0.07260
2016,Upper Secondary Level,Other Degree,0.06998,1510,11341,0.06529,0.07468
2016,Upper Secondary Level,"Dropout, No School Degree",0.00841,131,11341,0.00673,0.01009
2016,Post-secondary Non-tertiary Level,Technical School Degree,0.29591,513,2074,0.27626,0.31556
2016,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.47562,864,2074,0.45412,0.49712
2016,Post-secondary Non-tertiary Level,Other Degree,0.20979,697,2074,0.19226,0.22732
2016,First Stage of Tertiary Education,Secondary School Degree,0.23427,316,1366,0.21180,0.25674
2016,First Stage of Tertiary Education,Intermediate School Degree,0.43105,613,1366,0.40478,0.45732
2016,First Stage of Tertiary Education,Technical School Degree,0.14070,187,1366,0.12226,0.15915
2016,First Stage of Tertiary Education,Upper Secondary Degree,0.15598,206,1366,0.13673,0.17523
2016,First Stage of Tertiary Education,Other Degree,0.03221,44,1366,0.02285,0.04158
2016,Second Stage of Tertiary Education,Secondary School Degree,0.02506,125,6362,0.02122,0.02890
2016,Second Stage of Tertiary Education,Intermediate School Degree,0.10135,589,6362,0.09393,0.10876
2016,Second Stage of Tertiary Education,Technical School Degree,0.11372,547,6362,0.10592,0.12152
2016,Second Stage of Tertiary Education,Upper Secondary Degree,0.63876,3520,6362,0.62696,0.65057
2016,Second Stage of Tertiary Education,Other Degree,0.12080,1581,6362,0.11279,0.12881
2017,Primary Level,Other Degree,0.11055,56,1918,0.09651,0.12459
2017,Primary Level,"Dropout, No School Degree",0.85225,1372,1918,0.83636,0.86813
2017,Primary Level,No School Degree Yet,0.00610,99,1918,0.00262,0.00959
2017,Primary Level,No School Attended,0.03110,391,1918,0.02333,0.03887
2017,Lower Secondary Level,Secondary School Degree,0.55570,1481,3701,0.53969,0.57171
2017,Lower Secondary Level,Intermediate School Degree,0.26637,899,3701,0.25213,0.28062
2017,Lower Secondary Level,Other Degree,0.17792,1321,3701,0.16560,0.19025
2017,Upper Secondary Level,Secondary School Degree,0.41103,4210,12540,0.40241,0.41964
2017,Upper Secondary Level,Intermediate School Degree,0.42622,5406,12540,0.41757,0.43488
2017,Upper Secondary Level,Technical School Degree,0.01613,227,12540,0.01393,0.01834
2017,Upper Secondary Level,Upper Secondary Degree,0.06824,960,12540,0.06383,0.07265
2017,Upper Secondary Level,Other Degree,0.06919,1600,12540,0.06475,0.07364
2017,Upper Secondary Level,"Dropout, No School Degree",0.00904,137,12540,0.00738,0.01069
2017,Post-secondary Non-tertiary Level,Technical School Degree,0.30216,634,2295,0.28337,0.32095
2017,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.47808,1018,2295,0.45763,0.49852
2017,Post-secondary Non-tertiary Level,Other Degree,0.20270,643,2295,0.18625,0.21915
2017,First Stage of Tertiary Education,Secondary School Degree,0.22029,317,1494,0.19927,0.24132
2017,First Stage of Tertiary Education,Intermediate School Degree,0.46413,715,1494,0.43883,0.48942
2017,First Stage of Tertiary Education,Technical School Degree,0.12490,201,1494,0.10813,0.14166
2017,First Stage of Tertiary Education,Upper Secondary Degree,0.15266,219,1494,0.13442,0.17091
2017,First Stage of Tertiary Education,Other Degree,0.03287,42,1494,0.02382,0.04191
2017,Second Stage of Tertiary Education,Secondary School Degree,0.02378,122,7087,0.02023,0.02733
2017,Second Stage of Tertiary Education,Intermediate School Degree,0.09480,640,7087,0.08798,0.10162
2017,Second Stage of Tertiary Education,Technical School Degree,0.11908,629,7087,0.11154,0.12662
2017,Second Stage of Tertiary Education,Upper Secondary Degree,0.63824,4019,7087,0.62705,0.64943
2017,Second Stage of Tertiary Education,Other Degree,0.12284,1677,7087,0.11519,0.13048
2018,Primary Level,Other Degree,0.09678,56,1789,0.08307,0.11048
2018,Primary Level,"Dropout, No School Degree",0.86779,1340,1789,0.85209,0.88349
2018,Primary Level,No School Degree Yet,0.00694,79,1789,0.00309,0.01078
2018,Primary Level,No School Attended,0.02849,314,1789,0.02078,0.03621
2018,Lower Secondary Level,Secondary School Degree,0.57021,1478,3576,0.55398,0.58644
2018,Lower Secondary Level,Intermediate School Degree,0.25314,905,3576,0.23889,0.26740
2018,Lower Secondary Level,Other Degree,0.17665,1193,3576,0.16415,0.18915
2018,Upper Secondary Level,Secondary School Degree,0.40001,3948,11909,0.39121,0.40881
2018,Upper Secondary Level,Intermediate School Degree,0.43211,5185,11909,0.42322,0.44101
2018,Upper Secondary Level,Technical School Degree,0.01697,236,11909,0.01465,0.01929
2018,Upper Secondary Level,Upper Secondary Degree,0.07080,939,11909,0.06619,0.07541
2018,Upper Secondary Level,Other Degree,0.07216,1471,11909,0.06751,0.07681
2018,Upper Secondary Level,"Dropout, No School Degree",0.00779,130,11909,0.00621,0.00936
2018,Post-secondary Non-tertiary Level,Technical School Degree,0.31031,613,2195,0.29095,0.32967
2018,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.49286,1014,2195,0.47194,0.51378
2018,Post-secondary Non-tertiary Level,Other Degree,0.17879,568,2195,0.16276,0.19482
2018,First Stage of Tertiary Education,Secondary School Degree,0.23250,304,1414,0.21047,0.25453
2018,First Stage of Tertiary Education,Intermediate School Degree,0.44579,664,1414,0.41987,0.47170
2018,First Stage of Tertiary Education,Technical School Degree,0.13070,195,1414,0.11312,0.14827
2018,First Stage of Tertiary Education,Upper Secondary Degree,0.15868,217,1414,0.13963,0.17774
2018,First Stage of Tertiary Education,Other Degree,0.02969,34,1414,0.02084,0.03854
2018,Second Stage of Tertiary Education,Secondary School Degree,0.02112,113,6805,0.01771,0.02454
2018,Second Stage of Tertiary Education,Intermediate School Degree,0.10065,637,6805,0.09350,0.10780
2018,Second Stage of Tertiary Education,Technical School Degree,0.11732,611,6805,0.10968,0.12497
2018,Second Stage of Tertiary Education,Upper Secondary Degree,0.63006,3901,6805,0.61859,0.64154
2018,Second Stage of Tertiary Education,Other Degree,0.13036,1543,6805,0.12236,0.13836
2019,Primary Level,Other Degree,0.11823,56,1679,0.10278,0.13368
2019,Primary Level,"Dropout, No School Degree",0.83983,1185,1679,0.82228,0.85738
2019,Primary Level,No School Degree Yet,0.00596,80,1679,0.00228,0.00965
2019,Primary Level,No School Attended,0.03598,358,1679,0.02707,0.04489
2019,Lower Secondary Level,Secondary School Degree,0.56756,1328,3219,0.55045,0.58468
2019,Lower Secondary Level,Intermediate School Degree,0.26351,891,3219,0.24829,0.27873
2019,Lower Secondary Level,Other Degree,0.16893,1000,3219,0.15598,0.18188
2019,Upper Secondary Level,Secondary School Degree,0.38782,3658,11435,0.37888,0.39675
2019,Upper Secondary Level,Intermediate School Degree,0.43972,5183,11435,0.43062,0.44882
2019,Upper Secondary Level,Technical School Degree,0.01837,248,11435,0.01591,0.02083
2019,Upper Secondary Level,Upper Secondary Degree,0.07504,989,11435,0.07021,0.07987
2019,Upper Secondary Level,Other Degree,0.07101,1236,11435,0.06631,0.07572
2019,Upper Secondary Level,"Dropout, No School Degree",0.00796,121,11435,0.00633,0.00959
2019,Post-secondary Non-tertiary Level,Technical School Degree,0.29674,622,2241,0.27782,0.31566
2019,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.49964,1116,2241,0.47894,0.52035
2019,Post-secondary Non-tertiary Level,Other Degree,0.18637,503,2241,0.17024,0.20249
2019,First Stage of Tertiary Education,Secondary School Degree,0.22153,342,1612,0.20125,0.24181
2019,First Stage of Tertiary Education,Intermediate School Degree,0.44841,770,1612,0.42412,0.47270
2019,First Stage of Tertiary Education,Technical School Degree,0.13185,218,1612,0.11532,0.14837
2019,First Stage of Tertiary Education,Upper Secondary Degree,0.16933,248,1612,0.15102,0.18764
2019,First Stage of Tertiary Education,Other Degree,0.02536,34,1612,0.01769,0.03304
2019,Second Stage of Tertiary Education,Secondary School Degree,0.02169,120,7390,0.01837,0.02501
2019,Second Stage of Tertiary Education,Intermediate School Degree,0.10145,717,7390,0.09457,0.10833
2019,Second Stage of Tertiary Education,Technical School Degree,0.11132,674,7390,0.10415,0.11850
2019,Second Stage of Tertiary Education,Upper Secondary Degree,0.63176,4470,7390,0.62076,0.64276
2019,Second Stage of Tertiary Education,Other Degree,0.13316,1409,7390,0.12541,0.14090
2020,Primary Level,Other Degree,0.12184,64,1788,0.10667,0.13701
2020,Primary Level,"Dropout, No School Degree",0.81093,1229,1788,0.79278,0.82909
2020,Primary Level,No School Degree Yet,0.00328,39,1788,0.00063,0.00594
2020,Primary Level,No School Attended,0.06394,456,1788,0.05260,0.07529
2020,Lower Secondary Level,Secondary School Degree,0.56416,1214,3335,0.54732,0.58099
2020,Lower Secondary Level,Intermediate School Degree,0.27174,861,3335,0.25663,0.28684
2020,Lower Secondary Level,Other Degree,0.16411,1260,3335,0.15154,0.17668
2020,Upper Secondary Level,Secondary School Degree,0.38934,3341,11076,0.38026,0.39842
2020,Upper Secondary Level,Intermediate School Degree,0.44481,4767,11076,0.43555,0.45406
2020,Upper Secondary Level,Technical School Degree,0.01845,229,11076,0.01594,0.02095
2020,Upper Secondary Level,Upper Secondary Degree,0.07203,927,11076,0.06721,0.07684
2020,Upper Secondary Level,Other Degree,0.06806,1684,11076,0.06337,0.07275
2020,Upper Secondary Level,"Dropout, No School Degree",0.00715,128,11076,0.00558,0.00872
2020,Post-secondary Non-tertiary Level,Technical School Degree,0.30488,600,2341,0.28623,0.32353
2020,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.52762,1065,2341,0.50740,0.54785
2020,Post-secondary Non-tertiary Level,Other Degree,0.14878,676,2341,0.13436,0.16320
2020,First Stage of Tertiary Education,Secondary School Degree,0.21106,279,1424,0.18986,0.23226
2020,First Stage of Tertiary Education,Intermediate School Degree,0.46202,686,1424,0.43611,0.48792
2020,First Stage of Tertiary Education,Technical School Degree,0.12560,197,1424,0.10838,0.14282
2020,First Stage of Tertiary Education,Upper Secondary Degree,0.17738,231,1424,0.15754,0.19723
2020,First Stage of Tertiary Education,Other Degree,0.02065,31,1424,0.01326,0.02803
2020,Second Stage of Tertiary Education,Secondary School Degree,0.01862,102,7508,0.01556,0.02168
2020,Second Stage of Tertiary Education,Intermediate School Degree,0.10147,655,7508,0.09464,0.10830
2020,Second Stage of Tertiary Education,Technical School Degree,0.11057,632,7508,0.10348,0.11767
2020,Second Stage of Tertiary Education,Upper Secondary Degree,0.64867,4242,7508,0.63787,0.65947
2020,Second Stage of Tertiary Education,Other Degree,0.12013,1877,7508,0.11278,0.12748
2021,Primary Level,Other Degree,0.09606,36,1026,0.07802,0.11411
2021,Primary Level,"Dropout, No School Degree",0.81086,692,1026,0.78688,0.83483
2021,Primary Level,No School Degree Yet,0.00686,36,1026,0.00181,0.01191
2021,Primary Level,No School Attended,0.08622,262,1026,0.06903,0.10340
2021,Lower Secondary Level,Secondary School Degree,0.55139,709,1895,0.52899,0.57379
2021,Lower Secondary Level,Intermediate School Degree,0.26813,546,1895,0.24818,0.28808
2021,Lower Secondary Level,Other Degree,0.18047,640,1895,0.16315,0.19779
2021,Upper Secondary Level,Secondary School Degree,0.38242,2157,7238,0.37122,0.39361
2021,Upper Secondary Level,Intermediate School Degree,0.43623,3243,7238,0.42480,0.44765
2021,Upper Secondary Level,Technical School Degree,0.02261,160,7238,0.01919,0.02604
2021,Upper Secondary Level,Upper Secondary Degree,0.08740,757,7238,0.08089,0.09390
2021,Upper Secondary Level,Other Degree,0.06267,834,7238,0.05708,0.06825
2021,Upper Secondary Level,"Dropout, No School Degree",0.00812,87,7238,0.00605,0.01019
2021,Post-secondary Non-tertiary Level,Technical School Degree,0.30689,439,1592,0.28422,0.32955
2021,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.52483,776,1592,0.50029,0.54937
2021,Post-secondary Non-tertiary Level,Other Degree,0.15138,377,1592,0.13377,0.16899
2021,First Stage of Tertiary Education,Secondary School Degree,0.22880,187,958,0.20218,0.25541
2021,First Stage of Tertiary Education,Intermediate School Degree,0.44801,473,958,0.41650,0.47952
2021,First Stage of Tertiary Education,Technical School Degree,0.11970,126,958,0.09913,0.14026
2021,First Stage of Tertiary Education,Upper Secondary Degree,0.17625,172,958,0.15211,0.20039
2021,Second Stage of Tertiary Education,Secondary School Degree,0.01597,74,5545,0.01267,0.01927
2021,Second Stage of Tertiary Education,Intermediate School Degree,0.08500,466,5545,0.07766,0.09234
2021,Second Stage of Tertiary Education,Technical School Degree,0.11639,509,5545,0.10795,0.12483
2021,Second Stage of Tertiary Education,Upper Secondary Degree,0.66441,3344,5545,0.65198,0.67684
2021,Second Stage of Tertiary Education,Other Degree,0.11541,1152,5545,0.10700,0.12382
2022,Primary Level,Other Degree,0.11095,46,829,0.08956,0.13234
2022,Primary Level,"Dropout, No School Degree",0.72932,580,829,0.69905,0.75958
2022,Primary Level,No School Attended,0.15230,203,829,0.12782,0.17677
2022,Lower Secondary Level,Secondary School Degree,0.52719,716,1920,0.50485,0.54953
2022,Lower Secondary Level,Intermediate School Degree,0.27491,631,1920,0.25493,0.29488
2022,Lower Secondary Level,Other Degree,0.19790,573,1920,0.18008,0.21573
2022,Upper Secondary Level,Secondary School Degree,0.35374,2358,8957,0.34384,0.36364
2022,Upper Secondary Level,Intermediate School Degree,0.44871,4086,8957,0.43840,0.45901
2022,Upper Secondary Level,Technical School Degree,0.02247,202,8957,0.01940,0.02554
2022,Upper Secondary Level,Upper Secondary Degree,0.09490,1065,8957,0.08883,0.10097
2022,Upper Secondary Level,Other Degree,0.06840,1063,8957,0.06317,0.07363
2022,Upper Secondary Level,"Dropout, No School Degree",0.00889,124,8957,0.00694,0.01083
2022,Upper Secondary Level,No School Degree Yet,0.00207,59,8957,0.00113,0.00301
2022,Post-secondary Non-tertiary Level,Technical School Degree,0.31162,624,2196,0.29224,0.33099
2022,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.53908,1124,2196,0.51823,0.55993
2022,Post-secondary Non-tertiary Level,Other Degree,0.14070,448,2196,0.12615,0.15524
2022,First Stage of Tertiary Education,Secondary School Degree,0.20669,218,1323,0.18486,0.22852
2022,First Stage of Tertiary Education,Intermediate School Degree,0.44481,608,1323,0.41802,0.47160
2022,First Stage of Tertiary Education,Technical School Degree,0.14242,204,1323,0.12358,0.16126
2022,First Stage of Tertiary Education,Upper Secondary Degree,0.17275,257,1323,0.15237,0.19313
2022,First Stage of Tertiary Education,Other Degree,0.02409,36,1323,0.01583,0.03236
2022,Second Stage of Tertiary Education,Secondary School Degree,0.01535,86,8326,0.01271,0.01800
2022,Second Stage of Tertiary Education,Intermediate School Degree,0.08871,627,8326,0.08260,0.09481
2022,Second Stage of Tertiary Education,Technical School Degree,0.11411,681,8326,0.10728,0.12094
2022,Second Stage of Tertiary Education,Upper Secondary Degree,0.66276,4649,8326,0.65261,0.67292
2022,Second Stage of Tertiary Education,Other Degree,0.11390,2217,8326,0.10708,0.12073
2022,Second Stage of Tertiary Education,No School Degree Yet,0.00284,66,8326,0.00170,0.00399
