"pgpsbil","year","alter_gr","bula_h","n","percent","lower_confidence","upper_confidence"
"Realschulabschluss","1984","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"Realschulabschluss","1984","16-34 Jahre alt","Thueringen","","","",""
"Realschulabschluss","1984","35-65 Jahre alt","Schleswig-Holstein","41","0.205097167520296","0.149553196504033","0.260641138536559"
"Realschulabschluss","1984","35-65 Jahre alt","Hamburg","","","",""
"Realschulabschluss","1984","35-65 Jahre alt","Niedersachsen","91","0.164594832635404","0.135753328535723","0.193436336735085"
"Realschulabschluss","1984","35-65 Jahre alt","Bremen","","","",""
"Realschulabschluss","1984","35-65 Jahre alt","Nordrhein-Westfalen","189","0.141392837018615","0.12471183857596","0.15807383546127"
"Realschulabschluss","1984","35-65 Jahre alt","Hessen","66","0.14757853586115","0.119772001177491","0.175385070544809"
"Realschulabschluss","1984","35-65 Jahre alt","Rheinland-Pfalz,Saarland","32","0.0902827994554952","0.0629397103847121","0.117625888526278"
"Realschulabschluss","1984","35-65 Jahre alt","Baden-Wuerttemberg","105","0.130944884944759","0.111746103012636","0.150143666876882"
"Realschulabschluss","1984","35-65 Jahre alt","Bayern","157","0.170321243173239","0.148035485468008","0.192607000878469"
"Realschulabschluss","1984","35-65 Jahre alt","Saarland","","","",""
"Realschulabschluss","1984","35-65 Jahre alt","Berlin","44","0.221471331786868","0.167214691786115","0.275727971787622"
"Realschulabschluss","1984","35-65 Jahre alt","Brandenburg","","","",""
"Realschulabschluss","1984","35-65 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Realschulabschluss","1984","35-65 Jahre alt","Sachsen","","","",""
"Realschulabschluss","1984","35-65 Jahre alt","Sachsen-Anhalt","","","",""
"Realschulabschluss","1984","35-65 Jahre alt","Thueringen","","","",""
"Realschulabschluss","1984","66 und älter","Schleswig-Holstein","","","",""
"Realschulabschluss","1984","66 und älter","Hamburg","","","",""
"Realschulabschluss","1984","66 und älter","Niedersachsen","","","",""
"Realschulabschluss","1984","66 und älter","Bremen","","","",""
"Realschulabschluss","1984","66 und älter","Nordrhein-Westfalen","31","0.105788394297157","0.0702669176902971","0.141309870904017"
"Realschulabschluss","1984","66 und älter","Hessen","","","",""
"Realschulabschluss","1984","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"Realschulabschluss","1984","66 und älter","Baden-Wuerttemberg","34","0.162892954195276","0.113533481721305","0.212252426669247"
"Realschulabschluss","1984","66 und älter","Bayern","35","0.155382268855729","0.109260628546689","0.201503909164769"
"Realschulabschluss","1984","66 und älter","Saarland","","","",""
"Realschulabschluss","1984","66 und älter","Berlin","","","",""
"Realschulabschluss","1984","66 und älter","Brandenburg","","","",""
"Realschulabschluss","1984","66 und älter","Mecklenburg-Vorpommern","","","",""
"Realschulabschluss","1984","66 und älter","Sachsen","","","",""
"Realschulabschluss","1984","66 und älter","Sachsen-Anhalt","","","",""
"Realschulabschluss","1984","66 und älter","Thueringen","","","",""
"Fachhochschulreife","1984","16-34 Jahre alt","Schleswig-Holstein","","","",""
"Fachhochschulreife","1984","16-34 Jahre alt","Hamburg","","","",""
"Fachhochschulreife","1984","16-34 Jahre alt","Niedersachsen","","","",""
"Fachhochschulreife","1984","16-34 Jahre alt","Bremen","","","",""
"Fachhochschulreife","1984","16-34 Jahre alt","Nordrhein-Westfalen","53","0.0482322857834628","0.0364901465664577","0.0599744250004679"
"Fachhochschulreife","1984","16-34 Jahre alt","Hessen","","","",""
"Fachhochschulreife","1984","16-34 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"Fachhochschulreife","1984","16-34 Jahre alt","Baden-Wuerttemberg","","","",""
"Fachhochschulreife","1984","16-34 Jahre alt","Bayern","","","",""
"Fachhochschulreife","1984","16-34 Jahre alt","Saarland","","","",""
"Fachhochschulreife","1984","16-34 Jahre alt","Berlin","","","",""
"Fachhochschulreife","1984","16-34 Jahre alt","Brandenburg","","","",""
"Fachhochschulreife","1984","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Fachhochschulreife","1984","16-34 Jahre alt","Sachsen","","","",""
"Fachhochschulreife","1984","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"Fachhochschulreife","1984","16-34 Jahre alt","Thueringen","","","",""
"Fachhochschulreife","1984","35-65 Jahre alt","Schleswig-Holstein","","","",""
"Fachhochschulreife","1984","35-65 Jahre alt","Hamburg","","","",""
"Fachhochschulreife","1984","35-65 Jahre alt","Niedersachsen","","","",""
"Fachhochschulreife","1984","35-65 Jahre alt","Bremen","","","",""
"Fachhochschulreife","1984","35-65 Jahre alt","Nordrhein-Westfalen","40","0.0299881327007026","0.0218227918281054","0.0381534735732999"
"Fachhochschulreife","1984","35-65 Jahre alt","Hessen","","","",""
"Fachhochschulreife","1984","35-65 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"Fachhochschulreife","1984","35-65 Jahre alt","Baden-Wuerttemberg","30","0.0370965674592398","0.0263402409432106","0.0478528939752689"
"Fachhochschulreife","1984","35-65 Jahre alt","Bayern","35","0.0383867422865738","0.0269966075965502","0.0497768769765974"
"Fachhochschulreife","1984","35-65 Jahre alt","Saarland","","","",""
"Fachhochschulreife","1984","35-65 Jahre alt","Berlin","","","",""
"Fachhochschulreife","1984","35-65 Jahre alt","Brandenburg","","","",""
"Fachhochschulreife","1984","35-65 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Fachhochschulreife","1984","35-65 Jahre alt","Sachsen","","","",""
"Fachhochschulreife","1984","35-65 Jahre alt","Sachsen-Anhalt","","","",""
"Fachhochschulreife","1984","35-65 Jahre alt","Thueringen","","","",""
"Fachhochschulreife","1984","66 und älter","Schleswig-Holstein","","","",""
"Fachhochschulreife","1984","66 und älter","Hamburg","","","",""
"Fachhochschulreife","1984","66 und älter","Niedersachsen","","","",""
"Fachhochschulreife","1984","66 und älter","Bremen","","","",""
"Fachhochschulreife","1984","66 und älter","Nordrhein-Westfalen","","","",""
"Fachhochschulreife","1984","66 und älter","Hessen","","","",""
"Fachhochschulreife","1984","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"Fachhochschulreife","1984","66 und älter","Baden-Wuerttemberg","","","",""
"Fachhochschulreife","1984","66 und älter","Bayern","","","",""
"Fachhochschulreife","1984","66 und älter","Saarland","","","",""
"Fachhochschulreife","1984","66 und älter","Berlin","","","",""
"Fachhochschulreife","1984","66 und älter","Brandenburg","","","",""
"Fachhochschulreife","1984","66 und älter","Mecklenburg-Vorpommern","","","",""
"Fachhochschulreife","1984","66 und älter","Sachsen","","","",""
"Fachhochschulreife","1984","66 und älter","Sachsen-Anhalt","","","",""
"Fachhochschulreife","1984","66 und älter","Thueringen","","","",""
"Abitur","1984","16-34 Jahre alt","Schleswig-Holstein","","","",""
"Abitur","1984","16-34 Jahre alt","Hamburg","","","",""
"Abitur","1984","16-34 Jahre alt","Niedersachsen","45","0.101412752667084","0.0733652307246222","0.129460274609545"
"Abitur","1984","16-34 Jahre alt","Bremen","","","",""
"Abitur","1984","16-34 Jahre alt","Nordrhein-Westfalen","164","0.169869288055048","0.149289377027799","0.190449199082298"
"Abitur","1984","16-34 Jahre alt","Hessen","73","0.211459782884001","0.176054876043082","0.246864689724921"
"Abitur","1984","16-34 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"Abitur","1984","16-34 Jahre alt","Baden-Wuerttemberg","63","0.106098408126419","0.0853951871571797","0.126801629095659"
"Abitur","1984","16-34 Jahre alt","Bayern","89","0.119194472493061","0.0962935490565945","0.142095395929527"
"Abitur","1984","16-34 Jahre alt","Saarland","","","",""
"Abitur","1984","16-34 Jahre alt","Berlin","","","",""
"Abitur","1984","16-34 Jahre alt","Brandenburg","","","",""
"Abitur","1984","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Abitur","1984","16-34 Jahre alt","Sachsen","","","",""
"Abitur","1984","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"Abitur","1984","16-34 Jahre alt","Thueringen","","","",""
"Abitur","1984","35-65 Jahre alt","Schleswig-Holstein","","","",""
"Abitur","1984","35-65 Jahre alt","Hamburg","","","",""
"Abitur","1984","35-65 Jahre alt","Niedersachsen","47","0.0797245535363945","0.0586568987333737","0.100792208339415"
"Abitur","1984","35-65 Jahre alt","Bremen","","","",""
"Abitur","1984","35-65 Jahre alt","Nordrhein-Westfalen","97","0.0730783238291819","0.0606180699333712","0.0855385777249927"
"Abitur","1984","35-65 Jahre alt","Hessen","38","0.0847024539820126","0.0628732837462888","0.106531624217736"
"Abitur","1984","35-65 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"Abitur","1984","35-65 Jahre alt","Baden-Wuerttemberg","60","0.0713139694058811","0.0566676834824563","0.085960255329306"
"Abitur","1984","35-65 Jahre alt","Bayern","69","0.0736355264503158","0.0581519011211698","0.0891191517794619"
"Abitur","1984","35-65 Jahre alt","Saarland","","","",""
"Abitur","1984","35-65 Jahre alt","Berlin","","","",""
"Abitur","1984","35-65 Jahre alt","Brandenburg","","","",""
"Abitur","1984","35-65 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Abitur","1984","35-65 Jahre alt","Sachsen","","","",""
"Abitur","1984","35-65 Jahre alt","Sachsen-Anhalt","","","",""
"Abitur","1984","35-65 Jahre alt","Thueringen","","","",""
"Abitur","1984","66 und älter","Schleswig-Holstein","","","",""
"Abitur","1984","66 und älter","Hamburg","","","",""
"Abitur","1984","66 und älter","Niedersachsen","","","",""
"Abitur","1984","66 und älter","Bremen","","","",""
"Abitur","1984","66 und älter","Nordrhein-Westfalen","","","",""
"Abitur","1984","66 und älter","Hessen","","","",""
"Abitur","1984","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"Abitur","1984","66 und älter","Baden-Wuerttemberg","","","",""
"Abitur","1984","66 und älter","Bayern","","","",""
"Abitur","1984","66 und älter","Saarland","","","",""
"Abitur","1984","66 und älter","Berlin","","","",""
"Abitur","1984","66 und älter","Brandenburg","","","",""
"Abitur","1984","66 und älter","Mecklenburg-Vorpommern","","","",""
"Abitur","1984","66 und älter","Sachsen","","","",""
"Abitur","1984","66 und älter","Sachsen-Anhalt","","","",""
"Abitur","1984","66 und älter","Thueringen","","","",""
"Anderer Abschluss","1984","16-34 Jahre alt","Schleswig-Holstein","","","",""
"Anderer Abschluss","1984","16-34 Jahre alt","Hamburg","","","",""
"Anderer Abschluss","1984","16-34 Jahre alt","Niedersachsen","32","0.0236547221084408","0.00953491623669651","0.0377745279801851"
"Anderer Abschluss","1984","16-34 Jahre alt","Bremen","","","",""
"Anderer Abschluss","1984","16-34 Jahre alt","Nordrhein-Westfalen","134","0.0298208371368225","0.0204990602163082","0.0391426140573368"
"Anderer Abschluss","1984","16-34 Jahre alt","Hessen","91","0.0525473712098711","0.0332013397031286","0.0718934027166135"
"Anderer Abschluss","1984","16-34 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"Anderer Abschluss","1984","16-34 Jahre alt","Baden-Wuerttemberg","127","0.0425068427320252","0.0289444632573938","0.0560692222066567"
"Anderer Abschluss","1984","16-34 Jahre alt","Bayern","67","0.0263859198716756","0.0150576271215375","0.0377142126218137"
"Anderer Abschluss","1984","16-34 Jahre alt","Saarland","","","",""
"Anderer Abschluss","1984","16-34 Jahre alt","Berlin","","","",""
"Anderer Abschluss","1984","16-34 Jahre alt","Brandenburg","","","",""
"Anderer Abschluss","1984","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Anderer Abschluss","1984","16-34 Jahre alt","Sachsen","","","",""
"Anderer Abschluss","1984","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"Anderer Abschluss","1984","16-34 Jahre alt","Thueringen","","","",""
"Anderer Abschluss","1984","35-65 Jahre alt","Schleswig-Holstein","","","",""
"Anderer Abschluss","1984","35-65 Jahre alt","Hamburg","","","",""
"Anderer Abschluss","1984","35-65 Jahre alt","Niedersachsen","56","0.0186373740296956","0.00811852199449509","0.0291562260648961"
"Anderer Abschluss","1984","35-65 Jahre alt","Bremen","","","",""
"Anderer Abschluss","1984","35-65 Jahre alt","Nordrhein-Westfalen","246","0.0374166430772991","0.0283308536225949","0.0465024325320033"
"Anderer Abschluss","1984","35-65 Jahre alt","Hessen","116","0.0423863222223242","0.0265914498764659","0.0581811945681825"
"Anderer Abschluss","1984","35-65 Jahre alt","Rheinland-Pfalz,Saarland","35","0.0269641128581161","0.0115098119998012","0.0424184137164309"
"Anderer Abschluss","1984","35-65 Jahre alt","Baden-Wuerttemberg","227","0.044641880537489","0.0328885733680565","0.0563951877069215"
"Anderer Abschluss","1984","35-65 Jahre alt","Bayern","160","0.0350981806022608","0.0241882528433912","0.0460081083611305"
"Anderer Abschluss","1984","35-65 Jahre alt","Saarland","","","",""
"Anderer Abschluss","1984","35-65 Jahre alt","Berlin","","","",""
"Anderer Abschluss","1984","35-65 Jahre alt","Brandenburg","","","",""
"Anderer Abschluss","1984","35-65 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Anderer Abschluss","1984","35-65 Jahre alt","Sachsen","","","",""
"Anderer Abschluss","1984","35-65 Jahre alt","Sachsen-Anhalt","","","",""
"Anderer Abschluss","1984","35-65 Jahre alt","Thueringen","","","",""
"Anderer Abschluss","1984","66 und älter","Schleswig-Holstein","","","",""
"Anderer Abschluss","1984","66 und älter","Hamburg","","","",""
"Anderer Abschluss","1984","66 und älter","Niedersachsen","","","",""
"Anderer Abschluss","1984","66 und älter","Bremen","","","",""
"Anderer Abschluss","1984","66 und älter","Nordrhein-Westfalen","","","",""
"Anderer Abschluss","1984","66 und älter","Hessen","","","",""
"Anderer Abschluss","1984","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"Anderer Abschluss","1984","66 und älter","Baden-Wuerttemberg","","","",""
"Anderer Abschluss","1984","66 und älter","Bayern","","","",""
"Anderer Abschluss","1984","66 und älter","Saarland","","","",""
"Anderer Abschluss","1984","66 und älter","Berlin","","","",""
"Anderer Abschluss","1984","66 und älter","Brandenburg","","","",""
"Anderer Abschluss","1984","66 und älter","Mecklenburg-Vorpommern","","","",""
"Anderer Abschluss","1984","66 und älter","Sachsen","","","",""
"Anderer Abschluss","1984","66 und älter","Sachsen-Anhalt","","","",""
"Anderer Abschluss","1984","66 und älter","Thueringen","","","",""
"Ohne Abschluss verlassen","1984","16-34 Jahre alt","Schleswig-Holstein","","","",""
"Ohne Abschluss verlassen","1984","16-34 Jahre alt","Hamburg","","","",""
"Ohne Abschluss verlassen","1984","16-34 Jahre alt","Niedersachsen","","","",""
"Ohne Abschluss verlassen","1984","16-34 Jahre alt","Bremen","","","",""
"Ohne Abschluss verlassen","1984","16-34 Jahre alt","Nordrhein-Westfalen","94","0.0344004829285023","0.0244121362299453","0.0443888296270592"
"Ohne Abschluss verlassen","1984","16-34 Jahre alt","Hessen","36","0.0292000091961438","0.0146019870947142","0.0437980312975734"
"Ohne Abschluss verlassen","1984","16-34 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"Ohne Abschluss verlassen","1984","16-34 Jahre alt","Baden-Wuerttemberg","61","0.0193621873157292","0.0100987929279882","0.0286255817034702"
"Ohne Abschluss verlassen","1984","16-34 Jahre alt","Bayern","","","",""
"Ohne Abschluss verlassen","1984","16-34 Jahre alt","Saarland","","","",""
"Ohne Abschluss verlassen","1984","16-34 Jahre alt","Berlin","","","",""
"Ohne Abschluss verlassen","1984","16-34 Jahre alt","Brandenburg","","","",""
"Ohne Abschluss verlassen","1984","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Ohne Abschluss verlassen","1984","16-34 Jahre alt","Sachsen","","","",""
"Ohne Abschluss verlassen","1984","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"Ohne Abschluss verlassen","1984","16-34 Jahre alt","Thueringen","","","",""
"Ohne Abschluss verlassen","1984","35-65 Jahre alt","Schleswig-Holstein","","","",""
"Ohne Abschluss verlassen","1984","35-65 Jahre alt","Hamburg","","","",""
"Ohne Abschluss verlassen","1984","35-65 Jahre alt","Niedersachsen","33","0.0159221518010735","0.00618623539387714","0.0256580682082699"
"Ohne Abschluss verlassen","1984","35-65 Jahre alt","Bremen","","","",""
"Ohne Abschluss verlassen","1984","35-65 Jahre alt","Nordrhein-Westfalen","174","0.0267118620410972","0.0189924560860444","0.03443126799615"
"Ohne Abschluss verlassen","1984","35-65 Jahre alt","Hessen","66","0.0201576484736434","0.00913956344739453","0.0311757334998923"
"Ohne Abschluss verlassen","1984","35-65 Jahre alt","Rheinland-Pfalz,Saarland","34","0.0224071708812356","0.00828620569704122","0.03652813606543"
"Ohne Abschluss verlassen","1984","35-65 Jahre alt","Baden-Wuerttemberg","181","0.030365008084265","0.0205994608054479","0.040130555363082"
"Ohne Abschluss verlassen","1984","35-65 Jahre alt","Bayern","62","0.0126560504925451","0.00602898375701899","0.0192831172280713"
"Ohne Abschluss verlassen","1984","35-65 Jahre alt","Saarland","","","",""
"Ohne Abschluss verlassen","1984","35-65 Jahre alt","Berlin","","","",""
"Ohne Abschluss verlassen","1984","35-65 Jahre alt","Brandenburg","","","",""
"Ohne Abschluss verlassen","1984","35-65 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Ohne Abschluss verlassen","1984","35-65 Jahre alt","Sachsen","","","",""
"Ohne Abschluss verlassen","1984","35-65 Jahre alt","Sachsen-Anhalt","","","",""
"Ohne Abschluss verlassen","1984","35-65 Jahre alt","Thueringen","","","",""
"Ohne Abschluss verlassen","1984","66 und älter","Schleswig-Holstein","","","",""
"Ohne Abschluss verlassen","1984","66 und älter","Hamburg","","","",""
"Ohne Abschluss verlassen","1984","66 und älter","Niedersachsen","","","",""
"Ohne Abschluss verlassen","1984","66 und älter","Bremen","","","",""
"Ohne Abschluss verlassen","1984","66 und älter","Nordrhein-Westfalen","","","",""
"Ohne Abschluss verlassen","1984","66 und älter","Hessen","","","",""
"Ohne Abschluss verlassen","1984","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"Ohne Abschluss verlassen","1984","66 und älter","Baden-Wuerttemberg","","","",""
"Ohne Abschluss verlassen","1984","66 und älter","Bayern","","","",""
"Ohne Abschluss verlassen","1984","66 und älter","Saarland","","","",""
"Ohne Abschluss verlassen","1984","66 und älter","Berlin","","","",""
"Ohne Abschluss verlassen","1984","66 und älter","Brandenburg","","","",""
"Ohne Abschluss verlassen","1984","66 und älter","Mecklenburg-Vorpommern","","","",""
"Ohne Abschluss verlassen","1984","66 und älter","Sachsen","","","",""
"Ohne Abschluss verlassen","1984","66 und älter","Sachsen-Anhalt","","","",""
"Ohne Abschluss verlassen","1984","66 und älter","Thueringen","","","",""
"Noch kein Abschluss","1984","16-34 Jahre alt","Schleswig-Holstein","","","",""
"Noch kein Abschluss","1984","16-34 Jahre alt","Hamburg","","","",""
"Noch kein Abschluss","1984","16-34 Jahre alt","Niedersachsen","33","0.0774428582496457","0.0526083588664339","0.102277357632858"
"Noch kein Abschluss","1984","16-34 Jahre alt","Bremen","","","",""
"Noch kein Abschluss","1984","16-34 Jahre alt","Nordrhein-Westfalen","69","0.0580701197918862","0.0452527632081647","0.0708874763756077"
"Noch kein Abschluss","1984","16-34 Jahre alt","Hessen","","","",""
"Noch kein Abschluss","1984","16-34 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"Noch kein Abschluss","1984","16-34 Jahre alt","Baden-Wuerttemberg","39","0.0587694035021833","0.0429582961395752","0.0745805108647914"
"Noch kein Abschluss","1984","16-34 Jahre alt","Bayern","","","",""
"Noch kein Abschluss","1984","16-34 Jahre alt","Saarland","","","",""
"Noch kein Abschluss","1984","16-34 Jahre alt","Berlin","","","",""
"Noch kein Abschluss","1984","16-34 Jahre alt","Brandenburg","","","",""
"Noch kein Abschluss","1984","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Noch kein Abschluss","1984","16-34 Jahre alt","Sachsen","","","",""
"Noch kein Abschluss","1984","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"Noch kein Abschluss","1984","16-34 Jahre alt","Thueringen","","","",""
"Noch kein Abschluss","1984","35-65 Jahre alt","Schleswig-Holstein","","","",""
"Noch kein Abschluss","1984","35-65 Jahre alt","Hamburg","","","",""
"Noch kein Abschluss","1984","35-65 Jahre alt","Niedersachsen","","","",""
"Noch kein Abschluss","1984","35-65 Jahre alt","Bremen","","","",""
"Noch kein Abschluss","1984","35-65 Jahre alt","Nordrhein-Westfalen","","","",""
"Noch kein Abschluss","1984","35-65 Jahre alt","Hessen","","","",""
"Noch kein Abschluss","1984","35-65 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"Noch kein Abschluss","1984","35-65 Jahre alt","Baden-Wuerttemberg","","","",""
"Noch kein Abschluss","1984","35-65 Jahre alt","Bayern","","","",""
"Noch kein Abschluss","1984","35-65 Jahre alt","Saarland","","","",""
"Noch kein Abschluss","1984","35-65 Jahre alt","Berlin","","","",""
"Noch kein Abschluss","1984","35-65 Jahre alt","Brandenburg","","","",""
"Noch kein Abschluss","1984","35-65 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Noch kein Abschluss","1984","35-65 Jahre alt","Sachsen","","","",""
"Noch kein Abschluss","1984","35-65 Jahre alt","Sachsen-Anhalt","","","",""
"Noch kein Abschluss","1984","35-65 Jahre alt","Thueringen","","","",""
"Noch kein Abschluss","1984","66 und älter","Schleswig-Holstein","","","",""
"Noch kein Abschluss","1984","66 und älter","Hamburg","","","",""
"Noch kein Abschluss","1984","66 und älter","Niedersachsen","","","",""
