"pgpsbil","year","alter_gr","bula_h","n","percent","lower_confidence","upper_confidence"
"Abitur","2001","35-65 Jahre alt","Hamburg","38","0.212488535721317","0.149881612485513","0.275095458957121"
"Abitur","2001","35-65 Jahre alt","Niedersachsen","139","0.131457140678139","0.110461735098343","0.152452546257935"
"Abitur","2001","35-65 Jahre alt","Bremen","","","",""
"Abitur","2001","35-65 Jahre alt","Nordrhein-Westfalen","379","0.138903076855463","0.125632402168407","0.152173751542518"
"Abitur","2001","35-65 Jahre alt","Hessen","141","0.18758690674055","0.161312078665939","0.21386173481516"
"Abitur","2001","35-65 Jahre alt","Rheinland-Pfalz,Saarland","73","0.1030113935223","0.0785663416590365","0.127456445385563"
"Abitur","2001","35-65 Jahre alt","Baden-Wuerttemberg","201","0.171553270672444","0.151903604285376","0.191202937059513"
"Abitur","2001","35-65 Jahre alt","Bayern","228","0.146468066934044","0.12957080029958","0.163365333568509"
"Abitur","2001","35-65 Jahre alt","Saarland","","","",""
"Abitur","2001","35-65 Jahre alt","Berlin","123","0.237017569639326","0.198934857213306","0.275100282065346"
"Abitur","2001","35-65 Jahre alt","Brandenburg","95","0.197133871868841","0.163485570731001","0.230782173006682"
"Abitur","2001","35-65 Jahre alt","Mecklenburg-Vorpommern","37","0.110499806351252","0.0740376202843883","0.146961992418117"
"Abitur","2001","35-65 Jahre alt","Sachsen","157","0.167956459545678","0.143904775770782","0.192008143320574"
"Abitur","2001","35-65 Jahre alt","Sachsen-Anhalt","95","0.144799189026551","0.116111121888433","0.173487256164668"
"Abitur","2001","35-65 Jahre alt","Thueringen","62","0.0968460075749728","0.0719016125730136","0.121790402576932"
"Abitur","2001","66 und älter","Schleswig-Holstein","","","",""
"Abitur","2001","66 und älter","Hamburg","","","",""
"Abitur","2001","66 und älter","Niedersachsen","","","",""
"Abitur","2001","66 und älter","Bremen","","","",""
"Abitur","2001","66 und älter","Nordrhein-Westfalen","54","0.0871631765706262","0.0665308136187951","0.107795539522457"
"Abitur","2001","66 und älter","Hessen","","","",""
"Abitur","2001","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"Abitur","2001","66 und älter","Baden-Wuerttemberg","39","0.120092295093479","0.086879890920432","0.153304699266525"
"Abitur","2001","66 und älter","Bayern","32","0.068294613601593","0.0456337141449068","0.0909555130582792"
"Abitur","2001","66 und älter","Saarland","","","",""
"Abitur","2001","66 und älter","Berlin","","","",""
"Abitur","2001","66 und älter","Brandenburg","","","",""
"Abitur","2001","66 und älter","Mecklenburg-Vorpommern","","","",""
"Abitur","2001","66 und älter","Sachsen","","","",""
"Abitur","2001","66 und älter","Sachsen-Anhalt","","","",""
"Abitur","2001","66 und älter","Thueringen","","","",""
"Anderer Abschluss","2001","16-34 Jahre alt","Schleswig-Holstein","","","",""
"Anderer Abschluss","2001","16-34 Jahre alt","Hamburg","","","",""
"Anderer Abschluss","2001","16-34 Jahre alt","Niedersachsen","30","0.0543117444955346","0.0354228561502837","0.0732006328407854"
"Anderer Abschluss","2001","16-34 Jahre alt","Bremen","","","",""
"Anderer Abschluss","2001","16-34 Jahre alt","Nordrhein-Westfalen","80","0.0598236621673903","0.0470491226389397","0.0725982016958409"
"Anderer Abschluss","2001","16-34 Jahre alt","Hessen","30","0.0827344722203271","0.0559050471652821","0.109563897275372"
"Anderer Abschluss","2001","16-34 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"Anderer Abschluss","2001","16-34 Jahre alt","Baden-Wuerttemberg","51","0.0575506496989373","0.0416394730087419","0.0734618263891327"
"Anderer Abschluss","2001","16-34 Jahre alt","Bayern","32","0.0405269022108005","0.0275863213989287","0.0534674830226722"
"Anderer Abschluss","2001","16-34 Jahre alt","Saarland","","","",""
"Anderer Abschluss","2001","16-34 Jahre alt","Berlin","","","",""
"Anderer Abschluss","2001","16-34 Jahre alt","Brandenburg","","","",""
"Anderer Abschluss","2001","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Anderer Abschluss","2001","16-34 Jahre alt","Sachsen","","","",""
"Anderer Abschluss","2001","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"Anderer Abschluss","2001","16-34 Jahre alt","Thueringen","","","",""
"Anderer Abschluss","2001","35-65 Jahre alt","Schleswig-Holstein","","","",""
"Anderer Abschluss","2001","35-65 Jahre alt","Hamburg","","","",""
"Anderer Abschluss","2001","35-65 Jahre alt","Niedersachsen","63","0.0545995128733427","0.0404826288912324","0.068716396855453"
"Anderer Abschluss","2001","35-65 Jahre alt","Bremen","","","",""
"Anderer Abschluss","2001","35-65 Jahre alt","Nordrhein-Westfalen","267","0.0910025282745712","0.0799663395573993","0.102038716991743"
"Anderer Abschluss","2001","35-65 Jahre alt","Hessen","111","0.120073427110484","0.0981959703254785","0.14195088389549"
"Anderer Abschluss","2001","35-65 Jahre alt","Rheinland-Pfalz,Saarland","61","0.115342806944287","0.0896543727571532","0.141031241131421"
"Anderer Abschluss","2001","35-65 Jahre alt","Baden-Wuerttemberg","233","0.121187469099725","0.104177623771445","0.138197314428005"
"Anderer Abschluss","2001","35-65 Jahre alt","Bayern","119","0.0584711722925245","0.047258146871578","0.0696841977134711"
"Anderer Abschluss","2001","35-65 Jahre alt","Saarland","","","",""
"Anderer Abschluss","2001","35-65 Jahre alt","Berlin","30","0.0757116426738538","0.0520216236186687","0.099401661729039"
"Anderer Abschluss","2001","35-65 Jahre alt","Brandenburg","","","",""
"Anderer Abschluss","2001","35-65 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Anderer Abschluss","2001","35-65 Jahre alt","Sachsen","","","",""
"Anderer Abschluss","2001","35-65 Jahre alt","Sachsen-Anhalt","","","",""
"Anderer Abschluss","2001","35-65 Jahre alt","Thueringen","","","",""
"Anderer Abschluss","2001","66 und älter","Schleswig-Holstein","","","",""
"Anderer Abschluss","2001","66 und älter","Hamburg","","","",""
"Anderer Abschluss","2001","66 und älter","Niedersachsen","","","",""
"Anderer Abschluss","2001","66 und älter","Bremen","","","",""
"Anderer Abschluss","2001","66 und älter","Nordrhein-Westfalen","40","0.0462493380154045","0.0308870446073377","0.0616116314234713"
"Anderer Abschluss","2001","66 und älter","Hessen","","","",""
"Anderer Abschluss","2001","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"Anderer Abschluss","2001","66 und älter","Baden-Wuerttemberg","31","0.0480366621741343","0.026188208526423","0.0698851158218456"
"Anderer Abschluss","2001","66 und älter","Bayern","","","",""
"Anderer Abschluss","2001","66 und älter","Saarland","","","",""
"Anderer Abschluss","2001","66 und älter","Berlin","","","",""
"Anderer Abschluss","2001","66 und älter","Brandenburg","","","",""
"Anderer Abschluss","2001","66 und älter","Mecklenburg-Vorpommern","","","",""
"Anderer Abschluss","2001","66 und älter","Sachsen","","","",""
"Anderer Abschluss","2001","66 und älter","Sachsen-Anhalt","","","",""
"Anderer Abschluss","2001","66 und älter","Thueringen","","","",""
"Ohne Abschluss verlassen","2001","16-34 Jahre alt","Schleswig-Holstein","","","",""
"Ohne Abschluss verlassen","2001","16-34 Jahre alt","Hamburg","","","",""
"Ohne Abschluss verlassen","2001","16-34 Jahre alt","Niedersachsen","","","",""
"Ohne Abschluss verlassen","2001","16-34 Jahre alt","Bremen","","","",""
"Ohne Abschluss verlassen","2001","16-34 Jahre alt","Nordrhein-Westfalen","","","",""
"Ohne Abschluss verlassen","2001","16-34 Jahre alt","Hessen","","","",""
"Ohne Abschluss verlassen","2001","16-34 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"Ohne Abschluss verlassen","2001","16-34 Jahre alt","Baden-Wuerttemberg","","","",""
"Ohne Abschluss verlassen","2001","16-34 Jahre alt","Bayern","","","",""
"Ohne Abschluss verlassen","2001","16-34 Jahre alt","Saarland","","","",""
"Ohne Abschluss verlassen","2001","16-34 Jahre alt","Berlin","","","",""
"Ohne Abschluss verlassen","2001","16-34 Jahre alt","Brandenburg","","","",""
"Ohne Abschluss verlassen","2001","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Ohne Abschluss verlassen","2001","16-34 Jahre alt","Sachsen","","","",""
"Ohne Abschluss verlassen","2001","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"Ohne Abschluss verlassen","2001","16-34 Jahre alt","Thueringen","","","",""
"Ohne Abschluss verlassen","2001","35-65 Jahre alt","Schleswig-Holstein","","","",""
"Ohne Abschluss verlassen","2001","35-65 Jahre alt","Hamburg","","","",""
"Ohne Abschluss verlassen","2001","35-65 Jahre alt","Niedersachsen","","","",""
"Ohne Abschluss verlassen","2001","35-65 Jahre alt","Bremen","","","",""
"Ohne Abschluss verlassen","2001","35-65 Jahre alt","Nordrhein-Westfalen","73","0.0252509187027904","0.0192309246728533","0.0312709127327274"
"Ohne Abschluss verlassen","2001","35-65 Jahre alt","Hessen","","","",""
"Ohne Abschluss verlassen","2001","35-65 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"Ohne Abschluss verlassen","2001","35-65 Jahre alt","Baden-Wuerttemberg","39","0.021704969404102","0.0141097924078924","0.0293001464003117"
"Ohne Abschluss verlassen","2001","35-65 Jahre alt","Bayern","","","",""
"Ohne Abschluss verlassen","2001","35-65 Jahre alt","Saarland","","","",""
"Ohne Abschluss verlassen","2001","35-65 Jahre alt","Berlin","","","",""
"Ohne Abschluss verlassen","2001","35-65 Jahre alt","Brandenburg","","","",""
"Ohne Abschluss verlassen","2001","35-65 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Ohne Abschluss verlassen","2001","35-65 Jahre alt","Sachsen","","","",""
"Ohne Abschluss verlassen","2001","35-65 Jahre alt","Sachsen-Anhalt","","","",""
"Ohne Abschluss verlassen","2001","35-65 Jahre alt","Thueringen","","","",""
"Ohne Abschluss verlassen","2001","66 und älter","Schleswig-Holstein","","","",""
"Ohne Abschluss verlassen","2001","66 und älter","Hamburg","","","",""
"Ohne Abschluss verlassen","2001","66 und älter","Niedersachsen","","","",""
"Ohne Abschluss verlassen","2001","66 und älter","Bremen","","","",""
"Ohne Abschluss verlassen","2001","66 und älter","Nordrhein-Westfalen","","","",""
"Ohne Abschluss verlassen","2001","66 und älter","Hessen","","","",""
"Ohne Abschluss verlassen","2001","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"Ohne Abschluss verlassen","2001","66 und älter","Baden-Wuerttemberg","","","",""
"Ohne Abschluss verlassen","2001","66 und älter","Bayern","","","",""
"Ohne Abschluss verlassen","2001","66 und älter","Saarland","","","",""
"Ohne Abschluss verlassen","2001","66 und älter","Berlin","","","",""
"Ohne Abschluss verlassen","2001","66 und älter","Brandenburg","","","",""
"Ohne Abschluss verlassen","2001","66 und älter","Mecklenburg-Vorpommern","","","",""
"Ohne Abschluss verlassen","2001","66 und älter","Sachsen","","","",""
"Ohne Abschluss verlassen","2001","66 und älter","Sachsen-Anhalt","","","",""
"Ohne Abschluss verlassen","2001","66 und älter","Thueringen","","","",""
"Noch kein Abschluss","2001","16-34 Jahre alt","Schleswig-Holstein","","","",""
"Noch kein Abschluss","2001","16-34 Jahre alt","Hamburg","","","",""
"Noch kein Abschluss","2001","16-34 Jahre alt","Niedersachsen","49","0.0823729470692256","0.0594584182354369","0.105287475903014"
"Noch kein Abschluss","2001","16-34 Jahre alt","Bremen","","","",""
"Noch kein Abschluss","2001","16-34 Jahre alt","Nordrhein-Westfalen","121","0.0894114471841736","0.0740418758904149","0.104781018477932"
"Noch kein Abschluss","2001","16-34 Jahre alt","Hessen","35","0.0689304036925292","0.0442576818274953","0.093603125557563"
"Noch kein Abschluss","2001","16-34 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"Noch kein Abschluss","2001","16-34 Jahre alt","Baden-Wuerttemberg","68","0.0693466412867836","0.0519904325873119","0.0867028499862554"
"Noch kein Abschluss","2001","16-34 Jahre alt","Bayern","53","0.051669067063775","0.0371425689447832","0.0661955651827668"
"Noch kein Abschluss","2001","16-34 Jahre alt","Saarland","","","",""
"Noch kein Abschluss","2001","16-34 Jahre alt","Berlin","31","0.110307784079547","0.0688172515325119","0.151798316626583"
"Noch kein Abschluss","2001","16-34 Jahre alt","Brandenburg","","","",""
"Noch kein Abschluss","2001","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Noch kein Abschluss","2001","16-34 Jahre alt","Sachsen","38","0.0833713450606882","0.0580261808163106","0.108716509305066"
"Noch kein Abschluss","2001","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"Noch kein Abschluss","2001","16-34 Jahre alt","Thueringen","36","0.11378488741963","0.0767878676865466","0.150781907152714"
"Noch kein Abschluss","2001","35-65 Jahre alt","Schleswig-Holstein","","","",""
"Noch kein Abschluss","2001","35-65 Jahre alt","Hamburg","","","",""
"Noch kein Abschluss","2001","35-65 Jahre alt","Niedersachsen","","","",""
"Noch kein Abschluss","2001","35-65 Jahre alt","Bremen","","","",""
"Noch kein Abschluss","2001","35-65 Jahre alt","Nordrhein-Westfalen","","","",""
"Noch kein Abschluss","2001","35-65 Jahre alt","Hessen","","","",""
"Noch kein Abschluss","2001","35-65 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"Noch kein Abschluss","2001","35-65 Jahre alt","Baden-Wuerttemberg","","","",""
"Noch kein Abschluss","2001","35-65 Jahre alt","Bayern","","","",""
"Noch kein Abschluss","2001","35-65 Jahre alt","Saarland","","","",""
"Noch kein Abschluss","2001","35-65 Jahre alt","Berlin","","","",""
"Noch kein Abschluss","2001","35-65 Jahre alt","Brandenburg","","","",""
"Noch kein Abschluss","2001","35-65 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Noch kein Abschluss","2001","35-65 Jahre alt","Sachsen","","","",""
"Noch kein Abschluss","2001","35-65 Jahre alt","Sachsen-Anhalt","","","",""
"Noch kein Abschluss","2001","35-65 Jahre alt","Thueringen","","","",""
"Noch kein Abschluss","2001","66 und älter","Schleswig-Holstein","","","",""
"Noch kein Abschluss","2001","66 und älter","Hamburg","","","",""
"Noch kein Abschluss","2001","66 und älter","Niedersachsen","","","",""
"Noch kein Abschluss","2001","66 und älter","Bremen","","","",""
"Noch kein Abschluss","2001","66 und älter","Nordrhein-Westfalen","","","",""
"Noch kein Abschluss","2001","66 und älter","Hessen","","","",""
"Noch kein Abschluss","2001","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"Noch kein Abschluss","2001","66 und älter","Baden-Wuerttemberg","","","",""
"Noch kein Abschluss","2001","66 und älter","Bayern","","","",""
"Noch kein Abschluss","2001","66 und älter","Saarland","","","",""
"Noch kein Abschluss","2001","66 und älter","Berlin","","","",""
"Noch kein Abschluss","2001","66 und älter","Brandenburg","","","",""
"Noch kein Abschluss","2001","66 und älter","Mecklenburg-Vorpommern","","","",""
"Noch kein Abschluss","2001","66 und älter","Sachsen","","","",""
"Noch kein Abschluss","2001","66 und älter","Sachsen-Anhalt","","","",""
"Noch kein Abschluss","2001","66 und älter","Thueringen","","","",""
"Keine Schule besucht","2001","16-34 Jahre alt","Schleswig-Holstein","","","",""
"Keine Schule besucht","2001","16-34 Jahre alt","Hamburg","","","",""
"Keine Schule besucht","2001","16-34 Jahre alt","Niedersachsen","","","",""
"Keine Schule besucht","2001","16-34 Jahre alt","Bremen","","","",""
"Keine Schule besucht","2001","16-34 Jahre alt","Nordrhein-Westfalen","","","",""
"Keine Schule besucht","2001","16-34 Jahre alt","Hessen","","","",""
"Keine Schule besucht","2001","16-34 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"Keine Schule besucht","2001","16-34 Jahre alt","Baden-Wuerttemberg","","","",""
"Keine Schule besucht","2001","16-34 Jahre alt","Bayern","","","",""
"Keine Schule besucht","2001","16-34 Jahre alt","Saarland","","","",""
"Keine Schule besucht","2001","16-34 Jahre alt","Berlin","","","",""
"Keine Schule besucht","2001","16-34 Jahre alt","Brandenburg","","","",""
"Keine Schule besucht","2001","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Keine Schule besucht","2001","16-34 Jahre alt","Sachsen","","","",""
"Keine Schule besucht","2001","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"Keine Schule besucht","2001","16-34 Jahre alt","Thueringen","","","",""
"Keine Schule besucht","2001","35-65 Jahre alt","Schleswig-Holstein","","","",""
"Keine Schule besucht","2001","35-65 Jahre alt","Hamburg","","","",""
"Keine Schule besucht","2001","35-65 Jahre alt","Niedersachsen","","","",""
"Keine Schule besucht","2001","35-65 Jahre alt","Bremen","","","",""
"Keine Schule besucht","2001","35-65 Jahre alt","Nordrhein-Westfalen","","","",""
"Keine Schule besucht","2001","35-65 Jahre alt","Hessen","","","",""
"Keine Schule besucht","2001","35-65 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"Keine Schule besucht","2001","35-65 Jahre alt","Baden-Wuerttemberg","","","",""
"Keine Schule besucht","2001","35-65 Jahre alt","Bayern","","","",""
"Keine Schule besucht","2001","35-65 Jahre alt","Saarland","","","",""
"Keine Schule besucht","2001","35-65 Jahre alt","Berlin","","","",""
"Keine Schule besucht","2001","35-65 Jahre alt","Brandenburg","","","",""
"Keine Schule besucht","2001","35-65 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Keine Schule besucht","2001","35-65 Jahre alt","Sachsen","","","",""
"Keine Schule besucht","2001","35-65 Jahre alt","Sachsen-Anhalt","","","",""
"Keine Schule besucht","2001","35-65 Jahre alt","Thueringen","","","",""
"Keine Schule besucht","2001","66 und älter","Schleswig-Holstein","","","",""
"Keine Schule besucht","2001","66 und älter","Hamburg","","","",""
"Keine Schule besucht","2001","66 und älter","Niedersachsen","","","",""
"Keine Schule besucht","2001","66 und älter","Bremen","","","",""
"Keine Schule besucht","2001","66 und älter","Nordrhein-Westfalen","","","",""
"Keine Schule besucht","2001","66 und älter","Hessen","","","",""
"Keine Schule besucht","2001","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"Keine Schule besucht","2001","66 und älter","Baden-Wuerttemberg","","","",""
"Keine Schule besucht","2001","66 und älter","Bayern","","","",""
"Keine Schule besucht","2001","66 und älter","Saarland","","","",""
"Keine Schule besucht","2001","66 und älter","Berlin","","","",""
"Keine Schule besucht","2001","66 und älter","Brandenburg","","","",""
"Keine Schule besucht","2001","66 und älter","Mecklenburg-Vorpommern","","","",""
"Keine Schule besucht","2001","66 und älter","Sachsen","","","",""
"Keine Schule besucht","2001","66 und älter","Sachsen-Anhalt","","","",""
"Keine Schule besucht","2001","66 und älter","Thueringen","","","",""
"Hauptschulabschluss","2002","16-34 Jahre alt","Schleswig-Holstein","40","0.30749863008087","0.235771832693685","0.379225427468054"
"Hauptschulabschluss","2002","16-34 Jahre alt","Hamburg","","","",""
"Hauptschulabschluss","2002","16-34 Jahre alt","Niedersachsen","96","0.195271062376187","0.161232360967757","0.229309763784617"
"Hauptschulabschluss","2002","16-34 Jahre alt","Bremen","","","",""
"Hauptschulabschluss","2002","16-34 Jahre alt","Nordrhein-Westfalen","236","0.191067942862414","0.169420344549708","0.21271554117512"
"Hauptschulabschluss","2002","16-34 Jahre alt","Hessen","78","0.191874372915085","0.153524095862431","0.230224649967739"
"Hauptschulabschluss","2002","16-34 Jahre alt","Rheinland-Pfalz,Saarland","94","0.381139009080067","0.322331105212056","0.439946912948077"
"Hauptschulabschluss","2002","16-34 Jahre alt","Baden-Wuerttemberg","232","0.274794511255427","0.244202642505001","0.305386380005853"
"Hauptschulabschluss","2002","16-34 Jahre alt","Bayern","282","0.376689808350663","0.344076548258485","0.409303068442842"
"Hauptschulabschluss","2002","16-34 Jahre alt","Saarland","","","",""
"Hauptschulabschluss","2002","16-34 Jahre alt","Berlin","","","",""
"Hauptschulabschluss","2002","16-34 Jahre alt","Brandenburg","","","",""
"Hauptschulabschluss","2002","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Hauptschulabschluss","2002","16-34 Jahre alt","Sachsen","42","0.117108691705347","0.0868219657342766","0.147395417676417"
"Hauptschulabschluss","2002","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"Hauptschulabschluss","2002","16-34 Jahre alt","Thueringen","30","0.123523070284863","0.0846341372694694","0.162412003300256"
"Hauptschulabschluss","2002","35-65 Jahre alt","Schleswig-Holstein","164","0.493364708968762","0.445607514862417","0.541121903075106"
"Hauptschulabschluss","2002","35-65 Jahre alt","Hamburg","52","0.410457528206532","0.342620928946811","0.478294127466254"
"Hauptschulabschluss","2002","35-65 Jahre alt","Niedersachsen","464","0.48619774327199","0.457004431267698","0.515391055276282"
"Hauptschulabschluss","2002","35-65 Jahre alt","Bremen","31","0.478872800735878","0.380468869366332","0.577276732105425"
"Hauptschulabschluss","2002","35-65 Jahre alt","Nordrhein-Westfalen","1103","0.464048819576488","0.445662006359793","0.482435632793183"
"Hauptschulabschluss","2002","35-65 Jahre alt","Hessen","304","0.383596337226526","0.353214056446481","0.413978618006572"
"Hauptschulabschluss","2002","35-65 Jahre alt","Rheinland-Pfalz,Saarland","295","0.541195431534486","0.501813096645233","0.580577766423739"
"Hauptschulabschluss","2002","35-65 Jahre alt","Baden-Wuerttemberg","561","0.40692336105579","0.382784058309682","0.431062663801899"
"Hauptschulabschluss","2002","35-65 Jahre alt","Bayern","782","0.487679081647658","0.465197662810168","0.510160500485148"
"Hauptschulabschluss","2002","35-65 Jahre alt","Saarland","82","0.525236719562634","0.451877586390158","0.59859585273511"
"Hauptschulabschluss","2002","35-65 Jahre alt","Berlin","98","0.236124793010717","0.198711365727576","0.273538220293858"
"Hauptschulabschluss","2002","35-65 Jahre alt","Brandenburg","142","0.288210526110626","0.249794878206261","0.326626174014992"
"Hauptschulabschluss","2002","35-65 Jahre alt","Mecklenburg-Vorpommern","71","0.316038741709472","0.263428126904181","0.368649356514763"
"Hauptschulabschluss","2002","35-65 Jahre alt","Sachsen","226","0.275577050602402","0.246937914754531","0.304216186450273"
"Hauptschulabschluss","2002","35-65 Jahre alt","Sachsen-Anhalt","177","0.363565657236843","0.323546325794532","0.403584988679153"
"Hauptschulabschluss","2002","35-65 Jahre alt","Thueringen","173","0.369099524221549","0.328323101454694","0.409875946988403"
"Hauptschulabschluss","2002","66 und älter","Schleswig-Holstein","91","0.725621278288109","0.650353096387612","0.800889460188606"
"Hauptschulabschluss","2002","66 und älter","Hamburg","","","",""
"Hauptschulabschluss","2002","66 und älter","Niedersachsen","204","0.645154228618985","0.593135707424616","0.697172749813355"
"Hauptschulabschluss","2002","66 und älter","Bremen","","","",""
"Hauptschulabschluss","2002","66 und älter","Nordrhein-Westfalen","494","0.68057562381899","0.647251296363475","0.713899951274505"
"Hauptschulabschluss","2002","66 und älter","Hessen","148","0.602619754950126","0.541715579275016","0.663523930625237"
"Hauptschulabschluss","2002","66 und älter","Rheinland-Pfalz,Saarland","137","0.810956175403251","0.754071886009087","0.867840464797415"
"Hauptschulabschluss","2002","66 und älter","Baden-Wuerttemberg","231","0.623987070474635","0.575602497656172","0.672371643293098"
"Hauptschulabschluss","2002","66 und älter","Bayern","323","0.694660736991943","0.654412968950193","0.734908505033692"
"Hauptschulabschluss","2002","66 und älter","Saarland","41","0.671404639507035","0.559765490514403","0.783043788499667"
"Hauptschulabschluss","2002","66 und älter","Berlin","45","0.387733202406384","0.294979338809548","0.480487066003221"
"Hauptschulabschluss","2002","66 und älter","Brandenburg","126","0.713192381337844","0.646563864296309","0.77982089837938"
"Hauptschulabschluss","2002","66 und älter","Mecklenburg-Vorpommern","53","0.704492485128838","0.604509627613767","0.804475342643909"
"Hauptschulabschluss","2002","66 und älter","Sachsen","210","0.753182575124015","0.702499409402841","0.80386574084519"
"Hauptschulabschluss","2002","66 und älter","Sachsen-Anhalt","131","0.808293810822477","0.74767697291735","0.868910648727604"
"Hauptschulabschluss","2002","66 und älter","Thueringen","124","0.8636170047485","0.807948139626753","0.919285869870247"
"Realschulabschluss","2002","16-34 Jahre alt","Schleswig-Holstein","49","0.368470023377038","0.293489650685822","0.443450396068254"
"Realschulabschluss","2002","16-34 Jahre alt","Hamburg","","","",""
"Realschulabschluss","2002","16-34 Jahre alt","Niedersachsen","214","0.396439033240921","0.354436256073459","0.438441810408383"
"Realschulabschluss","2002","16-34 Jahre alt","Bremen","","","",""
"Realschulabschluss","2002","16-34 Jahre alt","Nordrhein-Westfalen","347","0.271687948267246","0.247194286359405","0.296181610175088"
"Realschulabschluss","2002","16-34 Jahre alt","Hessen","131","0.300621249946604","0.255964549229655","0.345277950663553"
"Realschulabschluss","2002","16-34 Jahre alt","Rheinland-Pfalz,Saarland","74","0.286932518787068","0.232161269571695","0.341703768002441"
"Realschulabschluss","2002","16-34 Jahre alt","Baden-Wuerttemberg","231","0.268117573662823","0.23776086105801","0.298474286267637"
"Realschulabschluss","2002","16-34 Jahre alt","Bayern","237","0.281246167961758","0.250985148255272","0.311507187668244"
"Realschulabschluss","2002","16-34 Jahre alt","Saarland","","","",""
"Realschulabschluss","2002","16-34 Jahre alt","Berlin","64","0.259299862359847","0.201779976537912","0.316819748181782"
"Realschulabschluss","2002","16-34 Jahre alt","Brandenburg","136","0.602830549209355","0.542536649403236","0.663124449015474"
"Realschulabschluss","2002","16-34 Jahre alt","Mecklenburg-Vorpommern","79","0.621680670161175","0.538633394315821","0.704727946006528"
"Realschulabschluss","2002","16-34 Jahre alt","Sachsen","234","0.570542296779769","0.52391843265343","0.617166160906109"
"Realschulabschluss","2002","16-34 Jahre alt","Sachsen-Anhalt","126","0.576011660152948","0.514874702344785","0.637148617961111"
"Realschulabschluss","2002","16-34 Jahre alt","Thueringen","149","0.5720854916149","0.513607733195981","0.63056325003382"
"Realschulabschluss","2002","35-65 Jahre alt","Schleswig-Holstein","118","0.256680297009677","0.214955797879091","0.298404796140263"
"Realschulabschluss","2002","35-65 Jahre alt","Hamburg","66","0.288845851232757","0.226344796356688","0.351346906108825"
"Realschulabschluss","2002","35-65 Jahre alt","Niedersachsen","300","0.252361131552171","0.226990220393476","0.277732042710865"
"Realschulabschluss","2002","35-65 Jahre alt","Bremen","","","",""
"Realschulabschluss","2002","35-65 Jahre alt","Nordrhein-Westfalen","609","0.208366143569225","0.193392145627774","0.223340141510675"
"Realschulabschluss","2002","35-65 Jahre alt","Hessen","267","0.260042585128062","0.232634661060565","0.28745050919556"
"Realschulabschluss","2002","35-65 Jahre alt","Rheinland-Pfalz,Saarland","127","0.205342061049451","0.173416421590089","0.237267700508812"
"Realschulabschluss","2002","35-65 Jahre alt","Baden-Wuerttemberg","369","0.218042212028555","0.197752543804068","0.238331880253042"
"Realschulabschluss","2002","35-65 Jahre alt","Bayern","493","0.249899620910622","0.230426834521807","0.269372407299436"
"Realschulabschluss","2002","35-65 Jahre alt","Saarland","40","0.219727172684604","0.158899217801768","0.28055512756744"
"Realschulabschluss","2002","35-65 Jahre alt","Berlin","185","0.40130439768198","0.358124114609001","0.444484680754958"
"Realschulabschluss","2002","35-65 Jahre alt","Brandenburg","272","0.513988655375075","0.47159728729156","0.55638002345859"
"Realschulabschluss","2002","35-65 Jahre alt","Mecklenburg-Vorpommern","163","0.5405378922427","0.484144867959356","0.596930916526044"
"Realschulabschluss","2002","35-65 Jahre alt","Sachsen","503","0.553955393055889","0.522093701474856","0.585817084636922"
"Realschulabschluss","2002","35-65 Jahre alt","Sachsen-Anhalt","263","0.471145023697658","0.429616432234204","0.512673615161113"
"Realschulabschluss","2002","35-65 Jahre alt","Thueringen","276","0.506717529605434","0.464471319098961","0.548963740111907"
"Realschulabschluss","2002","66 und älter","Schleswig-Holstein","","","",""
"Realschulabschluss","2002","66 und älter","Hamburg","","","",""
"Realschulabschluss","2002","66 und älter","Niedersachsen","66","0.223437252429626","0.178150364411011","0.268724140448242"
"Realschulabschluss","2002","66 und älter","Bremen","","","",""
