"year","hhtyp","regtyp","mean","median","n","lower_confidence","upper_confidence"
"1995","1-Pers.- Haushalt","Laendlicher Raum","8084.97","929.5","403","6891.75","9278.19"
"1995","1-Pers.- Haushalt","Staedtischer Raum","13304.74","4650","1001","12214.7","14394.78"
"1995","Alleinerziehende","Laendlicher Raum","19692.3","16299.5","314","17907.8","21476.8"
"1995","Alleinerziehende","Staedtischer Raum","19826.29","16484","628","18404.76","21247.82"
"1995","Paar mit Kind(ern)","Laendlicher Raum","38152.86","35129","3886","37352.05","38953.67"
"1995","Paar mit Kind(ern)","Staedtischer Raum","44381.34","39748.5","6637","43785.03","44977.65"
"1995","Sonstige","Laendlicher Raum","31020.28","25562","429","28904.85","33135.71"
"1995","Sonstige","Staedtischer Raum","38192.29","34625","760","36334.3","40050.28"
"1996","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","22417.47","13595","1220","21074.59","23760.35"
"1996","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","30440.9","24337.5","2462","29177.18","31704.62"
"1996","1-Pers.- Haushalt","Laendlicher Raum","8512.29","912.5","424","7347.63","9676.95"
"1996","1-Pers.- Haushalt","Staedtischer Raum","14586.62","5323.5","1009","13185.87","15987.37"
"1996","Alleinerziehende","Laendlicher Raum","21647.57","18556","313","19839.19","23455.95"
"1996","Alleinerziehende","Staedtischer Raum","20722.3","16419.5","646","19256.26","22188.34"
"1996","Paar mit Kind(ern)","Laendlicher Raum","41346.24","37373","3699","40594.62","42097.86"
"1996","Paar mit Kind(ern)","Staedtischer Raum","45710.03","41525.5","6458","45097.16","46322.9"
"1996","Sonstige","Laendlicher Raum","35042.23","31172","418","32420.99","37663.47"
"1996","Sonstige","Staedtischer Raum","41128.36","36501.5","690","38991.04","43265.68"
"1997","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","22157.56","13447.5","1252","20813.2","23501.92"
"1997","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","30535.29","26067","2506","29447.55","31623.03"
"1997","1-Pers.- Haushalt","Laendlicher Raum","8931.69","1318","414","7731.72","10131.66"
"1997","1-Pers.- Haushalt","Staedtischer Raum","14373.49","5051","987","13123.06","15623.92"
"1997","Alleinerziehende","Laendlicher Raum","20322.46","16828.5","337","18542.09","22102.83"
"1997","Alleinerziehende","Staedtischer Raum","20381.71","17090.5","630","18975.46","21787.96"
"1997","Paar mit Kind(ern)","Laendlicher Raum","42075.97","38278","3578","41185.23","42966.71"
"1997","Paar mit Kind(ern)","Staedtischer Raum","47039.3","43025.5","6228","46385.44","47693.16"
"1997","Sonstige","Laendlicher Raum","30430.53","29775.5","392","28280.04","32581.02"
"1997","Sonstige","Staedtischer Raum","43811.09","38448","682","41693.43","45928.75"
"1998","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","21853.35","14073.5","1474","20635.96","23070.74"
"1998","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","31641.33","27189","2884","30559.31","32723.35"
"1998","1-Pers.- Haushalt","Laendlicher Raum","8631.01","834.5","490","7495.87","9766.15"
"1998","1-Pers.- Haushalt","Staedtischer Raum","14361.36","5571","1216","13237.36","15485.36"
"1998","Alleinerziehende","Laendlicher Raum","19101.1","16586.5","361","17353.28","20848.92"
"1998","Alleinerziehende","Staedtischer Raum","20880.23","17968","744","19508.77","22251.69"
"1998","Paar mit Kind(ern)","Laendlicher Raum","41976.97","37561.5","3937","41173.37","42780.57"
"1998","Paar mit Kind(ern)","Staedtischer Raum","47520.71","41887.5","6645","46800.27","48241.15"
"1998","Sonstige","Laendlicher Raum","31190.34","28039.5","357","29171.41","33209.27"
"1998","Sonstige","Staedtischer Raum","41918.02","39842","648","39803.54","44032.5"
"1999","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","23017.9","15203","1482","21799.08","24236.72"
"1999","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","32761.62","26820","2830","31618.83","33904.41"
"1999","1-Pers.- Haushalt","Laendlicher Raum","9287.97","1014","482","8079.77","10496.17"
"1999","1-Pers.- Haushalt","Staedtischer Raum","14859.17","6216","1156","13759.23","15959.11"
"1999","Alleinerziehende","Laendlicher Raum","19751.79","17603","411","18203.49","21300.09"
"1999","Alleinerziehende","Staedtischer Raum","20533.06","17763.5","704","19150.13","21915.99"
"1999","Paar mit Kind(ern)","Laendlicher Raum","41952.38","38501.5","3750","41102.25","42802.51"
"1999","Paar mit Kind(ern)","Staedtischer Raum","50023.83","44350.5","6507","49319.62","50728.04"
"1999","Sonstige","Laendlicher Raum","31961.76","26566","246","28928.4","34995.12"
"1999","Sonstige","Staedtischer Raum","43126.54","42336.5","420","40528.64","45724.44"
"2000","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","24142.94","14002.5","2662","23091.26","25194.62"
"2000","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","33616.51","25824","5274","32646.65","34586.37"
"2000","1-Pers.- Haushalt","Laendlicher Raum","11683.82","3264.5","987","10636.65","12730.99"
"2000","1-Pers.- Haushalt","Staedtischer Raum","16831.67","9152","2273","16007.83","17655.51"
"2000","Alleinerziehende","Laendlicher Raum","18811.76","14497.5","649","17453.93","20169.59"
"2000","Alleinerziehende","Staedtischer Raum","23245.16","19136","1262","21662.74","24827.58"
"2000","Paar mit Kind(ern)","Laendlicher Raum","44474.19","39722","6390","43732.81","45215.57"
"2000","Paar mit Kind(ern)","Staedtischer Raum","50607.2","44721","11112","50042.41","51171.99"
"2000","Sonstige","Laendlicher Raum","34615","28099.5","461","31959.47","37270.53"
"2000","Sonstige","Staedtischer Raum","39970.19","37507","737","37863.3","42077.08"
"2001","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","23287.43","13548","2436","22252.37","24322.49"
"2001","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","33344.48","24261","4742","32281.16","34407.8"
"2001","1-Pers.- Haushalt","Laendlicher Raum","11729.33","1723","870","10564.52","12894.14"
"2001","1-Pers.- Haushalt","Staedtischer Raum","16696.96","8570","2056","15782.12","17611.8"
"2001","Alleinerziehende","Laendlicher Raum","19498.89","18265","613","18183.45","20814.33"
"2001","Alleinerziehende","Staedtischer Raum","21822.1","18757","1148","20684.12","22960.08"
"2001","Paar mit Kind(ern)","Laendlicher Raum","44865.78","41168","5700","44128.83","45602.73"
"2001","Paar mit Kind(ern)","Staedtischer Raum","52007.31","46133","10098","51363.65","52650.97"
"2001","Sonstige","Laendlicher Raum","37577.19","31054","357","34764.26","40390.12"
"2001","Sonstige","Staedtischer Raum","39902.28","36266.5","708","37556.47","42248.09"
"2002","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","23705.18","13253","2536","22387.18","25023.18"
"2002","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","33439.01","21021.5","5268","31935.92","34942.1"
"2002","1-Pers.- Haushalt","Laendlicher Raum","11730.81","1823","864","10381.48","13080.14"
"2002","1-Pers.- Haushalt","Staedtischer Raum","17501.41","7946.5","2074","16127.53","18875.29"
"2002","Alleinerziehende","Laendlicher Raum","21761.93","18462.5","644","19790.01","23733.85"
"2002","Alleinerziehende","Staedtischer Raum","22243.94","17897.5","1126","20572.48","23915.4"
"2002","Paar mit Kind(ern)","Laendlicher Raum","44749.53","39685","5726","43794.53","45704.53"
"2002","Paar mit Kind(ern)","Staedtischer Raum","53187.35","45132","10860","52147.03","54227.67"
"2002","Sonstige","Laendlicher Raum","35478.77","33202","353","32314.62","38642.92"
"2002","Sonstige","Staedtischer Raum","35873.78","30396.5","665","32881.64","38865.92"
"2003","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","25472.59","13143.5","2532","24142.5","26802.68"
"2003","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","33746.49","20609.5","5104","32283.65","35209.33"
"2003","1-Pers.- Haushalt","Laendlicher Raum","12071.88","1781.5","854","10617.43","13526.33"
"2003","1-Pers.- Haushalt","Staedtischer Raum","17751.56","7449","2065","16521.19","18981.93"
"2003","Alleinerziehende","Laendlicher Raum","21400.54","16756.5","603","19541.36","23259.72"
"2003","Alleinerziehende","Staedtischer Raum","21516.31","17555","1139","20183.52","22849.1"
"2003","Paar mit Kind(ern)","Laendlicher Raum","46641.69","42951.5","5348","45645.4","47637.98"
"2003","Paar mit Kind(ern)","Staedtischer Raum","54260.21","46529.5","10278","53238.07","55282.35"
"2003","Sonstige","Laendlicher Raum","32992.64","27457.5","303","29630.13","36355.15"
"2003","Sonstige","Staedtischer Raum","37134.38","32095","566","33979.5","40289.26"
"2004","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","27529.13","13853","2500","22789.84","32268.42"
"2004","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","34085.91","22989.5","5138","32589.29","35582.53"
"2004","1-Pers.- Haushalt","Laendlicher Raum","11884.68","1916.5","857","10232.82","13536.54"
"2004","1-Pers.- Haushalt","Staedtischer Raum","17582.11","7147.5","2004","15196.16","19968.06"
"2004","Alleinerziehende","Laendlicher Raum","19924.36","15890.5","568","18231.85","21616.87"
"2004","Alleinerziehende","Staedtischer Raum","20939.08","16660.5","1118","19484.32","22393.84"
"2004","Paar mit Kind(ern)","Laendlicher Raum","45955.85","42415","5158","44601.66","47310.04"
"2004","Paar mit Kind(ern)","Staedtischer Raum","52947.22","47025.5","9789","52030.36","53864.08"
"2004","Sonstige","Laendlicher Raum","33480","22426","283","29448.05","37511.95"
"2004","Sonstige","Staedtischer Raum","45323.36","35803","516","41574.65","49072.07"
"2005","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","28849.16","15826","2422","23345.93","34352.39"
"2005","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","33096.24","20537","4962","31584.53","34607.95"
"2005","1-Pers.- Haushalt","Laendlicher Raum","11970.69","1555","870","10668.44","13272.94"
"2005","1-Pers.- Haushalt","Staedtischer Raum","17718.26","6960","2043","16137.25","19299.27"
"2005","Alleinerziehende","Laendlicher Raum","17365.76","14275","601","15769.07","18962.45"
"2005","Alleinerziehende","Staedtischer Raum","20878.2","15659.5","1135","19542.07","22214.33"
"2005","Paar mit Kind(ern)","Laendlicher Raum","45802.36","42158","4782","44799.39","46805.33"
"2005","Paar mit Kind(ern)","Staedtischer Raum","53989.11","47103.5","9142","53044.6","54933.62"
"2005","Sonstige","Laendlicher Raum","37727.74","27053","279","34035.53","41419.95"
"2005","Sonstige","Staedtischer Raum","42451.73","35160","470","38932.05","45971.41"
"2006","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","25878.33","13409","2762","23930.97","27825.69"
"2006","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","34236.03","20985","5554","32616.35","35855.71"
"2006","1-Pers.- Haushalt","Laendlicher Raum","12149.7","1808.5","1037","10878.8","13420.6"
"2006","1-Pers.- Haushalt","Staedtischer Raum","17777.39","6069","2263","16470.5","19084.28"
"2006","Alleinerziehende","Laendlicher Raum","17453.82","13485.5","702","16014.83","18892.81"
"2006","Alleinerziehende","Staedtischer Raum","20370.59","14980.5","1222","18991.15","21750.03"
"2006","Paar mit Kind(ern)","Laendlicher Raum","47091.65","42152","5048","45947.62","48235.68"
"2006","Paar mit Kind(ern)","Staedtischer Raum","53750.9","46979","9340","52738.54","54763.26"
"2006","Sonstige","Laendlicher Raum","37290.79","27015.5","304","33801.29","40780.29"
"2006","Sonstige","Staedtischer Raum","41886.03","37331.5","436","38681.56","45090.5"
"2007","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","26416.62","14785.5","2624","25104.54","27728.7"
"2007","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","34416.72","21137","5128","32923.56","35909.88"
"2007","1-Pers.- Haushalt","Laendlicher Raum","12521.31","2400.5","994","11206.61","13836.01"
"2007","1-Pers.- Haushalt","Staedtischer Raum","18110.42","6714","2127","16755.18","19465.66"
"2007","Alleinerziehende","Laendlicher Raum","19530.67","12889","653","17913.75","21147.59"
"2007","Alleinerziehende","Staedtischer Raum","19481.71","13787.5","1121","17931.7","21031.72"
"2007","Paar mit Kind(ern)","Laendlicher Raum","48940.87","42981.5","4639","47793.44","50088.3"
"2007","Paar mit Kind(ern)","Staedtischer Raum","56874.54","49067","8708","55770.35","57978.73"
"2007","Sonstige","Laendlicher Raum","31456.65","31171","253","27976.69","34936.61"
"2007","Sonstige","Staedtischer Raum","39089.79","33615","371","35801.09","42378.49"
"2008","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","28520.35","15274","2542","25594.47","31446.23"
"2008","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","35897.23","22435","4926","34288.32","37506.14"
"2008","1-Pers.- Haushalt","Laendlicher Raum","12333.46","2304","943","11052.26","13614.66"
"2008","1-Pers.- Haushalt","Staedtischer Raum","18051.45","6798","2054","16432.09","19670.81"
"2008","Alleinerziehende","Laendlicher Raum","22052.04","17247","642","20442.81","23661.27"
"2008","Alleinerziehende","Staedtischer Raum","20158.79","16473","1072","18629.64","21687.94"
"2008","Paar mit Kind(ern)","Laendlicher Raum","52139.98","46957.5","4190","50522.71","53757.25"
"2008","Paar mit Kind(ern)","Staedtischer Raum","58689.73","51393.5","7971","57589.75","59789.71"
"2008","Sonstige","Laendlicher Raum","43843.48","37137","246","39278.46","48408.5"
"2008","Sonstige","Staedtischer Raum","45540.21","41467","291","42075.12","49005.3"
"2009","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","27805.92","16350.5","2488","25859.88","29751.96"
"2009","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","37229.22","24484.5","4612","35611.98","38846.46"
"2009","1-Pers.- Haushalt","Laendlicher Raum","14258.65","3407","889","12606.1","15911.2"
"2009","1-Pers.- Haushalt","Staedtischer Raum","18601.71","6447","1971","17013.73","20189.69"
"2009","Alleinerziehende","Laendlicher Raum","24094.24","19928.5","618","22163.28","26025.2"
"2009","Alleinerziehende","Staedtischer Raum","22844.37","16484.5","971","20474.73","25214.01"
"2009","Paar mit Kind(ern)","Laendlicher Raum","51614.28","46213.5","3990","50430.67","52797.89"
"2009","Paar mit Kind(ern)","Staedtischer Raum","60256.2","50929.5","7238","58873.91","61638.49"
"2009","Sonstige","Laendlicher Raum","40320.73","33348","197","35772.47","44868.99"
"2009","Sonstige","Staedtischer Raum","48651.45","39593","247","44636.03","52666.87"
"2010","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","25731.86","15946","2322","24322.3","27141.42"
"2010","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","38344.2","25955","4422","36810.66","39877.74"
"2010","1-Pers.- Haushalt","Laendlicher Raum","13948.88","3676.5","852","12638.83","15258.93"
"2010","1-Pers.- Haushalt","Staedtischer Raum","17915.74","6603.5","1859","16284.78","19546.7"
"2010","Alleinerziehende","Laendlicher Raum","22459.68","18530","1676","21567.05","23352.31"
"2010","Alleinerziehende","Staedtischer Raum","23107.07","17072","3071","22253.29","23960.85"
"2010","Paar mit Kind(ern)","Laendlicher Raum","52711.56","47606.5","8023","51949.95","53473.17"
"2010","Paar mit Kind(ern)","Staedtischer Raum","60252.09","52907","14644","59464.97","61039.21"
"2010","Sonstige","Laendlicher Raum","34458.19","35490.5","269","30068.26","38848.12"
"2010","Sonstige","Staedtischer Raum","50049.98","43465.5","330","46066.65","54033.31"
"2011","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","29633.89","17975","3218","28346.58","30921.2"
"2011","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","38814.52","26357.5","5530","37427.22","40201.82"
"2011","1-Pers.- Haushalt","Laendlicher Raum","14001.8","3946","1140","12795.67","15207.93"
"2011","1-Pers.- Haushalt","Staedtischer Raum","18072.19","6968.5","2411","16862.17","19282.21"
"2011","Alleinerziehende","Laendlicher Raum","24104.99","17568","2060","23255.41","24954.57"
"2011","Alleinerziehende","Staedtischer Raum","23539.5","17504.5","3806","22830.08","24248.92"
"2011","Paar mit Kind(ern)","Laendlicher Raum","55129.1","48703.5","9063","54358.38","55899.82"
"2011","Paar mit Kind(ern)","Staedtischer Raum","63270.08","55267.5","15991","62454.5","64085.66"
"2011","Sonstige","Laendlicher Raum","36797.97","40512.5","340","33413.71","40182.23"
"2011","Sonstige","Staedtischer Raum","41809.96","30306.5","442","38845.82","44774.1"
"2012","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","29221.45","19182.5","3360","27997.14","30445.76"
"2012","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","41075.53","28562.5","5540","39164.7","42986.36"
"2012","1-Pers.- Haushalt","Laendlicher Raum","14200.91","4023.5","1219","13094.54","15307.28"
"2012","1-Pers.- Haushalt","Staedtischer Raum","18221.83","7066","2464","16785.79","19657.87"
"2012","Alleinerziehende","Laendlicher Raum","26196.07","19571.5","2020","25327.11","27065.03"
"2012","Alleinerziehende","Staedtischer Raum","24181.15","19261","3573","23381.91","24980.39"
"2012","Paar mit Kind(ern)","Laendlicher Raum","56261.78","48657","8493","55485.88","57037.68"
"2012","Paar mit Kind(ern)","Staedtischer Raum","64738.54","55784.5","14971","63783.37","65693.71"
"2012","Sonstige","Laendlicher Raum","35310.9","30816.5","363","32109.2","38512.6"
"2012","Sonstige","Staedtischer Raum","44747.62","37798","403","40555.42","48939.82"
"2013","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","30041.16","20138.5","3354","28864","31218.32"
"2013","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","42097.21","29302","5924","40564.47","43629.95"
"2013","1-Pers.- Haushalt","Laendlicher Raum","15270.22","4985.5","1220","13758.86","16781.58"
"2013","1-Pers.- Haushalt","Staedtischer Raum","18378.57","7791","2624","17238.56","19518.58"
"2013","Alleinerziehende","Laendlicher Raum","26063.38","21127","1970","25118.9","27007.86"
"2013","Alleinerziehende","Staedtischer Raum","23822.05","17886.5","3832","23056.04","24588.06"
