"plj0046","year","alter_gr","n","percent","lower_confidence","upper_confidence"
"Einige Sorgen","2011","35-65 Jahre alt","4855","0.431155956907545","0.422003783507229","0.44030813030786"
"Einige Sorgen","2011","66 und älter","2327","0.463219090813132","0.449479791389703","0.47695839023656"
"Keine Sorgen","2011","16-34 Jahre alt","1689","0.405612070359952","0.390863983442464","0.420360157277439"
"Keine Sorgen","2011","35-65 Jahre alt","3786","0.328052918198044","0.319376311216248","0.336729525179841"
"Keine Sorgen","2011","66 und älter","1457","0.28080451424887","0.268422298936506","0.293186729561235"
"Grosse Sorgen","2012","16-34 Jahre alt","681","0.160103004482432","0.148915232372437","0.171290776592428"
"Grosse Sorgen","2012","35-65 Jahre alt","2071","0.194794729237428","0.187438014914352","0.202151443560503"
"Grosse Sorgen","2012","66 und älter","1024","0.205599538324049","0.194613002784132","0.216586073863967"
"Einige Sorgen","2012","16-34 Jahre alt","1435","0.348932628180279","0.3343909471907","0.363474309169859"
"Einige Sorgen","2012","35-65 Jahre alt","4485","0.405366270951135","0.396246360766866","0.414486181135403"
"Einige Sorgen","2012","66 und älter","2409","0.462901125340636","0.449346073185173","0.476456177496098"
"Keine Sorgen","2012","16-34 Jahre alt","2011","0.490964367337289","0.475712257104488","0.506216477570089"
"Keine Sorgen","2012","35-65 Jahre alt","4577","0.399838999811438","0.390739480563642","0.408938519059234"
"Keine Sorgen","2012","66 und älter","1765","0.331499336335315","0.318701922726438","0.344296749944191"
"Grosse Sorgen","2013","16-34 Jahre alt","651","0.171460539705609","0.159301066496681","0.183620012914536"
"Grosse Sorgen","2013","35-65 Jahre alt","2200","0.224233561041768","0.216145494675387","0.232321627408148"
"Grosse Sorgen","2013","66 und älter","1190","0.251919049536244","0.239825597291435","0.264012501781054"
"Einige Sorgen","2013","16-34 Jahre alt","1255","0.345205751261872","0.329867794546238","0.360543707977507"
"Einige Sorgen","2013","35-65 Jahre alt","4200","0.41289033296084","0.403342476560593","0.422438189361086"
"Einige Sorgen","2013","66 und älter","2312","0.46291727544035","0.449026778683022","0.476807772197677"
"Keine Sorgen","2013","16-34 Jahre alt","1785","0.483333709032519","0.467212237720132","0.499455180344905"
"Keine Sorgen","2013","35-65 Jahre alt","3815","0.362876105997393","0.353551724409392","0.372200487585394"
"Keine Sorgen","2013","66 und älter","1448","0.285163675023406","0.272586129445792","0.29774122060102"
"Grosse Sorgen","2014","16-34 Jahre alt","1585","0.235279057376166","0.225000410434439","0.245557704317894"
"Grosse Sorgen","2014","35-65 Jahre alt","3879","0.258932698443499","0.252039028817742","0.265826368069256"
"Grosse Sorgen","2014","66 und älter","1343","0.28172561619273","0.26922938640291","0.29422184598255"
"Einige Sorgen","2014","16-34 Jahre alt","2550","0.374828880293733","0.363098588983486","0.38655917160398"
"Einige Sorgen","2014","35-65 Jahre alt","6477","0.412744937530038","0.404997065225293","0.420492809834784"
"Einige Sorgen","2014","66 und älter","2318","0.458010342636681","0.444169778663814","0.471850906609548"
"Keine Sorgen","2014","16-34 Jahre alt","2407","0.389892062330101","0.378073399157377","0.401710725502825"
"Keine Sorgen","2014","35-65 Jahre alt","5155","0.328322364026463","0.320932118463488","0.335712609589438"
"Keine Sorgen","2014","66 und älter","1317","0.260264041170589","0.248075096812027","0.272452985529151"
"Grosse Sorgen","2015","16-34 Jahre alt","1741","0.298044323515501","0.286179443736209","0.309909203294792"
"Grosse Sorgen","2015","35-65 Jahre alt","4592","0.329523976352882","0.321833696494079","0.337214256211686"
"Grosse Sorgen","2015","66 und älter","1572","0.336940949373353","0.323711984551133","0.350169914195572"
"Einige Sorgen","2015","16-34 Jahre alt","2157","0.370358329361862","0.357831941381583","0.38288471734214"
"Einige Sorgen","2015","35-65 Jahre alt","6112","0.41568142787835","0.407618140016351","0.42374471574035"
"Einige Sorgen","2015","66 und älter","2298","0.459670625535118","0.445722189176792","0.473619061893445"
"Keine Sorgen","2015","16-34 Jahre alt","1811","0.331597347122638","0.319385181779134","0.343809512466142"
"Keine Sorgen","2015","35-65 Jahre alt","3647","0.254794595768768","0.247665407023263","0.261923784514272"
"Keine Sorgen","2015","66 und älter","1034","0.203388425091529","0.192122696525504","0.214654153657554"
"Grosse Sorgen","2016","16-34 Jahre alt","2040","0.360773249753562","0.348156132432681","0.373390367074443"
"Grosse Sorgen","2016","35-65 Jahre alt","6307","0.473971858072007","0.465654557838911","0.482289158305103"
"Grosse Sorgen","2016","66 und älter","2423","0.512406177020271","0.498209402938121","0.526602951102422"
"Einige Sorgen","2016","16-34 Jahre alt","2294","0.413787563509071","0.400847639157241","0.426727487860901"
"Einige Sorgen","2016","35-65 Jahre alt","5355","0.383170835506751","0.375072788680033","0.39126888233347"
"Einige Sorgen","2016","66 und älter","1810","0.376622251610688","0.362860236473713","0.390384266747664"
"Keine Sorgen","2016","16-34 Jahre alt","1231","0.225439186737368","0.214460308415199","0.236418065059536"
"Keine Sorgen","2016","35-65 Jahre alt","2183","0.142857306421241","0.137028503073372","0.148686109769111"
"Keine Sorgen","2016","66 und älter","529","0.11097157136904","0.10205049848105","0.119892644257031"
"Grosse Sorgen","2017","16-34 Jahre alt","1784","0.277527457702113","0.266373439706713","0.288681475697513"
"Grosse Sorgen","2017","35-65 Jahre alt","5889","0.395570235375395","0.387839189157702","0.403301281593088"
"Grosse Sorgen","2017","66 und älter","2167","0.430763035357632","0.417030646078342","0.444495424636923"
"Einige Sorgen","2017","16-34 Jahre alt","2688","0.442605143871987","0.430232645773411","0.454977641970563"
"Einige Sorgen","2017","35-65 Jahre alt","6552","0.421400629307686","0.413593522628237","0.429207735987134"
"Einige Sorgen","2017","66 und älter","2141","0.427183261398262","0.413465118944064","0.44090140385246"
"Keine Sorgen","2017","16-34 Jahre alt","1719","0.2798673984259","0.26868461071123","0.291050186140569"
"Keine Sorgen","2017","35-65 Jahre alt","2926","0.183029135316919","0.176915254847148","0.189143015786691"
"Keine Sorgen","2017","66 und älter","687","0.142053703244106","0.132372336397832","0.151735070090379"
"Grosse Sorgen","2018","16-34 Jahre alt","1312","0.216908960192855","0.206492713600698","0.227325206785012"
"Grosse Sorgen","2018","35-65 Jahre alt","4683","0.333004540224141","0.325363804170456","0.340645276277827"
"Grosse Sorgen","2018","66 und älter","1776","0.349570785299678","0.336411626221237","0.362729944378118"
"Einige Sorgen","2018","16-34 Jahre alt","2559","0.427470326592218","0.414967207557112","0.439973445627323"
"Einige Sorgen","2018","35-65 Jahre alt","6288","0.425295241683748","0.41728000521693","0.433310478150565"
"Einige Sorgen","2018","66 und älter","2332","0.456802412195207","0.443055547354348","0.470549277036066"
"Keine Sorgen","2018","16-34 Jahre alt","2143","0.355620713214928","0.343522236600516","0.367719189829339"
"Keine Sorgen","2018","35-65 Jahre alt","3644","0.241700218092111","0.234759447857784","0.248640988326438"
"Keine Sorgen","2018","66 und älter","936","0.193626802505115","0.182722162545364","0.204531442464867"
"Grosse Sorgen","2019","16-34 Jahre alt","1133","0.203500402143607","0.192762322335259","0.214238481951956"
"Grosse Sorgen","2019","35-65 Jahre alt","4387","0.311299476589234","0.303914491224225","0.318684461954243"
"Grosse Sorgen","2019","66 und älter","1682","0.317500356788004","0.304875937756398","0.33012477581961"
"Einige Sorgen","2019","16-34 Jahre alt","2265","0.428527032604854","0.415328119530261","0.441725945679447"
"Einige Sorgen","2019","35-65 Jahre alt","6423","0.426235408448313","0.418347953869338","0.434122863027288"
"Einige Sorgen","2019","66 und älter","2397","0.464419614993685","0.450894041557581","0.477945188429789"
"Keine Sorgen","2019","16-34 Jahre alt","2002","0.367972565251539","0.355110020568005","0.380835109935073"
"Keine Sorgen","2019","35-65 Jahre alt","4291","0.262465114962453","0.255447778264604","0.269482451660302"
"Keine Sorgen","2019","66 und älter","1144","0.218080028218311","0.206881081498456","0.229278974938167"
