"plj0046","year","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"Keine Sorgen","2017","(noch) kein Abschluss","270","0.29451633013695","0.265125606557479","0.323907053716421"
"Keine Sorgen","2017","AkademikerIn","1912","0.305947097632056","0.294743841148317","0.317150354115795"
"Keine Sorgen","2017","Hauptschule","820","0.107122193420739","0.0999294677038444","0.114314919137634"
"Keine Sorgen","2017","Realschule","1023","0.149063957104444","0.140665968570482","0.157461945638405"
"Einige Sorgen","2018","(Fach-)Abitur","1815","0.458390737995706","0.442972718620747","0.473808757370666"
"Einige Sorgen","2018","(noch) kein Abschluss","347","0.363165883064409","0.331427888553565","0.394903877575254"
"Einige Sorgen","2018","AkademikerIn","2834","0.438078287148396","0.425868319692887","0.450288254603904"
"Einige Sorgen","2018","Hauptschule","2851","0.423846516308655","0.412074272742107","0.435618759875202"
"Einige Sorgen","2018","Realschule","2912","0.437519311292002","0.425588120993583","0.449450501590421"
"Grosse Sorgen","2018","(Fach-)Abitur","835","0.20170979609021","0.189292943537975","0.214126648642446"
"Grosse Sorgen","2018","(noch) kein Abschluss","247","0.299267098542651","0.269045353345046","0.329488843740257"
"Grosse Sorgen","2018","AkademikerIn","1070","0.164626038013457","0.155499827849949","0.173752248176964"
"Grosse Sorgen","2018","Hauptschule","2867","0.424284301783821","0.412510455769523","0.436058147798119"
"Grosse Sorgen","2018","Realschule","2503","0.388128513465948","0.376407929971033","0.399849096960863"
"Keine Sorgen","2018","(Fach-)Abitur","1362","0.339899465914083","0.325242370601528","0.354556561226639"
"Keine Sorgen","2018","(noch) kein Abschluss","288","0.337567018392939","0.306359101846405","0.368774934939473"
"Keine Sorgen","2018","AkademikerIn","2439","0.397295674838148","0.385253364697827","0.409337984978468"
"Keine Sorgen","2018","Hauptschule","1051","0.151869181907524","0.143319458150493","0.160418905664555"
"Keine Sorgen","2018","Realschule","1226","0.17435217524205","0.16522697388364","0.18347737660046"
"Einige Sorgen","2019","(Fach-)Abitur","1813","0.449143697063409","0.433986561083415","0.464300833043404"
"Einige Sorgen","2019","(noch) kein Abschluss","308","0.422866612063061","0.387767546008945","0.457965678117177"
"Einige Sorgen","2019","AkademikerIn","2993","0.4254292685636","0.41386704741593","0.43699148971127"
"Einige Sorgen","2019","Hauptschule","2661","0.437394749485104","0.425031947528557","0.449757551441651"
"Einige Sorgen","2019","Realschule","2953","0.44475319979692","0.432878026664799","0.456628372929042"
"Grosse Sorgen","2019","(Fach-)Abitur","834","0.190262451442362","0.178301822595345","0.202223080289378"
"Grosse Sorgen","2019","(noch) kein Abschluss","196","0.274881945558136","0.243161941811834","0.306601949304438"
"Grosse Sorgen","2019","AkademikerIn","1089","0.15494260689072","0.146480385725496","0.163404828055943"
"Grosse Sorgen","2019","Hauptschule","2477","0.399014524533598","0.386810457639169","0.411218591428028"
"Grosse Sorgen","2019","Realschule","2377","0.35874523215448","0.347283618910731","0.370206845398229"
"Keine Sorgen","2019","(Fach-)Abitur","1490","0.360593851494229","0.345961878420499","0.375225824567959"
"Keine Sorgen","2019","(noch) kein Abschluss","257","0.302251442378803","0.269623519482103","0.334879365275504"
"Keine Sorgen","2019","AkademikerIn","2942","0.41962812454568","0.408087181099556","0.431169067991804"
"Keine Sorgen","2019","Hauptschule","1047","0.163590725981298","0.154372082942659","0.172809369019936"
"Keine Sorgen","2019","Realschule","1397","0.196501568048599","0.187006175925748","0.205996960171451"
"Einige Sorgen","2020","(Fach-)Abitur","1732","0.397547765004422","0.383136496960635","0.411959033048209"
"Einige Sorgen","2020","(noch) kein Abschluss","324","0.369780077776587","0.338028930185322","0.401531225367852"
"Einige Sorgen","2020","AkademikerIn","2639","0.363542606420789","0.352429520657918","0.374655692183661"
"Einige Sorgen","2020","Hauptschule","2537","0.439969810536418","0.427298447182386","0.45264117389045"
"Einige Sorgen","2020","Realschule","2668","0.445371020700473","0.432997748661822","0.457744292739124"
"Grosse Sorgen","2020","(Fach-)Abitur","682","0.167352975653586","0.156360553100451","0.17834539820672"
"Grosse Sorgen","2020","(noch) kein Abschluss","170","0.239011857056662","0.210961378415568","0.267062335697757"
"Grosse Sorgen","2020","AkademikerIn","947","0.130981267058526","0.123186708888037","0.138775825229015"
"Grosse Sorgen","2020","Hauptschule","2130","0.373872362152325","0.361521442273403","0.386223282031246"
"Grosse Sorgen","2020","Realschule","1955","0.314543245969479","0.302983387492809","0.32610310444615"
"Keine Sorgen","2020","(Fach-)Abitur","2016","0.435099259341993","0.420500146278731","0.449698372405254"
"Keine Sorgen","2020","(noch) kein Abschluss","394","0.39120806516675","0.359109918797462","0.423306211536039"
"Keine Sorgen","2020","AkademikerIn","3611","0.505476126520684","0.493925213988222","0.517027039053147"
"Keine Sorgen","2020","Hauptschule","1228","0.186157827311257","0.176221704917241","0.196093949705273"
"Keine Sorgen","2020","Realschule","1575","0.240085733330048","0.229451950639829","0.250719516020266"
