"hgowner","year","bula_h","quintil","n","percent","lower_confidence","upper_confidence"
"Eigentuemer","1984","Brandenburg","1","","","",""
"Eigentuemer","1984","Brandenburg","2","","","",""
"Eigentuemer","1984","Brandenburg","3","","","",""
"Eigentuemer","1984","Brandenburg","4","","","",""
"Eigentuemer","1984","Brandenburg","5","","","",""
"Eigentuemer","1984","Mecklenburg-Vorpommern","1","","","",""
"Eigentuemer","1984","Mecklenburg-Vorpommern","2","","","",""
"Eigentuemer","1984","Mecklenburg-Vorpommern","3","","","",""
"Eigentuemer","1984","Mecklenburg-Vorpommern","4","","","",""
"Eigentuemer","1984","Mecklenburg-Vorpommern","5","","","",""
"Eigentuemer","1984","Sachsen","1","","","",""
"Eigentuemer","1984","Sachsen","2","","","",""
"Eigentuemer","1984","Sachsen","3","","","",""
"Eigentuemer","1984","Sachsen","4","","","",""
"Eigentuemer","1984","Sachsen","5","","","",""
"Eigentuemer","1984","Sachsen-Anhalt","1","","","",""
"Eigentuemer","1984","Sachsen-Anhalt","2","","","",""
"Eigentuemer","1984","Sachsen-Anhalt","3","","","",""
"Eigentuemer","1984","Sachsen-Anhalt","4","","","",""
"Eigentuemer","1984","Sachsen-Anhalt","5","","","",""
"Eigentuemer","1984","Thüringen","1","","","",""
"Eigentuemer","1984","Thüringen","2","","","",""
"Eigentuemer","1984","Thüringen","3","","","",""
"Eigentuemer","1984","Thüringen","4","","","",""
"Eigentuemer","1984","Thüringen","5","","","",""
"Hauptmieter","1984","Schleswig-Holstein","1","175","0.449193133993918","0.399115394877418","0.499270873110419"
"Hauptmieter","1984","Schleswig-Holstein","2","52","0.29881445328532","0.220129137406625","0.377499769164015"
"Hauptmieter","1984","Schleswig-Holstein","3","","","",""
"Hauptmieter","1984","Schleswig-Holstein","4","","","",""
"Hauptmieter","1984","Schleswig-Holstein","5","","","",""
"Hauptmieter","1984","Hamburg","1","248","0.831538753547527","0.788828875144207","0.874248631950847"
"Hauptmieter","1984","Hamburg","2","84","0.794942202756453","0.71500646749397","0.874877938018935"
"Hauptmieter","1984","Hamburg","3","","","",""
"Hauptmieter","1984","Hamburg","4","","","",""
"Hauptmieter","1984","Hamburg","5","","","",""
"Hauptmieter","1984","Niedersachsen","1","618","0.492414711380239","0.463393489854557","0.521435932905922"
"Hauptmieter","1984","Niedersachsen","2","192","0.272061983625148","0.231786311175146","0.312337656075151"
"Hauptmieter","1984","Niedersachsen","3","","","",""
"Hauptmieter","1984","Niedersachsen","4","","","",""
"Hauptmieter","1984","Niedersachsen","5","","","",""
"Hauptmieter","1984","Bremen","1","106","0.752756685506567","0.679161277964104","0.82635209304903"
"Hauptmieter","1984","Bremen","2","","","",""
"Hauptmieter","1984","Bremen","3","","","",""
"Hauptmieter","1984","Bremen","4","","","",""
"Hauptmieter","1984","Bremen","5","","","",""
"Hauptmieter","1984","Nordrhein-Westfalen","1","2063","0.650128542191442","0.632953040254944","0.667304044127939"
"Hauptmieter","1984","Nordrhein-Westfalen","2","951","0.456113458256875","0.430334574092179","0.481892342421571"
"Hauptmieter","1984","Nordrhein-Westfalen","3","","","",""
"Hauptmieter","1984","Nordrhein-Westfalen","4","","","",""
"Hauptmieter","1984","Nordrhein-Westfalen","5","","","",""
"Hauptmieter","1984","Hessen","1","757","0.566581542658498","0.53745555845193","0.595707526865065"
"Hauptmieter","1984","Hessen","2","376","0.500699427443422","0.457724416235282","0.543674438651562"
"Hauptmieter","1984","Hessen","3","","","",""
"Hauptmieter","1984","Hessen","4","","","",""
"Hauptmieter","1984","Hessen","5","","","",""
"Hauptmieter","1984","Rheinland-Pfalz,Saarland","1","361","0.420695839341503","0.385388454214505","0.456003224468502"
"Hauptmieter","1984","Rheinland-Pfalz,Saarland","2","136","0.247833422910357","0.201530137098149","0.294136708722566"
"Hauptmieter","1984","Rheinland-Pfalz,Saarland","3","","","",""
"Hauptmieter","1984","Rheinland-Pfalz,Saarland","4","","","",""
"Hauptmieter","1984","Rheinland-Pfalz,Saarland","5","","","",""
"Hauptmieter","1984","Baden-Württemberg","1","1238","0.489255434736672","0.467303483449143","0.511207386024201"
"Hauptmieter","1984","Baden-Württemberg","2","664","0.311299333261926","0.284206401102146","0.338392265421706"
"Hauptmieter","1984","Baden-Württemberg","3","","","",""
"Hauptmieter","1984","Baden-Württemberg","4","","","",""
"Hauptmieter","1984","Baden-Württemberg","5","","","",""
"Hauptmieter","1984","Bayern","1","1112","0.528859461568839","0.506467584404673","0.551251338733004"
"Hauptmieter","1984","Bayern","2","359","0.273764209247693","0.24328249824386","0.304245920251525"
"Hauptmieter","1984","Bayern","3","","","",""
"Hauptmieter","1984","Bayern","4","","","",""
"Hauptmieter","1984","Bayern","5","","","",""
"Hauptmieter","1984","Saarland","1","","","",""
"Hauptmieter","1984","Saarland","2","","","",""
"Hauptmieter","1984","Saarland","3","","","",""
"Hauptmieter","1984","Saarland","4","","","",""
"Hauptmieter","1984","Saarland","5","","","",""
"Hauptmieter","1984","Berlin","1","377","0.901074868030351","0.872210574146305","0.929939161914396"
"Hauptmieter","1984","Berlin","2","120","0.863418822320552","0.804159126434036","0.922678518207068"
"Hauptmieter","1984","Berlin","3","","","",""
"Hauptmieter","1984","Berlin","4","","","",""
"Hauptmieter","1984","Berlin","5","","","",""
"Hauptmieter","1984","Brandenburg","1","","","",""
"Hauptmieter","1984","Brandenburg","2","","","",""
"Hauptmieter","1984","Brandenburg","3","","","",""
"Hauptmieter","1984","Brandenburg","4","","","",""
"Hauptmieter","1984","Brandenburg","5","","","",""
"Hauptmieter","1984","Mecklenburg-Vorpommern","1","","","",""
"Hauptmieter","1984","Mecklenburg-Vorpommern","2","","","",""
"Hauptmieter","1984","Mecklenburg-Vorpommern","3","","","",""
"Hauptmieter","1984","Mecklenburg-Vorpommern","4","","","",""
"Hauptmieter","1984","Mecklenburg-Vorpommern","5","","","",""
"Hauptmieter","1984","Sachsen","1","","","",""
"Hauptmieter","1984","Sachsen","2","","","",""
"Hauptmieter","1984","Sachsen","3","","","",""
"Hauptmieter","1984","Sachsen","4","","","",""
"Hauptmieter","1984","Sachsen","5","","","",""
"Hauptmieter","1984","Sachsen-Anhalt","1","","","",""
"Hauptmieter","1984","Sachsen-Anhalt","2","","","",""
"Hauptmieter","1984","Sachsen-Anhalt","3","","","",""
"Hauptmieter","1984","Sachsen-Anhalt","4","","","",""
"Hauptmieter","1984","Sachsen-Anhalt","5","","","",""
"Hauptmieter","1984","Thüringen","1","","","",""
"Hauptmieter","1984","Thüringen","2","","","",""
"Hauptmieter","1984","Thüringen","3","","","",""
"Hauptmieter","1984","Thüringen","4","","","",""
"Hauptmieter","1984","Thüringen","5","","","",""
"Untermieter","1984","Schleswig-Holstein","1","","","",""
"Untermieter","1984","Schleswig-Holstein","2","","","",""
"Untermieter","1984","Schleswig-Holstein","3","","","",""
"Untermieter","1984","Schleswig-Holstein","4","","","",""
"Untermieter","1984","Schleswig-Holstein","5","","","",""
"Untermieter","1984","Hamburg","1","","","",""
"Untermieter","1984","Hamburg","2","","","",""
"Untermieter","1984","Hamburg","3","","","",""
"Untermieter","1984","Hamburg","4","","","",""
"Untermieter","1984","Hamburg","5","","","",""
"Untermieter","1984","Niedersachsen","1","","","",""
"Untermieter","1984","Niedersachsen","2","","","",""
"Untermieter","1984","Niedersachsen","3","","","",""
"Untermieter","1984","Niedersachsen","4","","","",""
"Untermieter","1984","Niedersachsen","5","","","",""
"Untermieter","1984","Bremen","1","","","",""
"Untermieter","1984","Bremen","2","","","",""
"Untermieter","1984","Bremen","3","","","",""
"Untermieter","1984","Bremen","4","","","",""
"Untermieter","1984","Bremen","5","","","",""
"Untermieter","1984","Nordrhein-Westfalen","1","35","0.011008878048207","0.0072511677859385","0.0147665883104756"
"Untermieter","1984","Nordrhein-Westfalen","2","","","",""
"Untermieter","1984","Nordrhein-Westfalen","3","","","",""
"Untermieter","1984","Nordrhein-Westfalen","4","","","",""
"Untermieter","1984","Nordrhein-Westfalen","5","","","",""
"Untermieter","1984","Hessen","1","","","",""
"Untermieter","1984","Hessen","2","","","",""
"Untermieter","1984","Hessen","3","","","",""
"Untermieter","1984","Hessen","4","","","",""
"Untermieter","1984","Hessen","5","","","",""
"Untermieter","1984","Rheinland-Pfalz,Saarland","1","","","",""
"Untermieter","1984","Rheinland-Pfalz,Saarland","2","","","",""
"Untermieter","1984","Rheinland-Pfalz,Saarland","3","","","",""
"Untermieter","1984","Rheinland-Pfalz,Saarland","4","","","",""
"Untermieter","1984","Rheinland-Pfalz,Saarland","5","","","",""
"Untermieter","1984","Baden-Württemberg","1","34","0.0175448883194712","0.011779413412151","0.0233103632267913"
"Untermieter","1984","Baden-Württemberg","2","","","",""
"Untermieter","1984","Baden-Württemberg","3","","","",""
"Untermieter","1984","Baden-Württemberg","4","","","",""
"Untermieter","1984","Baden-Württemberg","5","","","",""
"Untermieter","1984","Bayern","1","","","",""
"Untermieter","1984","Bayern","2","","","",""
"Untermieter","1984","Bayern","3","","","",""
"Untermieter","1984","Bayern","4","","","",""
"Untermieter","1984","Bayern","5","","","",""
"Untermieter","1984","Saarland","1","","","",""
"Untermieter","1984","Saarland","2","","","",""
"Untermieter","1984","Saarland","3","","","",""
"Untermieter","1984","Saarland","4","","","",""
"Untermieter","1984","Saarland","5","","","",""
"Untermieter","1984","Berlin","1","","","",""
"Untermieter","1984","Berlin","2","","","",""
"Untermieter","1984","Berlin","3","","","",""
"Untermieter","1984","Berlin","4","","","",""
"Untermieter","1984","Berlin","5","","","",""
"Untermieter","1984","Brandenburg","1","","","",""
"Untermieter","1984","Brandenburg","2","","","",""
"Untermieter","1984","Brandenburg","3","","","",""
"Untermieter","1984","Brandenburg","4","","","",""
"Untermieter","1984","Brandenburg","5","","","",""
"Untermieter","1984","Mecklenburg-Vorpommern","1","","","",""
"Untermieter","1984","Mecklenburg-Vorpommern","2","","","",""
"Untermieter","1984","Mecklenburg-Vorpommern","3","","","",""
"Untermieter","1984","Mecklenburg-Vorpommern","4","","","",""
"Untermieter","1984","Mecklenburg-Vorpommern","5","","","",""
"Untermieter","1984","Sachsen","1","","","",""
"Untermieter","1984","Sachsen","2","","","",""
"Untermieter","1984","Sachsen","3","","","",""
"Untermieter","1984","Sachsen","4","","","",""
"Untermieter","1984","Sachsen","5","","","",""
"Untermieter","1984","Sachsen-Anhalt","1","","","",""
"Untermieter","1984","Sachsen-Anhalt","2","","","",""
"Untermieter","1984","Sachsen-Anhalt","3","","","",""
"Untermieter","1984","Sachsen-Anhalt","4","","","",""
"Untermieter","1984","Sachsen-Anhalt","5","","","",""
"Untermieter","1984","Thüringen","1","","","",""
"Untermieter","1984","Thüringen","2","","","",""
"Untermieter","1984","Thüringen","3","","","",""
"Untermieter","1984","Thüringen","4","","","",""
"Untermieter","1984","Thüringen","5","","","",""
"Mieter","1984","Schleswig-Holstein","1","","","",""
"Mieter","1984","Schleswig-Holstein","2","","","",""
"Mieter","1984","Schleswig-Holstein","3","","","",""
"Mieter","1984","Schleswig-Holstein","4","","","",""
"Mieter","1984","Schleswig-Holstein","5","","","",""
"Mieter","1984","Hamburg","1","","","",""
"Mieter","1984","Hamburg","2","","","",""
"Mieter","1984","Hamburg","3","","","",""
"Mieter","1984","Hamburg","4","","","",""
"Mieter","1984","Hamburg","5","","","",""
"Mieter","1984","Niedersachsen","1","","","",""
"Mieter","1984","Niedersachsen","2","","","",""
"Mieter","1984","Niedersachsen","3","","","",""
"Mieter","1984","Niedersachsen","4","","","",""
"Mieter","1984","Niedersachsen","5","","","",""
"Mieter","1984","Bremen","1","","","",""
"Mieter","1984","Bremen","2","","","",""
"Mieter","1984","Bremen","3","","","",""
"Mieter","1984","Bremen","4","","","",""
"Mieter","1984","Bremen","5","","","",""
"Mieter","1984","Nordrhein-Westfalen","1","","","",""
"Mieter","1984","Nordrhein-Westfalen","2","","","",""
"Mieter","1984","Nordrhein-Westfalen","3","","","",""
"Mieter","1984","Nordrhein-Westfalen","4","","","",""
"Mieter","1984","Nordrhein-Westfalen","5","","","",""
"Mieter","1984","Hessen","1","","","",""
"Mieter","1984","Hessen","2","","","",""
"Mieter","1984","Hessen","3","","","",""
"Mieter","1984","Hessen","4","","","",""
"Mieter","1984","Hessen","5","","","",""
"Mieter","1984","Rheinland-Pfalz,Saarland","1","","","",""
"Mieter","1984","Rheinland-Pfalz,Saarland","2","","","",""
"Mieter","1984","Rheinland-Pfalz,Saarland","3","","","",""
"Mieter","1984","Rheinland-Pfalz,Saarland","4","","","",""
"Mieter","1984","Rheinland-Pfalz,Saarland","5","","","",""
"Mieter","1984","Baden-Württemberg","1","","","",""
"Mieter","1984","Baden-Württemberg","2","","","",""
"Mieter","1984","Baden-Württemberg","3","","","",""
"Mieter","1984","Baden-Württemberg","4","","","",""
"Mieter","1984","Baden-Württemberg","5","","","",""
"Mieter","1984","Bayern","1","","","",""
"Mieter","1984","Bayern","2","","","",""
"Mieter","1984","Bayern","3","","","",""
"Mieter","1984","Bayern","4","","","",""
"Mieter","1984","Bayern","5","","","",""
"Mieter","1984","Saarland","1","","","",""
"Mieter","1984","Saarland","2","","","",""
"Mieter","1984","Saarland","3","","","",""
"Mieter","1984","Saarland","4","","","",""
"Mieter","1984","Saarland","5","","","",""
"Mieter","1984","Berlin","1","","","",""
"Mieter","1984","Berlin","2","","","",""
"Mieter","1984","Berlin","3","","","",""
"Mieter","1984","Berlin","4","","","",""
"Mieter","1984","Berlin","5","","","",""
"Mieter","1984","Brandenburg","1","","","",""
"Mieter","1984","Brandenburg","2","","","",""
"Mieter","1984","Brandenburg","3","","","",""
"Mieter","1984","Brandenburg","4","","","",""
"Mieter","1984","Brandenburg","5","","","",""
"Mieter","1984","Mecklenburg-Vorpommern","1","","","",""
"Mieter","1984","Mecklenburg-Vorpommern","2","","","",""
"Mieter","1984","Mecklenburg-Vorpommern","3","","","",""
"Mieter","1984","Mecklenburg-Vorpommern","4","","","",""
"Mieter","1984","Mecklenburg-Vorpommern","5","","","",""
"Mieter","1984","Sachsen","1","","","",""
"Mieter","1984","Sachsen","2","","","",""
"Mieter","1984","Sachsen","3","","","",""
"Mieter","1984","Sachsen","4","","","",""
"Mieter","1984","Sachsen","5","","","",""
"Mieter","1984","Sachsen-Anhalt","1","","","",""
"Mieter","1984","Sachsen-Anhalt","2","","","",""
"Mieter","1984","Sachsen-Anhalt","3","","","",""
"Mieter","1984","Sachsen-Anhalt","4","","","",""
"Mieter","1984","Sachsen-Anhalt","5","","","",""
"Mieter","1984","Thüringen","1","","","",""
"Mieter","1984","Thüringen","2","","","",""
"Mieter","1984","Thüringen","3","","","",""
"Mieter","1984","Thüringen","4","","","",""
"Mieter","1984","Thüringen","5","","","",""
"Eigentuemer","1985","Schleswig-Holstein","1","184","0.515224181583598","0.463309321823625","0.56713904134357"
"Eigentuemer","1985","Schleswig-Holstein","2","73","0.745448565243863","0.664411590838214","0.826485539649513"
"Eigentuemer","1985","Schleswig-Holstein","3","","","",""
"Eigentuemer","1985","Schleswig-Holstein","4","","","",""
"Eigentuemer","1985","Schleswig-Holstein","5","","","",""
"Eigentuemer","1985","Hamburg","1","43","0.155565462720477","0.113036423096954","0.198094502344001"
"Eigentuemer","1985","Hamburg","2","","","",""
"Eigentuemer","1985","Hamburg","3","","","",""
"Eigentuemer","1985","Hamburg","4","","","",""
"Eigentuemer","1985","Hamburg","5","","","",""
"Eigentuemer","1985","Niedersachsen","1","464","0.496579247111236","0.465402596283544","0.527755897938927"
"Eigentuemer","1985","Niedersachsen","2","269","0.740216323260784","0.699102048767507","0.781330597754061"
"Eigentuemer","1985","Niedersachsen","3","","","",""
"Eigentuemer","1985","Niedersachsen","4","","","",""
"Eigentuemer","1985","Niedersachsen","5","","","",""
"Eigentuemer","1985","Bremen","1","30","0.285587679063694","0.205105522076435","0.366069836050953"
"Eigentuemer","1985","Bremen","2","","","",""
"Eigentuemer","1985","Bremen","3","","","",""
"Eigentuemer","1985","Bremen","4","","","",""
"Eigentuemer","1985","Bremen","5","","","",""
"Eigentuemer","1985","Nordrhein-Westfalen","1","802","0.341797282686981","0.323755478431922","0.359839086942039"
"Eigentuemer","1985","Nordrhein-Westfalen","2","467","0.550195996000895","0.523287706020185","0.577104285981605"
"Eigentuemer","1985","Nordrhein-Westfalen","3","","","",""
"Eigentuemer","1985","Nordrhein-Westfalen","4","","","",""
"Eigentuemer","1985","Nordrhein-Westfalen","5","","","",""
"Eigentuemer","1985","Hessen","1","321","0.433437780061609","0.402981644155207","0.463893915968011"
"Eigentuemer","1985","Hessen","2","141","0.552144208012326","0.507330293780661","0.596958122243991"
"Eigentuemer","1985","Hessen","3","","","",""
"Eigentuemer","1985","Hessen","4","","","",""
"Eigentuemer","1985","Hessen","5","","","",""
"Eigentuemer","1985","Rheinland-Pfalz,Saarland","1","361","0.573986625006553","0.536682341067311","0.611290908945795"
"Eigentuemer","1985","Rheinland-Pfalz,Saarland","2","167","0.747722077900292","0.698160307922113","0.79728384787847"
"Eigentuemer","1985","Rheinland-Pfalz,Saarland","3","","","",""
"Eigentuemer","1985","Rheinland-Pfalz,Saarland","4","","","",""
"Eigentuemer","1985","Rheinland-Pfalz,Saarland","5","","","",""
"Eigentuemer","1985","Baden-Württemberg","1","635","0.475598448806387","0.452385280979805","0.498811616632969"
"Eigentuemer","1985","Baden-Württemberg","2","461","0.707978283122118","0.680370484745196","0.735586081499039"
"Eigentuemer","1985","Baden-Württemberg","3","","","",""
"Eigentuemer","1985","Baden-Württemberg","4","","","",""
"Eigentuemer","1985","Baden-Württemberg","5","","","",""
"Eigentuemer","1985","Bayern","1","720","0.47039916793836","0.446756100953199","0.494042234923521"
"Eigentuemer","1985","Bayern","2","452","0.742048806387661","0.71116677156656","0.772930841208761"
"Eigentuemer","1985","Bayern","3","","","",""
"Eigentuemer","1985","Bayern","4","","","",""
"Eigentuemer","1985","Bayern","5","","","",""
"Eigentuemer","1985","Saarland","1","","","",""
"Eigentuemer","1985","Saarland","2","","","",""
"Eigentuemer","1985","Saarland","3","","","",""
"Eigentuemer","1985","Saarland","4","","","",""
"Eigentuemer","1985","Saarland","5","","","",""
"Eigentuemer","1985","Berlin","1","33","0.104945399138553","0.07392560411996","0.135965194157145"
"Eigentuemer","1985","Berlin","2","","","",""
"Eigentuemer","1985","Berlin","3","","","",""
"Eigentuemer","1985","Berlin","4","","","",""
"Eigentuemer","1985","Berlin","5","","","",""
"Eigentuemer","1985","Brandenburg","1","","","",""
"Eigentuemer","1985","Brandenburg","2","","","",""
"Eigentuemer","1985","Brandenburg","3","","","",""
"Eigentuemer","1985","Brandenburg","4","","","",""
"Eigentuemer","1985","Brandenburg","5","","","",""
"Eigentuemer","1985","Mecklenburg-Vorpommern","1","","","",""
"Eigentuemer","1985","Mecklenburg-Vorpommern","2","","","",""
"Eigentuemer","1985","Mecklenburg-Vorpommern","3","","","",""
"Eigentuemer","1985","Mecklenburg-Vorpommern","4","","","",""
"Eigentuemer","1985","Mecklenburg-Vorpommern","5","","","",""
"Eigentuemer","1985","Sachsen","1","","","",""
"Eigentuemer","1985","Sachsen","2","","","",""
"Eigentuemer","1985","Sachsen","3","","","",""
"Eigentuemer","1985","Sachsen","4","","","",""
"Eigentuemer","1985","Sachsen","5","","","",""
"Eigentuemer","1985","Sachsen-Anhalt","1","","","",""
"Eigentuemer","1985","Sachsen-Anhalt","2","","","",""
"Eigentuemer","1985","Sachsen-Anhalt","3","","","",""
"Eigentuemer","1985","Sachsen-Anhalt","4","","","",""
"Eigentuemer","1985","Sachsen-Anhalt","5","","","",""
"Eigentuemer","1985","Thüringen","1","","","",""
"Eigentuemer","1985","Thüringen","2","","","",""
"Eigentuemer","1985","Thüringen","3","","","",""
"Eigentuemer","1985","Thüringen","4","","","",""
"Eigentuemer","1985","Thüringen","5","","","",""
"Hauptmieter","1985","Schleswig-Holstein","1","164","0.459434729618083","0.407667005449132","0.511202453787033"
"Hauptmieter","1985","Schleswig-Holstein","2","34","0.215384350965851","0.138908880484502","0.291859821447201"
"Hauptmieter","1985","Schleswig-Holstein","3","","","",""
"Hauptmieter","1985","Schleswig-Holstein","4","","","",""
"Hauptmieter","1985","Schleswig-Holstein","5","","","",""
"Hauptmieter","1985","Hamburg","1","231","0.824235833792874","0.779573963665289","0.868897703920459"
"Hauptmieter","1985","Hamburg","2","64","0.857790578709719","0.778213672306667","0.93736748511277"
"Hauptmieter","1985","Hamburg","3","","","",""
"Hauptmieter","1985","Hamburg","4","","","",""
"Hauptmieter","1985","Hamburg","5","","","",""
"Hauptmieter","1985","Niedersachsen","1","511","0.493409156553122","0.462234484829204","0.524583828277039"
"Hauptmieter","1985","Niedersachsen","2","168","0.259783676739216","0.218669402245939","0.300897951232493"
"Hauptmieter","1985","Niedersachsen","3","","","",""
"Hauptmieter","1985","Niedersachsen","4","","","",""
"Hauptmieter","1985","Niedersachsen","5","","","",""
"Hauptmieter","1985","Bremen","1","90","0.704125984363021","0.622799124380293","0.785452844345749"
"Hauptmieter","1985","Bremen","2","","","",""
"Hauptmieter","1985","Bremen","3","","","",""
"Hauptmieter","1985","Bremen","4","","","",""
"Hauptmieter","1985","Bremen","5","","","",""
"Hauptmieter","1985","Nordrhein-Westfalen","1","1799","0.640358428804866","0.622104248469845","0.658612609139888"
"Hauptmieter","1985","Nordrhein-Westfalen","2","833","0.438119316832798","0.411282315993232","0.464956317672365"
"Hauptmieter","1985","Nordrhein-Westfalen","3","","","",""
"Hauptmieter","1985","Nordrhein-Westfalen","4","","","",""
"Hauptmieter","1985","Nordrhein-Westfalen","5","","","",""
"Hauptmieter","1985","Hessen","1","680","0.54877341243117","0.518190313726227","0.579356511136113"
"Hauptmieter","1985","Hessen","2","328","0.446273674814988","0.401474940852569","0.491072408777407"
"Hauptmieter","1985","Hessen","3","","","",""
"Hauptmieter","1985","Hessen","4","","","",""
"Hauptmieter","1985","Hessen","5","","","",""
"Hauptmieter","1985","Rheinland-Pfalz,Saarland","1","309","0.413522481588627","0.376371400878288","0.450673562298965"
"Hauptmieter","1985","Rheinland-Pfalz,Saarland","2","128","0.252277922099709","0.20271615212153","0.301839692077887"
"Hauptmieter","1985","Rheinland-Pfalz,Saarland","3","","","",""
"Hauptmieter","1985","Rheinland-Pfalz,Saarland","4","","","",""
"Hauptmieter","1985","Rheinland-Pfalz,Saarland","5","","","",""
"Hauptmieter","1985","Baden-Württemberg","1","1122","0.515392757539513","0.492162912186358","0.538622602892669"
"Hauptmieter","1985","Baden-Württemberg","2","567","0.27269578868448","0.245655489144541","0.299736088224419"
"Hauptmieter","1985","Baden-Württemberg","3","","","",""
"Hauptmieter","1985","Baden-Württemberg","4","","","",""
"Hauptmieter","1985","Baden-Württemberg","5","","","",""
"Hauptmieter","1985","Bayern","1","974","0.518802558250698","0.495134702145095","0.542470414356301"
"Hauptmieter","1985","Bayern","2","314","0.256315912252574","0.225498020119452","0.287133804385697"
"Hauptmieter","1985","Bayern","3","","","",""
"Hauptmieter","1985","Bayern","4","","","",""
"Hauptmieter","1985","Bayern","5","","","",""
"Hauptmieter","1985","Saarland","1","","","",""
"Hauptmieter","1985","Saarland","2","","","",""
"Hauptmieter","1985","Saarland","3","","","",""
"Hauptmieter","1985","Saarland","4","","","",""
"Hauptmieter","1985","Saarland","5","","","",""
"Hauptmieter","1985","Berlin","1","337","0.889063224354578","0.857277175262534","0.920849273446621"
"Hauptmieter","1985","Berlin","2","95","0.832554470730582","0.760795776354529","0.904313165106635"
"Hauptmieter","1985","Berlin","3","","","",""
"Hauptmieter","1985","Berlin","4","","","",""
"Hauptmieter","1985","Berlin","5","","","",""
"Hauptmieter","1985","Brandenburg","1","","","",""
"Hauptmieter","1985","Brandenburg","2","","","",""
"Hauptmieter","1985","Brandenburg","3","","","",""
"Hauptmieter","1985","Brandenburg","4","","","",""
"Hauptmieter","1985","Brandenburg","5","","","",""
"Hauptmieter","1985","Mecklenburg-Vorpommern","1","","","",""
"Hauptmieter","1985","Mecklenburg-Vorpommern","2","","","",""
