"hgowner","year","sampreg","n","percent","lower_confidence","upper_confidence"
"Untermieter","1995","Ost","167","0.0338653673025112","0.0287804721690201","0.0389502624360022"
"Mieter","1995","West","","","",""
"Mieter","1995","Ost","","","",""
"Eigentuemer","1996","West","5193","0.496252908561526","0.487502617460258","0.505003199662795"
"Eigentuemer","1996","Ost","1769","0.334394901846338","0.321044283667844","0.347745520024831"
"Hauptmieter","1996","West","6988","0.476901646188149","0.468160451760298","0.485642840616"
"Hauptmieter","1996","Ost","2892","0.633173394227286","0.619535259566945","0.646811528887626"
"Untermieter","1996","West","361","0.026845445250325","0.0240167190803985","0.0296741714202514"
"Untermieter","1996","Ost","136","0.0324317039263762","0.0274188052107818","0.0374446026419705"
"Mieter","1996","West","","","",""
"Mieter","1996","Ost","","","",""
"Eigentuemer","1997","West","5297","0.501972596196885","0.493145072934182","0.510800119459588"
"Eigentuemer","1997","Ost","1794","0.34514836428188","0.331532024500961","0.3587647040628"
"Hauptmieter","1997","West","6755","0.474299659604736","0.465483736737002","0.48311558247247"
"Hauptmieter","1997","Ost","2724","0.613100016064502","0.599150760478607","0.627049271650397"
"Untermieter","1997","West","272","0.0237277441983791","0.0210406311007316","0.0264148572960267"
"Untermieter","1997","Ost","165","0.0417516196536179","0.036022845216168","0.0474803940910677"
"Mieter","1997","West","","","",""
"Mieter","1997","Ost","","","",""
"Eigentuemer","1998","West","6239","0.497131012479914","0.488795630600783","0.505466394359045"
"Eigentuemer","1998","Ost","1988","0.370462058153566","0.356986978502575","0.383937137804557"
"Hauptmieter","1998","West","7197","0.472779331782767","0.464456174500293","0.48110248906524"
"Hauptmieter","1998","Ost","2786","0.594521407465636","0.580821544211538","0.608221270719733"
"Untermieter","1998","West","386","0.030089655737319","0.0272416749725967","0.0329376365020413"
"Untermieter","1998","Ost","160","0.0350165343807984","0.0298873886902238","0.040145680071373"
"Mieter","1998","West","","","",""
"Mieter","1998","Ost","","","",""
"Eigentuemer","1999","West","6135","0.505453849480501","0.49693019546129","0.513977503499712"
"Eigentuemer","1999","Ost","1969","0.370153627880558","0.356452645621698","0.383854610139417"
"Hauptmieter","1999","West","6769","0.468849915721485","0.460342313136828","0.477357518306142"
"Hauptmieter","1999","Ost","2680","0.602184020285365","0.588295719674292","0.616072320896437"
"Untermieter","1999","West","313","0.0256962347980139","0.0229987215737332","0.0283937480222946"
"Untermieter","1999","Ost","122","0.0276623518340774","0.0230086721849599","0.0323160314831948"
"Mieter","1999","West","","","",""
"Mieter","1999","Ost","","","",""
"Eigentuemer","2000","West","12640","0.49680243649684","0.490535290923242","0.503069582070439"
"Eigentuemer","2000","Ost","3270","0.392223490788863","0.38106677246457","0.403380209113156"
"Hauptmieter","2000","West","11496","0.486127310366799","0.479862449390619","0.492392171342979"
"Hauptmieter","2000","Ost","3974","0.592815901418027","0.581589177573519","0.604042625262535"
"Untermieter","2000","West","314","0.0170702531363605","0.0154466126235301","0.0186938936491909"
"Untermieter","2000","Ost","113","0.0149606077931101","0.0121866545845146","0.0177345610017056"
"Mieter","2000","West","","","",""
"Mieter","2000","Ost","","","",""
"Eigentuemer","2001","West","11416","0.501218078214304","0.49460955846918","0.507826597959429"
"Eigentuemer","2001","Ost","3071","0.401287633846636","0.389584030613902","0.412991237079369"
"Hauptmieter","2001","West","10297","0.482294980619037","0.475690585690477","0.488899375547598"
"Hauptmieter","2001","Ost","3557","0.583230903452607","0.571458893900514","0.5950029130047"
"Untermieter","2001","West","276","0.0163538260069216","0.0146774763253142","0.018030175688529"
"Untermieter","2001","Ost","110","0.0154814627007575","0.012533645613293","0.0184292797882221"
"Mieter","2001","West","","","",""
"Mieter","2001","Ost","","","",""
"Eigentuemer","2002","West","13096","0.507880874294293","0.501476969238463","0.514284779350122"
"Eigentuemer","2002","Ost","3113","0.396348699154944","0.384639885960357","0.408057512349531"
"Hauptmieter","2002","West","10008","0.474677616379333","0.468281134663253","0.481074098095412"
"Hauptmieter","2002","Ost","3461","0.585704120458514","0.573912444532204","0.597495796384824"
"Untermieter","2002","West","307","0.017303259570712","0.0156329285279848","0.0189735906134391"
"Untermieter","2002","Ost","130","0.0179471803865425","0.0147692335650737","0.0211251272080112"
"Mieter","2002","West","","","",""
"Mieter","2002","Ost","","","",""
"Eigentuemer","2003","West","12423","0.50054312217101","0.493972573538776","0.507113670803243"
"Eigentuemer","2003","Ost","3072","0.40064354773408","0.388773605934759","0.4125134895334"
"Hauptmieter","2003","West","9476","0.477440278982594","0.470876417928556","0.484004140036632"
"Hauptmieter","2003","Ost","3322","0.573468352354485","0.561488339650272","0.585448365058697"
"Untermieter","2003","West","345","0.021873265292842","0.0199511197854269","0.0237954108002571"
"Untermieter","2003","Ost","153","0.0258880999114357","0.0220414608890237","0.0297347389338477"
"Mieter","2003","West","","","",""
"Mieter","2003","Ost","","","",""
"Eigentuemer","2004","West","12044","0.496402178784135","0.489727152389933","0.503077205178336"
"Eigentuemer","2004","Ost","3044","0.393339309172233","0.38135087572773","0.405327742616736"
"Hauptmieter","2004","West","9180","0.48233536798846","0.475664335928909","0.489006400048011"
"Hauptmieter","2004","Ost","3189","0.579120444209226","0.567004167108311","0.59123672131014"
"Untermieter","2004","West","325","0.0210506156960317","0.0191341248609932","0.0229671065310702"
"Untermieter","2004","Ost","145","0.0275402466185411","0.0235239519910635","0.0315565412460187"
"Mieter","2004","West","","","",""
"Mieter","2004","Ost","","","",""
"Eigentuemer","2005","West","11432","0.493961932663249","0.487127103163016","0.500796762163481"
"Eigentuemer","2005","Ost","3005","0.394041688228421","0.381829232787029","0.406254143669812"
"Hauptmieter","2005","West","8760","0.482735290612604","0.475904038716209","0.489566542509"
"Hauptmieter","2005","Ost","3023","0.582602974396479","0.570278410610421","0.594927538182538"
"Untermieter","2005","West","363","0.0233027767241468","0.0212403754706138","0.0253651779776799"
"Untermieter","2005","Ost","120","0.0232462555620926","0.0194802619456944","0.0270122491784908"
"Mieter","2005","West","","","",""
"Mieter","2005","Ost","","","",""
"Eigentuemer","2006","West","12511","0.487653346820464","0.481067008919108","0.49423968472182"
"Eigentuemer","2006","Ost","3165","0.392361824395718","0.380527095316023","0.404196553475412"
"Hauptmieter","2006","West","9308","0.493013950169681","0.486426246427393","0.499601653911968"
"Hauptmieter","2006","Ost","3212","0.580853915929978","0.568894538017854","0.592813293842102"
"Untermieter","2006","West","306","0.0193327030098551","0.0175183842656216","0.0211470217540886"
"Untermieter","2006","Ost","160","0.0266911947152631","0.0227845694425352","0.030597819987991"
"Mieter","2006","West","","","",""
"Mieter","2006","Ost","","","",""
"Eigentuemer","2007","West","11634","0.499895155511069","0.493049662681693","0.506740648340445"
"Eigentuemer","2007","Ost","2968","0.397545301451433","0.38528824996515","0.409802352937716"
"Hauptmieter","2007","West","8547","0.479572209643213","0.472732432224177","0.486411987062248"
"Hauptmieter","2007","Ost","3023","0.574784055413384","0.562402145876227","0.587165964950541"
"Untermieter","2007","West","313","0.0205326348457183","0.0185910693200112","0.0224742003714253"
"Untermieter","2007","Ost","131","0.0275793236071257","0.0234777605035076","0.0316808867107438"
"Mieter","2007","West","","","",""
"Mieter","2007","Ost","","","",""
"Eigentuemer","2008","West","10977","0.513223144796772","0.506126545301438","0.520319744292105"
"Eigentuemer","2008","Ost","2810","0.406018648028235","0.393403025470483","0.418634270585987"
"Hauptmieter","2008","West","7786","0.466100243043294","0.459017495775659","0.47318299031093"
"Hauptmieter","2008","Ost","2882","0.562374794986658","0.549630571496066","0.575119018477249"
"Untermieter","2008","West","293","0.020676612159934","0.0186562232643563","0.0226970010555116"
"Untermieter","2008","Ost","127","0.0315154190471566","0.0270273741809112","0.0360034639134021"
"Mieter","2008","West","","","",""
"Mieter","2008","Ost","","","",""
"Eigentuemer","2009","West","10144","0.523885646426006","0.516515349272166","0.531255943579846"
"Eigentuemer","2009","Ost","2749","0.424600541564244","0.411633880133986","0.437567202994502"
"Hauptmieter","2009","West","7200","0.455049988043236","0.447701144560583","0.46239883152589"
"Hauptmieter","2009","Ost","2668","0.544289921812611","0.531224824824879","0.557355018800343"
"Untermieter","2009","West","295","0.0210643655307577","0.0189452122494194","0.0231835188120959"
"Untermieter","2009","Ost","163","0.0310183743518896","0.0264703742853508","0.0355663744184283"
"Mieter","2009","West","","","",""
"Mieter","2009","Ost","","","",""
"Eigentuemer","2010","West","14986","0.531994310733886","0.526303991806179","0.537684629661593"
"Eigentuemer","2010","Ost","3414","0.430889811029159","0.419990656998541","0.441788965059777"
"Hauptmieter","2010","West","14179","0.450482152929368","0.444808180203924","0.456156125654812"
"Hauptmieter","2010","Ost","4327","0.54413477266141","0.533172944984975","0.555096600337845"
"Untermieter","2010","West","370","0.0175063900918461","0.0160107719795369","0.0190020082041552"
"Untermieter","2010","Ost","185","0.024511726181285","0.0211083537842199","0.02791509857835"
"Mieter","2010","West","","","",""
"Mieter","2010","Ost","","","",""
"Eigentuemer","2011","West","18443","0.536093326546768","0.530857912209137","0.5413287408844"
"Eigentuemer","2011","Ost","3842","0.414822409879661","0.404725059174084","0.424919760585237"
"Hauptmieter","2011","West","16021","0.446898536520767","0.441679114452074","0.45211795858946"
"Hauptmieter","2011","Ost","5142","0.562857038394151","0.55269119796905","0.573022878819253"
"Untermieter","2011","West","388","0.016995188860749","0.0156382622274534","0.0183521154940445"
"Untermieter","2011","Ost","158","0.0219534814004201","0.0189504218198922","0.024956540980948"
"Mieter","2011","West","","","",""
"Mieter","2011","Ost","","","",""
"Eigentuemer","2012","West","17980","0.536175753750652","0.530838439551568","0.541513067949735"
"Eigentuemer","2012","Ost","3668","0.411267969357442","0.401027790153693","0.421508148561191"
"Hauptmieter","2012","West","15247","0.448444392499808","0.443121577015512","0.453767207984104"
"Hauptmieter","2012","Ost","5028","0.563254505126071","0.552932767030612","0.57357624322153"
"Untermieter","2012","West","306","0.0153677992164683","0.0140512554028491","0.0166843430300876"
"Untermieter","2012","Ost","171","0.0252804136309922","0.0220136462132258","0.0285471810487585"
"Mieter","2012","West","","","",""
"Mieter","2012","Ost","","","",""
"Eigentuemer","2013","West","18645","0.524702099610685","0.519734926029098","0.529669273192273"
"Eigentuemer","2013","Ost","3554","0.423908520098427","0.41360461058136","0.434212429615493"
"Hauptmieter","2013","West","19812","0.460807392917744","0.455849448296173","0.465765337539315"
"Hauptmieter","2013","Ost","5115","0.549095784940506","0.538720824726792","0.559470745154221"
"Untermieter","2013","West","372","0.014490507471571","0.0133018897759665","0.0156791251671754"
"Untermieter","2013","Ost","164","0.0267805475446986","0.0234143829019844","0.0301467121874127"
"Mieter","2013","West","","","",""
"Mieter","2013","Ost","","","",""
"Eigentuemer","2014","West","16722","0.528748292038383","0.523401738786577","0.534094845290188"
"Eigentuemer","2014","Ost","3250","0.404901680078056","0.394159908481501","0.415643451674611"
"Hauptmieter","2014","West","16449","0.457989324021414","0.452652848310282","0.463325799732546"
"Hauptmieter","2014","Ost","4617","0.560953568571052","0.550093678089264","0.57181345905284"
"Untermieter","2014","West","314","0.0132623839402036","0.0120371060979927","0.0144876617824146"
"Untermieter","2014","Ost","152","0.0332561108242919","0.0293323890067711","0.0371798326418128"
"Mieter","2014","West","","","",""
"Mieter","2014","Ost","","","",""
"Eigentuemer","2015","West","15827","0.528087040059877","0.522727584720619","0.533446495399136"
"Eigentuemer","2015","Ost","3086","0.409115252863954","0.398149731155255","0.420080774572652"
"Hauptmieter","2015","West","17099","0.45657504102447","0.451227392894329","0.46192268915461"
"Hauptmieter","2015","Ost","4505","0.569430281117853","0.558387026272648","0.580473535963057"
"Untermieter","2015","West","403","0.0153379189156529","0.0140185575125098","0.016657280318796"
"Untermieter","2015","Ost","132","0.0214544660181934","0.0182229638763999","0.024685968159987"
"Mieter","2015","West","","","",""
"Mieter","2015","Ost","","","",""
"Eigentuemer","2016","West","14545","0.528491187289347","0.522807675898074","0.53417469868062"
"Eigentuemer","2016","Ost","2980","0.423954637169858","0.41250395634466","0.435405317995057"
"Hauptmieter","2016","West","14726","0.454847910933678","0.449178409162872","0.460517412704485"
"Hauptmieter","2016","Ost","4039","0.544765336357398","0.533226402960428","0.556304269754369"
"Untermieter","2016","West","363","0.0166609017769753","0.015203585356328","0.0181182181976226"
"Untermieter","2016","Ost","136","0.0312800264727435","0.0272465831833383","0.0353134697621486"
"Mieter","2016","West","","","",""
"Mieter","2016","Ost","","","",""
"Eigentuemer","2017","West","16075","0.528715058293409","0.523693708797415","0.533736407789403"
"Eigentuemer","2017","Ost","3375","0.429620222720832","0.419455641621221","0.439784803820443"
"Hauptmieter","2017","West","21172","0.452324225313336","0.44731749131824","0.457330959308433"
"Hauptmieter","2017","Ost","5509","0.540835731867226","0.530603230809907","0.551068232924545"
"Untermieter","2017","West","716","0.0189607163932547","0.0175887660308412","0.0203326667556682"
"Untermieter","2017","Ost","227","0.0295440454119422","0.0260671793296885","0.033020911494196"
"Mieter","2017","West","","","",""
"Mieter","2017","Ost","","","",""
"Eigentuemer","2018","West","15209","0.52988639192423","0.524931217267402","0.534841566581059"
"Eigentuemer","2018","Ost","3227","0.429874170952307","0.419741604580464","0.44000673732415"
"Hauptmieter","2018","West","23114","0.45396482342677","0.449021857872951","0.458907788980588"
"Hauptmieter","2018","Ost","5782","0.548400153659569","0.538214495427716","0.558585811891421"
"Untermieter","2018","West","649","0.0160305094167731","0.0147836122147392","0.017277406618807"
"Untermieter","2018","Ost","161","0.021725675388124","0.0187418019806092","0.0247095487956387"
"Mieter","2018","West","","","",""
"Mieter","2018","Ost","","","",""
"Eigentuemer","2019","West","17155","0.530496604938123","0.525549533802787","0.535443676073459"
"Eigentuemer","2019","Ost","3957","0.447677806694399","0.437661721818218","0.457693891570581"
"Hauptmieter","2019","West","21085","0.452988749772868","0.448054406950353","0.457923092595383"
"Hauptmieter","2019","Ost","5363","0.528841340529332","0.518786729972047","0.538895951086617"
"Untermieter","2019","West","855","0.0165146452890092","0.0152513465695896","0.0177779440084287"
"Untermieter","2019","Ost","148","0.0234808527762687","0.0204307373079393","0.0265309682445982"
"Mieter","2019","West","","","",""
"Mieter","2019","Ost","","","",""
"Eigentuemer","2020","West","15206","0.527054701888148","0.522209641247834","0.531899762528461"
"Eigentuemer","2020","Ost","3411","0.43098973694074","0.420837341923822","0.441142131957659"
"Hauptmieter","2020","West","24387","0.452565495858147","0.447735211278684","0.457395780437609"
"Hauptmieter","2020","Ost","5532","0.546362636015597","0.536156299156537","0.556568972874658"
"Untermieter","2020","West","1198","0.0203798022537059","0.0190086213282359","0.0217509831791759"
"Untermieter","2020","Ost","197","0.0226476270436625","0.0195975421221035","0.0256977119652215"
"Mieter","2020","West","","","",""
"Mieter","2020","Ost","","","",""
