"hgowner","year","quintil","regtyp","n","percent","lower_confidence","upper_confidence"
"Untermieter","2003","4","Laendlicher Raum","33","0.0148398674391212","0.0101265359889464","0.019553198889296"
"Untermieter","2003","5","Staedtischer Raum","39","0.0093923291420742","0.00685005125220944","0.011934607031939"
"Untermieter","2003","5","Laendlicher Raum","","","",""
"Mieter","2003","1","Staedtischer Raum","","","",""
"Mieter","2003","1","Laendlicher Raum","","","",""
"Mieter","2003","2","Staedtischer Raum","","","",""
"Mieter","2003","2","Laendlicher Raum","","","",""
"Mieter","2003","3","Staedtischer Raum","","","",""
"Mieter","2003","3","Laendlicher Raum","","","",""
"Mieter","2003","4","Staedtischer Raum","","","",""
"Mieter","2003","4","Laendlicher Raum","","","",""
"Mieter","2003","5","Staedtischer Raum","","","",""
"Mieter","2003","5","Laendlicher Raum","","","",""
"Eigentuemer","2004","1","Staedtischer Raum","","","",""
"Eigentuemer","2004","1","Laendlicher Raum","","","",""
"Eigentuemer","2004","2","Staedtischer Raum","751","0.224305739280192","0.20938438544303","0.239227093117353"
"Eigentuemer","2004","2","Laendlicher Raum","936","0.445614121802117","0.42397663734526","0.467251606258973"
"Eigentuemer","2004","3","Staedtischer Raum","2233","0.402977573907176","0.389829280853187","0.416125866961165"
"Eigentuemer","2004","3","Laendlicher Raum","1858","0.561915538239365","0.544421772889922","0.579409303588807"
"Eigentuemer","2004","4","Staedtischer Raum","2529","0.489774404042969","0.475544817655569","0.504003990430369"
"Eigentuemer","2004","4","Laendlicher Raum","1694","0.645575123297575","0.626730130261869","0.664420116333282"
"Eigentuemer","2004","5","Staedtischer Raum","3720","0.575994337833865","0.562905191998971","0.589083483668759"
"Eigentuemer","2004","5","Laendlicher Raum","1367","0.715447994724105","0.69445177331207","0.73644421613614"
"Hauptmieter","2004","1","Staedtischer Raum","","","",""
"Hauptmieter","2004","1","Laendlicher Raum","","","",""
"Hauptmieter","2004","2","Staedtischer Raum","2174","0.743035542937594","0.727404639878746","0.758666445996441"
"Hauptmieter","2004","2","Laendlicher Raum","1042","0.527320334528041","0.505586220769039","0.549054448287043"
"Hauptmieter","2004","3","Staedtischer Raum","3021","0.573991184472578","0.56073570266168","0.587246666283476"
"Hauptmieter","2004","3","Laendlicher Raum","1166","0.414661140315885","0.397290365166979","0.432031915464792"
"Hauptmieter","2004","4","Staedtischer Raum","2151","0.498001974286293","0.483769524830227","0.51223442374236"
"Hauptmieter","2004","4","Laendlicher Raum","734","0.329891500585276","0.311368189698318","0.348414811472234"
"Hauptmieter","2004","5","Staedtischer Raum","1699","0.405684714197409","0.392679451063956","0.418689977330862"
"Hauptmieter","2004","5","Laendlicher Raum","382","0.254074467354449","0.233816329053418","0.27433260565548"
"Untermieter","2004","1","Staedtischer Raum","","","",""
"Untermieter","2004","1","Laendlicher Raum","","","",""
"Untermieter","2004","2","Staedtischer Raum","75","0.0326019779187478","0.0262491466724618","0.0389548091650337"
"Untermieter","2004","2","Laendlicher Raum","49","0.0270655436698426","0.0200012070350543","0.0341298803046309"
"Untermieter","2004","3","Staedtischer Raum","92","0.0230312416202453","0.019010255003853","0.0270522282366377"
"Untermieter","2004","3","Laendlicher Raum","66","0.0234233214447498","0.018090632342569","0.0287560105469305"
"Untermieter","2004","4","Staedtischer Raum","60","0.0119697789605005","0.00887420422885165","0.0150653536921494"
"Untermieter","2004","4","Laendlicher Raum","47","0.0245333761171491","0.0184387740440026","0.0306279781902956"
"Untermieter","2004","5","Staedtischer Raum","56","0.0175280597355507","0.0140523510320165","0.021003768439085"
"Untermieter","2004","5","Laendlicher Raum","","","",""
"Mieter","2004","1","Staedtischer Raum","","","",""
"Mieter","2004","1","Laendlicher Raum","","","",""
"Mieter","2004","2","Staedtischer Raum","","","",""
"Mieter","2004","2","Laendlicher Raum","","","",""
"Mieter","2004","3","Staedtischer Raum","","","",""
"Mieter","2004","3","Laendlicher Raum","","","",""
"Mieter","2004","4","Staedtischer Raum","","","",""
"Mieter","2004","4","Laendlicher Raum","","","",""
"Mieter","2004","5","Staedtischer Raum","","","",""
"Mieter","2004","5","Laendlicher Raum","","","",""
"Eigentuemer","2005","1","Staedtischer Raum","","","",""
"Eigentuemer","2005","1","Laendlicher Raum","","","",""
"Eigentuemer","2005","2","Staedtischer Raum","730","0.238038231327838","0.222537969293963","0.253538493361713"
"Eigentuemer","2005","2","Laendlicher Raum","903","0.44077397918144","0.418916608097661","0.462631350265218"
"Eigentuemer","2005","3","Staedtischer Raum","1959","0.368843993509859","0.355238343662581","0.382449643357137"
"Eigentuemer","2005","3","Laendlicher Raum","1808","0.581540101357988","0.56361062331969","0.599469579396286"
"Eigentuemer","2005","4","Staedtischer Raum","2515","0.489401007178333","0.475065417440328","0.503736596916338"
"Eigentuemer","2005","4","Laendlicher Raum","1678","0.665496346770714","0.646698258763235","0.684294434778193"
"Eigentuemer","2005","5","Staedtischer Raum","3567","0.559543023583041","0.546239083468404","0.572846963697678"
"Eigentuemer","2005","5","Laendlicher Raum","1277","0.709450208188571","0.687503548522315","0.731396867854828"
"Hauptmieter","2005","1","Staedtischer Raum","","","",""
"Hauptmieter","2005","1","Laendlicher Raum","","","",""
"Hauptmieter","2005","2","Staedtischer Raum","2063","0.716419691580964","0.700014893677524","0.732824489484404"
"Hauptmieter","2005","2","Laendlicher Raum","1024","0.531746494198012","0.509778565899576","0.553714422496448"
"Hauptmieter","2005","3","Staedtischer Raum","2778","0.60645695055133","0.592680869653214","0.620233031449445"
"Hauptmieter","2005","3","Laendlicher Raum","1054","0.402500147889607","0.384676244761781","0.420324051017433"
"Hauptmieter","2005","4","Staedtischer Raum","2101","0.495738983706015","0.481400692688389","0.510077274723641"
"Hauptmieter","2005","4","Laendlicher Raum","704","0.310389219095084","0.291956230968713","0.328822207221454"
"Hauptmieter","2005","5","Staedtischer Raum","1725","0.425132832724988","0.411884602458071","0.438381062991904"
"Hauptmieter","2005","5","Laendlicher Raum","334","0.262943342013436","0.241662994761218","0.284223689265654"
"Untermieter","2005","1","Staedtischer Raum","","","",""
"Untermieter","2005","1","Laendlicher Raum","","","",""
"Untermieter","2005","2","Staedtischer Raum","107","0.0455420770911974","0.0379539621141237","0.0531301920682712"
"Untermieter","2005","2","Laendlicher Raum","55","0.0274795266205482","0.020282547116837","0.0346765061242594"
"Untermieter","2005","3","Staedtischer Raum","94","0.0246990559388112","0.0203224336128478","0.0290756782647746"
"Untermieter","2005","3","Laendlicher Raum","46","0.0159597507524052","0.0114049396206404","0.02051456188417"
"Untermieter","2005","4","Staedtischer Raum","55","0.0148600091156523","0.0113902312687289","0.0183297869625756"
"Untermieter","2005","4","Laendlicher Raum","38","0.0241144341342027","0.0180025038344685","0.0302263644339369"
"Untermieter","2005","5","Staedtischer Raum","57","0.0153241436919714","0.0120322443690791","0.0186160430148637"
"Untermieter","2005","5","Laendlicher Raum","31","0.0271862470570676","0.0193250865276668","0.0350474075864684"
"Mieter","2005","1","Staedtischer Raum","","","",""
"Mieter","2005","1","Laendlicher Raum","","","",""
"Mieter","2005","2","Staedtischer Raum","","","",""
"Mieter","2005","2","Laendlicher Raum","","","",""
"Mieter","2005","3","Staedtischer Raum","","","",""
"Mieter","2005","3","Laendlicher Raum","","","",""
"Mieter","2005","4","Staedtischer Raum","","","",""
"Mieter","2005","4","Laendlicher Raum","","","",""
"Mieter","2005","5","Staedtischer Raum","","","",""
"Mieter","2005","5","Laendlicher Raum","","","",""
"Eigentuemer","2006","1","Staedtischer Raum","","","",""
"Eigentuemer","2006","1","Laendlicher Raum","","","",""
"Eigentuemer","2006","2","Staedtischer Raum","680","0.203591550492328","0.188946273521845","0.218236827462812"
"Eigentuemer","2006","2","Laendlicher Raum","956","0.417203774815663","0.396471320955142","0.437936228676183"
"Eigentuemer","2006","3","Staedtischer Raum","2234","0.381752399607979","0.368545463983062","0.394959335232895"
"Eigentuemer","2006","3","Laendlicher Raum","1989","0.575642724645697","0.558534353301522","0.592751095989872"
"Eigentuemer","2006","4","Staedtischer Raum","2722","0.477879258956769","0.464050375280489","0.491708142633049"
"Eigentuemer","2006","4","Laendlicher Raum","1810","0.637740324668075","0.619467632464486","0.656013016871664"
"Eigentuemer","2006","5","Staedtischer Raum","3875","0.575861962401165","0.563032056505085","0.588691868297244"
"Eigentuemer","2006","5","Laendlicher Raum","1410","0.701690720197309","0.680630862257745","0.722750578136874"
"Hauptmieter","2006","1","Staedtischer Raum","","","",""
"Hauptmieter","2006","1","Laendlicher Raum","","","",""
"Hauptmieter","2006","2","Staedtischer Raum","2153","0.764455349850994","0.74902191938853","0.779888780313458"
"Hauptmieter","2006","2","Laendlicher Raum","1149","0.551991578655671","0.531082854037651","0.57290030327369"
"Hauptmieter","2006","3","Staedtischer Raum","2871","0.595634723473133","0.582293155144667","0.608976291801598"
"Hauptmieter","2006","3","Laendlicher Raum","1161","0.399811476508922","0.382854914454926","0.416768038562917"
"Hauptmieter","2006","4","Staedtischer Raum","2224","0.505867278884465","0.492025794694635","0.519708763074295"
"Hauptmieter","2006","4","Laendlicher Raum","813","0.347310526251603","0.329210346823284","0.365410705679921"
"Hauptmieter","2006","5","Staedtischer Raum","1772","0.413698061276254","0.400912698035206","0.426483424517302"
"Hauptmieter","2006","5","Laendlicher Raum","377","0.279265011691043","0.258613813458465","0.299916209923621"
"Untermieter","2006","1","Staedtischer Raum","","","",""
"Untermieter","2006","1","Laendlicher Raum","","","",""
"Untermieter","2006","2","Staedtischer Raum","71","0.0319530996566777","0.0255564217770373","0.0383497775363182"
"Untermieter","2006","2","Laendlicher Raum","68","0.0308046465286665","0.0235397069876012","0.0380695860697317"
"Untermieter","2006","3","Staedtischer Raum","93","0.0226128769188888","0.0185713900752313","0.0266543637625464"
"Untermieter","2006","3","Laendlicher Raum","56","0.0245457988453819","0.0191895794327523","0.0299020182580115"
"Untermieter","2006","4","Staedtischer Raum","66","0.0162534621587657","0.0127527442963114","0.01975418002122"
"Untermieter","2006","4","Laendlicher Raum","35","0.014949149080322","0.0103358866095207","0.0195624115511233"
"Untermieter","2006","5","Staedtischer Raum","53","0.0104399763225815","0.00780132812384193","0.013078624521321"
"Untermieter","2006","5","Laendlicher Raum","","","",""
"Mieter","2006","1","Staedtischer Raum","","","",""
"Mieter","2006","1","Laendlicher Raum","","","",""
"Mieter","2006","2","Staedtischer Raum","","","",""
"Mieter","2006","2","Laendlicher Raum","","","",""
"Mieter","2006","3","Staedtischer Raum","","","",""
"Mieter","2006","3","Laendlicher Raum","","","",""
"Mieter","2006","4","Staedtischer Raum","","","",""
"Mieter","2006","4","Laendlicher Raum","","","",""
"Mieter","2006","5","Staedtischer Raum","","","",""
"Mieter","2006","5","Laendlicher Raum","","","",""
"Eigentuemer","2007","1","Staedtischer Raum","","","",""
"Eigentuemer","2007","1","Laendlicher Raum","","","",""
"Eigentuemer","2007","2","Staedtischer Raum","622","0.215830032871472","0.199812123695454","0.23184794204749"
"Eigentuemer","2007","2","Laendlicher Raum","743","0.390438021417031","0.368012831060393","0.412863211773669"
"Eigentuemer","2007","3","Staedtischer Raum","1918","0.373845252923491","0.359898506067297","0.387791999779685"
"Eigentuemer","2007","3","Laendlicher Raum","1888","0.585996140917746","0.568541620315005","0.603450661520488"
"Eigentuemer","2007","4","Staedtischer Raum","2481","0.494406823821296","0.48012839346845","0.508685254174142"
"Eigentuemer","2007","4","Laendlicher Raum","1679","0.630787769343023","0.611755994724609","0.649819543961436"
"Eigentuemer","2007","5","Staedtischer Raum","3846","0.597410452332323","0.584550883383351","0.610270021281295"
"Eigentuemer","2007","5","Laendlicher Raum","1425","0.707787202877146","0.686859073163063","0.72871533259123"
"Hauptmieter","2007","1","Staedtischer Raum","","","",""
"Hauptmieter","2007","1","Laendlicher Raum","","","",""
"Hauptmieter","2007","2","Staedtischer Raum","1837","0.751303499820277","0.734473375325272","0.768133624315282"
"Hauptmieter","2007","2","Laendlicher Raum","1029","0.583904100339258","0.561246253740667","0.606561946937848"
"Hauptmieter","2007","3","Staedtischer Raum","2605","0.596496425769717","0.582354330448214","0.61063852109122"
"Hauptmieter","2007","3","Laendlicher Raum","1127","0.395317276307466","0.377991407161095","0.412643145453838"
"Hauptmieter","2007","4","Staedtischer Raum","2162","0.489236894121783","0.474960879067228","0.503512909176337"
"Hauptmieter","2007","4","Laendlicher Raum","756","0.348115786810132","0.329329250959181","0.366902322661084"
"Hauptmieter","2007","5","Staedtischer Raum","1694","0.394140152437417","0.381326581395872","0.406953723478962"
"Hauptmieter","2007","5","Laendlicher Raum","360","0.260916149817643","0.240707989129807","0.281124310505479"
"Untermieter","2007","1","Staedtischer Raum","","","",""
"Untermieter","2007","1","Laendlicher Raum","","","",""
"Untermieter","2007","2","Staedtischer Raum","75","0.0328664673082513","0.025924788428241","0.0398081461882616"
"Untermieter","2007","2","Laendlicher Raum","46","0.0256578782437112","0.0183898390521085","0.0329259174353139"
"Untermieter","2007","3","Staedtischer Raum","100","0.0296583213067919","0.0247681759310679","0.0345484666825159"
"Untermieter","2007","3","Laendlicher Raum","44","0.0186865827747873","0.0138878433786947","0.02348532217088"
"Untermieter","2007","4","Staedtischer Raum","67","0.0163562820569212","0.0127338617117753","0.0199787024020672"
"Untermieter","2007","4","Laendlicher Raum","35","0.0210964438468451","0.0154291700534052","0.026763717640285"
"Untermieter","2007","5","Staedtischer Raum","47","0.00844939523025947","0.00604929703802227","0.0108494934224967"
"Untermieter","2007","5","Laendlicher Raum","","","",""
"Mieter","2007","1","Staedtischer Raum","","","",""
"Mieter","2007","1","Laendlicher Raum","","","",""
"Mieter","2007","2","Staedtischer Raum","","","",""
"Mieter","2007","2","Laendlicher Raum","","","",""
"Mieter","2007","3","Staedtischer Raum","","","",""
"Mieter","2007","3","Laendlicher Raum","","","",""
"Mieter","2007","4","Staedtischer Raum","","","",""
"Mieter","2007","4","Laendlicher Raum","","","",""
"Mieter","2007","5","Staedtischer Raum","","","",""
"Mieter","2007","5","Laendlicher Raum","","","",""
"Eigentuemer","2008","1","Staedtischer Raum","","","",""
"Eigentuemer","2008","1","Laendlicher Raum","","","",""
"Eigentuemer","2008","2","Staedtischer Raum","560","0.232127569688892","0.214694438639305","0.24956070073848"
"Eigentuemer","2008","2","Laendlicher Raum","678","0.418619439037085","0.394655354677535","0.442583523396635"
"Eigentuemer","2008","3","Staedtischer Raum","1707","0.373346712155576","0.358580676113151","0.388112748198001"
"Eigentuemer","2008","3","Laendlicher Raum","1576","0.550713240199589","0.531677335808614","0.569749144590563"
"Eigentuemer","2008","4","Staedtischer Raum","2373","0.508066631787944","0.493419079782879","0.52271418379301"
"Eigentuemer","2008","4","Laendlicher Raum","1702","0.656243239713666","0.637436085140572","0.675050394286761"
"Eigentuemer","2008","5","Staedtischer Raum","3731","0.599488459331674","0.58649602062908","0.612480898034268"
"Eigentuemer","2008","5","Laendlicher Raum","1460","0.735016454232606","0.714970984533266","0.755061923931946"
"Hauptmieter","2008","1","Staedtischer Raum","","","",""
"Hauptmieter","2008","1","Laendlicher Raum","","","",""
"Hauptmieter","2008","2","Staedtischer Raum","1613","0.726018308110945","0.707602022017917","0.744434594203974"
"Hauptmieter","2008","2","Laendlicher Raum","903","0.541433102731792","0.517228684780575","0.565637520683009"
"Hauptmieter","2008","3","Staedtischer Raum","2339","0.599727024994001","0.584769868362809","0.614684181625193"
"Hauptmieter","2008","3","Laendlicher Raum","997","0.422118684821171","0.403217650959556","0.441019718682785"
"Hauptmieter","2008","4","Staedtischer Raum","2045","0.478241146620608","0.463605566073511","0.492876727167705"
"Hauptmieter","2008","4","Laendlicher Raum","711","0.328027945656824","0.30943723134596","0.346618659967688"
"Hauptmieter","2008","5","Staedtischer Raum","1689","0.389858113187186","0.376926239488624","0.402789986885747"
"Hauptmieter","2008","5","Laendlicher Raum","371","0.244248743019881","0.224733953994619","0.263763532045143"
"Untermieter","2008","1","Staedtischer Raum","","","",""
"Untermieter","2008","1","Laendlicher Raum","","","",""
"Untermieter","2008","2","Staedtischer Raum","80","0.0418541222001622","0.0335851328633915","0.0501231115369329"
"Untermieter","2008","2","Laendlicher Raum","47","0.0399474582311224","0.0304345574460734","0.0494603590161713"
"Untermieter","2008","3","Staedtischer Raum","76","0.0269262628504232","0.0219848059311275","0.0318677197697189"
"Untermieter","2008","3","Laendlicher Raum","50","0.0271680749792408","0.0209465437359086","0.0333896062225729"
"Untermieter","2008","4","Staedtischer Raum","57","0.0136922215914474","0.0102873968683453","0.0170970463145494"
"Untermieter","2008","4","Laendlicher Raum","37","0.0157288146295096","0.0108019522487794","0.0206556770102398"
"Untermieter","2008","5","Staedtischer Raum","44","0.0106534274811399","0.00793128000868638","0.0133755749535933"
"Untermieter","2008","5","Laendlicher Raum","","","",""
"Mieter","2008","1","Staedtischer Raum","","","",""
"Mieter","2008","1","Laendlicher Raum","","","",""
"Mieter","2008","2","Staedtischer Raum","","","",""
"Mieter","2008","2","Laendlicher Raum","","","",""
"Mieter","2008","3","Staedtischer Raum","","","",""
"Mieter","2008","3","Laendlicher Raum","","","",""
"Mieter","2008","4","Staedtischer Raum","","","",""
"Mieter","2008","4","Laendlicher Raum","","","",""
"Mieter","2008","5","Staedtischer Raum","","","",""
"Mieter","2008","5","Laendlicher Raum","","","",""
"Eigentuemer","2009","1","Staedtischer Raum","","","",""
"Eigentuemer","2009","1","Laendlicher Raum","","","",""
"Eigentuemer","2009","2","Staedtischer Raum","510","0.230443300242869","0.212160262489277","0.24872633799646"
"Eigentuemer","2009","2","Laendlicher Raum","504","0.372718166992263","0.347416980296344","0.398019353688182"
"Eigentuemer","2009","3","Staedtischer Raum","1553","0.386825576160087","0.371206606031449","0.402444546288725"
"Eigentuemer","2009","3","Laendlicher Raum","1508","0.577545557842719","0.558030252595336","0.597060863090103"
"Eigentuemer","2009","4","Staedtischer Raum","2153","0.520910352834957","0.505456054403866","0.536364651266047"
"Eigentuemer","2009","4","Laendlicher Raum","1688","0.664015195154202","0.645319712344789","0.682710677963615"
"Eigentuemer","2009","5","Staedtischer Raum","3559","0.602167358869492","0.588930207229464","0.615404510509519"
"Eigentuemer","2009","5","Laendlicher Raum","1418","0.710306537756257","0.689724682274212","0.730888393238301"
"Hauptmieter","2009","1","Staedtischer Raum","","","",""
"Hauptmieter","2009","1","Laendlicher Raum","","","",""
"Hauptmieter","2009","2","Staedtischer Raum","1452","0.732865356279516","0.713655540313611","0.75207517224542"
"Hauptmieter","2009","2","Laendlicher Raum","852","0.591054546410556","0.565328933605008","0.616780159216105"
"Hauptmieter","2009","3","Staedtischer Raum","2110","0.593334229960015","0.577580938830182","0.609087521089848"
"Hauptmieter","2009","3","Laendlicher Raum","897","0.398559154985774","0.37921565140752","0.417902658564029"
"Hauptmieter","2009","4","Staedtischer Raum","1796","0.461525384701206","0.446103415880326","0.476947353522085"
"Hauptmieter","2009","4","Laendlicher Raum","713","0.308966152997102","0.290677026207668","0.327255279786536"
"Hauptmieter","2009","5","Staedtischer Raum","1634","0.3803995834327","0.367269677967845","0.393529488897555"
"Hauptmieter","2009","5","Laendlicher Raum","414","0.268457960311985","0.248350831560306","0.288565089063664"
"Untermieter","2009","1","Staedtischer Raum","","","",""
"Untermieter","2009","1","Laendlicher Raum","","","",""
"Untermieter","2009","2","Staedtischer Raum","76","0.0366913434776156","0.0285290813154127","0.0448536056398185"
"Untermieter","2009","2","Laendlicher Raum","47","0.0362272865971806","0.0264498620747732","0.0460047111195881"
"Untermieter","2009","3","Staedtischer Raum","72","0.0198401938798983","0.0153679632837104","0.0243124244760863"
"Untermieter","2009","3","Laendlicher Raum","56","0.0238952871715062","0.0178614079039354","0.0299291664390769"
"Untermieter","2009","4","Staedtischer Raum","65","0.0175642624638378","0.0135005175202822","0.0216280074073935"
"Untermieter","2009","4","Laendlicher Raum","51","0.0270186518486957","0.020601062065988","0.0334362416314035"
"Untermieter","2009","5","Staedtischer Raum","59","0.0174330576978085","0.0138934625559792","0.0209726528396379"
"Untermieter","2009","5","Laendlicher Raum","32","0.0209928424470614","0.0144882389547237","0.0274974459393991"
"Mieter","2009","1","Staedtischer Raum","","","",""
"Mieter","2009","1","Laendlicher Raum","","","",""
"Mieter","2009","2","Staedtischer Raum","","","",""
"Mieter","2009","2","Laendlicher Raum","","","",""
"Mieter","2009","3","Staedtischer Raum","","","",""
"Mieter","2009","3","Laendlicher Raum","","","",""
"Mieter","2009","4","Staedtischer Raum","","","",""
"Mieter","2009","4","Laendlicher Raum","","","",""
"Mieter","2009","5","Staedtischer Raum","","","",""
"Mieter","2009","5","Laendlicher Raum","","","",""
"Eigentuemer","2010","1","Staedtischer Raum","","","",""
"Eigentuemer","2010","1","Laendlicher Raum","","","",""
"Eigentuemer","2010","2","Staedtischer Raum","759","0.18845009831234","0.17681395490808","0.200086241716599"
"Eigentuemer","2010","2","Laendlicher Raum","943","0.370166933558269","0.352894469944785","0.387439397171753"
"Eigentuemer","2010","3","Staedtischer Raum","2537","0.396371163919493","0.384914925507709","0.407827402331278"
"Eigentuemer","2010","3","Laendlicher Raum","2414","0.553817927858599","0.539251949365952","0.568383906351245"
"Eigentuemer","2010","4","Staedtischer Raum","3020","0.537749787246037","0.524909861922466","0.550589712569608"
"Eigentuemer","2010","4","Laendlicher Raum","2233","0.661243899616785","0.645137452281523","0.677350346952046"
"Eigentuemer","2010","5","Staedtischer Raum","4663","0.605393932001786","0.594097945542841","0.616689918460732"
"Eigentuemer","2010","5","Laendlicher Raum","1831","0.735652154031672","0.717818894661961","0.753485413401382"
"Hauptmieter","2010","1","Staedtischer Raum","","","",""
"Hauptmieter","2010","1","Laendlicher Raum","","","",""
"Hauptmieter","2010","2","Staedtischer Raum","3479","0.777898755165941","0.76553101648126","0.790266493850622"
"Hauptmieter","2010","2","Laendlicher Raum","1964","0.587974806138264","0.57036786176835","0.605581750508179"
"Hauptmieter","2010","3","Staedtischer Raum","4379","0.582500537932964","0.570950533435138","0.594050542430789"
"Hauptmieter","2010","3","Laendlicher Raum","1981","0.428479952928908","0.413979515979101","0.442980389878715"
"Hauptmieter","2010","4","Staedtischer Raum","2715","0.453941059820087","0.441119132553464","0.466762987086711"
"Hauptmieter","2010","4","Laendlicher Raum","1038","0.320918596001224","0.30503189521691","0.336805296785537"
"Hauptmieter","2010","5","Staedtischer Raum","2465","0.378569352969846","0.367359696284193","0.389779009655499"
"Hauptmieter","2010","5","Laendlicher Raum","485","0.248976026198813","0.231489149474568","0.266462902923057"
"Untermieter","2010","1","Staedtischer Raum","","","",""
"Untermieter","2010","1","Laendlicher Raum","","","",""
"Untermieter","2010","2","Staedtischer Raum","101","0.0336511465217191","0.0282855233778617","0.0390167696655766"
"Untermieter","2010","2","Laendlicher Raum","95","0.0418582603034669","0.0346943817603783","0.0490221388465555"
"Untermieter","2010","3","Staedtischer Raum","87","0.021128298147543","0.0177600725422746","0.0244965237528113"
"Untermieter","2010","3","Laendlicher Raum","77","0.017037177679941","0.0132451851459736","0.0208291702139085"
"Untermieter","2010","4","Staedtischer Raum","57","0.00830915293387572","0.00597139067482351","0.0106469151929279"
"Untermieter","2010","4","Laendlicher Raum","46","0.0178375043819919","0.0133331342002736","0.0223418745637102"
"Untermieter","2010","5","Staedtischer Raum","64","0.0160367150283678","0.0131335588187995","0.018939871237936"
"Untermieter","2010","5","Laendlicher Raum","","","",""
"Mieter","2010","1","Staedtischer Raum","","","",""
"Mieter","2010","1","Laendlicher Raum","","","",""
"Mieter","2010","2","Staedtischer Raum","","","",""
"Mieter","2010","2","Laendlicher Raum","","","",""
"Mieter","2010","3","Staedtischer Raum","","","",""
"Mieter","2010","3","Laendlicher Raum","","","",""
"Mieter","2010","4","Staedtischer Raum","","","",""
"Mieter","2010","4","Laendlicher Raum","","","",""
"Mieter","2010","5","Staedtischer Raum","","","",""
"Mieter","2010","5","Laendlicher Raum","","","",""
"Eigentuemer","2011","1","Staedtischer Raum","","","",""
"Eigentuemer","2011","1","Laendlicher Raum","","","",""
"Eigentuemer","2011","2","Staedtischer Raum","871","0.217319704148046","0.205304460857856","0.229334947438236"
"Eigentuemer","2011","2","Laendlicher Raum","989","0.351795650616275","0.335314617394102","0.368276683838449"
"Eigentuemer","2011","3","Staedtischer Raum","2875","0.398099242746584","0.387163570932147","0.409034914561021"
"Eigentuemer","2011","3","Laendlicher Raum","2734","0.536285257736874","0.522695859287023","0.549874656186725"
"Eigentuemer","2011","4","Staedtischer Raum","3758","0.525744204930052","0.514203912285858","0.537284497574245"
"Eigentuemer","2011","4","Laendlicher Raum","2892","0.655812080171337","0.641536761013545","0.670087399329129"
"Eigentuemer","2011","5","Staedtischer Raum","5717","0.612601767568435","0.602403179019141","0.62280035611773"
"Eigentuemer","2011","5","Laendlicher Raum","2449","0.727102734649422","0.711591263642177","0.742614205656667"
"Hauptmieter","2011","1","Staedtischer Raum","","","",""
"Hauptmieter","2011","1","Laendlicher Raum","","","",""
"Hauptmieter","2011","2","Staedtischer Raum","3553","0.735652564240763","0.722805179096929","0.748499949384597"
"Hauptmieter","2011","2","Laendlicher Raum","2165","0.611808358565129","0.594988822032657","0.628627895097601"
"Hauptmieter","2011","3","Staedtischer Raum","4764","0.590263800618523","0.579277218908477","0.601250382328568"
"Hauptmieter","2011","3","Laendlicher Raum","2357","0.447090926994092","0.433542101835857","0.460639752152327"
"Hauptmieter","2011","4","Staedtischer Raum","3361","0.462490575790378","0.450967518078444","0.474013633502313"
"Hauptmieter","2011","4","Laendlicher Raum","1315","0.330124395279695","0.315994654346265","0.344254136213125"
"Hauptmieter","2011","5","Staedtischer Raum","2962","0.37501669374924","0.364881509698301","0.385151877800179"
"Hauptmieter","2011","5","Laendlicher Raum","686","0.253905488613319","0.238749353381954","0.269061623844684"
"Untermieter","2011","1","Staedtischer Raum","","","",""
"Untermieter","2011","1","Laendlicher Raum","","","",""
"Untermieter","2011","2","Staedtischer Raum","102","0.0470277316111915","0.0408602485823268","0.0531952146400563"
"Untermieter","2011","2","Laendlicher Raum","71","0.0363959908185957","0.0299326165629717","0.0428593650742197"
"Untermieter","2011","3","Staedtischer Raum","58","0.0116369566348934","0.00924107529706148","0.0140328379727253"
"Untermieter","2011","3","Laendlicher Raum","80","0.0160873184330673","0.0126588752227744","0.0195157616433602"
"Untermieter","2011","4","Staedtischer Raum","73","0.0117652192795701","0.00927318890214784","0.0142572496569923"
"Untermieter","2011","4","Laendlicher Raum","48","0.0140635245489679","0.0105254265037417","0.0176016225941942"
"Untermieter","2011","5","Staedtischer Raum","86","0.0123815386823248","0.010066522453034","0.0146965549116157"
"Untermieter","2011","5","Laendlicher Raum","","","",""
"Mieter","2011","1","Staedtischer Raum","","","",""
"Mieter","2011","1","Laendlicher Raum","","","",""
"Mieter","2011","2","Staedtischer Raum","","","",""
"Mieter","2011","2","Laendlicher Raum","","","",""
"Mieter","2011","3","Staedtischer Raum","","","",""
"Mieter","2011","3","Laendlicher Raum","","","",""
"Mieter","2011","4","Staedtischer Raum","","","",""
"Mieter","2011","4","Laendlicher Raum","","","",""
"Mieter","2011","5","Staedtischer Raum","","","",""
"Mieter","2011","5","Laendlicher Raum","","","",""
"Eigentuemer","2012","1","Staedtischer Raum","","","",""
"Eigentuemer","2012","1","Laendlicher Raum","","","",""
"Eigentuemer","2012","2","Staedtischer Raum","690","0.194449435656758","0.18173975322923","0.207159118084286"
"Eigentuemer","2012","2","Laendlicher Raum","769","0.312489584962979","0.294802017479139","0.330177152446819"
"Eigentuemer","2012","3","Staedtischer Raum","2564","0.410084352350216","0.398666200809437","0.421502503890994"
"Eigentuemer","2012","3","Laendlicher Raum","2548","0.520517139996526","0.506544863059979","0.534489416933073"
"Eigentuemer","2012","4","Staedtischer Raum","3721","0.514346336485972","0.502737217720362","0.525955455251581"
