"hgowner","year","hhtyp","quintil","n","percent","lower_confidence","upper_confidence"
"Hauptmieter","1984","Paar mit Kind(ern)","1","3671","0.500499965983139","0.487814586285776","0.513185345680502"
"Hauptmieter","1984","Paar mit Kind(ern)","2","2588","0.386677195832376","0.372268203239225","0.401086188425527"
"Hauptmieter","1984","Paar mit Kind(ern)","3","","","",""
"Hauptmieter","1984","Paar mit Kind(ern)","4","","","",""
"Hauptmieter","1984","Paar mit Kind(ern)","5","","","",""
"Hauptmieter","1984","Sonstige","1","223","0.50857867056269","0.459215158317294","0.557942182808087"
"Hauptmieter","1984","Sonstige","2","293","0.182441969217808","0.151743411531139","0.213140526904476"
"Hauptmieter","1984","Sonstige","3","","","",""
"Hauptmieter","1984","Sonstige","4","","","",""
"Hauptmieter","1984","Sonstige","5","","","",""
"Untermieter","1984","1-Pers.-HH","1","55","0.0284244438441957","0.0193488628400146","0.0375000248483767"
"Untermieter","1984","1-Pers.-HH","2","","","",""
"Untermieter","1984","1-Pers.-HH","3","","","",""
"Untermieter","1984","1-Pers.-HH","4","","","",""
"Untermieter","1984","1-Pers.-HH","5","","","",""
"Untermieter","1984","(Ehe-)Paar ohne Kind(er)","1","","","",""
"Untermieter","1984","(Ehe-)Paar ohne Kind(er)","2","","","",""
"Untermieter","1984","(Ehe-)Paar ohne Kind(er)","3","","","",""
"Untermieter","1984","(Ehe-)Paar ohne Kind(er)","4","","","",""
"Untermieter","1984","(Ehe-)Paar ohne Kind(er)","5","","","",""
"Untermieter","1984","Alleinerziehende","1","","","",""
"Untermieter","1984","Alleinerziehende","2","","","",""
"Untermieter","1984","Alleinerziehende","3","","","",""
"Untermieter","1984","Alleinerziehende","4","","","",""
"Untermieter","1984","Alleinerziehende","5","","","",""
"Untermieter","1984","Paar mit Kind(ern)","1","53","0.00837160650493342","0.00606000715356768","0.0106832058562992"
"Untermieter","1984","Paar mit Kind(ern)","2","","","",""
"Untermieter","1984","Paar mit Kind(ern)","3","","","",""
"Untermieter","1984","Paar mit Kind(ern)","4","","","",""
"Untermieter","1984","Paar mit Kind(ern)","5","","","",""
"Untermieter","1984","Sonstige","1","","","",""
"Untermieter","1984","Sonstige","2","","","",""
"Untermieter","1984","Sonstige","3","","","",""
"Untermieter","1984","Sonstige","4","","","",""
"Untermieter","1984","Sonstige","5","","","",""
"Mieter","1984","1-Pers.-HH","1","","","",""
"Mieter","1984","1-Pers.-HH","2","","","",""
"Mieter","1984","1-Pers.-HH","3","","","",""
"Mieter","1984","1-Pers.-HH","4","","","",""
"Mieter","1984","1-Pers.-HH","5","","","",""
"Mieter","1984","(Ehe-)Paar ohne Kind(er)","1","","","",""
"Mieter","1984","(Ehe-)Paar ohne Kind(er)","2","","","",""
"Mieter","1984","(Ehe-)Paar ohne Kind(er)","3","","","",""
"Mieter","1984","(Ehe-)Paar ohne Kind(er)","4","","","",""
"Mieter","1984","(Ehe-)Paar ohne Kind(er)","5","","","",""
"Mieter","1984","Alleinerziehende","1","","","",""
"Mieter","1984","Alleinerziehende","2","","","",""
"Mieter","1984","Alleinerziehende","3","","","",""
"Mieter","1984","Alleinerziehende","4","","","",""
"Mieter","1984","Alleinerziehende","5","","","",""
"Mieter","1984","Paar mit Kind(ern)","1","","","",""
"Mieter","1984","Paar mit Kind(ern)","2","","","",""
"Mieter","1984","Paar mit Kind(ern)","3","","","",""
"Mieter","1984","Paar mit Kind(ern)","4","","","",""
"Mieter","1984","Paar mit Kind(ern)","5","","","",""
"Mieter","1984","Sonstige","1","","","",""
"Mieter","1984","Sonstige","2","","","",""
"Mieter","1984","Sonstige","3","","","",""
"Mieter","1984","Sonstige","4","","","",""
"Mieter","1984","Sonstige","5","","","",""
"Eigentuemer","1985","1-Pers.-HH","1","217","0.219239853411974","0.195223103523546","0.243256603300402"
"Eigentuemer","1985","1-Pers.-HH","2","","","",""
"Eigentuemer","1985","1-Pers.-HH","3","","","",""
"Eigentuemer","1985","1-Pers.-HH","4","","","",""
"Eigentuemer","1985","1-Pers.-HH","5","","","",""
"Eigentuemer","1985","(Ehe-)Paar ohne Kind(er)","1","920","0.432208804793529","0.412592997759162","0.451824611827897"
"Eigentuemer","1985","(Ehe-)Paar ohne Kind(er)","2","","","",""
"Eigentuemer","1985","(Ehe-)Paar ohne Kind(er)","3","","","",""
"Eigentuemer","1985","(Ehe-)Paar ohne Kind(er)","4","","","",""
"Eigentuemer","1985","(Ehe-)Paar ohne Kind(er)","5","","","",""
"Eigentuemer","1985","Alleinerziehende","1","177","0.328788227591108","0.292948554859588","0.364627900322629"
"Eigentuemer","1985","Alleinerziehende","2","35","0.57270865126038","0.469352655213924","0.676064647306835"
"Eigentuemer","1985","Alleinerziehende","3","","","",""
"Eigentuemer","1985","Alleinerziehende","4","","","",""
"Eigentuemer","1985","Alleinerziehende","5","","","",""
"Eigentuemer","1985","Paar mit Kind(ern)","1","2123","0.511283321670972","0.497893700161218","0.524672943180726"
"Eigentuemer","1985","Paar mit Kind(ern)","2","1708","0.630782466512556","0.615798910592603","0.645766022432509"
"Eigentuemer","1985","Paar mit Kind(ern)","3","","","",""
"Eigentuemer","1985","Paar mit Kind(ern)","4","","","",""
"Eigentuemer","1985","Paar mit Kind(ern)","5","","","",""
"Eigentuemer","1985","Sonstige","1","156","0.49268567056569","0.440458044065807","0.544913297065574"
"Eigentuemer","1985","Sonstige","2","316","0.827746112285994","0.796720165095603","0.858772059476385"
"Eigentuemer","1985","Sonstige","3","","","",""
"Eigentuemer","1985","Sonstige","4","","","",""
"Eigentuemer","1985","Sonstige","5","","","",""
"Hauptmieter","1985","1-Pers.-HH","1","873","0.75057895918998","0.725462385062914","0.775695533317045"
"Hauptmieter","1985","1-Pers.-HH","2","","","",""
"Hauptmieter","1985","1-Pers.-HH","3","","","",""
"Hauptmieter","1985","1-Pers.-HH","4","","","",""
"Hauptmieter","1985","1-Pers.-HH","5","","","",""
"Hauptmieter","1985","(Ehe-)Paar ohne Kind(er)","1","1498","0.556967342708426","0.537297640503287","0.576637044913566"
"Hauptmieter","1985","(Ehe-)Paar ohne Kind(er)","2","","","",""
"Hauptmieter","1985","(Ehe-)Paar ohne Kind(er)","3","","","",""
"Hauptmieter","1985","(Ehe-)Paar ohne Kind(er)","4","","","",""
"Hauptmieter","1985","(Ehe-)Paar ohne Kind(er)","5","","","",""
"Hauptmieter","1985","Alleinerziehende","1","478","0.662337300184869","0.626258069023072","0.698416531346667"
"Hauptmieter","1985","Alleinerziehende","2","48","0.413735509385862","0.31083561043949","0.516635408332234"
"Hauptmieter","1985","Alleinerziehende","3","","","",""
"Hauptmieter","1985","Alleinerziehende","4","","","",""
"Hauptmieter","1985","Alleinerziehende","5","","","",""
"Hauptmieter","1985","Paar mit Kind(ern)","1","3175","0.47825769865165","0.464877334989403","0.491638062313898"
"Hauptmieter","1985","Paar mit Kind(ern)","2","2250","0.363846485112439","0.348909120375563","0.378783849849316"
"Hauptmieter","1985","Paar mit Kind(ern)","3","","","",""
"Hauptmieter","1985","Paar mit Kind(ern)","4","","","",""
"Hauptmieter","1985","Paar mit Kind(ern)","5","","","",""
"Hauptmieter","1985","Sonstige","1","193","0.506204568693534","0.453975374766487","0.558433762620581"
"Hauptmieter","1985","Sonstige","2","245","0.144326674501672","0.115451856395444","0.1732014926079"
"Hauptmieter","1985","Sonstige","3","","","",""
"Hauptmieter","1985","Sonstige","4","","","",""
"Hauptmieter","1985","Sonstige","5","","","",""
"Untermieter","1985","1-Pers.-HH","1","50","0.0301811873980463","0.0202498181675164","0.0401125566285762"
"Untermieter","1985","1-Pers.-HH","2","","","",""
"Untermieter","1985","1-Pers.-HH","3","","","",""
"Untermieter","1985","1-Pers.-HH","4","","","",""
"Untermieter","1985","1-Pers.-HH","5","","","",""
"Untermieter","1985","(Ehe-)Paar ohne Kind(er)","1","32","0.0108238524980446","0.00672659933471119","0.0149211056613779"
"Untermieter","1985","(Ehe-)Paar ohne Kind(er)","2","","","",""
"Untermieter","1985","(Ehe-)Paar ohne Kind(er)","3","","","",""
"Untermieter","1985","(Ehe-)Paar ohne Kind(er)","4","","","",""
"Untermieter","1985","(Ehe-)Paar ohne Kind(er)","5","","","",""
"Untermieter","1985","Alleinerziehende","1","","","",""
"Untermieter","1985","Alleinerziehende","2","","","",""
"Untermieter","1985","Alleinerziehende","3","","","",""
"Untermieter","1985","Alleinerziehende","4","","","",""
"Untermieter","1985","Alleinerziehende","5","","","",""
"Untermieter","1985","Paar mit Kind(ern)","1","56","0.0104589796773773","0.00773395482001542","0.0131840045347392"
"Untermieter","1985","Paar mit Kind(ern)","2","","","",""
"Untermieter","1985","Paar mit Kind(ern)","3","","","",""
"Untermieter","1985","Paar mit Kind(ern)","4","","","",""
"Untermieter","1985","Paar mit Kind(ern)","5","","","",""
"Untermieter","1985","Sonstige","1","","","",""
"Untermieter","1985","Sonstige","2","","","",""
"Untermieter","1985","Sonstige","3","","","",""
"Untermieter","1985","Sonstige","4","","","",""
"Untermieter","1985","Sonstige","5","","","",""
"Mieter","1985","1-Pers.-HH","1","","","",""
"Mieter","1985","1-Pers.-HH","2","","","",""
"Mieter","1985","1-Pers.-HH","3","","","",""
"Mieter","1985","1-Pers.-HH","4","","","",""
"Mieter","1985","1-Pers.-HH","5","","","",""
"Mieter","1985","(Ehe-)Paar ohne Kind(er)","1","","","",""
"Mieter","1985","(Ehe-)Paar ohne Kind(er)","2","","","",""
"Mieter","1985","(Ehe-)Paar ohne Kind(er)","3","","","",""
"Mieter","1985","(Ehe-)Paar ohne Kind(er)","4","","","",""
"Mieter","1985","(Ehe-)Paar ohne Kind(er)","5","","","",""
"Mieter","1985","Alleinerziehende","1","","","",""
"Mieter","1985","Alleinerziehende","2","","","",""
"Mieter","1985","Alleinerziehende","3","","","",""
"Mieter","1985","Alleinerziehende","4","","","",""
"Mieter","1985","Alleinerziehende","5","","","",""
"Mieter","1985","Paar mit Kind(ern)","1","","","",""
"Mieter","1985","Paar mit Kind(ern)","2","","","",""
"Mieter","1985","Paar mit Kind(ern)","3","","","",""
"Mieter","1985","Paar mit Kind(ern)","4","","","",""
"Mieter","1985","Paar mit Kind(ern)","5","","","",""
"Mieter","1985","Sonstige","1","","","",""
"Mieter","1985","Sonstige","2","","","",""
"Mieter","1985","Sonstige","3","","","",""
"Mieter","1985","Sonstige","4","","","",""
"Mieter","1985","Sonstige","5","","","",""
"Eigentuemer","1986","1-Pers.-HH","1","222","0.226370251951593","0.201388955780955","0.251351548122231"
"Eigentuemer","1986","1-Pers.-HH","2","","","",""
"Eigentuemer","1986","1-Pers.-HH","3","","","",""
"Eigentuemer","1986","1-Pers.-HH","4","","","",""
"Eigentuemer","1986","1-Pers.-HH","5","","","",""
"Eigentuemer","1986","(Ehe-)Paar ohne Kind(er)","1","910","0.426154943618987","0.406411602124064","0.44589828511391"
"Eigentuemer","1986","(Ehe-)Paar ohne Kind(er)","2","","","",""
"Eigentuemer","1986","(Ehe-)Paar ohne Kind(er)","3","","","",""
"Eigentuemer","1986","(Ehe-)Paar ohne Kind(er)","4","","","",""
"Eigentuemer","1986","(Ehe-)Paar ohne Kind(er)","5","","","",""
"Eigentuemer","1986","Alleinerziehende","1","183","0.328405580997575","0.291964054955691","0.36484710703946"
"Eigentuemer","1986","Alleinerziehende","2","36","0.620051817071976","0.506347946357261","0.733755687786692"
"Eigentuemer","1986","Alleinerziehende","3","","","",""
"Eigentuemer","1986","Alleinerziehende","4","","","",""
"Eigentuemer","1986","Alleinerziehende","5","","","",""
"Eigentuemer","1986","Paar mit Kind(ern)","1","1990","0.502960383080743","0.488917832320452","0.517002933841034"
"Eigentuemer","1986","Paar mit Kind(ern)","2","1714","0.628408869772908","0.613285515739095","0.643532223806721"
"Eigentuemer","1986","Paar mit Kind(ern)","3","","","",""
"Eigentuemer","1986","Paar mit Kind(ern)","4","","","",""
"Eigentuemer","1986","Paar mit Kind(ern)","5","","","",""
"Eigentuemer","1986","Sonstige","1","175","0.516912130568948","0.467060901884896","0.566763359253001"
"Eigentuemer","1986","Sonstige","2","271","0.782417066472359","0.746537448832661","0.818296684112058"
"Eigentuemer","1986","Sonstige","3","","","",""
"Eigentuemer","1986","Sonstige","4","","","",""
"Eigentuemer","1986","Sonstige","5","","","",""
"Hauptmieter","1986","1-Pers.-HH","1","804","0.7343249628352","0.707958113862938","0.760691811807461"
"Hauptmieter","1986","1-Pers.-HH","2","","","",""
"Hauptmieter","1986","1-Pers.-HH","3","","","",""
"Hauptmieter","1986","1-Pers.-HH","4","","","",""
"Hauptmieter","1986","1-Pers.-HH","5","","","",""
"Hauptmieter","1986","(Ehe-)Paar ohne Kind(er)","1","1456","0.558510634343881","0.538685532975559","0.578335735712204"
"Hauptmieter","1986","(Ehe-)Paar ohne Kind(er)","2","","","",""
"Hauptmieter","1986","(Ehe-)Paar ohne Kind(er)","3","","","",""
"Hauptmieter","1986","(Ehe-)Paar ohne Kind(er)","4","","","",""
"Hauptmieter","1986","(Ehe-)Paar ohne Kind(er)","5","","","",""
"Hauptmieter","1986","Alleinerziehende","1","435","0.643146140798136","0.605972270052096","0.680320011544175"
"Hauptmieter","1986","Alleinerziehende","2","34","0.379948182928024","0.266244312213308","0.493652053642739"
"Hauptmieter","1986","Alleinerziehende","3","","","",""
"Hauptmieter","1986","Alleinerziehende","4","","","",""
"Hauptmieter","1986","Alleinerziehende","5","","","",""
"Hauptmieter","1986","Paar mit Kind(ern)","1","2804","0.485278866736368","0.471242157633658","0.499315575839077"
"Hauptmieter","1986","Paar mit Kind(ern)","2","2181","0.368292138084264","0.353196597803391","0.383387678365136"
"Hauptmieter","1986","Paar mit Kind(ern)","3","","","",""
"Hauptmieter","1986","Paar mit Kind(ern)","4","","","",""
"Hauptmieter","1986","Paar mit Kind(ern)","5","","","",""
"Hauptmieter","1986","Sonstige","1","200","0.467483963792338","0.417709780481928","0.517258147102748"
"Hauptmieter","1986","Sonstige","2","233","0.199037799785758","0.164316975539062","0.233758624032455"
"Hauptmieter","1986","Sonstige","3","","","",""
"Hauptmieter","1986","Sonstige","4","","","",""
"Hauptmieter","1986","Sonstige","5","","","",""
"Untermieter","1986","1-Pers.-HH","1","51","0.0378980007436998","0.026499245745765","0.0492967557416347"
"Untermieter","1986","1-Pers.-HH","2","","","",""
"Untermieter","1986","1-Pers.-HH","3","","","",""
"Untermieter","1986","1-Pers.-HH","4","","","",""
"Untermieter","1986","1-Pers.-HH","5","","","",""
"Untermieter","1986","(Ehe-)Paar ohne Kind(er)","1","44","0.0153344220371318","0.0104285337601779","0.0202403103140856"
"Untermieter","1986","(Ehe-)Paar ohne Kind(er)","2","","","",""
"Untermieter","1986","(Ehe-)Paar ohne Kind(er)","3","","","",""
"Untermieter","1986","(Ehe-)Paar ohne Kind(er)","4","","","",""
"Untermieter","1986","(Ehe-)Paar ohne Kind(er)","5","","","",""
"Untermieter","1986","Alleinerziehende","1","","","",""
"Untermieter","1986","Alleinerziehende","2","","","",""
"Untermieter","1986","Alleinerziehende","3","","","",""
"Untermieter","1986","Alleinerziehende","4","","","",""
"Untermieter","1986","Alleinerziehende","5","","","",""
"Untermieter","1986","Paar mit Kind(ern)","1","76","0.0117607501828893","0.00873291541018372","0.0147885849555948"
"Untermieter","1986","Paar mit Kind(ern)","2","","","",""
"Untermieter","1986","Paar mit Kind(ern)","3","","","",""
"Untermieter","1986","Paar mit Kind(ern)","4","","","",""
"Untermieter","1986","Paar mit Kind(ern)","5","","","",""
"Untermieter","1986","Sonstige","1","","","",""
"Untermieter","1986","Sonstige","2","","","",""
"Untermieter","1986","Sonstige","3","","","",""
"Untermieter","1986","Sonstige","4","","","",""
"Untermieter","1986","Sonstige","5","","","",""
"Mieter","1986","1-Pers.-HH","1","","","",""
"Mieter","1986","1-Pers.-HH","2","","","",""
"Mieter","1986","1-Pers.-HH","3","","","",""
"Mieter","1986","1-Pers.-HH","4","","","",""
"Mieter","1986","1-Pers.-HH","5","","","",""
"Mieter","1986","(Ehe-)Paar ohne Kind(er)","1","","","",""
"Mieter","1986","(Ehe-)Paar ohne Kind(er)","2","","","",""
"Mieter","1986","(Ehe-)Paar ohne Kind(er)","3","","","",""
"Mieter","1986","(Ehe-)Paar ohne Kind(er)","4","","","",""
"Mieter","1986","(Ehe-)Paar ohne Kind(er)","5","","","",""
"Mieter","1986","Alleinerziehende","1","","","",""
"Mieter","1986","Alleinerziehende","2","","","",""
"Mieter","1986","Alleinerziehende","3","","","",""
"Mieter","1986","Alleinerziehende","4","","","",""
"Mieter","1986","Alleinerziehende","5","","","",""
"Mieter","1986","Paar mit Kind(ern)","1","","","",""
"Mieter","1986","Paar mit Kind(ern)","2","","","",""
"Mieter","1986","Paar mit Kind(ern)","3","","","",""
"Mieter","1986","Paar mit Kind(ern)","4","","","",""
"Mieter","1986","Paar mit Kind(ern)","5","","","",""
"Mieter","1986","Sonstige","1","","","",""
"Mieter","1986","Sonstige","2","","","",""
"Mieter","1986","Sonstige","3","","","",""
"Mieter","1986","Sonstige","4","","","",""
"Mieter","1986","Sonstige","5","","","",""
"Eigentuemer","1987","1-Pers.-HH","1","225","0.223145798522156","0.198279888609153","0.248011708435159"
"Eigentuemer","1987","1-Pers.-HH","2","","","",""
"Eigentuemer","1987","1-Pers.-HH","3","","","",""
"Eigentuemer","1987","1-Pers.-HH","4","","","",""
"Eigentuemer","1987","1-Pers.-HH","5","","","",""
"Eigentuemer","1987","(Ehe-)Paar ohne Kind(er)","1","946","0.438464040617304","0.418545810630192","0.458382270604415"
"Eigentuemer","1987","(Ehe-)Paar ohne Kind(er)","2","","","",""
"Eigentuemer","1987","(Ehe-)Paar ohne Kind(er)","3","","","",""
"Eigentuemer","1987","(Ehe-)Paar ohne Kind(er)","4","","","",""
"Eigentuemer","1987","(Ehe-)Paar ohne Kind(er)","5","","","",""
"Eigentuemer","1987","Alleinerziehende","1","183","0.338943472247193","0.301502523805345","0.376384420689041"
"Eigentuemer","1987","Alleinerziehende","2","46","0.636606066118508","0.537784526035958","0.735427606201058"
"Eigentuemer","1987","Alleinerziehende","3","","","",""
"Eigentuemer","1987","Alleinerziehende","4","","","",""
"Eigentuemer","1987","Alleinerziehende","5","","","",""
"Eigentuemer","1987","Paar mit Kind(ern)","1","1958","0.489767082167598","0.475732988795541","0.503801175539655"
"Eigentuemer","1987","Paar mit Kind(ern)","2","1641","0.632525554150151","0.616891346904293","0.648159761396009"
"Eigentuemer","1987","Paar mit Kind(ern)","3","","","",""
"Eigentuemer","1987","Paar mit Kind(ern)","4","","","",""
"Eigentuemer","1987","Paar mit Kind(ern)","5","","","",""
"Eigentuemer","1987","Sonstige","1","152","0.473509900220157","0.421126339728933","0.52589346071138"
"Eigentuemer","1987","Sonstige","2","268","0.739775636158024","0.704491551262517","0.775059721053532"
"Eigentuemer","1987","Sonstige","3","","","",""
"Eigentuemer","1987","Sonstige","4","","","",""
"Eigentuemer","1987","Sonstige","5","","","",""
"Hauptmieter","1987","1-Pers.-HH","1","780","0.724272860604923","0.697583934272833","0.750961786937013"
"Hauptmieter","1987","1-Pers.-HH","2","","","",""
"Hauptmieter","1987","1-Pers.-HH","3","","","",""
"Hauptmieter","1987","1-Pers.-HH","4","","","",""
"Hauptmieter","1987","1-Pers.-HH","5","","","",""
"Hauptmieter","1987","(Ehe-)Paar ohne Kind(er)","1","1396","0.544678275461876","0.524687751451641","0.564668799472111"
"Hauptmieter","1987","(Ehe-)Paar ohne Kind(er)","2","","","",""
"Hauptmieter","1987","(Ehe-)Paar ohne Kind(er)","3","","","",""
"Hauptmieter","1987","(Ehe-)Paar ohne Kind(er)","4","","","",""
"Hauptmieter","1987","(Ehe-)Paar ohne Kind(er)","5","","","",""
"Hauptmieter","1987","Alleinerziehende","1","418","0.630914050642814","0.592744876671946","0.669083224613682"
"Hauptmieter","1987","Alleinerziehende","2","45","0.363393933881492","0.264572393798942","0.462215473964042"
"Hauptmieter","1987","Alleinerziehende","3","","","",""
"Hauptmieter","1987","Alleinerziehende","4","","","",""
"Hauptmieter","1987","Alleinerziehende","5","","","",""
"Hauptmieter","1987","Paar mit Kind(ern)","1","2843","0.493871964479057","0.479835985390331","0.507907943567783"
"Hauptmieter","1987","Paar mit Kind(ern)","2","1967","0.35743070615816","0.34188969870838","0.372971713607939"
"Hauptmieter","1987","Paar mit Kind(ern)","3","","","",""
"Hauptmieter","1987","Paar mit Kind(ern)","4","","","",""
"Hauptmieter","1987","Paar mit Kind(ern)","5","","","",""
"Hauptmieter","1987","Sonstige","1","191","0.510566537420401","0.458121019238115","0.563012055602688"
"Hauptmieter","1987","Sonstige","2","318","0.255048259506098","0.219994861804859","0.290101657207337"
"Hauptmieter","1987","Sonstige","3","","","",""
"Hauptmieter","1987","Sonstige","4","","","",""
"Hauptmieter","1987","Sonstige","5","","","",""
"Untermieter","1987","1-Pers.-HH","1","71","0.0512956042341416","0.0381207514601304","0.0644704570081529"
"Untermieter","1987","1-Pers.-HH","2","","","",""
"Untermieter","1987","1-Pers.-HH","3","","","",""
"Untermieter","1987","1-Pers.-HH","4","","","",""
"Untermieter","1987","1-Pers.-HH","5","","","",""
"Untermieter","1987","(Ehe-)Paar ohne Kind(er)","1","40","0.0161602444418387","0.011098722635692","0.0212217662479854"
"Untermieter","1987","(Ehe-)Paar ohne Kind(er)","2","","","",""
"Untermieter","1987","(Ehe-)Paar ohne Kind(er)","3","","","",""
"Untermieter","1987","(Ehe-)Paar ohne Kind(er)","4","","","",""
"Untermieter","1987","(Ehe-)Paar ohne Kind(er)","5","","","",""
"Untermieter","1987","Alleinerziehende","1","","","",""
"Untermieter","1987","Alleinerziehende","2","","","",""
"Untermieter","1987","Alleinerziehende","3","","","",""
"Untermieter","1987","Alleinerziehende","4","","","",""
"Untermieter","1987","Alleinerziehende","5","","","",""
"Untermieter","1987","Paar mit Kind(ern)","1","69","0.0153467804700959","0.0118956957440267","0.0187978651961651"
"Untermieter","1987","Paar mit Kind(ern)","2","45","0.0100437396916892","0.00681019414771215","0.0132772852356662"
"Untermieter","1987","Paar mit Kind(ern)","3","","","",""
"Untermieter","1987","Paar mit Kind(ern)","4","","","",""
"Untermieter","1987","Paar mit Kind(ern)","5","","","",""
"Untermieter","1987","Sonstige","1","","","",""
"Untermieter","1987","Sonstige","2","","","",""
"Untermieter","1987","Sonstige","3","","","",""
"Untermieter","1987","Sonstige","4","","","",""
"Untermieter","1987","Sonstige","5","","","",""
"Mieter","1987","1-Pers.-HH","1","","","",""
"Mieter","1987","1-Pers.-HH","2","","","",""
"Mieter","1987","1-Pers.-HH","3","","","",""
"Mieter","1987","1-Pers.-HH","4","","","",""
"Mieter","1987","1-Pers.-HH","5","","","",""
"Mieter","1987","(Ehe-)Paar ohne Kind(er)","1","","","",""
"Mieter","1987","(Ehe-)Paar ohne Kind(er)","2","","","",""
"Mieter","1987","(Ehe-)Paar ohne Kind(er)","3","","","",""
"Mieter","1987","(Ehe-)Paar ohne Kind(er)","4","","","",""
"Mieter","1987","(Ehe-)Paar ohne Kind(er)","5","","","",""
"Mieter","1987","Alleinerziehende","1","","","",""
"Mieter","1987","Alleinerziehende","2","","","",""
"Mieter","1987","Alleinerziehende","3","","","",""
"Mieter","1987","Alleinerziehende","4","","","",""
"Mieter","1987","Alleinerziehende","5","","","",""
"Mieter","1987","Paar mit Kind(ern)","1","","","",""
"Mieter","1987","Paar mit Kind(ern)","2","","","",""
"Mieter","1987","Paar mit Kind(ern)","3","","","",""
"Mieter","1987","Paar mit Kind(ern)","4","","","",""
"Mieter","1987","Paar mit Kind(ern)","5","","","",""
"Mieter","1987","Sonstige","1","","","",""
"Mieter","1987","Sonstige","2","","","",""
"Mieter","1987","Sonstige","3","","","",""
"Mieter","1987","Sonstige","4","","","",""
"Mieter","1987","Sonstige","5","","","",""
"Eigentuemer","1988","1-Pers.-HH","1","226","0.234183820603842","0.20840877602581","0.259958865181874"
"Eigentuemer","1988","1-Pers.-HH","2","","","",""
"Eigentuemer","1988","1-Pers.-HH","3","","","",""
"Eigentuemer","1988","1-Pers.-HH","4","","","",""
"Eigentuemer","1988","1-Pers.-HH","5","","","",""
"Eigentuemer","1988","(Ehe-)Paar ohne Kind(er)","1","896","0.436032007151783","0.41592265473029","0.456141359573277"
"Eigentuemer","1988","(Ehe-)Paar ohne Kind(er)","2","","","",""
"Eigentuemer","1988","(Ehe-)Paar ohne Kind(er)","3","","","",""
"Eigentuemer","1988","(Ehe-)Paar ohne Kind(er)","4","","","",""
"Eigentuemer","1988","(Ehe-)Paar ohne Kind(er)","5","","","",""
"Eigentuemer","1988","Alleinerziehende","1","191","0.346536039119036","0.308772890523593","0.38429918771448"
