"hgowner","year","quintil","n","percent","lower_confidence","upper_confidence"
"Hauptmieter","1991","4","","","",""
"Hauptmieter","1991","5","","","",""
"Untermieter","1991","1","456","0.0338421714618825","0.0307709272774458","0.0369134156463192"
"Untermieter","1991","2","74","0.0110121273036571","0.00806749869668776","0.0139567559106265"
"Untermieter","1991","3","","","",""
"Untermieter","1991","4","","","",""
"Untermieter","1991","5","","","",""
"Mieter","1991","1","","","",""
"Mieter","1991","2","","","",""
"Mieter","1991","3","","","",""
"Mieter","1991","4","","","",""
"Mieter","1991","5","","","",""
"Eigentuemer","1992","1","4720","0.405229589862453","0.396866272857072","0.413592906867833"
"Eigentuemer","1992","2","2166","0.609610084205638","0.595520160534515","0.62370000787676"
"Eigentuemer","1992","3","","","",""
"Eigentuemer","1992","4","","","",""
"Eigentuemer","1992","5","","","",""
"Hauptmieter","1992","1","8118","0.562760042935763","0.554309689860945","0.571210396010581"
"Hauptmieter","1992","2","2393","0.382327756040257","0.368292180345073","0.396363331735441"
"Hauptmieter","1992","3","","","",""
"Hauptmieter","1992","4","","","",""
"Hauptmieter","1992","5","","","",""
"Untermieter","1992","1","390","0.0310897043147708","0.0281330306858048","0.0340463779437368"
"Untermieter","1992","2","46","0.00806215975410568","0.00547929775593692","0.0106450217522744"
"Untermieter","1992","3","","","",""
"Untermieter","1992","4","","","",""
"Untermieter","1992","5","","","",""
"Mieter","1992","1","","","",""
"Mieter","1992","2","","","",""
"Mieter","1992","3","","","",""
"Mieter","1992","4","","","",""
"Mieter","1992","5","","","",""
"Eigentuemer","1993","1","4638","0.41192046175934","0.403470256222187","0.420370667296493"
"Eigentuemer","1993","2","2184","0.620601105728051","0.606415837706642","0.63478637374946"
"Eigentuemer","1993","3","","","",""
"Eigentuemer","1993","4","","","",""
"Eigentuemer","1993","5","","","",""
"Hauptmieter","1993","1","7982","0.555039227166074","0.546506944059589","0.563571510272559"
"Hauptmieter","1993","2","2259","0.36508637304807","0.351011697938324","0.379161048157817"
"Hauptmieter","1993","3","","","",""
"Hauptmieter","1993","4","","","",""
"Hauptmieter","1993","5","","","",""
"Untermieter","1993","1","412","0.0330403110745857","0.0299715095317027","0.0361091126174688"
"Untermieter","1993","2","52","0.0143125212238785","0.0108402716387014","0.0177847708090556"
"Untermieter","1993","3","","","",""
"Untermieter","1993","4","","","",""
"Untermieter","1993","5","","","",""
"Mieter","1993","1","","","",""
"Mieter","1993","2","","","",""
"Mieter","1993","3","","","",""
"Mieter","1993","4","","","",""
"Mieter","1993","5","","","",""
"Eigentuemer","1994","1","4679","0.420857488021838","0.412315456541046","0.42939951950263"
"Eigentuemer","1994","2","2126","0.612480239685617","0.597920408585219","0.627040070786016"
"Eigentuemer","1994","3","","","",""
"Eigentuemer","1994","4","","","",""
"Eigentuemer","1994","5","","","",""
"Hauptmieter","1994","1","7766","0.54785241417771","0.539241032997037","0.556463795358383"
"Hauptmieter","1994","2","2118","0.374039107736601","0.359578202626167","0.388500012847036"
"Hauptmieter","1994","3","","","",""
"Hauptmieter","1994","4","","","",""
"Hauptmieter","1994","5","","","",""
"Untermieter","1994","1","387","0.0312900978004518","0.0282777768283675","0.0343024187725362"
"Untermieter","1994","2","57","0.0134806525777813","0.0100342053626078","0.0169270997929548"
"Untermieter","1994","3","","","",""
"Untermieter","1994","4","","","",""
"Untermieter","1994","5","","","",""
"Mieter","1994","1","","","",""
"Mieter","1994","2","","","",""
"Mieter","1994","3","","","",""
"Mieter","1994","4","","","",""
"Mieter","1994","5","","","",""
"Eigentuemer","1995","1","","","",""
"Eigentuemer","1995","2","1936","0.343951787264374","0.332538168654601","0.355365405874147"
"Eigentuemer","1995","3","2512","0.474605604920942","0.462279816894321","0.486931392947562"
"Eigentuemer","1995","4","1567","0.506040806858251","0.489168353880613","0.522913259835889"
"Eigentuemer","1995","5","875","0.654103527467498","0.629007506995301","0.679199547939694"
"Hauptmieter","1995","1","","","",""
"Hauptmieter","1995","2","4460","0.611022163690334","0.599308369136526","0.622735958244143"
"Hauptmieter","1995","3","3664","0.499508701559454","0.487166991476858","0.511850411642049"
"Hauptmieter","1995","4","1737","0.471316599009956","0.454470702607324","0.488162495412587"
"Hauptmieter","1995","5","480","0.330833779685885","0.30600928163166","0.35565827774011"
"Untermieter","1995","1","","","",""
"Untermieter","1995","2","258","0.0450260490452919","0.0400436974058008","0.0500084006847829"
"Untermieter","1995","3","129","0.0258856935196049","0.0219661056143162","0.0298052814248936"
"Untermieter","1995","4","69","0.0226425941317933","0.0176222936089273","0.0276628946546592"
"Untermieter","1995","5","","","",""
"Mieter","1995","1","","","",""
"Mieter","1995","2","","","",""
"Mieter","1995","3","","","",""
"Mieter","1995","4","","","",""
"Mieter","1995","5","","","",""
"Eigentuemer","1996","1","","","",""
"Eigentuemer","1996","2","1762","0.355954761589351","0.343742566589583","0.368166956589118"
"Eigentuemer","1996","3","2484","0.452454926069964","0.440239645909089","0.464670206230838"
"Eigentuemer","1996","4","1794","0.543137015913353","0.526794365001504","0.559479666825201"
"Eigentuemer","1996","5","922","0.63774506258023","0.613315071073192","0.662175054087269"
"Hauptmieter","1996","1","","","",""
"Hauptmieter","1996","2","3897","0.602422448436823","0.58994000401883","0.614904892854816"
"Hauptmieter","1996","3","3749","0.522975804730511","0.510717883230815","0.535233726230208"
"Hauptmieter","1996","4","1703","0.438694944426412","0.422414899135672","0.454974989717152"
"Hauptmieter","1996","5","531","0.340278360449845","0.316196494346194","0.364360226553496"
"Untermieter","1996","1","","","",""
"Untermieter","1996","2","246","0.0416227899738267","0.0365286371133499","0.0467169428343034"
"Untermieter","1996","3","145","0.0245692691995251","0.0207699990984945","0.0283685393005557"
"Untermieter","1996","4","72","0.0181680396602351","0.0137862912860544","0.0225497880344158"
"Untermieter","1996","5","34","0.0219765769699249","0.0145250160049446","0.0294281379349053"
"Mieter","1996","1","","","",""
"Mieter","1996","2","","","",""
"Mieter","1996","3","","","",""
"Mieter","1996","4","","","",""
"Mieter","1996","5","","","",""
"Eigentuemer","1997","1","","","",""
"Eigentuemer","1997","2","1731","0.367564886423768","0.354842411764948","0.380287361082589"
"Eigentuemer","1997","3","2615","0.467379467553164","0.455006015834993","0.479752919271334"
"Eigentuemer","1997","4","1765","0.514984363671313","0.498878618741875","0.53109010860075"
"Eigentuemer","1997","5","980","0.655467450911485","0.631771478090648","0.679163423732321"
"Hauptmieter","1997","1","","","",""
"Hauptmieter","1997","2","3573","0.586052444799148","0.573055612923578","0.599049276674717"
"Hauptmieter","1997","3","3495","0.510877882073852","0.498480947693197","0.523274816454507"
"Hauptmieter","1997","4","1869","0.466909328359777","0.450831671987103","0.48298698473245"
"Hauptmieter","1997","5","542","0.32962730904585","0.306187525401511","0.353067092690189"
"Untermieter","1997","1","","","",""
"Untermieter","1997","2","213","0.0463826687770841","0.0408330706677882","0.0519322668863799"
"Untermieter","1997","3","136","0.0217426503729847","0.0181258053354439","0.0253594954105256"
"Untermieter","1997","4","65","0.0181063079689105","0.0138094290904085","0.0224031868474124"
"Untermieter","1997","5","","","",""
"Mieter","1997","1","","","",""
"Mieter","1997","2","","","",""
"Mieter","1997","3","","","",""
"Mieter","1997","4","","","",""
"Mieter","1997","5","","","",""
"Eigentuemer","1998","1","","","",""
"Eigentuemer","1998","2","1939","0.36345702832049","0.351232291418231","0.375681765222749"
"Eigentuemer","1998","3","3055","0.478279162972217","0.466393237946767","0.490165087997667"
"Eigentuemer","1998","4","2063","0.512854934085686","0.497700548660165","0.528009319511207"
"Eigentuemer","1998","5","1170","0.646757938066741","0.624947871291704","0.668568004841777"
"Hauptmieter","1998","1","","","",""
"Hauptmieter","1998","2","3773","0.591053393542249","0.578558119548331","0.603548667536167"
"Hauptmieter","1998","3","3540","0.489917836519413","0.478023099098774","0.501812573940052"
"Hauptmieter","1998","4","2020","0.467250217420105","0.452123374327173","0.482377060513037"
"Hauptmieter","1998","5","650","0.337045035744331","0.315475743900495","0.358614327588168"
"Untermieter","1998","1","","","",""
"Untermieter","1998","2","235","0.045489578137261","0.0401936093881708","0.0507855468863512"
"Untermieter","1998","3","190","0.0318030005083697","0.0276276871081865","0.0359783139085528"
"Untermieter","1998","4","96","0.0198948484942084","0.0156611633232757","0.0241285336651411"
"Untermieter","1998","5","","","",""
"Mieter","1998","1","","","",""
"Mieter","1998","2","","","",""
"Mieter","1998","3","","","",""
"Mieter","1998","4","","","",""
"Mieter","1998","5","","","",""
"Eigentuemer","1999","1","","","",""
"Eigentuemer","1999","2","1526","0.327513876180636","0.314290973663755","0.340736778697518"
"Eigentuemer","1999","3","2974","0.469045027686947","0.457207275233724","0.48088278014017"
"Eigentuemer","1999","4","2271","0.551013151702897","0.536064631869306","0.565961671536487"
"Eigentuemer","1999","5","1333","0.648717495171598","0.628147986821132","0.669287003522063"
"Hauptmieter","1999","1","","","",""
"Hauptmieter","1999","2","3137","0.628353972691607","0.614738359343341","0.641969586039872"
"Hauptmieter","1999","3","3687","0.502734046937198","0.490873720264019","0.514594373610378"
"Hauptmieter","1999","4","1918","0.435266204821967","0.420365741836886","0.450166667807049"
"Hauptmieter","1999","5","707","0.339526535986919","0.319121733570882","0.359931338402955"
"Untermieter","1999","1","","","",""
"Untermieter","1999","2","176","0.044132151127757","0.0383452407643919","0.0499190614911221"
"Untermieter","1999","3","166","0.0282209253758546","0.0242926444670726","0.0321492062846367"
"Untermieter","1999","4","64","0.0137206434751359","0.0102245131696601","0.0172167737806117"
"Untermieter","1999","5","","","",""
"Mieter","1999","1","","","",""
"Mieter","1999","2","","","",""
"Mieter","1999","3","","","",""
"Mieter","1999","4","","","",""
"Mieter","1999","5","","","",""
"Eigentuemer","2000","1","","","",""
"Eigentuemer","2000","2","2808","0.332384668125462","0.322038170188506","0.342731166062419"
"Eigentuemer","2000","3","5677","0.468914272701457","0.459795157640138","0.478033387762777"
"Eigentuemer","2000","4","4545","0.536285223417222","0.525316370253119","0.547254076581326"
"Eigentuemer","2000","5","2880","0.616521974408761","0.60215496836724","0.630888980450281"
"Hauptmieter","2000","1","","","",""
"Hauptmieter","2000","2","4978","0.637827881345185","0.627271404734428","0.648384357955943"
"Hauptmieter","2000","3","5693","0.516355837675674","0.507223937083319","0.525487738268029"
"Hauptmieter","2000","4","3320","0.452700942668504","0.441752410738272","0.463649474598735"
"Hauptmieter","2000","5","1479","0.372670891309939","0.358384181987378","0.386957600632501"
"Untermieter","2000","1","","","",""
"Untermieter","2000","2","177","0.0297874505293522","0.0260535749339315","0.0335213261247728"
"Untermieter","2000","3","134","0.0147298896228687","0.0125284790155006","0.0169313002302369"
"Untermieter","2000","4","75","0.0110138339142742","0.00871820223260178","0.0133094655959467"
"Untermieter","2000","5","41","0.0108071342812999","0.00775208996573369","0.0138621785968662"
"Mieter","2000","1","","","",""
"Mieter","2000","2","","","",""
"Mieter","2000","3","","","",""
"Mieter","2000","4","","","",""
"Mieter","2000","5","","","",""
"Eigentuemer","2001","1","","","",""
"Eigentuemer","2001","2","2382","0.333599197425545","0.322251543393285","0.344946851457806"
"Eigentuemer","2001","3","4939","0.462939026716","0.453246282934178","0.472631770497822"
"Eigentuemer","2001","4","4356","0.546529165101665","0.535324979861299","0.557733350342032"
"Eigentuemer","2001","5","2810","0.614877616127415","0.600410000822935","0.629345231431896"
"Hauptmieter","2001","1","","","",""
"Hauptmieter","2001","2","4128","0.641928690149583","0.630390067044574","0.653467313254591"
"Hauptmieter","2001","3","5097","0.523257072244611","0.513548112030981","0.532966032458241"
"Hauptmieter","2001","4","3126","0.437083106515689","0.425919537013324","0.448246676018054"
"Hauptmieter","2001","5","1503","0.37442588371111","0.360037051532541","0.388814715889679"
"Untermieter","2001","1","","","",""
"Untermieter","2001","2","122","0.024472112424872","0.0207534958015235","0.0281907290482205"
"Untermieter","2001","3","130","0.0138039010393885","0.0115358355155542","0.0160719665632229"
"Untermieter","2001","4","102","0.0163877283826459","0.0135303334077753","0.0192451233575166"
"Untermieter","2001","5","32","0.0100555607752014","0.0070892832047662","0.0130218383456366"
"Mieter","2001","1","","","",""
"Mieter","2001","2","","","",""
"Mieter","2001","3","","","",""
"Mieter","2001","4","","","",""
"Mieter","2001","5","","","",""
"Eigentuemer","2002","1","","","",""
"Eigentuemer","2002","2","1928","0.337867183275545","0.325508983953961","0.35022538259713"
"Eigentuemer","2002","3","4403","0.472482522824967","0.462229032560205","0.482736013089729"
"Eigentuemer","2002","4","4413","0.54594617723132","0.534738556507506","0.557153797955135"
"Eigentuemer","2002","5","5465","0.61287293427777","0.602063948605186","0.623681919950353"
"Hauptmieter","2002","1","","","",""
"Hauptmieter","2002","2","3560","0.633749256030499","0.62116123028503","0.646337281775968"
"Hauptmieter","2002","3","4543","0.510302120910349","0.500035247176222","0.520568994644476"
"Hauptmieter","2002","4","3092","0.440574335894209","0.429398870105804","0.451749801682614"
"Hauptmieter","2002","5","2274","0.376188275211113","0.365438426641538","0.386938123780689"
"Untermieter","2002","1","","","",""
"Untermieter","2002","2","139","0.0283835606939554","0.024044552215126","0.0327225691727848"
"Untermieter","2002","3","161","0.0172153562646845","0.0145439028146587","0.0198868097147103"
"Untermieter","2002","4","76","0.0134794868744707","0.0108836668228312","0.0160753069261102"
"Untermieter","2002","5","61","0.0103092227202249","0.00806773855710031","0.0125507068833495"
"Mieter","2002","1","","","",""
"Mieter","2002","2","","","",""
"Mieter","2002","3","","","",""
"Mieter","2002","4","","","",""
"Mieter","2002","5","","","",""
"Eigentuemer","2003","1","","","",""
"Eigentuemer","2003","2","1615","0.291724976471476","0.279366654578406","0.304083298364547"
"Eigentuemer","2003","3","4275","0.4669706117809","0.456470745463071","0.47747047809873"
"Eigentuemer","2003","4","4448","0.539253395721679","0.528082148389239","0.550424643054119"
"Eigentuemer","2003","5","5157","0.632667647291896","0.621589201266799","0.643746093316993"
"Hauptmieter","2003","1","","","",""
"Hauptmieter","2003","2","3414","0.67125914054718","0.658487588369988","0.684030692724372"
"Hauptmieter","2003","3","4234","0.508733660104088","0.498212414497127","0.519254905711049"
"Hauptmieter","2003","4","3089","0.444844258555704","0.433706813769255","0.455981703342152"
"Hauptmieter","2003","5","2061","0.35281892177971","0.341837709615396","0.363800133944024"
"Untermieter","2003","1","","","",""
"Untermieter","2003","2","168","0.0370158829813435","0.0318828346738252","0.0421489312888618"
"Untermieter","2003","3","164","0.0242957281150117","0.0210554112551844","0.027536044974839"
"Untermieter","2003","4","111","0.0159023457226178","0.0130986954087501","0.0187059960364855"
"Untermieter","2003","5","55","0.0138937019476535","0.01120382571276","0.016583578182547"
"Mieter","2003","1","","","",""
"Mieter","2003","2","","","",""
"Mieter","2003","3","","","",""
"Mieter","2003","4","","","",""
"Mieter","2003","5","","","",""
"Eigentuemer","2004","1","","","",""
"Eigentuemer","2004","2","1687","0.308480110966077","0.295715041127859","0.321245180804295"
"Eigentuemer","2004","3","4091","0.45613677748483","0.445508272114129","0.46676528285553"
"Eigentuemer","2004","4","4223","0.538992498028051","0.52749124427677","0.550493751779332"
"Eigentuemer","2004","5","5087","0.608464840849163","0.597229604434541","0.619700077263786"
"Hauptmieter","2004","1","","","",""
"Hauptmieter","2004","2","3216","0.660988528160984","0.647905404945285","0.674071651376683"
"Hauptmieter","2004","3","4187","0.520700843873653","0.510040351141343","0.531361336605964"
"Hauptmieter","2004","4","2885","0.444895177770342","0.433429065812305","0.456361289728379"
"Hauptmieter","2004","5","2081","0.370383660879466","0.359267802818059","0.381499518940873"
"Untermieter","2004","1","","","",""
"Untermieter","2004","2","124","0.0304962019469061","0.0257438903548781","0.0352485135389342"
"Untermieter","2004","3","158","0.0231623786415171","0.0199525446441174","0.0263722126389168"
"Untermieter","2004","4","107","0.0159386714573069","0.0130490765000299","0.0188282664145839"
"Untermieter","2004","5","81","0.0205432267799875","0.0172780548457191","0.023808398714256"
"Mieter","2004","1","","","",""
"Mieter","2004","2","","","",""
"Mieter","2004","3","","","",""
"Mieter","2004","4","","","",""
"Mieter","2004","5","","","",""
"Eigentuemer","2005","1","","","",""
"Eigentuemer","2005","2","1633","0.314262499378098","0.301240597046739","0.327284401709457"
"Eigentuemer","2005","3","3767","0.445766512528776","0.434692480660399","0.456840544397154"
"Eigentuemer","2005","4","4193","0.543058661853489","0.53146427076241","0.554653052944569"
"Eigentuemer","2005","5","4844","0.593376498809114","0.581863784292414","0.604889213325815"
"Hauptmieter","2005","1","","","",""
"Hauptmieter","2005","2","3087","0.64698655288664","0.633580761553698","0.660392344219582"
"Hauptmieter","2005","3","3832","0.532695041175037","0.521579126884749","0.543810955465324"
"Hauptmieter","2005","4","2805","0.439261431905745","0.427709992642695","0.450812871168794"
"Hauptmieter","2005","5","2059","0.38852728823185","0.377103355672329","0.399951220791371"
"Untermieter","2005","1","","","",""
"Untermieter","2005","2","162","0.038750947735262","0.0333370714155854","0.0441648240549387"
"Untermieter","2005","3","140","0.021538446296187","0.0183041132625177","0.0247727793298563"
"Untermieter","2005","4","93","0.0176799062407661","0.0146125738481625","0.0207472386333697"
"Untermieter","2005","5","88","0.0180013748159378","0.0148851799758127","0.0211175696560628"
"Mieter","2005","1","","","",""
"Mieter","2005","2","","","",""
"Mieter","2005","3","","","",""
"Mieter","2005","4","","","",""
"Mieter","2005","5","","","",""
"Eigentuemer","2006","1","","","",""
"Eigentuemer","2006","2","1636","0.287226264830671","0.274780189402321","0.299672340259021"
"Eigentuemer","2006","3","4223","0.449320781898558","0.438685900139544","0.459955663657573"
"Eigentuemer","2006","4","4532","0.527528597016116","0.516355818838541","0.538701375193691"
"Eigentuemer","2006","5","5285","0.605908342749704","0.594858820943128","0.616957864556281"
"Hauptmieter","2006","1","","","",""
"Hauptmieter","2006","2","3302","0.681270284635479","0.668452425042519","0.694088144228439"
"Hauptmieter","2006","3","4032","0.527392741777107","0.516718861260428","0.538066622293786"
"Hauptmieter","2006","4","3037","0.456623031837609","0.445475469007028","0.467770594668191"
"Hauptmieter","2006","5","2149","0.381597080467119","0.370612595877915","0.392581565056324"
"Untermieter","2006","1","","","",""
"Untermieter","2006","2","139","0.0315034505338503","0.0266986804558748","0.0363082206118259"
"Untermieter","2006","3","149","0.0232864763243348","0.0200621383510193","0.0265108142976502"
"Untermieter","2006","4","101","0.0158483711462747","0.013053423138531","0.0186433191540185"
"Untermieter","2006","5","77","0.0124170468997251","0.00991302945716973","0.0149210643422805"
"Mieter","2006","1","","","",""
"Mieter","2006","2","","","",""
"Mieter","2006","3","","","",""
"Mieter","2006","4","","","",""
"Mieter","2006","5","","","",""
"Eigentuemer","2007","1","","","",""
"Eigentuemer","2007","2","1365","0.283415005843207","0.270025981756206","0.296804029930207"
"Eigentuemer","2007","3","3806","0.450406555913805","0.439280683816104","0.461532428011505"
"Eigentuemer","2007","4","4160","0.53625757572768","0.524722750909866","0.547792400545495"
"Eigentuemer","2007","5","5271","0.624163864480734","0.613129394772017","0.635198334189451"
"Hauptmieter","2007","1","","","",""
"Hauptmieter","2007","2","2866","0.686508733076501","0.672725871188454","0.700291594964549"
"Hauptmieter","2007","3","3732","0.523894618806128","0.512726386126965","0.535062851485291"
"Hauptmieter","2007","4","2918","0.445931545062495","0.434434091106513","0.457428999018477"
"Hauptmieter","2007","5","2054","0.361848962195317","0.350901125904586","0.372796798486047"
"Untermieter","2007","1","","","",""
"Untermieter","2007","2","121","0.0300762610802919","0.0250018649739619","0.0351506571866219"
"Untermieter","2007","3","144","0.0256988252800676","0.0221603661110232","0.0292372844491119"
"Untermieter","2007","4","102","0.017810879209825","0.0147515507433351","0.0208702076763149"
"Untermieter","2007","5","74","0.0139160175251743","0.0112472095632537","0.0165848254870949"
"Mieter","2007","1","","","",""
"Mieter","2007","2","","","",""
"Mieter","2007","3","","","",""
"Mieter","2007","4","","","",""
"Mieter","2007","5","","","",""
"Eigentuemer","2008","1","","","",""
"Eigentuemer","2008","2","1238","0.303519984856128","0.28905479143397","0.317985178278286"
"Eigentuemer","2008","3","3283","0.435250380841157","0.423418476024154","0.44708228565816"
"Eigentuemer","2008","4","4075","0.555457252553675","0.543753630526674","0.567160874580676"
"Eigentuemer","2008","5","5191","0.634164901387175","0.623135335492484","0.645194467281866"
"Hauptmieter","2008","1","","","",""
"Hauptmieter","2008","2","2516","0.655355797931728","0.640403762034699","0.670307833828758"
