"hgowner","year","quintil","sampreg","n","percent","lower_confidence","upper_confidence"
"Mieter","1985","3","Ost","","","",""
"Mieter","1985","4","West","","","",""
"Mieter","1985","4","Ost","","","",""
"Mieter","1985","5","West","","","",""
"Mieter","1985","5","Ost","","","",""
"Eigentuemer","1986","1","West","3480","0.415525731740184","0.405553737105819","0.425497726374549"
"Eigentuemer","1986","1","Ost","","","",""
"Eigentuemer","1986","2","West","2021","0.645680760257564","0.631705879056877","0.65965564145825"
"Eigentuemer","1986","2","Ost","","","",""
"Eigentuemer","1986","3","West","","","",""
"Eigentuemer","1986","3","Ost","","","",""
"Eigentuemer","1986","4","West","","","",""
"Eigentuemer","1986","4","Ost","","","",""
"Eigentuemer","1986","5","West","","","",""
"Eigentuemer","1986","5","Ost","","","",""
"Hauptmieter","1986","1","West","5699","0.56498233556433","0.554950711289098","0.575013959839561"
"Hauptmieter","1986","1","Ost","","","",""
"Hauptmieter","1986","2","West","2448","0.349360315160299","0.335430386446238","0.36329024387436"
"Hauptmieter","1986","2","Ost","","","",""
"Hauptmieter","1986","3","West","","","",""
"Hauptmieter","1986","3","Ost","","","",""
"Hauptmieter","1986","4","West","","","",""
"Hauptmieter","1986","4","Ost","","","",""
"Hauptmieter","1986","5","West","","","",""
"Hauptmieter","1986","5","Ost","","","",""
"Untermieter","1986","1","West","202","0.0192171119136756","0.0164391206450894","0.0219951031822618"
"Untermieter","1986","1","Ost","","","",""
"Untermieter","1986","2","West","31","0.00495892458213759","0.00290655253872138","0.0070112966255538"
"Untermieter","1986","2","Ost","","","",""
"Untermieter","1986","3","West","","","",""
"Untermieter","1986","3","Ost","","","",""
"Untermieter","1986","4","West","","","",""
"Untermieter","1986","4","Ost","","","",""
"Untermieter","1986","5","West","","","",""
"Untermieter","1986","5","Ost","","","",""
"Mieter","1986","1","West","","","",""
"Mieter","1986","1","Ost","","","",""
"Mieter","1986","2","West","","","",""
"Mieter","1986","2","Ost","","","",""
"Mieter","1986","3","West","","","",""
"Mieter","1986","3","Ost","","","",""
"Mieter","1986","4","West","","","",""
"Mieter","1986","4","Ost","","","",""
"Mieter","1986","5","West","","","",""
"Mieter","1986","5","Ost","","","",""
"Eigentuemer","1987","1","West","3464","0.411688959654944","0.401685702586677","0.421692216723211"
"Eigentuemer","1987","1","Ost","","","",""
"Eigentuemer","1987","2","West","1955","0.645845868889265","0.631613935047835","0.660077802730695"
"Eigentuemer","1987","2","Ost","","","",""
"Eigentuemer","1987","3","West","","","",""
"Eigentuemer","1987","3","Ost","","","",""
"Eigentuemer","1987","4","West","","","",""
"Eigentuemer","1987","4","Ost","","","",""
"Eigentuemer","1987","5","West","","","",""
"Eigentuemer","1987","5","Ost","","","",""
"Hauptmieter","1987","1","West","5628","0.56373811680249","0.553657997895791","0.57381823570919"
"Hauptmieter","1987","1","Ost","","","",""
"Hauptmieter","1987","2","West","2330","0.344991681895159","0.330845767136529","0.359137596653788"
"Hauptmieter","1987","2","Ost","","","",""
"Hauptmieter","1987","3","West","","","",""
"Hauptmieter","1987","3","Ost","","","",""
"Hauptmieter","1987","4","West","","","",""
"Hauptmieter","1987","4","Ost","","","",""
"Hauptmieter","1987","5","West","","","",""
"Hauptmieter","1987","5","Ost","","","",""
"Untermieter","1987","1","West","199","0.0237042060636871","0.0206120832416452","0.026796328885729"
"Untermieter","1987","1","Ost","","","",""
"Untermieter","1987","2","West","53","0.00916244921557655","0.00632707532409762","0.0119978231070555"
"Untermieter","1987","2","Ost","","","",""
"Untermieter","1987","3","West","","","",""
"Untermieter","1987","3","Ost","","","",""
"Untermieter","1987","4","West","","","",""
"Untermieter","1987","4","Ost","","","",""
"Untermieter","1987","5","West","","","",""
"Untermieter","1987","5","Ost","","","",""
"Mieter","1987","1","West","","","",""
"Mieter","1987","1","Ost","","","",""
"Mieter","1987","2","West","","","",""
"Mieter","1987","2","Ost","","","",""
"Mieter","1987","3","West","","","",""
"Mieter","1987","3","Ost","","","",""
"Mieter","1987","4","West","","","",""
"Mieter","1987","4","Ost","","","",""
"Mieter","1987","5","West","","","",""
"Mieter","1987","5","Ost","","","",""
"Eigentuemer","1988","1","West","3347","0.417274334332106","0.407066348069871","0.427482320594342"
"Eigentuemer","1988","1","Ost","","","",""
"Eigentuemer","1988","2","West","1802","0.631912864417665","0.617054007288101","0.646771721547229"
"Eigentuemer","1988","2","Ost","","","",""
"Eigentuemer","1988","3","West","","","",""
"Eigentuemer","1988","3","Ost","","","",""
"Eigentuemer","1988","4","West","","","",""
"Eigentuemer","1988","4","Ost","","","",""
"Eigentuemer","1988","5","West","","","",""
"Eigentuemer","1988","5","Ost","","","",""
"Hauptmieter","1988","1","West","5416","0.554655924705858","0.544367311635532","0.564944537776184"
"Hauptmieter","1988","1","Ost","","","",""
"Hauptmieter","1988","2","West","2201","0.35779377140456","0.343025314042732","0.372562228766387"
"Hauptmieter","1988","2","Ost","","","",""
"Hauptmieter","1988","3","West","","","",""
"Hauptmieter","1988","3","Ost","","","",""
"Hauptmieter","1988","4","West","","","",""
"Hauptmieter","1988","4","Ost","","","",""
"Hauptmieter","1988","5","West","","","",""
"Hauptmieter","1988","5","Ost","","","",""
"Untermieter","1988","1","West","198","0.027651220407062","0.0242568021409552","0.0310456386731688"
"Untermieter","1988","1","Ost","","","",""
"Untermieter","1988","2","West","44","0.0102933641777754","0.00718370065657734","0.0134030276989735"
"Untermieter","1988","2","Ost","","","",""
"Untermieter","1988","3","West","","","",""
"Untermieter","1988","3","Ost","","","",""
"Untermieter","1988","4","West","","","",""
"Untermieter","1988","4","Ost","","","",""
"Untermieter","1988","5","West","","","",""
"Untermieter","1988","5","Ost","","","",""
"Mieter","1988","1","West","","","",""
"Mieter","1988","1","Ost","","","",""
"Mieter","1988","2","West","","","",""
"Mieter","1988","2","Ost","","","",""
"Mieter","1988","3","West","","","",""
"Mieter","1988","3","Ost","","","",""
"Mieter","1988","4","West","","","",""
"Mieter","1988","4","Ost","","","",""
"Mieter","1988","5","West","","","",""
"Mieter","1988","5","Ost","","","",""
"Eigentuemer","1989","1","West","3251","0.421674016025241","0.411247970451697","0.432100061598785"
"Eigentuemer","1989","1","Ost","","","",""
"Eigentuemer","1989","2","West","1773","0.650472778093755","0.635634891189858","0.665310664997652"
"Eigentuemer","1989","2","Ost","","","",""
"Eigentuemer","1989","3","West","","","",""
"Eigentuemer","1989","3","Ost","","","",""
"Eigentuemer","1989","4","West","","","",""
"Eigentuemer","1989","4","Ost","","","",""
"Eigentuemer","1989","5","West","","","",""
"Eigentuemer","1989","5","Ost","","","",""
"Hauptmieter","1989","1","West","5172","0.551200741102371","0.540699858381149","0.561701623823593"
"Hauptmieter","1989","1","Ost","","","",""
"Hauptmieter","1989","2","West","2151","0.335596585883853","0.320902530057499","0.350290641710207"
"Hauptmieter","1989","2","Ost","","","",""
"Hauptmieter","1989","3","West","","","",""
"Hauptmieter","1989","3","Ost","","","",""
"Hauptmieter","1989","4","West","","","",""
"Hauptmieter","1989","4","Ost","","","",""
"Hauptmieter","1989","5","West","","","",""
"Hauptmieter","1989","5","Ost","","","",""
"Untermieter","1989","1","West","180","0.0246850518904785","0.0214091241879316","0.0279609795930255"
"Untermieter","1989","1","Ost","","","",""
"Untermieter","1989","2","West","43","0.0139306360223924","0.0102834644311762","0.0175778076136086"
"Untermieter","1989","2","Ost","","","",""
"Untermieter","1989","3","West","","","",""
"Untermieter","1989","3","Ost","","","",""
"Untermieter","1989","4","West","","","",""
"Untermieter","1989","4","Ost","","","",""
"Untermieter","1989","5","West","","","",""
"Untermieter","1989","5","Ost","","","",""
"Mieter","1989","1","West","","","",""
"Mieter","1989","1","Ost","","","",""
"Mieter","1989","2","West","","","",""
"Mieter","1989","2","Ost","","","",""
"Mieter","1989","3","West","","","",""
"Mieter","1989","3","Ost","","","",""
"Mieter","1989","4","West","","","",""
"Mieter","1989","4","Ost","","","",""
"Mieter","1989","5","West","","","",""
"Mieter","1989","5","Ost","","","",""
"Eigentuemer","1990","1","West","3341","0.429766256054523","0.419282867826481","0.440249644282565"
"Eigentuemer","1990","1","Ost","1428","0.274280873433893","0.261806677495622","0.286755069372164"
"Eigentuemer","1990","2","West","1718","0.617672479803085","0.602354056301005","0.632990903305165"
"Eigentuemer","1990","2","Ost","531","0.429707964945985","0.40131818511217","0.458097744779799"
"Eigentuemer","1990","3","West","","","",""
"Eigentuemer","1990","3","Ost","","","",""
"Eigentuemer","1990","4","West","","","",""
"Eigentuemer","1990","4","Ost","","","",""
"Eigentuemer","1990","5","West","","","",""
"Eigentuemer","1990","5","Ost","","","",""
"Hauptmieter","1990","1","West","4994","0.54100674534497","0.530454046420955","0.551559444268985"
"Hauptmieter","1990","1","Ost","3297","0.687680890145556","0.674723328847249","0.700638451443864"
"Hauptmieter","1990","2","West","2114","0.374175975438301","0.358922063618381","0.389429887258222"
"Hauptmieter","1990","2","Ost","601","0.542248357900006","0.513676350900206","0.570820364899807"
"Hauptmieter","1990","3","West","","","",""
"Hauptmieter","1990","3","Ost","","","",""
"Hauptmieter","1990","4","West","","","",""
"Hauptmieter","1990","4","Ost","","","",""
"Hauptmieter","1990","5","West","","","",""
"Hauptmieter","1990","5","Ost","","","",""
"Untermieter","1990","1","West","229","0.0288943886622993","0.0253470794813686","0.03244169784323"
"Untermieter","1990","1","Ost","182","0.036686915212529","0.031430739893185","0.041943090531873"
"Untermieter","1990","2","West","","","",""
"Untermieter","1990","2","Ost","36","0.028043677154009","0.0185754749615343","0.0375118793464837"
"Untermieter","1990","3","West","","","",""
"Untermieter","1990","3","Ost","","","",""
"Untermieter","1990","4","West","","","",""
"Untermieter","1990","4","Ost","","","",""
"Untermieter","1990","5","West","","","",""
"Untermieter","1990","5","Ost","","","",""
"Mieter","1990","1","West","","","",""
"Mieter","1990","1","Ost","","","",""
"Mieter","1990","2","West","","","",""
"Mieter","1990","2","Ost","","","",""
"Mieter","1990","3","West","","","",""
"Mieter","1990","3","Ost","","","",""
"Mieter","1990","4","West","","","",""
"Mieter","1990","4","Ost","","","",""
"Mieter","1990","5","West","","","",""
"Mieter","1990","5","Ost","","","",""
"Eigentuemer","1991","1","West","3404","0.43151990152193","0.421168172186429","0.441871630857431"
"Eigentuemer","1991","1","Ost","1323","0.275940753461317","0.26291275235011","0.288968754572523"
"Eigentuemer","1991","2","West","1689","0.632117029230783","0.616536659148062","0.647697399313503"
"Eigentuemer","1991","2","Ost","519","0.42446661539153","0.395837865982593","0.453095364800466"
"Eigentuemer","1991","3","West","","","",""
"Eigentuemer","1991","3","Ost","","","",""
"Eigentuemer","1991","4","West","","","",""
"Eigentuemer","1991","4","Ost","","","",""
"Eigentuemer","1991","5","West","","","",""
"Eigentuemer","1991","5","Ost","","","",""
"Hauptmieter","1991","1","West","5149","0.537976412774878","0.527556392797428","0.548396432752329"
"Hauptmieter","1991","1","Ost","2962","0.668808779104317","0.655091334890012","0.682526223318621"
"Hauptmieter","1991","2","West","1974","0.364144532775098","0.348597758840885","0.379691306709311"
"Hauptmieter","1991","2","Ost","569","0.525541586898315","0.496618278540865","0.554464895255765"
"Hauptmieter","1991","3","West","","","",""
"Hauptmieter","1991","3","Ost","","","",""
"Hauptmieter","1991","4","West","","","",""
"Hauptmieter","1991","4","Ost","","","",""
"Hauptmieter","1991","5","West","","","",""
"Hauptmieter","1991","5","Ost","","","",""
"Untermieter","1991","1","West","226","0.0286456241832696","0.025159259160743","0.0321319892057962"
"Untermieter","1991","1","Ost","230","0.0533178993093696","0.0467697072325674","0.0598660913861718"
"Untermieter","1991","2","West","","","",""
"Untermieter","1991","2","Ost","57","0.0499917977101547","0.0373689192004606","0.0626146762198488"
"Untermieter","1991","3","West","","","",""
"Untermieter","1991","3","Ost","","","",""
"Untermieter","1991","4","West","","","",""
"Untermieter","1991","4","Ost","","","",""
"Untermieter","1991","5","West","","","",""
"Untermieter","1991","5","Ost","","","",""
"Mieter","1991","1","West","","","",""
"Mieter","1991","1","Ost","","","",""
"Mieter","1991","2","West","","","",""
"Mieter","1991","2","Ost","","","",""
"Mieter","1991","3","West","","","",""
"Mieter","1991","3","Ost","","","",""
"Mieter","1991","4","West","","","",""
"Mieter","1991","4","Ost","","","",""
"Mieter","1991","5","West","","","",""
"Mieter","1991","5","Ost","","","",""
"Eigentuemer","1992","1","West","3447","0.439886908499196","0.429545377550415","0.450228439447978"
"Eigentuemer","1992","1","Ost","1273","0.273410444096203","0.26022130648851","0.286599581703896"
"Eigentuemer","1992","2","West","1707","0.642689377851856","0.627015952743484","0.658362802960229"
"Eigentuemer","1992","2","Ost","459","0.417022119589001","0.386673796590487","0.447370442587515"
"Eigentuemer","1992","3","West","","","",""
"Eigentuemer","1992","3","Ost","","","",""
"Eigentuemer","1992","4","West","","","",""
"Eigentuemer","1992","4","Ost","","","",""
"Eigentuemer","1992","5","West","","","",""
"Eigentuemer","1992","5","Ost","","","",""
"Hauptmieter","1992","1","West","5133","0.52694865318842","0.516546703551059","0.537350602825781"
"Hauptmieter","1992","1","Ost","2985","0.698968699314395","0.685394976843693","0.712542421785097"
"Hauptmieter","1992","2","West","1865","0.352524324296206","0.33689836597337","0.368150282619042"
"Hauptmieter","1992","2","Ost","528","0.555843621268947","0.525261093524477","0.586426149013417"
"Hauptmieter","1992","3","West","","","",""
"Hauptmieter","1992","3","Ost","","","",""
"Hauptmieter","1992","4","West","","","",""
"Hauptmieter","1992","4","Ost","","","",""
"Hauptmieter","1992","5","West","","","",""
"Hauptmieter","1992","5","Ost","","","",""
"Untermieter","1992","1","West","264","0.0324075027821176","0.0287181899260097","0.0360968156382255"
"Untermieter","1992","1","Ost","126","0.0260774565388118","0.0213616161434133","0.0307932969342103"
"Untermieter","1992","2","West","","","",""
"Untermieter","1992","2","Ost","","","",""
"Untermieter","1992","3","West","","","",""
"Untermieter","1992","3","Ost","","","",""
"Untermieter","1992","4","West","","","",""
"Untermieter","1992","4","Ost","","","",""
"Untermieter","1992","5","West","","","",""
"Untermieter","1992","5","Ost","","","",""
"Mieter","1992","1","West","","","",""
"Mieter","1992","1","Ost","","","",""
"Mieter","1992","2","West","","","",""
"Mieter","1992","2","Ost","","","",""
"Mieter","1992","3","West","","","",""
"Mieter","1992","3","Ost","","","",""
"Mieter","1992","4","West","","","",""
"Mieter","1992","4","Ost","","","",""
"Mieter","1992","5","West","","","",""
"Mieter","1992","5","Ost","","","",""
"Eigentuemer","1993","1","West","3393","0.443917050279302","0.43356569634449","0.454268404214114"
"Eigentuemer","1993","1","Ost","1245","0.290202018105915","0.276446603946556","0.303957432265274"
"Eigentuemer","1993","2","West","1730","0.650894814227163","0.635124945122144","0.666664683332182"
"Eigentuemer","1993","2","Ost","454","0.4497674063388","0.418700563380864","0.480834249296736"
"Eigentuemer","1993","3","West","","","",""
"Eigentuemer","1993","3","Ost","","","",""
"Eigentuemer","1993","4","West","","","",""
"Eigentuemer","1993","4","Ost","","","",""
"Eigentuemer","1993","5","West","","","",""
"Eigentuemer","1993","5","Ost","","","",""
"Hauptmieter","1993","1","West","5155","0.521051204642504","0.510643350424804","0.531459058860204"
"Hauptmieter","1993","1","Ost","2827","0.684333298683902","0.670246759778131","0.698419837589674"
"Hauptmieter","1993","2","West","1743","0.338072032249159","0.322422386160837","0.353721678337481"
"Hauptmieter","1993","2","Ost","516","0.517426908554816","0.486221057464947","0.548632759644685"
"Hauptmieter","1993","3","West","","","",""
"Hauptmieter","1993","3","Ost","","","",""
"Hauptmieter","1993","4","West","","","",""
"Hauptmieter","1993","4","Ost","","","",""
"Hauptmieter","1993","5","West","","","",""
"Hauptmieter","1993","5","Ost","","","",""
"Untermieter","1993","1","West","302","0.0350317450781937","0.0312011710938314","0.038862319062556"
"Untermieter","1993","1","Ost","110","0.0254646832101824","0.0206902259843737","0.0302391404359912"
"Untermieter","1993","2","West","37","0.0110331535236777","0.00757745991428444","0.014488847133071"
"Untermieter","1993","2","Ost","","","",""
"Untermieter","1993","3","West","","","",""
"Untermieter","1993","3","Ost","","","",""
"Untermieter","1993","4","West","","","",""
"Untermieter","1993","4","Ost","","","",""
"Untermieter","1993","5","West","","","",""
"Untermieter","1993","5","Ost","","","",""
"Mieter","1993","1","West","","","",""
"Mieter","1993","1","Ost","","","",""
"Mieter","1993","2","West","","","",""
"Mieter","1993","2","Ost","","","",""
"Mieter","1993","3","West","","","",""
"Mieter","1993","3","Ost","","","",""
"Mieter","1993","4","West","","","",""
"Mieter","1993","4","Ost","","","",""
"Mieter","1993","5","West","","","",""
"Mieter","1993","5","Ost","","","",""
"Eigentuemer","1994","1","West","3493","0.456525075926254","0.446130392819242","0.466919759033266"
"Eigentuemer","1994","1","Ost","1186","0.279734090838766","0.265842854887351","0.293625326790181"
"Eigentuemer","1994","2","West","1584","0.631378074030206","0.614868095857076","0.647888052203335"
"Eigentuemer","1994","2","Ost","542","0.513408179771274","0.482749813114089","0.54406654642846"
"Eigentuemer","1994","3","West","","","",""
"Eigentuemer","1994","3","Ost","","","",""
"Eigentuemer","1994","4","West","","","",""
"Eigentuemer","1994","4","Ost","","","",""
"Eigentuemer","1994","5","West","","","",""
"Eigentuemer","1994","5","Ost","","","",""
"Hauptmieter","1994","1","West","5064","0.511530096094712","0.501098670115419","0.521961522074005"
"Hauptmieter","1994","1","Ost","2702","0.691566335488385","0.677273461361041","0.705859209615729"
"Hauptmieter","1994","2","West","1663","0.359790485867002","0.343365800135827","0.376215171598177"
"Hauptmieter","1994","2","Ost","455","0.448737631060572","0.41822984873849","0.479245413382655"
"Hauptmieter","1994","3","West","","","",""
"Hauptmieter","1994","3","Ost","","","",""
"Hauptmieter","1994","4","West","","","",""
"Hauptmieter","1994","4","Ost","","","",""
"Hauptmieter","1994","5","West","","","",""
"Hauptmieter","1994","5","Ost","","","",""
"Untermieter","1994","1","West","264","0.031944827979034","0.0282750523542183","0.0356146036038497"
"Untermieter","1994","1","Ost","123","0.0286995736728489","0.0235325997178712","0.0338665476278265"
"Untermieter","1994","2","West","33","0.00883144010279249","0.00562959224365324","0.0120332879619317"
"Untermieter","1994","2","Ost","","","",""
"Untermieter","1994","3","West","","","",""
"Untermieter","1994","3","Ost","","","",""
"Untermieter","1994","4","West","","","",""
"Untermieter","1994","4","Ost","","","",""
"Untermieter","1994","5","West","","","",""
"Untermieter","1994","5","Ost","","","",""
"Mieter","1994","1","West","","","",""
"Mieter","1994","1","Ost","","","",""
"Mieter","1994","2","West","","","",""
"Mieter","1994","2","Ost","","","",""
"Mieter","1994","3","West","","","",""
"Mieter","1994","3","Ost","","","",""
"Mieter","1994","4","West","","","",""
"Mieter","1994","4","Ost","","","",""
"Mieter","1994","5","West","","","",""
"Mieter","1994","5","Ost","","","",""
"Eigentuemer","1995","1","West","","","",""
"Eigentuemer","1995","1","Ost","","","",""
"Eigentuemer","1995","2","West","1191","0.35933050284118","0.345271187648708","0.373389818033652"
"Eigentuemer","1995","2","Ost","745","0.298851127739843","0.279635595702952","0.318066659776734"
"Eigentuemer","1995","3","West","1799","0.506993601150657","0.49217911543919","0.521808086862125"
"Eigentuemer","1995","3","Ost","713","0.356796275199369","0.335423846946476","0.378168703452262"
"Eigentuemer","1995","4","West","1359","0.526454069733455","0.507755285390013","0.545152854076897"
"Eigentuemer","1995","4","Ost","208","0.345141558880203","0.308135246950848","0.382147870809558"
"Eigentuemer","1995","5","West","830","0.669489362505711","0.643546913178348","0.695431811833074"
"Eigentuemer","1995","5","Ost","45","0.33627830040676","0.250673604208996","0.421882996604523"
"Hauptmieter","1995","1","West","","","",""
"Hauptmieter","1995","1","Ost","","","",""
"Hauptmieter","1995","2","West","3124","0.596067658277499","0.581689535297057","0.61044578125794"
"Hauptmieter","1995","2","Ost","1336","0.654878755849387","0.634922174717827","0.674835336980948"
"Hauptmieter","1995","3","West","2496","0.466356254187299","0.45157389750943","0.481138610865169"
"Hauptmieter","1995","3","Ost","1168","0.620098674950884","0.598444819051274","0.641752530850495"
"Hauptmieter","1995","4","West","1326","0.450989913788709","0.432355074524111","0.469624753053306"
"Hauptmieter","1995","4","Ost","411","0.631533433818756","0.593984234625441","0.66908263301207"
"Hauptmieter","1995","5","West","412","0.316481802630598","0.290831303040684","0.342132302220511"
"Hauptmieter","1995","5","Ost","68","0.627302600197609","0.539688927619364","0.714916272775854"
"Untermieter","1995","1","West","","","",""
"Untermieter","1995","1","Ost","","","",""
"Untermieter","1995","2","West","159","0.0446018388813215","0.038553046418022","0.0506506313446209"
"Untermieter","1995","2","Ost","99","0.0462701164107699","0.0374518577075545","0.0550883751139854"
"Untermieter","1995","3","West","80","0.0266501446620433","0.021877673288416","0.0314226160356706"
"Untermieter","1995","3","Ost","49","0.0231050498497464","0.0164023955002541","0.0298077041992388"
"Untermieter","1995","4","West","54","0.0225560164778364","0.0169953196807695","0.0281167132749033"
"Untermieter","1995","4","Ost","","","",""
"Untermieter","1995","5","West","","","",""
"Untermieter","1995","5","Ost","","","",""
"Mieter","1995","1","West","","","",""
"Mieter","1995","1","Ost","","","",""
"Mieter","1995","2","West","","","",""
"Mieter","1995","2","Ost","","","",""
"Mieter","1995","3","West","","","",""
"Mieter","1995","3","Ost","","","",""
"Mieter","1995","4","West","","","",""
"Mieter","1995","4","Ost","","","",""
"Mieter","1995","5","West","","","",""
"Mieter","1995","5","Ost","","","",""
"Eigentuemer","1996","1","West","","","",""
"Eigentuemer","1996","1","Ost","","","",""
"Eigentuemer","1996","2","West","1080","0.366919428159954","0.352028082248677","0.38181077407123"
"Eigentuemer","1996","2","Ost","682","0.322111349899577","0.300994171520784","0.34322852827837"
"Eigentuemer","1996","3","West","1736","0.482488019302097","0.467687938395281","0.497288100208914"
"Eigentuemer","1996","3","Ost","748","0.346677019861348","0.325814431530255","0.367539608192441"
"Eigentuemer","1996","4","West","1514","0.571425567348428","0.55310866416496","0.589742470531896"
"Eigentuemer","1996","4","Ost","280","0.340108305388153","0.306537456484539","0.373679154291767"
"Eigentuemer","1996","5","West","863","0.656615504761342","0.631144072516605","0.682086937006079"
"Eigentuemer","1996","5","Ost","59","0.298715081734869","0.225953501638312","0.371476661831426"
"Hauptmieter","1996","1","West","","","",""
"Hauptmieter","1996","1","Ost","","","",""
"Hauptmieter","1996","2","West","2773","0.591862086821251","0.576676456076544","0.607047717565958"
"Hauptmieter","1996","2","Ost","1124","0.63501793717762","0.613261766841663","0.656774107513576"
"Hauptmieter","1996","3","West","2542","0.493315133244597","0.47850729013877","0.508122976350423"
"Hauptmieter","1996","3","Ost","1207","0.627442024785553","0.606247414861157","0.648636634709948"
"Hauptmieter","1996","4","West","1232","0.411008384393304","0.392797166805565","0.429219601981043"
"Hauptmieter","1996","4","Ost","471","0.637403124847083","0.603335920459344","0.671470329234822"
"Hauptmieter","1996","5","West","441","0.322245248263912","0.297176248585623","0.347314247942201"
"Hauptmieter","1996","5","Ost","90","0.664264710123122","0.589189702665699","0.739339717580546"
"Untermieter","1996","1","West","","","",""
"Untermieter","1996","1","Ost","","","",""
"Untermieter","1996","2","West","171","0.0412184850187956","0.0350762710150481","0.0473606990225432"
"Untermieter","1996","2","Ost","75","0.0428707129228031","0.0337165350094012","0.0520248908362051"
"Untermieter","1996","3","West","101","0.0241968474533061","0.0196456977614765","0.0287479971451357"
"Untermieter","1996","3","Ost","44","0.0258809553530995","0.0189204966225975","0.0328414140836014"
"Untermieter","1996","4","West","58","0.0175660482582675","0.0127036804941675","0.0224284160223674"
"Untermieter","1996","4","Ost","","","",""
"Untermieter","1996","5","West","31","0.021139246974746","0.0134228835726069","0.0288556103768851"
"Untermieter","1996","5","Ost","","","",""
"Mieter","1996","1","West","","","",""
"Mieter","1996","1","Ost","","","",""
"Mieter","1996","2","West","","","",""
"Mieter","1996","2","Ost","","","",""
"Mieter","1996","3","West","","","",""
"Mieter","1996","3","Ost","","","",""
"Mieter","1996","4","West","","","",""
"Mieter","1996","4","Ost","","","",""
"Mieter","1996","5","West","","","",""
"Mieter","1996","5","Ost","","","",""
"Eigentuemer","1997","1","West","","","",""
"Eigentuemer","1997","1","Ost","","","",""
