year,regtyp,pli0095_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1999,Urban regions,Never,0.11820,1089,8828,0.11147,0.12494
1999,Rural regions,At least once per week,0.08431,489,4768,0.07642,0.09220
1999,Rural regions,At least once per month,0.23028,1498,4768,0.21833,0.24223
1999,Rural regions,Seldom,0.39586,2354,4768,0.38198,0.40975
1999,Rural regions,Never,0.10050,427,4768,0.09197,0.10904
2001,Urban regions,At least once per week,0.10123,1782,14195,0.09626,0.10619
2001,Urban regions,At least once per month,0.23595,4270,14195,0.22897,0.24294
2001,Urban regions,Seldom,0.36191,6319,14195,0.35400,0.36981
2001,Urban regions,Never,0.12108,1824,14195,0.11571,0.12644
2001,Rural regions,At least once per week,0.10139,926,7566,0.09459,0.10819
2001,Rural regions,At least once per month,0.25446,2440,7566,0.24465,0.26428
2001,Rural regions,Seldom,0.35211,3323,7566,0.34135,0.36288
2001,Rural regions,Never,0.11363,877,7566,0.10647,0.12078
2005,Urban regions,At least once per week,0.10133,1646,13672,0.09627,0.10638
2005,Urban regions,At least once per month,0.25475,4232,13672,0.24745,0.26206
2005,Urban regions,Seldom,0.37431,6317,13672,0.36620,0.38242
2005,Urban regions,Never,0.10379,1477,13672,0.09868,0.10890
2005,Rural regions,At least once per week,0.10135,783,6908,0.09423,0.10847
2005,Rural regions,At least once per month,0.26776,2244,6908,0.25732,0.27820
2005,Rural regions,Seldom,0.36671,3169,6908,0.35535,0.37808
2005,Rural regions,Never,0.10153,712,6908,0.09441,0.10866
2007,Urban regions,At least once per week,0.09811,1719,13374,0.09307,0.10315
2007,Urban regions,At least once per month,0.25515,4105,13374,0.24776,0.26254
2007,Urban regions,Seldom,0.36474,5988,13374,0.35658,0.37290
2007,Urban regions,Never,0.10918,1562,13374,0.10390,0.11447
2007,Rural regions,At least once per week,0.10415,847,7014,0.09700,0.11129
2007,Rural regions,At least once per month,0.27475,2343,7014,0.26430,0.28520
2007,Rural regions,Seldom,0.34697,3016,7014,0.33583,0.35811
2007,Rural regions,Never,0.10542,808,7014,0.09824,0.11261
2009,Urban regions,At least once per week,0.08639,1229,11609,0.08128,0.09150
2009,Urban regions,At least once per month,0.25209,3514,11609,0.24419,0.25999
2009,Urban regions,Seldom,0.39192,5559,11609,0.38304,0.40080
2009,Urban regions,Never,0.10353,1307,11609,0.09799,0.10907
2009,Rural regions,At least once per week,0.09540,676,6298,0.08814,0.10265
2009,Rural regions,At least once per month,0.27213,2026,6298,0.26113,0.28312
2009,Rural regions,Seldom,0.37359,2898,6298,0.36164,0.38554
2009,Rural regions,Never,0.09966,698,6298,0.09226,0.10706
2011,Urban regions,At least once per week,0.09894,2398,18093,0.09459,0.10329
2011,Urban regions,At least once per month,0.25020,5734,18093,0.24389,0.25652
2011,Urban regions,Seldom,0.38080,8033,18093,0.37373,0.38788
2011,Urban regions,Never,0.10159,1928,18093,0.09719,0.10600
2011,Rural regions,At least once per week,0.11251,1374,10169,0.10637,0.11866
2011,Rural regions,At least once per month,0.26209,3362,10169,0.25354,0.27063
2011,Rural regions,Seldom,0.36179,4308,10169,0.35245,0.37113
2011,Rural regions,Never,0.09931,1125,10169,0.09350,0.10512
2015,Urban regions,At least once per week,0.09900,2323,17435,0.09457,0.10344
2015,Urban regions,At least once per month,0.26334,5848,17435,0.25681,0.26988
2015,Urban regions,Seldom,0.38739,7723,17435,0.38016,0.39463
2015,Urban regions,Never,0.08941,1541,17435,0.08518,0.09365
2015,Rural regions,At least once per week,0.09655,1202,9281,0.09054,0.10256
2015,Rural regions,At least once per month,0.27452,3179,9281,0.26544,0.28360
2015,Rural regions,Seldom,0.38568,4056,9281,0.37578,0.39559
2015,Rural regions,Never,0.08785,844,9281,0.08209,0.09361
2017,Urban regions,At least once per week,0.11017,2417,17113,0.10548,0.11486
2017,Urban regions,At least once per month,0.27562,5894,17113,0.26892,0.28231
2017,Urban regions,Seldom,0.35267,7303,17113,0.34551,0.35983
2017,Urban regions,Never,0.09153,1499,17113,0.08721,0.09585
2017,Rural regions,At least once per week,0.12248,1422,9380,0.11584,0.12911
2017,Rural regions,At least once per month,0.28300,3336,9380,0.27389,0.29212
2017,Rural regions,Seldom,0.35011,3817,9380,0.34045,0.35976
2017,Rural regions,Never,0.08074,805,9380,0.07523,0.08626
