year,sex,pli0095_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1997,female,At least once per week,0.09961,772,6565,0.09237,0.10686
1997,female,At least once per month,0.20085,1752,6565,0.19116,0.21054
1997,female,Seldom,0.38192,3157,6565,0.37017,0.39368
1997,female,Never,0.14043,884,6565,0.13202,0.14883
1999,male,At least once per week,0.08121,709,6585,0.07461,0.08781
1999,male,At least once per month,0.25056,2176,6585,0.24010,0.26103
1999,male,Seldom,0.40119,3138,6585,0.38935,0.41303
1999,male,Never,0.08308,562,6585,0.07641,0.08974
1999,female,At least once per week,0.09165,745,7011,0.08489,0.09840
1999,female,At least once per month,0.19272,1816,7011,0.18348,0.20195
1999,female,Seldom,0.40065,3496,7011,0.38918,0.41212
1999,female,Never,0.14095,954,7011,0.13280,0.14909
2001,male,At least once per week,0.10185,1331,10462,0.09605,0.10764
2001,male,At least once per month,0.26507,3529,10462,0.25661,0.27353
2001,male,Seldom,0.35850,4573,10462,0.34931,0.36769
2001,male,Never,0.08899,1029,10462,0.08353,0.09444
2001,female,At least once per week,0.10074,1377,11299,0.09519,0.10629
2001,female,At least once per month,0.21955,3181,11299,0.21192,0.22719
2001,female,Seldom,0.35906,5069,11299,0.35022,0.36791
2001,female,Never,0.14722,1672,11299,0.14069,0.15375
2005,male,At least once per week,0.10075,1139,9855,0.09481,0.10669
2005,male,At least once per month,0.28058,3354,9855,0.27171,0.28945
2005,male,Seldom,0.37117,4522,9855,0.36163,0.38071
2005,male,Never,0.07660,840,9855,0.07135,0.08186
2005,female,At least once per week,0.10190,1290,10725,0.09617,0.10762
2005,female,At least once per month,0.23796,3122,10725,0.22990,0.24602
2005,female,Seldom,0.37261,4964,10725,0.36346,0.38176
2005,female,Never,0.12856,1349,10725,0.12223,0.13490
2007,male,At least once per week,0.10003,1237,9718,0.09407,0.10600
2007,male,At least once per month,0.28640,3298,9718,0.27741,0.29538
2007,male,Seldom,0.34749,4204,9718,0.33803,0.35696
2007,male,Never,0.08641,979,9718,0.08082,0.09200
2007,female,At least once per week,0.10007,1329,10670,0.09437,0.10576
2007,female,At least once per month,0.23738,3150,10670,0.22930,0.24545
2007,female,Seldom,0.37016,4800,10670,0.36099,0.37932
2007,female,Never,0.12878,1391,10670,0.12243,0.13514
2009,male,At least once per week,0.08764,906,8556,0.08165,0.09363
2009,male,At least once per month,0.27951,2853,8556,0.27000,0.28902
2009,male,Seldom,0.38067,3994,8556,0.37038,0.39096
2009,male,Never,0.08227,803,8556,0.07645,0.08809
2009,female,At least once per week,0.09091,999,9351,0.08508,0.09674
2009,female,At least once per month,0.23833,2687,9351,0.22969,0.24697
2009,female,Seldom,0.39114,4463,9351,0.38125,0.40103
2009,female,Never,0.12161,1202,9351,0.11499,0.12824
2011,male,At least once per week,0.10088,1634,12798,0.09566,0.10610
2011,male,At least once per month,0.27298,4372,12798,0.26526,0.28070
2011,male,Seldom,0.36987,5598,12798,0.36151,0.37824
2011,male,Never,0.08027,1194,12798,0.07557,0.08498
2011,female,At least once per week,0.10574,2138,15464,0.10089,0.11059
2011,female,At least once per month,0.23596,4724,15464,0.22927,0.24265
2011,female,Seldom,0.37917,6743,15464,0.37153,0.38682
2011,female,Never,0.12058,1859,15464,0.11545,0.12572
2015,male,At least once per week,0.09422,1590,12281,0.08905,0.09939
2015,male,At least once per month,0.28828,4427,12281,0.28026,0.29629
2015,male,Seldom,0.38164,5325,12281,0.37304,0.39023
2015,male,Never,0.07193,939,12281,0.06736,0.07650
2015,female,At least once per week,0.10210,1935,14435,0.09716,0.10704
2015,female,At least once per month,0.24625,4600,14435,0.23922,0.25328
2015,female,Seldom,0.39192,6454,14435,0.38395,0.39988
2015,female,Never,0.10538,1446,14435,0.10037,0.11039
2017,male,At least once per week,0.11467,1782,12237,0.10903,0.12032
2017,male,At least once per month,0.29582,4494,12237,0.28773,0.30391
2017,male,Seldom,0.34389,5043,12237,0.33547,0.35230
2017,male,Never,0.06840,918,12237,0.06393,0.07288
2017,female,At least once per week,0.11340,2057,14256,0.10819,0.11861
2017,female,At least once per month,0.26037,4736,14256,0.25316,0.26757
2017,female,Seldom,0.35973,6077,14256,0.35186,0.36761
2017,female,Never,0.10756,1386,14256,0.10247,0.11264
