year,bula_h,regtyp,hgeqpsol,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,Bavaria,Urban regions,Yes,0.06594,76,719,0.04778,0.08409
2009,Bavaria,Urban regions,No,0.92892,643,719,0.91013,0.94772
2009,Bavaria,Rural regions,Yes,0.10977,105,727,0.08703,0.13251
2009,Bavaria,Rural regions,No,0.87524,622,727,0.85120,0.89928
2009,Berlin,Urban regions,No,0.98494,433,433,0.97345,0.99642
2009,Brandenburg,Urban regions,No,0.93668,40,40,0.86024,1.01311
2009,Brandenburg,Rural regions,No,0.95186,384,384,0.93042,0.97330
2009,Mecklenburg-Western Pomerania,Rural regions,No,0.96913,227,227,0.94658,0.99168
2009,Saxony,Urban regions,No,0.96840,374,374,0.95064,0.98615
2009,Saxony,Rural regions,No,0.93304,343,343,0.90655,0.95953
2009,Saxony-Anhalt,Urban regions,No,0.99706,89,89,0.98574,1.00837
2009,Saxony-Anhalt,Rural regions,No,0.95026,320,320,0.92641,0.97412
2009,Thuringa,Urban regions,No,0.96417,136,136,0.93281,0.99552
2009,Thuringa,Rural regions,No,0.97293,300,300,0.95454,0.99133
2010,Schleswig-Holstein,Urban regions,No,0.93219,148,148,0.89154,0.97283
2010,Schleswig-Holstein,Rural regions,No,0.98491,287,287,0.97078,0.99904
2010,Hamburg,Urban regions,No,0.97039,236,236,0.94872,0.99206
2010,Lower Saxony,Urban regions,Yes,0.03977,35,587,0.02395,0.05559
2010,Lower Saxony,Urban regions,No,0.95655,552,587,0.94004,0.97305
2010,Lower Saxony,Rural regions,Yes,0.05910,59,671,0.04125,0.07696
2010,Lower Saxony,Rural regions,No,0.94090,612,671,0.92304,0.95875
2010,Bremen,Urban regions,No,0.97386,100,100,0.94243,1.00529
2010,North Rhine-Westphalia,Urban regions,Yes,0.03344,140,2732,0.02670,0.04018
2010,North Rhine-Westphalia,Urban regions,No,0.96071,2592,2732,0.95342,0.96800
2010,North Rhine-Westphalia,Rural regions,No,0.94180,66,66,0.88488,0.99872
2010,Hesse,Urban regions,Yes,0.06554,48,762,0.04796,0.08312
2010,Hesse,Urban regions,No,0.92199,714,762,0.90293,0.94104
2010,Hesse,Rural regions,No,0.92361,181,181,0.88481,0.96242
2010,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.05704,36,588,0.03827,0.07580
2010,"Rhineland-Palatinate, Saarland",Urban regions,No,0.93631,552,588,0.91656,0.95607
2010,"Rhineland-Palatinate, Saarland",Rural regions,No,0.92992,169,169,0.89132,0.96852
2010,Baden-Wuerttemberg,Urban regions,Yes,0.08359,151,1464,0.06941,0.09777
2010,Baden-Wuerttemberg,Urban regions,No,0.91050,1313,1464,0.89588,0.92513
2010,Baden-Wuerttemberg,Rural regions,Yes,0.16905,33,158,0.11042,0.22767
2010,Baden-Wuerttemberg,Rural regions,No,0.83095,125,158,0.77233,0.88958
2010,Bavaria,Urban regions,Yes,0.07601,106,938,0.05905,0.09298
2010,Bavaria,Urban regions,No,0.91257,832,938,0.89448,0.93065
2010,Bavaria,Rural regions,Yes,0.12931,213,1090,0.10938,0.14924
2010,Bavaria,Rural regions,No,0.85960,877,1090,0.83896,0.88023
2010,Berlin,Urban regions,No,0.98279,584,584,0.97223,0.99334
2010,Brandenburg,Urban regions,No,0.99292,45,45,0.96816,1.01769
2010,Brandenburg,Rural regions,No,0.95149,485,485,0.93235,0.97063
2010,Mecklenburg-Western Pomerania,Urban regions,No,0.99111,51,51,0.96508,1.01713
2010,Mecklenburg-Western Pomerania,Rural regions,No,0.94464,290,290,0.91828,0.97101
2010,Saxony,Urban regions,No,0.96292,477,477,0.94594,0.97989
2010,Saxony,Rural regions,No,0.94658,413,413,0.92487,0.96830
2010,Saxony-Anhalt,Urban regions,No,0.98223,101,101,0.95633,1.00812
2010,Saxony-Anhalt,Rural regions,No,0.94570,412,412,0.92379,0.96761
2010,Thuringa,Urban regions,No,0.95175,181,181,0.92044,0.98305
2010,Thuringa,Rural regions,No,0.95522,331,331,0.93291,0.97754
2011,Schleswig-Holstein,Urban regions,No,0.95448,162,162,0.92228,0.98668
2011,Schleswig-Holstein,Rural regions,No,0.95793,408,408,0.93843,0.97743
2011,Hamburg,Urban regions,No,0.98531,261,261,0.97069,0.99993
2011,Lower Saxony,Urban regions,Yes,0.04561,46,686,0.02999,0.06124
2011,Lower Saxony,Urban regions,No,0.95384,640,686,0.93813,0.96955
2011,Lower Saxony,Rural regions,Yes,0.07244,77,826,0.05476,0.09013
2011,Lower Saxony,Rural regions,No,0.92602,749,826,0.90816,0.94388
2011,Bremen,Urban regions,No,0.95728,116,116,0.92032,0.99424
2011,North Rhine-Westphalia,Urban regions,Yes,0.04013,181,3203,0.03334,0.04693
2011,North Rhine-Westphalia,Urban regions,No,0.95793,3022,3203,0.95097,0.96488
2011,North Rhine-Westphalia,Rural regions,No,0.86866,76,76,0.79221,0.94510
2011,Hesse,Urban regions,Yes,0.06468,65,921,0.04878,0.08057
2011,Hesse,Urban regions,No,0.93423,856,921,0.91822,0.95025
2011,Hesse,Rural regions,No,0.90036,208,208,0.85956,0.94117
2011,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.07039,54,698,0.05140,0.08938
2011,"Rhineland-Palatinate, Saarland",Urban regions,No,0.92614,644,698,0.90672,0.94556
2011,"Rhineland-Palatinate, Saarland",Rural regions,No,0.92964,227,227,0.89630,0.96299
2011,Baden-Wuerttemberg,Urban regions,Yes,0.10784,228,1768,0.09338,0.12230
2011,Baden-Wuerttemberg,Urban regions,No,0.89049,1540,1768,0.87593,0.90505
2011,Baden-Wuerttemberg,Rural regions,Yes,0.18149,53,230,0.13157,0.23141
2011,Baden-Wuerttemberg,Rural regions,No,0.80829,177,230,0.75730,0.85927
2011,Bavaria,Urban regions,Yes,0.08307,147,1189,0.06737,0.09876
2011,Bavaria,Urban regions,No,0.91291,1042,1189,0.89687,0.92894
2011,Bavaria,Rural regions,Yes,0.14878,288,1380,0.13000,0.16756
2011,Bavaria,Rural regions,No,0.84360,1092,1380,0.82443,0.86278
2011,Berlin,Urban regions,No,0.98790,660,660,0.97955,0.99625
2011,Brandenburg,Urban regions,No,0.99252,59,59,0.97035,1.01469
2011,Brandenburg,Rural regions,Yes,0.04769,40,620,0.03090,0.06448
2011,Brandenburg,Rural regions,No,0.95231,580,620,0.93552,0.96910
2011,Mecklenburg-Western Pomerania,Rural regions,No,0.93570,341,341,0.90963,0.96177
2011,Saxony,Urban regions,No,0.95415,536,536,0.93643,0.97188
2011,Saxony,Rural regions,No,0.93722,460,460,0.91502,0.95941
2011,Saxony-Anhalt,Urban regions,No,0.99157,143,143,0.97653,1.00661
2011,Saxony-Anhalt,Rural regions,No,0.93961,481,481,0.91830,0.96092
2011,Thuringa,Urban regions,No,0.94716,218,218,0.91739,0.97692
2011,Thuringa,Rural regions,No,0.94939,404,404,0.92799,0.97079
2012,Schleswig-Holstein,Urban regions,No,0.96338,165,165,0.93464,0.99213
2012,Schleswig-Holstein,Rural regions,Yes,0.05494,31,431,0.03340,0.07648
2012,Schleswig-Holstein,Rural regions,No,0.94506,400,431,0.92352,0.96660
2012,Hamburg,Urban regions,No,0.98038,265,265,0.96365,0.99711
2012,Lower Saxony,Urban regions,Yes,0.04960,47,630,0.03263,0.06656
2012,Lower Saxony,Urban regions,No,0.95040,583,630,0.93344,0.96737
2012,Lower Saxony,Rural regions,Yes,0.06704,89,850,0.05022,0.08386
2012,Lower Saxony,Rural regions,No,0.93296,761,850,0.91614,0.94978
2012,Bremen,Urban regions,No,0.97066,121,121,0.94047,1.00086
2012,North Rhine-Westphalia,Urban regions,Yes,0.04321,192,3126,0.03608,0.05033
2012,North Rhine-Westphalia,Urban regions,No,0.95413,2934,3126,0.94679,0.96146
2012,North Rhine-Westphalia,Rural regions,No,0.83731,68,68,0.74894,0.92569
2012,Hesse,Urban regions,Yes,0.07304,78,900,0.05603,0.09005
2012,Hesse,Urban regions,No,0.92605,822,900,0.90894,0.94316
2012,Hesse,Rural regions,Yes,0.12813,36,237,0.08549,0.17078
2012,Hesse,Rural regions,No,0.87187,201,237,0.82922,0.91451
2012,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.08059,58,698,0.06038,0.10080
2012,"Rhineland-Palatinate, Saarland",Urban regions,No,0.91941,640,698,0.89920,0.93962
2012,"Rhineland-Palatinate, Saarland",Rural regions,No,0.89537,207,207,0.85357,0.93717
2012,Baden-Wuerttemberg,Urban regions,Yes,0.11290,245,1685,0.09779,0.12802
2012,Baden-Wuerttemberg,Urban regions,No,0.88500,1440,1685,0.86976,0.90023
2012,Baden-Wuerttemberg,Rural regions,Yes,0.20623,53,219,0.15252,0.25994
2012,Baden-Wuerttemberg,Rural regions,No,0.79377,166,219,0.74006,0.84748
2012,Bavaria,Urban regions,Yes,0.09091,145,1133,0.07417,0.10766
2012,Bavaria,Urban regions,No,0.90258,988,1133,0.88531,0.91986
2012,Bavaria,Rural regions,Yes,0.13713,268,1395,0.11908,0.15519
2012,Bavaria,Rural regions,No,0.85866,1127,1395,0.84038,0.87695
2012,Berlin,Urban regions,No,0.97589,685,685,0.96439,0.98738
2012,Brandenburg,Urban regions,No,0.99232,56,56,0.96924,1.01539
2012,Brandenburg,Rural regions,Yes,0.05703,46,611,0.03863,0.07543
2012,Brandenburg,Rural regions,No,0.94297,565,611,0.92457,0.96137
2012,Mecklenburg-Western Pomerania,Rural regions,No,0.94845,343,343,0.92502,0.97189
2012,Saxony,Urban regions,Yes,0.05140,32,551,0.03295,0.06986
2012,Saxony,Urban regions,No,0.94860,519,551,0.93014,0.96705
2012,Saxony,Rural regions,Yes,0.07736,39,524,0.05446,0.10026
2012,Saxony,Rural regions,No,0.92264,485,524,0.89974,0.94554
2012,Saxony-Anhalt,Urban regions,No,0.98001,132,132,0.95605,1.00398
2012,Saxony-Anhalt,Rural regions,No,0.93288,460,460,0.90999,0.95577
2012,Thuringa,Urban regions,No,0.94885,206,206,0.91869,0.97901
2012,Thuringa,Rural regions,Yes,0.07965,33,426,0.05391,0.10539
2012,Thuringa,Rural regions,No,0.92035,393,426,0.89461,0.94609
2013,Schleswig-Holstein,Urban regions,No,0.96160,189,189,0.93414,0.98907
2013,Schleswig-Holstein,Rural regions,Yes,0.06453,33,459,0.04203,0.08704
2013,Schleswig-Holstein,Rural regions,No,0.93547,426,459,0.91296,0.95797
2013,Hamburg,Urban regions,No,0.97530,330,330,0.95852,0.99207
2013,Lower Saxony,Urban regions,Yes,0.05629,52,719,0.03943,0.07315
2013,Lower Saxony,Urban regions,No,0.94301,667,719,0.92605,0.95997
2013,Lower Saxony,Rural regions,Yes,0.08682,104,909,0.06851,0.10514
2013,Lower Saxony,Rural regions,No,0.91318,805,909,0.89486,0.93149
2013,Bremen,Urban regions,No,0.97896,142,142,0.95527,1.00265
2013,North Rhine-Westphalia,Urban regions,Yes,0.04993,201,3589,0.04280,0.05705
2013,North Rhine-Westphalia,Urban regions,No,0.94987,3388,3589,0.94273,0.95701
2013,North Rhine-Westphalia,Rural regions,No,0.85610,66,66,0.77077,0.94143
2013,Hesse,Urban regions,Yes,0.05692,71,1070,0.04303,0.07081
2013,Hesse,Urban regions,No,0.94245,999,1070,0.92848,0.95641
2013,Hesse,Rural regions,Yes,0.12509,33,237,0.08288,0.16730
2013,Hesse,Rural regions,No,0.87491,204,237,0.83270,0.91712
2013,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.08534,65,795,0.06591,0.10478
2013,"Rhineland-Palatinate, Saarland",Urban regions,No,0.91466,730,795,0.89522,0.93409
2013,"Rhineland-Palatinate, Saarland",Rural regions,No,0.87561,212,212,0.83108,0.92014
2013,Baden-Wuerttemberg,Urban regions,Yes,0.12283,251,1903,0.10808,0.13759
2013,Baden-Wuerttemberg,Urban regions,No,0.87693,1652,1903,0.86216,0.89169
2013,Baden-Wuerttemberg,Rural regions,Yes,0.22251,44,230,0.16864,0.27638
2013,Baden-Wuerttemberg,Rural regions,No,0.77749,186,230,0.72362,0.83136
2013,Bavaria,Urban regions,Yes,0.10273,165,1318,0.08633,0.11913
2013,Bavaria,Urban regions,No,0.89727,1153,1318,0.88087,0.91367
2013,Bavaria,Rural regions,Yes,0.14739,278,1528,0.12961,0.16517
2013,Bavaria,Rural regions,No,0.85088,1250,1528,0.83301,0.86874
2013,Berlin,Urban regions,No,0.98335,757,757,0.97423,0.99247
2013,Brandenburg,Urban regions,No,0.97318,57,57,0.93087,1.01549
2013,Brandenburg,Rural regions,Yes,0.07963,50,614,0.05820,0.10106
2013,Brandenburg,Rural regions,No,0.92037,564,614,0.89894,0.94180
2013,Mecklenburg-Western Pomerania,Urban regions,No,0.98421,51,51,0.94965,1.01876
2013,Mecklenburg-Western Pomerania,Rural regions,No,0.95332,313,313,0.92991,0.97672
2013,Saxony,Urban regions,No,0.93562,516,516,0.91442,0.95682
2013,Saxony,Rural regions,Yes,0.07687,37,502,0.05355,0.10020
2013,Saxony,Rural regions,No,0.92313,465,502,0.89980,0.94645
2013,Saxony-Anhalt,Urban regions,No,0.97309,146,146,0.94674,0.99943
2013,Saxony-Anhalt,Rural regions,No,0.93504,457,457,0.91242,0.95766
2013,Thuringa,Urban regions,No,0.94757,194,194,0.91612,0.97901
2013,Thuringa,Rural regions,No,0.93423,381,381,0.90931,0.95916
2014,Schleswig-Holstein,Urban regions,No,0.92968,159,159,0.88981,0.96955
2014,Schleswig-Holstein,Rural regions,No,0.92828,367,367,0.90185,0.95472
2014,Hamburg,Urban regions,No,0.97515,264,264,0.95633,0.99396
2014,Lower Saxony,Urban regions,Yes,0.07606,50,633,0.05540,0.09673
2014,Lower Saxony,Urban regions,No,0.92394,583,633,0.90327,0.94460
2014,Lower Saxony,Rural regions,Yes,0.09460,97,833,0.07472,0.11449
2014,Lower Saxony,Rural regions,No,0.90540,736,833,0.88551,0.92528
2014,Bremen,Urban regions,No,0.97036,119,119,0.93976,1.00096
2014,North Rhine-Westphalia,Urban regions,Yes,0.05388,207,3163,0.04601,0.06175
2014,North Rhine-Westphalia,Urban regions,No,0.94337,2956,3163,0.93532,0.95143
2014,North Rhine-Westphalia,Rural regions,No,0.82521,50,50,0.71887,0.93155
2014,Hesse,Urban regions,Yes,0.07672,75,910,0.05942,0.09403
2014,Hesse,Urban regions,No,0.92082,835,910,0.90327,0.93837
2014,Hesse,Rural regions,Yes,0.12241,31,203,0.07721,0.16761
2014,Hesse,Rural regions,No,0.87759,172,203,0.83239,0.92279
2014,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.08381,58,704,0.06333,0.10429
2014,"Rhineland-Palatinate, Saarland",Urban regions,No,0.90903,646,704,0.88777,0.93029
2014,"Rhineland-Palatinate, Saarland",Rural regions,No,0.89060,191,191,0.84622,0.93499
2014,Baden-Wuerttemberg,Urban regions,Yes,0.14091,234,1623,0.12398,0.15785
2014,Baden-Wuerttemberg,Urban regions,No,0.85737,1389,1623,0.84035,0.87438
2014,Baden-Wuerttemberg,Rural regions,Yes,0.25259,51,202,0.19252,0.31266
2014,Baden-Wuerttemberg,Rural regions,No,0.74741,151,202,0.68734,0.80748
2014,Bavaria,Urban regions,Yes,0.11135,163,1201,0.09355,0.12915
2014,Bavaria,Urban regions,No,0.88865,1038,1201,0.87085,0.90645
2014,Bavaria,Rural regions,Yes,0.13895,259,1349,0.12048,0.15741
2014,Bavaria,Rural regions,No,0.86081,1090,1349,0.84234,0.87929
2014,Berlin,Urban regions,No,0.98034,641,641,0.96958,0.99109
2014,Brandenburg,Urban regions,No,0.97453,53,53,0.93171,1.01735
2014,Brandenburg,Rural regions,Yes,0.07164,48,566,0.05038,0.09291
2014,Brandenburg,Rural regions,No,0.92836,518,566,0.90709,0.94962
2014,Mecklenburg-Western Pomerania,Urban regions,No,0.99298,43,43,0.96772,1.01823
2014,Mecklenburg-Western Pomerania,Rural regions,No,0.94314,292,292,0.91653,0.96975
2014,Saxony,Urban regions,No,0.94262,476,476,0.92170,0.96353
2014,Saxony,Rural regions,Yes,0.10868,43,450,0.07989,0.13747
2014,Saxony,Rural regions,No,0.89132,407,450,0.86253,0.92011
2014,Saxony-Anhalt,Urban regions,No,0.98333,136,136,0.96174,1.00493
2014,Saxony-Anhalt,Rural regions,Yes,0.07919,32,443,0.05402,0.10437
2014,Saxony-Anhalt,Rural regions,No,0.91574,411,443,0.88985,0.94164
2014,Thuringa,Urban regions,No,0.95691,191,191,0.92804,0.98579
2014,Thuringa,Rural regions,Yes,0.08887,33,394,0.06073,0.11700
2014,Thuringa,Rural regions,No,0.91113,361,394,0.88300,0.93927
2015,Schleswig-Holstein,Urban regions,No,0.91124,144,144,0.86463,0.95785
2015,Schleswig-Holstein,Rural regions,Yes,0.09381,37,395,0.06502,0.12260
2015,Schleswig-Holstein,Rural regions,No,0.90619,358,395,0.87740,0.93498
2015,Hamburg,Urban regions,No,0.96940,274,274,0.94896,0.98983
2015,Lower Saxony,Urban regions,Yes,0.06131,50,625,0.04248,0.08013
2015,Lower Saxony,Urban regions,No,0.93732,575,625,0.91830,0.95634
2015,Lower Saxony,Rural regions,Yes,0.08793,98,868,0.06908,0.10678
2015,Lower Saxony,Rural regions,No,0.91207,770,868,0.89322,0.93092
2015,Bremen,Urban regions,No,0.97214,113,113,0.94167,1.00262
2015,North Rhine-Westphalia,Urban regions,Yes,0.05234,195,3148,0.04456,0.06012
2015,North Rhine-Westphalia,Urban regions,No,0.94369,2953,3148,0.93564,0.95175
2015,North Rhine-Westphalia,Rural regions,No,0.80460,43,43,0.68469,0.92452
2015,Hesse,Urban regions,Yes,0.07003,70,908,0.05342,0.08664
2015,Hesse,Urban regions,No,0.92705,838,908,0.91012,0.94397
2015,Hesse,Rural regions,Yes,0.12454,32,217,0.08051,0.16858
2015,Hesse,Rural regions,No,0.87007,185,217,0.82524,0.91491
2015,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.08614,55,682,0.06506,0.10721
2015,"Rhineland-Palatinate, Saarland",Urban regions,No,0.91386,627,682,0.89279,0.93494
2015,"Rhineland-Palatinate, Saarland",Rural regions,No,0.87830,209,209,0.83387,0.92273
2015,Baden-Wuerttemberg,Urban regions,Yes,0.14496,239,1638,0.12790,0.16201
2015,Baden-Wuerttemberg,Urban regions,No,0.85478,1399,1638,0.83771,0.87184
2015,Baden-Wuerttemberg,Rural regions,Yes,0.24700,52,187,0.18502,0.30898
2015,Baden-Wuerttemberg,Rural regions,No,0.75300,135,187,0.69102,0.81498
2015,Bavaria,Urban regions,Yes,0.11629,169,1243,0.09846,0.13411
2015,Bavaria,Urban regions,No,0.88255,1074,1243,0.86464,0.90045
2015,Bavaria,Rural regions,Yes,0.16338,267,1342,0.14359,0.18317
2015,Bavaria,Rural regions,No,0.83662,1075,1342,0.81683,0.85641
2015,Berlin,Urban regions,No,0.98015,636,636,0.96930,0.99100
2015,Brandenburg,Urban regions,No,0.99251,48,48,0.96787,1.01716
2015,Brandenburg,Rural regions,Yes,0.09331,52,558,0.06916,0.11747
2015,Brandenburg,Rural regions,No,0.90669,506,558,0.88253,0.93084
2015,Mecklenburg-Western Pomerania,Urban regions,No,0.97496,43,43,0.92770,1.02221
2015,Mecklenburg-Western Pomerania,Rural regions,No,0.91677,281,281,0.88442,0.94913
2015,Saxony,Urban regions,No,0.93186,474,474,0.90915,0.95457
2015,Saxony,Rural regions,Yes,0.11910,41,411,0.08775,0.15045
2015,Saxony,Rural regions,No,0.87984,370,411,0.84836,0.91131
2015,Saxony-Anhalt,Urban regions,No,0.98916,130,130,0.97129,1.00703
2015,Saxony-Anhalt,Rural regions,No,0.92079,382,382,0.89367,0.94791
2015,Thuringa,Urban regions,No,0.93567,183,183,0.90002,0.97131
2015,Thuringa,Rural regions,Yes,0.11166,35,387,0.08024,0.14308
2015,Thuringa,Rural regions,No,0.88777,352,387,0.85628,0.91926
2016,Schleswig-Holstein,Urban regions,No,0.90330,132,132,0.85269,0.95391
2016,Schleswig-Holstein,Rural regions,Yes,0.09126,33,364,0.06163,0.12089
2016,Schleswig-Holstein,Rural regions,No,0.90597,331,364,0.87595,0.93600
2016,Hamburg,Urban regions,No,0.95219,254,254,0.92590,0.97848
2016,Lower Saxony,Urban regions,Yes,0.05819,41,566,0.03889,0.07750
2016,Lower Saxony,Urban regions,No,0.93258,525,566,0.91191,0.95326
2016,Lower Saxony,Rural regions,Yes,0.07700,87,781,0.05829,0.09571
2016,Lower Saxony,Rural regions,No,0.91845,694,781,0.89924,0.93765
2016,Bremen,Urban regions,No,0.93127,99,99,0.88117,0.98136
2016,North Rhine-Westphalia,Urban regions,Yes,0.04664,186,2854,0.03891,0.05438
2016,North Rhine-Westphalia,Urban regions,No,0.94559,2668,2854,0.93726,0.95391
2016,North Rhine-Westphalia,Rural regions,No,0.84960,43,43,0.74149,0.95771
2016,Hesse,Urban regions,Yes,0.06538,61,799,0.04823,0.08253
2016,Hesse,Urban regions,No,0.93091,738,799,0.91331,0.94850
2016,Hesse,Rural regions,No,0.86801,151,151,0.81384,0.92217
2016,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.09486,55,623,0.07183,0.11789
2016,"Rhineland-Palatinate, Saarland",Urban regions,No,0.89441,568,623,0.87026,0.91857
2016,"Rhineland-Palatinate, Saarland",Rural regions,No,0.87520,199,199,0.82916,0.92123
2016,Baden-Wuerttemberg,Urban regions,Yes,0.14522,223,1450,0.12708,0.16336
2016,Baden-Wuerttemberg,Urban regions,No,0.84624,1227,1450,0.82766,0.86481
