year,quintil_oecd,plj0024_h,proportion,n,proportion_lower_confidence,proportion_upper_confidence
2012,4th Quintile,Later,0.04522785898538263,40229,0.04319718906089925,0.04725852890986602
2012,5th Quintile,Since birth,0.9675503404316964,40229,0.9658188172499257,0.9692818636134671
2012,5th Quintile,Later,0.03244965956830364,40229,0.030718136386532868,0.03418118275007441
2013,1st Quintile,Since birth,0.9086092715231788,44486,0.9059314351013723,0.9112871079449854
2013,1st Quintile,Later,0.0913907284768212,44486,0.08871289205501469,0.09406856489862771
2013,2nd Quintile,Since birth,0.9075677185143814,44486,0.904876210056058,0.9102592269727049
2013,2nd Quintile,Later,0.09243228148561854,44486,0.08974077302729508,0.095123789943942
2013,3rd Quintile,Since birth,0.939656912209889,44486,0.9374441088929518,0.9418697155268262
2013,3rd Quintile,Later,0.060343087790111,44486,0.058130284473173845,0.06255589110704815
2013,4th Quintile,Since birth,0.9572384527501224,44486,0.9553583518118587,0.9591185536883862
2013,4th Quintile,Later,0.04276154724987759,44486,0.04088144631161382,0.044641648188141356
2013,5th Quintile,Since birth,0.9667846447046011,44486,0.9651193974906035,0.9684498919185988
2013,5th Quintile,Later,0.03321535529539885,44486,0.031550108081401275,0.03488060250939643
2014,1st Quintile,Since birth,0.83,38694,0.8262571901428589,0.833742809857141
2014,1st Quintile,Later,0.17,38694,0.16625719014285897,0.17374280985714105
2014,2nd Quintile,Since birth,0.8329099633079311,38694,0.8291928263457101,0.8366271002701521
2014,2nd Quintile,Later,0.16709003669206887,38694,0.16337289972984786,0.17080717365428988
2014,3rd Quintile,Since birth,0.8928496540155169,38694,0.8897677421571827,0.895931565873851
2014,3rd Quintile,Later,0.10715034598448311,38694,0.10406843412614893,0.1102322578428173
2014,4th Quintile,Since birth,0.910918071878726,38694,0.9080797037536331,0.9137564400038188
2014,4th Quintile,Later,0.08908192812127406,38694,0.08624355999618115,0.09192029624636698
2014,5th Quintile,Since birth,0.9538050734312417,38694,0.9517135573297648,0.9558965895327185
2014,5th Quintile,Later,0.04619492656875834,38694,0.044103410467281536,0.04828644267023515
2015,1st Quintile,Since birth,0.8335839598997494,38036,0.8298408643071622,0.8373270554923367
2015,1st Quintile,Later,0.16641604010025063,38036,0.16267294450766334,0.17015913569283792
2015,2nd Quintile,Since birth,0.8502897617514488,38036,0.8467041118966904,0.8538754116062072
2015,2nd Quintile,Later,0.1497102382485512,38036,0.1461245883937928,0.1532958881033096
2015,3rd Quintile,Since birth,0.8814882866329812,38036,0.8782400507227408,0.8847365225432215
2015,3rd Quintile,Later,0.11851171336701884,38036,0.11526347745677841,0.12175994927725926
2015,4th Quintile,Since birth,0.9145343777197563,38036,0.9117247136399913,0.9173440417995213
2015,4th Quintile,Later,0.0854656222802437,38036,0.08265595820047862,0.08827528636000877
2015,5th Quintile,Since birth,0.9481431465226199,38036,0.9459147181062586,0.9503715749389812
2015,5th Quintile,Later,0.05185685347738015,38036,0.04962842506101886,0.05408528189374144
2016,1st Quintile,Since birth,0.8419889502762431,41132,0.838463918120838,0.8455139824316482
2016,1st Quintile,Later,0.1580110497237569,41132,0.15448601756835176,0.16153608187916205
2016,2nd Quintile,Since birth,0.8415605095541401,41132,0.8380315998155382,0.845089419292742
2016,2nd Quintile,Later,0.15843949044585987,41132,0.154910580707258,0.16196840018446174
2016,3rd Quintile,Since birth,0.8766485647788984,41132,0.8734705857696474,0.8798265437881494
2016,3rd Quintile,Later,0.12335143522110163,41132,0.12017345621185063,0.12652941423035263
2016,4th Quintile,Since birth,0.9109918578830496,41132,0.9082399222382828,0.9137437935278164
2016,4th Quintile,Later,0.0890081421169504,41132,0.08625620647218352,0.0917600777617173
2016,5th Quintile,Since birth,0.9487552966101694,41132,0.9466243736129869,0.950886219607352
2016,5th Quintile,Later,0.05124470338983051,41132,0.04911378039264797,0.05337562638701305
2017,1st Quintile,Since birth,0.8327621658670322,45410,0.8293296853514611,0.8361946463826033
2017,1st Quintile,Later,0.16723783413296778,45410,0.16380535361739673,0.17067031464853882
2017,2nd Quintile,Since birth,0.841843651152282,45410,0.8384875166610248,0.8451997856435391
2017,2nd Quintile,Later,0.15815634884771804,45410,0.15480021435646085,0.16151248333897522
2017,3rd Quintile,Since birth,0.8801582815149802,45410,0.8771710786010654,0.8831454844288951
2017,3rd Quintile,Later,0.11984171848501979,45410,0.11685451557110495,0.12282892139893463
2017,4th Quintile,Since birth,0.9128155339805826,45410,0.9102208086745952,0.9154102592865699
2017,4th Quintile,Later,0.08718446601941747,45410,0.08458974071343008,0.08977919132540486
2017,5th Quintile,Since birth,0.9456815548976703,45410,0.9435969370852433,0.9477661727100972
2017,5th Quintile,Later,0.05431844510232977,45410,0.052233827289902834,0.056403062914756705
2018,1st Quintile,Since birth,0.8507570295602018,43121,0.8473937623380157,0.854120296782388
2018,1st Quintile,Later,0.14924297043979812,43121,0.145879703217612,0.15260623766198422
2018,2nd Quintile,Since birth,0.8575418994413407,43121,0.8542428949364579,0.8608409039462236
2018,2nd Quintile,Later,0.1424581005586592,43121,0.13915909605377633,0.1457571050635421
2018,3rd Quintile,Since birth,0.8910238814164151,43121,0.8880826987398772,0.893965064092953
2018,3rd Quintile,Later,0.10897611858358495,43121,0.10603493590704711,0.1119173012601228
2018,4th Quintile,Since birth,0.9132435657064939,43121,0.9105867843376595,0.9159003470753283
2018,4th Quintile,Later,0.08675643429350605,43121,0.0840996529246717,0.0894132156623404
2018,5th Quintile,Since birth,0.9470733348284369,43121,0.9449601342091328,0.949186535447741
2018,5th Quintile,Later,0.05292666517156313,43121,0.05081346455225904,0.05503986579086722
2020,1st Quintile,Since birth,0.8538116591928251,42741,0.8504622273805132,0.8571610910051369
2020,1st Quintile,Later,0.14618834080717488,42741,0.14283890899486307,0.1495377726194867
2020,2nd Quintile,Since birth,0.8664259927797834,42741,0.8632007646002527,0.869651220959314
2020,2nd Quintile,Later,0.13357400722021662,42741,0.130348779040686,0.13679923539974723
2020,3rd Quintile,Since birth,0.8948170731707317,42741,0.8919085435673393,0.897725602774124
2020,3rd Quintile,Later,0.10518292682926829,42741,0.10227439722587586,0.10809145643266072
2020,4th Quintile,Since birth,0.9152070063694268,42741,0.9125659760674354,0.9178480366714181
2020,4th Quintile,Later,0.08479299363057324,42741,0.08215196332858189,0.0874340239325646
2020,5th Quintile,Since birth,0.9441872885882143,42741,0.9420109354442328,0.9463636417321959
2020,5th Quintile,Later,0.05581271141178565,42741,0.053636358267804135,0.05798906455576716
2021,1st Quintile,Since birth,0.8513157894736842,27598,0.8471182476121207,0.8555133313352478
2021,1st Quintile,Later,0.14868421052631578,27598,0.14448666866475227,0.1528817523878793
2021,2nd Quintile,Since birth,0.8677196446199408,27598,0.863722455859521,0.8717168333803605
2021,2nd Quintile,Later,0.13228035538005922,27598,0.12828316661963948,0.13627754414047896
2021,3rd Quintile,Since birth,0.894993894993895,27598,0.8913770110188262,0.8986107789689639
2021,3rd Quintile,Later,0.10500610500610501,27598,0.10138922103103609,0.10862298898117392
2021,4th Quintile,Since birth,0.9209960036889026,27598,0.9178134871512778,0.9241785202265274
2021,4th Quintile,Later,0.07900399631109745,27598,0.07582147977347264,0.08218651284872225
2021,5th Quintile,Since birth,0.9421478060046189,27598,0.9393933445223451,0.9449022674868927
2021,5th Quintile,Later,0.057852193995381065,27598,0.055097732513107275,0.060606655477654856
