"ple0081_h","year","bildungsniveau","sampreg","n","percent","lower_confidence","upper_confidence"
"Nein","2018","Realschule","Westdeutschland","3273","0.726774236410156","0.713725463594445","0.739823009225866"
"Nein","2018","Realschule","Ostdeutschland","1455","0.68183877911812","0.662233053371843","0.701444504864397"
"Nein","2018","(Fach-)Abitur","Westdeutschland","2660","0.766514969941339","0.752361455499454","0.780668484383224"
"Nein","2018","(Fach-)Abitur","Ostdeutschland","436","0.769960859020433","0.735885967980745","0.80403575006012"
"Nein","2018","AkademikerIn","Westdeutschland","4275","0.849147322614667","0.839169843683511","0.859124801545823"
"Nein","2018","AkademikerIn","Ostdeutschland","1173","0.851843602425416","0.833167733005101","0.87051947184573"
"Ja","2019","(noch) kein Abschluss","Westdeutschland","","","",""
"Ja","2019","(noch) kein Abschluss","Ostdeutschland","","","",""
"Ja","2019","Hauptschule","Westdeutschland","","","",""
"Ja","2019","Hauptschule","Ostdeutschland","","","",""
"Ja","2019","Realschule","Westdeutschland","","","",""
"Ja","2019","Realschule","Ostdeutschland","","","",""
"Ja","2019","(Fach-)Abitur","Westdeutschland","","","",""
"Ja","2019","(Fach-)Abitur","Ostdeutschland","","","",""
"Ja","2019","AkademikerIn","Westdeutschland","","","",""
"Ja","2019","AkademikerIn","Ostdeutschland","","","",""
"Nein","2019","(noch) kein Abschluss","Westdeutschland","","","",""
"Nein","2019","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nein","2019","Hauptschule","Westdeutschland","","","",""
"Nein","2019","Hauptschule","Ostdeutschland","","","",""
"Nein","2019","Realschule","Westdeutschland","","","",""
"Nein","2019","Realschule","Ostdeutschland","","","",""
"Nein","2019","(Fach-)Abitur","Westdeutschland","","","",""
"Nein","2019","(Fach-)Abitur","Ostdeutschland","","","",""
"Nein","2019","AkademikerIn","Westdeutschland","","","",""
"Nein","2019","AkademikerIn","Ostdeutschland","","","",""
"Ja","2020","(noch) kein Abschluss","Westdeutschland","523","0.324963022959456","0.302411930195221","0.34751411572369"
"Ja","2020","(noch) kein Abschluss","Ostdeutschland","67","0.198347250156661","0.14959577464182","0.247098725671503"
"Ja","2020","Hauptschule","Westdeutschland","1765","0.280087130213052","0.268282937268243","0.29189132315786"
"Ja","2020","Hauptschule","Ostdeutschland","357","0.325269777987862","0.295939107466489","0.354600448509235"
"Ja","2020","Realschule","Westdeutschland","1071","0.25243099627799","0.239381514970678","0.265480477585301"
"Ja","2020","Realschule","Ostdeutschland","623","0.316946574406755","0.29642102055114","0.33747212826237"
"Ja","2020","(Fach-)Abitur","Westdeutschland","928","0.213433141382773","0.201082788922869","0.225783493842676"
"Ja","2020","(Fach-)Abitur","Ostdeutschland","181","0.217042590767251","0.186350743718481","0.247734437816021"
"Ja","2020","AkademikerIn","Westdeutschland","862","0.128672511749001","0.120236596105663","0.137108427392339"
"Ja","2020","AkademikerIn","Ostdeutschland","259","0.15834069223674","0.140715497575167","0.175965886898313"
"Nein","2020","(noch) kein Abschluss","Westdeutschland","1134","0.675036977040544","0.65248588427631","0.697588069804779"
"Nein","2020","(noch) kein Abschluss","Ostdeutschland","190","0.801652749843339","0.752901274328497","0.85040422535818"
"Nein","2020","Hauptschule","Westdeutschland","3794","0.719912869786948","0.70810867684214","0.731717062731757"
"Nein","2020","Hauptschule","Ostdeutschland","623","0.674730222012138","0.645399551490765","0.704060892533511"
"Nein","2020","Realschule","Westdeutschland","3186","0.74756900372201","0.734519522414699","0.760618485029322"
"Nein","2020","Realschule","Ostdeutschland","1351","0.683053425593245","0.66252787173763","0.70357897944886"
"Nein","2020","(Fach-)Abitur","Westdeutschland","3300","0.786566858617227","0.774216506157323","0.798917211077131"
"Nein","2020","(Fach-)Abitur","Ostdeutschland","512","0.782957409232749","0.752265562183979","0.813649256281519"
"Nein","2020","AkademikerIn","Westdeutschland","5190","0.871327488250999","0.862891572607661","0.879763403894337"
"Nein","2020","AkademikerIn","Ostdeutschland","1389","0.84165930776326","0.824034113101687","0.859284502424833"
