year,bula_h,regtyp,ple0081_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2002,Baden-Wuerttemberg,Urban regions,No,0.71714,1798,2541,0.69963,0.73466
2002,Baden-Wuerttemberg,Rural regions,Yes,0.21098,59,258,0.16110,0.26086
2002,Baden-Wuerttemberg,Rural regions,No,0.78902,199,258,0.73914,0.83890
2002,Bavaria,Urban regions,Yes,0.28890,452,1635,0.26692,0.31087
2002,Bavaria,Urban regions,No,0.71110,1183,1635,0.68913,0.73308
2002,Bavaria,Rural regions,Yes,0.27990,470,1620,0.25803,0.30177
2002,Bavaria,Rural regions,No,0.72010,1150,1620,0.69823,0.74197
2002,Berlin,Urban regions,Yes,0.38776,311,827,0.35454,0.42099
2002,Berlin,Urban regions,No,0.61224,516,827,0.57901,0.64546
2002,Brandenburg,Urban regions,No,0.66948,49,49,0.53641,0.80256
2002,Brandenburg,Rural regions,Yes,0.28720,249,892,0.25749,0.31691
2002,Brandenburg,Rural regions,No,0.71280,643,892,0.68309,0.74251
2002,Mecklenburg-Western Pomerania,Urban regions,No,0.76094,56,56,0.64822,0.87366
2002,Mecklenburg-Western Pomerania,Rural regions,Yes,0.32251,139,443,0.27893,0.36608
2002,Mecklenburg-Western Pomerania,Rural regions,No,0.67749,304,443,0.63392,0.72107
2002,Saxony,Urban regions,Yes,0.26382,198,798,0.23322,0.29441
2002,Saxony,Urban regions,No,0.73618,600,798,0.70559,0.76678
2002,Saxony,Rural regions,Yes,0.24621,229,850,0.21723,0.27519
2002,Saxony,Rural regions,No,0.75379,621,850,0.72481,0.78277
2002,Saxony-Anhalt,Urban regions,Yes,0.27219,43,180,0.20699,0.33740
2002,Saxony-Anhalt,Urban regions,No,0.72781,137,180,0.66260,0.79301
2002,Saxony-Anhalt,Rural regions,Yes,0.32793,269,791,0.29519,0.36066
2002,Saxony-Anhalt,Rural regions,No,0.67207,522,791,0.63934,0.70481
2002,Thuringa,Urban regions,Yes,0.34408,91,288,0.28911,0.39904
2002,Thuringa,Urban regions,No,0.65592,197,288,0.60096,0.71089
2002,Thuringa,Rural regions,Yes,0.27459,208,679,0.24100,0.30819
2002,Thuringa,Rural regions,No,0.72541,471,679,0.69181,0.75900
2004,Schleswig-Holstein,Urban regions,Yes,0.31677,89,287,0.26285,0.37069
2004,Schleswig-Holstein,Urban regions,No,0.68323,198,287,0.62931,0.73715
2004,Schleswig-Holstein,Rural regions,Yes,0.32836,114,382,0.28120,0.37551
2004,Schleswig-Holstein,Rural regions,No,0.67164,268,382,0.62449,0.71880
2004,Hamburg,Urban regions,Yes,0.36289,84,292,0.30764,0.41814
2004,Hamburg,Urban regions,No,0.63711,208,292,0.58186,0.69236
2004,Lower Saxony,Urban regions,Yes,0.30981,276,902,0.27961,0.34000
2004,Lower Saxony,Urban regions,No,0.69019,626,902,0.66000,0.72039
2004,Lower Saxony,Rural regions,Yes,0.29557,286,978,0.26696,0.32418
2004,Lower Saxony,Rural regions,No,0.70443,692,978,0.67582,0.73304
2004,Bremen,Urban regions,Yes,0.32153,56,167,0.25048,0.39258
2004,Bremen,Urban regions,No,0.67847,111,167,0.60742,0.74952
2004,North Rhine-Westphalia,Urban regions,Yes,0.31252,1416,4416,0.29884,0.32619
2004,North Rhine-Westphalia,Urban regions,No,0.68748,3000,4416,0.67381,0.70116
2004,North Rhine-Westphalia,Rural regions,No,0.70804,77,77,0.60582,0.81026
2004,Hesse,Urban regions,Yes,0.29409,343,1186,0.26815,0.32003
2004,Hesse,Urban regions,No,0.70591,843,1186,0.67997,0.73185
2004,Hesse,Rural regions,Yes,0.29456,77,255,0.23850,0.35062
2004,Hesse,Rural regions,No,0.70544,178,255,0.64938,0.76150
2004,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.33029,310,995,0.30105,0.35953
2004,"Rhineland-Palatinate, Saarland",Urban regions,No,0.66971,685,995,0.64047,0.69895
2004,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.28983,96,306,0.23891,0.34075
2004,"Rhineland-Palatinate, Saarland",Rural regions,No,0.71017,210,306,0.65925,0.76109
2004,Baden-Wuerttemberg,Urban regions,Yes,0.27945,665,2372,0.26139,0.29751
2004,Baden-Wuerttemberg,Urban regions,No,0.72055,1707,2372,0.70249,0.73861
2004,Baden-Wuerttemberg,Rural regions,Yes,0.23692,54,231,0.18197,0.29187
2004,Baden-Wuerttemberg,Rural regions,No,0.76308,177,231,0.70813,0.81803
2004,Bavaria,Urban regions,Yes,0.26725,382,1529,0.24506,0.28944
2004,Bavaria,Urban regions,No,0.73275,1147,1529,0.71056,0.75494
2004,Bavaria,Rural regions,Yes,0.28732,436,1511,0.26449,0.31014
2004,Bavaria,Rural regions,No,0.71268,1075,1511,0.68986,0.73551
2004,Berlin,Urban regions,Yes,0.39394,286,804,0.36014,0.42774
2004,Berlin,Urban regions,No,0.60606,518,804,0.57226,0.63986
2004,Brandenburg,Urban regions,No,0.63916,51,51,0.50604,0.77227
2004,Brandenburg,Rural regions,Yes,0.28584,227,829,0.25507,0.31662
2004,Brandenburg,Rural regions,No,0.71416,602,829,0.68338,0.74493
2004,Mecklenburg-Western Pomerania,Urban regions,No,0.64827,49,49,0.51318,0.78336
2004,Mecklenburg-Western Pomerania,Rural regions,Yes,0.27427,122,434,0.23224,0.31629
2004,Mecklenburg-Western Pomerania,Rural regions,No,0.72573,312,434,0.68371,0.76776
2004,Saxony,Urban regions,Yes,0.26732,190,778,0.23620,0.29844
2004,Saxony,Urban regions,No,0.73268,588,778,0.70156,0.76380
2004,Saxony,Rural regions,Yes,0.25640,210,787,0.22587,0.28693
2004,Saxony,Rural regions,No,0.74360,577,787,0.71307,0.77413
2004,Saxony-Anhalt,Urban regions,Yes,0.27142,48,179,0.20609,0.33675
2004,Saxony-Anhalt,Urban regions,No,0.72858,131,179,0.66325,0.79391
2004,Saxony-Anhalt,Rural regions,Yes,0.29259,246,743,0.25986,0.32533
2004,Saxony-Anhalt,Rural regions,No,0.70741,497,743,0.67467,0.74014
2004,Thuringa,Urban regions,Yes,0.32676,83,283,0.27201,0.38150
2004,Thuringa,Urban regions,No,0.67324,200,283,0.61850,0.72799
2004,Thuringa,Rural regions,Yes,0.28705,201,659,0.25248,0.32161
2004,Thuringa,Rural regions,No,0.71295,458,659,0.67839,0.74752
2006,Schleswig-Holstein,Urban regions,Yes,0.30423,77,289,0.25109,0.35736
2006,Schleswig-Holstein,Urban regions,No,0.69577,212,289,0.64264,0.74891
2006,Schleswig-Holstein,Rural regions,Yes,0.35138,118,384,0.30357,0.39920
2006,Schleswig-Holstein,Rural regions,No,0.64862,266,384,0.60080,0.69643
2006,Hamburg,Urban regions,Yes,0.32762,83,302,0.27460,0.38065
2006,Hamburg,Urban regions,No,0.67238,219,302,0.61935,0.72540
2006,Lower Saxony,Urban regions,Yes,0.28649,260,926,0.25736,0.31563
2006,Lower Saxony,Urban regions,No,0.71351,666,926,0.68437,0.74264
2006,Lower Saxony,Rural regions,Yes,0.30072,304,1033,0.27274,0.32870
2006,Lower Saxony,Rural regions,No,0.69928,729,1033,0.67130,0.72726
2006,Bremen,Urban regions,Yes,0.30580,42,144,0.23028,0.38131
2006,Bremen,Urban regions,No,0.69420,102,144,0.61869,0.76972
2006,North Rhine-Westphalia,Urban regions,Yes,0.32063,1369,4424,0.30688,0.33439
2006,North Rhine-Westphalia,Urban regions,No,0.67937,3055,4424,0.66561,0.69312
2006,North Rhine-Westphalia,Rural regions,Yes,0.27431,31,119,0.19381,0.35482
2006,North Rhine-Westphalia,Rural regions,No,0.72569,88,119,0.64518,0.80619
2006,Hesse,Urban regions,Yes,0.32737,345,1210,0.30092,0.35382
2006,Hesse,Urban regions,No,0.67263,865,1210,0.64618,0.69908
2006,Hesse,Rural regions,Yes,0.29041,78,271,0.23627,0.34456
2006,Hesse,Rural regions,No,0.70959,193,271,0.65544,0.76373
2006,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.32761,295,973,0.29810,0.35712
2006,"Rhineland-Palatinate, Saarland",Urban regions,No,0.67239,678,973,0.64288,0.70190
2006,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.25783,86,315,0.20944,0.30621
2006,"Rhineland-Palatinate, Saarland",Rural regions,No,0.74217,229,315,0.69379,0.79056
2006,Baden-Wuerttemberg,Urban regions,Yes,0.28725,675,2483,0.26945,0.30505
2006,Baden-Wuerttemberg,Urban regions,No,0.71275,1808,2483,0.69495,0.73055
2006,Baden-Wuerttemberg,Rural regions,Yes,0.25841,48,231,0.20183,0.31498
2006,Baden-Wuerttemberg,Rural regions,No,0.74159,183,231,0.68502,0.79817
2006,Bavaria,Urban regions,Yes,0.28245,408,1542,0.25998,0.30493
2006,Bavaria,Urban regions,No,0.71755,1134,1542,0.69507,0.74002
2006,Bavaria,Rural regions,Yes,0.28310,438,1595,0.26098,0.30521
2006,Bavaria,Rural regions,No,0.71690,1157,1595,0.69479,0.73902
2006,Berlin,Urban regions,Yes,0.36852,257,779,0.33463,0.40242
2006,Berlin,Urban regions,No,0.63148,522,779,0.59758,0.66537
2006,Brandenburg,Urban regions,No,0.67927,53,53,0.55240,0.80613
2006,Brandenburg,Rural regions,Yes,0.30005,242,861,0.26942,0.33068
2006,Brandenburg,Rural regions,No,0.69995,619,861,0.66932,0.73058
2006,Mecklenburg-Western Pomerania,Urban regions,No,0.63035,41,41,0.48075,0.77994
2006,Mecklenburg-Western Pomerania,Rural regions,Yes,0.30737,141,480,0.26605,0.34870
2006,Mecklenburg-Western Pomerania,Rural regions,No,0.69263,339,480,0.65130,0.73395
2006,Saxony,Urban regions,Yes,0.25834,192,816,0.22828,0.28839
2006,Saxony,Urban regions,No,0.74166,624,816,0.71161,0.77172
2006,Saxony,Rural regions,Yes,0.23572,185,763,0.20558,0.26586
2006,Saxony,Rural regions,No,0.76428,578,763,0.73414,0.79442
2006,Saxony-Anhalt,Urban regions,Yes,0.26624,42,165,0.19860,0.33389
2006,Saxony-Anhalt,Urban regions,No,0.73376,123,165,0.66611,0.80140
2006,Saxony-Anhalt,Rural regions,Yes,0.30370,256,747,0.27070,0.33669
2006,Saxony-Anhalt,Rural regions,No,0.69630,491,747,0.66331,0.72930
2006,Thuringa,Urban regions,Yes,0.30992,80,274,0.25506,0.36478
2006,Thuringa,Urban regions,No,0.69008,194,274,0.63522,0.74494
2006,Thuringa,Rural regions,Yes,0.25307,172,674,0.22023,0.28592
2006,Thuringa,Rural regions,No,0.74693,502,674,0.71408,0.77977
2008,Schleswig-Holstein,Urban regions,Yes,0.23990,47,226,0.18411,0.29570
2008,Schleswig-Holstein,Urban regions,No,0.76010,179,226,0.70430,0.81589
2008,Schleswig-Holstein,Rural regions,Yes,0.30995,92,326,0.25967,0.36023
2008,Schleswig-Holstein,Rural regions,No,0.69005,234,326,0.63977,0.74033
2008,Hamburg,Urban regions,Yes,0.32554,76,280,0.27055,0.38052
2008,Hamburg,Urban regions,No,0.67446,204,280,0.61948,0.72945
2008,Lower Saxony,Urban regions,Yes,0.25265,206,831,0.22309,0.28221
2008,Lower Saxony,Urban regions,No,0.74735,625,831,0.71779,0.77691
2008,Lower Saxony,Rural regions,Yes,0.31489,260,909,0.28468,0.34510
2008,Lower Saxony,Rural regions,No,0.68511,649,909,0.65490,0.71532
2008,Bremen,Urban regions,Yes,0.26880,37,137,0.19429,0.34331
2008,Bremen,Urban regions,No,0.73120,100,137,0.65669,0.80571
2008,North Rhine-Westphalia,Urban regions,Yes,0.30968,1123,3822,0.29502,0.32434
2008,North Rhine-Westphalia,Urban regions,No,0.69032,2699,3822,0.67566,0.70498
2008,North Rhine-Westphalia,Rural regions,No,0.78363,84,84,0.69505,0.87222
2008,Hesse,Urban regions,Yes,0.29895,294,1089,0.27175,0.32615
2008,Hesse,Urban regions,No,0.70105,795,1089,0.67385,0.72825
2008,Hesse,Rural regions,Yes,0.30216,61,222,0.24162,0.36270
2008,Hesse,Rural regions,No,0.69784,161,222,0.63730,0.75838
2008,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.26869,221,823,0.23839,0.29900
2008,"Rhineland-Palatinate, Saarland",Urban regions,No,0.73131,602,823,0.70100,0.76161
2008,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.21426,65,273,0.16550,0.26303
2008,"Rhineland-Palatinate, Saarland",Rural regions,No,0.78574,208,273,0.73697,0.83450
2008,Baden-Wuerttemberg,Urban regions,Yes,0.26174,505,2141,0.24312,0.28037
2008,Baden-Wuerttemberg,Urban regions,No,0.73826,1636,2141,0.71963,0.75688
2008,Baden-Wuerttemberg,Rural regions,Yes,0.25351,48,215,0.19522,0.31179
2008,Baden-Wuerttemberg,Rural regions,No,0.74649,167,215,0.68821,0.80478
2008,Bavaria,Urban regions,Yes,0.27045,336,1338,0.24664,0.29426
2008,Bavaria,Urban regions,No,0.72955,1002,1338,0.70574,0.75336
2008,Bavaria,Rural regions,Yes,0.27878,388,1409,0.25535,0.30220
2008,Bavaria,Rural regions,No,0.72122,1021,1409,0.69780,0.74465
2008,Berlin,Urban regions,Yes,0.34342,234,720,0.30871,0.37813
2008,Berlin,Urban regions,No,0.65658,486,720,0.62187,0.69129
2008,Brandenburg,Urban regions,No,0.59937,43,43,0.45117,0.74757
2008,Brandenburg,Rural regions,Yes,0.30736,201,754,0.27441,0.34032
2008,Brandenburg,Rural regions,No,0.69264,553,754,0.65968,0.72559
2008,Mecklenburg-Western Pomerania,Urban regions,No,0.79350,48,48,0.67777,0.90923
2008,Mecklenburg-Western Pomerania,Rural regions,Yes,0.33446,134,427,0.28965,0.37926
2008,Mecklenburg-Western Pomerania,Rural regions,No,0.66554,293,427,0.62074,0.71035
2008,Saxony,Urban regions,Yes,0.26403,164,727,0.23197,0.29610
2008,Saxony,Urban regions,No,0.73597,563,727,0.70390,0.76803
2008,Saxony,Rural regions,Yes,0.24209,171,704,0.21042,0.27375
2008,Saxony,Rural regions,No,0.75791,533,704,0.72625,0.78958
2008,Saxony-Anhalt,Urban regions,Yes,0.22896,38,163,0.16426,0.29367
2008,Saxony-Anhalt,Urban regions,No,0.77104,125,163,0.70633,0.83574
2008,Saxony-Anhalt,Rural regions,Yes,0.28796,211,649,0.25309,0.32282
2008,Saxony-Anhalt,Rural regions,No,0.71204,438,649,0.67718,0.74691
2008,Thuringa,Urban regions,Yes,0.29415,68,259,0.23855,0.34975
2008,Thuringa,Urban regions,No,0.70585,191,259,0.65025,0.76145
2008,Thuringa,Rural regions,Yes,0.24036,150,613,0.20651,0.27422
2008,Thuringa,Rural regions,No,0.75964,463,613,0.72578,0.79349
2010,Schleswig-Holstein,Urban regions,Yes,0.24762,33,176,0.18366,0.31157
2010,Schleswig-Holstein,Urban regions,No,0.75238,143,176,0.68843,0.81634
2010,Schleswig-Holstein,Rural regions,Yes,0.24692,61,266,0.19500,0.29884
2010,Schleswig-Holstein,Rural regions,No,0.75308,205,266,0.70116,0.80500
2010,Hamburg,Urban regions,Yes,0.35416,67,265,0.29647,0.41185
2010,Hamburg,Urban regions,No,0.64584,198,265,0.58815,0.70353
2010,Lower Saxony,Urban regions,Yes,0.25749,178,705,0.22519,0.28979
2010,Lower Saxony,Urban regions,No,0.74251,527,705,0.71021,0.77481
2010,Lower Saxony,Rural regions,Yes,0.28230,222,796,0.25101,0.31359
2010,Lower Saxony,Rural regions,No,0.71770,574,796,0.68641,0.74899
2010,Bremen,Urban regions,Yes,0.27671,31,108,0.19194,0.36148
2010,Bremen,Urban regions,No,0.72329,77,108,0.63852,0.80806
2010,North Rhine-Westphalia,Urban regions,Yes,0.28427,921,3283,0.26884,0.29970
2010,North Rhine-Westphalia,Urban regions,No,0.71573,2362,3283,0.70030,0.73116
2010,North Rhine-Westphalia,Rural regions,No,0.72393,76,76,0.62275,0.82511
2010,Hesse,Urban regions,Yes,0.29103,236,916,0.26160,0.32046
2010,Hesse,Urban regions,No,0.70897,680,916,0.67954,0.73840
2010,Hesse,Rural regions,Yes,0.24673,50,201,0.18698,0.30648
2010,Hesse,Rural regions,No,0.75327,151,201,0.69352,0.81302
2010,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.26549,204,722,0.23325,0.29772
2010,"Rhineland-Palatinate, Saarland",Urban regions,No,0.73451,518,722,0.70228,0.76675
2010,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.22628,55,232,0.17232,0.28024
2010,"Rhineland-Palatinate, Saarland",Rural regions,No,0.77372,177,232,0.71976,0.82768
2010,Baden-Wuerttemberg,Urban regions,Yes,0.23639,403,1787,0.21668,0.25609
2010,Baden-Wuerttemberg,Urban regions,No,0.76361,1384,1787,0.74391,0.78332
2010,Baden-Wuerttemberg,Rural regions,Yes,0.24857,37,166,0.18263,0.31452
2010,Baden-Wuerttemberg,Rural regions,No,0.75143,129,166,0.68548,0.81737
2010,Bavaria,Urban regions,Yes,0.28920,289,1178,0.26330,0.31510
2010,Bavaria,Urban regions,No,0.71080,889,1178,0.68490,0.73670
2010,Bavaria,Rural regions,Yes,0.28444,331,1237,0.25929,0.30959
2010,Bavaria,Rural regions,No,0.71556,906,1237,0.69041,0.74071
2010,Berlin,Urban regions,Yes,0.32966,195,650,0.29349,0.36582
2010,Berlin,Urban regions,No,0.67034,455,650,0.63418,0.70651
2010,Brandenburg,Urban regions,No,0.79069,45,45,0.67048,0.91089
2010,Brandenburg,Rural regions,Yes,0.27154,164,650,0.23732,0.30576
2010,Brandenburg,Rural regions,No,0.72846,486,650,0.69424,0.76268
2010,Mecklenburg-Western Pomerania,Urban regions,No,0.68782,36,36,0.53430,0.84134
2010,Mecklenburg-Western Pomerania,Rural regions,Yes,0.31583,113,373,0.26859,0.36307
2010,Mecklenburg-Western Pomerania,Rural regions,No,0.68417,260,373,0.63693,0.73141
2010,Saxony,Urban regions,Yes,0.22957,127,630,0.19670,0.26243
2010,Saxony,Urban regions,No,0.77043,503,630,0.73757,0.80330
2010,Saxony,Rural regions,Yes,0.20052,146,607,0.16864,0.23239
2010,Saxony,Rural regions,No,0.79948,461,607,0.76761,0.83136
2010,Saxony-Anhalt,Urban regions,Yes,0.23569,42,151,0.16777,0.30361
2010,Saxony-Anhalt,Urban regions,No,0.76431,109,151,0.69639,0.83223
2010,Saxony-Anhalt,Rural regions,Yes,0.29816,182,564,0.26038,0.33595
2010,Saxony-Anhalt,Rural regions,No,0.70184,382,564,0.66405,0.73962
2010,Thuringa,Urban regions,Yes,0.28773,65,230,0.22910,0.34637
2010,Thuringa,Urban regions,No,0.71227,165,230,0.65363,0.77090
2010,Thuringa,Rural regions,Yes,0.25500,138,524,0.21765,0.29236
2010,Thuringa,Rural regions,No,0.74500,386,524,0.70764,0.78235
2012,Schleswig-Holstein,Urban regions,Yes,0.23133,35,186,0.17057,0.29210
2012,Schleswig-Holstein,Urban regions,No,0.76867,151,186,0.70790,0.82943
2012,Schleswig-Holstein,Rural regions,Yes,0.24664,116,454,0.20694,0.28633
2012,Schleswig-Holstein,Rural regions,No,0.75336,338,454,0.71367,0.79306
2012,Hamburg,Urban regions,Yes,0.29679,86,335,0.24779,0.34578
2012,Hamburg,Urban regions,No,0.70321,249,335,0.65422,0.75221
2012,Lower Saxony,Urban regions,Yes,0.27424,211,781,0.24293,0.30555
2012,Lower Saxony,Urban regions,No,0.72576,570,781,0.69445,0.75707
2012,Lower Saxony,Rural regions,Yes,0.28296,304,1085,0.25614,0.30977
2012,Lower Saxony,Rural regions,No,0.71704,781,1085,0.69023,0.74386
2012,Bremen,Urban regions,Yes,0.28673,36,132,0.20929,0.36418
2012,Bremen,Urban regions,No,0.71327,96,132,0.63582,0.79071
2012,North Rhine-Westphalia,Urban regions,Yes,0.27479,1040,3909,0.26079,0.28878
2012,North Rhine-Westphalia,Urban regions,No,0.72521,2869,3909,0.71122,0.73921
2012,North Rhine-Westphalia,Rural regions,No,0.86269,105,105,0.79654,0.92884
2012,Hesse,Urban regions,Yes,0.25598,277,1119,0.23040,0.28156
2012,Hesse,Urban regions,No,0.74402,842,1119,0.71844,0.76960
2012,Hesse,Rural regions,Yes,0.25603,70,274,0.20425,0.30780
2012,Hesse,Rural regions,No,0.74397,204,274,0.69220,0.79575
2012,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.25075,260,897,0.22236,0.27913
2012,"Rhineland-Palatinate, Saarland",Urban regions,No,0.74925,637,897,0.72087,0.77764
2012,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.27153,78,302,0.22129,0.32178
2012,"Rhineland-Palatinate, Saarland",Rural regions,No,0.72847,224,302,0.67822,0.77871
2012,Baden-Wuerttemberg,Urban regions,Yes,0.23264,466,2133,0.21471,0.25058
2012,Baden-Wuerttemberg,Urban regions,No,0.76736,1667,2133,0.74942,0.78529
2012,Baden-Wuerttemberg,Rural regions,Yes,0.22996,44,238,0.17639,0.28354
2012,Baden-Wuerttemberg,Rural regions,No,0.77004,194,238,0.71646,0.82361
2012,Bavaria,Urban regions,Yes,0.24909,323,1475,0.22701,0.27116
2012,Bavaria,Urban regions,No,0.75091,1152,1475,0.72884,0.77299
2012,Bavaria,Rural regions,Yes,0.29607,444,1696,0.27434,0.31780
2012,Bavaria,Rural regions,No,0.70393,1252,1696,0.68220,0.72566
2012,Berlin,Urban regions,Yes,0.29502,238,811,0.26361,0.32643
2012,Berlin,Urban regions,No,0.70498,573,811,0.67357,0.73639
2012,Brandenburg,Urban regions,No,0.73228,49,49,0.60702,0.85754
2012,Brandenburg,Rural regions,Yes,0.30772,227,788,0.27548,0.33997
2012,Brandenburg,Rural regions,No,0.69228,561,788,0.66003,0.72452
2012,Mecklenburg-Western Pomerania,Rural regions,Yes,0.32652,149,465,0.28385,0.36919
2012,Mecklenburg-Western Pomerania,Rural regions,No,0.67348,316,465,0.63081,0.71615
2012,Saxony,Urban regions,Yes,0.25385,154,723,0.22210,0.28560
2012,Saxony,Urban regions,No,0.74615,569,723,0.71440,0.77790
2012,Saxony,Rural regions,Yes,0.23125,177,714,0.20030,0.26220
2012,Saxony,Rural regions,No,0.76875,537,714,0.73780,0.79970
2012,Saxony-Anhalt,Urban regions,Yes,0.17569,43,186,0.12085,0.23053
2012,Saxony-Anhalt,Urban regions,No,0.82431,143,186,0.76947,0.87915
2012,Saxony-Anhalt,Rural regions,Yes,0.30076,208,636,0.26510,0.33643
2012,Saxony-Anhalt,Rural regions,No,0.69924,428,636,0.66357,0.73490
2012,Thuringa,Urban regions,Yes,0.34369,80,240,0.28348,0.40391
2012,Thuringa,Urban regions,No,0.65631,160,240,0.59609,0.71652
2012,Thuringa,Rural regions,Yes,0.25823,155,619,0.22373,0.29274
2012,Thuringa,Rural regions,No,0.74177,464,619,0.70726,0.77627
2014,Schleswig-Holstein,Urban regions,Yes,0.22168,64,274,0.17241,0.27096
2014,Schleswig-Holstein,Urban regions,No,0.77832,210,274,0.72904,0.82759
2014,Schleswig-Holstein,Rural regions,Yes,0.28854,198,652,0.25373,0.32334
2014,Schleswig-Holstein,Rural regions,No,0.71146,454,652,0.67666,0.74627
2014,Hamburg,Urban regions,Yes,0.28852,107,444,0.24633,0.33071
2014,Hamburg,Urban regions,No,0.71148,337,444,0.66929,0.75367
2014,Lower Saxony,Urban regions,Yes,0.26525,300,1075,0.23885,0.29165
2014,Lower Saxony,Urban regions,No,0.73475,775,1075,0.70835,0.76115
2014,Lower Saxony,Rural regions,Yes,0.26533,469,1528,0.24318,0.28747
2014,Lower Saxony,Rural regions,No,0.73467,1059,1528,0.71253,0.75682
2014,Bremen,Urban regions,Yes,0.24845,59,214,0.19042,0.30648
2014,Bremen,Urban regions,No,0.75155,155,214,0.69352,0.80958
2014,North Rhine-Westphalia,Urban regions,Yes,0.28728,1611,5514,0.27533,0.29922
2014,North Rhine-Westphalia,Urban regions,No,0.71272,3903,5514,0.70078,0.72467
2014,North Rhine-Westphalia,Rural regions,No,0.83492,102,102,0.76252,0.90732
2014,Hesse,Urban regions,Yes,0.26344,383,1546,0.24147,0.28540
2014,Hesse,Urban regions,No,0.73656,1163,1546,0.71460,0.75853
2014,Hesse,Rural regions,Yes,0.30443,98,337,0.25522,0.35363
2014,Hesse,Rural regions,No,0.69557,239,337,0.64637,0.74478
2014,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.25794,341,1189,0.23306,0.28282
2014,"Rhineland-Palatinate, Saarland",Urban regions,No,0.74206,848,1189,0.71718,0.76694
2014,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.30828,116,394,0.26262,0.35393
2014,"Rhineland-Palatinate, Saarland",Rural regions,No,0.69172,278,394,0.64607,0.73738
2014,Baden-Wuerttemberg,Urban regions,Yes,0.21752,664,2866,0.20241,0.23263
2014,Baden-Wuerttemberg,Urban regions,No,0.78248,2202,2866,0.76737,0.79759
2014,Baden-Wuerttemberg,Rural regions,Yes,0.21846,81,351,0.17517,0.26175
2014,Baden-Wuerttemberg,Rural regions,No,0.78154,270,351,0.73825,0.82483
2014,Bavaria,Urban regions,Yes,0.21972,467,2015,0.20164,0.23780
2014,Bavaria,Urban regions,No,0.78028,1548,2015,0.76220,0.79836
2014,Bavaria,Rural regions,Yes,0.28448,639,2380,0.26635,0.30261
2014,Bavaria,Rural regions,No,0.71552,1741,2380,0.69739,0.73365
2014,Berlin,Urban regions,Yes,0.31744,300,989,0.28842,0.34647
2014,Berlin,Urban regions,No,0.68256,689,989,0.65353,0.71158
2014,Brandenburg,Urban regions,No,0.70241,62,62,0.58767,0.81714
2014,Brandenburg,Rural regions,Yes,0.32965,289,937,0.29953,0.35976
2014,Brandenburg,Rural regions,No,0.67035,648,937,0.64024,0.70047
