year,bula_h,sampreg,ple0081_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2006,Bremen,West,Yes,0.30580,42,144,0.23028,0.38131
2006,Bremen,West,No,0.69420,102,144,0.61869,0.76972
2006,North Rhine-Westphalia,West,Yes,0.31923,1400,4543,0.30567,0.33279
2006,North Rhine-Westphalia,West,No,0.68077,3143,4543,0.66721,0.69433
2006,Hesse,West,Yes,0.32059,423,1481,0.29681,0.34436
2006,Hesse,West,No,0.67941,1058,1481,0.65564,0.70319
2006,"Rhineland-Palatinate, Saarland",West,Yes,0.31096,381,1288,0.28567,0.33625
2006,"Rhineland-Palatinate, Saarland",West,No,0.68904,907,1288,0.66375,0.71433
2006,Baden-Wuerttemberg,West,Yes,0.28459,723,2714,0.26761,0.30157
2006,Baden-Wuerttemberg,West,No,0.71541,1991,2714,0.69843,0.73239
2006,Bavaria,West,Yes,0.28278,846,3137,0.26701,0.29854
2006,Bavaria,West,No,0.71722,2291,3137,0.70146,0.73299
2006,Berlin,West,Yes,0.38028,142,433,0.33451,0.42606
2006,Berlin,West,No,0.61972,291,433,0.57394,0.66549
2006,Berlin,East,Yes,0.35330,115,346,0.30286,0.40374
2006,Berlin,East,No,0.64670,231,346,0.59626,0.69714
2006,Brandenburg,East,Yes,0.30165,264,936,0.27223,0.33107
2006,Brandenburg,East,No,0.69835,672,936,0.66893,0.72777
2006,Mecklenburg-Western Pomerania,East,Yes,0.31389,167,547,0.27497,0.35282
2006,Mecklenburg-Western Pomerania,East,No,0.68611,380,547,0.64718,0.72503
2006,Saxony,East,Yes,0.24677,377,1579,0.22550,0.26804
2006,Saxony,East,No,0.75323,1202,1579,0.73196,0.77450
2006,Saxony-Anhalt,East,Yes,0.29674,298,912,0.26708,0.32641
2006,Saxony-Anhalt,East,No,0.70326,614,912,0.67359,0.73292
2006,Thuringa,East,Yes,0.26858,252,948,0.24035,0.29681
2006,Thuringa,East,No,0.73142,696,948,0.70319,0.75965
2008,Schleswig-Holstein,West,Yes,0.28419,139,552,0.24653,0.32185
2008,Schleswig-Holstein,West,No,0.71581,413,552,0.67815,0.75347
2008,Hamburg,West,Yes,0.32554,76,280,0.27055,0.38052
2008,Hamburg,West,No,0.67446,204,280,0.61948,0.72945
2008,Lower Saxony,West,Yes,0.28532,466,1740,0.26410,0.30655
2008,Lower Saxony,West,No,0.71468,1274,1740,0.69345,0.73590
2008,Bremen,West,Yes,0.26880,37,137,0.19429,0.34331
2008,Bremen,West,No,0.73120,100,137,0.65669,0.80571
2008,North Rhine-Westphalia,West,Yes,0.30698,1142,3925,0.29255,0.32141
2008,North Rhine-Westphalia,West,No,0.69302,2783,3925,0.67859,0.70745
2008,Hesse,West,Yes,0.29955,355,1311,0.27475,0.32436
2008,Hesse,West,No,0.70045,956,1311,0.67564,0.72525
2008,"Rhineland-Palatinate, Saarland",West,Yes,0.25490,286,1096,0.22909,0.28071
2008,"Rhineland-Palatinate, Saarland",West,No,0.74510,810,1096,0.71929,0.77091
2008,Baden-Wuerttemberg,West,Yes,0.26090,553,2356,0.24316,0.27863
2008,Baden-Wuerttemberg,West,No,0.73910,1803,2356,0.72137,0.75684
2008,Bavaria,West,Yes,0.27466,724,2747,0.25797,0.29135
2008,Bavaria,West,No,0.72534,2023,2747,0.70865,0.74203
2008,Berlin,West,Yes,0.33199,123,386,0.28494,0.37903
2008,Berlin,West,No,0.66801,263,386,0.62097,0.71506
2008,Berlin,East,Yes,0.35743,111,334,0.30595,0.40890
2008,Berlin,East,No,0.64257,223,334,0.59110,0.69405
2008,Brandenburg,East,Yes,0.31511,226,822,0.28333,0.34688
2008,Brandenburg,East,No,0.68489,596,822,0.65312,0.71667
2008,Mecklenburg-Western Pomerania,East,Yes,0.32125,149,490,0.27986,0.36264
2008,Mecklenburg-Western Pomerania,East,No,0.67875,341,490,0.63736,0.72014
2008,Saxony,East,Yes,0.25262,335,1431,0.23010,0.27515
2008,Saxony,East,No,0.74738,1096,1431,0.72485,0.76990
2008,Saxony-Anhalt,East,Yes,0.27632,249,812,0.24554,0.30710
2008,Saxony-Anhalt,East,No,0.72368,563,812,0.69290,0.75446
2008,Thuringa,East,Yes,0.25598,218,872,0.22700,0.28497
2008,Thuringa,East,No,0.74402,654,872,0.71503,0.77300
2010,Schleswig-Holstein,West,Yes,0.24719,94,442,0.20693,0.28745
2010,Schleswig-Holstein,West,No,0.75281,348,442,0.71255,0.79307
2010,Hamburg,West,Yes,0.35416,67,265,0.29647,0.41185
2010,Hamburg,West,No,0.64584,198,265,0.58815,0.70353
2010,Lower Saxony,West,Yes,0.27083,400,1501,0.24834,0.29332
2010,Lower Saxony,West,No,0.72917,1101,1501,0.70668,0.75166
2010,Bremen,West,Yes,0.27671,31,108,0.19194,0.36148
2010,Bremen,West,No,0.72329,77,108,0.63852,0.80806
2010,North Rhine-Westphalia,West,Yes,0.28404,941,3379,0.26883,0.29925
2010,North Rhine-Westphalia,West,No,0.71596,2438,3379,0.70075,0.73117
2010,Hesse,West,Yes,0.28211,286,1117,0.25571,0.30851
2010,Hesse,West,No,0.71789,831,1117,0.69149,0.74429
2010,"Rhineland-Palatinate, Saarland",West,Yes,0.25543,259,954,0.22774,0.28312
2010,"Rhineland-Palatinate, Saarland",West,No,0.74457,695,954,0.71688,0.77226
2010,Baden-Wuerttemberg,West,Yes,0.23771,440,1953,0.21883,0.25659
2010,Baden-Wuerttemberg,West,No,0.76229,1513,1953,0.74341,0.78117
2010,Bavaria,West,Yes,0.28678,620,2415,0.26874,0.30482
2010,Bavaria,West,No,0.71322,1795,2415,0.69518,0.73126
2010,Berlin,West,Yes,0.32993,109,369,0.28189,0.37797
2010,Berlin,West,No,0.67007,260,369,0.62203,0.71811
2010,Berlin,East,Yes,0.32927,86,281,0.27423,0.38432
2010,Berlin,East,No,0.67073,195,281,0.61568,0.72577
2010,Brandenburg,East,Yes,0.26596,176,707,0.23337,0.29856
2010,Brandenburg,East,No,0.73404,531,707,0.70144,0.76663
2010,Mecklenburg-Western Pomerania,East,Yes,0.31547,128,424,0.27119,0.35976
2010,Mecklenburg-Western Pomerania,East,No,0.68453,296,424,0.64024,0.72881
2010,Saxony,East,Yes,0.21403,273,1237,0.19116,0.23689
2010,Saxony,East,No,0.78597,964,1237,0.76311,0.80884
2010,Saxony-Anhalt,East,Yes,0.28482,224,715,0.25171,0.31792
2010,Saxony-Anhalt,East,No,0.71518,491,715,0.68208,0.74829
2010,Thuringa,East,Yes,0.26577,203,754,0.23421,0.29732
2010,Thuringa,East,No,0.73423,551,754,0.70268,0.76579
2012,Schleswig-Holstein,West,Yes,0.24192,151,640,0.20872,0.27513
2012,Schleswig-Holstein,West,No,0.75808,489,640,0.72487,0.79128
2012,Hamburg,West,Yes,0.29679,86,335,0.24779,0.34578
2012,Hamburg,West,No,0.70321,249,335,0.65422,0.75221
2012,Lower Saxony,West,Yes,0.27919,515,1866,0.25883,0.29955
2012,Lower Saxony,West,No,0.72081,1351,1866,0.70045,0.74117
2012,Bremen,West,Yes,0.28673,36,132,0.20929,0.36418
2012,Bremen,West,No,0.71327,96,132,0.63582,0.79071
2012,North Rhine-Westphalia,West,Yes,0.27113,1055,4029,0.25740,0.28486
2012,North Rhine-Westphalia,West,No,0.72887,2974,4029,0.71514,0.74260
2012,Hesse,West,Yes,0.25599,347,1393,0.23306,0.27892
2012,Hesse,West,No,0.74401,1046,1393,0.72108,0.76694
2012,"Rhineland-Palatinate, Saarland",West,Yes,0.25621,338,1199,0.23149,0.28093
2012,"Rhineland-Palatinate, Saarland",West,No,0.74379,861,1199,0.71907,0.76851
2012,Baden-Wuerttemberg,West,Yes,0.23233,510,2371,0.21533,0.24933
2012,Baden-Wuerttemberg,West,No,0.76767,1861,2371,0.75067,0.78467
2012,Bavaria,West,Yes,0.27335,767,3171,0.25784,0.28887
2012,Bavaria,West,No,0.72665,2404,3171,0.71113,0.74216
2012,Berlin,West,Yes,0.29366,127,461,0.25204,0.33528
2012,Berlin,West,No,0.70634,334,461,0.66472,0.74796
2012,Berlin,East,Yes,0.29682,111,350,0.24889,0.34475
2012,Berlin,East,No,0.70318,239,350,0.65525,0.75111
2012,Brandenburg,East,Yes,0.30459,246,856,0.27374,0.33544
2012,Brandenburg,East,No,0.69541,610,856,0.66456,0.72626
2012,Mecklenburg-Western Pomerania,East,Yes,0.32049,158,501,0.27959,0.36140
2012,Mecklenburg-Western Pomerania,East,No,0.67951,343,501,0.63860,0.72041
2012,Saxony,East,Yes,0.24185,331,1437,0.21970,0.26400
2012,Saxony,East,No,0.75815,1106,1437,0.73600,0.78030
2012,Saxony-Anhalt,East,Yes,0.27637,251,822,0.24578,0.30696
2012,Saxony-Anhalt,East,No,0.72363,571,822,0.69304,0.75422
2012,Thuringa,East,Yes,0.28397,235,859,0.25380,0.31414
2012,Thuringa,East,No,0.71603,624,859,0.68586,0.74620
2014,Schleswig-Holstein,West,Yes,0.26999,262,926,0.24138,0.29860
2014,Schleswig-Holstein,West,No,0.73001,664,926,0.70140,0.75862
2014,Hamburg,West,Yes,0.28852,107,444,0.24633,0.33071
2014,Hamburg,West,No,0.71148,337,444,0.66929,0.75367
2014,Lower Saxony,West,Yes,0.26529,769,2603,0.24833,0.28226
2014,Lower Saxony,West,No,0.73471,1834,2603,0.71774,0.75167
2014,Bremen,West,Yes,0.24845,59,214,0.19042,0.30648
2014,Bremen,West,No,0.75155,155,214,0.69352,0.80958
2014,North Rhine-Westphalia,West,Yes,0.28418,1627,5632,0.27240,0.29596
2014,North Rhine-Westphalia,West,No,0.71582,4005,5632,0.70404,0.72760
2014,Hesse,West,Yes,0.27127,481,1883,0.25118,0.29135
2014,Hesse,West,No,0.72873,1402,1883,0.70865,0.74882
2014,"Rhineland-Palatinate, Saarland",West,Yes,0.26967,457,1583,0.24780,0.29154
2014,"Rhineland-Palatinate, Saarland",West,No,0.73033,1126,1583,0.70846,0.75220
2014,Baden-Wuerttemberg,West,Yes,0.21763,745,3217,0.20337,0.23190
2014,Baden-Wuerttemberg,West,No,0.78237,2472,3217,0.76810,0.79663
2014,Bavaria,West,Yes,0.25240,1106,4395,0.23955,0.26524
2014,Bavaria,West,No,0.74760,3289,4395,0.73476,0.76045
2014,Berlin,West,Yes,0.33051,174,569,0.29183,0.36920
2014,Berlin,West,No,0.66949,395,569,0.63080,0.70817
2014,Berlin,East,Yes,0.29929,126,420,0.25544,0.34314
2014,Berlin,East,No,0.70071,294,420,0.65686,0.74456
2014,Brandenburg,East,Yes,0.32702,312,1022,0.29824,0.35579
2014,Brandenburg,East,No,0.67298,710,1022,0.64421,0.70176
2014,Mecklenburg-Western Pomerania,East,Yes,0.31170,183,557,0.27319,0.35020
2014,Mecklenburg-Western Pomerania,East,No,0.68830,374,557,0.64980,0.72681
2014,Saxony,East,Yes,0.24383,393,1612,0.22286,0.26479
2014,Saxony,East,No,0.75617,1219,1612,0.73521,0.77714
2014,Saxony-Anhalt,East,Yes,0.33609,330,964,0.30625,0.36592
2014,Saxony-Anhalt,East,No,0.66391,634,964,0.63408,0.69375
2014,Thuringa,East,Yes,0.28628,276,990,0.25811,0.31445
2014,Thuringa,East,No,0.71372,714,990,0.68555,0.74189
2016,Schleswig-Holstein,West,Yes,0.26769,225,817,0.23731,0.29807
2016,Schleswig-Holstein,West,No,0.73231,592,817,0.70193,0.76269
2016,Hamburg,West,Yes,0.23933,97,425,0.19872,0.27995
2016,Hamburg,West,No,0.76067,328,425,0.72005,0.80128
2016,Lower Saxony,West,Yes,0.24830,628,2362,0.23087,0.26572
2016,Lower Saxony,West,No,0.75170,1734,2362,0.73428,0.76913
2016,Bremen,West,Yes,0.18925,46,176,0.13121,0.24729
2016,Bremen,West,No,0.81075,130,176,0.75271,0.86879
2016,North Rhine-Westphalia,West,Yes,0.26640,1341,5028,0.25418,0.27862
2016,North Rhine-Westphalia,West,No,0.73360,3687,5028,0.72138,0.74582
2016,Hesse,West,Yes,0.27896,420,1601,0.25699,0.30094
2016,Hesse,West,No,0.72104,1181,1601,0.69906,0.74301
2016,"Rhineland-Palatinate, Saarland",West,Yes,0.25906,424,1480,0.23673,0.28138
2016,"Rhineland-Palatinate, Saarland",West,No,0.74094,1056,1480,0.71862,0.76327
2016,Baden-Wuerttemberg,West,Yes,0.19217,594,2831,0.17765,0.20669
2016,Baden-Wuerttemberg,West,No,0.80783,2237,2831,0.79331,0.82235
2016,Bavaria,West,Yes,0.24305,956,3873,0.22954,0.25656
2016,Bavaria,West,No,0.75695,2917,3873,0.74344,0.77046
2016,Berlin,West,Yes,0.33185,147,517,0.29122,0.37248
2016,Berlin,West,No,0.66815,370,517,0.62752,0.70878
2016,Berlin,East,Yes,0.27363,115,390,0.22932,0.31793
2016,Berlin,East,No,0.72637,275,390,0.68207,0.77068
2016,Brandenburg,East,Yes,0.27940,251,937,0.25065,0.30815
2016,Brandenburg,East,No,0.72060,686,937,0.69185,0.74935
2016,Mecklenburg-Western Pomerania,East,Yes,0.33100,171,518,0.29043,0.37156
2016,Mecklenburg-Western Pomerania,East,No,0.66900,347,518,0.62844,0.70957
2016,Saxony,East,Yes,0.26736,374,1441,0.24450,0.29022
2016,Saxony,East,No,0.73264,1067,1441,0.70978,0.75550
2016,Saxony-Anhalt,East,Yes,0.28919,267,830,0.25833,0.32006
2016,Saxony-Anhalt,East,No,0.71081,563,830,0.67994,0.74167
2016,Thuringa,East,Yes,0.29598,236,896,0.26608,0.32589
2016,Thuringa,East,No,0.70402,660,896,0.67411,0.73392
2018,Schleswig-Holstein,West,Yes,0.25598,241,922,0.22779,0.28416
2018,Schleswig-Holstein,West,No,0.74402,681,922,0.71584,0.77221
2018,Hamburg,West,Yes,0.19368,106,484,0.15844,0.22892
2018,Hamburg,West,No,0.80632,378,484,0.77108,0.84156
2018,Lower Saxony,West,Yes,0.24163,645,2526,0.22493,0.25833
2018,Lower Saxony,West,No,0.75837,1881,2526,0.74167,0.77507
2018,Bremen,West,Yes,0.25860,55,224,0.20113,0.31607
2018,Bremen,West,No,0.74140,169,224,0.68393,0.79887
2018,North Rhine-Westphalia,West,Yes,0.25794,1408,5392,0.24626,0.26962
2018,North Rhine-Westphalia,West,No,0.74206,3984,5392,0.73038,0.75374
2018,Hesse,West,Yes,0.25548,428,1692,0.23470,0.27627
2018,Hesse,West,No,0.74452,1264,1692,0.72373,0.76530
2018,"Rhineland-Palatinate, Saarland",West,Yes,0.24156,395,1471,0.21968,0.26345
2018,"Rhineland-Palatinate, Saarland",West,No,0.75844,1076,1471,0.73655,0.78032
2018,Baden-Wuerttemberg,West,Yes,0.21451,563,2775,0.19924,0.22979
2018,Baden-Wuerttemberg,West,No,0.78549,2212,2775,0.77021,0.80076
2018,Bavaria,West,Yes,0.23794,911,3968,0.22469,0.25119
2018,Bavaria,West,No,0.76206,3057,3968,0.74881,0.77531
2018,Berlin,West,Yes,0.31226,177,601,0.27518,0.34934
2018,Berlin,West,No,0.68774,424,601,0.65066,0.72482
2018,Berlin,East,Yes,0.28639,129,392,0.24158,0.33120
2018,Berlin,East,No,0.71361,263,392,0.66880,0.75842
2018,Brandenburg,East,Yes,0.30416,313,1026,0.27600,0.33233
2018,Brandenburg,East,No,0.69584,713,1026,0.66767,0.72400
2018,Mecklenburg-Western Pomerania,East,Yes,0.31539,183,595,0.27802,0.35276
2018,Mecklenburg-Western Pomerania,East,No,0.68461,412,595,0.64724,0.72198
2018,Saxony,East,Yes,0.22985,395,1617,0.20934,0.25036
2018,Saxony,East,No,0.77015,1222,1617,0.74964,0.79066
2018,Saxony-Anhalt,East,Yes,0.25809,278,911,0.22966,0.28652
2018,Saxony-Anhalt,East,No,0.74191,633,911,0.71348,0.77034
2018,Thuringa,East,Yes,0.27294,250,935,0.24437,0.30150
2018,Thuringa,East,No,0.72706,685,935,0.69850,0.75563
2020,Schleswig-Holstein,West,Yes,0.24520,252,1029,0.21890,0.27150
2020,Schleswig-Holstein,West,No,0.75480,777,1029,0.72850,0.78110
2020,Hamburg,West,Yes,0.18112,127,579,0.14973,0.21252
2020,Hamburg,West,No,0.81888,452,579,0.78748,0.85027
2020,Lower Saxony,West,Yes,0.24236,677,2797,0.22648,0.25825
2020,Lower Saxony,West,No,0.75764,2120,2797,0.74175,0.77352
2020,Bremen,West,Yes,0.21620,52,267,0.16673,0.26567
2020,Bremen,West,No,0.78380,215,267,0.73433,0.83327
2020,North Rhine-Westphalia,West,Yes,0.23662,1577,6148,0.22600,0.24725
2020,North Rhine-Westphalia,West,No,0.76338,4571,6148,0.75275,0.77400
2020,Hesse,West,Yes,0.21618,423,2033,0.19829,0.23408
2020,Hesse,West,No,0.78382,1610,2033,0.76592,0.80171
2020,"Rhineland-Palatinate, Saarland",West,Yes,0.22807,408,1522,0.20699,0.24916
2020,"Rhineland-Palatinate, Saarland",West,No,0.77193,1114,1522,0.75084,0.79301
2020,Baden-Wuerttemberg,West,Yes,0.19472,670,3160,0.18091,0.20852
2020,Baden-Wuerttemberg,West,No,0.80528,2490,3160,0.79148,0.81909
2020,Bavaria,West,Yes,0.22268,1023,4339,0.21030,0.23506
2020,Bavaria,West,No,0.77732,3316,4339,0.76494,0.78970
2020,Berlin,West,Yes,0.28352,213,798,0.25223,0.31481
2020,Berlin,West,No,0.71648,585,798,0.68519,0.74777
2020,Berlin,East,Yes,0.26229,132,472,0.22256,0.30201
2020,Berlin,East,No,0.73771,340,472,0.69799,0.77744
2020,Brandenburg,East,Yes,0.27220,326,1146,0.24642,0.29798
2020,Brandenburg,East,No,0.72780,820,1146,0.70202,0.75358
2020,Mecklenburg-Western Pomerania,East,Yes,0.30048,148,533,0.26152,0.33943
2020,Mecklenburg-Western Pomerania,East,No,0.69952,385,533,0.66057,0.73848
2020,Saxony,East,Yes,0.24164,412,1641,0.22092,0.26236
2020,Saxony,East,No,0.75836,1229,1641,0.73764,0.77908
2020,Saxony-Anhalt,East,Yes,0.27050,271,948,0.24221,0.29880
2020,Saxony-Anhalt,East,No,0.72950,677,948,0.70120,0.75779
2020,Thuringa,East,Yes,0.26789,252,968,0.23998,0.29581
2020,Thuringa,East,No,0.73211,716,968,0.70419,0.76002
2022,Schleswig-Holstein,West,Yes,0.25110,220,935,0.22328,0.27891
2022,Schleswig-Holstein,West,No,0.74890,715,935,0.72109,0.77672
2022,Hamburg,West,Yes,0.17042,106,578,0.13974,0.20110
2022,Hamburg,West,No,0.82958,472,578,0.79890,0.86026
2022,Lower Saxony,West,Yes,0.22950,464,2228,0.21203,0.24696
2022,Lower Saxony,West,No,0.77050,1764,2228,0.75304,0.78797
2022,Bremen,West,No,0.85774,152,152,0.80202,0.91345
2022,North Rhine-Westphalia,West,Yes,0.21933,1105,5415,0.20831,0.23036
2022,North Rhine-Westphalia,West,No,0.78067,4310,5415,0.76964,0.79169
2022,Hesse,West,Yes,0.19712,310,1683,0.17811,0.21613
2022,Hesse,West,No,0.80288,1373,1683,0.78387,0.82189
2022,"Rhineland-Palatinate, Saarland",West,Yes,0.19815,268,1231,0.17587,0.22043
2022,"Rhineland-Palatinate, Saarland",West,No,0.80185,963,1231,0.77957,0.82413
2022,Baden-Wuerttemberg,West,Yes,0.17373,523,3153,0.16050,0.18695
2022,Baden-Wuerttemberg,West,No,0.82627,2630,3153,0.81305,0.83950
2022,Bavaria,West,Yes,0.19855,771,4280,0.18660,0.21051
2022,Bavaria,West,No,0.80145,3509,4280,0.78949,0.81340
2022,Berlin,West,Yes,0.25258,180,828,0.22297,0.28220
2022,Berlin,West,No,0.74742,648,828,0.71780,0.77703
2022,Berlin,East,Yes,0.24567,136,628,0.21198,0.27937
2022,Berlin,East,No,0.75433,492,628,0.72063,0.78802
2022,Brandenburg,East,Yes,0.21856,227,982,0.19270,0.24442
2022,Brandenburg,East,No,0.78144,755,982,0.75558,0.80730
2022,Mecklenburg-Western Pomerania,East,Yes,0.24229,135,558,0.20670,0.27787
2022,Mecklenburg-Western Pomerania,East,No,0.75771,423,558,0.72213,0.79330
2022,Saxony,East,Yes,0.20995,384,1721,0.19070,0.22919
2022,Saxony,East,No,0.79005,1337,1721,0.77081,0.80930
2022,Saxony-Anhalt,East,Yes,0.23209,238,888,0.20431,0.25987
2022,Saxony-Anhalt,East,No,0.76791,650,888,0.74013,0.79569
2022,Thuringa,East,Yes,0.21753,179,816,0.18921,0.24586
2022,Thuringa,East,No,0.78247,637,816,0.75414,0.81079
