year,age_gr,sex,ple0081_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2016,17-29 y.,female,Yes,0.20566,499,1987,0.18789,0.22344
2016,17-29 y.,female,No,0.69377,1488,1987,0.67350,0.71404
2016,30-45 y.,male,Yes,0.34936,1093,2963,0.33219,0.36653
2016,30-45 y.,male,No,0.63241,1870,2963,0.61505,0.64978
2016,30-45 y.,female,Yes,0.26450,1125,4077,0.25096,0.27804
2016,30-45 y.,female,No,0.72301,2952,4077,0.70927,0.73674
2016,46-65 y.,male,Yes,0.33303,1259,3965,0.31836,0.34771
2016,46-65 y.,male,No,0.66347,2706,3965,0.64876,0.67818
2016,46-65 y.,female,Yes,0.28195,1225,4619,0.26897,0.29493
2016,46-65 y.,female,No,0.71531,3394,4619,0.70229,0.72832
2016,66 and older,male,Yes,0.13984,311,2307,0.12568,0.15399
2016,66 and older,male,No,0.85896,1996,2307,0.84475,0.87317
2016,66 and older,female,Yes,0.09488,208,2400,0.08315,0.10661
2016,66 and older,female,No,0.90266,2192,2400,0.89080,0.91452
2018,17-29 y.,male,Yes,0.26681,606,2074,0.24777,0.28585
2018,17-29 y.,male,No,0.63005,1468,2074,0.60927,0.65084
2018,17-29 y.,female,Yes,0.19942,500,2152,0.18254,0.21631
2018,17-29 y.,female,No,0.71531,1652,2152,0.69624,0.73438
2018,30-45 y.,male,Yes,0.30959,953,2784,0.29242,0.32677
2018,30-45 y.,male,No,0.66793,1831,2784,0.65043,0.68543
2018,30-45 y.,female,Yes,0.26456,1098,3920,0.25075,0.27837
2018,30-45 y.,female,No,0.72229,2822,3920,0.70826,0.73631
2018,46-65 y.,male,Yes,0.33081,1383,4445,0.31698,0.34464
2018,46-65 y.,male,No,0.66339,3062,4445,0.64949,0.67728
2018,46-65 y.,female,Yes,0.28778,1356,5172,0.27544,0.30012
2018,46-65 y.,female,No,0.70755,3816,5172,0.69515,0.71995
2018,66 and older,male,Yes,0.13119,321,2439,0.11778,0.14459
2018,66 and older,male,No,0.86470,2118,2439,0.85112,0.87828
2018,66 and older,female,Yes,0.09260,260,2545,0.08134,0.10386
2018,66 and older,female,No,0.90683,2285,2545,0.89554,0.91813
2020,17-29 y.,male,Yes,0.24386,774,2552,0.22720,0.26053
2020,17-29 y.,male,No,0.67399,1778,2552,0.65580,0.69218
2020,17-29 y.,female,Yes,0.16538,436,2508,0.15084,0.17992
2020,17-29 y.,female,No,0.75340,2072,2508,0.73653,0.77027
2020,30-45 y.,male,Yes,0.29149,1337,3878,0.27718,0.30579
2020,30-45 y.,male,No,0.70173,2541,3878,0.68733,0.71613
2020,30-45 y.,female,Yes,0.25274,1023,4154,0.23952,0.26596
2020,30-45 y.,female,No,0.74258,3131,4154,0.72928,0.75588
2020,46-65 y.,male,Yes,0.29351,1501,5072,0.28097,0.30604
2020,46-65 y.,male,No,0.70345,3571,5072,0.69088,0.71602
2020,46-65 y.,female,Yes,0.26744,1269,5308,0.25554,0.27935
2020,46-65 y.,female,No,0.73112,4039,5308,0.71919,0.74305
2020,66 and older,male,Yes,0.14040,336,2443,0.12662,0.15418
2020,66 and older,male,No,0.85758,2107,2443,0.84372,0.87144
2020,66 and older,female,Yes,0.11434,285,2458,0.10176,0.12692
2020,66 and older,female,No,0.88161,2173,2458,0.86884,0.89439
2022,17-29 y.,male,Yes,0.23876,571,2515,0.22209,0.25542
2022,17-29 y.,male,No,0.68089,1944,2515,0.66267,0.69911
2022,17-29 y.,female,Yes,0.13914,394,2718,0.12612,0.15215
2022,17-29 y.,female,No,0.80402,2324,2718,0.78909,0.81895
2022,30-45 y.,male,Yes,0.25652,971,3889,0.24279,0.27025
2022,30-45 y.,male,No,0.71508,2918,3889,0.70089,0.72927
2022,30-45 y.,female,Yes,0.22167,815,4125,0.20899,0.23434
2022,30-45 y.,female,No,0.76005,3310,4125,0.74701,0.77308
2022,46-65 y.,male,Yes,0.24245,981,4120,0.22936,0.25554
2022,46-65 y.,male,No,0.74901,3139,4120,0.73576,0.76225
2022,46-65 y.,female,Yes,0.24008,997,4608,0.22775,0.25241
2022,46-65 y.,female,No,0.75202,3611,4608,0.73955,0.76449
2022,66 and older,male,Yes,0.13489,274,2031,0.12003,0.14975
2022,66 and older,male,No,0.86191,1757,2031,0.84690,0.87692
2022,66 and older,female,Yes,0.11748,267,2080,0.10364,0.13133
2022,66 and older,female,No,0.88052,1813,2080,0.86658,0.89446
