"ple0081_h","year","bildungsniveau","bula_h","n","percent","lower_confidence_percent","upper_confidence_percent"
"Nein","2002","(noch) kein Abschluss","Niedersachsen","71","0.855108173120692","0.780715298906805","0.929501047334579"
"Nein","2002","(noch) kein Abschluss","Bremen","2","","",""
"Nein","2002","(noch) kein Abschluss","Nordrhein-Westfalen","169","0.665845949173969","0.606781617395241","0.724910280952698"
"Nein","2002","(noch) kein Abschluss","Hessen","43","0.759763885904644","0.655095247568552","0.864432524240736"
"Nein","2002","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","47","0.802463998571449","0.700000306156085","0.904927690986814"
"Nein","2002","(noch) kein Abschluss","Baden-Württemberg","102","0.66346906582668","0.585750146396164","0.741187985257195"
"Nein","2002","(noch) kein Abschluss","Bayern","57","0.699318935721721","0.598201690661161","0.800436180782282"
"Nein","2002","(noch) kein Abschluss","Saarland","","","",""
"Nein","2002","(noch) kein Abschluss","Berlin","26","","",""
"Nein","2002","(noch) kein Abschluss","Brandenburg","24","","",""
"Nein","2002","(noch) kein Abschluss","Mecklenburg-Vorpommern","12","","",""
"Nein","2002","(noch) kein Abschluss","Sachsen","35","0.788054404471659","0.669951800436188","0.90615700850713"
"Nein","2002","(noch) kein Abschluss","Sachsen-Anhalt","24","","",""
"Nein","2002","(noch) kein Abschluss","Thüringen","23","","",""
"Nein","2002","Hauptschule","Schleswig-Holstein","185","0.616928102598551","0.562009147384222","0.67184705781288"
"Nein","2002","Hauptschule","Hamburg","62","0.630907092760887","0.534376932058694","0.727437253463081"
"Nein","2002","Hauptschule","Niedersachsen","539","0.68934273092091","0.657493714544051","0.721191747297769"
"Nein","2002","Hauptschule","Bremen","46","0.70673580522646","0.596060817858375","0.817410792594545"
"Nein","2002","Hauptschule","Nordrhein-Westfalen","1327","0.673148013095892","0.652667472563067","0.693628553628718"
"Nein","2002","Hauptschule","Hessen","413","0.689315326662309","0.652378607529444","0.726252045795174"
"Nein","2002","Hauptschule","Rheinland-Pfalz,Saarland","482","0.682111102125951","0.647979214308557","0.716242989943345"
"Nein","2002","Hauptschule","Baden-Württemberg","838","0.717974353748316","0.692672128404248","0.743276579092384"
"Nein","2002","Hauptschule","Bayern","998","0.683388597438692","0.659714433241885","0.707062761635499"
"Nein","2002","Hauptschule","Saarland","","","",""
"Nein","2002","Hauptschule","Berlin","101","0.586238276057934","0.512635175560934","0.659841376554935"
"Nein","2002","Hauptschule","Brandenburg","199","0.792877752852098","0.743236286778999","0.842519218925197"
"Nein","2002","Hauptschule","Mecklenburg-Vorpommern","83","0.695310024513357","0.613635520836879","0.776984528189836"
"Nein","2002","Hauptschule","Sachsen","349","0.800576936993155","0.763369011527417","0.837784862458893"
"Nein","2002","Hauptschule","Sachsen-Anhalt","220","0.730717758903851","0.681496866700521","0.779938651107182"
"Nein","2002","Hauptschule","Thüringen","230","0.784527468961219","0.738460736193302","0.830594201729135"
"Nein","2002","Realschule","Schleswig-Holstein","120","0.659266480064082","0.590597519513689","0.727935440614474"
"Nein","2002","Realschule","Hamburg","62","0.650584490956311","0.552081418247912","0.74908756366471"
"Nein","2002","Realschule","Niedersachsen","344","0.630085152987277","0.58991975229229","0.670250553682264"
"Nein","2002","Realschule","Bremen","25","","",""
"Nein","2002","Realschule","Nordrhein-Westfalen","621","0.648111560183717","0.61810480364043","0.678118316727003"
"Nein","2002","Realschule","Hessen","252","0.665318227264895","0.61878316660288","0.71185328792691"
"Nein","2002","Realschule","Rheinland-Pfalz,Saarland","175","0.662131579855792","0.605398232060863","0.71886492765072"
"Nein","2002","Realschule","Baden-Württemberg","409","0.705013270762317","0.668339568587623","0.74168697293701"
"Nein","2002","Realschule","Bayern","517","0.703739588201395","0.67088553616029","0.736593640242501"
"Nein","2002","Realschule","Saarland","","","",""
"Nein","2002","Realschule","Berlin","147","0.590932979433405","0.528600344121673","0.653265614745136"
"Nein","2002","Realschule","Brandenburg","209","0.590635161514924","0.538748770890768","0.64252155213908"
"Nein","2002","Realschule","Mecklenburg-Vorpommern","136","0.62848481262402","0.563285571151712","0.693684054096328"
"Nein","2002","Realschule","Sachsen","428","0.654247043936264","0.617599085506381","0.690895002366146"
"Nein","2002","Realschule","Sachsen-Anhalt","193","0.600475207254184","0.547059837668927","0.653890576839442"
"Nein","2002","Realschule","Thüringen","227","0.609093733927165","0.560032928399766","0.658154539454564"
"Nein","2002","(Fach-)Abitur","Schleswig-Holstein","64","0.872184579696152","0.797608670516417","0.946760488875886"
"Nein","2002","(Fach-)Abitur","Hamburg","26","","",""
"Nein","2002","(Fach-)Abitur","Niedersachsen","140","0.717125735738487","0.654390740579869","0.779860730897104"
"Nein","2002","(Fach-)Abitur","Bremen","12","","",""
"Nein","2002","(Fach-)Abitur","Nordrhein-Westfalen","477","0.684057924906287","0.649643600007814","0.718472249804759"
"Nein","2002","(Fach-)Abitur","Hessen","156","0.677808165406294","0.615487529157825","0.740128801654762"
"Nein","2002","(Fach-)Abitur","Rheinland-Pfalz,Saarland","89","0.595898759058048","0.513727651637047","0.678069866479049"
"Nein","2002","(Fach-)Abitur","Baden-Württemberg","228","0.734313200671304","0.686068922661551","0.782557478681056"
"Nein","2002","(Fach-)Abitur","Bayern","229","0.76471949415652","0.717193475840182","0.812245512472858"
"Nein","2002","(Fach-)Abitur","Saarland","","","",""
"Nein","2002","(Fach-)Abitur","Berlin","69","0.62105002828449","0.529977147447051","0.712122909121929"
"Nein","2002","(Fach-)Abitur","Brandenburg","43","0.607786726489222","0.494218808016487","0.721354644961957"
"Nein","2002","(Fach-)Abitur","Mecklenburg-Vorpommern","14","","",""
"Nein","2002","(Fach-)Abitur","Sachsen","76","0.730837163912643","0.646002898981248","0.815671428844037"
"Nein","2002","(Fach-)Abitur","Sachsen-Anhalt","39","0.591541666733648","0.474710104108962","0.708373229358333"
"Nein","2002","(Fach-)Abitur","Thüringen","40","0.642638821475382","0.522379060000761","0.762898582950003"
"Nein","2002","AkademikerIn","Schleswig-Holstein","96","0.805601426348059","0.733894383899569","0.877308468796549"
"Nein","2002","AkademikerIn","Hamburg","69","0.735428324581539","0.641654748524447","0.829201900638632"
"Nein","2002","AkademikerIn","Niedersachsen","239","0.742366315594405","0.69376160656233","0.79097102462648"
"Nein","2002","AkademikerIn","Bremen","25","","",""
"Nein","2002","AkademikerIn","Nordrhein-Westfalen","674","0.741677846371984","0.712904810285083","0.770450882458885"
"Nein","2002","AkademikerIn","Hessen","261","0.73927484325913","0.693410921084591","0.785138765433669"
"Nein","2002","AkademikerIn","Rheinland-Pfalz,Saarland","144","0.814259266612596","0.758219391382556","0.870299141842635"
"Nein","2002","AkademikerIn","Baden-Württemberg","402","0.777855784744992","0.741419831509435","0.814291737980549"
"Nein","2002","AkademikerIn","Bayern","522","0.837553468361959","0.808589000099056","0.866517936624861"
"Nein","2002","AkademikerIn","Saarland","","","",""
"Nein","2002","AkademikerIn","Berlin","170","0.678031203714978","0.621018718776482","0.735043688653475"
"Nein","2002","AkademikerIn","Brandenburg","215","0.813020308427772","0.764976685808147","0.861063931047397"
"Nein","2002","AkademikerIn","Mecklenburg-Vorpommern","113","0.786825057294559","0.719225211822396","0.854424902766722"
"Nein","2002","AkademikerIn","Sachsen","325","0.831302564076198","0.794465361828452","0.868139766323943"
"Nein","2002","AkademikerIn","Sachsen-Anhalt","181","0.758631453249539","0.703329568445527","0.813933338053551"
"Nein","2002","AkademikerIn","Thüringen","143","0.806123161483278","0.748208937708065","0.864037385258492"
"Ja","2003","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Ja","2003","(noch) kein Abschluss","Hamburg","","","",""
"Ja","2003","(noch) kein Abschluss","Niedersachsen","","","",""
"Ja","2003","(noch) kein Abschluss","Bremen","","","",""
"Ja","2003","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"Ja","2003","(noch) kein Abschluss","Hessen","","","",""
"Ja","2003","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"Ja","2003","(noch) kein Abschluss","Baden-Württemberg","","","",""
"Ja","2003","(noch) kein Abschluss","Bayern","","","",""
"Ja","2003","(noch) kein Abschluss","Saarland","","","",""
"Ja","2003","(noch) kein Abschluss","Berlin","","","",""
"Ja","2003","(noch) kein Abschluss","Brandenburg","","","",""
"Ja","2003","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Ja","2003","(noch) kein Abschluss","Sachsen","","","",""
"Ja","2003","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Ja","2003","(noch) kein Abschluss","Thüringen","","","",""
"Ja","2003","Hauptschule","Schleswig-Holstein","","","",""
"Ja","2003","Hauptschule","Hamburg","","","",""
"Ja","2003","Hauptschule","Niedersachsen","","","",""
"Ja","2003","Hauptschule","Bremen","","","",""
"Ja","2003","Hauptschule","Nordrhein-Westfalen","","","",""
"Ja","2003","Hauptschule","Hessen","","","",""
"Ja","2003","Hauptschule","Rheinland-Pfalz,Saarland","","","",""
"Ja","2003","Hauptschule","Baden-Württemberg","","","",""
"Ja","2003","Hauptschule","Bayern","","","",""
"Ja","2003","Hauptschule","Saarland","","","",""
"Ja","2003","Hauptschule","Berlin","","","",""
"Ja","2003","Hauptschule","Brandenburg","","","",""
"Ja","2003","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Ja","2003","Hauptschule","Sachsen","","","",""
"Ja","2003","Hauptschule","Sachsen-Anhalt","","","",""
"Ja","2003","Hauptschule","Thüringen","","","",""
"Ja","2003","Realschule","Schleswig-Holstein","","","",""
"Ja","2003","Realschule","Hamburg","","","",""
"Ja","2003","Realschule","Niedersachsen","","","",""
"Ja","2003","Realschule","Bremen","","","",""
"Ja","2003","Realschule","Nordrhein-Westfalen","","","",""
"Ja","2003","Realschule","Hessen","","","",""
"Ja","2003","Realschule","Rheinland-Pfalz,Saarland","","","",""
"Ja","2003","Realschule","Baden-Württemberg","","","",""
"Ja","2003","Realschule","Bayern","","","",""
"Ja","2003","Realschule","Saarland","","","",""
"Ja","2003","Realschule","Berlin","","","",""
"Ja","2003","Realschule","Brandenburg","","","",""
"Ja","2003","Realschule","Mecklenburg-Vorpommern","","","",""
"Ja","2003","Realschule","Sachsen","","","",""
"Ja","2003","Realschule","Sachsen-Anhalt","","","",""
"Ja","2003","Realschule","Thüringen","","","",""
"Ja","2003","(Fach-)Abitur","Schleswig-Holstein","","","",""
"Ja","2003","(Fach-)Abitur","Hamburg","","","",""
"Ja","2003","(Fach-)Abitur","Niedersachsen","","","",""
"Ja","2003","(Fach-)Abitur","Bremen","","","",""
"Ja","2003","(Fach-)Abitur","Nordrhein-Westfalen","","","",""
"Ja","2003","(Fach-)Abitur","Hessen","","","",""
"Ja","2003","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"Ja","2003","(Fach-)Abitur","Baden-Württemberg","","","",""
"Ja","2003","(Fach-)Abitur","Bayern","","","",""
"Ja","2003","(Fach-)Abitur","Saarland","","","",""
"Ja","2003","(Fach-)Abitur","Berlin","","","",""
"Ja","2003","(Fach-)Abitur","Brandenburg","","","",""
"Ja","2003","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Ja","2003","(Fach-)Abitur","Sachsen","","","",""
"Ja","2003","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Ja","2003","(Fach-)Abitur","Thüringen","","","",""
"Ja","2003","AkademikerIn","Schleswig-Holstein","","","",""
"Ja","2003","AkademikerIn","Hamburg","","","",""
"Ja","2003","AkademikerIn","Niedersachsen","","","",""
"Ja","2003","AkademikerIn","Bremen","","","",""
"Ja","2003","AkademikerIn","Nordrhein-Westfalen","","","",""
"Ja","2003","AkademikerIn","Hessen","","","",""
"Ja","2003","AkademikerIn","Rheinland-Pfalz,Saarland","","","",""
"Ja","2003","AkademikerIn","Baden-Württemberg","","","",""
"Ja","2003","AkademikerIn","Bayern","","","",""
"Ja","2003","AkademikerIn","Saarland","","","",""
"Ja","2003","AkademikerIn","Berlin","","","",""
"Ja","2003","AkademikerIn","Brandenburg","","","",""
"Ja","2003","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Ja","2003","AkademikerIn","Sachsen","","","",""
"Ja","2003","AkademikerIn","Sachsen-Anhalt","","","",""
"Ja","2003","AkademikerIn","Thüringen","","","",""
"Nein","2003","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Nein","2003","(noch) kein Abschluss","Hamburg","","","",""
"Nein","2003","(noch) kein Abschluss","Niedersachsen","","","",""
"Nein","2003","(noch) kein Abschluss","Bremen","","","",""
"Nein","2003","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"Nein","2003","(noch) kein Abschluss","Hessen","","","",""
"Nein","2003","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"Nein","2003","(noch) kein Abschluss","Baden-Württemberg","","","",""
"Nein","2003","(noch) kein Abschluss","Bayern","","","",""
"Nein","2003","(noch) kein Abschluss","Saarland","","","",""
"Nein","2003","(noch) kein Abschluss","Berlin","","","",""
"Nein","2003","(noch) kein Abschluss","Brandenburg","","","",""
"Nein","2003","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Nein","2003","(noch) kein Abschluss","Sachsen","","","",""
"Nein","2003","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Nein","2003","(noch) kein Abschluss","Thüringen","","","",""
"Nein","2003","Hauptschule","Schleswig-Holstein","","","",""
"Nein","2003","Hauptschule","Hamburg","","","",""
"Nein","2003","Hauptschule","Niedersachsen","","","",""
"Nein","2003","Hauptschule","Bremen","","","",""
"Nein","2003","Hauptschule","Nordrhein-Westfalen","","","",""
"Nein","2003","Hauptschule","Hessen","","","",""
"Nein","2003","Hauptschule","Rheinland-Pfalz,Saarland","","","",""
"Nein","2003","Hauptschule","Baden-Württemberg","","","",""
"Nein","2003","Hauptschule","Bayern","","","",""
"Nein","2003","Hauptschule","Saarland","","","",""
"Nein","2003","Hauptschule","Berlin","","","",""
"Nein","2003","Hauptschule","Brandenburg","","","",""
"Nein","2003","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Nein","2003","Hauptschule","Sachsen","","","",""
"Nein","2003","Hauptschule","Sachsen-Anhalt","","","",""
"Nein","2003","Hauptschule","Thüringen","","","",""
"Nein","2003","Realschule","Schleswig-Holstein","","","",""
"Nein","2003","Realschule","Hamburg","","","",""
"Nein","2003","Realschule","Niedersachsen","","","",""
"Nein","2003","Realschule","Bremen","","","",""
"Nein","2003","Realschule","Nordrhein-Westfalen","","","",""
"Nein","2003","Realschule","Hessen","","","",""
"Nein","2003","Realschule","Rheinland-Pfalz,Saarland","","","",""
"Nein","2003","Realschule","Baden-Württemberg","","","",""
"Nein","2003","Realschule","Bayern","","","",""
"Nein","2003","Realschule","Saarland","","","",""
"Nein","2003","Realschule","Berlin","","","",""
"Nein","2003","Realschule","Brandenburg","","","",""
"Nein","2003","Realschule","Mecklenburg-Vorpommern","","","",""
"Nein","2003","Realschule","Sachsen","","","",""
"Nein","2003","Realschule","Sachsen-Anhalt","","","",""
"Nein","2003","Realschule","Thüringen","","","",""
"Nein","2003","(Fach-)Abitur","Schleswig-Holstein","","","",""
"Nein","2003","(Fach-)Abitur","Hamburg","","","",""
"Nein","2003","(Fach-)Abitur","Niedersachsen","","","",""
"Nein","2003","(Fach-)Abitur","Bremen","","","",""
"Nein","2003","(Fach-)Abitur","Nordrhein-Westfalen","","","",""
"Nein","2003","(Fach-)Abitur","Hessen","","","",""
"Nein","2003","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"Nein","2003","(Fach-)Abitur","Baden-Württemberg","","","",""
"Nein","2003","(Fach-)Abitur","Bayern","","","",""
"Nein","2003","(Fach-)Abitur","Saarland","","","",""
"Nein","2003","(Fach-)Abitur","Berlin","","","",""
"Nein","2003","(Fach-)Abitur","Brandenburg","","","",""
"Nein","2003","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Nein","2003","(Fach-)Abitur","Sachsen","","","",""
"Nein","2003","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Nein","2003","(Fach-)Abitur","Thüringen","","","",""
"Nein","2003","AkademikerIn","Schleswig-Holstein","","","",""
"Nein","2003","AkademikerIn","Hamburg","","","",""
"Nein","2003","AkademikerIn","Niedersachsen","","","",""
"Nein","2003","AkademikerIn","Bremen","","","",""
"Nein","2003","AkademikerIn","Nordrhein-Westfalen","","","",""
"Nein","2003","AkademikerIn","Hessen","","","",""
"Nein","2003","AkademikerIn","Rheinland-Pfalz,Saarland","","","",""
"Nein","2003","AkademikerIn","Baden-Württemberg","","","",""
"Nein","2003","AkademikerIn","Bayern","","","",""
"Nein","2003","AkademikerIn","Saarland","","","",""
"Nein","2003","AkademikerIn","Berlin","","","",""
"Nein","2003","AkademikerIn","Brandenburg","","","",""
"Nein","2003","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Nein","2003","AkademikerIn","Sachsen","","","",""
"Nein","2003","AkademikerIn","Sachsen-Anhalt","","","",""
"Nein","2003","AkademikerIn","Thüringen","","","",""
"Ja","2004","(noch) kein Abschluss","Schleswig-Holstein","7","","",""
"Ja","2004","(noch) kein Abschluss","Hamburg","3","","",""
"Ja","2004","(noch) kein Abschluss","Niedersachsen","22","","",""
"Ja","2004","(noch) kein Abschluss","Bremen","1","","",""
"Ja","2004","(noch) kein Abschluss","Nordrhein-Westfalen","64","0.296255074238312","0.237116494972492","0.355393653504132"
"Ja","2004","(noch) kein Abschluss","Hessen","18","","",""
"Ja","2004","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","13","","",""
"Ja","2004","(noch) kein Abschluss","Baden-Württemberg","39","0.326389671660893","0.246095316318802","0.406684027002983"
"Ja","2004","(noch) kein Abschluss","Bayern","23","","",""
"Ja","2004","(noch) kein Abschluss","Saarland","","","",""
"Ja","2004","(noch) kein Abschluss","Berlin","14","","",""
"Ja","2004","(noch) kein Abschluss","Brandenburg","8","","",""
"Ja","2004","(noch) kein Abschluss","Mecklenburg-Vorpommern","6","","",""
"Ja","2004","(noch) kein Abschluss","Sachsen","12","","",""
"Ja","2004","(noch) kein Abschluss","Sachsen-Anhalt","14","","",""
"Ja","2004","(noch) kein Abschluss","Thüringen","10","","",""
"Ja","2004","Hauptschule","Schleswig-Holstein","103","0.385053581363761","0.327749252790677","0.442357909936846"
"Ja","2004","Hauptschule","Hamburg","32","0.45475171873747","0.345635973101345","0.563867464373594"
"Ja","2004","Hauptschule","Niedersachsen","237","0.299164607200353","0.265993828272862","0.332335386127845"
"Ja","2004","Hauptschule","Bremen","16","","",""
"Ja","2004","Hauptschule","Nordrhein-Westfalen","592","0.299741260426999","0.278664089872763","0.320818430981236"
"Ja","2004","Hauptschule","Hessen","147","0.303910537017043","0.264340193458378","0.343480880575708"
"Ja","2004","Hauptschule","Rheinland-Pfalz,Saarland","213","0.313739436529727","0.278258548285699","0.349220324773754"
"Ja","2004","Hauptschule","Baden-Württemberg","316","0.266834627812145","0.240720269401131","0.292948986223159"
"Ja","2004","Hauptschule","Bayern","418","0.300739624896823","0.27627739783476","0.325201851958887"
"Ja","2004","Hauptschule","Saarland","","","",""
"Ja","2004","Hauptschule","Berlin","60","0.434557446219239","0.354696385175386","0.514418507263091"
"Ja","2004","Hauptschule","Brandenburg","63","0.260499247528543","0.20485481891045","0.316143676146636"
"Ja","2004","Hauptschule","Mecklenburg-Vorpommern","38","0.31560849736219","0.233806502150356","0.397410492574023"
"Ja","2004","Hauptschule","Sachsen","78","0.198302659805826","0.158526401273546","0.238078918338106"
"Ja","2004","Hauptschule","Sachsen-Anhalt","78","0.226374515224702","0.177357346103658","0.275391684345746"
"Ja","2004","Hauptschule","Thüringen","74","0.253144635653246","0.202663597493444","0.303625673813048"
"Ja","2004","Realschule","Schleswig-Holstein","59","0.345065844293154","0.272965114224037","0.417166574362271"
"Ja","2004","Realschule","Hamburg","19","","",""
"Ja","2004","Realschule","Niedersachsen","178","0.334165555869005","0.29441772539843","0.37391338633958"
"Ja","2004","Realschule","Bremen","19","","",""
"Ja","2004","Realschule","Nordrhein-Westfalen","353","0.377199879992341","0.345897425513088","0.408502334471595"
"Ja","2004","Realschule","Hessen","124","0.359072901596164","0.3073137971236","0.410832006068727"
"Ja","2004","Realschule","Rheinland-Pfalz,Saarland","94","0.386116354414712","0.326360545323053","0.445872163506372"
"Ja","2004","Realschule","Baden-Württemberg","163","0.297800054097735","0.259721014126491","0.33587909406898"
"Ja","2004","Realschule","Bayern","204","0.297179109953636","0.263004686840133","0.331353533067139"
"Ja","2004","Realschule","Saarland","","","",""
"Ja","2004","Realschule","Berlin","86","0.434945499610413","0.370876674073185","0.499014325147641"
