year,quintil_oecd_hh,hgroom,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,4th Quintile,2 rooms,0.18395,173,994,0.15985,0.20804
1985,4th Quintile,3 rooms,0.30893,331,994,0.28019,0.33767
1985,4th Quintile,4 rooms,0.20686,224,994,0.18166,0.23205
1985,4th Quintile,5 rooms,0.13029,145,994,0.10935,0.15122
1985,4th Quintile,6 rooms,0.06593,67,994,0.05049,0.08137
1985,5th Quintile,2 rooms,0.16114,153,893,0.13701,0.18526
1985,5th Quintile,3 rooms,0.29218,292,893,0.26234,0.32203
1985,5th Quintile,4 rooms,0.24660,237,893,0.21832,0.27489
1985,5th Quintile,5 rooms,0.13840,138,893,0.11574,0.16107
1985,5th Quintile,6 rooms,0.07099,73,893,0.05413,0.08784
1986,1st Quintile,1 room,0.10926,83,966,0.08957,0.12894
1986,1st Quintile,2 rooms,0.29440,241,966,0.26564,0.32316
1986,1st Quintile,3 rooms,0.33257,370,966,0.30284,0.36229
1986,1st Quintile,4 rooms,0.13767,166,966,0.11593,0.15941
1986,1st Quintile,5 rooms,0.05693,65,966,0.04231,0.07155
1986,1st Quintile,6 rooms,0.03929,41,966,0.02703,0.05155
1986,2nd Quintile,1 room,0.04605,37,985,0.03295,0.05915
1986,2nd Quintile,2 rooms,0.19288,174,985,0.16823,0.21753
1986,2nd Quintile,3 rooms,0.35553,380,985,0.32562,0.38544
1986,2nd Quintile,4 rooms,0.20366,231,985,0.17850,0.22883
1986,2nd Quintile,5 rooms,0.09307,101,985,0.07491,0.11122
1986,2nd Quintile,6 rooms,0.06118,62,985,0.04621,0.07616
1986,3rd Quintile,1 room,0.05336,50,983,0.03930,0.06742
1986,3rd Quintile,2 rooms,0.21529,193,983,0.18958,0.24100
1986,3rd Quintile,3 rooms,0.33254,358,983,0.30308,0.36201
1986,3rd Quintile,4 rooms,0.19381,209,983,0.16909,0.21854
1986,3rd Quintile,5 rooms,0.09909,113,983,0.08040,0.11778
1986,3rd Quintile,6 rooms,0.05863,60,983,0.04394,0.07332
1986,4th Quintile,1 room,0.06252,55,976,0.04733,0.07772
1986,4th Quintile,2 rooms,0.22019,191,976,0.19418,0.24620
1986,4th Quintile,3 rooms,0.31608,340,976,0.28690,0.34527
1986,4th Quintile,4 rooms,0.18251,205,976,0.15826,0.20676
1986,4th Quintile,5 rooms,0.11163,122,976,0.09187,0.13140
1986,4th Quintile,6 rooms,0.06197,63,976,0.04683,0.07710
1986,5th Quintile,2 rooms,0.11773,108,854,0.09610,0.13935
1986,5th Quintile,3 rooms,0.31052,298,854,0.27947,0.34157
1986,5th Quintile,4 rooms,0.24211,226,854,0.21336,0.27086
1986,5th Quintile,5 rooms,0.13418,137,854,0.11131,0.15706
1986,5th Quintile,6 rooms,0.08735,85,854,0.06840,0.10630
1987,1st Quintile,1 room,0.12610,89,920,0.10463,0.14756
1987,1st Quintile,2 rooms,0.25507,210,920,0.22689,0.28326
1987,1st Quintile,3 rooms,0.35724,368,920,0.32626,0.38823
1987,1st Quintile,4 rooms,0.13232,154,920,0.11041,0.15423
1987,1st Quintile,5 rooms,0.05365,57,920,0.03908,0.06822
1987,1st Quintile,6 rooms,0.04224,42,920,0.02924,0.05525
1987,2nd Quintile,2 rooms,0.22090,183,938,0.19433,0.24746
1987,2nd Quintile,3 rooms,0.37715,398,938,0.34612,0.40818
1987,2nd Quintile,4 rooms,0.17605,206,938,0.15166,0.20043
1987,2nd Quintile,5 rooms,0.09610,102,938,0.07723,0.11497
1987,2nd Quintile,6 rooms,0.04582,49,938,0.03243,0.05921
1987,3rd Quintile,1 room,0.04779,48,986,0.03447,0.06111
1987,3rd Quintile,2 rooms,0.22444,182,986,0.19838,0.25049
1987,3rd Quintile,3 rooms,0.31073,347,986,0.28183,0.33964
1987,3rd Quintile,4 rooms,0.19916,223,986,0.17422,0.22410
1987,3rd Quintile,5 rooms,0.10930,124,986,0.08981,0.12878
1987,3rd Quintile,6 rooms,0.06560,62,986,0.05014,0.08106
1987,4th Quintile,1 room,0.06073,50,975,0.04573,0.07573
1987,4th Quintile,2 rooms,0.18354,183,975,0.15923,0.20785
1987,4th Quintile,3 rooms,0.32214,334,975,0.29279,0.35148
1987,4th Quintile,4 rooms,0.20689,215,975,0.18145,0.23233
1987,4th Quintile,5 rooms,0.11673,125,975,0.09656,0.13689
1987,4th Quintile,6 rooms,0.06476,68,975,0.04931,0.08022
1987,5th Quintile,2 rooms,0.15461,137,857,0.13039,0.17883
1987,5th Quintile,3 rooms,0.27042,261,857,0.24066,0.30017
1987,5th Quintile,4 rooms,0.25004,230,857,0.22103,0.27905
1987,5th Quintile,5 rooms,0.14892,153,857,0.12507,0.17277
1987,5th Quintile,6 rooms,0.07752,76,857,0.05961,0.09543
1988,1st Quintile,1 room,0.11176,72,909,0.09126,0.13225
1988,1st Quintile,2 rooms,0.26087,217,909,0.23230,0.28943
1988,1st Quintile,3 rooms,0.35874,366,909,0.32754,0.38994
1988,1st Quintile,4 rooms,0.14529,151,909,0.12237,0.16821
1988,1st Quintile,5 rooms,0.05798,66,909,0.04278,0.07318
1988,1st Quintile,6 rooms,0.03723,37,909,0.02491,0.04954
1988,2nd Quintile,1 room,0.04724,37,926,0.03357,0.06091
1988,2nd Quintile,2 rooms,0.21674,165,926,0.19019,0.24330
1988,2nd Quintile,3 rooms,0.37896,382,926,0.34770,0.41023
1988,2nd Quintile,4 rooms,0.16939,199,926,0.14521,0.19356
1988,2nd Quintile,5 rooms,0.09367,94,926,0.07490,0.11245
1988,2nd Quintile,6 rooms,0.05033,49,926,0.03624,0.06442
1988,3rd Quintile,1 room,0.05612,48,933,0.04134,0.07089
1988,3rd Quintile,2 rooms,0.20223,161,933,0.17644,0.22802
1988,3rd Quintile,3 rooms,0.32101,342,933,0.29104,0.35098
1988,3rd Quintile,4 rooms,0.19067,208,933,0.16545,0.21589
1988,3rd Quintile,5 rooms,0.10644,109,933,0.08664,0.12624
1988,3rd Quintile,6 rooms,0.07017,65,933,0.05377,0.08657
1988,4th Quintile,1 room,0.04556,40,929,0.03214,0.05898
1988,4th Quintile,2 rooms,0.20006,181,929,0.17432,0.22580
1988,4th Quintile,3 rooms,0.30635,303,929,0.27669,0.33601
1988,4th Quintile,4 rooms,0.20262,205,929,0.17676,0.22849
1988,4th Quintile,5 rooms,0.11234,119,929,0.09203,0.13266
1988,4th Quintile,6 rooms,0.08334,81,929,0.06556,0.10113
1988,5th Quintile,2 rooms,0.14910,124,806,0.12449,0.17371
1988,5th Quintile,3 rooms,0.29552,261,806,0.26400,0.32704
1988,5th Quintile,4 rooms,0.23232,207,806,0.20314,0.26149
1988,5th Quintile,5 rooms,0.14812,138,806,0.12358,0.17266
1988,5th Quintile,6 rooms,0.08336,76,806,0.06426,0.10245
1989,1st Quintile,1 room,0.10475,68,884,0.08455,0.12495
1989,1st Quintile,2 rooms,0.27265,213,884,0.24328,0.30202
1989,1st Quintile,3 rooms,0.33763,337,884,0.30643,0.36882
1989,1st Quintile,4 rooms,0.15950,166,884,0.13535,0.18365
1989,1st Quintile,5 rooms,0.05441,60,884,0.03944,0.06937
1989,1st Quintile,6 rooms,0.04042,40,884,0.02743,0.05342
1989,2nd Quintile,1 room,0.04767,46,971,0.03426,0.06107
1989,2nd Quintile,2 rooms,0.23260,179,971,0.20601,0.25919
1989,2nd Quintile,3 rooms,0.36753,382,971,0.33718,0.39787
1989,2nd Quintile,4 rooms,0.16188,188,971,0.13870,0.18506
1989,2nd Quintile,5 rooms,0.09791,94,971,0.07920,0.11661
1989,2nd Quintile,6 rooms,0.05162,48,971,0.03769,0.06554
1989,2nd Quintile,7 rooms,0.03020,34,971,0.01943,0.04097
1989,3rd Quintile,1 room,0.04545,32,905,0.03187,0.05903
1989,3rd Quintile,2 rooms,0.18941,150,905,0.16386,0.21495
1989,3rd Quintile,3 rooms,0.33347,335,905,0.30274,0.36420
1989,3rd Quintile,4 rooms,0.21143,210,905,0.18481,0.23805
1989,3rd Quintile,5 rooms,0.10775,110,905,0.08754,0.12796
1989,3rd Quintile,6 rooms,0.06619,68,905,0.04998,0.08239
1989,4th Quintile,1 room,0.05877,43,901,0.04341,0.07414
1989,4th Quintile,2 rooms,0.19607,182,901,0.17013,0.22201
1989,4th Quintile,3 rooms,0.28740,287,901,0.25784,0.31697
1989,4th Quintile,4 rooms,0.20815,196,901,0.18162,0.23467
1989,4th Quintile,5 rooms,0.12190,122,901,0.10053,0.14328
1989,4th Quintile,6 rooms,0.08052,71,901,0.06274,0.09830
1989,5th Quintile,2 rooms,0.16219,124,765,0.13605,0.18833
1989,5th Quintile,3 rooms,0.28532,236,765,0.25330,0.31734
1989,5th Quintile,4 rooms,0.22215,195,765,0.19267,0.25163
1989,5th Quintile,5 rooms,0.14738,132,765,0.12225,0.17252
1989,5th Quintile,6 rooms,0.08650,78,765,0.06657,0.10644
1990,1st Quintile,1 room,0.08178,94,2164,0.07024,0.09333
1990,1st Quintile,2 rooms,0.28908,478,2164,0.26998,0.30819
1990,1st Quintile,3 rooms,0.36991,893,2164,0.34956,0.39025
1990,1st Quintile,4 rooms,0.15996,448,2164,0.14451,0.17541
1990,1st Quintile,5 rooms,0.06265,178,2164,0.05244,0.07286
1990,1st Quintile,6 rooms,0.02390,73,2164,0.01746,0.03034
1990,2nd Quintile,1 room,0.08596,76,1115,0.06950,0.10242
1990,2nd Quintile,2 rooms,0.23388,227,1115,0.20902,0.25874
1990,2nd Quintile,3 rooms,0.36158,453,1115,0.33336,0.38979
1990,2nd Quintile,4 rooms,0.16587,223,1115,0.14403,0.18771
1990,2nd Quintile,5 rooms,0.07077,84,1115,0.05571,0.08582
1990,2nd Quintile,6 rooms,0.04423,52,1115,0.03215,0.05630
1990,3rd Quintile,1 room,0.04243,38,1153,0.03079,0.05406
1990,3rd Quintile,2 rooms,0.22152,214,1153,0.19754,0.24550
1990,3rd Quintile,3 rooms,0.33689,420,1153,0.30960,0.36419
1990,3rd Quintile,4 rooms,0.18461,241,1153,0.16220,0.20701
1990,3rd Quintile,5 rooms,0.11960,141,1153,0.10087,0.13834
1990,3rd Quintile,6 rooms,0.05978,67,1153,0.04609,0.07347
1990,3rd Quintile,7 rooms,0.02184,32,1153,0.01340,0.03028
1990,4th Quintile,1 room,0.05717,51,1093,0.04340,0.07094
1990,4th Quintile,2 rooms,0.21604,217,1093,0.19163,0.24044
1990,4th Quintile,3 rooms,0.31344,385,1093,0.28593,0.34096
1990,4th Quintile,4 rooms,0.18552,226,1093,0.16246,0.20857
1990,4th Quintile,5 rooms,0.10690,131,1093,0.08857,0.12522
1990,4th Quintile,6 rooms,0.07581,83,1093,0.06011,0.09151
1990,5th Quintile,2 rooms,0.16214,153,1023,0.13955,0.18474
1990,5th Quintile,3 rooms,0.29415,310,1023,0.26621,0.32209
1990,5th Quintile,4 rooms,0.22166,242,1023,0.19619,0.24712
1990,5th Quintile,5 rooms,0.13590,152,1023,0.11489,0.15691
1990,5th Quintile,6 rooms,0.08691,100,1023,0.06964,0.10418
1990,5th Quintile,7 rooms,0.03343,34,1023,0.02241,0.04445
1990,5th Quintile,8 rooms,0.02534,32,1023,0.01570,0.03497
1991,1st Quintile,1 room,0.06673,74,2019,0.05584,0.07762
1991,1st Quintile,2 rooms,0.28472,425,2019,0.26503,0.30441
1991,1st Quintile,3 rooms,0.37676,837,2019,0.35562,0.39790
1991,1st Quintile,4 rooms,0.16992,437,2019,0.15354,0.18631
1991,1st Quintile,5 rooms,0.06286,172,2019,0.05227,0.07345
1991,1st Quintile,6 rooms,0.02583,74,2019,0.01891,0.03275
1991,2nd Quintile,1 room,0.08959,70,1103,0.07273,0.10646
1991,2nd Quintile,2 rooms,0.27102,267,1103,0.24478,0.29727
1991,2nd Quintile,3 rooms,0.34706,439,1103,0.31895,0.37516
1991,2nd Quintile,4 rooms,0.14497,192,1103,0.12419,0.16576
1991,2nd Quintile,5 rooms,0.06999,85,1103,0.05493,0.08506
1991,2nd Quintile,6 rooms,0.04698,50,1103,0.03449,0.05948
1991,3rd Quintile,1 room,0.03211,39,1156,0.02195,0.04228
1991,3rd Quintile,2 rooms,0.22838,213,1156,0.20417,0.25260
1991,3rd Quintile,3 rooms,0.32868,402,1156,0.30159,0.35577
1991,3rd Quintile,4 rooms,0.18571,255,1156,0.16328,0.20814
1991,3rd Quintile,5 rooms,0.11538,134,1156,0.09695,0.13380
1991,3rd Quintile,6 rooms,0.06241,74,1156,0.04846,0.07636
1991,3rd Quintile,7 rooms,0.03228,39,1156,0.02209,0.04247
1991,4th Quintile,1 room,0.05110,51,1157,0.03841,0.06379
1991,4th Quintile,2 rooms,0.19140,209,1157,0.16872,0.21408
1991,4th Quintile,3 rooms,0.29217,371,1157,0.26596,0.31839
1991,4th Quintile,4 rooms,0.21842,261,1157,0.19461,0.24224
1991,4th Quintile,5 rooms,0.11615,137,1157,0.09768,0.13462
1991,4th Quintile,6 rooms,0.08041,94,1157,0.06474,0.09609
1991,4th Quintile,7 rooms,0.02666,34,1157,0.01737,0.03595
1991,5th Quintile,2 rooms,0.17169,158,1002,0.14833,0.19505
1991,5th Quintile,3 rooms,0.29986,332,1002,0.27147,0.32824
1991,5th Quintile,4 rooms,0.19897,218,1002,0.17424,0.22370
1991,5th Quintile,5 rooms,0.14304,167,1002,0.12135,0.16473
1991,5th Quintile,6 rooms,0.09055,96,1002,0.07278,0.10833
1991,5th Quintile,7 rooms,0.02925,31,1002,0.01881,0.03968
1992,1st Quintile,1 room,0.10927,101,1379,0.09280,0.12574
1992,1st Quintile,2 rooms,0.32852,395,1379,0.30373,0.35332
1992,1st Quintile,3 rooms,0.32451,506,1379,0.29979,0.34923
1992,1st Quintile,4 rooms,0.14618,256,1379,0.12752,0.16483
1992,1st Quintile,5 rooms,0.04589,80,1379,0.03484,0.05693
1992,1st Quintile,6 rooms,0.02889,41,1379,0.02005,0.03774
1992,2nd Quintile,1 room,0.04259,49,1469,0.03226,0.05292
1992,2nd Quintile,2 rooms,0.22828,266,1469,0.20681,0.24975
1992,2nd Quintile,3 rooms,0.37919,593,1469,0.35437,0.40401
1992,2nd Quintile,4 rooms,0.17282,301,1469,0.15348,0.19216
1992,2nd Quintile,5 rooms,0.09132,151,1469,0.07658,0.10605
1992,2nd Quintile,6 rooms,0.05296,78,1469,0.04150,0.06441
1992,2nd Quintile,7 rooms,0.02024,31,1469,0.01303,0.02744
1992,3rd Quintile,1 room,0.04393,50,1291,0.03275,0.05511
1992,3rd Quintile,2 rooms,0.22130,228,1291,0.19865,0.24396
1992,3rd Quintile,3 rooms,0.34968,516,1291,0.32365,0.37570
1992,3rd Quintile,4 rooms,0.17854,271,1291,0.15764,0.19944
1992,3rd Quintile,5 rooms,0.11359,153,1291,0.09627,0.13090
1992,3rd Quintile,6 rooms,0.05532,73,1291,0.04284,0.06780
1992,4th Quintile,1 room,0.04672,46,1240,0.03496,0.05847
1992,4th Quintile,2 rooms,0.21396,231,1240,0.19113,0.23680
1992,4th Quintile,3 rooms,0.29597,417,1240,0.27055,0.32139
1992,4th Quintile,4 rooms,0.20809,280,1240,0.18548,0.23069
1992,4th Quintile,5 rooms,0.11607,145,1240,0.09824,0.13391
1992,4th Quintile,6 rooms,0.06526,86,1240,0.05151,0.07902
1992,4th Quintile,7 rooms,0.02675,35,1240,0.01776,0.03573
1992,5th Quintile,2 rooms,0.15827,161,1031,0.13598,0.18056
1992,5th Quintile,3 rooms,0.28857,318,1031,0.26090,0.31624
1992,5th Quintile,4 rooms,0.21479,240,1031,0.18971,0.23987
1992,5th Quintile,5 rooms,0.13839,162,1031,0.11730,0.15948
1992,5th Quintile,6 rooms,0.10809,109,1031,0.08913,0.12705
1992,5th Quintile,7 rooms,0.03760,41,1031,0.02598,0.04922
1993,1st Quintile,1 room,0.10791,108,1285,0.09093,0.12488
1993,1st Quintile,2 rooms,0.29587,352,1285,0.27091,0.32084
1993,1st Quintile,3 rooms,0.34856,482,1285,0.32250,0.37463
1993,1st Quintile,4 rooms,0.14307,215,1285,0.12392,0.16223
1993,1st Quintile,5 rooms,0.05730,91,1285,0.04458,0.07001
1993,1st Quintile,6 rooms,0.02691,37,1285,0.01806,0.03576
1993,2nd Quintile,1 room,0.05557,54,1442,0.04374,0.06740
1993,2nd Quintile,2 rooms,0.24327,309,1442,0.22112,0.26543
1993,2nd Quintile,3 rooms,0.36657,569,1442,0.34169,0.39145
1993,2nd Quintile,4 rooms,0.17675,309,1442,0.15705,0.19644
1993,2nd Quintile,5 rooms,0.08379,134,1442,0.06948,0.09810
1993,2nd Quintile,6 rooms,0.04429,67,1442,0.03367,0.05492
1993,3rd Quintile,1 room,0.04255,45,1363,0.03183,0.05327
1993,3rd Quintile,2 rooms,0.19593,223,1363,0.17485,0.21701
1993,3rd Quintile,3 rooms,0.34174,525,1363,0.31656,0.36693
1993,3rd Quintile,4 rooms,0.19431,279,1363,0.17329,0.21532
1993,3rd Quintile,5 rooms,0.12204,169,1363,0.10466,0.13942
1993,3rd Quintile,6 rooms,0.05964,79,1363,0.04706,0.07221
1993,3rd Quintile,7 rooms,0.03258,43,1363,0.02315,0.04201
1993,4th Quintile,1 room,0.03430,37,1254,0.02422,0.04438
1993,4th Quintile,2 rooms,0.19699,220,1254,0.17497,0.21901
1993,4th Quintile,3 rooms,0.31504,430,1254,0.28931,0.34076
1993,4th Quintile,4 rooms,0.21369,304,1254,0.19099,0.23639
1993,4th Quintile,5 rooms,0.11067,142,1254,0.09330,0.12804
1993,4th Quintile,6 rooms,0.07242,86,1254,0.05807,0.08677
1993,4th Quintile,7 rooms,0.03292,35,1254,0.02304,0.04280
1993,5th Quintile,2 rooms,0.15996,152,1036,0.13763,0.18229
1993,5th Quintile,3 rooms,0.29799,351,1036,0.27012,0.32585
1993,5th Quintile,4 rooms,0.20504,224,1036,0.18044,0.22963
1993,5th Quintile,5 rooms,0.14506,169,1036,0.12360,0.16651
1993,5th Quintile,6 rooms,0.09167,95,1036,0.07409,0.10925
1993,5th Quintile,7 rooms,0.03803,45,1036,0.02638,0.04969
1994,1st Quintile,1 room,0.10183,98,1314,0.08547,0.11819
1994,1st Quintile,2 rooms,0.31888,368,1314,0.29367,0.34409
1994,1st Quintile,3 rooms,0.33372,497,1314,0.30822,0.35923
1994,1st Quintile,4 rooms,0.13989,230,1314,0.12113,0.15866
1994,1st Quintile,5 rooms,0.06209,89,1314,0.04903,0.07514
1994,1st Quintile,6 rooms,0.02378,32,1314,0.01554,0.03202
1994,2nd Quintile,1 room,0.05439,58,1370,0.04237,0.06640
1994,2nd Quintile,2 rooms,0.23855,287,1370,0.21597,0.26112
1994,2nd Quintile,3 rooms,0.35567,526,1370,0.33031,0.38103
1994,2nd Quintile,4 rooms,0.17856,284,1370,0.15827,0.19885
1994,2nd Quintile,5 rooms,0.09196,136,1370,0.07665,0.10726
1994,2nd Quintile,6 rooms,0.05403,79,1370,0.04206,0.06601
1994,3rd Quintile,1 room,0.05061,53,1336,0.03885,0.06237
1994,3rd Quintile,2 rooms,0.20412,229,1336,0.18250,0.22575
1994,3rd Quintile,3 rooms,0.33618,492,1336,0.31083,0.36152
1994,3rd Quintile,4 rooms,0.18907,281,1336,0.16806,0.21007
1994,3rd Quintile,5 rooms,0.11396,161,1336,0.09692,0.13101
1994,3rd Quintile,6 rooms,0.06189,85,1336,0.04896,0.07481
1994,3rd Quintile,7 rooms,0.02462,35,1336,0.01630,0.03293
1994,4th Quintile,1 room,0.03469,33,1217,0.02440,0.04497
1994,4th Quintile,2 rooms,0.21697,231,1217,0.19380,0.24013
1994,4th Quintile,3 rooms,0.30307,418,1217,0.27724,0.32891
1994,4th Quintile,4 rooms,0.20133,268,1217,0.17879,0.22387
1994,4th Quintile,5 rooms,0.11046,136,1217,0.09284,0.12808
1994,4th Quintile,6 rooms,0.06952,81,1217,0.05522,0.08381
1994,4th Quintile,7 rooms,0.04371,50,1217,0.03222,0.05521
1994,5th Quintile,2 rooms,0.14191,147,1070,0.12099,0.16282
1994,5th Quintile,3 rooms,0.29045,340,1070,0.26324,0.31767
1994,5th Quintile,4 rooms,0.22526,265,1070,0.20021,0.25030
1994,5th Quintile,5 rooms,0.14570,176,1070,0.12455,0.16685
1994,5th Quintile,6 rooms,0.09545,99,1070,0.07783,0.11306
1994,5th Quintile,7 rooms,0.04171,43,1070,0.02973,0.05370
1995,1st Quintile,1 room,0.11397,118,1376,0.09717,0.13077
1995,1st Quintile,2 rooms,0.31311,385,1376,0.28860,0.33763
1995,1st Quintile,3 rooms,0.32105,512,1376,0.29638,0.34573
1995,1st Quintile,4 rooms,0.14501,226,1376,0.12640,0.16363
1995,1st Quintile,5 rooms,0.06056,89,1376,0.04796,0.07317
1995,1st Quintile,6 rooms,0.02963,46,1376,0.02067,0.03860
1995,2nd Quintile,1 room,0.05947,60,1445,0.04727,0.07167
1995,2nd Quintile,2 rooms,0.25510,302,1445,0.23262,0.27758
1995,2nd Quintile,3 rooms,0.34438,557,1445,0.31987,0.36889
1995,2nd Quintile,4 rooms,0.17800,303,1445,0.15827,0.19773
1995,2nd Quintile,5 rooms,0.08091,125,1445,0.06684,0.09497
1995,2nd Quintile,6 rooms,0.04938,67,1445,0.03821,0.06056
1995,2nd Quintile,7 rooms,0.02076,31,1445,0.01341,0.02811
1995,3rd Quintile,1 room,0.04961,50,1381,0.03815,0.06106
1995,3rd Quintile,2 rooms,0.21761,262,1381,0.19584,0.23938
1995,3rd Quintile,3 rooms,0.32726,499,1381,0.30250,0.35201
1995,3rd Quintile,4 rooms,0.18823,291,1381,0.16760,0.20885
1995,3rd Quintile,5 rooms,0.10495,154,1381,0.08878,0.12112
1995,3rd Quintile,6 rooms,0.06059,83,1381,0.04801,0.07318
1995,3rd Quintile,7 rooms,0.03104,42,1381,0.02189,0.04019
1995,4th Quintile,1 room,0.03792,39,1247,0.02731,0.04853
1995,4th Quintile,2 rooms,0.18837,214,1247,0.16666,0.21008
1995,4th Quintile,3 rooms,0.31694,419,1247,0.29111,0.34278
1995,4th Quintile,4 rooms,0.18771,270,1247,0.16603,0.20939
1995,4th Quintile,5 rooms,0.13532,169,1247,0.11633,0.15432
1995,4th Quintile,6 rooms,0.08028,102,1247,0.06519,0.09537
1995,4th Quintile,7 rooms,0.02839,34,1247,0.01916,0.03761
1995,5th Quintile,2 rooms,0.14997,147,1102,0.12888,0.17106
1995,5th Quintile,3 rooms,0.28041,338,1102,0.25388,0.30694
1995,5th Quintile,4 rooms,0.22978,265,1102,0.20493,0.25463
1995,5th Quintile,5 rooms,0.13288,163,1102,0.11283,0.15293
1995,5th Quintile,6 rooms,0.09814,109,1102,0.08056,0.11571
1995,5th Quintile,7 rooms,0.04787,49,1102,0.03526,0.06048
1995,5th Quintile,8 rooms,0.02444,31,1102,0.01532,0.03356
1996,1st Quintile,1 room,0.10412,106,1382,0.08801,0.12022
1996,1st Quintile,2 rooms,0.31496,376,1382,0.29046,0.33946
1996,1st Quintile,3 rooms,0.31838,518,1382,0.29381,0.34295
1996,1st Quintile,4 rooms,0.14640,235,1382,0.12776,0.16505
1996,1st Quintile,5 rooms,0.06285,101,1382,0.05005,0.07565
1996,1st Quintile,6 rooms,0.03690,46,1382,0.02696,0.04685
1996,2nd Quintile,1 room,0.05933,61,1357,0.04676,0.07190
1996,2nd Quintile,2 rooms,0.24170,275,1357,0.21891,0.26449
1996,2nd Quintile,3 rooms,0.34135,523,1357,0.31611,0.36658
1996,2nd Quintile,4 rooms,0.18825,301,1357,0.16744,0.20905
1996,2nd Quintile,5 rooms,0.09188,127,1357,0.07650,0.10725
1996,2nd Quintile,6 rooms,0.04345,70,1357,0.03260,0.05430
1996,3rd Quintile,1 room,0.04154,44,1372,0.03098,0.05210
1996,3rd Quintile,2 rooms,0.22316,259,1372,0.20112,0.24520
1996,3rd Quintile,3 rooms,0.31971,478,1372,0.29502,0.34440
1996,3rd Quintile,4 rooms,0.18287,295,1372,0.16241,0.20333
1996,3rd Quintile,5 rooms,0.12068,170,1372,0.10344,0.13793
1996,3rd Quintile,6 rooms,0.06092,78,1372,0.04826,0.07359
