year,quintil_oecd_hh,regtyp,hgroom,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1988,4th Quintile,Urban regions,2 rooms,0.23287,161,746,0.20252,0.26322
1988,4th Quintile,Urban regions,3 rooms,0.32188,258,746,0.28833,0.35543
1988,4th Quintile,Urban regions,4 rooms,0.20522,166,746,0.17622,0.23422
1988,4th Quintile,Urban regions,5 rooms,0.09579,82,746,0.07466,0.11693
1988,4th Quintile,Urban regions,6 rooms,0.06002,47,746,0.04297,0.07708
1988,4th Quintile,Rural regions,3 rooms,0.24810,45,155,0.17989,0.31632
1988,4th Quintile,Rural regions,4 rooms,0.19289,39,155,0.13057,0.25521
1988,4th Quintile,Rural regions,5 rooms,0.17443,37,155,0.11450,0.23437
1988,4th Quintile,Rural regions,6 rooms,0.17083,34,155,0.11139,0.23027
1988,5th Quintile,Urban regions,2 rooms,0.16461,114,677,0.13666,0.19257
1988,5th Quintile,Urban regions,3 rooms,0.30907,223,677,0.27423,0.34391
1988,5th Quintile,Urban regions,4 rooms,0.22000,168,677,0.18877,0.25122
1988,5th Quintile,Urban regions,5 rooms,0.13593,108,677,0.11009,0.16176
1988,5th Quintile,Urban regions,6 rooms,0.08154,64,677,0.06091,0.10217
1988,5th Quintile,Rural regions,3 rooms,0.23252,38,77,0.13754,0.32749
1988,5th Quintile,Rural regions,4 rooms,0.28959,39,77,0.18761,0.39156
1989,1st Quintile,Urban regions,1 room,0.12490,62,687,0.10016,0.14964
1989,1st Quintile,Urban regions,2 rooms,0.29691,183,687,0.26272,0.33110
1989,1st Quintile,Urban regions,3 rooms,0.33757,276,687,0.30219,0.37296
1989,1st Quintile,Urban regions,4 rooms,0.13799,123,687,0.11219,0.16380
1989,1st Quintile,Urban regions,5 rooms,0.04643,43,687,0.03068,0.06217
1989,1st Quintile,Rural regions,3 rooms,0.33780,61,104,0.24646,0.42914
1989,1st Quintile,Rural regions,4 rooms,0.22821,43,104,0.14716,0.30927
1989,2nd Quintile,Urban regions,1 room,0.05547,40,750,0.03908,0.07187
1989,2nd Quintile,Urban regions,2 rooms,0.26118,159,750,0.22972,0.29264
1989,2nd Quintile,Urban regions,3 rooms,0.37784,319,750,0.34312,0.41257
1989,2nd Quintile,Urban regions,4 rooms,0.14053,135,750,0.11564,0.16541
1989,2nd Quintile,Urban regions,5 rooms,0.08568,64,750,0.06564,0.10573
1989,2nd Quintile,Urban regions,6 rooms,0.04458,33,750,0.02980,0.05936
1989,2nd Quintile,Rural regions,3 rooms,0.33423,63,116,0.24801,0.42044
1989,2nd Quintile,Rural regions,4 rooms,0.23079,53,116,0.15378,0.30780
1989,3rd Quintile,Urban regions,2 rooms,0.21512,132,698,0.18462,0.24563
1989,3rd Quintile,Urban regions,3 rooms,0.34202,278,698,0.30680,0.37724
1989,3rd Quintile,Urban regions,4 rooms,0.19912,164,698,0.16947,0.22877
1989,3rd Quintile,Urban regions,5 rooms,0.09496,79,698,0.07319,0.11672
1989,3rd Quintile,Urban regions,6 rooms,0.05530,45,698,0.03833,0.07227
1989,3rd Quintile,Rural regions,3 rooms,0.30291,57,134,0.22481,0.38101
1989,3rd Quintile,Rural regions,4 rooms,0.25543,46,134,0.18131,0.32955
1989,3rd Quintile,Rural regions,5 rooms,0.15347,31,134,0.09221,0.21473
1989,4th Quintile,Urban regions,1 room,0.06273,38,723,0.04504,0.08041
1989,4th Quintile,Urban regions,2 rooms,0.23170,167,723,0.20093,0.26248
1989,4th Quintile,Urban regions,3 rooms,0.29163,235,723,0.25848,0.32479
1989,4th Quintile,Urban regions,4 rooms,0.20503,155,723,0.17558,0.23448
1989,4th Quintile,Urban regions,5 rooms,0.10526,84,723,0.08288,0.12765
1989,4th Quintile,Urban regions,6 rooms,0.05865,44,723,0.04151,0.07579
1989,4th Quintile,Rural regions,3 rooms,0.27117,52,131,0.19475,0.34759
1989,4th Quintile,Rural regions,4 rooms,0.22012,41,131,0.14889,0.29134
1989,4th Quintile,Rural regions,5 rooms,0.18571,38,131,0.11886,0.25256
1989,5th Quintile,Urban regions,2 rooms,0.18082,114,647,0.15114,0.21050
1989,5th Quintile,Urban regions,3 rooms,0.30066,206,647,0.26530,0.33602
1989,5th Quintile,Urban regions,4 rooms,0.22135,164,647,0.18933,0.25336
1989,5th Quintile,Urban regions,5 rooms,0.13235,101,647,0.10622,0.15848
1989,5th Quintile,Urban regions,6 rooms,0.07828,62,647,0.05756,0.09899
1989,5th Quintile,Rural regions,4 rooms,0.22618,31,62,0.12119,0.33116
1989,5th Quintile,Rural regions,5 rooms,0.22278,31,62,0.11836,0.32721
1990,1st Quintile,Urban regions,1 room,0.13114,53,764,0.10719,0.15509
1990,1st Quintile,Urban regions,2 rooms,0.32214,202,764,0.28898,0.35529
1990,1st Quintile,Urban regions,3 rooms,0.34961,315,764,0.31578,0.38345
1990,1st Quintile,Urban regions,4 rooms,0.14351,159,764,0.11863,0.16838
1990,1st Quintile,Urban regions,5 rooms,0.03408,35,764,0.02121,0.04696
1990,1st Quintile,Rural regions,1 room,0.05260,41,1343,0.04065,0.06454
1990,1st Quintile,Rural regions,2 rooms,0.26586,265,1343,0.24223,0.28950
1990,1st Quintile,Rural regions,3 rooms,0.38070,557,1343,0.35472,0.40668
1990,1st Quintile,Rural regions,4 rooms,0.16970,277,1343,0.14962,0.18979
1990,1st Quintile,Rural regions,5 rooms,0.08250,142,1343,0.06778,0.09722
1990,1st Quintile,Rural regions,6 rooms,0.03233,61,1343,0.02287,0.04180
1990,2nd Quintile,Urban regions,1 room,0.10567,68,882,0.08537,0.12597
1990,2nd Quintile,Urban regions,2 rooms,0.26006,198,882,0.23109,0.28903
1990,2nd Quintile,Urban regions,3 rooms,0.36349,362,882,0.33173,0.39525
1990,2nd Quintile,Urban regions,4 rooms,0.15583,170,882,0.13188,0.17978
1990,2nd Quintile,Urban regions,5 rooms,0.05349,53,882,0.03863,0.06835
1990,2nd Quintile,Urban regions,6 rooms,0.03358,31,882,0.02169,0.04548
1990,2nd Quintile,Rural regions,3 rooms,0.35600,91,175,0.28485,0.42715
1990,2nd Quintile,Rural regions,4 rooms,0.19518,53,175,0.13629,0.25407
1990,2nd Quintile,Rural regions,5 rooms,0.12118,31,175,0.07269,0.16966
1990,3rd Quintile,Urban regions,1 room,0.04557,31,894,0.03189,0.05925
1990,3rd Quintile,Urban regions,2 rooms,0.24160,181,894,0.21352,0.26967
1990,3rd Quintile,Urban regions,3 rooms,0.34722,354,894,0.31599,0.37845
1990,3rd Quintile,Urban regions,4 rooms,0.16684,180,894,0.14238,0.19129
1990,3rd Quintile,Urban regions,5 rooms,0.11231,103,894,0.09160,0.13302
1990,3rd Quintile,Urban regions,6 rooms,0.04985,45,894,0.03558,0.06412
1990,3rd Quintile,Rural regions,2 rooms,0.15150,33,198,0.10143,0.20157
1990,3rd Quintile,Rural regions,3 rooms,0.30087,66,198,0.23683,0.36492
1990,3rd Quintile,Rural regions,4 rooms,0.24659,61,198,0.18640,0.30678
1990,3rd Quintile,Rural regions,5 rooms,0.14506,38,198,0.09588,0.19423
1990,4th Quintile,Urban regions,1 room,0.06261,46,875,0.04655,0.07867
1990,4th Quintile,Urban regions,2 rooms,0.23815,188,875,0.20991,0.26639
1990,4th Quintile,Urban regions,3 rooms,0.32666,321,875,0.29557,0.35775
1990,4th Quintile,Urban regions,4 rooms,0.17997,178,875,0.15450,0.20544
1990,4th Quintile,Urban regions,5 rooms,0.08641,87,875,0.06779,0.10504
1990,4th Quintile,Urban regions,6 rooms,0.06342,55,875,0.04726,0.07958
1990,4th Quintile,Rural regions,3 rooms,0.26399,64,156,0.19459,0.33338
1990,4th Quintile,Rural regions,4 rooms,0.20625,48,156,0.14255,0.26995
1990,4th Quintile,Rural regions,5 rooms,0.18353,44,156,0.12259,0.24447
1990,5th Quintile,Urban regions,2 rooms,0.18594,142,799,0.15895,0.21294
1990,5th Quintile,Urban regions,3 rooms,0.30438,262,799,0.27245,0.33631
1990,5th Quintile,Urban regions,4 rooms,0.22415,203,799,0.19521,0.25308
1990,5th Quintile,Urban regions,5 rooms,0.11980,115,799,0.09727,0.14233
1990,5th Quintile,Urban regions,6 rooms,0.07824,77,799,0.05961,0.09688
1990,5th Quintile,Rural regions,3 rooms,0.24622,48,124,0.17009,0.32236
1990,5th Quintile,Rural regions,4 rooms,0.21000,39,124,0.13802,0.28198
1990,5th Quintile,Rural regions,5 rooms,0.21132,37,124,0.13917,0.28347
1991,1st Quintile,Urban regions,1 room,0.10615,42,697,0.08327,0.12904
1991,1st Quintile,Urban regions,2 rooms,0.31872,174,697,0.28410,0.35334
1991,1st Quintile,Urban regions,3 rooms,0.34774,283,697,0.31236,0.38312
1991,1st Quintile,Urban regions,4 rooms,0.17609,165,697,0.14779,0.20438
1991,1st Quintile,Urban regions,5 rooms,0.03257,33,697,0.01938,0.04576
1991,1st Quintile,Rural regions,1 room,0.04500,32,1266,0.03358,0.05643
1991,1st Quintile,Rural regions,2 rooms,0.26095,240,1266,0.23675,0.28515
1991,1st Quintile,Rural regions,3 rooms,0.39436,535,1266,0.36743,0.42129
1991,1st Quintile,Rural regions,4 rooms,0.16446,258,1266,0.14403,0.18488
1991,1st Quintile,Rural regions,5 rooms,0.08304,138,1266,0.06783,0.09824
1991,1st Quintile,Rural regions,6 rooms,0.03551,63,1266,0.02531,0.04571
1991,2nd Quintile,Urban regions,1 room,0.11211,66,872,0.09115,0.13306
1991,2nd Quintile,Urban regions,2 rooms,0.30178,232,872,0.27129,0.33226
1991,2nd Quintile,Urban regions,3 rooms,0.34431,357,872,0.31275,0.37586
1991,2nd Quintile,Urban regions,4 rooms,0.12377,131,872,0.10190,0.14564
1991,2nd Quintile,Urban regions,5 rooms,0.05366,54,872,0.03870,0.06863
1991,2nd Quintile,Urban regions,6 rooms,0.04010,32,872,0.02707,0.05313
1991,2nd Quintile,Rural regions,2 rooms,0.17968,35,209,0.12751,0.23186
1991,2nd Quintile,Rural regions,3 rooms,0.35522,82,209,0.29018,0.42026
1991,2nd Quintile,Rural regions,4 rooms,0.20796,61,209,0.15280,0.26311
1991,2nd Quintile,Rural regions,5 rooms,0.11849,31,209,0.07457,0.16241
1991,3rd Quintile,Urban regions,1 room,0.03616,34,884,0.02385,0.04848
1991,3rd Quintile,Urban regions,2 rooms,0.24496,175,884,0.21660,0.27333
1991,3rd Quintile,Urban regions,3 rooms,0.34095,330,884,0.30968,0.37222
1991,3rd Quintile,Urban regions,4 rooms,0.18169,203,884,0.15626,0.20713
1991,3rd Quintile,Urban regions,5 rooms,0.10629,97,884,0.08596,0.12662
1991,3rd Quintile,Urban regions,6 rooms,0.04828,45,884,0.03414,0.06242
1991,3rd Quintile,Rural regions,2 rooms,0.17333,38,199,0.12060,0.22605
1991,3rd Quintile,Rural regions,3 rooms,0.28793,72,199,0.22486,0.35101
1991,3rd Quintile,Rural regions,4 rooms,0.19905,52,199,0.14343,0.25467
1991,3rd Quintile,Rural regions,5 rooms,0.14556,37,199,0.09644,0.19468
1991,4th Quintile,Urban regions,1 room,0.05104,44,891,0.03658,0.06550
1991,4th Quintile,Urban regions,2 rooms,0.21707,179,891,0.18999,0.24416
1991,4th Quintile,Urban regions,3 rooms,0.30644,308,891,0.27615,0.33673
1991,4th Quintile,Urban regions,4 rooms,0.21196,201,891,0.18511,0.23881
1991,4th Quintile,Urban regions,5 rooms,0.10346,93,891,0.08345,0.12347
1991,4th Quintile,Urban regions,6 rooms,0.06762,66,891,0.05112,0.08411
1991,4th Quintile,Rural regions,3 rooms,0.24436,63,167,0.17899,0.30973
1991,4th Quintile,Rural regions,4 rooms,0.24009,60,167,0.17511,0.30507
1991,4th Quintile,Rural regions,5 rooms,0.15869,44,167,0.10311,0.21428
1991,5th Quintile,Urban regions,2 rooms,0.18657,144,820,0.15989,0.21326
1991,5th Quintile,Urban regions,3 rooms,0.32337,295,820,0.29133,0.35540
1991,5th Quintile,Urban regions,4 rooms,0.19192,179,820,0.16495,0.21889
1991,5th Quintile,Urban regions,5 rooms,0.12333,127,820,0.10081,0.14585
1991,5th Quintile,Urban regions,6 rooms,0.08231,75,820,0.06349,0.10113
1991,5th Quintile,Rural regions,3 rooms,0.18104,37,116,0.11067,0.25142
1991,5th Quintile,Rural regions,4 rooms,0.23458,39,116,0.15714,0.31203
1991,5th Quintile,Rural regions,5 rooms,0.24269,40,116,0.16433,0.32104
1992,1st Quintile,Urban regions,1 room,0.15828,78,671,0.13064,0.18592
1992,1st Quintile,Urban regions,2 rooms,0.32790,225,671,0.29236,0.36345
1992,1st Quintile,Urban regions,3 rooms,0.31010,264,671,0.27508,0.34513
1992,1st Quintile,Urban regions,4 rooms,0.12689,104,671,0.10168,0.15209
