"year","regtyp","sampreg","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"2005","Städtischer Raum","Westdeutschland","3.59","2.5","6586","2","2","4","6","8","3.55","3.63","1","16","4","4"
"2006","Ländlicher Raum","Ostdeutschland","3.33","2.5","1936","2","2","4","5","8","3.26","3.4","1","15","3","3"
"2006","Ländlicher Raum","Westdeutschland","4.22","3.5","2198","2","3","5","7","9","4.14","4.3","1","20","4","4"
"2006","Städtischer Raum","Ostdeutschland","2.9","2.5","992","2","2","3","4","6","2.82","2.98","1","14","3","3"
"2006","Städtischer Raum","Westdeutschland","3.58","2.5","7139","2","2","4","6","8","3.54","3.62","1","22","4","4"
"2007","Ländlicher Raum","Ostdeutschland","3.41","2.5","1817","2","2","4","5","8","3.34","3.48","1","12","3","4"
"2007","Ländlicher Raum","Westdeutschland","4.26","3.5","2067","2","3","5","7","10","4.17","4.35","1","16","4","4"
"2007","Städtischer Raum","Ostdeutschland","2.92","2.5","943","2","2","3","4","6","2.84","3","1","12","3","3"
"2007","Städtischer Raum","Westdeutschland","3.63","2.5","6626","2","3","5","6","8","3.59","3.67","1","22","4","4"
"2008","Ländlicher Raum","Ostdeutschland","3.41","2.5","1723","2","2","4","5","8","3.34","3.48","1","14","3","4"
"2008","Ländlicher Raum","Westdeutschland","4.3","3.5","1943","2","3","5","7","10","4.21","4.39","1","16","4","4"
"2008","Städtischer Raum","Ostdeutschland","2.95","2.5","928","2","2","3","4","6","2.87","3.03","1","14","3","3"
"2008","Städtischer Raum","Westdeutschland","3.66","2.5","6228","2","3","5","6","9","3.62","3.7","1","24","4","4"
"2009","Ländlicher Raum","Ostdeutschland","3.5","2.5","1657","2","2","4","5","8","3.43","3.57","1","15","3","4"
"2009","Ländlicher Raum","Westdeutschland","4.27","3.5","1851","2","3","5","7","10","4.18","4.36","1","17","4","4"
"2009","Städtischer Raum","Ostdeutschland","2.92","2.5","898","2","2","3","4","6","2.84","3","1","13","3","3"
"2009","Städtischer Raum","Westdeutschland","3.7","2.5","5771","2","3","5","6","9","3.66","3.74","1","13","4","4"
"2010","Ländlicher Raum","Ostdeutschland","3.5","2.5","2039","2","2","4","5","8","3.44","3.56","1","16","3","4"
"2010","Ländlicher Raum","Westdeutschland","4.25","3.5","2712","2","3","5","7","10","4.18","4.32","1","18","4","4"
"2010","Städtischer Raum","Ostdeutschland","2.96","2.5","1121","2","2","3","4","6","2.89","3.03","1","14","3","3"
"2010","Städtischer Raum","Westdeutschland","3.71","2.5","7927","2","3","5","6","9","3.67","3.75","1","24","4","4"
"2011","Ländlicher Raum","Ostdeutschland","3.45","2.5","2408","2","2","4","5","8","3.39","3.51","1","15","3","4"
"2011","Ländlicher Raum","Westdeutschland","4.28","3.5","3479","2","3","5","7","10","4.22","4.34","1","18","4","4"
"2011","Städtischer Raum","Ostdeutschland","2.95","2.5","1336","2","2","3","4","7","2.88","3.02","1","12","3","3"
"2011","Städtischer Raum","Westdeutschland","3.68","2.5","9380","2","3","5","6","8","3.64","3.72","1","24","4","4"
"2012","Ländlicher Raum","Ostdeutschland","3.43","2.5","2411","2","2","4","5","8","3.37","3.49","1","11","3","4"
"2012","Ländlicher Raum","Westdeutschland","4.26","3.5","3474","2","3","5","7","10","4.2","4.32","1","16","4","4"
"2012","Städtischer Raum","Ostdeutschland","2.97","2.5","1301","2","2","4","5","7","2.9","3.04","1","13","3","3"
"2012","Städtischer Raum","Westdeutschland","3.7","2.5","9117","2","3","5","6","9","3.66","3.74","1","24","4","4"
"2013","Ländlicher Raum","Ostdeutschland","3.44","2.5","2341","2","2","4","5","8","3.38","3.5","1","11","3","4"
"2013","Ländlicher Raum","Westdeutschland","4.21","3.5","3711","2","3","5","7","9","4.15","4.27","1","16","4","4"
"2013","Städtischer Raum","Ostdeutschland","2.94","2.5","1316","2","2","3","4","7","2.87","3.01","1","14","3","3"
"2013","Städtischer Raum","Westdeutschland","3.68","2.5","10502","2","3","5","6","8","3.65","3.71","1","20","4","4"
"2014","Ländlicher Raum","Ostdeutschland","3.41","2.5","2164","2","2","4","5","8","3.35","3.47","1","12","3","4"
"2014","Ländlicher Raum","Westdeutschland","4.22","3.5","3293","2","3","5","7","10","4.16","4.28","1","16","4","4"
"2014","Städtischer Raum","Ostdeutschland","2.94","2.5","1217","2","2","3","4","7","2.87","3.01","1","13","3","3"
"2014","Städtischer Raum","Westdeutschland","3.71","2.5","9154","2","3","5","6","9","3.67","3.75","1","20","4","4"
"2015","Ländlicher Raum","Ostdeutschland","3.39","2.5","2076","2","2","4","5","8","3.33","3.45","1","11","3","4"
"2015","Ländlicher Raum","Westdeutschland","4.25","3.5","3333","2","3","5","7","10","4.18","4.32","1","16","4","4"
"2015","Städtischer Raum","Ostdeutschland","2.95","2.5","1206","2","2","3","4","7","2.88","3.02","1","12","3","3"
"2015","Städtischer Raum","Westdeutschland","3.7","2.5","9149","2","3","5","6","8","3.67","3.73","1","15","4","4"
"2016","Ländlicher Raum","Ostdeutschland","3.46","2.5","2196","2","2","4","5","8","3.4","3.52","1","11","3","4"
"2016","Ländlicher Raum","Westdeutschland","4.31","3.5","3401","2","3","5","7","10","4.25","4.37","1","16","4","4"
"2016","Städtischer Raum","Ostdeutschland","2.97","2.5","1266","2","2","4","5","7","2.9","3.04","1","12","3","3"
"2016","Städtischer Raum","Westdeutschland","3.71","2.5","9539","2","3","5","6","9","3.68","3.74","1","15","3","4"
"2017","Ländlicher Raum","Ostdeutschland","3.48","2.5","2394","2","2","4","5","8","3.42","3.54","1","11","3","4"
"2017","Ländlicher Raum","Westdeutschland","4.27","3.5","3891","2","3","5","7","10","4.21","4.33","1","16","4","4"
"2017","Städtischer Raum","Ostdeutschland","2.95","2.5","1406","2","2","4","5","6","2.88","3.02","1","13","3","3"
"2017","Städtischer Raum","Westdeutschland","3.71","2.5","10584","2","3","5","6","9","3.68","3.74","1","15","3","4"
"2018","Ländlicher Raum","Ostdeutschland","3.49","2.5","2362","2","2","4","5","8","3.43","3.55","1","11","3","4"
"2018","Ländlicher Raum","Westdeutschland","4.28","3.5","3611","2","3","5","7","10","4.22","4.34","1","18","4","4"
"2018","Städtischer Raum","Ostdeutschland","2.98","2.5","1418","2","2","4","5","7","2.91","3.05","1","12","3","3"
"2018","Städtischer Raum","Westdeutschland","3.71","2.5","10482","2","3","5","6","9","3.68","3.74","1","15","3","3"
"2019","Ländlicher Raum","Ostdeutschland","3.54","2.5","2424","2","2","4","6","8","3.47","3.61","1","25","4","4"
"2019","Ländlicher Raum","Westdeutschland","4.29","3.5","3612","2","3","5","7","10","4.22","4.36","1","16","4","4"
"2019","Städtischer Raum","Ostdeutschland","3.03","2.5","1430","2","2","4","5","7","2.95","3.11","1","17","3","3"
"2019","Städtischer Raum","Westdeutschland","3.74","2.5","10549","2","3","5","6","9","3.7","3.78","1","16","4","4"
"2020","Ländlicher Raum","Ostdeutschland","3.59","2.5","2325","2","2","4","6","8","3.52","3.66","1","25","3","4"
"2020","Ländlicher Raum","Westdeutschland","4.36","3.5","3703","2","3","5","7","10","4.29","4.43","1","15","4","4"
"2020","Städtischer Raum","Ostdeutschland","3.04","2.5","1543","2","2","4","5","7","2.97","3.11","1","11","3","3"
"2020","Städtischer Raum","Westdeutschland","3.77","2.5","11858","2","3","5","6","9","3.74","3.8","1","17","3","3"
