"year","quintil","regtyp","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"2004","5 Einkommensstärkstes Quintil","Laendlicher Raum","5.11","4.5","1085","4.98","5.24"
"2004","5 Einkommensstärkstes Quintil","Staedtischer Raum","4.59","3.5","3784","4.53","4.65"
"2005","1 Einkommensschwächstes Quintil","Laendlicher Raum","4.03","3.5","2197","3.96","4.1"
"2005","1 Einkommensschwächstes Quintil","Staedtischer Raum","3.49","2.5","3190","3.44","3.54"
"2005","2","Laendlicher Raum","4.24","3.5","2069","4.17","4.31"
"2005","2","Staedtischer Raum","3.85","2.5","3425","3.8","3.9"
"2005","3","Laendlicher Raum","4.48","3.5","1941","4.4","4.56"
"2005","3","Staedtischer Raum","3.92","3.5","3598","3.87","3.97"
"2005","4","Laendlicher Raum","4.54","3.5","1671","4.45","4.63"
"2005","4","Staedtischer Raum","4.08","3.5","3784","4.03","4.13"
"2005","5 Einkommensstärkstes Quintil","Laendlicher Raum","5.03","4.5","1076","4.88","5.18"
"2005","5 Einkommensstärkstes Quintil","Staedtischer Raum","4.51","3.5","3755","4.45","4.57"
"2006","1 Einkommensschwächstes Quintil","Laendlicher Raum","3.96","3.5","2428","3.89","4.03"
"2006","1 Einkommensschwächstes Quintil","Staedtischer Raum","3.34","2.5","3290","3.29","3.39"
"2006","2","Laendlicher Raum","4.33","3.5","2285","4.26","4.4"
"2006","2","Staedtischer Raum","3.86","3.5","3644","3.8","3.92"
"2006","3","Laendlicher Raum","4.38","3.5","2183","4.3","4.46"
"2006","3","Staedtischer Raum","3.94","3.5","3731","3.89","3.99"
"2006","4","Laendlicher Raum","4.46","3.5","1828","4.38","4.54"
"2006","4","Staedtischer Raum","4.09","3.5","4230","4.04","4.14"
"2006","5 Einkommensstärkstes Quintil","Laendlicher Raum","4.92","4.5","1129","4.8","5.04"
"2006","5 Einkommensstärkstes Quintil","Staedtischer Raum","4.6","3.5","3920","4.54","4.66"
"2007","1 Einkommensschwächstes Quintil","Laendlicher Raum","3.94","3.5","2034","3.86","4.02"
"2007","1 Einkommensschwächstes Quintil","Staedtischer Raum","3.47","2.5","2862","3.41","3.53"
"2007","2","Laendlicher Raum","4.28","3.5","2185","4.21","4.35"
"2007","2","Staedtischer Raum","3.77","2.5","3228","3.72","3.82"
"2007","3","Laendlicher Raum","4.58","3.5","2100","4.5","4.66"
"2007","3","Staedtischer Raum","4.01","3.5","3505","3.96","4.06"
"2007","4","Laendlicher Raum","4.57","3.5","1744","4.49","4.65"
"2007","4","Staedtischer Raum","4.1","3.5","3992","4.05","4.15"
"2007","5 Einkommensstärkstes Quintil","Laendlicher Raum","5.08","4.5","1098","4.95","5.21"
"2007","5 Einkommensstärkstes Quintil","Staedtischer Raum","4.64","3.5","3867","4.58","4.7"
"2008","1 Einkommensschwächstes Quintil","Laendlicher Raum","3.97","3.5","1775","3.89","4.05"
"2008","1 Einkommensschwächstes Quintil","Staedtischer Raum","3.43","2.5","2509","3.37","3.49"
"2008","2","Laendlicher Raum","4.25","3.5","1869","4.17","4.33"
"2008","2","Staedtischer Raum","3.83","3.5","2807","3.77","3.89"
"2008","3","Laendlicher Raum","4.52","3.5","1958","4.44","4.6"
"2008","3","Staedtischer Raum","4.11","3.5","3441","4.06","4.16"
"2008","4","Laendlicher Raum","4.64","3.5","1857","4.55","4.73"
"2008","4","Staedtischer Raum","4.04","3.5","3691","3.99","4.09"
"2008","5 Einkommensstärkstes Quintil","Laendlicher Raum","5.11","4.5","1104","5","5.22"
"2008","5 Einkommensstärkstes Quintil","Staedtischer Raum","4.65","3.5","3866","4.59","4.71"
"2009","1 Einkommensschwächstes Quintil","Laendlicher Raum","3.82","3.5","1543","3.73","3.91"
"2009","1 Einkommensschwächstes Quintil","Staedtischer Raum","3.4","2.5","2235","3.34","3.46"
"2009","2","Laendlicher Raum","4.26","3.5","1739","4.18","4.34"
"2009","2","Staedtischer Raum","3.83","2.5","2569","3.77","3.89"
"2009","3","Laendlicher Raum","4.43","3.5","1935","4.35","4.51"
"2009","3","Staedtischer Raum","4.11","3.5","2939","4.05","4.17"
"2009","4","Laendlicher Raum","4.68","3.5","1755","4.59","4.77"
"2009","4","Staedtischer Raum","4.21","3.5","3598","4.16","4.26"
"2009","5 Einkommensstärkstes Quintil","Laendlicher Raum","5.16","4.5","1210","5.05","5.27"
"2009","5 Einkommensstärkstes Quintil","Staedtischer Raum","4.52","3.5","3698","4.46","4.58"
"2010","1 Einkommensschwächstes Quintil","Laendlicher Raum","3.85","3.5","3255","3.79","3.91"
"2010","1 Einkommensschwächstes Quintil","Staedtischer Raum","3.36","2.5","4878","3.32","3.4"
"2010","2","Laendlicher Raum","4.14","3.5","3310","4.08","4.2"
"2010","2","Staedtischer Raum","3.71","2.5","5049","3.67","3.75"
"2010","3","Laendlicher Raum","4.39","3.5","2727","4.32","4.46"
"2010","3","Staedtischer Raum","4.16","3.5","4494","4.11","4.21"
"2010","4","Laendlicher Raum","4.7","3.5","2374","4.62","4.78"
"2010","4","Staedtischer Raum","4.1","3.5","4931","4.05","4.15"
"2010","5 Einkommensstärkstes Quintil","Laendlicher Raum","5.05","4.5","1476","4.95","5.15"
"2010","5 Einkommensstärkstes Quintil","Staedtischer Raum","4.57","3.5","4974","4.52","4.62"
"2011","1 Einkommensschwächstes Quintil","Laendlicher Raum","3.75","2.5","3582","3.69","3.81"
"2011","1 Einkommensschwächstes Quintil","Staedtischer Raum","3.37","2.5","4995","3.33","3.41"
"2011","2","Laendlicher Raum","4.16","3.5","3670","4.1","4.22"
"2011","2","Staedtischer Raum","3.79","2.5","5599","3.75","3.83"
"2011","3","Laendlicher Raum","4.37","3.5","3487","4.31","4.43"
"2011","3","Staedtischer Raum","3.99","3.5","5258","3.94","4.04"
"2011","4","Laendlicher Raum","4.67","3.5","3123","4.6","4.74"
"2011","4","Staedtischer Raum","4.22","3.5","6173","4.18","4.26"
"2011","5 Einkommensstärkstes Quintil","Laendlicher Raum","5.22","4.5","1959","5.14","5.3"
"2011","5 Einkommensstärkstes Quintil","Staedtischer Raum","4.53","3.5","6155","4.48","4.58"
"2012","1 Einkommensschwächstes Quintil","Laendlicher Raum","3.63","2.5","2954","3.57","3.69"
"2012","1 Einkommensschwächstes Quintil","Staedtischer Raum","3.3","2.5","4183","3.26","3.34"
"2012","2","Laendlicher Raum","4.14","3.5","3538","4.08","4.2"
"2012","2","Staedtischer Raum","3.81","3.5","5033","3.77","3.85"
"2012","3","Laendlicher Raum","4.47","3.5","3588","4.41","4.53"
"2012","3","Staedtischer Raum","4","3.5","5254","3.95","4.05"
"2012","4","Laendlicher Raum","4.62","3.5","3194","4.56","4.68"
"2012","4","Staedtischer Raum","4.21","3.5","6127","4.17","4.25"
"2012","5 Einkommensstärkstes Quintil","Laendlicher Raum","5.03","4.5","2180","4.95","5.11"
"2012","5 Einkommensstärkstes Quintil","Staedtischer Raum","4.57","3.5","6354","4.52","4.62"
"2013","1 Einkommensschwächstes Quintil","Laendlicher Raum","3.59","2.5","3119","3.53","3.65"
"2013","1 Einkommensschwächstes Quintil","Staedtischer Raum","3.31","2.5","5662","3.27","3.35"
"2013","2","Laendlicher Raum","4.26","3.5","3495","4.2","4.32"
"2013","2","Staedtischer Raum","3.63","2.5","6124","3.59","3.67"
"2013","3","Laendlicher Raum","4.26","3.5","3557","4.2","4.32"
"2013","3","Staedtischer Raum","4.01","3.5","5789","3.97","4.05"
"2013","4","Laendlicher Raum","4.53","3.5","3665","4.47","4.59"
"2013","4","Staedtischer Raum","4.16","3.5","6893","4.12","4.2"
"2013","5 Einkommensstärkstes Quintil","Laendlicher Raum","5.02","4.5","2315","4.94","5.1"
"2013","5 Einkommensstärkstes Quintil","Staedtischer Raum","4.54","3.5","7045","4.5","4.58"
"2014","1 Einkommensschwächstes Quintil","Laendlicher Raum","3.72","2.5","2419","3.65","3.79"
"2014","1 Einkommensschwächstes Quintil","Staedtischer Raum","3.32","2.5","4122","3.27","3.37"
"2014","2","Laendlicher Raum","4.08","3.5","3012","4.02","4.14"
"2014","2","Staedtischer Raum","3.67","2.5","4833","3.63","3.71"
"2014","3","Laendlicher Raum","4.2","3.5","3147","4.14","4.26"
"2014","3","Staedtischer Raum","3.99","3.5","5095","3.94","4.04"
"2014","4","Laendlicher Raum","4.54","3.5","3463","4.48","4.6"
"2014","4","Staedtischer Raum","4.13","3.5","6174","4.09","4.17"
"2014","5 Einkommensstärkstes Quintil","Laendlicher Raum","4.98","4.5","2323","4.91","5.05"
"2014","5 Einkommensstärkstes Quintil","Staedtischer Raum","4.54","3.5","6919","4.5","4.58"
"2015","1 Einkommensschwächstes Quintil","Laendlicher Raum","3.61","2.5","2365","3.54","3.68"
"2015","1 Einkommensschwächstes Quintil","Staedtischer Raum","3.28","2.5","4202","3.24","3.32"
"2015","2","Laendlicher Raum","3.91","3.5","2718","3.84","3.98"
"2015","2","Staedtischer Raum","3.61","2.5","4499","3.56","3.66"
"2015","3","Laendlicher Raum","4.35","3.5","3076","4.29","4.41"
"2015","3","Staedtischer Raum","3.9","3.5","4902","3.85","3.95"
"2015","4","Laendlicher Raum","4.47","3.5","3433","4.41","4.53"
"2015","4","Staedtischer Raum","4.12","3.5","6115","4.08","4.16"
"2015","5 Einkommensstärkstes Quintil","Laendlicher Raum","4.98","4.5","2532","4.91","5.05"
"2015","5 Einkommensstärkstes Quintil","Staedtischer Raum","4.52","3.5","7208","4.48","4.56"
"2016","1 Einkommensschwächstes Quintil","Laendlicher Raum","3.53","2.5","4340","3.49","3.57"
"2016","1 Einkommensschwächstes Quintil","Staedtischer Raum","3.22","2.5","8578","3.19","3.25"
"2016","2","Laendlicher Raum","4.05","3.5","2410","3.98","4.12"
"2016","2","Staedtischer Raum","3.62","2.5","4047","3.57","3.67"
"2016","3","Laendlicher Raum","4.33","3.5","2658","4.26","4.4"
"2016","3","Staedtischer Raum","3.9","3.5","4218","3.85","3.95"
"2016","4","Laendlicher Raum","4.51","3.5","3359","4.45","4.57"
"2016","4","Staedtischer Raum","4.11","3.5","5916","4.07","4.15"
"2016","5 Einkommensstärkstes Quintil","Laendlicher Raum","5.06","4.5","2586","4.99","5.13"
"2016","5 Einkommensstärkstes Quintil","Staedtischer Raum","4.55","3.5","6962","4.51","4.59"
"2017","1 Einkommensschwächstes Quintil","Laendlicher Raum","3.59","2.5","4820","3.55","3.63"
"2017","1 Einkommensschwächstes Quintil","Staedtischer Raum","3.3","2.5","9372","3.27","3.33"
"2017","2","Laendlicher Raum","3.94","3.5","2361","3.87","4.01"
"2017","2","Staedtischer Raum","3.62","2.5","4190","3.57","3.67"
"2017","3","Laendlicher Raum","4.2","3.5","2896","4.14","4.26"
"2017","3","Staedtischer Raum","3.84","3.5","4468","3.79","3.89"
"2017","4","Laendlicher Raum","4.53","3.5","3775","4.47","4.59"
"2017","4","Staedtischer Raum","4.12","3.5","6412","4.08","4.16"
"2017","5 Einkommensstärkstes Quintil","Laendlicher Raum","5","4.5","3306","4.94","5.06"
"2017","5 Einkommensstärkstes Quintil","Staedtischer Raum","4.48","3.5","8541","4.44","4.52"
"2018","1 Einkommensschwächstes Quintil","Laendlicher Raum","3.37","2.5","3887","3.32","3.42"
"2018","1 Einkommensschwächstes Quintil","Staedtischer Raum","3.25","2.5","8376","3.22","3.28"
"2018","2","Laendlicher Raum","3.85","3.5","2144","3.78","3.92"
"2018","2","Staedtischer Raum","3.42","2.5","4180","3.37","3.47"
"2018","3","Laendlicher Raum","4.26","3.5","2737","4.2","4.32"
"2018","3","Staedtischer Raum","3.86","2.5","4348","3.81","3.91"
"2018","4","Laendlicher Raum","4.54","3.5","3755","4.48","4.6"
"2018","4","Staedtischer Raum","4.08","3.5","6615","4.04","4.12"
"2018","5 Einkommensstärkstes Quintil","Laendlicher Raum","4.99","4.5","3445","4.92","5.06"
"2018","5 Einkommensstärkstes Quintil","Staedtischer Raum","4.51","3.5","8639","4.47","4.55"
"2019","1 Einkommensschwächstes Quintil","Laendlicher Raum","3.53","2.5","3080","3.48","3.58"
"2019","1 Einkommensschwächstes Quintil","Staedtischer Raum","3.26","2.5","6901","3.23","3.29"
"2019","2","Laendlicher Raum","3.96","3.5","1993","3.88","4.04"
"2019","2","Staedtischer Raum","3.5","2.5","3872","3.45","3.55"
"2019","3","Laendlicher Raum","4.23","3.5","2481","4.16","4.3"
"2019","3","Staedtischer Raum","3.86","3.5","3703","3.81","3.91"
"2019","4","Laendlicher Raum","4.44","3.5","3830","4.38","4.5"
"2019","4","Staedtischer Raum","3.99","3.5","6194","3.95","4.03"
"2019","5 Einkommensstärkstes Quintil","Laendlicher Raum","4.97","4.5","4569","4.91","5.03"
"2019","5 Einkommensstärkstes Quintil","Staedtischer Raum","4.55","3.5","11232","4.51","4.59"
"2020","1 Einkommensschwächstes Quintil","Laendlicher Raum","3.49","2.5","2770","3.44","3.54"
"2020","1 Einkommensschwächstes Quintil","Staedtischer Raum","3.23","2.5","6986","3.2","3.26"
"2020","2","Laendlicher Raum","4.23","3.5","2111","4.16","4.3"
"2020","2","Staedtischer Raum","3.47","2.5","5239","3.43","3.51"
"2020","3","Laendlicher Raum","4.24","3.5","2389","4.16","4.32"
"2020","3","Staedtischer Raum","3.72","2.5","4102","3.67","3.77"
"2020","4","Laendlicher Raum","4.54","3.5","3819","4.48","4.6"
"2020","4","Staedtischer Raum","4.22","3.5","6731","4.18","4.26"
"2020","5 Einkommensstärkstes Quintil","Laendlicher Raum","4.99","4.5","4574","4.93","5.05"
"2020","5 Einkommensstärkstes Quintil","Staedtischer Raum","4.52","3.5","11210","4.48","4.56"
