"year","hhtyp","regtyp","mean","median","n","lower_confidence","upper_confidence"
"1990","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","3.32","2.5","2182","3.24","3.4"
"1990","1-Pers.- Haushalt","Laendlicher Raum","2.75","2.5","367","2.63","2.87"
"1990","1-Pers.- Haushalt","Staedtischer Raum","2.44","1.5","951","2.37","2.51"
"1990","Alleinerziehende","Laendlicher Raum","4.06","3.5","269","3.88","4.24"
"1990","Alleinerziehende","Staedtischer Raum","4.76","3.5","672","4.35","5.17"
"1990","Paar mit Kind(ern)","Laendlicher Raum","4.35","3.5","4285","4.29","4.41"
"1990","Paar mit Kind(ern)","Staedtischer Raum","4.29","3.5","7244","4.23","4.35"
"1990","Sonstige","Laendlicher Raum","4.79","4.5","494","4.63","4.95"
"1990","Sonstige","Staedtischer Raum","4.48","3.5","810","4.36","4.6"
"1991","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","3.67","2.5","1090","3.59","3.75"
"1991","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","3.36","2.5","2202","3.28","3.44"
"1991","1-Pers.- Haushalt","Laendlicher Raum","2.72","2.5","344","2.6","2.84"
"1991","1-Pers.- Haushalt","Staedtischer Raum","2.47","1.5","941","2.4","2.54"
"1991","Alleinerziehende","Laendlicher Raum","4.11","3.5","286","3.92","4.3"
"1991","Alleinerziehende","Staedtischer Raum","3.92","3.5","641","3.5","4.34"
"1991","Paar mit Kind(ern)","Laendlicher Raum","4.33","3.5","4167","4.29","4.37"
"1991","Paar mit Kind(ern)","Staedtischer Raum","4.31","3.5","7077","4.26","4.36"
"1991","Sonstige","Laendlicher Raum","4.47","3.5","493","4.31","4.63"
"1991","Sonstige","Staedtischer Raum","4.48","3.5","768","4.35","4.61"
"1992","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","3.67","2.5","1046","3.59","3.75"
"1992","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","3.37","2.5","2320","3.29","3.45"
"1992","1-Pers.- Haushalt","Laendlicher Raum","2.73","2.5","351","2.61","2.85"
"1992","1-Pers.- Haushalt","Staedtischer Raum","2.51","1.5","942","2.44","2.58"
"1992","Alleinerziehende","Laendlicher Raum","4.13","3.5","294","3.93","4.33"
"1992","Alleinerziehende","Staedtischer Raum","4.65","2.5","659","4.18","5.12"
"1992","Paar mit Kind(ern)","Laendlicher Raum","4.38","3.5","3967","4.34","4.42"
"1992","Paar mit Kind(ern)","Staedtischer Raum","4.3","3.5","6864","4.25","4.35"
"1992","Sonstige","Laendlicher Raum","4.83","4.5","483","4.68","4.98"
"1992","Sonstige","Staedtischer Raum","4.29","3.5","737","4.16","4.42"
"1993","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","3.72","2.5","1084","3.64","3.8"
"1993","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","3.42","2.5","2364","3.34","3.5"
"1993","1-Pers.- Haushalt","Laendlicher Raum","2.75","2.5","393","2.63","2.87"
"1993","1-Pers.- Haushalt","Staedtischer Raum","2.55","1.5","969","2.47","2.63"
"1993","Alleinerziehende","Laendlicher Raum","4.08","3.5","305","3.9","4.26"
"1993","Alleinerziehende","Staedtischer Raum","4.68","2.5","613","4.17","5.19"
"1993","Paar mit Kind(ern)","Laendlicher Raum","4.37","3.5","3845","4.32","4.42"
"1993","Paar mit Kind(ern)","Staedtischer Raum","4.3","3.5","6720","4.25","4.35"
"1993","Sonstige","Laendlicher Raum","4.44","3.5","492","4.29","4.59"
"1993","Sonstige","Staedtischer Raum","4.2","3.5","743","4.08","4.32"
"1994","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","3.69","2.5","1138","3.61","3.77"
"1994","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","3.44","2.5","2400","3.37","3.51"
"1994","1-Pers.- Haushalt","Laendlicher Raum","2.83","2.5","396","2.71","2.95"
"1994","1-Pers.- Haushalt","Staedtischer Raum","2.55","1.5","966","2.47","2.63"
"1994","Alleinerziehende","Laendlicher Raum","3.95","3.5","283","3.77","4.13"
"1994","Alleinerziehende","Staedtischer Raum","4.73","2.5","599","4.21","5.25"
"1994","Paar mit Kind(ern)","Laendlicher Raum","4.52","3.5","3709","4.47","4.57"
"1994","Paar mit Kind(ern)","Staedtischer Raum","4.34","3.5","6457","4.29","4.39"
"1994","Sonstige","Laendlicher Raum","4.44","3.5","471","4.29","4.59"
"1994","Sonstige","Staedtischer Raum","4.35","3.5","719","4.22","4.48"
"1995","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","3.8","2.5","1172","3.72","3.88"
"1995","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","3.41","2.5","2482","3.36","3.46"
"1995","1-Pers.- Haushalt","Laendlicher Raum","2.83","2.5","403","2.71","2.95"
"1995","1-Pers.- Haushalt","Staedtischer Raum","2.52","1.5","1001","2.45","2.59"
"1995","Alleinerziehende","Laendlicher Raum","3.89","3.5","314","3.73","4.05"
"1995","Alleinerziehende","Staedtischer Raum","4.69","2.5","628","4.19","5.19"
"1995","Paar mit Kind(ern)","Laendlicher Raum","4.49","3.5","3886","4.44","4.54"
"1995","Paar mit Kind(ern)","Staedtischer Raum","4.34","3.5","6637","4.29","4.39"
"1995","Sonstige","Laendlicher Raum","4.64","4.5","429","4.48","4.8"
"1995","Sonstige","Staedtischer Raum","4.45","3.5","760","4.33","4.57"
"1996","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","3.81","2.5","1220","3.73","3.89"
"1996","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","3.46","2.5","2462","3.41","3.51"
"1996","1-Pers.- Haushalt","Laendlicher Raum","2.85","2.5","424","2.73","2.97"
"1996","1-Pers.- Haushalt","Staedtischer Raum","2.53","1.5","1009","2.46","2.6"
"1996","Alleinerziehende","Laendlicher Raum","4.12","3.5","313","3.93","4.31"
"1996","Alleinerziehende","Staedtischer Raum","4.63","2.5","646","4.15","5.11"
"1996","Paar mit Kind(ern)","Laendlicher Raum","4.59","3.5","3699","4.54","4.64"
"1996","Paar mit Kind(ern)","Staedtischer Raum","4.35","3.5","6458","4.3","4.4"
"1996","Sonstige","Laendlicher Raum","4.67","4.5","418","4.52","4.82"
"1996","Sonstige","Staedtischer Raum","4.58","3.5","690","4.45","4.71"
"1997","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","3.8","2.5","1252","3.72","3.88"
"1997","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","3.48","2.5","2506","3.43","3.53"
"1997","1-Pers.- Haushalt","Laendlicher Raum","2.83","2.5","414","2.71","2.95"
"1997","1-Pers.- Haushalt","Staedtischer Raum","2.55","1.5","987","2.47","2.63"
"1997","Alleinerziehende","Laendlicher Raum","4.07","3.5","337","3.9","4.24"
"1997","Alleinerziehende","Staedtischer Raum","3.6","2.5","630","3.25","3.95"
"1997","Paar mit Kind(ern)","Laendlicher Raum","4.6","3.5","3578","4.55","4.65"
"1997","Paar mit Kind(ern)","Staedtischer Raum","4.38","3.5","6228","4.33","4.43"
"1997","Sonstige","Laendlicher Raum","4.37","3.5","392","4.21","4.53"
"1997","Sonstige","Staedtischer Raum","4.54","3.5","682","4.41","4.67"
"1998","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","3.88","3.5","1474","3.81","3.95"
"1998","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","3.56","2.5","2884","3.51","3.61"
"1998","1-Pers.- Haushalt","Laendlicher Raum","2.79","2.5","490","2.68","2.9"
"1998","1-Pers.- Haushalt","Staedtischer Raum","2.54","1.5","1216","2.48","2.6"
"1998","Alleinerziehende","Laendlicher Raum","3.79","2.5","361","3.64","3.94"
"1998","Alleinerziehende","Staedtischer Raum","3.61","2.5","744","3.52","3.7"
"1998","Paar mit Kind(ern)","Laendlicher Raum","4.79","4.5","3937","4.74","4.84"
"1998","Paar mit Kind(ern)","Staedtischer Raum","4.47","3.5","6645","4.43","4.51"
"1998","Sonstige","Laendlicher Raum","5.11","4.5","357","4.83","5.39"
"1998","Sonstige","Staedtischer Raum","4.58","3.5","648","4.44","4.72"
"1999","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","3.81","3.5","1482","3.74","3.88"
"1999","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","3.61","2.5","2830","3.56","3.66"
"1999","1-Pers.- Haushalt","Laendlicher Raum","2.83","2.5","482","2.72","2.94"
"1999","1-Pers.- Haushalt","Staedtischer Raum","2.53","1.5","1156","2.46","2.6"
"1999","Alleinerziehende","Laendlicher Raum","3.78","2.5","411","3.63","3.93"
"1999","Alleinerziehende","Staedtischer Raum","3.67","2.5","704","3.58","3.76"
"1999","Paar mit Kind(ern)","Laendlicher Raum","4.94","4.5","3750","4.89","4.99"
"1999","Paar mit Kind(ern)","Staedtischer Raum","4.55","3.5","6507","4.51","4.59"
"1999","Sonstige","Laendlicher Raum","4.92","4.5","246","4.54","5.3"
"1999","Sonstige","Staedtischer Raum","4.58","3.5","420","4.41","4.75"
"2000","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","3.9","3.5","2662","3.84","3.96"
"2000","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","3.74","2.5","5274","3.7","3.78"
"2000","1-Pers.- Haushalt","Laendlicher Raum","2.85","2.5","987","2.76","2.94"
"2000","1-Pers.- Haushalt","Staedtischer Raum","2.63","1.5","2273","2.58","2.68"
"2000","Alleinerziehende","Laendlicher Raum","4.03","3.5","649","3.9","4.16"
"2000","Alleinerziehende","Staedtischer Raum","3.63","2.5","1262","3.56","3.7"
"2000","Paar mit Kind(ern)","Laendlicher Raum","4.93","4.5","6390","4.89","4.97"
"2000","Paar mit Kind(ern)","Staedtischer Raum","4.57","3.5","11112","4.54","4.6"
"2000","Sonstige","Laendlicher Raum","5.07","4.5","461","4.84","5.3"
"2000","Sonstige","Staedtischer Raum","4.68","3.5","737","4.52","4.84"
"2001","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","3.96","3.5","2436","3.9","4.02"
"2001","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","3.73","2.5","4742","3.69","3.77"
"2001","1-Pers.- Haushalt","Laendlicher Raum","2.91","2.5","870","2.82","3"
"2001","1-Pers.- Haushalt","Staedtischer Raum","2.66","1.5","2056","2.6","2.72"
"2001","Alleinerziehende","Laendlicher Raum","4.09","3.5","613","3.96","4.22"
"2001","Alleinerziehende","Staedtischer Raum","3.66","2.5","1148","3.58","3.74"
"2001","Paar mit Kind(ern)","Laendlicher Raum","4.97","4.5","5700","4.93","5.01"
"2001","Paar mit Kind(ern)","Staedtischer Raum","4.65","3.5","10098","4.62","4.68"
"2001","Sonstige","Laendlicher Raum","5.42","4.5","357","5.15","5.69"
"2001","Sonstige","Staedtischer Raum","4.98","3.5","708","4.81","5.15"
"2002","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","3.97","3.5","2536","3.91","4.03"
"2002","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","3.8","2.5","5268","3.76","3.84"
"2002","1-Pers.- Haushalt","Laendlicher Raum","2.85","2.5","864","2.76","2.94"
"2002","1-Pers.- Haushalt","Staedtischer Raum","2.66","1.5","2074","2.61","2.71"
"2002","Alleinerziehende","Laendlicher Raum","4.15","3.5","644","4.03","4.27"
"2002","Alleinerziehende","Staedtischer Raum","3.53","2.5","1126","3.44","3.62"
"2002","Paar mit Kind(ern)","Laendlicher Raum","4.95","4.5","5726","4.91","4.99"
"2002","Paar mit Kind(ern)","Staedtischer Raum","4.59","3.5","10860","4.56","4.62"
"2002","Sonstige","Laendlicher Raum","5.43","5.5","353","5.17","5.69"
"2002","Sonstige","Staedtischer Raum","4.45","3.5","665","4.32","4.58"
"2003","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","3.87","3.5","2532","3.81","3.93"
"2003","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","3.75","2.5","5104","3.71","3.79"
"2003","1-Pers.- Haushalt","Laendlicher Raum","2.87","2.5","854","2.78","2.96"
"2003","1-Pers.- Haushalt","Staedtischer Raum","2.67","1.5","2065","2.62","2.72"
"2003","Alleinerziehende","Laendlicher Raum","4.18","3.5","603","4.05","4.31"
"2003","Alleinerziehende","Staedtischer Raum","3.57","2.5","1139","3.5","3.64"
"2003","Paar mit Kind(ern)","Laendlicher Raum","5.01","4.5","5348","4.96","5.06"
"2003","Paar mit Kind(ern)","Staedtischer Raum","4.65","3.5","10278","4.62","4.68"
"2003","Sonstige","Laendlicher Raum","4.96","4.5","303","4.69","5.23"
"2003","Sonstige","Staedtischer Raum","4.36","3.5","566","4.18","4.54"
"2004","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","3.91","3.5","2500","3.85","3.97"
"2004","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","3.77","2.5","5138","3.73","3.81"
"2004","1-Pers.- Haushalt","Laendlicher Raum","2.91","2.5","857","2.81","3.01"
"2004","1-Pers.- Haushalt","Staedtischer Raum","2.69","1.5","2004","2.64","2.74"
"2004","Alleinerziehende","Laendlicher Raum","4.18","3.5","568","4.04","4.32"
"2004","Alleinerziehende","Staedtischer Raum","3.53","2.5","1118","3.45","3.61"
"2004","Paar mit Kind(ern)","Laendlicher Raum","4.94","4.5","5158","4.89","4.99"
"2004","Paar mit Kind(ern)","Staedtischer Raum","4.68","3.5","9789","4.65","4.71"
"2004","Sonstige","Laendlicher Raum","5.06","4.5","283","4.78","5.34"
"2004","Sonstige","Staedtischer Raum","4.41","3.5","516","4.21","4.61"
"2005","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","3.93","3.5","2422","3.86","4"
"2005","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","3.75","2.5","4962","3.71","3.79"
"2005","1-Pers.- Haushalt","Laendlicher Raum","2.93","2.5","870","2.84","3.02"
"2005","1-Pers.- Haushalt","Staedtischer Raum","2.73","1.5","2043","2.67","2.79"
"2005","Alleinerziehende","Laendlicher Raum","4.13","3.5","601","4","4.26"
"2005","Alleinerziehende","Staedtischer Raum","3.55","2.5","1135","3.48","3.62"
"2005","Paar mit Kind(ern)","Laendlicher Raum","5.05","4.5","4782","5","5.1"
"2005","Paar mit Kind(ern)","Staedtischer Raum","4.65","3.5","9142","4.62","4.68"
"2005","Sonstige","Laendlicher Raum","5.34","4.5","279","5.08","5.6"
"2005","Sonstige","Staedtischer Raum","4.31","3.5","470","4.13","4.49"
"2006","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","3.96","3.5","2762","3.9","4.02"
"2006","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","3.76","2.5","5554","3.72","3.8"
"2006","1-Pers.- Haushalt","Laendlicher Raum","2.93","2.5","1037","2.85","3.01"
"2006","1-Pers.- Haushalt","Staedtischer Raum","2.75","1.5","2263","2.69","2.81"
"2006","Alleinerziehende","Laendlicher Raum","4.07","3.5","702","3.95","4.19"
"2006","Alleinerziehende","Staedtischer Raum","3.51","2.5","1222","3.44","3.58"
"2006","Paar mit Kind(ern)","Laendlicher Raum","5.02","4.5","5048","4.97","5.07"
"2006","Paar mit Kind(ern)","Staedtischer Raum","4.64","3.5","9340","4.61","4.67"
"2006","Sonstige","Laendlicher Raum","5.66","5.5","304","5.4","5.92"
"2006","Sonstige","Staedtischer Raum","4.48","3.5","436","4.26","4.7"
"2007","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","4.03","3.5","2624","3.97","4.09"
"2007","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","3.81","2.5","5128","3.77","3.85"
"2007","1-Pers.- Haushalt","Laendlicher Raum","2.96","2.5","994","2.87","3.05"
"2007","1-Pers.- Haushalt","Staedtischer Raum","2.76","1.5","2127","2.7","2.82"
"2007","Alleinerziehende","Laendlicher Raum","4.23","3.5","653","4.11","4.35"
"2007","Alleinerziehende","Staedtischer Raum","3.55","2.5","1121","3.48","3.62"
"2007","Paar mit Kind(ern)","Laendlicher Raum","5.13","4.5","4639","5.08","5.18"
"2007","Paar mit Kind(ern)","Staedtischer Raum","4.71","3.5","8708","4.68","4.74"
"2007","Sonstige","Laendlicher Raum","5.73","4.5","253","5.44","6.02"
"2007","Sonstige","Staedtischer Raum","4.28","3.5","371","4.03","4.53"
"2008","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","4.05","3.5","2542","3.99","4.11"
"2008","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","3.83","2.5","4926","3.79","3.87"
"2008","1-Pers.- Haushalt","Laendlicher Raum","3.01","2.5","943","2.92","3.1"
"2008","1-Pers.- Haushalt","Staedtischer Raum","2.79","2.5","2054","2.73","2.85"
"2008","Alleinerziehende","Laendlicher Raum","4.19","3.5","642","4.07","4.31"
"2008","Alleinerziehende","Staedtischer Raum","3.68","2.5","1072","3.59","3.77"
"2008","Paar mit Kind(ern)","Laendlicher Raum","5.19","4.5","4190","5.13","5.25"
"2008","Paar mit Kind(ern)","Staedtischer Raum","4.77","3.5","7971","4.73","4.81"
"2008","Sonstige","Laendlicher Raum","5.56","4.5","246","5.25","5.87"
"2008","Sonstige","Staedtischer Raum","4.54","3.5","291","4.33","4.75"
"2009","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","4.12","3.5","2488","4.06","4.18"
"2009","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","3.88","2.5","4612","3.83","3.93"
"2009","1-Pers.- Haushalt","Laendlicher Raum","3.06","2.5","889","2.97","3.15"
"2009","1-Pers.- Haushalt","Staedtischer Raum","2.84","2.5","1971","2.78","2.9"
"2009","Alleinerziehende","Laendlicher Raum","4.19","3.5","618","4.07","4.31"
"2009","Alleinerziehende","Staedtischer Raum","3.74","2.5","971","3.65","3.83"
"2009","Paar mit Kind(ern)","Laendlicher Raum","5.14","4.5","3990","5.08","5.2"
"2009","Paar mit Kind(ern)","Staedtischer Raum","4.79","3.5","7238","4.75","4.83"
"2009","Sonstige","Laendlicher Raum","5.3","4.5","197","4.99","5.61"
"2009","Sonstige","Staedtischer Raum","4.61","3.5","247","4.37","4.85"
"2010","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","4.11","3.5","2322","4.05","4.17"
"2010","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","3.87","3.5","4422","3.82","3.92"
"2010","1-Pers.- Haushalt","Laendlicher Raum","3.08","2.5","852","2.98","3.18"
"2010","1-Pers.- Haushalt","Staedtischer Raum","2.92","2.5","1859","2.85","2.99"
"2010","Alleinerziehende","Laendlicher Raum","4.03","3.5","1676","3.96","4.1"
"2010","Alleinerziehende","Staedtischer Raum","3.65","2.5","3071","3.6","3.7"
"2010","Paar mit Kind(ern)","Laendlicher Raum","5.14","4.5","8023","5.1","5.18"
"2010","Paar mit Kind(ern)","Staedtischer Raum","4.76","3.5","14644","4.73","4.79"
"2010","Sonstige","Laendlicher Raum","5.94","4.5","269","5.68","6.2"
"2010","Sonstige","Staedtischer Raum","5.43","5.5","330","5.24","5.62"
"2011","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","4.17","3.5","3218","4.11","4.23"
"2011","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","3.87","2.5","5530","3.83","3.91"
"2011","1-Pers.- Haushalt","Laendlicher Raum","3.06","2.5","1140","2.97","3.15"
"2011","1-Pers.- Haushalt","Staedtischer Raum","2.82","2.5","2411","2.77","2.87"
"2011","Alleinerziehende","Laendlicher Raum","3.99","3.5","2060","3.93","4.05"
"2011","Alleinerziehende","Staedtischer Raum","3.67","2.5","3806","3.63","3.71"
"2011","Paar mit Kind(ern)","Laendlicher Raum","5.18","4.5","9063","5.14","5.22"
"2011","Paar mit Kind(ern)","Staedtischer Raum","4.81","4.5","15991","4.78","4.84"
"2011","Sonstige","Laendlicher Raum","5.07","4.5","340","4.84","5.3"
"2011","Sonstige","Staedtischer Raum","4.89","4.5","442","4.72","5.06"
"2012","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","4.2","3.5","3360","4.15","4.25"
"2012","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","3.91","3.5","5540","3.87","3.95"
"2012","1-Pers.- Haushalt","Laendlicher Raum","3.01","2.5","1219","2.93","3.09"
"2012","1-Pers.- Haushalt","Staedtischer Raum","2.82","2.5","2464","2.77","2.87"
"2012","Alleinerziehende","Laendlicher Raum","4.01","3.5","2020","3.95","4.07"
"2012","Alleinerziehende","Staedtischer Raum","3.69","2.5","3573","3.65","3.73"
"2012","Paar mit Kind(ern)","Laendlicher Raum","5.16","4.5","8493","5.12","5.2"
"2012","Paar mit Kind(ern)","Staedtischer Raum","4.83","4.5","14971","4.8","4.86"
"2012","Sonstige","Laendlicher Raum","5.47","4.5","363","5.25","5.69"
"2012","Sonstige","Staedtischer Raum","5.22","4.5","403","4.99","5.45"
"2013","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","4.2","3.5","3354","4.15","4.25"
"2013","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","3.92","3.5","5924","3.88","3.96"
"2013","1-Pers.- Haushalt","Laendlicher Raum","3.04","2.5","1220","2.95","3.13"
"2013","1-Pers.- Haushalt","Staedtischer Raum","2.84","2.5","2624","2.79","2.89"
"2013","Alleinerziehende","Laendlicher Raum","3.99","3.5","1970","3.93","4.05"
"2013","Alleinerziehende","Staedtischer Raum","3.68","2.5","3832","3.64","3.72"
"2013","Paar mit Kind(ern)","Laendlicher Raum","5.12","4.5","8993","5.08","5.16"
"2013","Paar mit Kind(ern)","Staedtischer Raum","4.75","4.5","17928","4.73","4.77"
"2013","Sonstige","Laendlicher Raum","4.72","3.5","615","4.57","4.87"
"2013","Sonstige","Staedtischer Raum","4.33","3.5","1205","4.23","4.43"
"2014","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","4.19","3.5","3240","4.14","4.24"
"2014","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","3.94","3.5","5486","3.9","3.98"
"2014","1-Pers.- Haushalt","Laendlicher Raum","3.04","2.5","1144","2.95","3.13"
"2014","1-Pers.- Haushalt","Staedtischer Raum","2.86","2.5","2422","2.8","2.92"
"2014","Alleinerziehende","Laendlicher Raum","4","3.5","1647","3.93","4.07"
"2014","Alleinerziehende","Staedtischer Raum","3.64","2.5","3041","3.59","3.69"
"2014","Paar mit Kind(ern)","Laendlicher Raum","5.18","4.5","7847","5.14","5.22"
"2014","Paar mit Kind(ern)","Staedtischer Raum","4.76","3.5","15259","4.73","4.79"
"2014","Sonstige","Laendlicher Raum","4.74","3.5","486","4.56","4.92"
"2014","Sonstige","Staedtischer Raum","4.55","3.5","935","4.44","4.66"
"2015","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","4.24","3.5","3198","4.18","4.3"
"2015","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","3.93","3.5","5554","3.89","3.97"
"2015","1-Pers.- Haushalt","Laendlicher Raum","3.09","2.5","1174","3","3.18"
"2015","1-Pers.- Haushalt","Staedtischer Raum","2.87","2.5","2453","2.81","2.93"
