year,quintil_oecd_hh,rentown,hgroom,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1999,3rd Quintile,Tenant,5 rooms,0.02967,34,826,0.01809,0.04125
1999,4th Quintile,Owner,3 rooms,0.17905,107,613,0.14867,0.20943
1999,4th Quintile,Owner,4 rooms,0.27038,193,613,0.23519,0.30557
1999,4th Quintile,Owner,5 rooms,0.21850,163,613,0.18576,0.25124
1999,4th Quintile,Owner,6 rooms,0.13971,108,613,0.11224,0.16717
1999,4th Quintile,Owner,7 rooms,0.05805,42,613,0.03952,0.07657
1999,4th Quintile,Tenant,2 rooms,0.33124,183,623,0.29426,0.36823
1999,4th Quintile,Tenant,3 rooms,0.41619,304,623,0.37745,0.45493
1999,4th Quintile,Tenant,4 rooms,0.15268,136,623,0.12442,0.18095
1999,5th Quintile,Owner,3 rooms,0.15862,113,702,0.13157,0.18566
1999,5th Quintile,Owner,4 rooms,0.26792,196,702,0.23514,0.30071
1999,5th Quintile,Owner,5 rooms,0.19451,166,702,0.16521,0.22382
1999,5th Quintile,Owner,6 rooms,0.16179,132,702,0.13453,0.18905
1999,5th Quintile,Owner,7 rooms,0.08082,64,702,0.06064,0.10100
1999,5th Quintile,Owner,8 rooms,0.03476,31,702,0.02120,0.04832
1999,5th Quintile,Tenant,2 rooms,0.22004,92,406,0.17969,0.26039
1999,5th Quintile,Tenant,3 rooms,0.42807,202,406,0.37988,0.47626
1999,5th Quintile,Tenant,4 rooms,0.21288,112,406,0.17301,0.25275
2000,1st Quintile,Owner,2 rooms,0.09895,41,460,0.07164,0.12627
2000,1st Quintile,Owner,3 rooms,0.30811,146,460,0.26587,0.35035
2000,1st Quintile,Owner,4 rooms,0.22802,121,460,0.18964,0.26640
2000,1st Quintile,Owner,5 rooms,0.14572,84,460,0.11344,0.17799
2000,1st Quintile,Owner,6 rooms,0.12426,68,460,0.09408,0.15444
2000,1st Quintile,Tenant,1 room,0.11091,181,2002,0.09715,0.12467
2000,1st Quintile,Tenant,2 rooms,0.36869,657,2002,0.34755,0.38983
2000,1st Quintile,Tenant,3 rooms,0.34473,768,2002,0.32391,0.36556
2000,1st Quintile,Tenant,4 rooms,0.12832,317,2002,0.11366,0.14297
2000,1st Quintile,Tenant,5 rooms,0.03292,79,2002,0.02511,0.04074
2000,2nd Quintile,Owner,2 rooms,0.07091,56,959,0.05466,0.08717
2000,2nd Quintile,Owner,3 rooms,0.22413,204,959,0.19772,0.25053
2000,2nd Quintile,Owner,4 rooms,0.26991,266,959,0.24180,0.29802
2000,2nd Quintile,Owner,5 rooms,0.19873,205,959,0.17346,0.22400
2000,2nd Quintile,Owner,6 rooms,0.14227,144,959,0.12015,0.16439
2000,2nd Quintile,Owner,7 rooms,0.05210,53,959,0.03803,0.06617
2000,2nd Quintile,Owner,8 rooms,0.02862,31,959,0.01806,0.03918
2000,2nd Quintile,Tenant,1 room,0.06046,88,1701,0.04913,0.07179
2000,2nd Quintile,Tenant,2 rooms,0.31576,463,1701,0.29366,0.33786
2000,2nd Quintile,Tenant,3 rooms,0.41308,777,1701,0.38967,0.43648
2000,2nd Quintile,Tenant,4 rooms,0.14387,278,1701,0.12719,0.16055
2000,2nd Quintile,Tenant,5 rooms,0.04721,95,1701,0.03713,0.05730
2000,3rd Quintile,Owner,2 rooms,0.05065,47,1207,0.03827,0.06302
2000,3rd Quintile,Owner,3 rooms,0.17535,200,1207,0.15389,0.19681
2000,3rd Quintile,Owner,4 rooms,0.27474,341,1207,0.24955,0.29993
2000,3rd Quintile,Owner,5 rooms,0.23102,306,1207,0.20723,0.25481
2000,3rd Quintile,Owner,6 rooms,0.13696,174,1207,0.11756,0.15637
2000,3rd Quintile,Owner,7 rooms,0.06477,92,1207,0.05088,0.07866
2000,3rd Quintile,Owner,8 rooms,0.03981,47,1207,0.02877,0.05084
2000,3rd Quintile,Tenant,1 room,0.05920,60,1375,0.04672,0.07168
2000,3rd Quintile,Tenant,2 rooms,0.33442,393,1375,0.30947,0.35936
2000,3rd Quintile,Tenant,3 rooms,0.40991,610,1375,0.38390,0.43591
2000,3rd Quintile,Tenant,4 rooms,0.13286,238,1375,0.11491,0.15081
2000,3rd Quintile,Tenant,5 rooms,0.04229,74,1375,0.03164,0.05293
2000,4th Quintile,Owner,2 rooms,0.05938,61,1407,0.04703,0.07174
2000,4th Quintile,Owner,3 rooms,0.18017,231,1407,0.16008,0.20026
2000,4th Quintile,Owner,4 rooms,0.25985,376,1407,0.23692,0.28277
2000,4th Quintile,Owner,5 rooms,0.21501,331,1407,0.19354,0.23648
2000,4th Quintile,Owner,6 rooms,0.14743,240,1407,0.12889,0.16596
2000,4th Quintile,Owner,7 rooms,0.07349,108,1407,0.05985,0.08713
2000,4th Quintile,Owner,8 rooms,0.03412,60,1407,0.02463,0.04361
2000,4th Quintile,Tenant,1 room,0.04428,37,1098,0.03211,0.05646
2000,4th Quintile,Tenant,2 rooms,0.31127,292,1098,0.28387,0.33867
2000,4th Quintile,Tenant,3 rooms,0.40778,494,1098,0.37869,0.43686
2000,4th Quintile,Tenant,4 rooms,0.15522,215,1098,0.13379,0.17665
2000,4th Quintile,Tenant,5 rooms,0.04829,60,1098,0.03560,0.06097
2000,5th Quintile,Owner,2 rooms,0.04251,51,1638,0.03274,0.05228
2000,5th Quintile,Owner,3 rooms,0.16436,243,1638,0.14641,0.18232
2000,5th Quintile,Owner,4 rooms,0.24536,395,1638,0.22451,0.26620
2000,5th Quintile,Owner,5 rooms,0.22323,388,1638,0.20305,0.24340
2000,5th Quintile,Owner,6 rooms,0.15670,265,1638,0.13909,0.17431
2000,5th Quintile,Owner,7 rooms,0.07819,150,1638,0.06519,0.09120
2000,5th Quintile,Owner,8 rooms,0.04107,74,1638,0.03146,0.05068
2000,5th Quintile,Owner,9 rooms,0.02040,35,1638,0.01355,0.02725
2000,5th Quintile,Owner,10 or more rooms,0.02388,37,1638,0.01648,0.03127
2000,5th Quintile,Tenant,2 rooms,0.23765,168,728,0.20671,0.26859
2000,5th Quintile,Tenant,3 rooms,0.40674,320,728,0.37103,0.44245
2000,5th Quintile,Tenant,4 rooms,0.21439,182,728,0.18456,0.24423
2000,5th Quintile,Tenant,5 rooms,0.06771,58,728,0.04944,0.08597
2001,1st Quintile,Owner,2 rooms,0.12830,38,361,0.09375,0.16284
2001,1st Quintile,Owner,3 rooms,0.27231,98,361,0.22632,0.31829
2001,1st Quintile,Owner,4 rooms,0.24256,104,361,0.19828,0.28684
2001,1st Quintile,Owner,5 rooms,0.16605,71,361,0.12761,0.20449
2001,1st Quintile,Owner,6 rooms,0.11045,50,361,0.07807,0.14283
2001,1st Quintile,Tenant,1 room,0.10616,159,1800,0.09193,0.12040
2001,1st Quintile,Tenant,2 rooms,0.35137,566,1800,0.32931,0.37343
2001,1st Quintile,Tenant,3 rooms,0.36052,699,1800,0.33834,0.38271
2001,1st Quintile,Tenant,4 rooms,0.13363,301,1800,0.11790,0.14935
2001,1st Quintile,Tenant,5 rooms,0.03434,75,1800,0.02593,0.04276
2001,2nd Quintile,Owner,2 rooms,0.06487,47,860,0.04840,0.08134
2001,2nd Quintile,Owner,3 rooms,0.23352,200,860,0.20523,0.26181
2001,2nd Quintile,Owner,4 rooms,0.24923,235,860,0.22030,0.27816
2001,2nd Quintile,Owner,5 rooms,0.18763,187,860,0.16152,0.21374
2001,2nd Quintile,Owner,6 rooms,0.15404,139,860,0.12990,0.17818
2001,2nd Quintile,Owner,7 rooms,0.05336,52,860,0.03833,0.06839
2001,2nd Quintile,Tenant,1 room,0.05531,61,1506,0.04376,0.06686
2001,2nd Quintile,Tenant,2 rooms,0.32080,430,1506,0.29722,0.34439
2001,2nd Quintile,Tenant,3 rooms,0.40720,668,1506,0.38238,0.43203
2001,2nd Quintile,Tenant,4 rooms,0.14492,261,1506,0.12713,0.16270
2001,2nd Quintile,Tenant,5 rooms,0.05028,86,1506,0.03924,0.06132
2001,3rd Quintile,Owner,2 rooms,0.06412,53,1146,0.04993,0.07831
2001,3rd Quintile,Owner,3 rooms,0.19013,197,1146,0.16740,0.21285
2001,3rd Quintile,Owner,4 rooms,0.28098,319,1146,0.25495,0.30702
2001,3rd Quintile,Owner,5 rooms,0.21577,274,1146,0.19195,0.23960
2001,3rd Quintile,Owner,6 rooms,0.12540,163,1146,0.10621,0.14458
2001,3rd Quintile,Owner,7 rooms,0.05400,80,1146,0.04090,0.06709
2001,3rd Quintile,Owner,8 rooms,0.05029,60,1146,0.03763,0.06295
2001,3rd Quintile,Tenant,1 room,0.04678,44,1223,0.03494,0.05862
2001,3rd Quintile,Tenant,2 rooms,0.31936,343,1223,0.29322,0.34550
2001,3rd Quintile,Tenant,3 rooms,0.42029,565,1223,0.39261,0.44797
2001,3rd Quintile,Tenant,4 rooms,0.14116,204,1223,0.12164,0.16069
2001,3rd Quintile,Tenant,5 rooms,0.04301,67,1223,0.03163,0.05438
2001,4th Quintile,Owner,2 rooms,0.05152,52,1306,0.03953,0.06352
2001,4th Quintile,Owner,3 rooms,0.16951,199,1306,0.14915,0.18986
2001,4th Quintile,Owner,4 rooms,0.25820,342,1306,0.23445,0.28194
2001,4th Quintile,Owner,5 rooms,0.23017,321,1306,0.20733,0.25301
2001,4th Quintile,Owner,6 rooms,0.14283,202,1306,0.12385,0.16181
2001,4th Quintile,Owner,7 rooms,0.07693,110,1306,0.06247,0.09139
2001,4th Quintile,Owner,8 rooms,0.03061,49,1306,0.02127,0.03996
2001,4th Quintile,Owner,9 rooms,0.01855,31,1306,0.01123,0.02587
2001,4th Quintile,Tenant,2 rooms,0.30881,268,974,0.27978,0.33784
2001,4th Quintile,Tenant,3 rooms,0.42295,461,974,0.39190,0.45399
2001,4th Quintile,Tenant,4 rooms,0.15109,189,974,0.12858,0.17359
2001,4th Quintile,Tenant,5 rooms,0.04842,56,974,0.03493,0.06190
2001,5th Quintile,Owner,2 rooms,0.04625,46,1436,0.03538,0.05712
2001,5th Quintile,Owner,3 rooms,0.16049,213,1436,0.14150,0.17948
2001,5th Quintile,Owner,4 rooms,0.25477,365,1436,0.23223,0.27732
2001,5th Quintile,Owner,5 rooms,0.20898,326,1436,0.18794,0.23002
2001,5th Quintile,Owner,6 rooms,0.16298,251,1436,0.14387,0.18210
2001,5th Quintile,Owner,7 rooms,0.08106,130,1436,0.06693,0.09518
2001,5th Quintile,Owner,8 rooms,0.04253,66,1436,0.03208,0.05297
2001,5th Quintile,Owner,10 or more rooms,0.02463,39,1436,0.01661,0.03265
2001,5th Quintile,Tenant,2 rooms,0.23251,144,655,0.20014,0.26489
2001,5th Quintile,Tenant,3 rooms,0.41207,294,655,0.37434,0.44979
2001,5th Quintile,Tenant,4 rooms,0.20673,169,655,0.17569,0.23777
2001,5th Quintile,Tenant,5 rooms,0.05953,48,655,0.04139,0.07766
2002,1st Quintile,Owner,2 rooms,0.12902,37,330,0.09279,0.16524
2002,1st Quintile,Owner,3 rooms,0.27623,102,330,0.22792,0.32455
2002,1st Quintile,Owner,4 rooms,0.21419,84,330,0.16986,0.25852
2002,1st Quintile,Owner,5 rooms,0.15729,71,330,0.11795,0.19663
2002,1st Quintile,Owner,6 rooms,0.09016,36,330,0.05921,0.12111
2002,1st Quintile,Tenant,1 room,0.11435,164,1685,0.09915,0.12954
2002,1st Quintile,Tenant,2 rooms,0.36940,561,1685,0.34635,0.39246
2002,1st Quintile,Tenant,3 rooms,0.33839,634,1685,0.31579,0.36099
2002,1st Quintile,Tenant,4 rooms,0.12495,257,1685,0.10916,0.14075
2002,1st Quintile,Tenant,5 rooms,0.03610,69,1685,0.02719,0.04501
2002,2nd Quintile,Owner,2 rooms,0.06257,47,799,0.04577,0.07937
2002,2nd Quintile,Owner,3 rooms,0.24979,191,799,0.21975,0.27982
2002,2nd Quintile,Owner,4 rooms,0.26216,227,799,0.23165,0.29268
2002,2nd Quintile,Owner,5 rooms,0.19812,174,799,0.17047,0.22578
2002,2nd Quintile,Owner,6 rooms,0.13985,120,799,0.11579,0.16392
2002,2nd Quintile,Owner,7 rooms,0.04434,40,799,0.03006,0.05862
2002,2nd Quintile,Tenant,1 room,0.05434,57,1373,0.04234,0.06633
2002,2nd Quintile,Tenant,2 rooms,0.30515,379,1373,0.28079,0.32952
2002,2nd Quintile,Tenant,3 rooms,0.42248,615,1373,0.39634,0.44862
2002,2nd Quintile,Tenant,4 rooms,0.15241,245,1373,0.13340,0.17143
2002,2nd Quintile,Tenant,5 rooms,0.05005,77,1373,0.03851,0.06159
2002,3rd Quintile,Owner,2 rooms,0.05896,42,1016,0.04447,0.07345
2002,3rd Quintile,Owner,3 rooms,0.17891,166,1016,0.15533,0.20249
2002,3rd Quintile,Owner,4 rooms,0.27215,282,1016,0.24477,0.29953
2002,3rd Quintile,Owner,5 rooms,0.22395,256,1016,0.19830,0.24959
2002,3rd Quintile,Owner,6 rooms,0.15606,166,1016,0.13374,0.17839
2002,3rd Quintile,Owner,7 rooms,0.05762,70,1016,0.04328,0.07195
2002,3rd Quintile,Owner,8 rooms,0.03151,34,1016,0.02076,0.04225
2002,3rd Quintile,Tenant,2 rooms,0.32409,341,1160,0.29715,0.35104
2002,3rd Quintile,Tenant,3 rooms,0.42871,553,1160,0.40022,0.45721
2002,3rd Quintile,Tenant,4 rooms,0.13580,198,1160,0.11607,0.15552
2002,3rd Quintile,Tenant,5 rooms,0.05207,68,1160,0.03928,0.06486
2002,4th Quintile,Owner,2 rooms,0.05400,44,1256,0.04150,0.06651
2002,4th Quintile,Owner,3 rooms,0.18628,205,1256,0.16474,0.20783
2002,4th Quintile,Owner,4 rooms,0.26891,341,1256,0.24438,0.29344
2002,4th Quintile,Owner,5 rooms,0.25335,344,1256,0.22928,0.27741
2002,4th Quintile,Owner,6 rooms,0.12452,210,1256,0.10625,0.14279
2002,4th Quintile,Owner,7 rooms,0.06741,112,1256,0.05354,0.08128
2002,4th Quintile,Tenant,2 rooms,0.28836,261,982,0.26001,0.31671
2002,4th Quintile,Tenant,3 rooms,0.42786,440,982,0.39690,0.45882
2002,4th Quintile,Tenant,4 rooms,0.17885,215,982,0.15487,0.20283
2002,4th Quintile,Tenant,5 rooms,0.05439,66,982,0.04020,0.06858
2002,5th Quintile,Owner,2 rooms,0.04538,58,2256,0.03679,0.05397
2002,5th Quintile,Owner,3 rooms,0.14814,247,2256,0.13348,0.16280
2002,5th Quintile,Owner,4 rooms,0.25376,499,2256,0.23580,0.27172
2002,5th Quintile,Owner,5 rooms,0.24156,573,2256,0.22389,0.25923
2002,5th Quintile,Owner,6 rooms,0.14295,382,2256,0.12850,0.15740
2002,5th Quintile,Owner,7 rooms,0.08280,236,2256,0.07143,0.09418
2002,5th Quintile,Owner,8 rooms,0.04284,143,2256,0.03448,0.05120
2002,5th Quintile,Owner,9 rooms,0.01698,58,2256,0.01165,0.02231
2002,5th Quintile,Owner,10 or more rooms,0.02376,60,2256,0.01748,0.03005
2002,5th Quintile,Tenant,2 rooms,0.28659,191,917,0.25731,0.31588
2002,5th Quintile,Tenant,3 rooms,0.37424,352,917,0.34290,0.40558
2002,5th Quintile,Tenant,4 rooms,0.17293,221,917,0.14844,0.19742
2002,5th Quintile,Tenant,5 rooms,0.07908,101,917,0.06160,0.09655
2002,5th Quintile,Tenant,6 rooms,0.02962,52,917,0.01864,0.04060
2003,1st Quintile,Owner,2 rooms,0.14404,40,314,0.10514,0.18294
2003,1st Quintile,Owner,3 rooms,0.22623,81,314,0.17987,0.27258
2003,1st Quintile,Owner,4 rooms,0.22646,88,314,0.18009,0.27282
2003,1st Quintile,Owner,5 rooms,0.19445,69,314,0.15060,0.23829
2003,1st Quintile,Owner,6 rooms,0.09695,36,314,0.06417,0.12973
2003,1st Quintile,Tenant,1 room,0.10853,157,1668,0.09359,0.12346
2003,1st Quintile,Tenant,2 rooms,0.35849,557,1668,0.33546,0.38151
2003,1st Quintile,Tenant,3 rooms,0.35299,640,1668,0.33005,0.37594
2003,1st Quintile,Tenant,4 rooms,0.13229,248,1668,0.11603,0.14856
2003,1st Quintile,Tenant,5 rooms,0.03416,66,1668,0.02544,0.04288
2003,2nd Quintile,Owner,2 rooms,0.06617,44,787,0.04880,0.08355
2003,2nd Quintile,Owner,3 rooms,0.24031,190,787,0.21044,0.27018
2003,2nd Quintile,Owner,4 rooms,0.25765,225,787,0.22708,0.28822
2003,2nd Quintile,Owner,5 rooms,0.21330,176,787,0.18466,0.24194
2003,2nd Quintile,Owner,6 rooms,0.12985,106,787,0.10635,0.15335
2003,2nd Quintile,Owner,7 rooms,0.05042,46,787,0.03512,0.06572
2003,2nd Quintile,Tenant,1 room,0.05527,57,1372,0.04317,0.06736
2003,2nd Quintile,Tenant,2 rooms,0.29836,369,1372,0.27414,0.32258
2003,2nd Quintile,Tenant,3 rooms,0.42657,611,1372,0.40039,0.45275
2003,2nd Quintile,Tenant,4 rooms,0.14950,239,1372,0.13062,0.16837
2003,2nd Quintile,Tenant,5 rooms,0.04394,62,1372,0.03309,0.05480
2003,2nd Quintile,Tenant,6 rooms,0.01867,34,1372,0.01150,0.02583
2003,3rd Quintile,Owner,2 rooms,0.05692,51,1023,0.04272,0.07113
2003,3rd Quintile,Owner,3 rooms,0.19506,186,1023,0.17077,0.21936
2003,3rd Quintile,Owner,4 rooms,0.24755,254,1023,0.22109,0.27401
2003,3rd Quintile,Owner,5 rooms,0.22488,256,1023,0.19928,0.25047
2003,3rd Quintile,Owner,6 rooms,0.15785,167,1023,0.13549,0.18020
2003,3rd Quintile,Owner,7 rooms,0.05619,67,1023,0.04207,0.07031
2003,3rd Quintile,Owner,8 rooms,0.03977,42,1023,0.02779,0.05175
2003,3rd Quintile,Tenant,1 room,0.07270,58,1149,0.05768,0.08772
2003,3rd Quintile,Tenant,2 rooms,0.31119,326,1149,0.28441,0.33797
2003,3rd Quintile,Tenant,3 rooms,0.42270,520,1149,0.39413,0.45128
2003,3rd Quintile,Tenant,4 rooms,0.12327,173,1149,0.10425,0.14229
2003,3rd Quintile,Tenant,5 rooms,0.05092,72,1149,0.03820,0.06364
2003,4th Quintile,Owner,2 rooms,0.05770,49,1252,0.04478,0.07062
2003,4th Quintile,Owner,3 rooms,0.18563,202,1252,0.16408,0.20717
2003,4th Quintile,Owner,4 rooms,0.28077,345,1252,0.25587,0.30567
2003,4th Quintile,Owner,5 rooms,0.23585,314,1252,0.21232,0.25937
2003,4th Quintile,Owner,6 rooms,0.13739,202,1252,0.11831,0.15647
2003,4th Quintile,Owner,7 rooms,0.05676,92,1252,0.04394,0.06958
2003,4th Quintile,Owner,8 rooms,0.02792,48,1252,0.01879,0.03705
2003,4th Quintile,Tenant,2 rooms,0.28560,244,934,0.25662,0.31459
2003,4th Quintile,Tenant,3 rooms,0.44533,450,934,0.41344,0.47722
2003,4th Quintile,Tenant,4 rooms,0.14978,173,934,0.12688,0.17268
2003,4th Quintile,Tenant,5 rooms,0.06241,67,934,0.04689,0.07794
2003,5th Quintile,Owner,2 rooms,0.03793,48,2147,0.02984,0.04601
2003,5th Quintile,Owner,3 rooms,0.16070,247,2147,0.14516,0.17624
2003,5th Quintile,Owner,4 rooms,0.24137,481,2147,0.22326,0.25947
2003,5th Quintile,Owner,5 rooms,0.24627,527,2147,0.22805,0.26450
2003,5th Quintile,Owner,6 rooms,0.13602,368,2147,0.12151,0.15052
2003,5th Quintile,Owner,7 rooms,0.09032,244,2147,0.07819,0.10245
2003,5th Quintile,Owner,8 rooms,0.04522,126,2147,0.03643,0.05401
2003,5th Quintile,Owner,9 rooms,0.01519,53,2147,0.01002,0.02037
2003,5th Quintile,Owner,10 or more rooms,0.02307,53,2147,0.01672,0.02942
2003,5th Quintile,Tenant,2 rooms,0.28967,175,828,0.25875,0.32058
2003,5th Quintile,Tenant,3 rooms,0.35683,306,828,0.32418,0.38948
2003,5th Quintile,Tenant,4 rooms,0.19974,227,828,0.17249,0.22699
2003,5th Quintile,Tenant,5 rooms,0.06296,75,828,0.04640,0.07951
2003,5th Quintile,Tenant,6 rooms,0.02826,45,828,0.01697,0.03956
2004,1st Quintile,Owner,3 rooms,0.26622,89,237,0.20983,0.32261
2004,1st Quintile,Owner,4 rooms,0.23223,86,237,0.17835,0.28610
2004,1st Quintile,Owner,5 rooms,0.18532,62,237,0.13575,0.23490
2004,1st Quintile,Tenant,1 room,0.11963,162,1602,0.10374,0.13553
2004,1st Quintile,Tenant,2 rooms,0.35543,517,1602,0.33198,0.37887
2004,1st Quintile,Tenant,3 rooms,0.34826,631,1602,0.32493,0.37160
2004,1st Quintile,Tenant,4 rooms,0.13102,236,1602,0.11449,0.14755
2004,1st Quintile,Tenant,5 rooms,0.03409,56,1602,0.02520,0.04298
2004,2nd Quintile,Owner,2 rooms,0.07014,52,745,0.05178,0.08849
2004,2nd Quintile,Owner,3 rooms,0.23975,168,745,0.20907,0.27043
2004,2nd Quintile,Owner,4 rooms,0.23481,199,745,0.20435,0.26526
2004,2nd Quintile,Owner,5 rooms,0.21244,162,745,0.18304,0.24183
2004,2nd Quintile,Owner,6 rooms,0.12157,113,745,0.09809,0.14505
2004,2nd Quintile,Owner,7 rooms,0.07494,51,745,0.05602,0.09386
2004,2nd Quintile,Tenant,1 room,0.06335,67,1342,0.05031,0.07639
2004,2nd Quintile,Tenant,2 rooms,0.29831,377,1342,0.27382,0.32280
2004,2nd Quintile,Tenant,3 rooms,0.43595,582,1342,0.40941,0.46249
2004,2nd Quintile,Tenant,4 rooms,0.13405,236,1342,0.11582,0.15229
2004,2nd Quintile,Tenant,5 rooms,0.04608,80,1342,0.03486,0.05730
2004,3rd Quintile,Owner,2 rooms,0.04986,39,1023,0.03652,0.06320
2004,3rd Quintile,Owner,3 rooms,0.20268,184,1023,0.17804,0.22733
2004,3rd Quintile,Owner,4 rooms,0.24408,265,1023,0.21775,0.27042
2004,3rd Quintile,Owner,5 rooms,0.24991,269,1023,0.22336,0.27645
2004,3rd Quintile,Owner,6 rooms,0.15142,161,1023,0.12945,0.17340
2004,3rd Quintile,Owner,7 rooms,0.06325,74,1023,0.04832,0.07817
2004,3rd Quintile,Owner,8 rooms,0.02363,31,1023,0.01432,0.03294
2004,3rd Quintile,Tenant,1 room,0.04495,40,1122,0.03282,0.05708
2004,3rd Quintile,Tenant,2 rooms,0.29082,307,1122,0.26423,0.31740
2004,3rd Quintile,Tenant,3 rooms,0.44665,518,1122,0.41754,0.47575
2004,3rd Quintile,Tenant,4 rooms,0.14104,187,1122,0.12066,0.16141
2004,3rd Quintile,Tenant,5 rooms,0.05743,70,1122,0.04381,0.07105
2004,4th Quintile,Owner,2 rooms,0.05763,50,1264,0.04477,0.07048
2004,4th Quintile,Owner,3 rooms,0.17309,203,1264,0.15222,0.19395
2004,4th Quintile,Owner,4 rooms,0.28287,350,1264,0.25803,0.30771
2004,4th Quintile,Owner,5 rooms,0.24195,319,1264,0.21833,0.26557
2004,4th Quintile,Owner,6 rooms,0.14212,201,1264,0.12286,0.16138
2004,4th Quintile,Owner,7 rooms,0.05125,91,1264,0.03909,0.06342
2004,4th Quintile,Owner,8 rooms,0.03042,50,1264,0.02094,0.03989
2004,4th Quintile,Tenant,2 rooms,0.31969,242,906,0.28931,0.35008
2004,4th Quintile,Tenant,3 rooms,0.40639,409,906,0.37439,0.43839
2004,4th Quintile,Tenant,4 rooms,0.15670,187,906,0.13301,0.18038
2004,4th Quintile,Tenant,5 rooms,0.06110,68,906,0.04549,0.07670
2004,5th Quintile,Owner,2 rooms,0.05257,63,2100,0.04302,0.06212
2004,5th Quintile,Owner,3 rooms,0.15213,237,2100,0.13676,0.16749
2004,5th Quintile,Owner,4 rooms,0.23082,450,2100,0.21279,0.24884
2004,5th Quintile,Owner,5 rooms,0.23236,514,2100,0.21429,0.25043
2004,5th Quintile,Owner,6 rooms,0.15875,390,2100,0.14312,0.17439
2004,5th Quintile,Owner,7 rooms,0.08463,219,2100,0.07273,0.09654
2004,5th Quintile,Owner,8 rooms,0.04453,113,2100,0.03570,0.05335
2004,5th Quintile,Owner,9 rooms,0.01896,59,2100,0.01312,0.02479
2004,5th Quintile,Owner,10 or more rooms,0.02212,55,2100,0.01583,0.02842
2004,5th Quintile,Tenant,2 rooms,0.22495,144,806,0.19611,0.25380
2004,5th Quintile,Tenant,3 rooms,0.41014,332,806,0.37616,0.44411
2004,5th Quintile,Tenant,4 rooms,0.19248,204,806,0.16524,0.21971
2004,5th Quintile,Tenant,5 rooms,0.09059,86,806,0.07076,0.11041
2004,5th Quintile,Tenant,6 rooms,0.02958,40,806,0.01788,0.04129
2005,1st Quintile,Owner,2 rooms,0.12559,31,285,0.08705,0.16413
2005,1st Quintile,Owner,3 rooms,0.25776,85,285,0.20688,0.30863
2005,1st Quintile,Owner,4 rooms,0.19505,69,285,0.14897,0.24113
2005,1st Quintile,Owner,5 rooms,0.18243,63,285,0.13751,0.22734
2005,1st Quintile,Owner,6 rooms,0.10619,37,285,0.07036,0.14202
2005,1st Quintile,Tenant,1 room,0.10520,157,1619,0.09025,0.12015
2005,1st Quintile,Tenant,2 rooms,0.35991,540,1619,0.33652,0.38330
2005,1st Quintile,Tenant,3 rooms,0.36149,637,1619,0.33808,0.38490
2005,1st Quintile,Tenant,4 rooms,0.12512,223,1619,0.10899,0.14124
2005,1st Quintile,Tenant,5 rooms,0.03432,62,1619,0.02545,0.04319
2005,2nd Quintile,Owner,2 rooms,0.07280,48,726,0.05389,0.09171
2005,2nd Quintile,Owner,3 rooms,0.22588,174,726,0.19544,0.25632
2005,2nd Quintile,Owner,4 rooms,0.25957,208,726,0.22766,0.29149
2005,2nd Quintile,Owner,5 rooms,0.20249,154,726,0.17324,0.23174
2005,2nd Quintile,Owner,6 rooms,0.13209,102,726,0.10744,0.15673
2005,2nd Quintile,Owner,7 rooms,0.06205,40,726,0.04449,0.07961
2005,2nd Quintile,Tenant,1 room,0.05401,57,1275,0.04160,0.06642
2005,2nd Quintile,Tenant,2 rooms,0.31056,375,1275,0.28515,0.33597
2005,2nd Quintile,Tenant,3 rooms,0.42174,554,1275,0.39462,0.44886
2005,2nd Quintile,Tenant,4 rooms,0.14547,224,1275,0.12611,0.16483
2005,2nd Quintile,Tenant,5 rooms,0.04349,65,1275,0.03229,0.05469
2005,3rd Quintile,Owner,2 rooms,0.05828,45,998,0.04374,0.07282
2005,3rd Quintile,Owner,3 rooms,0.22192,205,998,0.19612,0.24771
2005,3rd Quintile,Owner,4 rooms,0.23077,249,998,0.20462,0.25693
2005,3rd Quintile,Owner,5 rooms,0.25159,273,998,0.22465,0.27853
2005,3rd Quintile,Owner,6 rooms,0.11475,115,998,0.09496,0.13453
2005,3rd Quintile,Owner,7 rooms,0.06234,67,998,0.04733,0.07735
2005,3rd Quintile,Owner,8 rooms,0.03772,44,998,0.02590,0.04955
2005,3rd Quintile,Tenant,1 room,0.05096,44,1054,0.03768,0.06425
2005,3rd Quintile,Tenant,2 rooms,0.31967,311,1054,0.29150,0.34784
2005,3rd Quintile,Tenant,3 rooms,0.40577,444,1054,0.37611,0.43543
2005,3rd Quintile,Tenant,4 rooms,0.14911,182,1054,0.12760,0.17062
2005,3rd Quintile,Tenant,5 rooms,0.05279,73,1054,0.03928,0.06630
2005,4th Quintile,Owner,2 rooms,0.04953,50,1261,0.03755,0.06151
2005,4th Quintile,Owner,3 rooms,0.16305,192,1261,0.14266,0.18345
2005,4th Quintile,Owner,4 rooms,0.29011,353,1261,0.26505,0.31516
2005,4th Quintile,Owner,5 rooms,0.24737,321,1261,0.22354,0.27119
2005,4th Quintile,Owner,6 rooms,0.13999,214,1261,0.12083,0.15914
2005,4th Quintile,Owner,7 rooms,0.04969,88,1261,0.03769,0.06169
2005,4th Quintile,Owner,8 rooms,0.03061,43,1261,0.02109,0.04012
