year,quintil_oecd_hh,rentown,hgroom,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,5th Quintile,Tenant,2 rooms,0.27760,129,452,0.23627,0.31892
1985,5th Quintile,Tenant,3 rooms,0.37992,194,452,0.33512,0.42472
1985,5th Quintile,Tenant,4 rooms,0.19936,97,452,0.16249,0.23624
1985,5th Quintile,Tenant,5 rooms,0.06354,32,452,0.04103,0.08605
1986,1st Quintile,Owner,3 rooms,0.25888,55,143,0.18683,0.33092
1986,1st Quintile,Owner,4 rooms,0.24378,56,143,0.17316,0.31440
1986,1st Quintile,Owner,5 rooms,0.12953,32,143,0.07430,0.18476
1986,1st Quintile,Tenant,1 room,0.14136,79,755,0.11649,0.16622
1986,1st Quintile,Tenant,2 rooms,0.34776,219,755,0.31377,0.38176
1986,1st Quintile,Tenant,3 rooms,0.35947,315,755,0.32522,0.39372
1986,1st Quintile,Tenant,4 rooms,0.10040,109,755,0.07895,0.12185
1986,1st Quintile,Tenant,5 rooms,0.03144,33,755,0.01898,0.04389
1986,2nd Quintile,Owner,3 rooms,0.23402,71,297,0.18579,0.28226
1986,2nd Quintile,Owner,4 rooms,0.30030,109,297,0.24808,0.35252
1986,2nd Quintile,Owner,5 rooms,0.18351,67,297,0.13942,0.22761
1986,2nd Quintile,Owner,6 rooms,0.13260,50,297,0.09396,0.17124
1986,2nd Quintile,Tenant,1 room,0.07054,36,663,0.05103,0.09005
1986,2nd Quintile,Tenant,2 rooms,0.28340,162,663,0.24907,0.31773
1986,2nd Quintile,Tenant,3 rooms,0.42934,309,663,0.39163,0.46704
1986,2nd Quintile,Tenant,4 rooms,0.14497,122,663,0.11815,0.17178
1986,2nd Quintile,Tenant,5 rooms,0.03813,34,663,0.02354,0.05272
1986,3rd Quintile,Owner,3 rooms,0.23382,75,289,0.18493,0.28270
1986,3rd Quintile,Owner,4 rooms,0.23573,86,289,0.18670,0.28475
1986,3rd Quintile,Owner,5 rooms,0.21178,82,289,0.16459,0.25897
1986,3rd Quintile,Owner,6 rooms,0.12837,46,289,0.08973,0.16700
1986,3rd Quintile,Tenant,1 room,0.07634,47,658,0.05604,0.09665
1986,3rd Quintile,Tenant,2 rooms,0.30254,175,658,0.26742,0.33767
1986,3rd Quintile,Tenant,3 rooms,0.39143,283,658,0.35411,0.42876
1986,3rd Quintile,Tenant,4 rooms,0.16837,122,658,0.13975,0.19698
1986,3rd Quintile,Tenant,5 rooms,0.03219,31,658,0.01870,0.04569
1986,4th Quintile,Owner,3 rooms,0.22469,81,334,0.17986,0.26952
1986,4th Quintile,Owner,4 rooms,0.24346,101,334,0.19737,0.28956
1986,4th Quintile,Owner,5 rooms,0.21771,98,334,0.17338,0.26203
1986,4th Quintile,Owner,6 rooms,0.12686,54,334,0.09111,0.16261
1986,4th Quintile,Tenant,1 room,0.10364,53,581,0.07884,0.12845
1986,4th Quintile,Tenant,2 rooms,0.32193,165,581,0.28391,0.35996
1986,4th Quintile,Tenant,3 rooms,0.38313,259,581,0.34357,0.42270
1986,4th Quintile,Tenant,4 rooms,0.13808,104,581,0.11001,0.16616
1986,5th Quintile,Owner,3 rooms,0.21249,103,424,0.17351,0.25147
1986,5th Quintile,Owner,4 rooms,0.27831,139,424,0.23560,0.32102
1986,5th Quintile,Owner,5 rooms,0.18319,106,424,0.14633,0.22005
1986,5th Quintile,Owner,6 rooms,0.14078,76,424,0.10763,0.17392
1986,5th Quintile,Tenant,2 rooms,0.20884,89,402,0.16906,0.24863
1986,5th Quintile,Tenant,3 rooms,0.43159,195,402,0.38311,0.48007
1986,5th Quintile,Tenant,4 rooms,0.19739,87,402,0.15844,0.23635
1986,5th Quintile,Tenant,5 rooms,0.07366,31,402,0.04809,0.09922
1987,1st Quintile,Owner,3 rooms,0.29104,61,144,0.21658,0.36549
1987,1st Quintile,Owner,4 rooms,0.20804,51,144,0.14151,0.27457
1987,1st Quintile,Owner,6 rooms,0.11890,32,144,0.06585,0.17195
1987,1st Quintile,Tenant,1 room,0.16762,85,682,0.13956,0.19567
1987,1st Quintile,Tenant,2 rooms,0.30316,187,682,0.26864,0.33768
1987,1st Quintile,Tenant,3 rooms,0.38368,307,682,0.34716,0.42021
1987,1st Quintile,Tenant,4 rooms,0.10221,103,682,0.07946,0.12496
1987,2nd Quintile,Owner,3 rooms,0.23576,70,255,0.18356,0.28796
1987,2nd Quintile,Owner,4 rooms,0.25156,80,255,0.19820,0.30492
1987,2nd Quintile,Owner,5 rooms,0.21632,68,255,0.16569,0.26696
1987,2nd Quintile,Owner,6 rooms,0.11634,37,255,0.07691,0.15577
1987,2nd Quintile,Tenant,2 rooms,0.29433,168,656,0.25943,0.32923
1987,2nd Quintile,Tenant,3 rooms,0.44514,328,656,0.40708,0.48321
1987,2nd Quintile,Tenant,4 rooms,0.14104,126,656,0.11438,0.16769
1987,2nd Quintile,Tenant,5 rooms,0.03972,34,656,0.02476,0.05467
1987,3rd Quintile,Owner,3 rooms,0.20706,68,316,0.16231,0.25181
1987,3rd Quintile,Owner,4 rooms,0.27573,108,316,0.22638,0.32508
1987,3rd Quintile,Owner,5 rooms,0.22055,88,316,0.17476,0.26634
1987,3rd Quintile,Owner,6 rooms,0.14250,52,316,0.10390,0.18110
1987,3rd Quintile,Tenant,1 room,0.07019,45,642,0.05041,0.08997
1987,3rd Quintile,Tenant,2 rooms,0.33192,167,642,0.29546,0.36837
1987,3rd Quintile,Tenant,3 rooms,0.37633,279,642,0.33883,0.41384
1987,3rd Quintile,Tenant,4 rooms,0.15071,115,642,0.12302,0.17841
1987,3rd Quintile,Tenant,5 rooms,0.03890,36,642,0.02393,0.05387
1987,4th Quintile,Owner,3 rooms,0.23342,88,352,0.18917,0.27768
1987,4th Quintile,Owner,4 rooms,0.25401,110,352,0.20847,0.29955
1987,4th Quintile,Owner,5 rooms,0.20845,95,352,0.16595,0.25094
1987,4th Quintile,Owner,6 rooms,0.12922,59,352,0.09413,0.16431
1987,4th Quintile,Tenant,1 room,0.10087,47,557,0.07583,0.12590
1987,4th Quintile,Tenant,2 rooms,0.27541,159,557,0.23828,0.31254
1987,4th Quintile,Tenant,3 rooms,0.39380,246,557,0.35319,0.43442
1987,4th Quintile,Tenant,4 rooms,0.16882,105,557,0.13768,0.19995
1987,5th Quintile,Owner,3 rooms,0.17395,84,419,0.13761,0.21029
1987,5th Quintile,Owner,4 rooms,0.30239,146,419,0.25836,0.34642
1987,5th Quintile,Owner,5 rooms,0.22058,124,419,0.18083,0.26033
1987,5th Quintile,Owner,6 rooms,0.12489,65,419,0.09320,0.15658
1987,5th Quintile,Tenant,2 rooms,0.27844,117,378,0.23320,0.32369
1987,5th Quintile,Tenant,3 rooms,0.38116,177,378,0.33213,0.43018
1987,5th Quintile,Tenant,4 rooms,0.18994,84,378,0.15034,0.22954
1988,1st Quintile,Owner,3 rooms,0.29660,55,138,0.22011,0.37308
1988,1st Quintile,Owner,4 rooms,0.21037,45,138,0.14212,0.27862
1988,1st Quintile,Owner,5 rooms,0.16745,38,138,0.10493,0.22997
1988,1st Quintile,Tenant,1 room,0.14322,69,685,0.11697,0.16947
1988,1st Quintile,Tenant,2 rooms,0.31412,199,685,0.27934,0.34891
1988,1st Quintile,Tenant,3 rooms,0.38061,311,685,0.34422,0.41699
1988,1st Quintile,Tenant,4 rooms,0.12239,106,685,0.09783,0.14695
1988,2nd Quintile,Owner,3 rooms,0.25918,65,245,0.20420,0.31416
1988,2nd Quintile,Owner,4 rooms,0.24479,85,245,0.19084,0.29874
1988,2nd Quintile,Owner,5 rooms,0.18161,58,245,0.13324,0.22999
1988,2nd Quintile,Owner,6 rooms,0.11410,37,245,0.07421,0.15399
1988,2nd Quintile,Tenant,1 room,0.06343,34,649,0.04466,0.08219
1988,2nd Quintile,Tenant,2 rooms,0.29197,149,649,0.25697,0.32698
1988,2nd Quintile,Tenant,3 rooms,0.44272,317,649,0.40447,0.48096
1988,2nd Quintile,Tenant,4 rooms,0.12767,113,649,0.10197,0.15336
1988,2nd Quintile,Tenant,5 rooms,0.04786,36,649,0.03143,0.06430
1988,3rd Quintile,Owner,3 rooms,0.21760,76,298,0.17067,0.26453
1988,3rd Quintile,Owner,4 rooms,0.25553,94,298,0.20593,0.30514
1988,3rd Quintile,Owner,5 rooms,0.20423,74,298,0.15838,0.25008
1988,3rd Quintile,Owner,6 rooms,0.15289,54,298,0.11196,0.19382
1988,3rd Quintile,Tenant,1 room,0.08509,46,609,0.06291,0.10727
1988,3rd Quintile,Tenant,2 rooms,0.29867,148,609,0.26229,0.33505
1988,3rd Quintile,Tenant,3 rooms,0.38551,266,609,0.34682,0.42420
1988,3rd Quintile,Tenant,4 rooms,0.15021,114,609,0.12181,0.17861
1988,3rd Quintile,Tenant,5 rooms,0.04545,35,609,0.02889,0.06201
1988,4th Quintile,Owner,3 rooms,0.22375,78,337,0.17919,0.26831
1988,4th Quintile,Owner,4 rooms,0.26395,112,337,0.21682,0.31108
1988,4th Quintile,Owner,5 rooms,0.18374,85,337,0.14233,0.22515
1988,4th Quintile,Owner,6 rooms,0.14705,62,337,0.10919,0.18492
1988,4th Quintile,Tenant,1 room,0.07264,36,548,0.05089,0.09440
1988,4th Quintile,Tenant,2 rooms,0.31651,160,548,0.27753,0.35549
1988,4th Quintile,Tenant,3 rooms,0.37528,225,548,0.33470,0.41586
1988,4th Quintile,Tenant,4 rooms,0.15145,93,548,0.12141,0.18149
1988,4th Quintile,Tenant,5 rooms,0.05276,34,548,0.03403,0.07149
1988,5th Quintile,Owner,3 rooms,0.20329,90,402,0.16390,0.24268
1988,5th Quintile,Owner,4 rooms,0.28977,134,402,0.24537,0.33418
1988,5th Quintile,Owner,5 rooms,0.21120,110,402,0.17125,0.25115
1988,5th Quintile,Owner,6 rooms,0.13804,68,402,0.10428,0.17180
1988,5th Quintile,Tenant,2 rooms,0.26556,105,349,0.21915,0.31196
1988,5th Quintile,Tenant,3 rooms,0.40668,171,349,0.35507,0.45829
1988,5th Quintile,Tenant,4 rooms,0.16306,73,349,0.12425,0.20188
1989,1st Quintile,Owner,3 rooms,0.30233,53,138,0.22542,0.37923
1989,1st Quintile,Owner,4 rooms,0.23052,50,138,0.16000,0.30105
1989,1st Quintile,Owner,5 rooms,0.14430,35,138,0.08546,0.20315
1989,1st Quintile,Tenant,1 room,0.13353,64,658,0.10752,0.15954
1989,1st Quintile,Tenant,2 rooms,0.33535,194,658,0.29925,0.37145
1989,1st Quintile,Tenant,3 rooms,0.35254,284,658,0.31600,0.38907
1989,1st Quintile,Tenant,4 rooms,0.13367,116,658,0.10765,0.15970
1989,2nd Quintile,Owner,3 rooms,0.27406,71,276,0.22134,0.32678
1989,2nd Quintile,Owner,4 rooms,0.22234,78,276,0.17319,0.27149
1989,2nd Quintile,Owner,5 rooms,0.19932,57,276,0.15210,0.24654
1989,2nd Quintile,Owner,6 rooms,0.13383,39,276,0.09359,0.17407
1989,2nd Quintile,Owner,7 rooms,0.08386,31,276,0.05110,0.11662
1989,2nd Quintile,Tenant,1 room,0.06911,45,668,0.04986,0.08836
1989,2nd Quintile,Tenant,2 rooms,0.32133,166,668,0.28589,0.35677
1989,2nd Quintile,Tenant,3 rooms,0.41558,311,668,0.37818,0.45298
1989,2nd Quintile,Tenant,4 rooms,0.13134,110,668,0.10570,0.15697
1989,2nd Quintile,Tenant,5 rooms,0.04508,36,668,0.02934,0.06083
1989,3rd Quintile,Owner,3 rooms,0.18452,59,294,0.14010,0.22894
1989,3rd Quintile,Owner,4 rooms,0.30402,110,294,0.25135,0.35669
1989,3rd Quintile,Owner,5 rooms,0.19469,72,294,0.14935,0.24003
1989,3rd Quintile,Owner,6 rooms,0.12830,53,294,0.09001,0.16659
1989,3rd Quintile,Tenant,1 room,0.07315,31,576,0.05187,0.09443
1989,3rd Quintile,Tenant,2 rooms,0.26370,131,576,0.22768,0.29972
1989,3rd Quintile,Tenant,3 rooms,0.43258,276,576,0.39209,0.47308
1989,3rd Quintile,Tenant,4 rooms,0.14982,100,576,0.12065,0.17899
1989,3rd Quintile,Tenant,5 rooms,0.04989,38,576,0.03210,0.06769
1989,4th Quintile,Owner,3 rooms,0.20416,73,330,0.16061,0.24772
1989,4th Quintile,Owner,4 rooms,0.27215,107,330,0.22406,0.32024
1989,4th Quintile,Owner,5 rooms,0.20762,89,330,0.16380,0.25145
1989,4th Quintile,Owner,6 rooms,0.15271,61,330,0.11384,0.19158
1989,4th Quintile,Tenant,1 room,0.10030,40,536,0.07484,0.12575
1989,4th Quintile,Tenant,2 rooms,0.31075,160,536,0.27153,0.34997
1989,4th Quintile,Tenant,3 rooms,0.35626,214,536,0.31568,0.39684
1989,4th Quintile,Tenant,4 rooms,0.15520,89,536,0.12452,0.18588
1989,4th Quintile,Tenant,5 rooms,0.05098,33,536,0.03234,0.06962
1989,5th Quintile,Owner,3 rooms,0.20302,83,379,0.16247,0.24357
1989,5th Quintile,Owner,4 rooms,0.28025,125,379,0.23497,0.32553
1989,5th Quintile,Owner,5 rooms,0.21458,107,379,0.17319,0.25596
1989,5th Quintile,Owner,6 rooms,0.13300,64,379,0.09877,0.16723
1989,5th Quintile,Tenant,2 rooms,0.31135,110,333,0.26154,0.36116
1989,5th Quintile,Tenant,3 rooms,0.38373,153,333,0.33142,0.43604
1989,5th Quintile,Tenant,4 rooms,0.15268,70,333,0.11399,0.19137
1990,1st Quintile,Owner,2 rooms,0.12511,54,599,0.09859,0.15163
1990,1st Quintile,Owner,3 rooms,0.30065,172,599,0.26390,0.33740
1990,1st Quintile,Owner,4 rooms,0.25878,169,599,0.22368,0.29388
1990,1st Quintile,Owner,5 rooms,0.18255,138,599,0.15159,0.21351
1990,1st Quintile,Owner,6 rooms,0.08342,66,599,0.06126,0.10558
1990,1st Quintile,Tenant,1 room,0.10776,89,1548,0.09231,0.12322
1990,1st Quintile,Tenant,2 rooms,0.34742,424,1548,0.32369,0.37115
1990,1st Quintile,Tenant,3 rooms,0.39478,720,1548,0.37042,0.41914
1990,1st Quintile,Tenant,4 rooms,0.12470,277,1548,0.10823,0.14116
1990,1st Quintile,Tenant,5 rooms,0.01952,38,1548,0.01263,0.02641
1990,2nd Quintile,Owner,3 rooms,0.28543,75,238,0.22793,0.34292
1990,2nd Quintile,Owner,4 rooms,0.24467,78,238,0.18994,0.29940
1990,2nd Quintile,Owner,5 rooms,0.15752,49,238,0.11114,0.20390
1990,2nd Quintile,Owner,6 rooms,0.10993,36,238,0.07011,0.14976
1990,2nd Quintile,Tenant,1 room,0.11470,72,836,0.09308,0.13631
1990,2nd Quintile,Tenant,2 rooms,0.30260,206,836,0.27144,0.33376
1990,2nd Quintile,Tenant,3 rooms,0.39534,378,836,0.36217,0.42850
1990,2nd Quintile,Tenant,4 rooms,0.13093,145,836,0.10805,0.15381
1990,2nd Quintile,Tenant,5 rooms,0.03230,35,836,0.02031,0.04430
1990,3rd Quintile,Owner,3 rooms,0.21216,74,327,0.16778,0.25654
1990,3rd Quintile,Owner,4 rooms,0.27130,113,327,0.22304,0.31957
1990,3rd Quintile,Owner,5 rooms,0.24566,92,327,0.19893,0.29239
1990,3rd Quintile,Owner,6 rooms,0.13098,48,327,0.09436,0.16761
1990,3rd Quintile,Tenant,1 room,0.06262,37,759,0.04537,0.07987
1990,3rd Quintile,Tenant,2 rooms,0.31452,199,759,0.28146,0.34757
1990,3rd Quintile,Tenant,3 rooms,0.40198,346,759,0.36707,0.43688
1990,3rd Quintile,Tenant,4 rooms,0.13937,128,759,0.11471,0.16402
1990,3rd Quintile,Tenant,5 rooms,0.05383,49,759,0.03776,0.06990
1990,4th Quintile,Owner,2 rooms,0.10000,37,422,0.07135,0.12866
1990,4th Quintile,Owner,3 rooms,0.20857,99,422,0.16976,0.24738
1990,4th Quintile,Owner,4 rooms,0.24273,115,422,0.20178,0.28369
1990,4th Quintile,Owner,5 rooms,0.18900,98,422,0.15160,0.22640
1990,4th Quintile,Owner,6 rooms,0.15783,73,422,0.12301,0.19266
1990,4th Quintile,Tenant,1 room,0.09353,48,658,0.07127,0.11580
1990,4th Quintile,Tenant,2 rooms,0.30675,180,658,0.27149,0.34202
1990,4th Quintile,Tenant,3 rooms,0.39543,286,658,0.35804,0.43282
1990,4th Quintile,Tenant,4 rooms,0.14078,111,658,0.11419,0.16738
1990,4th Quintile,Tenant,5 rooms,0.04271,33,658,0.02724,0.05817
1990,5th Quintile,Owner,3 rooms,0.21847,113,505,0.18240,0.25455
1990,5th Quintile,Owner,4 rooms,0.28227,157,505,0.24297,0.32157
1990,5th Quintile,Owner,5 rooms,0.19657,119,505,0.16188,0.23127
1990,5th Quintile,Owner,6 rooms,0.13643,85,505,0.10646,0.16640
1990,5th Quintile,Owner,7 rooms,0.05837,31,505,0.03790,0.07884
1990,5th Quintile,Tenant,2 rooms,0.29918,132,447,0.25668,0.34168
1990,5th Quintile,Tenant,3 rooms,0.38301,197,447,0.33789,0.42812
1990,5th Quintile,Tenant,4 rooms,0.15226,85,447,0.11892,0.18561
1990,5th Quintile,Tenant,5 rooms,0.06610,33,447,0.04304,0.08916
1991,1st Quintile,Owner,2 rooms,0.12279,55,569,0.09580,0.14978
1991,1st Quintile,Owner,3 rooms,0.31302,163,569,0.27488,0.35115
1991,1st Quintile,Owner,4 rooms,0.24750,154,569,0.21200,0.28299
1991,1st Quintile,Owner,5 rooms,0.18574,131,569,0.15376,0.21773
1991,1st Quintile,Owner,6 rooms,0.08702,66,569,0.06384,0.11020
1991,1st Quintile,Tenant,1 room,0.08977,73,1441,0.07501,0.10454
1991,1st Quintile,Tenant,2 rooms,0.34257,370,1441,0.31806,0.36708
1991,1st Quintile,Tenant,3 rooms,0.39953,674,1441,0.37423,0.42483
1991,1st Quintile,Tenant,4 rooms,0.14222,283,1441,0.12418,0.16026
1991,1st Quintile,Tenant,5 rooms,0.01897,41,1441,0.01192,0.02601
1991,2nd Quintile,Owner,3 rooms,0.30585,77,232,0.24643,0.36528
1991,2nd Quintile,Owner,4 rooms,0.23249,72,232,0.17801,0.28696
1991,2nd Quintile,Owner,5 rooms,0.15314,47,232,0.10670,0.19958
1991,2nd Quintile,Owner,6 rooms,0.13634,36,232,0.09208,0.18059
1991,2nd Quintile,Tenant,1 room,0.12017,68,838,0.09814,0.14220
1991,2nd Quintile,Tenant,2 rooms,0.34688,250,838,0.31463,0.37913
1991,2nd Quintile,Tenant,3 rooms,0.36333,362,838,0.33074,0.39591
1991,2nd Quintile,Tenant,4 rooms,0.11042,120,838,0.08918,0.13165
1991,2nd Quintile,Tenant,5 rooms,0.03716,38,838,0.02434,0.04997
1991,3rd Quintile,Owner,3 rooms,0.20588,72,362,0.16417,0.24760
1991,3rd Quintile,Owner,4 rooms,0.26093,111,362,0.21563,0.30624
1991,3rd Quintile,Owner,5 rooms,0.21659,86,362,0.17410,0.25908
1991,3rd Quintile,Owner,6 rooms,0.13445,60,362,0.09926,0.16964
1991,3rd Quintile,Owner,7 rooms,0.07900,33,362,0.05117,0.10682
1991,3rd Quintile,Tenant,1 room,0.05067,39,753,0.03500,0.06635
1991,3rd Quintile,Tenant,2 rooms,0.32320,192,753,0.28977,0.35663
1991,3rd Quintile,Tenant,3 rooms,0.39965,330,753,0.36464,0.43466
1991,3rd Quintile,Tenant,4 rooms,0.14224,144,753,0.11727,0.16720
1991,3rd Quintile,Tenant,5 rooms,0.05688,48,753,0.04032,0.07343
1991,4th Quintile,Owner,3 rooms,0.17150,83,447,0.13652,0.20648
1991,4th Quintile,Owner,4 rooms,0.27916,139,447,0.23753,0.32079
1991,4th Quintile,Owner,5 rooms,0.21335,112,447,0.17533,0.25137
1991,4th Quintile,Owner,6 rooms,0.15971,81,447,0.12571,0.19371
1991,4th Quintile,Owner,7 rooms,0.05708,32,447,0.03555,0.07862
1991,4th Quintile,Tenant,1 room,0.08785,49,640,0.06590,0.10980
1991,4th Quintile,Tenant,2 rooms,0.29737,182,640,0.26192,0.33281
1991,4th Quintile,Tenant,3 rooms,0.39172,287,640,0.35387,0.42957
1991,4th Quintile,Tenant,4 rooms,0.16828,122,640,0.13927,0.19729
1991,5th Quintile,Owner,3 rooms,0.21548,113,461,0.17790,0.25305
1991,5th Quintile,Owner,4 rooms,0.24406,132,461,0.20481,0.28331
1991,5th Quintile,Owner,5 rooms,0.22609,134,461,0.18786,0.26431
1991,5th Quintile,Owner,6 rooms,0.14516,82,461,0.11297,0.17735
1991,5th Quintile,Tenant,2 rooms,0.30551,134,472,0.26391,0.34711
1991,5th Quintile,Tenant,3 rooms,0.39429,219,472,0.35016,0.43843
1991,5th Quintile,Tenant,4 rooms,0.14850,86,472,0.11639,0.18062
1991,5th Quintile,Tenant,5 rooms,0.05010,33,472,0.03040,0.06981
1992,1st Quintile,Owner,2 rooms,0.13792,38,319,0.10002,0.17582
1992,1st Quintile,Owner,3 rooms,0.29485,93,319,0.24473,0.34497
1992,1st Quintile,Owner,4 rooms,0.27704,100,319,0.22785,0.32623
1992,1st Quintile,Owner,5 rooms,0.14357,57,319,0.10503,0.18211
1992,1st Quintile,Owner,6 rooms,0.09717,31,319,0.06461,0.12972
