"year","hhtyp","sampreg","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"1986","Paar mit Kind(ern)","Westdeutschland","4.55","3.5","8799","3","3","5","7","9","4.48","4.62","1","80","4","4"
"1986","Sonstige","Ostdeutschland","","","","","","","","","","","","","",""
"1986","Sonstige","Westdeutschland","4.63","4.5","894","3","3","6","7","9","4.52","4.74","1","10","4","4"
"1987","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","","","","","","","","","","","",""
"1987","(Ehe-)Paar ohne Kind(er)","Westdeutschland","3.57","2.5","2384","2","3","4","5","8","3.47","3.67","1","60","3","3"
"1987","1-Pers.- Haushalt","Ostdeutschland","","","","","","","","","","","","","",""
"1987","1-Pers.- Haushalt","Westdeutschland","2.49","1.5","1078","1","2","3","4","6","2.42","2.56","1","10","2","2"
"1987","Alleinerziehende","Ostdeutschland","","","","","","","","","","","","","",""
"1987","Alleinerziehende","Westdeutschland","4.51","3.5","705","3","3","5","7","9","4.18","4.84","1","82","3","4"
"1987","Paar mit Kind(ern)","Ostdeutschland","","","","","","","","","","","","","",""
"1987","Paar mit Kind(ern)","Westdeutschland","4.54","3.5","8532","3","3","5","7","9","4.47","4.61","1","80","4","4"
"1987","Sonstige","Ostdeutschland","","","","","","","","","","","","","",""
"1987","Sonstige","Westdeutschland","4.51","3.5","943","3","3","6","7","9","4.4","4.62","1","10","4","4"
"1988","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","","","","","","","","","","","",""
"1988","(Ehe-)Paar ohne Kind(er)","Westdeutschland","3.49","2.5","2336","2","3","4","5","8","3.41","3.57","0","51","3","3"
"1988","1-Pers.- Haushalt","Ostdeutschland","","","","","","","","","","","","","",""
"1988","1-Pers.- Haushalt","Westdeutschland","2.63","1.5","1037","1","2","3","4","6","2.46","2.8","0","82","2","2"
"1988","Alleinerziehende","Ostdeutschland","","","","","","","","","","","","","",""
"1988","Alleinerziehende","Westdeutschland","4.04","3.5","704","2","3","5","7","9","3.92","4.16","0","10","3","4"
"1988","Paar mit Kind(ern)","Ostdeutschland","","","","","","","","","","","","","",""
"1988","Paar mit Kind(ern)","Westdeutschland","4.53","3.5","8110","3","3","5","7","9","4.47","4.59","1","80","4","4"
"1988","Sonstige","Ostdeutschland","","","","","","","","","","","","","",""
"1988","Sonstige","Westdeutschland","4.6","3.5","826","3","3","6","7","9","4.48","4.72","1","10","4","5"
"1989","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","","","","","","","","","","","",""
"1989","(Ehe-)Paar ohne Kind(er)","Westdeutschland","3.5","2.5","2316","2","3","4","5","8","3.42","3.58","1","51","3","3"
"1989","1-Pers.- Haushalt","Ostdeutschland","","","","","","","","","","","","","",""
"1989","1-Pers.- Haushalt","Westdeutschland","2.68","1.5","1040","1","2","3","4","6","2.51","2.85","0","82","2","2"
"1989","Alleinerziehende","Ostdeutschland","","","","","","","","","","","","","",""
"1989","Alleinerziehende","Westdeutschland","4.12","3.5","660","3","3","5","7","9","4","4.24","1","10","3","4"
"1989","Paar mit Kind(ern)","Ostdeutschland","","","","","","","","","","","","","",""
"1989","Paar mit Kind(ern)","Westdeutschland","4.55","3.5","7743","3","3","5","7","9","4.49","4.61","1","80","4","4"
"1989","Sonstige","Ostdeutschland","","","","","","","","","","","","","",""
"1989","Sonstige","Westdeutschland","4.6","3.5","835","3","3","6","7","10","4.48","4.72","1","11","4","5"
"1990","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","2.98","2.5","960","2","2","3","4","6","2.91","3.05","1","7","3","3"
"1990","(Ehe-)Paar ohne Kind(er)","Westdeutschland","3.51","2.5","2368","2","3","4","5","8","3.43","3.59","1","51","3","3"
"1990","1-Pers.- Haushalt","Ostdeutschland","2.19","1.5","324","1","2","2","3","7","2.08","2.3","1","8","2","2"
"1990","1-Pers.- Haushalt","Westdeutschland","2.58","1.5","1001","1","2","3","4","6","2.51","2.65","1","10","2","2"
"1990","Alleinerziehende","Ostdeutschland","3","2.5","309","2","2","3","4","7","2.89","3.11","1","7","3","3"
"1990","Alleinerziehende","Westdeutschland","4.96","3.5","640","2","3","5","7","82","4.53","5.39","0","82","4","4"
"1990","Paar mit Kind(ern)","Ostdeutschland","3.59","2.5","4099","2","3","4","5","7","3.56","3.62","1","8","3","3"
"1990","Paar mit Kind(ern)","Westdeutschland","4.5","3.5","7526","3","3","5","6","9","4.43","4.57","1","80","4","4"
"1990","Sonstige","Ostdeutschland","4.11","3.5","409","2","3","5","6","10","3.95","4.27","1","10","4","4"
"1990","Sonstige","Westdeutschland","4.77","4.5","898","3","3","6","7","10","4.65","4.89","1","11","4","5"
"1991","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","3.07","2.5","892","2","2","3","4","6","3","3.14","1","7","3","3"
"1991","(Ehe-)Paar ohne Kind(er)","Westdeutschland","3.54","2.5","2416","2","3","4","5","8","3.46","3.62","1","51","3","3"
"1991","1-Pers.- Haushalt","Ostdeutschland","2.21","1.5","285","1","2","3","3","6","2.1","2.32","1","7","2","2"
"1991","1-Pers.- Haushalt","Westdeutschland","2.59","1.5","1008","1","2","3","4","6","2.52","2.66","1","8","2","2"
"1991","Alleinerziehende","Ostdeutschland","3.12","2.5","274","2","2","4","4","7","2.99","3.25","1","7","3","3"
"1991","Alleinerziehende","Westdeutschland","4.17","3.5","659","2","3","5","6","8","3.76","4.58","1","80","4","4"
"1991","Paar mit Kind(ern)","Ostdeutschland","3.64","2.5","3859","3","3","4","5","7","3.6","3.68","1","11","3","4"
"1991","Paar mit Kind(ern)","Westdeutschland","4.5","3.5","7487","3","3","5","7","9","4.45","4.55","1","60","4","4"
"1991","Sonstige","Ostdeutschland","3.85","3.5","357","2","3","5","5","10","3.67","4.03","1","10","4","4"
"1991","Sonstige","Westdeutschland","4.68","4.5","907","3","3","6","7","10","4.56","4.8","1","11","4","5"
"1992","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","3.1","2.5","932","2","2","3","4","6","3.03","3.17","1","10","3","3"
"1992","(Ehe-)Paar ohne Kind(er)","Westdeutschland","3.53","2.5","2458","2","3","4","5","8","3.45","3.61","0","51","3","3"
"1992","1-Pers.- Haushalt","Ostdeutschland","2.2","1.5","296","1","2","3","3","6","2.09","2.31","1","7","2","2"
"1992","1-Pers.- Haushalt","Westdeutschland","2.63","1.5","1006","1","2","3","4","6","2.56","2.7","1","8","2","2"
"1992","Alleinerziehende","Ostdeutschland","3.13","2.5","291","2","2","4","4","10","2.99","3.27","1","10","3","3"
"1992","Alleinerziehende","Westdeutschland","4.84","3.5","666","2","3","5","6","82","4.37","5.31","1","82","3","4"
"1992","Paar mit Kind(ern)","Ostdeutschland","3.68","2.5","3528","3","3","4","5","7","3.64","3.72","1","11","3","4"
"1992","Paar mit Kind(ern)","Westdeutschland","4.49","3.5","7433","3","3","5","7","9","4.44","4.54","1","60","4","4"
"1992","Sonstige","Ostdeutschland","3.6","2.5","354","2","3","4","5","7","3.46","3.74","1","8","3","4"
"1992","Sonstige","Westdeutschland","4.81","4.5","878","3","3","6","7","10","4.69","4.93","1","11","4","4"
"1993","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","3.13","2.5","954","2","2","3","4","7","3.06","3.2","1","10","3","3"
"1993","(Ehe-)Paar ohne Kind(er)","Westdeutschland","3.6","2.5","2494","2","3","4","6","8","3.52","3.68","1","51","3","3"
"1993","1-Pers.- Haushalt","Ostdeutschland","2.23","1.5","300","1","2","3","3","6","2.12","2.34","1","8","2","2"
"1993","1-Pers.- Haushalt","Westdeutschland","2.67","2.5","1062","1","2","3","4","7","2.6","2.74","1","9","2","3"
"1993","Alleinerziehende","Ostdeutschland","3.28","2.5","297","2","3","4","4","10","3.14","3.42","1","10","3","3"
"1993","Alleinerziehende","Westdeutschland","4.82","3.5","621","2","3","5","7","82","4.32","5.32","1","82","3","4"
"1993","Paar mit Kind(ern)","Ostdeutschland","3.7","2.5","3299","3","3","4","5","7","3.66","3.74","1","11","3","4"
"1993","Paar mit Kind(ern)","Westdeutschland","4.49","3.5","7266","3","3","5","7","9","4.44","4.54","1","60","4","4"
"1993","Sonstige","Ostdeutschland","3.68","2.5","317","2","3","5","5","8","3.52","3.84","1","8","3","4"
"1993","Sonstige","Westdeutschland","4.5","3.5","918","3","3","6","7","9","4.39","4.61","1","10","4","4"
"1994","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","3.1","2.5","984","2","2","3","4","6","3.03","3.17","1","7","3","3"
"1994","(Ehe-)Paar ohne Kind(er)","Westdeutschland","3.62","2.5","2554","2","3","4","6","8","3.55","3.69","1","51","3","3"
"1994","1-Pers.- Haushalt","Ostdeutschland","2.24","1.5","315","1","2","3","3","6","2.12","2.36","1","8","2","2"
"1994","1-Pers.- Haushalt","Westdeutschland","2.7","2.5","1047","1","2","3","4","6","2.62","2.78","1","9","2","3"
"1994","Alleinerziehende","Ostdeutschland","3.28","2.5","262","2","3","4","5","10","3.13","3.43","1","10","3","3"
"1994","Alleinerziehende","Westdeutschland","4.79","3.5","620","2","3","5","6","82","4.29","5.29","1","82","3","4"
"1994","Paar mit Kind(ern)","Ostdeutschland","3.76","3.5","3146","3","3","4","5","8","3.72","3.8","1","11","4","4"
"1994","Paar mit Kind(ern)","Westdeutschland","4.57","3.5","7020","3","3","5","7","9","4.52","4.62","1","60","4","4"
"1994","Sonstige","Ostdeutschland","3.75","3.5","325","2","3","5","5","8","3.6","3.9","1","8","3","4"
"1994","Sonstige","Westdeutschland","4.58","3.5","865","3","3","6","7","10","4.46","4.7","1","10","4","5"
"1995","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","3.16","2.5","994","2","2","4","5","6","3.1","3.22","1","7","3","3"
"1995","(Ehe-)Paar ohne Kind(er)","Westdeutschland","3.61","2.5","2660","2","3","4","6","8","3.56","3.66","1","10","3","3"
"1995","1-Pers.- Haushalt","Ostdeutschland","2.24","1.5","325","1","2","3","3","6","2.13","2.35","1","8","2","2"
"1995","1-Pers.- Haushalt","Westdeutschland","2.67","1.5","1079","1","2","3","4","6","2.6","2.74","1","9","2","2"
"1995","Alleinerziehende","Ostdeutschland","3.29","2.5","277","2","3","4","4","10","3.15","3.43","1","10","3","3"
"1995","Alleinerziehende","Westdeutschland","4.73","3.5","665","2","3","5","6","80","4.26","5.2","1","82","3","4"
"1995","Paar mit Kind(ern)","Ostdeutschland","3.8","3.5","2983","3","3","4","5","8","3.75","3.85","1","11","4","4"
"1995","Paar mit Kind(ern)","Westdeutschland","4.53","3.5","7540","3","3","5","7","9","4.48","4.58","1","60","4","4"
"1995","Sonstige","Ostdeutschland","3.6","2.5","282","2","3","4","5","7","3.44","3.76","1","8","3","4"
"1995","Sonstige","Westdeutschland","4.76","4.5","907","3","3","6","7","10","4.64","4.88","1","10","4","5"
"1996","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","3.18","2.5","1070","2","2","4","5","6","3.11","3.25","1","10","3","3"
"1996","(Ehe-)Paar ohne Kind(er)","Westdeutschland","3.66","2.5","2612","2","3","4","6","8","3.6","3.72","1","10","3","3"
"1996","1-Pers.- Haushalt","Ostdeutschland","2.29","1.5","344","1","2","3","4","6","2.17","2.41","1","8","2","2"
"1996","1-Pers.- Haushalt","Westdeutschland","2.68","1.5","1089","1","2","3","4","7","2.61","2.75","1","9","2","2"
"1996","Alleinerziehende","Ostdeutschland","3.31","2.5","260","2","3","4","5","10","3.15","3.47","1","10","3","3"
"1996","Alleinerziehende","Westdeutschland","4.74","3.5","699","2","3","5","6","80","4.29","5.19","1","82","3","4"
"1996","Paar mit Kind(ern)","Ostdeutschland","3.88","3.5","2828","3","3","4","6","8","3.83","3.93","1","9","4","4"
"1996","Paar mit Kind(ern)","Westdeutschland","4.56","3.5","7329","3","3","5","7","9","4.51","4.61","1","60","4","4"
"1996","Sonstige","Ostdeutschland","3.85","2.5","295","3","3","5","6","9","3.69","4.01","1","9","3","4"
"1996","Sonstige","Westdeutschland","4.84","4.5","813","3","4","6","7","10","4.72","4.96","1","10","4","5"
"1997","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","3.17","2.5","1096","2","2","4","5","7","3.1","3.24","1","10","3","3"
"1997","(Ehe-)Paar ohne Kind(er)","Westdeutschland","3.68","2.5","2662","2","3","4","6","8","3.63","3.73","1","10","3","3"
"1997","1-Pers.- Haushalt","Ostdeutschland","2.27","1.5","349","1","2","3","3","6","2.16","2.38","1","8","2","2"
"1997","1-Pers.- Haushalt","Westdeutschland","2.69","1.5","1053","1","2","3","4","7","2.61","2.77","1","10","2","2"
"1997","Alleinerziehende","Ostdeutschland","3.23","2.5","286","2","3","3","5","10","3.07","3.39","1","10","3","3"
"1997","Alleinerziehende","Westdeutschland","3.88","2.5","681","2","3","5","6","8","3.55","4.21","1","80","3","3"
"1997","Paar mit Kind(ern)","Ostdeutschland","3.91","3.5","2680","3","3","5","6","8","3.86","3.96","1","9","4","4"
"1997","Paar mit Kind(ern)","Westdeutschland","4.57","3.5","7126","3","3","6","7","9","4.53","4.61","1","60","4","4"
"1997","Sonstige","Ostdeutschland","3.66","2.5","272","3","3","4","6","7","3.5","3.82","1","7","3","4"
"1997","Sonstige","Westdeutschland","4.68","4.5","802","3","3","6","7","10","4.56","4.8","1","10","4","5"
"1998","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","3.24","2.5","1196","2","2","4","5","7","3.17","3.31","1","10","3","3"
"1998","(Ehe-)Paar ohne Kind(er)","Westdeutschland","3.76","2.5","3162","2","3","4","6","8","3.71","3.81","1","13","3","3"
"1998","1-Pers.- Haushalt","Ostdeutschland","2.35","1.5","403","1","2","3","3","6","2.25","2.45","1","8","2","2"
"1998","1-Pers.- Haushalt","Westdeutschland","2.66","1.5","1303","1","2","3","4","6","2.6","2.72","1","8","2","2"
"1998","Alleinerziehende","Ostdeutschland","3.24","2.5","302","2","3","4","4","6","3.14","3.34","1","6","3","3"
"1998","Alleinerziehende","Westdeutschland","3.76","2.5","803","2","3","4","6","10","3.66","3.86","1","12","3","3"
"1998","Paar mit Kind(ern)","Ostdeutschland","4.15","3.5","2766","3","3","5","6","10","4.1","4.2","1","13","4","4"
"1998","Paar mit Kind(ern)","Westdeutschland","4.68","3.5","7816","3","3","6","7","9","4.64","4.72","1","14","4","4"
"1998","Sonstige","Ostdeutschland","4.12","3.5","267","3","3","5","6","9","3.91","4.33","2","11","4","5"
"1998","Sonstige","Westdeutschland","4.96","4.5","738","3","3","6","7","12","4.79","5.13","1","18","4","5"
"1999","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","3.26","2.5","1206","2","3","4","5","7","3.19","3.33","1","10","3","3"
"1999","(Ehe-)Paar ohne Kind(er)","Westdeutschland","3.77","2.5","3106","2","3","4","6","8","3.72","3.82","1","11","3","3"
"1999","1-Pers.- Haushalt","Ostdeutschland","2.41","1.5","417","1","2","3","4","6","2.31","2.51","1","8","2","2"
"1999","1-Pers.- Haushalt","Westdeutschland","2.66","1.5","1221","1","2","3","4","6","2.59","2.73","1","12","2","2"
"1999","Alleinerziehende","Ostdeutschland","3.22","2.5","339","2","3","4","4","6","3.12","3.32","1","7","3","3"
"1999","Alleinerziehende","Westdeutschland","3.84","2.5","776","2","3","4","6","10","3.73","3.95","2","12","3","4"
"1999","Paar mit Kind(ern)","Ostdeutschland","4.25","3.5","2655","3","3","5","6","13","4.2","4.3","1","14","4","4"
"1999","Paar mit Kind(ern)","Westdeutschland","4.77","3.5","7602","3","3","6","7","9","4.73","4.81","1","14","4","4"
"1999","Sonstige","Ostdeutschland","4.12","3.5","154","2","3","5","6","11","3.78","4.46","1","11","4","5"
"1999","Sonstige","Westdeutschland","4.84","4.5","512","3","3","6","7","18","4.63","5.05","1","18","4","5"
"2000","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","3.33","2.5","1930","2","3","4","5","7","3.28","3.38","1","10","3","3"
"2000","(Ehe-)Paar ohne Kind(er)","Westdeutschland","3.9","3.5","6006","2","3","5","6","8","3.86","3.94","1","11","4","4"
"2000","1-Pers.- Haushalt","Ostdeutschland","2.4","1.5","763","1","2","3","4","6","2.32","2.48","1","10","2","2"
"2000","1-Pers.- Haushalt","Westdeutschland","2.76","1.5","2497","2","2","3","4","7","2.71","2.81","1","15","2","3"
"2000","Alleinerziehende","Ostdeutschland","3.3","2.5","528","2","3","4","4","6","3.22","3.38","1","6","3","3"
"2000","Alleinerziehende","Westdeutschland","3.89","2.5","1383","2","3","4","6","10","3.8","3.98","1","12","3","4"
"2000","Paar mit Kind(ern)","Ostdeutschland","4.36","3.5","3903","3","3","5","6","10","4.31","4.41","1","14","4","4"
"2000","Paar mit Kind(ern)","Westdeutschland","4.76","3.5","13599","3","3","6","7","10","4.73","4.79","1","15","4","4"
"2000","Sonstige","Ostdeutschland","4.08","2.5","233","2","3","5","7","9","3.79","4.37","1","11","3","5"
"2000","Sonstige","Westdeutschland","4.96","4.5","965","3","3","6","8","14","4.81","5.11","1","18","5","5"
"2001","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","3.34","2.5","1850","2","3","4","5","7","3.28","3.4","1","11","3","3"
"2001","(Ehe-)Paar ohne Kind(er)","Westdeutschland","3.91","3.5","5328","2","3","5","6","8","3.87","3.95","1","11","4","4"
"2001","1-Pers.- Haushalt","Ostdeutschland","2.44","1.5","706","1","2","3","4","6","2.36","2.52","1","10","2","2"
"2001","1-Pers.- Haushalt","Westdeutschland","2.8","2.5","2220","2","2","3","4","7","2.74","2.86","1","15","2","3"
"2001","Alleinerziehende","Ostdeutschland","3.41","2.5","484","2","3","4","5","7","3.32","3.5","1","7","3","3"
"2001","Alleinerziehende","Westdeutschland","3.9","2.5","1277","2","3","4","6","10","3.81","3.99","1","12","3","4"
"2001","Paar mit Kind(ern)","Ostdeutschland","4.37","3.5","3516","3","3","5","6","10","4.32","4.42","1","14","4","4"
"2001","Paar mit Kind(ern)","Westdeutschland","4.84","4.5","12282","3","4","6","7","10","4.81","4.87","1","15","4","5"
"2001","Sonstige","Ostdeutschland","4.35","3.5","182","2","3","5","7","9","4.07","4.63","2","9","4","5"
"2001","Sonstige","Westdeutschland","5.25","4.5","883","3","4","6","8","14","5.08","5.42","1","18","5","5"
"2002","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","3.33","2.5","1866","2","3","4","5","7","3.28","3.38","1","11","3","3"
"2002","(Ehe-)Paar ohne Kind(er)","Westdeutschland","3.98","3.5","5938","2","3","5","6","9","3.94","4.02","1","19","4","4"
"2002","1-Pers.- Haushalt","Ostdeutschland","2.42","1.5","716","1","2","3","3","6","2.34","2.5","1","7","2","2"
"2002","1-Pers.- Haushalt","Westdeutschland","2.78","2.5","2222","2","2","3","4","7","2.72","2.84","1","11","2","3"
"2002","Alleinerziehende","Ostdeutschland","3.45","2.5","458","2","3","4","5","7","3.36","3.54","2","8","3","3"
"2002","Alleinerziehende","Westdeutschland","3.81","3.5","1312","2","3","4","6","8","3.72","3.9","1","16","4","4"
"2002","Paar mit Kind(ern)","Ostdeutschland","4.27","3.5","3479","3","3","5","6","9","4.22","4.32","2","11","4","4"
"2002","Paar mit Kind(ern)","Westdeutschland","4.8","4.5","13107","3","4","6","7","10","4.77","4.83","1","15","5","5"
"2002","Sonstige","Ostdeutschland","4.26","3.5","185","2","3","5","6","8","4.01","4.51","2","8","4","5"
"2002","Sonstige","Westdeutschland","4.9","4.5","833","3","3","6","7","10","4.75","5.05","1","16","5","5"
"2003","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","3.29","2.5","1928","2","3","4","5","7","3.24","3.34","1","11","3","3"
"2003","(Ehe-)Paar ohne Kind(er)","Westdeutschland","3.91","3.5","5708","2","3","5","6","8","3.87","3.95","1","12","4","4"
"2003","1-Pers.- Haushalt","Ostdeutschland","2.42","1.5","706","1","2","3","4","6","2.34","2.5","1","8","2","2"
"2003","1-Pers.- Haushalt","Westdeutschland","2.8","2.5","2213","2","2","3","4","7","2.74","2.86","1","12","3","3"
"2003","Alleinerziehende","Ostdeutschland","3.56","2.5","428","3","3","4","5","7","3.47","3.65","2","8","3","4"
"2003","Alleinerziehende","Westdeutschland","3.81","2.5","1314","2","3","4","6","8","3.73","3.89","1","13","3","4"
"2003","Paar mit Kind(ern)","Ostdeutschland","4.37","3.5","3300","3","3","5","6","10","4.32","4.42","1","13","4","4"
"2003","Paar mit Kind(ern)","Westdeutschland","4.85","4.5","12326","3","4","6","7","10","4.82","4.88","1","14","5","5"
"2003","Sonstige","Ostdeutschland","3.91","3.5","185","2","3","5","6","7","3.69","4.13","2","8","4","5"
"2003","Sonstige","Westdeutschland","4.74","3.5","684","2","3","6","8","10","4.56","4.92","1","16","5","5"
"2004","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","3.29","2.5","1898","2","3","4","5","7","3.24","3.34","1","8","3","3"
"2004","(Ehe-)Paar ohne Kind(er)","Westdeutschland","3.95","3.5","5740","2","3","5","6","9","3.91","3.99","1","18","4","4"
"2004","1-Pers.- Haushalt","Ostdeutschland","2.42","1.5","698","1","2","3","4","6","2.34","2.5","1","7","2","2"
"2004","1-Pers.- Haushalt","Westdeutschland","2.82","2.5","2163","2","2","3","5","7","2.76","2.88","1","12","3","3"
"2004","Alleinerziehende","Ostdeutschland","3.59","2.5","441","3","3","4","5","7","3.49","3.69","1","8","3","4"
"2004","Alleinerziehende","Westdeutschland","3.76","2.5","1245","2","3","4","6","8","3.67","3.85","1","13","3","4"
"2004","Paar mit Kind(ern)","Ostdeutschland","4.31","3.5","3154","3","3","5","6","10","4.26","4.36","2","14","4","4"
"2004","Paar mit Kind(ern)","Westdeutschland","4.85","4.5","11793","3","4","6","7","10","4.82","4.88","1","15","5","5"
"2004","Sonstige","Ostdeutschland","3.87","3.5","187","2","3","5","6","6","3.66","4.08","2","7","4","5"
"2004","Sonstige","Westdeutschland","4.82","3.5","612","3","3","6","8","13","4.62","5.02","1","16","5","5"
"2005","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","3.33","2.5","1828","2","3","4","5","7","3.27","3.39","1","15","3","3"
"2005","(Ehe-)Paar ohne Kind(er)","Westdeutschland","3.93","3.5","5556","2","3","5","6","9","3.89","3.97","1","25","4","4"
"2005","1-Pers.- Haushalt","Ostdeutschland","2.47","1.5","715","1","2","3","4","6","2.39","2.55","1","10","2","2"
"2005","1-Pers.- Haushalt","Westdeutschland","2.86","2.5","2198","2","2","3","5","7","2.8","2.92","1","11","3","3"
"2005","Alleinerziehende","Ostdeutschland","3.48","2.5","454","3","3","4","5","6","3.39","3.57","1","6","3","4"
"2005","Alleinerziehende","Westdeutschland","3.78","2.5","1282","2","3","4","6","8","3.7","3.86","1","9","3","4"
"2005","Paar mit Kind(ern)","Ostdeutschland","4.35","3.5","2985","3","3","5","6","10","4.29","4.41","2","20","4","4"
"2005","Paar mit Kind(ern)","Westdeutschland","4.87","4.5","10939","3","4","6","7","10","4.84","4.9","2","14","5","5"
"2005","Sonstige","Ostdeutschland","4.08","3.5","169","2","3","5","6","7","3.84","4.32","2","8","4","5"
"2005","Sonstige","Westdeutschland","4.86","4.5","580","3","3","6","7","10","4.68","5.04","1","14","5","5"
"2006","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","3.35","2.5","2052","2","3","4","5","7","3.29","3.41","1","15","3","3"
"2006","(Ehe-)Paar ohne Kind(er)","Westdeutschland","3.94","3.5","6264","2","3","5","6","9","3.9","3.98","1","22","4","4"
"2006","1-Pers.- Haushalt","Ostdeutschland","2.46","1.5","817","1","2","3","4","6","2.38","2.54","1","8","2","2"
"2006","1-Pers.- Haushalt","Westdeutschland","2.89","2.5","2483","2","2","3","5","7","2.83","2.95","1","12","3","3"
"2006","Alleinerziehende","Ostdeutschland","3.48","2.5","466","3","3","4","5","9","3.37","3.59","2","12","3","3"
"2006","Alleinerziehende","Westdeutschland","3.75","2.5","1458","2","3","4","5","8","3.67","3.83","1","12","3","4"
"2006","Paar mit Kind(ern)","Ostdeutschland","4.27","3.5","3048","3","3","5","6","8","4.22","4.32","1","14","4","4"
"2006","Paar mit Kind(ern)","Westdeutschland","4.86","4.5","11340","3","4","6","7","10","4.83","4.89","1","20","5","5"
"2006","Sonstige","Ostdeutschland","4.94","4.5","157","3","3","6","8","8","4.65","5.23","2","8","5","6"
"2006","Sonstige","Westdeutschland","5","4.5","583","3","3","6","7","13","4.8","5.2","1","17","5","5"
"2007","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","3.4","2.5","1980","2","3","4","5","7","3.34","3.46","1","9","3","3"
"2007","(Ehe-)Paar ohne Kind(er)","Westdeutschland","4.01","3.5","5772","2","3","5","6","9","3.97","4.05","1","22","4","4"
