year,age_gr,bula_h,pld0045,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,30-45 y.,Hamburg,Never,0.44632,37,37,0.28393,0.60871
2003,30-45 y.,Lower Saxony,Very often,0.08080,55,627,0.05945,0.10214
2003,30-45 y.,Lower Saxony,Often,0.10138,73,627,0.07773,0.12502
2003,30-45 y.,Lower Saxony,Sometimes,0.14003,93,627,0.11285,0.16722
2003,30-45 y.,Lower Saxony,Seldom,0.22806,137,627,0.19519,0.26093
2003,30-45 y.,Lower Saxony,Never,0.44600,269,627,0.40706,0.48494
2003,30-45 y.,Bremen,Never,0.56380,32,32,0.38923,0.73838
2003,30-45 y.,North Rhine-Westphalia,Very often,0.04720,64,1483,0.03640,0.05800
2003,30-45 y.,North Rhine-Westphalia,Often,0.07393,106,1483,0.06061,0.08725
2003,30-45 y.,North Rhine-Westphalia,Sometimes,0.12203,171,1483,0.10536,0.13869
2003,30-45 y.,North Rhine-Westphalia,Seldom,0.19636,286,1483,0.17613,0.21658
2003,30-45 y.,North Rhine-Westphalia,Never,0.55516,856,1483,0.52986,0.58046
2003,30-45 y.,Hesse,Often,0.09566,50,471,0.06907,0.12225
2003,30-45 y.,Hesse,Sometimes,0.11465,59,471,0.08585,0.14346
2003,30-45 y.,Hesse,Seldom,0.20448,99,471,0.16802,0.24095
2003,30-45 y.,Hesse,Never,0.53354,263,471,0.48844,0.57864
2003,30-45 y.,"Rhineland-Palatinate, Saarland",Very often,0.09034,38,438,0.06346,0.11721
2003,30-45 y.,"Rhineland-Palatinate, Saarland",Often,0.12567,53,438,0.09459,0.15675
2003,30-45 y.,"Rhineland-Palatinate, Saarland",Sometimes,0.09514,40,438,0.06763,0.12265
2003,30-45 y.,"Rhineland-Palatinate, Saarland",Seldom,0.16994,78,438,0.13473,0.20515
2003,30-45 y.,"Rhineland-Palatinate, Saarland",Never,0.49101,229,438,0.44414,0.53789
2003,30-45 y.,Baden-Wuerttemberg,Very often,0.06667,56,925,0.05059,0.08276
2003,30-45 y.,Baden-Wuerttemberg,Often,0.11196,93,925,0.09163,0.13230
2003,30-45 y.,Baden-Wuerttemberg,Sometimes,0.11079,106,925,0.09055,0.13103
2003,30-45 y.,Baden-Wuerttemberg,Seldom,0.18114,179,925,0.15631,0.20598
2003,30-45 y.,Baden-Wuerttemberg,Never,0.52435,491,925,0.49215,0.55655
2003,30-45 y.,Bavaria,Very often,0.07617,84,1017,0.05986,0.09248
2003,30-45 y.,Bavaria,Often,0.12171,129,1017,0.10161,0.14182
2003,30-45 y.,Bavaria,Sometimes,0.10990,112,1017,0.09067,0.12913
2003,30-45 y.,Bavaria,Seldom,0.21253,217,1017,0.18737,0.23768
2003,30-45 y.,Bavaria,Never,0.47802,475,1017,0.44730,0.50874
2003,30-45 y.,Berlin,Seldom,0.14744,39,195,0.09755,0.19733
2003,30-45 y.,Berlin,Never,0.68913,156,195,0.62399,0.75426
2003,30-45 y.,Brandenburg,Sometimes,0.13931,31,201,0.09132,0.18730
2003,30-45 y.,Brandenburg,Seldom,0.18330,49,201,0.12968,0.23692
2003,30-45 y.,Brandenburg,Never,0.53255,121,201,0.46340,0.60170
2003,30-45 y.,Mecklenburg-Western Pomerania,Never,0.65003,96,96,0.55412,0.74595
2003,30-45 y.,Saxony,Often,0.10096,48,461,0.07343,0.12849
2003,30-45 y.,Saxony,Sometimes,0.11437,62,461,0.08528,0.14345
2003,30-45 y.,Saxony,Seldom,0.15899,75,461,0.12557,0.19240
2003,30-45 y.,Saxony,Never,0.59325,276,461,0.54836,0.63814
2003,30-45 y.,Saxony-Anhalt,Sometimes,0.16980,38,202,0.11789,0.22170
2003,30-45 y.,Saxony-Anhalt,Seldom,0.17608,50,202,0.12343,0.22874
2003,30-45 y.,Saxony-Anhalt,Never,0.49712,114,202,0.42799,0.56624
2003,30-45 y.,Thuringa,Sometimes,0.12542,32,238,0.08326,0.16759
2003,30-45 y.,Thuringa,Seldom,0.22747,62,238,0.17410,0.28084
2003,30-45 y.,Thuringa,Never,0.55637,144,238,0.49312,0.61962
2003,46-65 y.,Schleswig-Holstein,Seldom,0.21355,45,215,0.15864,0.26845
2003,46-65 y.,Schleswig-Holstein,Never,0.57869,170,215,0.51253,0.64485
2003,46-65 y.,Hamburg,Never,0.68489,72,72,0.57683,0.79295
2003,46-65 y.,Lower Saxony,Often,0.08908,62,582,0.06592,0.11225
2003,46-65 y.,Lower Saxony,Sometimes,0.10918,74,582,0.08382,0.13454
2003,46-65 y.,Lower Saxony,Seldom,0.19641,121,582,0.16410,0.22871
2003,46-65 y.,Lower Saxony,Never,0.57936,325,582,0.53922,0.61950
2003,46-65 y.,Bremen,Never,0.73938,44,44,0.60817,0.87059
2003,46-65 y.,North Rhine-Westphalia,Very often,0.03197,54,1615,0.02338,0.04055
2003,46-65 y.,North Rhine-Westphalia,Often,0.05953,111,1615,0.04799,0.07108
2003,46-65 y.,North Rhine-Westphalia,Sometimes,0.09502,156,1615,0.08071,0.10932
2003,46-65 y.,North Rhine-Westphalia,Seldom,0.14135,251,1615,0.12435,0.15835
2003,46-65 y.,North Rhine-Westphalia,Never,0.66672,1043,1615,0.64372,0.68971
2003,46-65 y.,Hesse,Very often,0.07695,36,518,0.05398,0.09992
2003,46-65 y.,Hesse,Often,0.06722,43,518,0.04564,0.08881
2003,46-65 y.,Hesse,Sometimes,0.06722,48,518,0.04564,0.08880
2003,46-65 y.,Hesse,Seldom,0.13858,80,518,0.10880,0.16836
2003,46-65 y.,Hesse,Never,0.64474,311,518,0.60348,0.68599
2003,46-65 y.,"Rhineland-Palatinate, Saarland",Often,0.08096,35,372,0.05321,0.10872
2003,46-65 y.,"Rhineland-Palatinate, Saarland",Seldom,0.17196,64,372,0.13356,0.21036
2003,46-65 y.,"Rhineland-Palatinate, Saarland",Never,0.66212,273,372,0.61399,0.71025
2003,46-65 y.,Baden-Wuerttemberg,Very often,0.03053,32,859,0.01902,0.04204
2003,46-65 y.,Baden-Wuerttemberg,Often,0.07034,72,859,0.05323,0.08746
2003,46-65 y.,Baden-Wuerttemberg,Sometimes,0.12366,92,859,0.10164,0.14569
2003,46-65 y.,Baden-Wuerttemberg,Seldom,0.15504,144,859,0.13083,0.17926
2003,46-65 y.,Baden-Wuerttemberg,Never,0.61358,519,859,0.58100,0.64616
2003,46-65 y.,Bavaria,Very often,0.06452,64,1029,0.04950,0.07954
2003,46-65 y.,Bavaria,Often,0.08340,99,1029,0.06650,0.10030
2003,46-65 y.,Bavaria,Sometimes,0.10930,133,1029,0.09023,0.12837
2003,46-65 y.,Bavaria,Seldom,0.19319,202,1029,0.16906,0.21733
2003,46-65 y.,Bavaria,Never,0.54484,531,1029,0.51440,0.57528
2003,46-65 y.,Berlin,Seldom,0.15958,59,251,0.11418,0.20497
2003,46-65 y.,Berlin,Never,0.67895,192,251,0.62107,0.73682
2003,46-65 y.,Brandenburg,Sometimes,0.09695,33,315,0.06423,0.12968
2003,46-65 y.,Brandenburg,Seldom,0.18931,76,315,0.14598,0.23264
2003,46-65 y.,Brandenburg,Never,0.62797,206,315,0.57451,0.68143
2003,46-65 y.,Mecklenburg-Western Pomerania,Seldom,0.17966,33,147,0.11739,0.24193
2003,46-65 y.,Mecklenburg-Western Pomerania,Never,0.62514,114,147,0.54662,0.70367
2003,46-65 y.,Saxony,Often,0.05854,32,531,0.03855,0.07853
2003,46-65 y.,Saxony,Sometimes,0.09647,54,531,0.07133,0.12160
2003,46-65 y.,Saxony,Seldom,0.16843,97,531,0.13656,0.20029
2003,46-65 y.,Saxony,Never,0.63476,348,531,0.59376,0.67575
2003,46-65 y.,Saxony-Anhalt,Often,0.09565,35,345,0.06457,0.12673
2003,46-65 y.,Saxony-Anhalt,Sometimes,0.07006,37,345,0.04308,0.09703
2003,46-65 y.,Saxony-Anhalt,Seldom,0.14504,71,345,0.10783,0.18225
2003,46-65 y.,Saxony-Anhalt,Never,0.66900,202,345,0.61927,0.71873
2003,46-65 y.,Thuringa,Sometimes,0.12042,34,302,0.08365,0.15719
2003,46-65 y.,Thuringa,Seldom,0.17413,59,302,0.13129,0.21697
2003,46-65 y.,Thuringa,Never,0.64706,209,302,0.59307,0.70105
2003,66 and older,Schleswig-Holstein,Never,0.78052,99,99,0.69857,0.86247
2003,66 and older,Lower Saxony,Sometimes,0.11452,42,308,0.07890,0.15015
2003,66 and older,Lower Saxony,Seldom,0.12832,45,308,0.09091,0.16573
2003,66 and older,Lower Saxony,Never,0.66505,221,308,0.61226,0.71785
2003,66 and older,North Rhine-Westphalia,Often,0.03901,34,722,0.02488,0.05315
2003,66 and older,North Rhine-Westphalia,Seldom,0.09631,69,722,0.07478,0.11785
2003,66 and older,North Rhine-Westphalia,Never,0.79492,619,722,0.76545,0.82439
2003,66 and older,Hesse,Never,0.69159,159,159,0.61958,0.76361
2003,66 and older,"Rhineland-Palatinate, Saarland",Never,0.72330,185,185,0.65865,0.78794
2003,66 and older,Baden-Wuerttemberg,Seldom,0.10040,43,313,0.06706,0.13375
2003,66 and older,Baden-Wuerttemberg,Never,0.73462,270,313,0.68563,0.78362
2003,66 and older,Bavaria,Very often,0.06520,31,506,0.04367,0.08673
2003,66 and older,Bavaria,Often,0.07160,44,506,0.04911,0.09408
2003,66 and older,Bavaria,Sometimes,0.08981,44,506,0.06488,0.11475
2003,66 and older,Bavaria,Seldom,0.14700,74,506,0.11612,0.17788
2003,66 and older,Bavaria,Never,0.62466,313,506,0.58243,0.66689
2003,66 and older,Berlin,Never,0.69954,84,84,0.60091,0.79817
2003,66 and older,Brandenburg,Seldom,0.20365,35,150,0.13899,0.26831
2003,66 and older,Brandenburg,Never,0.62888,115,150,0.55131,0.70645
2003,66 and older,Mecklenburg-Western Pomerania,Never,0.82065,63,63,0.72515,0.91614
2003,66 and older,Saxony,Seldom,0.15043,38,243,0.10539,0.19547
2003,66 and older,Saxony,Never,0.73002,205,243,0.67409,0.78596
2003,66 and older,Saxony-Anhalt,Never,0.60527,93,93,0.50539,0.70515
2003,66 and older,Thuringa,Never,0.71068,107,107,0.62436,0.79701
2008,17-29 y.,Schleswig-Holstein,Never,0.38419,44,44,0.23880,0.52957
2008,17-29 y.,Hamburg,Never,0.59627,33,33,0.42627,0.76627
2008,17-29 y.,Lower Saxony,Often,0.10532,33,246,0.06689,0.14376
2008,17-29 y.,Lower Saxony,Sometimes,0.11133,37,246,0.07194,0.15071
2008,17-29 y.,Lower Saxony,Seldom,0.12616,41,246,0.08458,0.16774
2008,17-29 y.,Lower Saxony,Never,0.48448,135,246,0.42190,0.54706
2008,17-29 y.,North Rhine-Westphalia,Often,0.09112,46,571,0.06749,0.11474
2008,17-29 y.,North Rhine-Westphalia,Sometimes,0.05087,35,571,0.03283,0.06890
2008,17-29 y.,North Rhine-Westphalia,Seldom,0.14990,109,571,0.12060,0.17921
2008,17-29 y.,North Rhine-Westphalia,Never,0.58170,381,571,0.54121,0.62220
2008,17-29 y.,Hesse,Seldom,0.16531,35,141,0.10378,0.22684
2008,17-29 y.,Hesse,Never,0.50308,106,141,0.42026,0.58591
2008,17-29 y.,"Rhineland-Palatinate, Saarland",Never,0.50278,92,92,0.40005,0.60551
2008,17-29 y.,Baden-Wuerttemberg,Very often,0.08808,31,444,0.06169,0.11447
2008,17-29 y.,Baden-Wuerttemberg,Often,0.09140,45,444,0.06457,0.11824
2008,17-29 y.,Baden-Wuerttemberg,Sometimes,0.10592,43,444,0.07726,0.13458
2008,17-29 y.,Baden-Wuerttemberg,Seldom,0.18388,89,444,0.14781,0.21996
2008,17-29 y.,Baden-Wuerttemberg,Never,0.44948,236,444,0.40316,0.49580
2008,17-29 y.,Bavaria,Very often,0.06661,32,424,0.04284,0.09037
2008,17-29 y.,Bavaria,Often,0.11502,54,424,0.08462,0.14543
2008,17-29 y.,Bavaria,Sometimes,0.08836,44,424,0.06132,0.11541
2008,17-29 y.,Bavaria,Seldom,0.20295,80,424,0.16463,0.24128
2008,17-29 y.,Bavaria,Never,0.44916,214,424,0.40175,0.49656
2008,17-29 y.,Berlin,Never,0.59675,82,82,0.48992,0.70358
2008,17-29 y.,Brandenburg,Never,0.49037,61,61,0.36388,0.61687
2008,17-29 y.,Mecklenburg-Western Pomerania,Never,0.79001,56,56,0.68236,0.89765
2008,17-29 y.,Saxony,Seldom,0.19352,53,181,0.13581,0.25124
2008,17-29 y.,Saxony,Never,0.53817,128,181,0.46534,0.61100
2008,17-29 y.,Saxony-Anhalt,Never,0.49127,91,91,0.38798,0.59455
2008,17-29 y.,Thuringa,Seldom,0.18450,32,111,0.11201,0.25698
2008,17-29 y.,Thuringa,Never,0.47796,79,111,0.38461,0.57131
2008,30-45 y.,Schleswig-Holstein,Never,0.54978,70,70,0.43238,0.66717
2008,30-45 y.,Lower Saxony,Very often,0.07229,33,486,0.04924,0.09533
2008,30-45 y.,Lower Saxony,Often,0.09756,50,486,0.07115,0.12396
2008,30-45 y.,Lower Saxony,Sometimes,0.14160,67,486,0.11058,0.17263
2008,30-45 y.,Lower Saxony,Seldom,0.20058,103,486,0.16494,0.23622
2008,30-45 y.,Lower Saxony,Never,0.48740,233,486,0.44292,0.53189
2008,30-45 y.,North Rhine-Westphalia,Very often,0.03644,43,1100,0.02536,0.04752
2008,30-45 y.,North Rhine-Westphalia,Often,0.09143,99,1100,0.07439,0.10847
2008,30-45 y.,North Rhine-Westphalia,Sometimes,0.11764,124,1100,0.09859,0.13669
2008,30-45 y.,North Rhine-Westphalia,Seldom,0.14150,143,1100,0.12089,0.16210
2008,30-45 y.,North Rhine-Westphalia,Never,0.61141,691,1100,0.58259,0.64023
2008,30-45 y.,Hesse,Very often,0.06143,34,381,0.03729,0.08557
2008,30-45 y.,Hesse,Often,0.08998,36,381,0.06121,0.11876
2008,30-45 y.,Hesse,Sometimes,0.12724,49,381,0.09373,0.16075
2008,30-45 y.,Hesse,Seldom,0.16597,59,381,0.12856,0.20338
2008,30-45 y.,Hesse,Never,0.55122,203,381,0.50121,0.60122
2008,30-45 y.,"Rhineland-Palatinate, Saarland",Seldom,0.15832,39,198,0.10734,0.20929
2008,30-45 y.,"Rhineland-Palatinate, Saarland",Never,0.60446,159,198,0.53617,0.67274
2008,30-45 y.,Baden-Wuerttemberg,Very often,0.08604,47,662,0.06466,0.10742
2008,30-45 y.,Baden-Wuerttemberg,Often,0.10785,65,662,0.08420,0.13149
2008,30-45 y.,Baden-Wuerttemberg,Sometimes,0.12269,79,662,0.09768,0.14770
2008,30-45 y.,Baden-Wuerttemberg,Seldom,0.21635,151,662,0.18496,0.24774
2008,30-45 y.,Baden-Wuerttemberg,Never,0.46292,320,662,0.42491,0.50093
2008,30-45 y.,Bavaria,Very often,0.08543,74,791,0.06594,0.10492
2008,30-45 y.,Bavaria,Often,0.13754,114,791,0.11353,0.16156
2008,30-45 y.,Bavaria,Sometimes,0.16146,122,791,0.13580,0.18712
2008,30-45 y.,Bavaria,Seldom,0.19410,176,791,0.16652,0.22168
2008,30-45 y.,Bavaria,Never,0.41813,305,791,0.38373,0.45252
2008,30-45 y.,Berlin,Seldom,0.23896,38,127,0.16450,0.31343
2008,30-45 y.,Berlin,Never,0.59411,89,127,0.50837,0.67986
2008,30-45 y.,Brandenburg,Seldom,0.16313,40,149,0.10361,0.22266
2008,30-45 y.,Brandenburg,Never,0.61705,109,149,0.53873,0.69536
2008,30-45 y.,Mecklenburg-Western Pomerania,Never,0.69245,74,74,0.58659,0.79832
2008,30-45 y.,Saxony,Sometimes,0.13172,43,313,0.09419,0.16925
2008,30-45 y.,Saxony,Seldom,0.21439,85,313,0.16885,0.25993
2008,30-45 y.,Saxony,Never,0.53574,185,313,0.48040,0.59108
2008,30-45 y.,Saxony-Anhalt,Seldom,0.26110,46,140,0.18808,0.33412
2008,30-45 y.,Saxony-Anhalt,Never,0.46549,94,140,0.38257,0.54842
2008,30-45 y.,Thuringa,Seldom,0.17375,42,149,0.11271,0.23480
2008,30-45 y.,Thuringa,Never,0.51997,107,149,0.43948,0.60046
2008,46-65 y.,Schleswig-Holstein,Seldom,0.22162,36,144,0.15354,0.28969
2008,46-65 y.,Schleswig-Holstein,Never,0.47415,108,144,0.39231,0.55599
2008,46-65 y.,Hamburg,Never,0.54283,57,57,0.41235,0.67331
2008,46-65 y.,Lower Saxony,Very often,0.04128,32,557,0.02475,0.05782
2008,46-65 y.,Lower Saxony,Often,0.10345,59,557,0.07814,0.12877
2008,46-65 y.,Lower Saxony,Sometimes,0.12449,87,557,0.09705,0.15194
2008,46-65 y.,Lower Saxony,Seldom,0.19672,112,557,0.16368,0.22977
2008,46-65 y.,Lower Saxony,Never,0.52751,267,557,0.48601,0.56900
2008,46-65 y.,Bremen,Never,0.72328,33,33,0.56828,0.87829
2008,46-65 y.,North Rhine-Westphalia,Very often,0.03764,53,1322,0.02738,0.04791
2008,46-65 y.,North Rhine-Westphalia,Often,0.08541,111,1322,0.07033,0.10048
2008,46-65 y.,North Rhine-Westphalia,Sometimes,0.08750,116,1322,0.07226,0.10274
2008,46-65 y.,North Rhine-Westphalia,Seldom,0.15729,207,1322,0.13765,0.17692
2008,46-65 y.,North Rhine-Westphalia,Never,0.62186,835,1322,0.59571,0.64801
2008,46-65 y.,Hesse,Often,0.12660,60,448,0.09577,0.15742
2008,46-65 y.,Hesse,Sometimes,0.08548,53,448,0.05956,0.11140
2008,46-65 y.,Hesse,Seldom,0.14672,70,448,0.11392,0.17952
2008,46-65 y.,Hesse,Never,0.58096,265,448,0.53522,0.62670
2008,46-65 y.,"Rhineland-Palatinate, Saarland",Often,0.09293,39,397,0.06433,0.12152
2008,46-65 y.,"Rhineland-Palatinate, Saarland",Sometimes,0.06686,35,397,0.04225,0.09146
2008,46-65 y.,"Rhineland-Palatinate, Saarland",Seldom,0.18135,72,397,0.14340,0.21930
2008,46-65 y.,"Rhineland-Palatinate, Saarland",Never,0.61844,251,397,0.57060,0.66629
2008,46-65 y.,Baden-Wuerttemberg,Very often,0.04518,43,762,0.03042,0.05994
2008,46-65 y.,Baden-Wuerttemberg,Often,0.10654,86,762,0.08462,0.12846
2008,46-65 y.,Baden-Wuerttemberg,Sometimes,0.12306,86,762,0.09972,0.14640
2008,46-65 y.,Baden-Wuerttemberg,Seldom,0.19410,158,762,0.16600,0.22220
2008,46-65 y.,Baden-Wuerttemberg,Never,0.52820,389,762,0.49274,0.56367
2008,46-65 y.,Bavaria,Very often,0.09154,82,955,0.07324,0.10984
2008,46-65 y.,Bavaria,Often,0.09559,110,955,0.07694,0.11425
2008,46-65 y.,Bavaria,Sometimes,0.12556,129,955,0.10453,0.14658
2008,46-65 y.,Bavaria,Seldom,0.19991,198,955,0.17453,0.22529
2008,46-65 y.,Bavaria,Never,0.48543,436,955,0.45372,0.51715
2008,46-65 y.,Berlin,Seldom,0.20714,51,233,0.15499,0.25929
2008,46-65 y.,Berlin,Never,0.63248,182,233,0.57044,0.69452
2008,46-65 y.,Brandenburg,Sometimes,0.15134,38,238,0.10571,0.19696
2008,46-65 y.,Brandenburg,Seldom,0.20488,57,238,0.15349,0.25626
2008,46-65 y.,Brandenburg,Never,0.50851,143,238,0.44486,0.57216
2008,46-65 y.,Mecklenburg-Western Pomerania,Never,0.66857,114,114,0.58177,0.75536
2008,46-65 y.,Saxony,Often,0.05802,39,491,0.03732,0.07872
2008,46-65 y.,Saxony,Sometimes,0.08055,44,491,0.05645,0.10465
2008,46-65 y.,Saxony,Seldom,0.24270,109,491,0.20474,0.28066
2008,46-65 y.,Saxony,Never,0.58500,299,491,0.54137,0.62863
2008,46-65 y.,Saxony-Anhalt,Sometimes,0.09495,33,255,0.05890,0.13100
2008,46-65 y.,Saxony-Anhalt,Seldom,0.16778,50,255,0.12183,0.21374
2008,46-65 y.,Saxony-Anhalt,Never,0.61478,172,255,0.55493,0.67463
2008,46-65 y.,Thuringa,Seldom,0.15007,51,228,0.10361,0.19653
2008,46-65 y.,Thuringa,Never,0.63043,177,228,0.56764,0.69323
2008,66 and older,Schleswig-Holstein,Never,0.67419,98,98,0.58092,0.76746
2008,66 and older,Hamburg,Never,0.80533,55,55,0.69972,0.91093
2008,66 and older,Lower Saxony,Sometimes,0.11342,51,375,0.08128,0.14556
2008,66 and older,Lower Saxony,Seldom,0.18042,68,375,0.14144,0.21939
2008,66 and older,Lower Saxony,Never,0.57721,256,375,0.52714,0.62728
2008,66 and older,North Rhine-Westphalia,Often,0.04827,46,874,0.03405,0.06248
2008,66 and older,North Rhine-Westphalia,Sometimes,0.04874,46,874,0.03446,0.06303
2008,66 and older,North Rhine-Westphalia,Seldom,0.11170,83,874,0.09080,0.13259
2008,66 and older,North Rhine-Westphalia,Never,0.76729,699,874,0.73926,0.79532
2008,66 and older,Hesse,Seldom,0.13317,31,204,0.08643,0.17991
2008,66 and older,Hesse,Never,0.68890,173,204,0.62522,0.75259
2008,66 and older,"Rhineland-Palatinate, Saarland",Never,0.76980,198,198,0.71102,0.82859
2008,66 and older,Baden-Wuerttemberg,Sometimes,0.06899,36,431,0.04504,0.09295
2008,66 and older,Baden-Wuerttemberg,Seldom,0.19191,99,431,0.15469,0.22913
2008,66 and older,Baden-Wuerttemberg,Never,0.62260,296,431,0.57679,0.66842
2008,66 and older,Bavaria,Often,0.08989,43,535,0.06563,0.11414
2008,66 and older,Bavaria,Sometimes,0.09015,60,535,0.06586,0.11444
2008,66 and older,Bavaria,Seldom,0.16922,107,535,0.13742,0.20102
2008,66 and older,Bavaria,Never,0.59391,325,535,0.55225,0.63556
2008,66 and older,Berlin,Never,0.80204,113,113,0.72825,0.87584
2008,66 and older,Brandenburg,Seldom,0.13429,35,166,0.08227,0.18632
2008,66 and older,Brandenburg,Never,0.61318,131,166,0.53887,0.68749
2008,66 and older,Mecklenburg-Western Pomerania,Never,0.77530,81,81,0.68384,0.86677
2008,66 and older,Saxony,Seldom,0.15845,52,277,0.11537,0.20153
2008,66 and older,Saxony,Never,0.72269,225,277,0.66987,0.77550
2008,66 and older,Saxony-Anhalt,Never,0.71948,122,122,0.63943,0.79953
2008,66 and older,Thuringa,Never,0.74220,157,157,0.67355,0.81084
2013,17-29 y.,Schleswig-Holstein,Never,0.40558,77,77,0.29519,0.51597
2013,17-29 y.,Hamburg,Never,0.47045,34,34,0.30016,0.64075
2013,17-29 y.,Lower Saxony,Often,0.08369,48,341,0.05426,0.11313
2013,17-29 y.,Lower Saxony,Sometimes,0.09806,47,341,0.06645,0.12968
2013,17-29 y.,Lower Saxony,Seldom,0.11143,59,341,0.07798,0.14487
2013,17-29 y.,Lower Saxony,Never,0.41657,187,341,0.36416,0.46897
2013,17-29 y.,North Rhine-Westphalia,Very often,0.02538,37,757,0.01417,0.03659
2013,17-29 y.,North Rhine-Westphalia,Often,0.05728,55,757,0.04071,0.07384
2013,17-29 y.,North Rhine-Westphalia,Sometimes,0.05062,62,757,0.03499,0.06625
2013,17-29 y.,North Rhine-Westphalia,Seldom,0.16490,151,757,0.13845,0.19136
2013,17-29 y.,North Rhine-Westphalia,Never,0.42310,452,757,0.38788,0.45831
2013,17-29 y.,Hesse,Seldom,0.13229,46,151,0.07807,0.18651
2013,17-29 y.,Hesse,Never,0.32430,105,151,0.24939,0.39922
2013,17-29 y.,"Rhineland-Palatinate, Saarland",Seldom,0.12843,32,145,0.07379,0.18308
2013,17-29 y.,"Rhineland-Palatinate, Saarland",Never,0.43779,113,145,0.35676,0.51882
2013,17-29 y.,Baden-Wuerttemberg,Very often,0.06762,53,421,0.04361,0.09164
2013,17-29 y.,Baden-Wuerttemberg,Often,0.07197,57,421,0.04726,0.09669
2013,17-29 y.,Baden-Wuerttemberg,Sometimes,0.05574,44,421,0.03380,0.07769
2013,17-29 y.,Baden-Wuerttemberg,Seldom,0.16852,66,421,0.13272,0.20432
2013,17-29 y.,Baden-Wuerttemberg,Never,0.33684,201,421,0.29164,0.38204
2013,17-29 y.,Bavaria,Very often,0.07003,63,576,0.04917,0.09088
2013,17-29 y.,Bavaria,Often,0.09992,84,576,0.07541,0.12444
2013,17-29 y.,Bavaria,Sometimes,0.08785,62,576,0.06472,0.11099
2013,17-29 y.,Bavaria,Seldom,0.13956,101,576,0.11123,0.16788
2013,17-29 y.,Bavaria,Never,0.34952,266,576,0.31054,0.38849
2013,17-29 y.,Berlin,Never,0.44668,78,78,0.33563,0.55772
2013,17-29 y.,Brandenburg,Never,0.51582,64,64,0.39242,0.63923
2013,17-29 y.,Mecklenburg-Western Pomerania,Never,0.45077,36,36,0.28592,0.61561
2013,17-29 y.,Saxony,Seldom,0.15355,42,181,0.10088,0.20621
2013,17-29 y.,Saxony,Never,0.58169,139,181,0.50962,0.65375
