year,age_gr,quintil_oecd,pld0045,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2018,46-65 y.,2nd Quintile,Sometimes,0.12670,193,1637,0.11058,0.14282
2018,46-65 y.,2nd Quintile,Seldom,0.13472,236,1637,0.11818,0.15127
2018,46-65 y.,2nd Quintile,Never,0.54747,898,1637,0.52336,0.57159
2018,46-65 y.,3rd Quintile,Very often,0.06355,126,1664,0.05183,0.07528
2018,46-65 y.,3rd Quintile,Often,0.12452,219,1664,0.10865,0.14039
2018,46-65 y.,3rd Quintile,Sometimes,0.11096,179,1664,0.09587,0.12606
2018,46-65 y.,3rd Quintile,Seldom,0.18366,298,1664,0.16505,0.20227
2018,46-65 y.,3rd Quintile,Never,0.50397,842,1664,0.47994,0.52800
2018,46-65 y.,4th Quintile,Very often,0.06662,161,1952,0.05556,0.07769
2018,46-65 y.,4th Quintile,Often,0.11180,225,1952,0.09781,0.12578
2018,46-65 y.,4th Quintile,Sometimes,0.14386,274,1952,0.12829,0.15944
2018,46-65 y.,4th Quintile,Seldom,0.18724,367,1952,0.16993,0.20455
2018,46-65 y.,4th Quintile,Never,0.48721,925,1952,0.46503,0.50939
2018,46-65 y.,5th Quintile,Very often,0.06823,167,2565,0.05847,0.07799
2018,46-65 y.,5th Quintile,Often,0.11342,303,2565,0.10114,0.12569
2018,46-65 y.,5th Quintile,Sometimes,0.13907,358,2565,0.12567,0.15246
2018,46-65 y.,5th Quintile,Seldom,0.20786,550,2565,0.19215,0.22357
2018,46-65 y.,5th Quintile,Never,0.46824,1187,2565,0.44892,0.48755
2018,66 and older,1st Quintile,Often,0.06531,47,658,0.04642,0.08420
2018,66 and older,1st Quintile,Sometimes,0.06277,47,658,0.04422,0.08132
2018,66 and older,1st Quintile,Seldom,0.15201,86,658,0.12455,0.17946
2018,66 and older,1st Quintile,Never,0.67478,478,658,0.63896,0.71061
2018,66 and older,2nd Quintile,Very often,0.04416,54,1187,0.03247,0.05586
2018,66 and older,2nd Quintile,Often,0.04834,69,1187,0.03613,0.06055
2018,66 and older,2nd Quintile,Sometimes,0.09479,92,1187,0.07812,0.11146
2018,66 and older,2nd Quintile,Seldom,0.17337,179,1187,0.15182,0.19492
2018,66 and older,2nd Quintile,Never,0.63692,793,1187,0.60955,0.66429
2018,66 and older,3rd Quintile,Often,0.07267,72,998,0.05656,0.08878
2018,66 and older,3rd Quintile,Sometimes,0.07681,80,998,0.06028,0.09334
2018,66 and older,3rd Quintile,Seldom,0.15621,156,998,0.13368,0.17875
2018,66 and older,3rd Quintile,Never,0.65761,690,998,0.62816,0.68707
2018,66 and older,4th Quintile,Very often,0.04851,40,846,0.03402,0.06299
2018,66 and older,4th Quintile,Often,0.07575,63,846,0.05791,0.09359
2018,66 and older,4th Quintile,Sometimes,0.10164,88,846,0.08127,0.12202
2018,66 and older,4th Quintile,Seldom,0.18026,164,846,0.15434,0.20618
2018,66 and older,4th Quintile,Never,0.59131,491,846,0.55816,0.62445
2018,66 and older,5th Quintile,Very often,0.05893,54,967,0.04408,0.07379
2018,66 and older,5th Quintile,Often,0.06456,63,967,0.04906,0.08006
2018,66 and older,5th Quintile,Sometimes,0.10428,111,967,0.08500,0.12355
2018,66 and older,5th Quintile,Seldom,0.21496,197,967,0.18905,0.24086
2018,66 and older,5th Quintile,Never,0.55477,542,967,0.52343,0.58611
