,Unnamed: 0,year,quintil_oecd_hh,hgroom,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
105,105,1987,3rd Quintile,5 rooms,0.11188,123,4676,0.10283,0.12062
106,106,1987,3rd Quintile,6 rooms,0.07041,65,4676,0.06512,0.07684
107,107,1987,4th Quintile,1 room,0.06182,49,4676,0.05284,0.07063
108,108,1987,4th Quintile,2 rooms,0.19736,186,4676,0.17659,0.21289
109,109,1987,4th Quintile,3 rooms,0.32858,333,4676,0.30631,0.35127
110,110,1987,4th Quintile,4 rooms,0.22217,224,4676,0.20783,0.23848
111,111,1987,4th Quintile,5 rooms,0.12341,127,4676,0.11601,0.1331
112,112,1987,4th Quintile,6 rooms,0.06665,67,4676,0.06121,0.07106
113,113,1987,5th Quintile,2 rooms,0.16727,134,4676,0.15229,0.18369
114,114,1987,5th Quintile,3 rooms,0.30579,265,4676,0.29075,0.32227
115,115,1987,5th Quintile,4 rooms,0.27129,225,4676,0.26108,0.28344
116,116,1987,5th Quintile,5 rooms,0.16823,155,4676,0.15974,0.17581
117,117,1987,5th Quintile,6 rooms,0.08742,77,4676,0.0817,0.09359
118,118,1988,1st Quintile,1 room,0.11407,72,4504,0.10119,0.1255
119,119,1988,1st Quintile,2 rooms,0.2633,213,4504,0.23926,0.28985
120,120,1988,1st Quintile,3 rooms,0.37515,366,4504,0.34596,0.40639
121,121,1988,1st Quintile,4 rooms,0.14948,150,4504,0.1326,0.16585
122,122,1988,1st Quintile,5 rooms,0.05532,64,4504,0.04686,0.06265
123,123,1988,1st Quintile,6 rooms,0.04268,40,4504,0.03787,0.04726
124,124,1988,2nd Quintile,1 room,0.05052,37,4504,0.04087,0.06133
125,125,1988,2nd Quintile,2 rooms,0.23173,166,4504,0.21218,0.25133
126,126,1988,2nd Quintile,3 rooms,0.39809,386,4504,0.36541,0.42679
127,127,1988,2nd Quintile,4 rooms,0.17664,199,4504,0.16153,0.19425
128,128,1988,2nd Quintile,5 rooms,0.09426,89,4504,0.0853,0.10395
129,129,1988,2nd Quintile,6 rooms,0.04877,46,4504,0.04337,0.05341
130,130,1988,3rd Quintile,1 room,0.05772,47,4504,0.04717,0.06935
131,131,1988,3rd Quintile,2 rooms,0.21795,168,4504,0.20163,0.23557
132,132,1988,3rd Quintile,3 rooms,0.33431,341,4504,0.30724,0.35599
133,133,1988,3rd Quintile,4 rooms,0.19988,207,4504,0.18544,0.21448
134,134,1988,3rd Quintile,5 rooms,0.11869,114,4504,0.10765,0.12782
135,135,1988,3rd Quintile,6 rooms,0.07145,63,4504,0.06544,0.07801
136,136,1988,4th Quintile,1 room,0.0514,42,4504,0.04284,0.06121
137,137,1988,4th Quintile,2 rooms,0.20883,178,4504,0.19155,0.23007
138,138,1988,4th Quintile,3 rooms,0.318,298,4504,0.29664,0.33735
139,139,1988,4th Quintile,4 rooms,0.21305,206,4504,0.20018,0.2262
140,140,1988,4th Quintile,5 rooms,0.12291,123,4504,0.11445,0.13251
141,141,1988,4th Quintile,6 rooms,0.08582,80,4504,0.0804,0.09246
142,142,1988,5th Quintile,2 rooms,0.16143,123,4504,0.14417,0.17618
143,143,1988,5th Quintile,3 rooms,0.32587,263,4504,0.30817,0.34541
144,144,1988,5th Quintile,4 rooms,0.25745,208,4504,0.24532,0.27284
145,145,1988,5th Quintile,5 rooms,0.15968,136,4504,0.15006,0.16893
146,146,1988,5th Quintile,6 rooms,0.09557,79,4504,0.08882,0.10171
147,147,1989,1st Quintile,1 room,0.108,68,4458,0.0944,0.12026
148,148,1989,1st Quintile,2 rooms,0.28248,213,4458,0.26005,0.30938
149,149,1989,1st Quintile,3 rooms,0.34532,331,4458,0.31563,0.37395
150,150,1989,1st Quintile,4 rooms,0.16599,164,4458,0.14804,0.18529
151,151,1989,1st Quintile,5 rooms,0.05685,62,4458,0.04686,0.06628
152,152,1989,1st Quintile,6 rooms,0.04136,40,4458,0.03393,0.04808
153,153,1989,2nd Quintile,1 room,0.04912,47,4458,0.03738,0.0602
154,154,1989,2nd Quintile,2 rooms,0.23717,178,4458,0.21638,0.25711
155,155,1989,2nd Quintile,3 rooms,0.37505,384,4458,0.34805,0.40656
156,156,1989,2nd Quintile,4 rooms,0.16113,188,4458,0.14684,0.17552
157,157,1989,2nd Quintile,5 rooms,0.09287,90,4458,0.08319,0.10267
158,158,1989,2nd Quintile,6 rooms,0.05346,48,4458,0.04619,0.0611
159,159,1989,2nd Quintile,7 rooms,0.0312,34,4458,0.0269,0.03487
160,160,1989,3rd Quintile,1 room,0.04793,32,4458,0.03947,0.05515
161,161,1989,3rd Quintile,2 rooms,0.20202,155,4458,0.18403,0.22063
162,162,1989,3rd Quintile,3 rooms,0.3451,337,4458,0.32343,0.36971
163,163,1989,3rd Quintile,4 rooms,0.22003,210,4458,0.20351,0.23586
164,164,1989,3rd Quintile,5 rooms,0.1181,113,4458,0.10802,0.12766
165,165,1989,3rd Quintile,6 rooms,0.06682,65,4458,0.0621,0.0715
166,166,1989,4th Quintile,1 room,0.06025,42,4458,0.05078,0.06944
167,167,1989,4th Quintile,2 rooms,0.20741,182,4458,0.18969,0.22316
168,168,1989,4th Quintile,3 rooms,0.30562,288,4458,0.28467,0.3299
169,169,1989,4th Quintile,4 rooms,0.21513,198,4458,0.20152,0.22824
170,170,1989,4th Quintile,5 rooms,0.1242,120,4458,0.1138,0.13292
171,171,1989,4th Quintile,6 rooms,0.08738,75,4458,0.08032,0.09469
172,172,1989,5th Quintile,2 rooms,0.1637,120,4458,0.14363,0.17951
173,173,1989,5th Quintile,3 rooms,0.30278,237,4458,0.28479,0.32087
174,174,1989,5th Quintile,4 rooms,0.24207,195,4458,0.22994,0.25368
175,175,1989,5th Quintile,5 rooms,0.16085,133,4458,0.15169,0.17052
176,176,1989,5th Quintile,6 rooms,0.09048,77,4458,0.0821,0.10075
177,177,1989,5th Quintile,7 rooms,0.04012,32,4458,0.03563,0.04442
178,178,1990,1st Quintile,1 room,0.0829,94,6517,0.07585,0.0881
179,179,1990,1st Quintile,2 rooms,0.29028,476,6517,0.27689,0.30415
180,180,1990,1st Quintile,3 rooms,0.37523,893,6517,0.36287,0.38578
181,181,1990,1st Quintile,4 rooms,0.16205,448,6517,0.15486,0.16961
182,182,1990,1st Quintile,5 rooms,0.06347,178,6517,0.05921,0.06892
183,183,1990,1st Quintile,6 rooms,0.02608,75,6517,0.02256,0.0293
184,184,1990,2nd Quintile,1 room,0.08883,76,6517,0.07786,0.10315
185,185,1990,2nd Quintile,2 rooms,0.24874,231,6517,0.22921,0.27311
186,186,1990,2nd Quintile,3 rooms,0.37471,446,6517,0.34636,0.40163
187,187,1990,2nd Quintile,4 rooms,0.17373,225,6517,0.15868,0.18865
188,188,1990,2nd Quintile,5 rooms,0.07441,83,6517,0.06477,0.08438
189,189,1990,2nd Quintile,6 rooms,0.03957,46,6517,0.03346,0.04461
190,190,1990,3rd Quintile,1 room,0.04403,38,6517,0.03509,0.05331
191,191,1990,3rd Quintile,2 rooms,0.22721,215,6517,0.20225,0.24543
192,192,1990,3rd Quintile,3 rooms,0.35313,430,6517,0.33239,0.37324
193,193,1990,3rd Quintile,4 rooms,0.1882,237,6517,0.17529,0.20179
194,194,1990,3rd Quintile,5 rooms,0.12194,142,6517,0.11473,0.12946
195,195,1990,3rd Quintile,6 rooms,0.0655,70,6517,0.06006,0.07171
196,196,1990,4th Quintile,1 room,0.05988,51,6517,0.05027,0.06857
197,197,1990,4th Quintile,2 rooms,0.22639,215,6517,0.20877,0.2439
198,198,1990,4th Quintile,3 rooms,0.32573,385,6517,0.30137,0.3479
199,199,1990,4th Quintile,4 rooms,0.19742,230,6517,0.18594,0.20874
200,200,1990,4th Quintile,5 rooms,0.11008,128,6517,0.10247,0.11843
201,201,1990,4th Quintile,6 rooms,0.08049,84,6517,0.07474,0.087
202,202,1990,5th Quintile,2 rooms,0.16773,152,6517,0.15083,0.18305
203,203,1990,5th Quintile,3 rooms,0.30464,307,6517,0.28646,0.32322
204,204,1990,5th Quintile,4 rooms,0.22956,240,6517,0.21717,0.2391
205,205,1990,5th Quintile,5 rooms,0.14471,155,6517,0.13401,0.15272
206,206,1990,5th Quintile,6 rooms,0.0904,100,6517,0.0843,0.09703
207,207,1990,5th Quintile,7 rooms,0.03731,36,6517,0.03278,0.04211
208,208,1990,5th Quintile,8 rooms,0.02564,31,6517,0.02274,0.02877
209,209,1991,1st Quintile,1 room,0.06766,74,6434,0.06095,0.07315
210,210,1991,1st Quintile,2 rooms,0.28667,424,6434,0.27287,0.2981
211,211,1991,1st Quintile,3 rooms,0.38356,838,6434,0.36958,0.39689
212,212,1991,1st Quintile,4 rooms,0.17222,437,6434,0.1637,0.18195
213,213,1991,1st Quintile,5 rooms,0.06371,172,6434,0.05916,0.06891
214,214,1991,1st Quintile,6 rooms,0.02618,74,6434,0.02373,0.02881
215,215,1991,2nd Quintile,1 room,0.09321,71,6434,0.0816,0.1041
216,216,1991,2nd Quintile,2 rooms,0.28019,261,6434,0.25682,0.30467
217,217,1991,2nd Quintile,3 rooms,0.3576,434,6434,0.33406,0.38521
218,218,1991,2nd Quintile,4 rooms,0.15267,196,6434,0.1417,0.16919
219,219,1991,2nd Quintile,5 rooms,0.07141,82,6434,0.06284,0.08063
220,220,1991,2nd Quintile,6 rooms,0.04492,48,6434,0.03867,0.05038
221,221,1991,3rd Quintile,1 room,0.03239,39,6434,0.02472,0.04036
222,222,1991,3rd Quintile,2 rooms,0.23574,219,6434,0.21654,0.25681
223,223,1991,3rd Quintile,3 rooms,0.33376,407,6434,0.3089,0.35549
224,224,1991,3rd Quintile,4 rooms,0.18773,254,6434,0.17361,0.20299
225,225,1991,3rd Quintile,5 rooms,0.11322,134,6434,0.10543,0.12093
226,226,1991,3rd Quintile,6 rooms,0.06893,79,6434,0.06303,0.0739
227,227,1991,3rd Quintile,7 rooms,0.02823,35,6434,0.02357,0.03224
228,228,1991,4th Quintile,1 room,0.05199,50,6434,0.04362,0.06147
229,229,1991,4th Quintile,2 rooms,0.19367,211,6434,0.17637,0.21311
230,230,1991,4th Quintile,3 rooms,0.30286,378,6434,0.2811,0.32793
231,231,1991,4th Quintile,4 rooms,0.2223,260,6434,0.20733,0.23654
232,232,1991,4th Quintile,5 rooms,0.1203,138,6434,0.11276,0.12852
233,233,1991,4th Quintile,6 rooms,0.08025,91,6434,0.07271,0.08724
234,234,1991,4th Quintile,7 rooms,0.02863,35,6434,0.02477,0.033
235,235,1991,5th Quintile,2 rooms,0.18453,157,6434,0.16769,0.19981
236,236,1991,5th Quintile,3 rooms,0.31678,324,6434,0.29844,0.33838
237,237,1991,5th Quintile,4 rooms,0.21296,216,6434,0.20197,0.2252
238,238,1991,5th Quintile,5 rooms,0.15725,169,6434,0.14589,0.17071
239,239,1991,5th Quintile,6 rooms,0.09714,96,6434,0.08995,0.10414
240,240,1991,5th Quintile,7 rooms,0.03133,31,6434,0.02756,0.03567
241,241,1992,1st Quintile,1 room,0.1098,99,6415,0.09877,0.12291
242,242,1992,1st Quintile,2 rooms,0.33922,401,6415,0.3193,0.35666
243,243,1992,1st Quintile,3 rooms,0.33216,506,6415,0.31017,0.35407
244,244,1992,1st Quintile,4 rooms,0.14246,251,6415,0.12862,0.15519
245,245,1992,1st Quintile,5 rooms,0.04743,79,6415,0.0391,0.05523
246,246,1992,1st Quintile,6 rooms,0.02893,41,6415,0.02153,0.03487
247,247,1992,2nd Quintile,1 room,0.04271,49,6415,0.03329,0.05114
248,248,1992,2nd Quintile,2 rooms,0.22667,260,6415,0.20459,0.24769
249,249,1992,2nd Quintile,3 rooms,0.38824,603,6415,0.36493,0.4202
250,250,1992,2nd Quintile,4 rooms,0.17839,308,6415,0.1631,0.19389
251,251,1992,2nd Quintile,5 rooms,0.09076,152,6415,0.08176,0.10326
252,252,1992,2nd Quintile,6 rooms,0.05261,77,6415,0.04669,0.06067
253,253,1992,2nd Quintile,7 rooms,0.02061,31,6415,0.01619,0.02444
254,254,1992,3rd Quintile,1 room,0.0498,54,6415,0.04015,0.05897
255,255,1992,3rd Quintile,2 rooms,0.23158,228,6415,0.20928,0.25083
256,256,1992,3rd Quintile,3 rooms,0.35772,509,6415,0.3307,0.38635
257,257,1992,3rd Quintile,4 rooms,0.18507,266,6415,0.17075,0.20306
258,258,1992,3rd Quintile,5 rooms,0.11686,151,6415,0.10514,0.12733
259,259,1992,3rd Quintile,6 rooms,0.05896,75,6415,0.05311,0.06619
260,260,1992,4th Quintile,1 room,0.04953,49,6415,0.03896,0.06026
261,261,1992,4th Quintile,2 rooms,0.21737,234,6415,0.1971,0.23626
262,262,1992,4th Quintile,3 rooms,0.30849,416,6415,0.29124,0.33015
263,263,1992,4th Quintile,4 rooms,0.21057,278,6415,0.19711,0.22703
264,264,1992,4th Quintile,5 rooms,0.12076,147,6415,0.11146,0.12929
265,265,1992,4th Quintile,6 rooms,0.06438,81,6415,0.059,0.07073
266,266,1992,4th Quintile,7 rooms,0.0289,34,6415,0.02313,0.03453
267,267,1992,5th Quintile,2 rooms,0.16684,158,6415,0.14999,0.18555
268,268,1992,5th Quintile,3 rooms,0.29771,316,6415,0.27992,0.3179
269,269,1992,5th Quintile,4 rooms,0.23274,245,6415,0.21661,0.24618
270,270,1992,5th Quintile,5 rooms,0.14647,162,6415,0.13462,0.15737
271,271,1992,5th Quintile,6 rooms,0.11654,113,6415,0.10696,0.12537
272,272,1992,5th Quintile,7 rooms,0.0397,42,6415,0.03426,0.04718
273,273,1993,1st Quintile,1 room,0.10879,104,6381,0.09511,0.1236
274,274,1993,1st Quintile,2 rooms,0.30537,356,6381,0.28471,0.33291
275,275,1993,1st Quintile,3 rooms,0.3591,482,6381,0.33358,0.38189
276,276,1993,1st Quintile,4 rooms,0.14626,214,6381,0.12943,0.16203
277,277,1993,1st Quintile,5 rooms,0.05331,86,6381,0.04536,0.06453
278,278,1993,1st Quintile,6 rooms,0.02716,36,6381,0.02191,0.0313
279,279,1993,2nd Quintile,1 room,0.06022,59,6381,0.04993,0.0721
280,280,1993,2nd Quintile,2 rooms,0.25426,304,6381,0.23464,0.2753
281,281,1993,2nd Quintile,3 rooms,0.37032,571,6381,0.34772,0.3939
282,282,1993,2nd Quintile,4 rooms,0.17977,312,6381,0.16765,0.19342
283,283,1993,2nd Quintile,5 rooms,0.08797,136,6381,0.07604,0.09668
284,284,1993,2nd Quintile,6 rooms,0.04747,71,6381,0.04096,0.05375
285,285,1993,3rd Quintile,1 room,0.04151,44,6381,0.03176,0.05408
286,286,1993,3rd Quintile,2 rooms,0.19248,226,6381,0.1698,0.21358
287,287,1993,3rd Quintile,3 rooms,0.35374,527,6381,0.32238,0.37837
288,288,1993,3rd Quintile,4 rooms,0.20047,282,6381,0.18193,0.21798
289,289,1993,3rd Quintile,5 rooms,0.11867,162,6381,0.10871,0.12779
290,290,1993,3rd Quintile,6 rooms,0.06059,75,6381,0.05424,0.06802
291,291,1993,3rd Quintile,7 rooms,0.03253,39,6381,0.02618,0.04017
292,292,1993,4th Quintile,1 room,0.03667,38,6381,0.02916,0.04606
293,293,1993,4th Quintile,2 rooms,0.2005,219,6381,0.18407,0.21991
294,294,1993,4th Quintile,3 rooms,0.32084,432,6381,0.29898,0.34272
295,295,1993,4th Quintile,4 rooms,0.21728,298,6381,0.20403,0.23214
296,296,1993,4th Quintile,5 rooms,0.11984,149,6381,0.10878,0.13134
297,297,1993,4th Quintile,6 rooms,0.06991,85,6381,0.06246,0.0774
298,298,1993,4th Quintile,7 rooms,0.03495,40,6381,0.02963,0.04043
299,299,1993,5th Quintile,2 rooms,0.1704,151,6381,0.15515,0.18483
300,300,1993,5th Quintile,3 rooms,0.3146,345,6381,0.29233,0.33501
301,301,1993,5th Quintile,4 rooms,0.21789,225,6381,0.2009,0.23567
302,302,1993,5th Quintile,5 rooms,0.15648,172,6381,0.14595,0.16828
303,303,1993,5th Quintile,6 rooms,0.10001,97,6381,0.09209,0.10869
304,304,1993,5th Quintile,7 rooms,0.04062,44,6381,0.03533,0.04594
305,305,1994,1st Quintile,1 room,0.10172,94,6307,0.08902,0.11238
306,306,1994,1st Quintile,2 rooms,0.33136,373,6307,0.30873,0.35689
307,307,1994,1st Quintile,3 rooms,0.35042,509,6307,0.32544,0.37381
308,308,1994,1st Quintile,4 rooms,0.13248,220,6307,0.11762,0.14568
309,309,1994,1st Quintile,5 rooms,0.05962,88,6307,0.05038,0.06871
310,310,1994,1st Quintile,6 rooms,0.0244,31,6307,0.02018,0.02873
311,311,1994,2nd Quintile,1 room,0.05749,62,6307,0.04716,0.06799
312,312,1994,2nd Quintile,2 rooms,0.24187,285,6307,0.21959,0.26428
313,313,1994,2nd Quintile,3 rooms,0.36618,523,6307,0.3413,0.39697
314,314,1994,2nd Quintile,4 rooms,0.19347,294,6307,0.17619,0.20995
315,315,1994,2nd Quintile,5 rooms,0.08611,123,6307,0.07566,0.10266
316,316,1994,2nd Quintile,6 rooms,0.05488,80,6307,0.04699,0.06218
317,317,1994,3rd Quintile,1 room,0.05135,53,6307,0.04262,0.06184
318,318,1994,3rd Quintile,2 rooms,0.20971,231,6307,0.19086,0.2275
319,319,1994,3rd Quintile,3 rooms,0.33742,485,6307,0.31243,0.3626
320,320,1994,3rd Quintile,4 rooms,0.18778,280,6307,0.17027,0.2086
321,321,1994,3rd Quintile,5 rooms,0.12969,173,6307,0.11703,0.1434
322,322,1994,3rd Quintile,6 rooms,0.05951,83,6307,0.05304,0.0683
323,323,1994,3rd Quintile,7 rooms,0.02454,34,6307,0.01963,0.0305
324,324,1994,4th Quintile,1 room,0.03656,34,6307,0.0288,0.04518
325,325,1994,4th Quintile,2 rooms,0.21726,230,6307,0.198,0.23759
326,326,1994,4th Quintile,3 rooms,0.30663,418,6307,0.28764,0.32775
327,327,1994,4th Quintile,4 rooms,0.211,271,6307,0.19095,0.22778
328,328,1994,4th Quintile,5 rooms,0.1119,140,6307,0.10022,0.12382
329,329,1994,4th Quintile,6 rooms,0.07218,81,6307,0.06443,0.07903
330,330,1994,4th Quintile,7 rooms,0.04447,49,6307,0.03668,0.05252
331,331,1994,5th Quintile,2 rooms,0.15083,143,6307,0.13347,0.16873
332,332,1994,5th Quintile,3 rooms,0.30596,338,6307,0.2863,0.33114
333,333,1994,5th Quintile,4 rooms,0.23974,263,6307,0.22168,0.25671
334,334,1994,5th Quintile,5 rooms,0.15421,174,6307,0.14166,0.16559
335,335,1994,5th Quintile,6 rooms,0.10446,101,6307,0.09158,0.11513
336,336,1994,5th Quintile,7 rooms,0.0448,44,6307,0.03802,0.05266
337,337,1995,1st Quintile,1 room,0.11592,115,6491,0.101,0.12891
338,338,1995,1st Quintile,2 rooms,0.32064,383,6491,0.29644,0.34614
339,339,1995,1st Quintile,3 rooms,0.32824,516,6491,0.30076,0.35475
340,340,1995,1st Quintile,4 rooms,0.1469,227,6491,0.12873,0.16504
341,341,1995,1st Quintile,5 rooms,0.05966,86,6491,0.04802,0.07113
342,342,1995,1st Quintile,6 rooms,0.02863,44,6491,0.02351,0.03418
343,343,1995,2nd Quintile,1 room,0.0602,63,6491,0.04953,0.06989
344,344,1995,2nd Quintile,2 rooms,0.26386,302,6491,0.24365,0.28499
345,345,1995,2nd Quintile,3 rooms,0.35383,550,6491,0.33195,0.37685
